START-OF-LOG: 3.0
CALLSIGN: F5IQJ
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 43086
LOCATION: F
CREATED-BY: Lux-Log v6.05.00 by LX1NO
NAME: DANIEL
OPERATORS: F5IQJ
SOAPBOX: ELECRAFT K2 - 5 W - ANT. VERT. GAP TITAN
QSO: 14000 CW 2015-11-28 0658 F5IQJ         599 14         RC4HAA        599 16
QSO: 21000 CW 2015-11-28 0659 F5IQJ         599 14         ZT6T          599 38
QSO: 21000 CW 2015-11-28 0706 F5IQJ         599 14         RM5A          599 16
QSO: 21000 CW 2015-11-28 0709 F5IQJ         599 14         UA9MA         599 17
QSO:  7000 CW 2015-11-28 0720 F5IQJ         599 14         EA3DU         599 14
QSO:  7000 CW 2015-11-28 0720 F5IQJ         599 14         W9RE          599 04
QSO:  7000 CW 2015-11-28 0721 F5IQJ         599 14         YT4W          599 15
QSO:  7000 CW 2015-11-28 0722 F5IQJ         599 14         PJ4A          599 09
QSO: 28000 CW 2015-11-28 1029 F5IQJ         599 14         RG3P          599 16
QSO: 28000 CW 2015-11-28 1030 F5IQJ         599 14         UA6CC         599 16
QSO: 21000 CW 2015-11-28 1037 F5IQJ         599 14         OH4X          599 15
QSO: 21000 CW 2015-11-28 1046 F5IQJ         599 14         YL5T          599 15
QSO: 21000 CW 2015-11-28 1047 F5IQJ         599 14         RX4W          599 16
QSO: 21000 CW 2015-11-28 1048 F5IQJ         599 14         LA8HGA        599 14
QSO: 21000 CW 2015-11-28 1052 F5IQJ         599 14         4X7R          599 20
QSO: 28000 CW 2015-11-28 1054 F5IQJ         599 14         R2AA          599 16
QSO: 28000 CW 2015-11-28 1055 F5IQJ         599 14         RN3F          599 16
QSO: 14000 CW 2015-11-28 1056 F5IQJ         599 14         OK6W          599 15
QSO: 14000 CW 2015-11-28 1100 F5IQJ         599 14         SC0N          599 14
QSO: 21000 CW 2015-11-28 1257 F5IQJ         599 14         N4AF          599 05
QSO: 21000 CW 2015-11-28 1259 F5IQJ         599 14         SC0N          599 14
QSO: 21000 CW 2015-11-28 1303 F5IQJ         599 14         N1LN          599 05
QSO: 21000 CW 2015-11-28 1304 F5IQJ         599 14         N4WW          599 05
QSO: 21000 CW 2015-11-28 1308 F5IQJ         599 14         OG1D          599 15
QSO:  7000 CW 2015-11-28 1311 F5IQJ         599 14         S52AW         599 15
QSO:  7000 CW 2015-11-28 1315 F5IQJ         599 14         DK0MM         599 14
QSO:  7000 CW 2015-11-28 1317 F5IQJ         599 14         S57Q          599 15
QSO: 14000 CW 2015-11-28 1320 F5IQJ         599 14         OM0WR         599 15
QSO: 14000 CW 2015-11-28 1321 F5IQJ         599 14         LY2NK         599 15
QSO: 14000 CW 2015-11-28 1339 F5IQJ         599 14         UX0KR         599 16
QSO: 14000 CW 2015-11-28 1341 F5IQJ         599 14         EI1Y          599 14
QSO: 14000 CW 2015-11-28 1344 F5IQJ         599 14         SZ1A          599 20
QSO: 14000 CW 2015-11-28 1344 F5IQJ         599 14         G5W           599 14
QSO: 14000 CW 2015-11-28 1346 F5IQJ         599 14         G5U           599 14
QSO: 14000 CW 2015-11-28 1346 F5IQJ         599 14         LY2CX         599 15
QSO: 14000 CW 2015-11-28 1347 F5IQJ         599 14         OK1FGD        599 15
QSO: 14000 CW 2015-11-28 1349 F5IQJ         599 14         HG7T          599 15
QSO: 14000 CW 2015-11-28 1352 F5IQJ         599 14         UW2M          599 16
QSO: 14000 CW 2015-11-28 1352 F5IQJ         599 14         UP2L          599 17
QSO: 14000 CW 2015-11-28 1354 F5IQJ         599 14         EI5KF         599 14
QSO: 14000 CW 2015-11-28 1355 F5IQJ         599 14         UA7K          599 16
QSO: 14000 CW 2015-11-28 1356 F5IQJ         599 14         YT1TU         599 15
QSO: 21000 CW 2015-11-28 1407 F5IQJ         599 14         PT2CM         599 11
QSO: 21000 CW 2015-11-28 1414 F5IQJ         599 14         VE9CB         599 05
QSO: 21000 CW 2015-11-28 1419 F5IQJ         599 14         P33W          599 20
QSO: 21000 CW 2015-11-28 1428 F5IQJ         599 14         K3RV          599 05
QSO: 21000 CW 2015-11-28 1429 F5IQJ         599 14         LY2NK         599 15
QSO: 21000 CW 2015-11-28 1431 F5IQJ         599 14         KX1M          599 05
QSO: 21000 CW 2015-11-28 1434 F5IQJ         599 14         ES9C          599 15
QSO: 21000 CW 2015-11-28 1435 F5IQJ         599 14         PJ2T          599 09
QSO: 21000 CW 2015-11-28 1437 F5IQJ         599 14         OH8X          599 15
QSO: 21000 CW 2015-11-28 1437 F5IQJ         599 14         LZ8E          599 20
QSO: 21000 CW 2015-11-28 1438 F5IQJ         599 14         LZ6B          599 20
QSO: 21000 CW 2015-11-28 1610 F5IQJ         599 14         W1NG          599 05
QSO: 21000 CW 2015-11-28 1613 F5IQJ         599 14         SM2M          599 14
QSO: 21000 CW 2015-11-28 1614 F5IQJ         599 14         OH1F          599 15
QSO: 21000 CW 2015-11-28 1616 F5IQJ         599 14         D4C           599 35
QSO: 14000 CW 2015-11-28 1629 F5IQJ         599 14         GM5A          599 14
QSO: 14000 CW 2015-11-28 1631 F5IQJ         599 14         SP9KAO        599 15
QSO: 14000 CW 2015-11-28 1640 F5IQJ         599 14         EA8CSG        599 33
QSO:  3500 CW 2015-11-28 1642 F5IQJ         599 14         DF0HQ         599 14
QSO:  3500 CW 2015-11-28 1643 F5IQJ         599 14         S57Z          599 15
QSO:  3500 CW 2015-11-28 1645 F5IQJ         599 14         IK2CLB        599 15
QSO:  7000 CW 2015-11-28 2353 F5IQJ         599 14         SN8N          599 15
QSO:  7000 CW 2015-11-28 2358 F5IQJ         599 14         SO7M          599 15
QSO:  7000 CW 2015-11-29 0001 F5IQJ         599 14         VE9CX         599 05
QSO:  7000 CW 2015-11-29 0001 F5IQJ         599 14         SO4R          599 15
QSO:  7000 CW 2015-11-29 0002 F5IQJ         599 14         K3LR          599 05
QSO:  7000 CW 2015-11-29 0004 F5IQJ         599 14         EI2KM         599 14
QSO:  7000 CW 2015-11-29 0004 F5IQJ         599 14         LZ7A          599 20
QSO:  7000 CW 2015-11-29 0005 F5IQJ         599 14         WA1Z          599 05
QSO:  7000 CW 2015-11-29 0006 F5IQJ         599 14         UA4M          599 16
QSO:  7000 CW 2015-11-29 0008 F5IQJ         599 14         N2NT          599 05
QSO:  7000 CW 2015-11-29 0008 F5IQJ         599 14         YR8D          599 20
QSO:  7000 CW 2015-11-29 0009 F5IQJ         599 14         EF8U          599 33
QSO:  7000 CW 2015-11-29 0010 F5IQJ         599 14         YT1HA         599 15
QSO:  7000 CW 2015-11-29 0011 F5IQJ         599 14         N4WW          599 05
QSO:  7000 CW 2015-11-29 0012 F5IQJ         599 14         EI1Y          599 14
QSO:  7000 CW 2015-11-29 0013 F5IQJ         599 14         UT0UM         599 16
QSO:  3500 CW 2015-11-29 0642 F5IQJ         599 14         W2FU          599 05
QSO:  3500 CW 2015-11-29 0645 F5IQJ         599 14         CS2C          599 14
QSO:  3500 CW 2015-11-29 0647 F5IQJ         599 14         CN2AA         599 33
QSO:  3500 CW 2015-11-29 0648 F5IQJ         599 14         SP3GTS        599 15
QSO:  3500 CW 2015-11-29 0649 F5IQJ         599 14         9A4M          599 15
QSO:  3500 CW 2015-11-29 0649 F5IQJ         599 14         G4IIY         599 14
QSO:  3500 CW 2015-11-29 0652 F5IQJ         599 14         HA8A          599 15
QSO:  3500 CW 2015-11-29 0653 F5IQJ         599 14         ON6NL         599 14
QSO:  7000 CW 2015-11-29 0658 F5IQJ         599 14         OL3Z          599 15
QSO:  7000 CW 2015-11-29 0700 F5IQJ         599 14         K1TO          599 05
QSO:  7000 CW 2015-11-29 0701 F5IQJ         599 14         N5DX          599 04
QSO:  7000 CW 2015-11-29 0702 F5IQJ         599 14         W3LPL         599 05
QSO:  7000 CW 2015-11-29 0706 F5IQJ         599 14         G3P           599 14
QSO: 14000 CW 2015-11-29 0742 F5IQJ         599 14         YT5A          599 15
QSO: 14000 CW 2015-11-29 0743 F5IQJ         599 14         RK9AX         599 17
QSO:  7000 CW 2015-11-29 0746 F5IQJ         599 14         YR8I          599 20
QSO:  7000 CW 2015-11-29 0747 F5IQJ         599 14         OH3OJ         599 15
QSO:  7000 CW 2015-11-29 0747 F5IQJ         599 14         K1ZZ          599 05
QSO:  7000 CW 2015-11-29 0749 F5IQJ         599 14         S51YI         599 15
QSO:  7000 CW 2015-11-29 0749 F5IQJ         599 14         S53F          599 15
QSO: 21000 CW 2015-11-29 0755 F5IQJ         599 14         C4W           599 20
QSO:  7000 CW 2015-11-29 0805 F5IQJ         599 14         N1EU          599 05
QSO:  7000 CW 2015-11-29 0805 F5IQJ         599 14         DL1IAO        599 14
QSO:  7000 CW 2015-11-29 0807 F5IQJ         599 14         SP5AUY        599 15
QSO:  7000 CW 2015-11-29 0807 F5IQJ         599 14         NR4M          599 05
QSO:  7000 CW 2015-11-29 0808 F5IQJ         599 14         9A1A          599 15
QSO: 14000 CW 2015-11-29 0810 F5IQJ         599 14         YT8A          599 15
QSO: 21000 CW 2015-11-29 0816 F5IQJ         599 14         R8IA          599 18
QSO: 21000 CW 2015-11-29 0818 F5IQJ         599 14         OG7A          599 15
QSO: 21000 CW 2015-11-29 0819 F5IQJ         599 14         UP2L          599 17
QSO: 21000 CW 2015-11-29 0820 F5IQJ         599 14         RM9A          599 17
QSO: 28000 CW 2015-11-29 0831 F5IQJ         599 14         R4RR          599 16
QSO: 28000 CW 2015-11-29 0832 F5IQJ         599 14         UA6HZ         599 16
QSO: 28000 CW 2015-11-29 0835 F5IQJ         599 14         RA3Y          599 16
QSO: 28000 CW 2015-11-29 0944 F5IQJ         599 14         RT4D          599 16
QSO: 28000 CW 2015-11-29 0945 F5IQJ         599 14         UW3M          599 16
QSO: 28000 CW 2015-11-29 0947 F5IQJ         599 14         UA6AK         599 16
QSO: 21000 CW 2015-11-29 0948 F5IQJ         599 14         UW7LL         599 16
QSO: 21000 CW 2015-11-29 0950 F5IQJ         599 14         RM4I          599 16
QSO: 21000 CW 2015-11-29 0951 F5IQJ         599 14         OH3OJ         599 15
QSO: 21000 CW 2015-11-29 0953 F5IQJ         599 14         R3FX          599 16
QSO: 21000 CW 2015-11-29 0955 F5IQJ         599 14         SW9AA         599 20
QSO:  7000 CW 2015-11-29 0957 F5IQJ         599 14         YT9A          599 15
QSO:  7000 CW 2015-11-29 0958 F5IQJ         599 14         OL5T          599 15
QSO:  7000 CW 2015-11-29 0959 F5IQJ         599 14         DL4FN         599 14
QSO:  7000 CW 2015-11-29 1000 F5IQJ         599 14         9A5X          599 15
QSO: 14000 CW 2015-11-29 1003 F5IQJ         599 14         RK3FF         599 16
QSO: 14000 CW 2015-11-29 1004 F5IQJ         599 14         RY3D          599 16
QSO: 14000 CW 2015-11-29 1006 F5IQJ         599 14         YL5X          599 15
QSO: 14000 CW 2015-11-29 1007 F5IQJ         599 14         YT4A          599 15
QSO: 14000 CW 2015-11-29 1008 F5IQJ         599 14         SP2KPD        599 15
QSO: 14000 CW 2015-11-29 1011 F5IQJ         599 14         RX7M          599 16
QSO: 14000 CW 2015-11-29 1013 F5IQJ         599 14         LZ7A          599 20
QSO: 14000 CW 2015-11-29 1013 F5IQJ         599 14         LZ9W          599 20
QSO: 14000 CW 2015-11-29 1016 F5IQJ         599 14         CN8KD         599 33
QSO: 14000 CW 2015-11-29 1017 F5IQJ         599 14         9A1A          599 15
QSO: 14000 CW 2015-11-29 1017 F5IQJ         599 14         ED7X          599 14
QSO: 14000 CW 2015-11-29 1018 F5IQJ         599 14         CR3L          599 33
QSO: 14000 CW 2015-11-29 1019 F5IQJ         599 14         SN0W          599 15
QSO: 14000 CW 2015-11-29 1019 F5IQJ         599 14         OH5Z          599 15
QSO: 14000 CW 2015-11-29 1020 F5IQJ         599 14         OZ7A          599 14
QSO: 14000 CW 2015-11-29 1022 F5IQJ         599 14         HG5C          599 15
QSO: 14000 CW 2015-11-29 1023 F5IQJ         599 14         YT1A          599 15
QSO: 14000 CW 2015-11-29 1027 F5IQJ         599 14         IT9RDG/IF9    599 15
QSO: 21000 CW 2015-11-29 1028 F5IQJ         599 14         R3KQ          599 16
QSO: 21000 CW 2015-11-29 1257 F5IQJ         599 14         OH8KA         599 15
QSO: 21000 CW 2015-11-29 1315 F5IQJ         599 14         YO4DW         599 20
QSO: 21000 CW 2015-11-29 1317 F5IQJ         599 14         VY2TT         599 05
QSO: 21000 CW 2015-11-29 1320 F5IQJ         599 14         EW4A          599 16
QSO: 21000 CW 2015-11-29 1322 F5IQJ         599 14         EU1A          599 16
QSO: 21000 CW 2015-11-29 1333 F5IQJ         599 14         UT7E          599 16
QSO: 21000 CW 2015-11-29 1334 F5IQJ         599 14         UR7GO         599 16
QSO: 14000 CW 2015-11-29 1339 F5IQJ         599 14         RZ1AWT        599 16
QSO: 14000 CW 2015-11-29 1342 F5IQJ         599 14         MZ5B          599 14
QSO: 14000 CW 2015-11-29 1343 F5IQJ         599 14         4X2M          599 20
QSO: 14000 CW 2015-11-29 1344 F5IQJ         599 14         HG1S          599 15
QSO: 14000 CW 2015-11-29 1345 F5IQJ         599 14         LY9Y          599 15
QSO: 14000 CW 2015-11-29 1348 F5IQJ         599 14         EW7A          599 16
QSO: 14000 CW 2015-11-29 1356 F5IQJ         599 14         OK5ZZ         599 15
QSO: 14000 CW 2015-11-29 1358 F5IQJ         599 14         SN8T          599 15
QSO: 14000 CW 2015-11-29 1400 F5IQJ         599 14         SN8B          599 15
QSO: 28000 CW 2015-11-29 1403 F5IQJ         599 14         4X7R          599 20
QSO:  7000 CW 2015-11-29 1412 F5IQJ         599 14         OL1M          599 15
QSO:  7000 CW 2015-11-29 1413 F5IQJ         599 14         DL2DX         599 14
QSO: 14000 CW 2015-11-29 1458 F5IQJ         599 14         PA3O          599 14
QSO: 14000 CW 2015-11-29 1459 F5IQJ         599 14         OH0X          599 15
QSO: 14000 CW 2015-11-29 1500 F5IQJ         599 14         DF3AX         599 14
QSO: 14000 CW 2015-11-29 1502 F5IQJ         599 14         M7HB          599 14
QSO: 14000 CW 2015-11-29 1502 F5IQJ         599 14         MW5R          599 14
QSO: 14000 CW 2015-11-29 1504 F5IQJ         599 14         OK7AW         599 15
QSO: 14000 CW 2015-11-29 1504 F5IQJ         599 14         YL0Y          599 15
QSO: 14000 CW 2015-11-29 1505 F5IQJ         599 14         LY8O          599 15
QSO: 21000 CW 2015-11-29 1509 F5IQJ         599 14         NN1N          599 05
QSO: 21000 CW 2015-11-29 1514 F5IQJ         599 14         KQ2M          599 05
QSO: 14000 CW 2015-11-29 1619 F5IQJ         599 14         VE2FWW        599 05
QSO: 14000 CW 2015-11-29 1622 F5IQJ         599 14         RT5Z          599 16
QSO: 14000 CW 2015-11-29 1622 F5IQJ         599 14         RU3FM         599 16
QSO: 14000 CW 2015-11-29 1623 F5IQJ         599 14         OH1F          599 15
QSO: 14000 CW 2015-11-29 1624 F5IQJ         599 14         RT6A          599 16
QSO: 14000 CW 2015-11-29 1625 F5IQJ         599 14         RG3P          599 16
QSO:  7000 CW 2015-11-29 2230 F5IQJ         599 14         NR3M          599 05
QSO:  7000 CW 2015-11-29 2232 F5IQJ         599 14         W3UA          599 05
QSO:  7000 CW 2015-11-29 2232 F5IQJ         599 14         S52W          599 15
QSO:  7000 CW 2015-11-29 2233 F5IQJ         599 14         YT5A          599 15
QSO:  7000 CW 2015-11-29 2235 F5IQJ         599 14         LY7A          599 15
QSO:  7000 CW 2015-11-29 2236 F5IQJ         599 14         HA8FM         599 15
QSO:  7000 CW 2015-11-29 2239 F5IQJ         599 14         W2LK          599 05
QSO:  7000 CW 2015-11-29 2240 F5IQJ         599 14         AB3CX         599 05
QSO:  7000 CW 2015-11-29 2241 F5IQJ         599 14         RM4I          599 16
QSO:  7000 CW 2015-11-29 2242 F5IQJ         599 14         EW1M          599 16
QSO:  7000 CW 2015-11-29 2243 F5IQJ         599 14         YL3FT         599 15
QSO:  7000 CW 2015-11-29 2245 F5IQJ         599 14         W1WEF         599 05
QSO:  7000 CW 2015-11-29 2249 F5IQJ         599 14         YU7U          599 15
QSO:  7000 CW 2015-11-29 2250 F5IQJ         599 14         RM9A          599 17
QSO:  3500 CW 2015-11-29 2251 F5IQJ         599 14         TM6M          599 14
QSO:  3500 CW 2015-11-29 2252 F5IQJ         599 14         ED2C          599 14
QSO:  3500 CW 2015-11-29 2256 F5IQJ         599 14         K1ZR          599 05
END-OF-LOG:
