START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.19.0
CONTEST: CQ-WW-CW
LOCATION: CA
CALLSIGN: W6/DG1CMZ
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 375632
OPERATORS: W6/DG1CMZ
CLUB: NORTHERN CALIFORNIA CONTEST CLUB
NAME: Michael Zuerch
CERTIFICATE: NO
SOAPBOX: Operated from W6BB shack at University of California, Berkeley. R7000
SOAPBOX: multiband vertical + Flex6500. About 200-400W from a Yaesu FL2100.
QSO: 21027 CW 2015-11-28 0103 W6/DG1CMZ     599 3      B4T           599 24     0
QSO: 21015 CW 2015-11-28 0105 W6/DG1CMZ     599 3      JA1BPA        599 25     0
QSO: 28029 CW 2015-11-28 0112 W6/DG1CMZ     599 3      KH6KG         599 31     0
QSO: 28010 CW 2015-11-28 0115 W6/DG1CMZ     599 3      ZL3TE         599 32     0
QSO: 28013 CW 2015-11-28 0116 W6/DG1CMZ     599 3      KH6J          599 31     0
QSO:  7000 CW 2015-11-28 0127 W6/DG1CMZ     599 3      KC1XX         599 05     0
QSO:  7007 CW 2015-11-28 0139 W6/DG1CMZ     599 3      CR3L          599 33     0
QSO:  7016 CW 2015-11-28 0146 W6/DG1CMZ     599 3      DL1A          599 14     0
QSO:  7026 CW 2015-11-28 0154 W6/DG1CMZ     599 3      ED8X          599 33     0
QSO:  7028 CW 2015-11-28 0154 W6/DG1CMZ     599 3      EF8U          599 33     0
QSO:  7054 CW 2015-11-28 0204 W6/DG1CMZ     599 3      EF8R          599 33     0
QSO: 14020 CW 2015-11-28 0232 W6/DG1CMZ     599 3      7J1YAJ        599 25     0
QSO: 14018 CW 2015-11-28 0233 W6/DG1CMZ     599 3      KH6J          599 31     0
QSO: 14033 CW 2015-11-28 0237 W6/DG1CMZ     599 3      RT0F          599 19     0
QSO: 14042 CW 2015-11-28 0242 W6/DG1CMZ     599 3      KH7M          599 31     0
QSO: 14050 CW 2015-11-28 0244 W6/DG1CMZ     599 3      CE3CT         599 12     0
QSO: 14054 CW 2015-11-28 0245 W6/DG1CMZ     599 3      JA8RWU        599 25     0
QSO: 14056 CW 2015-11-28 0246 W6/DG1CMZ     599 3      JA7ZFN        599 25     0
QSO: 14034 CW 2015-11-28 0248 W6/DG1CMZ     599 3      LT1F          599 13     0
QSO: 14018 CW 2015-11-28 0254 W6/DG1CMZ     599 3      GW4J          599 14     0
QSO:  7002 CW 2015-11-28 0314 W6/DG1CMZ     599 3      K5RX          599 04     0
QSO:  7073 CW 2015-11-28 0315 W6/DG1CMZ     599 3      KH6J          599 31     0
QSO:  7054 CW 2015-11-28 0355 W6/DG1CMZ     599 3      P40L          599 09     0
QSO:  7047 CW 2015-11-28 0402 W6/DG1CMZ     599 3      PJ4Q          599 09     0
QSO:  7045 CW 2015-11-28 0431 W6/DG1CMZ     599 3      KH6LC         599 31     0
QSO:  7048 CW 2015-11-28 0433 W6/DG1CMZ     599 3      5W0IF         599 32     0
QSO:  7053 CW 2015-11-28 0436 W6/DG1CMZ     599 3      D4C           599 35     0
QSO:  7025 CW 2015-11-28 0451 W6/DG1CMZ     599 3      J3/KO8SCA     599 08     0
QSO:  7039 CW 2015-11-28 0500 W6/DG1CMZ     599 3      PJ2T          599 09     0
QSO:  7048 CW 2015-11-28 0505 W6/DG1CMZ     599 3      NP4A          599 08     0
QSO:  7055 CW 2015-11-28 0508 W6/DG1CMZ     599 3      EA8/YP9W      599 33     0
QSO:  7095 CW 2015-11-28 0516 W6/DG1CMZ     599 3      YW4D          599 09     0
QSO:  7098 CW 2015-11-28 0518 W6/DG1CMZ     599 3      PR7AA         599 11     0
QSO:  7032 CW 2015-11-28 0546 W6/DG1CMZ     599 3      CO7EH         599 08     0
QSO:  7085 CW 2015-11-28 0552 W6/DG1CMZ     599 3      ZW5B          599 11     0
QSO:  7007 CW 2015-11-28 0628 W6/DG1CMZ     599 3      ZM1A          599 32     0
QSO:  7035 CW 2015-11-28 0633 W6/DG1CMZ     599 3      ZF2MJ         599 08     0
QSO:  7034 CW 2015-11-28 0634 W6/DG1CMZ     599 3      KP2M          599 08     0
QSO:  7008 CW 2015-11-28 0637 W6/DG1CMZ     599 3      ZL2AGY        599 32     0
QSO:  7016 CW 2015-11-28 0640 W6/DG1CMZ     599 3      JR2GRX        599 25     0
QSO:  7027 CW 2015-11-28 0647 W6/DG1CMZ     599 3      7J1AAI        599 25     0
QSO:  7029 CW 2015-11-28 0647 W6/DG1CMZ     599 3      JA3YBK        599 25     0
QSO:  7042 CW 2015-11-28 0650 W6/DG1CMZ     599 3      PZ5W          599 09     0
QSO:  7045 CW 2015-11-28 0651 W6/DG1CMZ     599 3      LT1F          599 13     0
QSO:  7046 CW 2015-11-28 0653 W6/DG1CMZ     599 3      CN2AA         599 33     0
QSO:  7051 CW 2015-11-28 0656 W6/DG1CMZ     599 3      KH7M          599 31     0
QSO:  7052 CW 2015-11-28 0656 W6/DG1CMZ     599 3      LP1H          599 13     0
QSO:  7002 CW 2015-11-28 0714 W6/DG1CMZ     599 3      V73NS         599 31     0
QSO:  7006 CW 2015-11-28 0717 W6/DG1CMZ     599 3      WA6O          599 03     0
QSO:  7035 CW 2015-11-28 0728 W6/DG1CMZ     599 3      TI5W          599 07     0
QSO:  7049 CW 2015-11-28 0731 W6/DG1CMZ     599 3      V47T          599 08     0
QSO:  7059 CW 2015-11-28 0736 W6/DG1CMZ     599 3      TO4GU         599 08     0
QSO:  7057 CW 2015-11-28 0743 W6/DG1CMZ     599 3      PR2F          599 11     0
QSO:  7041 CW 2015-11-28 0756 W6/DG1CMZ     599 3      PJ4A          599 09     0
QSO:  7056 CW 2015-11-28 0758 W6/DG1CMZ     599 3      KP2Q          599 08     0
QSO:  7050 CW 2015-11-28 0759 W6/DG1CMZ     599 3      NP2P          599 08     0
QSO:  7027 CW 2015-11-28 0802 W6/DG1CMZ     599 3      RT0C          599 19     0
QSO:  7019 CW 2015-11-28 0803 W6/DG1CMZ     599 3      PP5BZ         599 11     0
QSO:  7012 CW 2015-11-28 0806 W6/DG1CMZ     599 3      RA0FF         599 19     0
QSO:  7011 CW 2015-11-28 0813 W6/DG1CMZ     599 3      CE3CT         599 12     0
QSO:  7014 CW 2015-11-28 0815 W6/DG1CMZ     599 3      VY2ZM         599 05     0
QSO:  7030 CW 2015-11-28 0818 W6/DG1CMZ     599 3      JE1LFX        599 25     0
QSO:  7032 CW 2015-11-28 0819 W6/DG1CMZ     599 3      JA2VHO        599 25     0
QSO:  7053 CW 2015-11-28 0821 W6/DG1CMZ     599 3      JA1BPA        599 25     0
QSO:  3500 CW 2015-11-28 0827 W6/DG1CMZ     599 3      K3LR          599 05     0
QSO:  3502 CW 2015-11-28 0827 W6/DG1CMZ     599 3      VE7SV         599 03     0
QSO:  3514 CW 2015-11-28 0833 W6/DG1CMZ     599 3      VE6SV         599 04     0
QSO:  3514 CW 2015-11-28 0835 W6/DG1CMZ     599 3      ZF2MJ         599 08     0
QSO:  3519 CW 2015-11-28 0836 W6/DG1CMZ     599 3      VE7GL         599 03     0
QSO:  3520 CW 2015-11-28 0837 W6/DG1CMZ     599 3      KH7M          599 31     0
QSO:  3562 CW 2015-11-28 0844 W6/DG1CMZ     599 3      KH6J          599 31     0
QSO:  3567 CW 2015-11-28 0848 W6/DG1CMZ     599 3      PJ2T          599 09     0
QSO:  3546 CW 2015-11-28 0851 W6/DG1CMZ     599 3      VE2IM         599 02     0
QSO:  3506 CW 2015-11-28 0853 W6/DG1CMZ     599 3      VA7ST         599 03     0
QSO:  3518 CW 2015-11-28 0854 W6/DG1CMZ     599 3      P40L          599 09     0
QSO:  1819 CW 2015-11-28 0901 W6/DG1CMZ     599 3      VC7O          599 03     0
QSO:  1825 CW 2015-11-28 0904 W6/DG1CMZ     599 3      N7GP          599 03     0
QSO:  7003 CW 2015-11-28 0911 W6/DG1CMZ     599 3      VK2IM         599 30     0
QSO:  7001 CW 2015-11-28 0912 W6/DG1CMZ     599 3      VK3EGN        599 30     0
QSO:  7003 CW 2015-11-28 0913 W6/DG1CMZ     599 3      JI0WVQ        599 25     0
QSO:  7005 CW 2015-11-28 0914 W6/DG1CMZ     599 3      JE1ZWT        599 25     0
QSO:  7005 CW 2015-11-28 0915 W6/DG1CMZ     599 3      JA1ZGP        599 25     0
QSO:  7006 CW 2015-11-28 0916 W6/DG1CMZ     599 3      VA2EW         599 05     0
QSO:  7007 CW 2015-11-28 0917 W6/DG1CMZ     599 3      VE3EJ         599 04     0
QSO:  7012 CW 2015-11-28 0918 W6/DG1CMZ     599 3      JE1BJP        599 25     0
QSO:  7013 CW 2015-11-28 0920 W6/DG1CMZ     599 3      JA7ZFN        599 25     0
QSO:  7014 CW 2015-11-28 0921 W6/DG1CMZ     599 3      RW0LBM        599 19     0
QSO:  7018 CW 2015-11-28 0923 W6/DG1CMZ     599 3      JR5YCE        599 25     0
QSO:  7019 CW 2015-11-28 0927 W6/DG1CMZ     599 3      BG3OJZ        599 24     0
QSO:  7028 CW 2015-11-28 0929 W6/DG1CMZ     599 3      VE3MIS        599 04     0
QSO:  7030 CW 2015-11-28 0931 W6/DG1CMZ     599 3      9M6NA         599 28     0
QSO:  7036 CW 2015-11-28 0932 W6/DG1CMZ     599 3      DS4AOW        599 25     0
QSO:  7041 CW 2015-11-28 0933 W6/DG1CMZ     599 3      VY2TT         599 05     0
QSO:  7060 CW 2015-11-28 0936 W6/DG1CMZ     599 3      CJ3A          599 04     0
QSO:  7068 CW 2015-11-28 0938 W6/DG1CMZ     599 3      T46A          599 08     0
QSO:  7037 CW 2015-11-28 0940 W6/DG1CMZ     599 3      ZL4YL         599 32     0
QSO:  7032 CW 2015-11-28 0945 W6/DG1CMZ     599 3      9M4DX         599 28     0
QSO:  7027 CW 2015-11-28 0946 W6/DG1CMZ     599 3      JN2AMD        599 25     0
QSO:  7025 CW 2015-11-28 0947 W6/DG1CMZ     599 3      VC7O          599 03     0
QSO:  7012 CW 2015-11-28 0950 W6/DG1CMZ     599 3      BY5CD         599 24     0
QSO:  7001 CW 2015-11-28 0952 W6/DG1CMZ     599 3      P40C          599 09     0
QSO:  7040 CW 2015-11-28 0956 W6/DG1CMZ     599 3      VK2BJ         599 30     0
QSO:  7044 CW 2015-11-28 0959 W6/DG1CMZ     599 3      JS3CTQ        599 25     0
QSO:  7010 CW 2015-11-28 1003 W6/DG1CMZ     599 3      VE6EX         599 04     0
QSO:  7009 CW 2015-11-28 1004 W6/DG1CMZ     599 3      VE3YAA        599 04     0
QSO:  3504 CW 2015-11-28 1009 W6/DG1CMZ     599 3      VC7O          599 03     0
QSO:  3522 CW 2015-11-28 1011 W6/DG1CMZ     599 3      CJ3A          599 04     0
QSO: 28006 CW 2015-11-28 1922 W6/DG1CMZ     599 3      P40C          599 09     0
QSO: 28004 CW 2015-11-28 1924 W6/DG1CMZ     599 3      LU3HIP        599 13     0
QSO: 28019 CW 2015-11-28 1928 W6/DG1CMZ     599 3      LU1DZ         599 13     0
QSO: 28028 CW 2015-11-28 1934 W6/DG1CMZ     599 3      PJ4A          599 09     0
QSO: 28032 CW 2015-11-28 1936 W6/DG1CMZ     599 3      CW4MAX        599 13     0
QSO: 28033 CW 2015-11-28 1937 W6/DG1CMZ     599 3      LT1F          599 13     0
QSO: 28035 CW 2015-11-28 1938 W6/DG1CMZ     599 3      LU3CW         599 13     0
QSO: 28039 CW 2015-11-28 1939 W6/DG1CMZ     599 3      CE3CT         599 12     0
QSO: 28041 CW 2015-11-28 1940 W6/DG1CMZ     599 3      YW4D          599 09     0
QSO: 28055 CW 2015-11-28 1943 W6/DG1CMZ     599 3      P40L          599 09     0
QSO: 28059 CW 2015-11-28 1943 W6/DG1CMZ     599 3      PJ4Q          599 09     0
QSO: 28061 CW 2015-11-28 1945 W6/DG1CMZ     599 3      PJ2T          599 09     0
QSO: 28029 CW 2015-11-28 1951 W6/DG1CMZ     599 3      ZF2MJ         599 08     0
QSO: 28003 CW 2015-11-28 1952 W6/DG1CMZ     599 3      LO5D          599 13     0
QSO: 14001 CW 2015-11-28 1955 W6/DG1CMZ     599 3      N1UR          599 05     0
QSO: 14002 CW 2015-11-28 1956 W6/DG1CMZ     599 3      N7ZG          599 03     0
QSO: 14009 CW 2015-11-28 1958 W6/DG1CMZ     599 3      VE3EJ         599 04     0
QSO: 14013 CW 2015-11-28 2000 W6/DG1CMZ     599 3      CJ3A          599 04     0
QSO: 14016 CW 2015-11-28 2002 W6/DG1CMZ     599 3      K5GN          599 04     0
QSO: 14021 CW 2015-11-28 2004 W6/DG1CMZ     599 3      OH5Z          599 15     0
QSO: 14022 CW 2015-11-28 2005 W6/DG1CMZ     599 3      SJ2W          599 14     0
QSO: 14024 CW 2015-11-28 2009 W6/DG1CMZ     599 3      PZ5W          599 09     0
QSO: 14029 CW 2015-11-28 2011 W6/DG1CMZ     599 3      D4C           599 35     0
QSO: 14029 CW 2015-11-28 2013 W6/DG1CMZ     599 3      OH0X          599 15     0
QSO: 14031 CW 2015-11-28 2014 W6/DG1CMZ     599 3      VC7O          599 03     0
QSO: 14032 CW 2015-11-28 2018 W6/DG1CMZ     599 3      SM2EKM        599 14     0
QSO: 14036 CW 2015-11-28 2024 W6/DG1CMZ     599 3      TF2CW         599 40     0
QSO: 14036 CW 2015-11-28 2025 W6/DG1CMZ     599 3      RA1AL         599 16     0
QSO: 14037 CW 2015-11-28 2026 W6/DG1CMZ     599 3      HK1R          599 09     0
QSO: 14039 CW 2015-11-28 2027 W6/DG1CMZ     599 3      RT3F          599 16     0
QSO: 14053 CW 2015-11-28 2041 W6/DG1CMZ     599 3      ZD8W          599 36     0
QSO: 14056 CW 2015-11-28 2042 W6/DG1CMZ     599 3      FY5KE         599 09     0
QSO: 14066 CW 2015-11-28 2046 W6/DG1CMZ     599 3      OH1F          599 15     0
QSO: 14045 CW 2015-11-28 2052 W6/DG1CMZ     599 3      OH0Z          599 15     0
QSO: 14041 CW 2015-11-28 2053 W6/DG1CMZ     599 3      EF8R          599 33     0
QSO: 14030 CW 2015-11-28 2055 W6/DG1CMZ     599 3      ED8X          599 33     0
QSO: 21001 CW 2015-11-28 2101 W6/DG1CMZ     599 3      W2FU          599 05     0
QSO: 21003 CW 2015-11-28 2103 W6/DG1CMZ     599 3      LU6UO         599 13     0
QSO: 21022 CW 2015-11-28 2107 W6/DG1CMZ     599 3      LU8YE         599 13     0
QSO: 21032 CW 2015-11-28 2110 W6/DG1CMZ     599 3      ZF2MJ         599 08     0
QSO: 21042 CW 2015-11-28 2113 W6/DG1CMZ     599 3      CE3CT         599 12     0
QSO: 21042 CW 2015-11-28 2114 W6/DG1CMZ     599 3      PW2D          599 11     0
QSO: 21061 CW 2015-11-28 2119 W6/DG1CMZ     599 3      TI5W          599 07     0
QSO: 21063 CW 2015-11-28 2120 W6/DG1CMZ     599 3      OG7A          599 15     0
QSO: 21080 CW 2015-11-28 2122 W6/DG1CMZ     599 3      ZF2ET         599 08     0
QSO: 21081 CW 2015-11-28 2124 W6/DG1CMZ     599 3      OG6N          599 15     0
QSO: 21085 CW 2015-11-28 2125 W6/DG1CMZ     599 3      PJ2T          599 09     0
QSO: 21087 CW 2015-11-28 2127 W6/DG1CMZ     599 3      LU1HLH        599 13     0
QSO: 21023 CW 2015-11-28 2129 W6/DG1CMZ     599 3      SM2T          599 14     0
QSO: 21036 CW 2015-11-28 2131 W6/DG1CMZ     599 3      OH1F          599 15     0
QSO: 21037 CW 2015-11-28 2132 W6/DG1CMZ     599 3      SM2M          599 14     0
QSO: 21040 CW 2015-11-28 2133 W6/DG1CMZ     599 3      OH8X          599 15     0
QSO: 21039 CW 2015-11-28 2135 W6/DG1CMZ     599 3      OH0V          599 15     0
QSO: 21028 CW 2015-11-28 2136 W6/DG1CMZ     599 3      OH3Z          599 15     0
QSO: 21052 CW 2015-11-28 2138 W6/DG1CMZ     599 3      OG1D          599 15     0
QSO: 21057 CW 2015-11-28 2138 W6/DG1CMZ     599 3      JF1UOX        599 25     0
QSO: 21062 CW 2015-11-28 2140 W6/DG1CMZ     599 3      CE3DNP        599 12     0
QSO: 21085 CW 2015-11-28 2143 W6/DG1CMZ     599 3      CO8LY         599 08     0
QSO: 21038 CW 2015-11-28 2146 W6/DG1CMZ     599 3      7K4QOK        599 25     0
QSO: 21038 CW 2015-11-28 2148 W6/DG1CMZ     599 3      AL7LO         599 01     0
QSO: 21038 CW 2015-11-28 2149 W6/DG1CMZ     599 3      W6OAT         599 03     0
QSO: 21038 CW 2015-11-28 2150 W6/DG1CMZ     599 3      N5AW          599 04     0
QSO: 28002 CW 2015-11-28 2153 W6/DG1CMZ     599 3      N4WW          599 05     0
QSO: 28039 CW 2015-11-28 2202 W6/DG1CMZ     599 3      V6A           599 27     0
QSO: 28007 CW 2015-11-28 2204 W6/DG1CMZ     599 3      V73NS         599 31     0
QSO: 28033 CW 2015-11-28 2205 W6/DG1CMZ     599 3      KH7M          599 31     0
QSO: 28040 CW 2015-11-28 2207 W6/DG1CMZ     599 3      AH0K          599 27     0
QSO: 28049 CW 2015-11-28 2208 W6/DG1CMZ     599 3      WL7E          599 01     0
QSO: 28020 CW 2015-11-28 2209 W6/DG1CMZ     599 3      W6OAT         599 03     0
QSO: 28012 CW 2015-11-28 2215 W6/DG1CMZ     599 3      LU7HN         599 13     0
QSO: 28016 CW 2015-11-28 2215 W6/DG1CMZ     599 3      ZM2B          599 32     0
QSO: 14010 CW 2015-11-28 2223 W6/DG1CMZ     599 3      VE2BWL        599 05     0
QSO: 14011 CW 2015-11-28 2225 W6/DG1CMZ     599 3      PJ2T          599 09     0
QSO: 14019 CW 2015-11-28 2227 W6/DG1CMZ     599 3      LT7H          599 13     0
QSO: 14020 CW 2015-11-28 2227 W6/DG1CMZ     599 3      ZW5B          599 11     0
QSO: 14021 CW 2015-11-28 2229 W6/DG1CMZ     599 3      6V7A          599 35     0
QSO: 14023 CW 2015-11-28 2230 W6/DG1CMZ     599 3      SJ2W          599 04     0
QSO: 14026 CW 2015-11-28 2232 W6/DG1CMZ     599 3      JE1CKA        599 25     0
QSO: 14027 CW 2015-11-28 2233 W6/DG1CMZ     599 3      PJ4A          599 09     0
QSO: 14031 CW 2015-11-28 2235 W6/DG1CMZ     599 3      NP2P          599 08     0
QSO: 14033 CW 2015-11-28 2235 W6/DG1CMZ     599 3      VP2VVV        599 08     0
QSO: 14033 CW 2015-11-28 2236 W6/DG1CMZ     599 3      JA1ZGP        599 25     0
QSO: 14038 CW 2015-11-28 2239 W6/DG1CMZ     599 3      VE7IO         599 03     0
QSO: 14040 CW 2015-11-28 2240 W6/DG1CMZ     599 3      PJ4Q          599 09     0
QSO: 14042 CW 2015-11-28 2240 W6/DG1CMZ     599 3      JA3YBK        599 25     0
QSO: 14045 CW 2015-11-28 2241 W6/DG1CMZ     599 3      YW4D          599 09     0
QSO: 14047 CW 2015-11-28 2241 W6/DG1CMZ     599 3      JA7FTR        599 25     0
QSO: 14048 CW 2015-11-28 2243 W6/DG1CMZ     599 3      C6ARU         599 08     0
QSO: 14050 CW 2015-11-28 2244 W6/DG1CMZ     599 3      CR2X          599 14     0
QSO: 14054 CW 2015-11-28 2245 W6/DG1CMZ     599 3      JE1ZWT        599 25     0
QSO: 14055 CW 2015-11-28 2247 W6/DG1CMZ     599 3      KP2Q          599 08     0
QSO: 14058 CW 2015-11-28 2249 W6/DG1CMZ     599 3      PW2D          599 11     0
QSO: 14074 CW 2015-11-28 2250 W6/DG1CMZ     599 3      HR2J          599 07     0
QSO: 14007 CW 2015-11-28 2252 W6/DG1CMZ     599 3      P40C          599 09     0
QSO: 14012 CW 2015-11-28 2253 W6/DG1CMZ     599 3      VE6EX         599 04     0
QSO: 14007 CW 2015-11-28 2259 W6/DG1CMZ     599 3      B4T           599 24     0
QSO: 14028 CW 2015-11-28 2300 W6/DG1CMZ     599 3      ZF2MJ         599 08     0
QSO: 14039 CW 2015-11-28 2302 W6/DG1CMZ     599 3      JA7AUM        599 25     0
QSO: 14039 CW 2015-11-28 2304 W6/DG1CMZ     599 3      K0AOZ         599 04     0
QSO: 14039 CW 2015-11-28 2307 W6/DG1CMZ     599 3      JH0EPI        599 25     0
QSO: 14039 CW 2015-11-28 2309 W6/DG1CMZ     599 3      K8DF          599 04     0
QSO: 14006 CW 2015-11-28 2314 W6/DG1CMZ     599 3      PT2CM         599 11     0
QSO: 14009 CW 2015-11-28 2315 W6/DG1CMZ     599 3      JA6LCJ        599 25     0
QSO: 28003 CW 2015-11-28 2319 W6/DG1CMZ     599 3      JH1GBZ        599 25     0
QSO: 28015 CW 2015-11-28 2323 W6/DG1CMZ     599 3      CX2AQ         599 13     0
QSO: 28018 CW 2015-11-28 2323 W6/DG1CMZ     599 3      N9RV          599 04     0
QSO: 28021 CW 2015-11-28 2324 W6/DG1CMZ     599 3      JA3YBK        599 25     0
QSO: 28029 CW 2015-11-28 2326 W6/DG1CMZ     599 3      BY5CD         599 24     0
QSO: 28038 CW 2015-11-28 2327 W6/DG1CMZ     599 3      JJ1LBJ        599 25     0
QSO: 28044 CW 2015-11-28 2328 W6/DG1CMZ     599 3      JF1SQC        599 25     0
QSO: 28031 CW 2015-11-28 2332 W6/DG1CMZ     599 3      JO7KMB        599 25     0
QSO: 28031 CW 2015-11-28 2337 W6/DG1CMZ     599 3      JO4CFV        599 25     0
QSO: 28031 CW 2015-11-28 2338 W6/DG1CMZ     599 3      JF1IRW        599 25     0
QSO: 28031 CW 2015-11-28 2339 W6/DG1CMZ     599 3      JJ0JML        599 25     0
QSO: 28031 CW 2015-11-28 2340 W6/DG1CMZ     599 3      JA8FFM        599 25     0
QSO: 28031 CW 2015-11-28 2342 W6/DG1CMZ     599 3      JA1WWO        599 25     0
QSO: 28031 CW 2015-11-28 2344 W6/DG1CMZ     599 3      JE1REU        599 25     0
QSO: 28031 CW 2015-11-28 2344 W6/DG1CMZ     599 3      VK2BJ         599 30     0
QSO: 28031 CW 2015-11-28 2346 W6/DG1CMZ     599 3      JH3FUK        599 25     0
QSO: 28031 CW 2015-11-28 2347 W6/DG1CMZ     599 3      JJ1KZZ        599 25     0
QSO: 28031 CW 2015-11-28 2347 W6/DG1CMZ     599 3      JF9JTS        599 25     0
QSO: 28031 CW 2015-11-28 2348 W6/DG1CMZ     599 3      JR3RWB        599 25     0
QSO: 28031 CW 2015-11-28 2348 W6/DG1CMZ     599 3      JN3TMW        599 25     0
QSO: 28031 CW 2015-11-28 2349 W6/DG1CMZ     599 3      NH2DX         599 27     0
QSO: 28031 CW 2015-11-28 2350 W6/DG1CMZ     599 3      JG3LDD        599 25     0
QSO: 28031 CW 2015-11-28 2350 W6/DG1CMZ     599 3      JL1HOV        599 25     0
QSO: 28031 CW 2015-11-28 2351 W6/DG1CMZ     599 3      JR1EMT        599 25     0
QSO: 28031 CW 2015-11-28 2352 W6/DG1CMZ     599 3      JA2KGQ        599 25     0
QSO: 28031 CW 2015-11-28 2352 W6/DG1CMZ     599 3      JA8CXY        599 25     0
QSO: 28031 CW 2015-11-28 2353 W6/DG1CMZ     599 3      JP1EYX        599 25     0
QSO: 28031 CW 2015-11-28 2354 W6/DG1CMZ     599 3      JA3QOS        599 25     0
QSO: 28031 CW 2015-11-28 2355 W6/DG1CMZ     599 3      JA3EGE        599 25     0
