START-OF-LOG: 3.0
CALLSIGN: IK2MXM
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 35960
NAME: GIGI
LOCATION: DX
OPERATORS: IK2MXM
CLUB:
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.5325.0
SOAPBOX: this is my 1st cw contest -
SOAPBOX: rig ft767gx -  pwr 75w - ant. lw + dipole
QSO:  7000 CW 2015-11-28 2136 IK2MXM        599 15     YO4DW         599 20
QSO:  7000 CW 2015-11-28 2138 IK2MXM        599 15     RG6G          599 16
QSO:  7000 CW 2015-11-28 2144 IK2MXM        599 15     4L8LA         599 21
QSO:  3500 CW 2015-11-28 2151 IK2MXM        599 15     G5O           599 14
QSO:  3500 CW 2015-11-28 2156 IK2MXM        599 15     OM2015TITANIC 599 15
QSO:  3500 CW 2015-11-28 2158 IK2MXM        599 15     S51Z          599 15
QSO:  3500 CW 2015-11-28 2205 IK2MXM        599 15     ES9C          599 15
QSO:  3500 CW 2015-11-28 2210 IK2MXM        599 15     HA0LC         599 15
QSO:  7000 CW 2015-11-28 2211 IK2MXM        599 15     YO3JR         599 20
QSO:  7000 CW 2015-11-29 0639 IK2MXM        599 15     LZ9W          599 20
QSO:  7000 CW 2015-11-29 0641 IK2MXM        599 15     SZ1A          599 20
QSO:  7000 CW 2015-11-29 0642 IK2MXM        599 15     S52WN         599 15
QSO:  7000 CW 2015-11-29 0644 IK2MXM        599 15     LY2NK         599 15
QSO:  7000 CW 2015-11-29 0645 IK2MXM        599 15     9A2L          599 15
QSO:  7000 CW 2015-11-29 0648 IK2MXM        599 15     9H6A          599 15
QSO:  7000 CW 2015-11-29 0649 IK2MXM        599 15     HG1G          599 15
QSO: 14000 CW 2015-11-29 0654 IK2MXM        599 15     OH2BAH        599 15
QSO: 14000 CW 2015-11-29 0656 IK2MXM        599 15     SW9AA         599 20
QSO: 21000 CW 2015-11-29 0705 IK2MXM        599 15     R7AB          599 16
QSO: 21000 CW 2015-11-29 0709 IK2MXM        599 15     R9O           599 18
QSO: 21000 CW 2015-11-29 0711 IK2MXM        599 15     JA1ZGP        599 25
QSO: 21000 CW 2015-11-29 0713 IK2MXM        599 15     RL9I          599 18
QSO: 21000 CW 2015-11-29 0715 IK2MXM        599 15     RL9AA         599 17
QSO: 21000 CW 2015-11-29 0719 IK2MXM        599 15     UK9AA         599 17
QSO: 21000 CW 2015-11-29 0721 IK2MXM        599 15     JA5FDJ        599 25
QSO: 21000 CW 2015-11-29 0728 IK2MXM        599 15     JA6GCE        599 25
QSO: 21000 CW 2015-11-29 0729 IK2MXM        599 15     R5DV          599 16
QSO: 21000 CW 2015-11-29 0732 IK2MXM        599 15     RT4F          599 16
QSO: 21000 CW 2015-11-29 0832 IK2MXM        599 15     C4W           599 20
QSO: 21000 CW 2015-11-29 0845 IK2MXM        599 15     ER1OO         599 16
QSO: 21000 CW 2015-11-29 0848 IK2MXM        599 15     US8UA         599 16
QSO: 21000 CW 2015-11-29 0850 IK2MXM        599 15     ES7GN         599 15
QSO: 21000 CW 2015-11-29 0851 IK2MXM        599 15     OH1F          599 15
QSO: 21000 CW 2015-11-29 0853 IK2MXM        599 15     UP2L          599 17
QSO: 21000 CW 2015-11-29 0856 IK2MXM        599 15     OG7A          599 15
QSO: 21000 CW 2015-11-29 0857 IK2MXM        599 15     RT5G          599 16
QSO: 21000 CW 2015-11-29 0859 IK2MXM        599 15     EF8U          599 33
QSO: 28000 CW 2015-11-29 0905 IK2MXM        599 15     RT4F          599 16
QSO: 28000 CW 2015-11-29 1005 IK2MXM        599 15     YT9W          599 15
QSO: 28000 CW 2015-11-29 1006 IK2MXM        599 15     EF8O          599 33
QSO: 28000 CW 2015-11-29 1009 IK2MXM        599 15     4X7R          599 20
QSO: 28000 CW 2015-11-29 1012 IK2MXM        599 15     RX4CDR        599 16
QSO: 28000 CW 2015-11-29 1013 IK2MXM        599 15     LZ4T          599 20
QSO: 28000 CW 2015-11-29 1015 IK2MXM        599 15     LZ9W          599 20
QSO: 21000 CW 2015-11-29 1017 IK2MXM        599 15     OH8X          599 15
QSO: 21000 CW 2015-11-29 1022 IK2MXM        599 15     UW7LL         599 16
QSO: 21000 CW 2015-11-29 1024 IK2MXM        599 15     US8IM         599 16
QSO: 21000 CW 2015-11-29 1026 IK2MXM        599 15     RV3UP         599 16
QSO: 21000 CW 2015-11-29 1031 IK2MXM        599 15     RY6YR         599 16
QSO: 21000 CW 2015-11-29 1036 IK2MXM        599 15     EF8R          599 33
QSO: 14000 CW 2015-11-29 1042 IK2MXM        599 15     RT9J          599 17
QSO: 14000 CW 2015-11-29 1043 IK2MXM        599 15     CR6K          599 14
QSO: 14000 CW 2015-11-29 1046 IK2MXM        599 15     NR5M          599 04
QSO: 14000 CW 2015-11-29 1049 IK2MXM        599 15     RW0A          599 18
QSO: 14000 CW 2015-11-29 1051 IK2MXM        599 15     RK8I          599 18
QSO: 14000 CW 2015-11-29 1052 IK2MXM        599 15     4X2M          599 20
QSO: 21000 CW 2015-11-29 1346 IK2MXM        599 15     RM5A          599 16
QSO: 21000 CW 2015-11-29 1349 IK2MXM        599 15     N2NT          599 05
QSO: 21000 CW 2015-11-29 1352 IK2MXM        599 15     SC3DX         599 14
QSO: 21000 CW 2015-11-29 1358 IK2MXM        599 15     V47T          599 08
QSO: 21000 CW 2015-11-29 1401 IK2MXM        599 15     W1GQ          599 05
QSO: 21000 CW 2015-11-29 1406 IK2MXM        599 15     NY3A          599 05
QSO: 21000 CW 2015-11-29 1407 IK2MXM        599 15     K1RO          599 05
QSO: 21000 CW 2015-11-29 1409 IK2MXM        599 15     RG6G          599 16
QSO: 21000 CW 2015-11-29 1414 IK2MXM        599 15     VE9CB         599 05
QSO: 21000 CW 2015-11-29 1416 IK2MXM        599 15     K1ZZ          599 05
QSO: 21000 CW 2015-11-29 1420 IK2MXM        599 15     WX0B          599 04
QSO: 21000 CW 2015-11-29 1424 IK2MXM        599 15     RN3F          599 16
QSO: 21000 CW 2015-11-29 1429 IK2MXM        599 15     SM2M          599 14
QSO: 21000 CW 2015-11-29 1430 IK2MXM        599 15     OE3K          599 15
QSO: 21000 CW 2015-11-29 1433 IK2MXM        599 15     UW2M          599 16
QSO: 21000 CW 2015-11-29 1608 IK2MXM        599 15     KZ5D          599 04
QSO: 21000 CW 2015-11-29 1610 IK2MXM        599 15     NA8V          599 04
QSO: 21000 CW 2015-11-29 1617 IK2MXM        599 15     W1TJL         599 05
QSO: 21000 CW 2015-11-29 1619 IK2MXM        599 15     NF9V          599 04
QSO: 21000 CW 2015-11-29 1622 IK2MXM        599 15     P40L          599 09
QSO: 21000 CW 2015-11-29 1625 IK2MXM        599 15     AK1N          599 05
QSO: 21000 CW 2015-11-29 1629 IK2MXM        599 15     W0AIH         599 04
QSO: 14000 CW 2015-11-29 1640 IK2MXM        599 15     ZD8W          599 36
QSO: 14000 CW 2015-11-29 1650 IK2MXM        599 15     ZA1WW         599 15
QSO:  7000 CW 2015-11-29 1656 IK2MXM        599 15     YT4W          599 15
QSO:  7000 CW 2015-11-29 1657 IK2MXM        599 15     HG5D          599 15
QSO:  7000 CW 2015-11-29 2151 IK2MXM        599 15     RT6A          599 16
QSO:  3500 CW 2015-11-29 2154 IK2MXM        599 15     9A4M          599 15
QSO:  3500 CW 2015-11-29 2156 IK2MXM        599 15     DL3ANK        599 14
QSO:  3500 CW 2015-11-29 2157 IK2MXM        599 15     9A1A          599 15
QSO:  3500 CW 2015-11-29 2159 IK2MXM        599 15     TM4Q          599 14
QSO:  3500 CW 2015-11-29 2201 IK2MXM        599 15     DF0HQ         599 14
QSO:  3500 CW 2015-11-29 2203 IK2MXM        599 15     9A5Y          599 15
QSO:  3500 CW 2015-11-29 2206 IK2MXM        599 15     EA2EA         599 14
QSO:  3500 CW 2015-11-29 2210 IK2MXM        599 15     S56M          599 15
QSO:  3500 CW 2015-11-29 2212 IK2MXM        599 15     OK5ZZ         599 15
QSO:  3500 CW 2015-11-29 2214 IK2MXM        599 15     DL0CS         599 14
QSO:  3500 CW 2015-11-29 2215 IK2MXM        599 15     OZ1AA         599 14
QSO:  3500 CW 2015-11-29 2217 IK2MXM        599 15     S53EO         599 15
QSO:  3500 CW 2015-11-29 2219 IK2MXM        599 15     PI4CC         599 14
QSO:  3500 CW 2015-11-29 2220 IK2MXM        599 15     SP6NIC        599 15
QSO:  3500 CW 2015-11-29 2223 IK2MXM        599 15     OL5Y          599 15
QSO:  3500 CW 2015-11-29 2225 IK2MXM        599 15     OK1OEA        599 15
QSO:  3500 CW 2015-11-29 2227 IK2MXM        599 15     OL6P          599 15
QSO:  3500 CW 2015-11-29 2230 IK2MXM        599 15     LA2AB         599 14
QSO:  3500 CW 2015-11-29 2236 IK2MXM        599 15     OM3IAG        599 15
QSO:  3500 CW 2015-11-29 2239 IK2MXM        599 15     E790IARU      599 15
QSO:  3500 CW 2015-11-29 2241 IK2MXM        599 15     F6HKA         599 14
QSO:  3500 CW 2015-11-29 2244 IK2MXM        599 15     YO3APJ        599 20
QSO:  3500 CW 2015-11-29 2248 IK2MXM        599 15     YU5T          599 15
QSO:  3500 CW 2015-11-29 2250 IK2MXM        599 15     DJ0SP         599 14
QSO:  3500 CW 2015-11-29 2251 IK2MXM        599 15     YO3JR         599 20
QSO:  3500 CW 2015-11-29 2253 IK2MXM        599 15     HG6Y          599 15
QSO:  3500 CW 2015-11-29 2254 IK2MXM        599 15     OK2PEM        599 15
QSO:  3500 CW 2015-11-29 2255 IK2MXM        599 15     OM3RRC        599 15
QSO:  3500 CW 2015-11-29 2256 IK2MXM        599 15     EI5DI         599 14
QSO:  3500 CW 2015-11-29 2300 IK2MXM        599 15     IS0GSR        599 15
QSO:  7000 CW 2015-11-29 2314 IK2MXM        599 15     OH5Z          599 15
END-OF-LOG:
