START-OF-LOG: 3.0
CALLSIGN: M3JAC
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 39550
NAME: William Sefton
LOCATION: DX
OPERATORS: G7PVZ
CLUB: BRACKNELL AMATEUR RADIO CLUB
CERTIFICATE: NO
CREATED-BY: SD by EI5DI
SOAPBOX: Yaesu FT-450D and a Hustler Verical. All hand keyed.
QSO: 7020  CW 2015-11-28 2227 M3JAC         599 14     K1TO          599 05
QSO: 7021  CW 2015-11-28 2228 M3JAC         599 14     S50C          599 15
QSO: 7022  CW 2015-11-28 2229 M3JAC         599 14     YT0A          599 15
QSO: 7022  CW 2015-11-28 2230 M3JAC         599 14     YT0T          599 15
QSO: 7022  CW 2015-11-28 2231 M3JAC         599 14     EA7PP         599 14
QSO: 7024  CW 2015-11-28 2232 M3JAC         599 14     RL5A          599 16
QSO: 7024  CW 2015-11-28 2239 M3JAC         599 14     TK0C          599 15
QSO: 7025  CW 2015-11-28 2241 M3JAC         599 14     VY2TT         599 05
QSO: 7026  CW 2015-11-28 2255 M3JAC         599 14     SV2JAO        599 20
QSO: 7027  CW 2015-11-28 2256 M3JAC         599 14     W9SN          599 04
QSO: 7027  CW 2015-11-28 2257 M3JAC         599 14     4O3A          599 15
QSO: 7027  CW 2015-11-28 2258 M3JAC         599 14     N4WW          599 05
QSO: 7029  CW 2015-11-28 2300 M3JAC         599 14     9A1A          599 15
QSO: 7030  CW 2015-11-28 2300 M3JAC         599 14     HG1S          599 15
QSO: 7030  CW 2015-11-28 2302 M3JAC         599 14     LZ5R          599 20
QSO: 7030  CW 2015-11-28 2302 M3JAC         599 14     S53A          599 15
QSO: 7031  CW 2015-11-28 2304 M3JAC         599 14     UW2M          599 16
QSO: 7032  CW 2015-11-28 2308 M3JAC         599 14     SV2DSJ        599 20
QSO: 7033  CW 2015-11-28 2309 M3JAC         599 14     IR4M          599 15
QSO: 7034  CW 2015-11-28 2310 M3JAC         599 14     S58A          599 15
QSO: 7034  CW 2015-11-28 2311 M3JAC         599 14     C4A           599 20
QSO: 7035  CW 2015-11-28 2312 M3JAC         599 14     HA7A          599 15
QSO: 7035  CW 2015-11-28 2313 M3JAC         599 14     OM7M          599 15
QSO: 7036  CW 2015-11-28 2313 M3JAC         599 14     9A9R          599 15
QSO: 7037  CW 2015-11-28 2315 M3JAC         599 14     N3RR          599 05
QSO: 7038  CW 2015-11-28 2316 M3JAC         599 14     K2AX          599 05
QSO: 7040  CW 2015-11-28 2322 M3JAC         599 14     CJ3A          599 04
QSO: 7041  CW 2015-11-28 2323 M3JAC         599 14     RG6G          599 16
QSO: 7045  CW 2015-11-28 2327 M3JAC         599 14     W2LK          599 05
QSO: 7045  CW 2015-11-28 2329 M3JAC         599 14     OM8AQ         599 15
QSO: 7046  CW 2015-11-28 2330 M3JAC         599 14     Z60WW         599 15
QSO: 7047  CW 2015-11-28 2330 M3JAC         599 14     HG6Y          599 15
QSO: 7050  CW 2015-11-28 2335 M3JAC         599 14     N2WKS         599 05
QSO: 7051  CW 2015-11-28 2336 M3JAC         599 14     HG7T          599 15
QSO: 7052  CW 2015-11-28 2337 M3JAC         599 14     N4AF          599 05
QSO: 7053  CW 2015-11-29 0018 M3JAC         599 14     RL6M          599 16
QSO: 7054  CW 2015-11-29 0026 M3JAC         599 14     SN3A          599 15
QSO: 7059  CW 2015-11-29 0028 M3JAC         599 14     S52ZW         599 15
QSO: 7061  CW 2015-11-29 0029 M3JAC         599 14     YP5A          599 20
QSO: 7062  CW 2015-11-29 0030 M3JAC         599 14     K8AZ          599 04
QSO: 7063  CW 2015-11-29 0033 M3JAC         599 14     CR5A          599 14
QSO: 7063  CW 2015-11-29 0034 M3JAC         599 14     S51F          599 15
QSO: 7064  CW 2015-11-29 0035 M3JAC         599 14     HA3MQ         599 15
QSO: 7064  CW 2015-11-29 0035 M3JAC         599 14     SP6OJE        599 15
QSO: 7065  CW 2015-11-29 0037 M3JAC         599 14     HA3DX         599 15
QSO: 3500  CW 2015-11-29 0039 M3JAC         599 14     SM0W          599 14
QSO: 3502  CW 2015-11-29 0041 M3JAC         599 14     HA3GTU        599 15
QSO: 3514  CW 2015-11-29 0043 M3JAC         599 14     OK2EW         599 15
QSO: 1818  CW 2015-11-29 0048 M3JAC         599 14     DJ0MDR        599 14
QSO: 7000  CW 2015-11-29 0100 M3JAC         599 14     UR7R          599 16
QSO: 7000  CW 2015-11-29 0527 M3JAC         599 14     K9OM          599 05
QSO: 7014  CW 2015-11-29 0533 M3JAC         599 14     NQ4I          599 05
QSO: 7017  CW 2015-11-29 0537 M3JAC         599 14     R7CD          599 16
QSO: 7018  CW 2015-11-29 0556 M3JAC         599 14     YR1C          599 20
QSO: 7020  CW 2015-11-29 0557 M3JAC         599 14     EW1W          599 16
QSO: 7022  CW 2015-11-29 0600 M3JAC         599 14     K3TUF         599 05
QSO: 14001 CW 2015-11-29 0656 M3JAC         599 14     RD0A          599 17
QSO: 14011 CW 2015-11-29 0659 M3JAC         599 14     UP2L          599 17
QSO: 28048 CW 2015-11-29 1034 M3JAC         599 14     S53EO         599 15
QSO: 21001 CW 2015-11-29 1036 M3JAC         599 14     UW7LL         599 16
QSO: 21004 CW 2015-11-29 1037 M3JAC         599 14     R9AE          599 17
QSO: 21006 CW 2015-11-29 1058 M3JAC         599 14     LZ5R          599 20
QSO: 21010 CW 2015-11-29 1101 M3JAC         599 14     IT9LKX        599 15
QSO: 21016 CW 2015-11-29 1103 M3JAC         599 14     RC9O          599 18
QSO: 21024 CW 2015-11-29 1104 M3JAC         599 14     LZ7A          599 20
QSO: 21026 CW 2015-11-29 1107 M3JAC         599 14     RC9J          599 17
QSO: 14005 CW 2015-11-29 1110 M3JAC         599 14     IR4X          599 15
QSO: 14006 CW 2015-11-29 1131 M3JAC         599 14     UX4U          599 16
QSO: 14011 CW 2015-11-29 1132 M3JAC         599 14     K1ZR          599 05
QSO: 14012 CW 2015-11-29 1133 M3JAC         599 14     HG6N          599 15
QSO: 14015 CW 2015-11-29 1135 M3JAC         599 14     HG4I          599 15
QSO: 14016 CW 2015-11-29 1153 M3JAC         599 14     OK2EA         599 15
QSO: 14016 CW 2015-11-29 1154 M3JAC         599 14     IR4M          599 15
QSO: 14017 CW 2015-11-29 1156 M3JAC         599 14     P33W          599 20
QSO: 14018 CW 2015-11-29 1157 M3JAC         599 14     II9P          599 15
QSO: 14018 CW 2015-11-29 1158 M3JAC         599 14     N4AF          599 05
QSO: 14020 CW 2015-11-29 1200 M3JAC         599 14     DL8NBJ        599 14
QSO: 14020 CW 2015-11-29 1201 M3JAC         599 14     R3FX          599 16
QSO: 14021 CW 2015-11-29 1202 M3JAC         599 14     IQ3WW         599 15
QSO: 14022 CW 2015-11-29 1202 M3JAC         599 14     DK3WW         599 14
QSO: 14022 CW 2015-11-29 1203 M3JAC         599 14     ER4A          599 16
QSO: 14025 CW 2015-11-29 1205 M3JAC         599 14     OZ7A          599 14
QSO: 14026 CW 2015-11-29 1206 M3JAC         599 14     LZ9W          599 20
QSO: 14029 CW 2015-11-29 1210 M3JAC         599 14     YT7W          599 15
QSO: 14029 CW 2015-11-29 1210 M3JAC         599 14     HA0LC         599 15
QSO: 14030 CW 2015-11-29 1212 M3JAC         599 14     RT4F          599 16
QSO: 14031 CW 2015-11-29 1213 M3JAC         599 14     RG3P          599 16
QSO: 14039 CW 2015-11-29 1259 M3JAC         599 14     RT6A          599 16
QSO: 14043 CW 2015-11-29 1302 M3JAC         599 14     EW8EW         599 16
QSO: 14044 CW 2015-11-29 1303 M3JAC         599 14     SN7Q          599 15
QSO: 21002 CW 2015-11-29 1328 M3JAC         599 14     LZ9W          599 20
QSO: 21004 CW 2015-11-29 1330 M3JAC         599 14     KC1XX         599 05
QSO: 21003 CW 2015-11-29 1521 M3JAC         599 14     W2FU          599 05
QSO: 21004 CW 2015-11-29 1522 M3JAC         599 14     W4CB          599 05
QSO: 21006 CW 2015-11-29 1523 M3JAC         599 14     K1TO          599 05
QSO: 21006 CW 2015-11-29 1524 M3JAC         599 14     N2MF          599 05
QSO: 21006 CW 2015-11-29 1524 M3JAC         599 14     KQ2M          599 05
QSO: 21008 CW 2015-11-29 1526 M3JAC         599 14     W9SN          599 04
QSO: 21025 CW 2015-11-29 1536 M3JAC         599 14     CR3L          599 33
QSO: 21041 CW 2015-11-29 1540 M3JAC         599 14     D4C           599 35
QSO: 21048 CW 2015-11-29 1544 M3JAC         599 14     KB1W          599 05
QSO: 21055 CW 2015-11-29 1547 M3JAC         599 14     K9CT          599 04
QSO: 21064 CW 2015-11-29 1549 M3JAC         599 14     K1VMT         599 05
QSO: 14001 CW 2015-11-29 1550 M3JAC         599 14     K2LE          599 05
QSO: 14006 CW 2015-11-29 1552 M3JAC         599 14     LY4A          599 15
QSO: 14007 CW 2015-11-29 1553 M3JAC         599 14     SE0X          599 14
QSO: 14022 CW 2015-11-29 1554 M3JAC         599 14     SJ2W          599 14
QSO: 14031 CW 2015-11-29 1556 M3JAC         599 14     UX7IW         599 16
QSO: 14034 CW 2015-11-29 1557 M3JAC         599 14     RW3XZ         599 16
QSO: 7000  CW 2015-11-29 1559 M3JAC         599 14     OL9R          599 15
QSO: 7001  CW 2015-11-29 1559 M3JAC         599 14     DL2F          599 14
QSO: 7010  CW 2015-11-29 1603 M3JAC         599 14     YO7CV         599 20
QSO: 7014  CW 2015-11-29 1605 M3JAC         599 14     YU2A          599 15
QSO: 7016  CW 2015-11-29 1610 M3JAC         599 14     EW1M          599 16
QSO: 7019  CW 2015-11-29 1613 M3JAC         599 14     4L8A          599 21
QSO: 7020  CW 2015-11-29 1616 M3JAC         599 14     US2IR         599 16
QSO: 7021  CW 2015-11-29 1618 M3JAC         599 14     LZ7A          599 20
QSO: 7024  CW 2015-11-29 1619 M3JAC         599 14     EA3DU         599 14
QSO: 7025  CW 2015-11-29 1621 M3JAC         599 14     DL3KWF        599 14
QSO: 7028  CW 2015-11-29 1624 M3JAC         599 14     S52W          599 15
QSO: 7032  CW 2015-11-29 1648 M3JAC         599 14     IQ3WW         599 15
QSO: 7035  CW 2015-11-29 1650 M3JAC         599 14     UA3A          599 16
QSO: 7037  CW 2015-11-29 1652 M3JAC         599 14     YT4W          599 15
QSO: 7037  CW 2015-11-29 1653 M3JAC         599 14     GM3X          599 14
QSO: 14006 CW 2015-11-29 1703 M3JAC         599 14     OM3RRC        599 15
QSO: 21017 CW 2015-11-29 1706 M3JAC         599 14     K1VR          599 05
QSO: 21020 CW 2015-11-29 1707 M3JAC         599 14     AB3CX         599 05
QSO: 21026 CW 2015-11-29 1709 M3JAC         599 14     N0NI          599 04
QSO: 14002 CW 2015-11-29 1711 M3JAC         599 14     OK2JRC        599 15
QSO: 7003  CW 2015-11-29 1717 M3JAC         599 14     RM9A          599 17
QSO: 7008  CW 2015-11-29 1730 M3JAC         599 14     OZ1AAR        599 14
QSO: 7013  CW 2015-11-29 1733 M3JAC         599 14     LY2W          599 15
QSO: 7014  CW 2015-11-29 1738 M3JAC         599 14     CN2R          599 33
QSO: 7016  CW 2015-11-29 1740 M3JAC         599 14     SN6O          599 15
QSO: 7019  CW 2015-11-29 1750 M3JAC         599 14     HA8FM         599 15
QSO: 7020  CW 2015-11-29 1750 M3JAC         599 14     SO9Q          599 15
QSO: 7021  CW 2015-11-29 1752 M3JAC         599 14     RW0A          599 17
QSO: 7023  CW 2015-11-29 1753 M3JAC         599 14     OM3RRC        599 15
QSO: 7031  CW 2015-11-29 1756 M3JAC         599 14     HG6N          599 15
QSO: 7033  CW 2015-11-29 1757 M3JAC         599 14     SB3W          599 14
QSO: 7049  CW 2015-11-29 1954 M3JAC         599 14     YR9F          599 20
QSO: 7000  CW 2015-11-29 1958 M3JAC         599 14     K1AR          599 05
QSO: 7011  CW 2015-11-29 2001 M3JAC         599 14     W2FU          599 05
QSO: 7019  CW 2015-11-29 2006 M3JAC         599 14     S51YI         599 15
QSO: 3505  CW 2015-11-29 2010 M3JAC         599 14     OL3Z          599 15
QSO: 3510  CW 2015-11-29 2015 M3JAC         599 14     PE7T          599 14
QSO: 3513  CW 2015-11-29 2026 M3JAC         599 14     DL8CKL        599 14
QSO: 3514  CW 2015-11-29 2028 M3JAC         599 14     HB9CA         599 14
QSO: 3514  CW 2015-11-29 2028 M3JAC         599 14     DR5N          599 14
QSO: 3515  CW 2015-11-29 2030 M3JAC         599 14     UT1S          599 16
QSO: 3517  CW 2015-11-29 2031 M3JAC         599 14     GM0WED        599 14
QSO: 3518  CW 2015-11-29 2034 M3JAC         599 14     OK1DX         599 15
QSO: 3519  CW 2015-11-29 2036 M3JAC         599 14     HG5C          599 15
QSO: 3528  CW 2015-11-29 2040 M3JAC         599 14     DL3ANK        599 14
QSO: 3531  CW 2015-11-29 2041 M3JAC         599 14     9A1A          599 15
QSO: 3533  CW 2015-11-29 2043 M3JAC         599 14     HA6P          599 15
END-OF-LOG:
