START-OF-LOG: 3.0
CALLSIGN: S51DX
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: 40M
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 47088
NAME: Janez Celarc
LOCATION: DX
OPERATORS: S51DX
CLUB: Vrhnika contesters
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.5325.0
SOAPBOX: Using primitive vertical antennas and 200W as HP station!
QSO:  7019 CW 2015-11-28 0745 S51DX         599 15     EW7A          599 16
QSO:  7019 CW 2015-11-28 0745 S51DX         599 15     UX1CW         599 16
QSO:  7019 CW 2015-11-28 0746 S51DX         599 15     DL4LAM        599 14
QSO:  7019 CW 2015-11-28 0746 S51DX         599 15     RK3IM         599 16
QSO:  7019 CW 2015-11-28 0747 S51DX         599 15     YU2A          599 15
QSO:  7019 CW 2015-11-28 0748 S51DX         599 15     CN2AA         599 33
QSO:  7019 CW 2015-11-28 0748 S51DX         599 15     G3ZGC         599 14
QSO:  7019 CW 2015-11-28 0748 S51DX         599 15     DF9GR         599 14
QSO:  7019 CW 2015-11-28 0749 S51DX         599 15     DK2LO         599 14
QSO:  7019 CW 2015-11-28 0749 S51DX         599 15     YT5CT         599 15
QSO:  7019 CW 2015-11-28 0749 S51DX         599 15     RA3Y          599 16
QSO:  7019 CW 2015-11-28 0750 S51DX         599 15     DL7RKK        599 14
QSO:  7019 CW 2015-11-28 0751 S51DX         599 15     SP2XX         599 15
QSO:  7019 CW 2015-11-28 0751 S51DX         599 15     LY3G          599 15
QSO:  7019 CW 2015-11-28 0752 S51DX         599 15     RL5A          599 16
QSO:  7019 CW 2015-11-28 0752 S51DX         599 15     Z35M          599 15
QSO:  7019 CW 2015-11-28 0753 S51DX         599 15     OK1DVA        599 15
QSO:  7019 CW 2015-11-28 0754 S51DX         599 15     OH8NW         599 15
QSO:  7019 CW 2015-11-28 0754 S51DX         599 15     YU5RY/QRP     599 15
QSO:  7019 CW 2015-11-28 0755 S51DX         599 15     SP9NSV/7      599 15
QSO:  7019 CW 2015-11-28 0756 S51DX         599 15     UR5LF         599 16
QSO:  7019 CW 2015-11-28 0757 S51DX         599 15     DL0BZA        599 14
QSO:  7019 CW 2015-11-28 0758 S51DX         599 15     OR2F          599 14
QSO:  7019 CW 2015-11-28 0758 S51DX         599 15     S58D          599 15
QSO:  7019 CW 2015-11-28 0759 S51DX         599 15     YO5DAS        599 20
QSO:  7019 CW 2015-11-28 0800 S51DX         599 15     UT5UJO        599 16
QSO:  7019 CW 2015-11-28 0800 S51DX         599 15     IN3FCK        599 15
QSO:  7019 CW 2015-11-28 0800 S51DX         599 15     OK2BLD        599 15
QSO:  7019 CW 2015-11-28 0800 S51DX         599 15     9A8FCC        599 15
QSO:  7019 CW 2015-11-28 0801 S51DX         599 15     IZ4JMA        599 15
QSO:  7019 CW 2015-11-28 0801 S51DX         599 15     DJ3XA         599 14
QSO:  7019 CW 2015-11-28 0802 S51DX         599 15     EW4M          599 16
QSO:  7019 CW 2015-11-28 0803 S51DX         599 15     RA4AR         599 16
QSO:  7019 CW 2015-11-28 0804 S51DX         599 15     DK5WB         599 14
QSO:  7019 CW 2015-11-28 0804 S51DX         599 15     DM8T          599 14
QSO:  7019 CW 2015-11-28 0804 S51DX         599 15     K3WW          599 05
QSO:  7019 CW 2015-11-28 0804 S51DX         599 15     NA8V          599 04
QSO:  7019 CW 2015-11-28 0805 S51DX         599 15     SM5Q          599 14
QSO:  7019 CW 2015-11-28 0807 S51DX         599 15     K3ZU          599 05
QSO:  7019 CW 2015-11-28 0810 S51DX         599 15     HB9BXE        599 14
QSO:  7019 CW 2015-11-28 0810 S51DX         599 15     OH6OS         599 15
QSO:  7019 CW 2015-11-28 0825 S51DX         599 15     SQ9E          599 15
QSO:  7019 CW 2015-11-28 0826 S51DX         599 15     PA0CT         599 14
QSO:  7019 CW 2015-11-28 0826 S51DX         599 15     DL4AC         599 14
QSO:  7019 CW 2015-11-28 0826 S51DX         599 15     DR5W          599 14
QSO:  7019 CW 2015-11-28 0828 S51DX         599 15     VE9ML         599 05
QSO:  7019 CW 2015-11-28 0830 S51DX         599 15     UX0LL         599 16
QSO:  7019 CW 2015-11-28 0832 S51DX         599 15     SM6BZV        599 14
QSO:  7019 CW 2015-11-28 0832 S51DX         599 15     F6FTB         599 14
QSO:  7019 CW 2015-11-28 0833 S51DX         599 15     E72M          599 15
QSO:  7019 CW 2015-11-28 0834 S51DX         599 15     G1N           599 14
QSO:  7019 CW 2015-11-28 0834 S51DX         599 15     N3RR          599 05
QSO:  7019 CW 2015-11-28 0835 S51DX         599 15     HG5D          599 15
QSO:  7019 CW 2015-11-28 0836 S51DX         599 15     RL6M          599 16
QSO:  7019 CW 2015-11-28 0837 S51DX         599 15     OZ6AGX        599 14
QSO:  7019 CW 2015-11-28 0837 S51DX         599 15     YT0T          599 15
QSO:  7019 CW 2015-11-28 0838 S51DX         599 15     SP7N          599 15
QSO:  7019 CW 2015-11-28 0839 S51DX         599 15     OM3TLE        599 15
QSO:  7019 CW 2015-11-28 0841 S51DX         599 15     UX1UX         599 16
QSO:  7019 CW 2015-11-28 0842 S51DX         599 15     HA3PT         599 15
QSO:  7019 CW 2015-11-28 0842 S51DX         599 15     HA4FY         599 15
QSO:  7019 CW 2015-11-28 0842 S51DX         599 15     OE2UKL        599 15
QSO:  7019 CW 2015-11-28 0843 S51DX         599 15     OM6RM         599 15
QSO:  7019 CW 2015-11-28 0843 S51DX         599 15     OO7P          599 14
QSO:  7019 CW 2015-11-28 0843 S51DX         599 15     I2IFT         599 15
QSO:  7019 CW 2015-11-28 0844 S51DX         599 15     SP6TGC        599 15
QSO:  7019 CW 2015-11-28 0844 S51DX         599 15     SP9GR         599 15
QSO:  7019 CW 2015-11-28 0846 S51DX         599 15     K3CR          599 05
QSO:  7019 CW 2015-11-28 0847 S51DX         599 15     YL3GX         599 15
QSO:  7019 CW 2015-11-28 0847 S51DX         599 15     OK1GS         599 15
QSO:  7019 CW 2015-11-28 0849 S51DX         599 15     UX5UN         599 16
QSO:  7019 CW 2015-11-28 0906 S51DX         599 15     DK2RO         599 14
QSO:  7019 CW 2015-11-28 0907 S51DX         599 15     DK2FG         599 14
QSO:  7019 CW 2015-11-28 0908 S51DX         599 15     DF6QC         599 14
QSO:  7019 CW 2015-11-28 0909 S51DX         599 15     OM7AW         599 15
QSO:  7019 CW 2015-11-28 0910 S51DX         599 15     HA8CQ         599 15
QSO:  7019 CW 2015-11-28 0910 S51DX         599 15     DL7QU         599 14
QSO:  7019 CW 2015-11-28 0910 S51DX         599 15     R3YC          599 16
QSO:  7019 CW 2015-11-28 0911 S51DX         599 15     YU7D          599 15
QSO:  7019 CW 2015-11-28 0911 S51DX         599 15     9A3NC         599 15
QSO:  7019 CW 2015-11-28 0912 S51DX         599 15     IZ4DZD        599 15
QSO:  7019 CW 2015-11-28 0912 S51DX         599 15     DJ2MX         599 14
QSO:  7019 CW 2015-11-28 0913 S51DX         599 15     TM0T          599 14
QSO:  7019 CW 2015-11-28 0914 S51DX         599 15     OM7LM         599 15
QSO:  7019 CW 2015-11-28 0915 S51DX         599 15     HB0WR         599 14
QSO:  7019 CW 2015-11-28 0915 S51DX         599 15     DL1EAL        599 14
QSO:  7019 CW 2015-11-28 0916 S51DX         599 15     F6CWA         599 14
QSO:  7019 CW 2015-11-28 0916 S51DX         599 15     HA7I          599 15
QSO:  7019 CW 2015-11-28 0917 S51DX         599 15     PA3I          599 14
QSO:  7019 CW 2015-11-28 0917 S51DX         599 15     OU4N          599 14
QSO:  7019 CW 2015-11-28 0918 S51DX         599 15     LZ9W          599 20
QSO:  7019 CW 2015-11-28 0918 S51DX         599 15     LY3CY         599 15
QSO:  7019 CW 2015-11-28 0919 S51DX         599 15     R4RM          599 16
QSO:  7019 CW 2015-11-28 0919 S51DX         599 15     PA0AA         599 14
QSO:  7019 CW 2015-11-28 0919 S51DX         599 15     DL3RDM        599 14
QSO:  7019 CW 2015-11-28 0920 S51DX         599 15     DL8AWK        599 14
QSO:  7019 CW 2015-11-28 0921 S51DX         599 15     DJ6OZ         599 14
QSO:  7019 CW 2015-11-28 0921 S51DX         599 15     UX7UN         599 16
QSO:  7019 CW 2015-11-28 0921 S51DX         599 15     DK0MM         599 14
QSO:  7019 CW 2015-11-28 0922 S51DX         599 15     OK6K          599 15
QSO:  7019 CW 2015-11-28 0922 S51DX         599 15     DL5JMN        599 14
QSO:  7019 CW 2015-11-28 0922 S51DX         599 15     OK2KUB        599 15
QSO:  7019 CW 2015-11-28 0925 S51DX         599 15     YO2LIW        599 20
QSO:  7019 CW 2015-11-28 0925 S51DX         599 15     SN6O          599 15
QSO:  7019 CW 2015-11-28 0926 S51DX         599 15     DL2TM         599 14
QSO:  7019 CW 2015-11-28 0927 S51DX         599 15     N4PN          599 05
QSO:  7019 CW 2015-11-28 0928 S51DX         599 15     HA3MU         599 15
QSO:  7019 CW 2015-11-28 0928 S51DX         599 15     LY5Q          599 15
QSO:  7019 CW 2015-11-28 0929 S51DX         599 15     DK2CX         599 14
QSO:  7019 CW 2015-11-28 0930 S51DX         599 15     DJ3JD         599 14
QSO:  7019 CW 2015-11-28 0931 S51DX         599 15     SQ7B          599 15
QSO:  7019 CW 2015-11-28 0931 S51DX         599 15     HA1TV         599 15
QSO:  7019 CW 2015-11-28 0932 S51DX         599 15     K1TO          599 05
QSO:  7019 CW 2015-11-28 0933 S51DX         599 15     SP3FHV        599 15
QSO:  7019 CW 2015-11-28 0933 S51DX         599 15     DF7JC         599 14
QSO:  7019 CW 2015-11-28 0934 S51DX         599 15     IW3ILM        599 15
QSO:  7019 CW 2015-11-28 0935 S51DX         599 15     OK1JVS        599 15
QSO:  7019 CW 2015-11-28 0936 S51DX         599 15     DL2NBY        599 14
QSO:  7019 CW 2015-11-28 0937 S51DX         599 15     OP4A          599 14
QSO:  7019 CW 2015-11-28 0937 S51DX         599 15     E78T          599 15
QSO:  7019 CW 2015-11-28 0938 S51DX         599 15     DL7UGO        599 14
QSO:  7019 CW 2015-11-28 0938 S51DX         599 15     SP6OJE        599 15
QSO:  7019 CW 2015-11-28 0938 S51DX         599 15     DL3FCG        599 14
QSO:  7019 CW 2015-11-28 0939 S51DX         599 15     DK0LH         599 14
QSO:  7019 CW 2015-11-28 0940 S51DX         599 15     ON4UN         599 14
QSO:  7019 CW 2015-11-28 0941 S51DX         599 15     SP3IPB        599 15
QSO:  7019 CW 2015-11-28 0941 S51DX         599 15     SP1RKR        599 15
QSO:  7019 CW 2015-11-28 0941 S51DX         599 15     PA2W          599 14
QSO:  7019 CW 2015-11-28 0942 S51DX         599 15     SN3A          599 15
QSO:  7019 CW 2015-11-28 0943 S51DX         599 15     YT9A          599 15
QSO:  7019 CW 2015-11-28 0944 S51DX         599 15     OM8VL         599 15
QSO:  7019 CW 2015-11-28 0944 S51DX         599 15     DL6ON         599 14
QSO:  7019 CW 2015-11-28 0946 S51DX         599 15     UW1WU         599 16
QSO:  7019 CW 2015-11-28 0948 S51DX         599 15     SP5WA         599 15
QSO:  7019 CW 2015-11-28 0949 S51DX         599 15     SQ3WW         599 15
QSO:  7019 CW 2015-11-28 0949 S51DX         599 15     IK2GPQ        599 15
QSO:  7019 CW 2015-11-28 0950 S51DX         599 15     ZA1G          599 15
QSO:  7019 CW 2015-11-28 0951 S51DX         599 15     YL3FT         599 15
QSO:  7019 CW 2015-11-28 0951 S51DX         599 15     LZ1QV         599 20
QSO:  7019 CW 2015-11-28 0953 S51DX         599 15     DF4ZL         599 14
QSO:  7019 CW 2015-11-28 0953 S51DX         599 15     OM4ANJ        599 15
QSO:  7019 CW 2015-11-28 0954 S51DX         599 15     DH3SR         599 14
QSO:  7019 CW 2015-11-28 0955 S51DX         599 15     9A4WY         599 15
QSO:  7019 CW 2015-11-28 0956 S51DX         599 15     PE7T          599 14
QSO:  7019 CW 2015-11-28 0956 S51DX         599 15     OM3ZWA        599 15
QSO:  7019 CW 2015-11-28 0959 S51DX         599 15     DL1YCF        599 14
QSO:  7019 CW 2015-11-28 0959 S51DX         599 15     EA5MON        599 14
QSO:  7019 CW 2015-11-28 1000 S51DX         599 15     G4RKO         599 14
QSO: 14019 CW 2015-11-28 1017 S51DX         599 15     RT5Z          599 16
QSO: 14019 CW 2015-11-28 1018 S51DX         599 15     UA9LAO        599 17
QSO: 14019 CW 2015-11-28 1018 S51DX         599 15     RN6AJ         599 16
QSO: 14019 CW 2015-11-28 1019 S51DX         599 15     UA1AFT        599 16
QSO: 14019 CW 2015-11-28 1020 S51DX         599 15     LY2LF         599 15
QSO: 14019 CW 2015-11-28 1021 S51DX         599 15     RT6A          599 16
QSO: 14019 CW 2015-11-28 1022 S51DX         599 15     RA3TT         599 16
QSO: 14002 CW 2015-11-28 1408 S51DX         599 15     W3LPL         599 05
QSO: 14003 CW 2015-11-28 1409 S51DX         599 15     AA2A          599 05
QSO: 14004 CW 2015-11-28 1409 S51DX         599 15     LZ1DNY        599 20
QSO: 14005 CW 2015-11-28 1410 S51DX         599 15     TC0A          599 20
QSO: 14007 CW 2015-11-28 1411 S51DX         599 15     K4TCG         599 04
QSO: 14025 CW 2015-11-28 1413 S51DX         599 15     S57DX         599 15
QSO: 14036 CW 2015-11-28 1415 S51DX         599 15     OL4A          599 15
QSO: 14037 CW 2015-11-28 1415 S51DX         599 15     RG3P          599 16
QSO:  7020 CW 2015-11-28 1513 S51DX         599 15     RW3XN         599 16
QSO:  7020 CW 2015-11-28 1514 S51DX         599 15     RM9A          599 17
QSO:  7020 CW 2015-11-28 1515 S51DX         599 15     UX1VX         599 16
QSO:  7000 CW 2015-11-28 1520 S51DX         599 15     ZA/YT7DQ      599 15
QSO:  7002 CW 2015-11-28 1521 S51DX         599 15     OL9R          599 15
QSO:  7012 CW 2015-11-28 1522 S51DX         599 15     ES1TU         599 15
QSO:  7012 CW 2015-11-28 1523 S51DX         599 15     PC5Q          599 14
QSO:  7012 CW 2015-11-28 1523 S51DX         599 15     ON5TO         599 14
QSO:  7012 CW 2015-11-28 1524 S51DX         599 15     RA1DA         599 16
QSO:  7012 CW 2015-11-28 1524 S51DX         599 15     OZ2U          599 14
QSO:  7012 CW 2015-11-28 1525 S51DX         599 15     UR4IZ         599 16
QSO:  7012 CW 2015-11-28 1526 S51DX         599 15     DF5LW         599 14
QSO:  7012 CW 2015-11-28 1526 S51DX         599 15     OZ2BKK        599 14
QSO:  7012 CW 2015-11-28 1526 S51DX         599 15     DL1TS         599 14
QSO:  7012 CW 2015-11-28 1528 S51DX         599 15     PA9M          599 14
QSO:  7045 CW 2015-11-28 1532 S51DX         599 15     SK0QO         599 14
QSO:  7045 CW 2015-11-28 1533 S51DX         599 15     UV1IW         599 16
QSO:  7045 CW 2015-11-28 1534 S51DX         599 15     HG6C          599 15
QSO:  7045 CW 2015-11-28 1534 S51DX         599 15     YT5L          599 15
QSO:  7045 CW 2015-11-28 1535 S51DX         599 15     DL7UXG        599 14
QSO:  7045 CW 2015-11-28 1536 S51DX         599 15     SE4E          599 14
QSO:  7045 CW 2015-11-28 1537 S51DX         599 15     OK1FCA        599 15
QSO:  7045 CW 2015-11-28 1538 S51DX         599 15     OM2XA         599 15
QSO:  7045 CW 2015-11-28 1539 S51DX         599 15     UX1UF         599 16
QSO:  7045 CW 2015-11-28 1542 S51DX         599 15     RA9Y          599 18
QSO:  7045 CW 2015-11-28 1543 S51DX         599 15     DJ2XC         599 14
QSO:  7045 CW 2015-11-28 1543 S51DX         599 15     LY2NY         599 15
QSO:  7045 CW 2015-11-28 1544 S51DX         599 15     UY2ZZ         599 16
QSO:  7045 CW 2015-11-28 1544 S51DX         599 15     OK2MBP        599 15
QSO:  7045 CW 2015-11-28 1545 S51DX         599 15     UT1AA         599 16
QSO:  7045 CW 2015-11-28 1546 S51DX         599 15     LZ2TU         599 20
QSO:  7045 CW 2015-11-28 1546 S51DX         599 15     UT7LW         599 16
QSO:  7045 CW 2015-11-28 1546 S51DX         599 15     OH5CZ         599 15
QSO:  7045 CW 2015-11-28 1547 S51DX         599 15     YE1K          599 28
QSO:  7045 CW 2015-11-28 1547 S51DX         599 15     OE8TED        599 15
QSO:  7045 CW 2015-11-28 1548 S51DX         599 15     EW1M          599 16
QSO:  7045 CW 2015-11-28 1548 S51DX         599 15     HB9TST        599 14
QSO:  7045 CW 2015-11-28 1549 S51DX         599 15     HB9CEY        599 14
QSO:  7045 CW 2015-11-28 1551 S51DX         599 15     ZB2X          599 14
QSO:  7035 CW 2015-11-28 1623 S51DX         599 15     UP2L          599 17
QSO:  7032 CW 2015-11-28 1624 S51DX         599 15     DM5JBN        599 14
QSO:  7032 CW 2015-11-28 1625 S51DX         599 15     DL8UAT        599 14
QSO:  7032 CW 2015-11-28 1625 S51DX         599 15     OK2SAR        599 15
QSO:  7032 CW 2015-11-28 1627 S51DX         599 15     UW0K          599 16
QSO:  7032 CW 2015-11-28 1628 S51DX         599 15     HA5BA         599 15
QSO:  7032 CW 2015-11-28 1628 S51DX         599 15     I1NVU         599 15
QSO:  7032 CW 2015-11-28 1628 S51DX         599 15     R4RR          599 16
QSO:  7032 CW 2015-11-28 1629 S51DX         599 15     UX5UO         599 16
QSO:  7032 CW 2015-11-28 1629 S51DX         599 15     TM5CD         599 14
QSO:  7032 CW 2015-11-28 1630 S51DX         599 15     M6W           599 14
QSO:  7032 CW 2015-11-28 1631 S51DX         599 15     LZ1YP         599 20
QSO:  7032 CW 2015-11-28 1631 S51DX         599 15     UR5IRM        599 16
QSO:  7032 CW 2015-11-28 1631 S51DX         599 15     OL0W          599 15
QSO:  7032 CW 2015-11-28 1632 S51DX         599 15     DL7VMM        599 14
QSO:  7032 CW 2015-11-28 1632 S51DX         599 15     I0MLU         599 15
QSO:  7032 CW 2015-11-28 1633 S51DX         599 15     UA4ATB        599 16
QSO:  7032 CW 2015-11-28 1638 S51DX         599 15     DJ9SO         599 14
QSO:  7032 CW 2015-11-28 1638 S51DX         599 15     DL2BUM        599 14
QSO:  7032 CW 2015-11-28 1639 S51DX         599 15     DL1THB        599 14
QSO:  7031 CW 2015-11-28 1714 S51DX         599 15     OH8KA         599 15
QSO:  7031 CW 2015-11-28 1714 S51DX         599 15     ZL2AGY        599 32
QSO:  7023 CW 2015-11-28 1717 S51DX         599 15     RN3F          599 16
QSO:  7023 CW 2015-11-28 1717 S51DX         599 15     EW6EN         599 16
QSO:  7023 CW 2015-11-28 1717 S51DX         599 15     RZ3F          599 16
QSO:  7023 CW 2015-11-28 1718 S51DX         599 15     SI6W          599 14
QSO:  7023 CW 2015-11-28 1718 S51DX         599 15     RU6M          599 16
QSO:  7023 CW 2015-11-28 1719 S51DX         599 15     UA4M          599 16
QSO:  3541 CW 2015-11-29 0603 S51DX         599 15     DF1LX         599 14
QSO:  3541 CW 2015-11-29 0603 S51DX         599 15     W3LPL         599 05
QSO:  3541 CW 2015-11-29 0604 S51DX         599 15     SM5T          599 14
QSO:  3541 CW 2015-11-29 0604 S51DX         599 15     TM7A          599 14
QSO:  3541 CW 2015-11-29 0604 S51DX         599 15     NR4M          599 05
QSO:  3541 CW 2015-11-29 0605 S51DX         599 15     YT5A          599 15
QSO:  3541 CW 2015-11-29 0605 S51DX         599 15     MM3N          599 14
QSO:  3541 CW 2015-11-29 0605 S51DX         599 15     DL1A          599 14
QSO:  3541 CW 2015-11-29 0605 S51DX         599 15     YU1UN         599 15
QSO:  3541 CW 2015-11-29 0606 S51DX         599 15     K3LR          599 05
QSO:  3541 CW 2015-11-29 0606 S51DX         599 15     HA4YF         599 15
QSO:  3541 CW 2015-11-29 0607 S51DX         599 15     F6GCI         599 14
QSO:  3541 CW 2015-11-29 0608 S51DX         599 15     HA6FQ         599 15
QSO:  3541 CW 2015-11-29 0608 S51DX         599 15     OK1AY         599 15
QSO:  3541 CW 2015-11-29 0608 S51DX         599 15     E790IARU      599 15
QSO:  3541 CW 2015-11-29 0609 S51DX         599 15     SM3C          599 14
QSO:  3541 CW 2015-11-29 0610 S51DX         599 15     IK0XBX        599 15
QSO:  3541 CW 2015-11-29 0611 S51DX         599 15     9A4M          599 15
QSO:  3541 CW 2015-11-29 0612 S51DX         599 15     G8B           599 14
QSO:  3508 CW 2015-11-29 0615 S51DX         599 15     OH0X          599 15
QSO:  3515 CW 2015-11-29 0616 S51DX         599 15     CN2AA         599 33
QSO:  3556 CW 2015-11-29 0617 S51DX         599 15     9A1AA         599 15
QSO:  7020 CW 2015-11-29 0620 S51DX         599 15     AA9A          599 04
QSO:  7020 CW 2015-11-29 0620 S51DX         599 15     SM3C          599 14
QSO:  7020 CW 2015-11-29 0620 S51DX         599 15     R5AU          599 16
QSO:  7020 CW 2015-11-29 0621 S51DX         599 15     UT8IT         599 16
QSO:  7020 CW 2015-11-29 0622 S51DX         599 15     G3P           599 14
QSO:  7020 CW 2015-11-29 0623 S51DX         599 15     N3ND          599 05
