START-OF-LOG: 3.0
CALLSIGN: G0LHZ
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 0
NAME: JIM CARTER
LOCATION: DX
OPERATORS: G0LHZ
CLUB: READING AND DISTRICT ARC
CERTIFICATE: YES
CREATED-BY: ADIF2CABR V.3.10 (C) SP7DQR
SOAPBOX: Great fun despite storm damage to my higher band antenna!
QSO:  7029 CW 2015-11-29 2111 G0LHZ         599 14         LZ9W          599 20
QSO:  3509 CW 2015-11-29 2113 G0LHZ         599 14         OL1C          599 15
QSO:  3515 CW 2015-11-29 2116 G0LHZ         599 14         YL5X          599 15
QSO:  3515 CW 2015-11-29 2117 G0LHZ         599 14         UT1S          599 16
QSO:  3516 CW 2015-11-29 2119 G0LHZ         599 14         GM0WED        599 14
QSO:  3520 CW 2015-11-29 2122 G0LHZ         599 14         PA3GWK        599 14
QSO:  3521 CW 2015-11-29 2123 G0LHZ         599 14         SO7M          599 15
QSO:  3524 CW 2015-11-29 2125 G0LHZ         599 14         IK0VVE        599 15
QSO:  3526 CW 2015-11-29 2127 G0LHZ         599 14         OP4K          599 14
QSO:  3527 CW 2015-11-29 2127 G0LHZ         599 14         PA2W          599 14
QSO:  3528 CW 2015-11-29 2129 G0LHZ         599 14         9A4M          599 15
QSO:  3529 CW 2015-11-29 2131 G0LHZ         599 14         HA3NU         599 15
QSO:  3529 CW 2015-11-29 2132 G0LHZ         599 14         DJ5EU         599 14
QSO:  3530 CW 2015-11-29 2133 G0LHZ         599 14         LZ5R          599 20
QSO:  3532 CW 2015-11-29 2134 G0LHZ         599 14         TM4Q          599 14
QSO:  3534 CW 2015-11-29 2135 G0LHZ         599 14         DF0HQ         599 14
QSO:  3535 CW 2015-11-29 2136 G0LHZ         599 14         9A5Y          599 15
QSO:  3536 CW 2015-11-29 2136 G0LHZ         599 14         OK7AW         599 15
QSO:  3537 CW 2015-11-29 2137 G0LHZ         599 14         EW8W          599 16
QSO:  3538 CW 2015-11-29 2138 G0LHZ         599 14         LY4T          599 15
QSO:  3541 CW 2015-11-29 2152 G0LHZ         599 14         SO9Q          599 15
QSO:  3542 CW 2015-11-29 2153 G0LHZ         599 14         SP1C          599 15
QSO:  7036 CW 2015-11-29 2153 G0LHZ         599 14         YT4W          599 15
QSO:  7015 CW 2015-11-29 2155 G0LHZ         599 14         AB3CX         599 5
QSO:  7038 CW 2015-11-29 2156 G0LHZ         599 14         VE3YAA        599 4
QSO:  7039 CW 2015-11-29 2157 G0LHZ         599 14         RG6G          599 16
QSO:  7035 CW 2015-11-29 2158 G0LHZ         599 14         N4PN          599 5
QSO:  7033 CW 2015-11-29 2200 G0LHZ         599 14         W2YC          599 5
QSO:  7043 CW 2015-11-29 2201 G0LHZ         599 14         VE3EJ         599 4
QSO:  7062 CW 2015-11-29 2202 G0LHZ         599 14         9A9R          599 15
QSO:  7043 CW 2015-11-29 2203 G0LHZ         599 14         K1KP          599 5
QSO:  7045 CW 2015-11-29 2205 G0LHZ         599 14         WA2OAX        599 5
QSO:  7046 CW 2015-11-29 2207 G0LHZ         599 14         YR8D          599 20
QSO:  7028 CW 2015-11-29 2208 G0LHZ         599 14         NR4M          599 5
QSO:  3555 CW 2015-11-29 2211 G0LHZ         599 14         ES3VI         599 15
QSO:  3558 CW 2015-11-29 2212 G0LHZ         599 14         GM4ZUK        599 14
QSO:  3558 CW 2015-11-29 2213 G0LHZ         599 14         OK1OEA        599 15
QSO:  3559 CW 2015-11-29 2214 G0LHZ         599 14         OL6P          599 15
QSO:  3560 CW 2015-11-29 2216 G0LHZ         599 14         LA2AB         599 14
QSO:  3560 CW 2015-11-29 2217 G0LHZ         599 14         Z35T          599 15
QSO:  7000 CW 2015-11-29 2219 G0LHZ         599 14         K1AR          599 5
QSO:  7003 CW 2015-11-29 2221 G0LHZ         599 14         AA2A          599 5
QSO:  7075 CW 2015-11-29 2222 G0LHZ         599 14         SZ1A          599 20
QSO:  3505 CW 2015-11-29 2223 G0LHZ         599 14         OK2HBR        599 15
QSO:  3506 CW 2015-11-29 2223 G0LHZ         599 14         R7NW          599 16
QSO:  7001 CW 2015-11-29 2224 G0LHZ         599 14         CN2R          599 33
QSO:  3505 CW 2015-11-29 2226 G0LHZ         599 14         R5WW          599 16
QSO:  3505 CW 2015-11-29 2227 G0LHZ         599 14         OM3R          599 15
QSO:  7039 CW 2015-11-29 2228 G0LHZ         599 14         RL5A          599 16
QSO:  3506 CW 2015-11-29 2230 G0LHZ         599 14         DK3WM         599 14
QSO:  3507 CW 2015-11-29 2231 G0LHZ         599 14         S59ABC        599 15
QSO:  7006 CW 2015-11-29 2232 G0LHZ         599 14         K3LR          599 5
QSO:  7026 CW 2015-11-29 2233 G0LHZ         599 14         W3UA          599 5
QSO:  7061 CW 2015-11-29 2235 G0LHZ         599 14         K3IPK         599 5
QSO:  7007 CW 2015-11-29 2237 G0LHZ         599 14         K1ZR          599 5
QSO:  7010 CW 2015-11-29 2240 G0LHZ         599 14         W1WEF         599 5
QSO:  3521 CW 2015-11-29 2241 G0LHZ         599 14         LA0CX         599 14
QSO:  3522 CW 2015-11-29 2242 G0LHZ         599 14         RT5G          599 16
QSO:  7008 CW 2015-11-29 2244 G0LHZ         599 14         IR4X          599 15
QSO:  7006 CW 2015-11-29 2244 G0LHZ         599 14         YT8A          599 15
QSO:  3523 CW 2015-11-29 2246 G0LHZ         599 14         HG1S          599 15
QSO:  7014 CW 2015-11-29 2247 G0LHZ         599 14         ZA/YT7DQ      599 15
QSO:  3525 CW 2015-11-29 2248 G0LHZ         599 14         ED5O          599 14
QSO:  3519 CW 2015-11-29 2249 G0LHZ         599 14         G5W           599 14
QSO:  3518 CW 2015-11-29 2250 G0LHZ         599 14         OK7Y          599 15
QSO:  3532 CW 2015-11-29 2254 G0LHZ         599 14         LY2W          599 15
QSO:  3533 CW 2015-11-29 2254 G0LHZ         599 14         HG7T          599 15
QSO:  3536 CW 2015-11-29 2257 G0LHZ         599 14         9H6A          599 15
QSO:  3537 CW 2015-11-29 2258 G0LHZ         599 14         DL3ANK        599 14
QSO:  3537 CW 2015-11-29 2300 G0LHZ         599 14         SN8B          599 15
QSO:  3538 CW 2015-11-29 2301 G0LHZ         599 14         F5PHW         599 14
QSO:  3503 CW 2015-11-29 2302 G0LHZ         599 14         TM6M          599 14
QSO:  3541 CW 2015-11-29 2303 G0LHZ         599 14         DL4ME         599 14
QSO:  3543 CW 2015-11-29 2304 G0LHZ         599 14         GJ2A          599 14
QSO:  3545 CW 2015-11-29 2305 G0LHZ         599 14         G5O           599 14
QSO:  3546 CW 2015-11-29 2305 G0LHZ         599 14         R8WF          599 16
QSO:  3549 CW 2015-11-29 2308 G0LHZ         599 14         S58N          599 15
QSO:  3557 CW 2015-11-29 2312 G0LHZ         599 14         OL4A          599 15
QSO:  3561 CW 2015-11-29 2314 G0LHZ         599 14         UW3L          599 16
QSO:  7013 CW 2015-11-29 2315 G0LHZ         599 14         EW1M          599 16
QSO:  3507 CW 2015-11-29 2317 G0LHZ         599 14         VY2TT         599 5
QSO:  3500 CW 2015-11-29 2319 G0LHZ         599 14         SM0W          599 14
QSO:  7003 CW 2015-11-29 2320 G0LHZ         599 14         K5ZD          599 5
QSO:  3501 CW 2015-11-29 2321 G0LHZ         599 14         W1MK          599 5
QSO:  3507 CW 2015-11-29 2322 G0LHZ         599 14         RM9A          599 17
QSO:  3511 CW 2015-11-29 2324 G0LHZ         599 14         RA4Y          599 16
QSO:  3512 CW 2015-11-29 2326 G0LHZ         599 14         W2FU          599 5
QSO:  3513 CW 2015-11-29 2327 G0LHZ         599 14         YT4A          599 15
QSO:  3537 CW 2015-11-29 2328 G0LHZ         599 14         F8DGY         599 14
QSO:  3503 CW 2015-11-29 2328 G0LHZ         599 14         UA1CE         599 16
QSO:  3521 CW 2015-11-29 2332 G0LHZ         599 14         DF0CI         599 14
QSO:  3525 CW 2015-11-29 2334 G0LHZ         599 14         OK4RQ         599 15
QSO:  3509 CW 2015-11-29 2338 G0LHZ         599 14         OH1F          599 15
QSO:  3512 CW 2015-11-29 2340 G0LHZ         599 14         IK0XBK        599 15
QSO:  3514 CW 2015-11-29 2341 G0LHZ         599 14         S52FT         599 15
QSO:  3516 CW 2015-11-29 2342 G0LHZ         599 14         ON6NL         599 14
QSO:  3523 CW 2015-11-29 2345 G0LHZ         599 14         HA6FQ         599 15
QSO:  3529 CW 2015-11-29 2348 G0LHZ         599 14         SI5Y          599 14
END-OF-LOG:
