START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: IARU-HF
CALLSIGN: R4AC
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: R4AC
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for IARU-HF ARRL/iaru_hf_world_championship/2021.
QSO: 14022 CW 2021-07-10 1206 R4AC          599 29 GR2HQ         599 HQ
QSO: 14005 CW 2021-07-11 0922 R4AC          599 29 RK3LC         599 29
QSO: 14005 CW 2021-07-11 0923 R4AC          599 29 HG5D          599 28
QSO: 14005 CW 2021-07-11 0925 R4AC          599 29 9A2W          599 28
QSO: 14005 CW 2021-07-11 0925 R4AC          599 29 YR0HQ         599 FRR
QSO: 14005 CW 2021-07-11 0926 R4AC          599 29 UY2RA         599 29
QSO: 14005 CW 2021-07-11 0927 R4AC          599 29 SN7O          599 28
QSO: 14005 CW 2021-07-11 0929 R4AC          599 29 RD0A          599 32
QSO: 14005 CW 2021-07-11 0930 R4AC          599 29 SP2LNW        599 28
QSO: 14000 CW 2021-07-11 0932 R4AC          599 29 DQ60ANT       599 28
QSO: 14005 CW 2021-07-11 0933 R4AC          599 29 SP3A          599 28
QSO: 14005 CW 2021-07-11 0935 R4AC          599 29 DL3JAN        599 28
QSO: 14006 CW 2021-07-11 0942 R4AC          599 29 DK2FG         599 28
QSO: 14006 CW 2021-07-11 0942 R4AC          599 29 SN5J          599 28
QSO: 14010 CW 2021-07-11 0943 R4AC          599 29 UT0CK         599 29
QSO: 14006 CW 2021-07-11 0946 R4AC          599 29 RO9A          599 30
QSO: 14005 CW 2021-07-11 0947 R4AC          599 29 UG4A          599 29
QSO: 14006 CW 2021-07-11 0948 R4AC          599 29 SV2CLJ        599 28
QSO: 14000 CW 2021-07-11 0952 R4AC          599 29 DJ3HW         599 R1
END-OF-LOG:
