START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: IARU-HF
CALLSIGN: JR5XPG
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: JR5XPG
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for IARU-HF ARRL/iaru_hf_world_championship/2021.
QSO: 21000 CW 2021-07-10 1431 JR5XPG        599 45 CX1AA         599 RCU
QSO: 14037 CW 2021-07-10 1607 JR5XPG        599 45 4Z5LA         599 39
QSO: 14000 CW 2021-07-10 1610 JR5XPG        599 45 UY5ZZ         599 29
QSO: 14041 CW 2021-07-10 1611 JR5XPG        599 45 HA5JI         599 28
QSO: 14070 CW 2021-07-10 1613 JR5XPG        599 45 HA6PJ         599 28
QSO: 14000 CW 2021-07-10 1614 JR5XPG        599 45 SP4IGV        599 28
QSO: 14069 CW 2021-07-10 1614 JR5XPG        599 45 RT9A          599 30
QSO: 14069 CW 2021-07-10 1614 JR5XPG        599 45 UA3QPA        599 29
QSO: 14000 CW 2021-07-10 1615 JR5XPG        599 45 LZ1VKD        599 28
QSO: 14070 CW 2021-07-10 1615 JR5XPG        599 45 UA4M          599 29
QSO: 14070 CW 2021-07-10 1616 JR5XPG        599 45 SN5J          599 28
QSO: 14070 CW 2021-07-10 1616 JR5XPG        599 45 YO4RDW        599 28
QSO: 14000 CW 2021-07-10 1617 JR5XPG        599 45 RK7F          599 29
QSO: 14070 CW 2021-07-10 1617 JR5XPG        599 45 US7IGN/P      599 29
QSO: 14069 CW 2021-07-10 1618 JR5XPG        599 45 R0HQ          599 SRR
QSO: 14000 CW 2021-07-10 1619 JR5XPG        599 45 UA3SDN        599 29
QSO: 14045 CW 2021-07-10 1623 JR5XPG        599 45 DD2AW         599 28
QSO: 14046 CW 2021-07-10 1624 JR5XPG        599 45 OE0HQ         599 OV
QSO: 14054 CW 2021-07-10 1630 JR5XPG        599 45 EW3M          599 29
QSO: 14055 CW 2021-07-10 1631 JR5XPG        599 45 HG4I          599 28
QSO: 14056 CW 2021-07-10 1632 JR5XPG        599 45 EA8RM         599 36
QSO: 14000 CW 2021-07-10 1639 JR5XPG        599 45 YL5W          599 29
QSO: 14028 CW 2021-07-10 1655 JR5XPG        599 45 EA6FO         599 37
QSO: 14006 CW 2021-07-10 1657 JR5XPG        599 45 R2AA          599 29
QSO: 14004 CW 2021-07-10 1659 JR5XPG        599 45 IO3X          599 28
QSO: 14007 CW 2021-07-10 1700 JR5XPG        599 45 IO6A          599 28
QSO: 14010 CW 2021-07-10 1704 JR5XPG        599 45 SD6M          599 18
QSO: 14012 CW 2021-07-10 1706 JR5XPG        599 45 F8DGY         599 27
QSO: 14000 CW 2021-07-10 1712 JR5XPG        599 45 HZ1XB         599 39
QSO: 14017 CW 2021-07-10 1712 JR5XPG        599 45 S53A          599 28
QSO: 14026 CW 2021-07-10 1716 JR5XPG        599 45 SN0HQ         599 PZK
QSO: 14027 CW 2021-07-10 1717 JR5XPG        599 45 LZ5R          599 28
QSO: 14031 CW 2021-07-10 1718 JR5XPG        599 45 SV1DKD        599 28
QSO: 14033 CW 2021-07-10 1720 JR5XPG        599 45 IR2Q          599 28
QSO: 14037 CW 2021-07-10 1721 JR5XPG        599 45 US1Q          599 29
QSO: 14040 CW 2021-07-10 1723 JR5XPG        599 45 HB1A          599 28
QSO: 14051 CW 2021-07-10 1725 JR5XPG        599 45 PA6HQ         599 VERON
QSO: 14052 CW 2021-07-10 1728 JR5XPG        599 45 HG5D          599 28
QSO: 14054 CW 2021-07-10 1729 JR5XPG        599 45 S53MM         599 28
QSO: 14056 CW 2021-07-10 1731 JR5XPG        599 45 IO8O          599 28
QSO: 14061 CW 2021-07-10 1731 JR5XPG        599 45 CR3DX         599 36
END-OF-LOG:
