START-OF-LOG: 3.0
CATEGORY: Portable, multi operator, low power, assisted
CONTEST: FD SSB
SPECIFIC: H42
CALLSIGN: DK0AU/P
LOCATION: DX
CLAIMED-SCORE: 79356
CREATED-BY: HAM OFFICE (REL.6.295.5) HTTP://WWW.HAMOFFICE.DE, modified by DXHF upload.
CLUB: DARC H42
OPERATORS: DL8SEE, DL6EB, DL4LB, DL7RDH, DD0WQ, DO1KMR, DD9OZ, DL5OP, DL8OAZ
QSO: 14000 PH 2023-09-02 1532 DK0AU/P       59  030               LY1BWB/P     59  027
QSO: 14000 PH 2023-09-02 1540 DK0AU/P       59  031               JH4UYB       59  000
QSO: 14000 PH 2023-09-02 1543 DK0AU/P       59  032               IZ7FLP       59  199
QSO: 14000 PH 2023-09-02 1548 DK0AU/P       59  033               IW0HLZ       59  067
QSO: 14000 PH 2023-09-02 1553 DK0AU/P       59  034               YU5R         59  107
QSO: 14000 PH 2023-09-02 1555 DK0AU/P       59  035               LA100K/P     59  135
QSO: 14000 PH 2023-09-02 1558 DK0AU/P       59  036               EK1ET/P      59  073
QSO: 14000 PH 2023-09-02 1601 DK0AU/P       59  037               DF0HD/P      59  042
QSO: 14000 PH 2023-09-02 1602 DK0AU/P       59  038               IQ0SQ        59  092
QSO: 14000 PH 2023-09-02 1604 DK0AU/P       59  039               EI3Z/P       59  102
QSO: 14000 PH 2023-09-02 1609 DK0AU/P       59  040               EI1E/P       59  120
QSO: 14000 PH 2023-09-02 1613 DK0AU/P       59  041               EI1K/P       59  112
QSO: 14000 PH 2023-09-02 1615 DK0AU/P       59  042               EI7GY/P      59  056
QSO: 7000  PH 2023-09-02 1621 DK0AU/P       59  043               DK0RZ/P      59  136
QSO: 7000  PH 2023-09-02 1623 DK0AU/P       59  044               OU7K/P       59  254
QSO: 7000  PH 2023-09-02 1623 DK0AU/P       59  045               DL0MZ/P      59  274
QSO: 7000  PH 2023-09-02 1624 DK0AU/P       59  046               LX8M/P       59  117
QSO: 7000  PH 2023-09-02 1625 DK0AU/P       59  047               DL50DAH/P    59  202
QSO: 7000  PH 2023-09-02 1626 DK0AU/P       59  048               S52WW        59  262
QSO: 7000  PH 2023-09-02 1627 DK0AU/P       59  049               S50X/P       59  202
QSO: 7000  PH 2023-09-02 1628 DK0AU/P       59  050               DL0GD/P      59  223
QSO: 7000  PH 2023-09-02 1632 DK0AU/P       59  051               ON4PHI/P     59  088
QSO: 7000  PH 2023-09-02 1639 DK0AU/P       59  052               DL0LB/P      59  122
QSO: 7000  PH 2023-09-02 1641 DK0AU/P       59  053               OR7C/P       59  138
QSO: 7000  PH 2023-09-02 1642 DK0AU/P       59  054               DM3C/P       59  198
QSO: 7000  PH 2023-09-02 1643 DK0AU/P       59  055               ON4DS        59  059
QSO: 7000  PH 2023-09-02 1648 DK0AU/P       59  056               ON4MCL/P     59  109
QSO: 7000  PH 2023-09-02 1651 DK0AU/P       59  057               OT5X/P       59  284
QSO: 7000  PH 2023-09-02 1652 DK0AU/P       59  058               DK0LN/P      59  049
QSO: 7000  PH 2023-09-02 1654 DK0AU/P       59  059               OR5R/P       59  338
QSO: 7000  PH 2023-09-02 1657 DK0AU/P       59  060               DL4L/P       59  148
QSO: 7000  PH 2023-09-02 1658 DK0AU/P       59  061               DK0MM/P      59  272
QSO: 7000  PH 2023-09-02 1700 DK0AU/P       59  062               DL0HN/P      59  114
QSO: 7000  PH 2023-09-02 1701 DK0AU/P       59  063               OT5G/P       59  159
QSO: 7000  PH 2023-09-02 1705 DK0AU/P       59  064               G3AMW/P      59  237
QSO: 7000  PH 2023-09-02 1709 DK0AU/P       59  065               G4ARN/P      59  338
QSO: 7000  PH 2023-09-02 1710 DK0AU/P       59  066               DK0FR/P      59  104
QSO: 7000  PH 2023-09-02 1712 DK0AU/P       59  067               OV1RR        59  018
QSO: 7000  PH 2023-09-02 1714 DK0AU/P       59  068               DL0RD/P      59  059
QSO: 7000  PH 2023-09-02 1715 DK0AU/P       59  069               OZ7A/P       59  165
QSO: 7000  PH 2023-09-02 1717 DK0AU/P       59  070               OT2L/P       59  135
QSO: 7000  PH 2023-09-02 1720 DK0AU/P       59  071               DF0M/P       59  090
QSO: 7000  PH 2023-09-02 1723 DK0AU/P       59  072               OK1KDA/P     59  169
QSO: 7000  PH 2023-09-02 1724 DK0AU/P       59  073               OE4C/P       59  211
QSO: 7000  PH 2023-09-02 1746 DK0AU/P       59  074               ON4OSA/P     59  119
QSO: 7000  PH 2023-09-02 1827 DK0AU/P       59  075               DL0LI/P      59  348
QSO: 7000  PH 2023-09-02 1830 DK0AU/P       59  076               DP7R/P       59  148
QSO: 7000  PH 2023-09-02 1834 DK0AU/P       59  077               IW0RQ        59  079
QSO: 7000  PH 2023-09-02 1840 DK0AU/P       59  078               G4ESW/P      59  215
QSO: 14000 PH 2023-09-02 1913 DK0AU/P       59  079               G4ARN/P      59  516
QSO: 14000 PH 2023-09-02 1918 DK0AU/P       59  080               TA3NE        59  000
QSO: 3500  PH 2023-09-02 1925 DK0AU/P       59  081               DL5ZDAH/P    59  277
QSO: 3500  PH 2023-09-02 1926 DK0AU/P       59  082               S52WW        59  497
QSO: 3500  PH 2023-09-02 1928 DK0AU/P       59  083               G4FNL/P      59  385
QSO: 3500  PH 2023-09-02 1931 DK0AU/P       59  084               M8C/P        59  335
QSO: 3500  PH 2023-09-02 1933 DK0AU/P       59  085               DL0TE/P      59  311
QSO: 3500  PH 2023-09-02 1934 DK0AU/P       59  086               LX8M/P       59  309
QSO: 3500  PH 2023-09-02 1935 DK0AU/P       59  087               ON6WL/P      59  348
QSO: 3500  PH 2023-09-02 1937 DK0AU/P       59  088               DL0EF/P      59  213
QSO: 3500  PH 2023-09-02 1938 DK0AU/P       59  089               DL0CS/P      59  221
QSO: 3500  PH 2023-09-02 1939 DK0AU/P       59  090               DF0CQ/P      59  230
QSO: 3500  PH 2023-09-02 1942 DK0AU/P       59  091               OK1LRD/P     59  165
QSO: 3500  PH 2023-09-02 1944 DK0AU/P       59  092               DK2A/P       59  246
QSO: 3500  PH 2023-09-02 1945 DK0AU/P       59  093               DL0LB/P      59  243
QSO: 3500  PH 2023-09-02 1949 DK0AU/P       59  094               ON6NB/P      59  281
QSO: 3500  PH 2023-09-02 1953 DK0AU/P       59  095               GW6GW/P      59  151
QSO: 3500  PH 2023-09-02 1955 DK0AU/P       59  096               DK0MN/P      59  288
QSO: 3500  PH 2023-09-02 1956 DK0AU/P       59  097               OR5R/P       59  548
QSO: 3500  PH 2023-09-02 1958 DK0AU/P       59  098               G3PYE/P      59  468
QSO: 3500  PH 2023-09-02 2000 DK0AU/P       59  099               DK0MM/P      59  511
QSO: 3500  PH 2023-09-02 2002 DK0AU/P       59  100               DL0MZ/P      59  503
QSO: 3500  PH 2023-09-02 2003 DK0AU/P       59  101               DL0FD/P      59  273
QSO: 3500  PH 2023-09-02 2004 DK0AU/P       59  102               DM3C/P       59  367
QSO: 3500  PH 2023-09-02 2006 DK0AU/P       59  103               ON4CDZ/P     59  144
QSO: 3500  PH 2023-09-02 2008 DK0AU/P       59  104               ON4ZOV/P     59  314
QSO: 3500  PH 2023-09-02 2010 DK0AU/P       59  105               DM5B/P       59  235
QSO: 3500  PH 2023-09-02 2012 DK0AU/P       59  106               DL0BB/P      59  241
QSO: 3500  PH 2023-09-02 2014 DK0AU/P       59  107               DL0ST/P      59  162
QSO: 3500  PH 2023-09-02 2016 DK0AU/P       59  108               OT2L/P       59  231
QSO: 3500  PH 2023-09-02 2019 DK0AU/P       59  109               PI4RCA/P     59  170
QSO: 3500  PH 2023-09-02 2021 DK0AU/P       59  110               DR7M/P       59  197
QSO: 3500  PH 2023-09-02 2023 DK0AU/P       59  111               S54I/P       59  215
QSO: 3500  PH 2023-09-02 2025 DK0AU/P       59  112               SP1UT        59  002
QSO: 3500  PH 2023-09-02 2030 DK0AU/P       59  113               OT5X/P       59  478
QSO: 3500  PH 2023-09-02 2032 DK0AU/P       59  114               ON6NR/P      59  306
QSO: 3500  PH 2023-09-02 2037 DK0AU/P       59  115               PI4VPO/P     59  267
QSO: 3500  PH 2023-09-02 2040 DK0AU/P       59  116               OR7C/P       59  353
QSO: 3500  PH 2023-09-02 2042 DK0AU/P       59  117               DR5W/P       59  229
QSO: 3500  PH 2023-09-02 2045 DK0AU/P       59  118               ON4SNW/P     59  071
QSO: 3500  PH 2023-09-02 2049 DK0AU/P       59  119               ON4CP/P      59  206
QSO: 3500  PH 2023-09-02 2053 DK0AU/P       59  120               ON4PHI/P     59  139
QSO: 3500  PH 2023-09-02 2056 DK0AU/P       59  121               DK0RZ/P      59  318
QSO: 3500  PH 2023-09-02 2100 DK0AU/P       59  122               DL1EUROPE    59  066
QSO: 3500  PH 2023-09-02 2104 DK0AU/P       59  123               OZ7A/P       59  042
QSO: 3500  PH 2023-09-02 2106 DK0AU/P       59  124               OT5G/P       59  378
QSO: 3500  PH 2023-09-02 2108 DK0AU/P       59  125               DK0V/P       59  272
QSO: 3500  PH 2023-09-02 2108 DK0AU/P       59  126               ON5VL/P      59  285
QSO: 3500  PH 2023-09-02 2110 DK0AU/P       59  127               OP6A/P       59  580
QSO: 3500  PH 2023-09-02 2113 DK0AU/P       59  128               DL50DAH/P    59  332
QSO: 3500  PH 2023-09-02 2120 DK0AU/P       59  129               DK0HR/P      59  383
QSO: 3500  PH 2023-09-02 2121 DK0AU/P       59  130               HB9NFB/P     59  352
QSO: 3500  PH 2023-09-02 2125 DK0AU/P       59  131               LA100K/P     59  041
QSO: 3500  PH 2023-09-02 2127 DK0AU/P       59  132               DF0T/P       59  085
QSO: 3500  PH 2023-09-02 2129 DK0AU/P       59  133               HB9AW/P      59  314
QSO: 3500  PH 2023-09-02 2137 DK0AU/P       59  134               HB9CL/P      59  240
QSO: 3500  PH 2023-09-02 2139 DK0AU/P       59  135               DK0FC/P      59  258
QSO: 3500  PH 2023-09-02 2143 DK0AU/P       59  136               HB9LU/P      59  399
QSO: 3500  PH 2023-09-02 2145 DK0AU/P       59  137               DL0SN/P      59  245
QSO: 1800  PH 2023-09-02 2156 DK0AU/P       59  138               S52WW        59  618
QSO: 1800  PH 2023-09-02 2200 DK0AU/P       59  139               DM6M/P       59  365
QSO: 1800  PH 2023-09-02 2202 DK0AU/P       59  140               DK0OH/P      59  130
QSO: 1800  PH 2023-09-02 2205 DK0AU/P       59  141               DF0CF/P      59  217
QSO: 1800  PH 2023-09-02 2207 DK0AU/P       59  142               DK0MM/P      59  652
QSO: 1800  PH 2023-09-02 2209 DK0AU/P       59  143               ON6NR/P      59  391
QSO: 1800  PH 2023-09-02 2213 DK0AU/P       59  144               DM3C/P       59  491
QSO: 1800  PH 2023-09-02 2213 DK0AU/P       59  145               DR5W/P       59  305
QSO: 1800  PH 2023-09-02 2215 DK0AU/P       59  146               OR5R/P       59  673
QSO: 1800  PH 2023-09-02 2220 DK0AU/P       59  147               DM3F/P       59  375
QSO: 1800  PH 2023-09-02 2221 DK0AU/P       59  148               DF0CQ/P      59  369
QSO: 1800  PH 2023-09-02 2224 DK0AU/P       59  149               OP6A/P       59  642
QSO: 1800  PH 2023-09-02 2226 DK0AU/P       59  150               DF0VK/P      59  394
QSO: 1800  PH 2023-09-02 2230 DK0AU/P       59  151               DL0DK/P      59  261
QSO: 1800  PH 2023-09-02 2235 DK0AU/P       59  152               PI4AMF/P     59  498
QSO: 3500  PH 2023-09-02 2258 DK0AU/P       59  153               DF0SX/P      59  147
QSO: 3500  PH 2023-09-02 2259 DK0AU/P       59  154               M0TSL/P      59  714
QSO: 3500  PH 2023-09-02 2302 DK0AU/P       59  155               ON6SI/P      59  372
QSO: 3500  PH 2023-09-02 2313 DK0AU/P       59  156               ON4RAM/P     59  288
QSO: 3500  PH 2023-09-02 2315 DK0AU/P       59  157               OZ1KLB/P     59  076
QSO: 3500  PH 2023-09-02 2318 DK0AU/P       59  158               G6MC/P       59  717
QSO: 3500  PH 2023-09-02 2323 DK0AU/P       59  159               G5O/P        59  304
QSO: 3500  PH 2023-09-02 2326 DK0AU/P       59  160               G3AMW/P      59  395
QSO: 3500  PH 2023-09-02 2328 DK0AU/P       59  161               G4ARN/P      59  857
QSO: 3500  PH 2023-09-02 2330 DK0AU/P       59  162               DK0RA/P      59  305
QSO: 3500  PH 2023-09-02 2332 DK0AU/P       59  163               DF0VK/P      59  444
QSO: 3500  PH 2023-09-02 2334 DK0AU/P       59  164               DL0FA/P      59  220
QSO: 3500  PH 2023-09-02 2337 DK0AU/P       59  165               DL2R/P       59  205
QSO: 3500  PH 2023-09-02 2342 DK0AU/P       59  166               DL8R/P       59  182
QSO: 3500  PH 2023-09-02 2344 DK0AU/P       59  167               DL0RD/P      59  338
QSO: 3500  PH 2023-09-02 2346 DK0AU/P       59  168               DL0GE/P      59  277
QSO: 3500  PH 2023-09-02 2347 DK0AU/P       59  169               DF0II/P      59  177
QSO: 3500  PH 2023-09-02 2353 DK0AU/P       59  170               G5LO/P       59  170
QSO: 3500  PH 2023-09-02 2358 DK0AU/P       59  171               EI1E/P       59  288
QSO: 3500  PH 2023-09-03 0001 DK0AU/P       59  172               DK0MR/P      59  259
QSO: 3500  PH 2023-09-03 0004 DK0AU/P       59  173               G4ALE/P      59  275
QSO: 3500  PH 2023-09-03 0009 DK0AU/P       59  174               S50X/P       59  512
QSO: 3500  PH 2023-09-03 0014 DK0AU/P       59  175               G3WKS/P      59  211
QSO: 3500  PH 2023-09-03 0021 DK0AU/P       59  176               DL0LA/P      59  361
QSO: 3500  PH 2023-09-03 0023 DK0AU/P       59  177               DA2X/P       59  254
QSO: 3500  PH 2023-09-03 0024 DK0AU/P       59  178               DF0CF/P      59  263
QSO: 3500  PH 2023-09-03 0028 DK0AU/P       59  179               DL0HN/P      59  334
QSO: 3500  PH 2023-09-03 0029 DK0AU/P       59  180               DL5E/P       59  333
QSO: 3500  PH 2023-09-03 0030 DK0AU/P       59  181               M0NDA/P      59  196
QSO: 3500  PH 2023-09-03 0033 DK0AU/P       59  182               DP7R/P       59  301
QSO: 1800  PH 2023-09-03 0038 DK0AU/P       59  183               OT5G/P       59  537
QSO: 1800  PH 2023-09-03 0041 DK0AU/P       59  184               OT2L/P       59  370
QSO: 1800  PH 2023-09-03 0042 DK0AU/P       59  185               DP6M/P       59  474
QSO: 1800  PH 2023-09-03 0044 DK0AU/P       59  186               ON4RAT/P     59  495
QSO: 1800  PH 2023-09-03 0045 DK0AU/P       59  187               ON4CPN/P     59  295
QSO: 1800  PH 2023-09-03 0047 DK0AU/P       59  188               S54I/P       59  369
QSO: 1800  PH 2023-09-03 0048 DK0AU/P       59  189               DL0SN/P      59  406
QSO: 1800  PH 2023-09-03 0050 DK0AU/P       59  190               DK2A/P       59  385
QSO: 1800  PH 2023-09-03 0055 DK0AU/P       59  191               DF0MD/P      59  151
QSO: 1800  PH 2023-09-03 0412 DK0AU/P       59  192               HB9BC/P      59  196
QSO: 1800  PH 2023-09-03 0415 DK0AU/P       59  193               PI5AMF/P     59  551
QSO: 1800  PH 2023-09-03 0420 DK0AU/P       59  194               DR7M/P       59  407
QSO: 1800  PH 2023-09-03 0423 DK0AU/P       59  195               DK8K/P       59  366
QSO: 1800  PH 2023-09-03 0424 DK0AU/P       59  196               DF0M/P       59  321
QSO: 1800  PH 2023-09-03 0426 DK0AU/P       59  197               OT5X/P       59  773
QSO: 1800  PH 2023-09-03 0427 DK0AU/P       59  198               DM5HF        59  010
QSO: 1800  PH 2023-09-03 0428 DK0AU/P       59  199               DP6R/P       59  366
QSO: 1800  PH 2023-09-03 0429 DK0AU/P       59  200               DL0RN/P      59  345
QSO: 1800  PH 2023-09-03 0430 DK0AU/P       59  201               DL0CS/P      59  542
QSO: 1800  PH 2023-09-03 0431 DK0AU/P       59  202               DL0FU/P      59  329
QSO: 1800  PH 2023-09-03 0432 DK0AU/P       59  203               DL0LI/P      59  726
QSO: 1800  PH 2023-09-03 0434 DK0AU/P       59  204               DL0TWK/P     59  389
QSO: 1800  PH 2023-09-03 0442 DK0AU/P       59  205               DL0NO/P      59  260
QSO: 1800  PH 2023-09-03 0444 DK0AU/P       59  206               DL2W/P       59  198
QSO: 3500  PH 2023-09-03 0456 DK0AU/P       59  207               DL0FU/P      59  334
QSO: 3500  PH 2023-09-03 0457 DK0AU/P       59  208               DL4L/P       59  453
QSO: 3500  PH 2023-09-03 0458 DK0AU/P       59  209               ON4CPN/P     59  408
QSO: 3500  PH 2023-09-03 0501 DK0AU/P       59  210               ON4KSD/P     59  126
QSO: 3500  PH 2023-09-03 0502 DK0AU/P       59  211               DH1O/P       59  486
QSO: 3500  PH 2023-09-03 0504 DK0AU/P       59  212               OZ7KJ/P      59  047
QSO: 3500  PH 2023-09-03 0505 DK0AU/P       59  213               PI4AMF/P     59  592
QSO: 3500  PH 2023-09-03 0507 DK0AU/P       59  214               ON4RAT/P     59  608
QSO: 3500  PH 2023-09-03 0511 DK0AU/P       59  215               DL0ULM/P     59  277
QSO: 3500  PH 2023-09-03 0512 DK0AU/P       59  216               DL0RN/P      59  354
QSO: 3500  PH 2023-09-03 0513 DK0AU/P       59  217               DL3E/P       59  399
QSO: 3500  PH 2023-09-03 0514 DK0AU/P       59  218               DL7KHB/P     59  145
QSO: 3500  PH 2023-09-03 0515 DK0AU/P       59  219               HB9FTS/P     59  338
QSO: 3500  PH 2023-09-03 0516 DK0AU/P       59  220               DO8THW/P     59  021
QSO: 3500  PH 2023-09-03 0517 DK0AU/P       59  221               DF0WZ/P      59  173
QSO: 3500  PH 2023-09-03 0518 DK0AU/P       59  222               OR5N/P       59  330
QSO: 3500  PH 2023-09-03 0518 DK0AU/P       59  223               DK0VE/P      59  102
QSO: 3500  PH 2023-09-03 0519 DK0AU/P       59  224               M1X          59  075
QSO: 3500  PH 2023-09-03 0520 DK0AU/P       59  225               DL0TWK/P     59  392
QSO: 3500  PH 2023-09-03 0521 DK0AU/P       59  226               DF0LE/P      59  278
QSO: 3500  PH 2023-09-03 0521 DK0AU/P       59  227               ON4OS/P      59  387
QSO: 3500  PH 2023-09-03 0522 DK0AU/P       59  228               5P2F/P       59  112
QSO: 3500  PH 2023-09-03 0523 DK0AU/P       59  229               DJ3ZF/P      59  087
QSO: 3500  PH 2023-09-03 0523 DK0AU/P       59  230               DF0PU/P      59  274
QSO: 3500  PH 2023-09-03 0524 DK0AU/P       59  231               DK0CN/P      59  394
QSO: 3500  PH 2023-09-03 0525 DK0AU/P       59  232               DL0LI/P      59  747
QSO: 3500  PH 2023-09-03 0526 DK0AU/P       59  233               GW3SRT/P     59  399
QSO: 3500  PH 2023-09-03 0530 DK0AU/P       59  234               G4DSP/P      59  232
QSO: 7000  PH 2023-09-03 0536 DK0AU/P       59  235               IZ1DGG       59  388
QSO: 7000  PH 2023-09-03 0539 DK0AU/P       59  236               LA1QRO/P     59  178
QSO: 7000  PH 2023-09-03 0542 DK0AU/P       59  237               IW0RQJ       59  087
QSO: 7000  PH 2023-09-03 0547 DK0AU/P       59  238               DL6A/P       59  000
QSO: 7000  PH 2023-09-03 0551 DK0AU/P       59  239               HB9NFB/P     59  550
QSO: 7000  PH 2023-09-03 0553 DK0AU/P       59  240               IZ7FLP       59  397
QSO: 7000  PH 2023-09-03 0555 DK0AU/P       59  241               HA5N/P       59  291
QSO: 7000  PH 2023-09-03 0558 DK0AU/P       59  242               DK0CN/P      59  413
QSO: 7000  PH 2023-09-03 0601 DK0AU/P       59  243               ON6UB/P      59  503
QSO: 7000  PH 2023-09-03 0605 DK0AU/P       59  244               S54I/P       59  510
QSO: 7000  PH 2023-09-03 0606 DK0AU/P       59  245               LA100K/P     59  256
QSO: 7000  PH 2023-09-03 0607 DK0AU/P       59  246               HB9ZG/P      59  290
QSO: 7000  PH 2023-09-03 0609 DK0AU/P       59  247               DF0LE/P      59  310
QSO: 7000  PH 2023-09-03 0616 DK0AU/P       59  248               GW6GW/P      59  384
QSO: 7000  PH 2023-09-03 0618 DK0AU/P       59  249               DK0MN/P      59  655
QSO: 7000  PH 2023-09-03 0620 DK0AU/P       59  250               OP6A/P       59  814
QSO: 7000  PH 2023-09-03 0623 DK0AU/P       59  251               G3PYE/P      59  740
QSO: 7000  PH 2023-09-03 0627 DK0AU/P       59  252               M0DX/P       59  356
QSO: 7000  PH 2023-09-03 0633 DK0AU/P       59  253               G5LO/P       59  283
QSO: 7000  PH 2023-09-03 0642 DK0AU/P       59  254               HB9LU/P      59  575
QSO: 7000  PH 2023-09-03 0644 DK0AU/P       59  255               ON4CDZ/P     59  249
QSO: 7000  PH 2023-09-03 0647 DK0AU/P       59  256               G4ALE/P      59  305
QSO: 7000  PH 2023-09-03 0649 DK0AU/P       59  257               ON4RAT/P     59  651
QSO: 7000  PH 2023-09-03 0658 DK0AU/P       59  258               DL0WO/P      59  522
QSO: 7000  PH 2023-09-03 0711 DK0AU/P       59  259               S59DCD/P     59  514
QSO: 7000  PH 2023-09-03 0804 DK0AU/P       59  260               DR2P/P       59  359
QSO: 7000  PH 2023-09-03 0806 DK0AU/P       59  261               DL0ULM/P     59  372
QSO: 7000  PH 2023-09-03 0808 DK0AU/P       59  262               OK1LRD/P     59  380
QSO: 7000  PH 2023-09-03 0810 DK0AU/P       59  263               OE5TXF       59  175
QSO: 7000  PH 2023-09-03 0811 DK0AU/P       59  264               HB9AG/P      59  277
QSO: 7000  PH 2023-09-03 0812 DK0AU/P       59  265               DL0EF/P      59  449
QSO: 7000  PH 2023-09-03 0813 DK0AU/P       59  266               ON6NB/P      59  604
QSO: 7000  PH 2023-09-03 0816 DK0AU/P       59  267               DK2A/P       59  000
QSO: 7000  PH 2023-09-03 0821 DK0AU/P       59  268               ON6SI/P      59  546
QSO: 7000  PH 2023-09-03 0822 DK0AU/P       59  269               LA9H/P       59  029
QSO: 7000  PH 2023-09-03 0825 DK0AU/P       59  270               DL0SN/P      59  630
QSO: 7000  PH 2023-09-03 0832 DK0AU/P       59  271               DK0MR/P      59  452
QSO: 7000  PH 2023-09-03 0834 DK0AU/P       59  272               DF0A/P       59  429
QSO: 28000 PH 2023-09-03 0856 DK0AU/P       59  273               IT9FRX       59  137
QSO: 21000 PH 2023-09-03 0939 DK0AU/P       59  274               CT7BJG       59  152
QSO: 21000 PH 2023-09-03 0942 DK0AU/P       59  275               EC5SP        59  113
QSO: 28000 PH 2023-09-03 0957 DK0AU/P       59  276               4X1VF        59  000
QSO: 14000 PH 2023-09-03 1004 DK0AU/P       59  277               AO1IRR       59  000
QSO: 14000 PH 2023-09-03 1007 DK0AU/P       59  278               IW0SAG       59  212
QSO: 14000 PH 2023-09-03 1010 DK0AU/P       59  279               OH4D/P       59  421
QSO: 14000 PH 2023-09-03 1016 DK0AU/P       59  280               EA3HJO/P     59  440
QSO: 14000 PH 2023-09-03 1022 DK0AU/P       59  281               IZ1DGG/P     59  505
QSO: 14000 PH 2023-09-03 1033 DK0AU/P       59  282               M0DX/P       59  419
QSO: 21000 PH 2023-09-03 1045 DK0AU/P       59  283               IZ7FLP       59  653
QSO: 21000 PH 2023-09-03 1051 DK0AU/P       59  284               5B4NC/P      59  505
QSO: 21000 PH 2023-09-03 1058 DK0AU/P       59  285               A44A         59  000
QSO: 28000 PH 2023-09-03 1106 DK0AU/P       59  286               PU2WDX       59  007
QSO: 14000 PH 2023-09-03 1132 DK0AU/P       59  287               IZ1DGG       59  535
QSO: 14000 PH 2023-09-03 1134 DK0AU/P       59  288               EG2SDC       59  000
QSO: 14000 PH 2023-09-03 1141 DK0AU/P       59  289               IT9FRX       59  248
QSO: 14000 PH 2023-09-03 1150 DK0AU/P       59  290               CT7BJG       59  248
QSO: 14000 PH 2023-09-03 1155 DK0AU/P       59  291               SX2IMA/P     59  588
QSO: 14000 PH 2023-09-03 1157 DK0AU/P       59  292               R8TT         59  000
QSO: 7000  PH 2023-09-03 1205 DK0AU/P       59  293               ON4OS/P      59  536
QSO: 7000  PH 2023-09-03 1207 DK0AU/P       59  294               DF0SX/P      59  312
QSO: 7000  PH 2023-09-03 1209 DK0AU/P       59  295               DK0F/P       59  391
QSO: 7000  PH 2023-09-03 1211 DK0AU/P       59  296               DK2R/P       59  586
QSO: 7000  PH 2023-09-03 1216 DK0AU/P       59  297               OE/IN3JB/P   59  000
QSO: 7000  PH 2023-09-03 1217 DK0AU/P       59  298               DF0AS/P      59  356
QSO: 7000  PH 2023-09-03 1218 DK0AU/P       59  299               DL0GE/P      59  464
QSO: 7000  PH 2023-09-03 1220 DK0AU/P       59  300               DL0ZA/P      59  380
QSO: 7000  PH 2023-09-03 1222 DK0AU/P       59  301               ON4CPN/P     59  528
QSO: 7000  PH 2023-09-03 1223 DK0AU/P       59  302               DK0BM/P      59  355
