START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: EUHFC
CALLSIGN: UA1AJ
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: UA1AJ
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for EUHFC EUHFC/2017.
QSO: 14019 CW 2017-08-05 1200 UA1AJ         59 66 UA6LCN        59 73
QSO: 14028 CW 2017-08-05 1456 UA1AJ         599 66 F8DFP         599 01
QSO: 14015 CW 2017-08-05 1502 UA1AJ         599 66 DL1NEO        599 93
QSO: 14013 CW 2017-08-05 1503 UA1AJ         599 66 PA0VAJ        599 73
QSO: 14036 CW 2017-08-05 1507 UA1AJ         599 66 YT7A          599 84
QSO: 14023 CW 2017-08-05 1509 UA1AJ         599 66 RA7A          599 72
QSO: 21015 CW 2017-08-05 1541 UA1AJ         599 66 UR1I          599 73
QSO: 21028 CW 2017-08-05 1543 UA1AJ         599 66 RL4A          599 81
QSO: 21020 CW 2017-08-05 1545 UA1AJ         599 66 RA7A          599 72
QSO: 21027 CW 2017-08-05 1548 UA1AJ         599 66 UR7GO         599 71
QSO: 21021 CW 2017-08-05 1550 UA1AJ         599 66 R7AW          599 80
QSO: 21017 CW 2017-08-05 1551 UA1AJ         599 66 UW2M          599 84
QSO: 21009 CW 2017-08-05 1554 UA1AJ         599 66 UW1M          599 72
QSO: 21033 CW 2017-08-05 1555 UA1AJ         599 66 R7MM          599 68
QSO: 21031 CW 2017-08-05 1557 UA1AJ         599 66 UY7C          599 99
QSO: 21028 CW 2017-08-05 1600 UA1AJ         599 66 S58K          599 79
QSO: 14027 CW 2017-08-05 1612 UA1AJ         599 66 R3KM          599 70
QSO: 14005 CW 2017-08-05 1615 UA1AJ         599 66 RA3SI         599 82
QSO: 14038 CW 2017-08-05 1627 UA1AJ         599 66 G4IIY         599 79
QSO: 21009 CW 2017-08-05 1632 UA1AJ         599 66 RL4F          599 86
QSO: 21020 CW 2017-08-05 1634 UA1AJ         599 66 DK3QZ         599 99
QSO: 21031 CW 2017-08-05 1635 UA1AJ         599 66 DF0WRTC       599 78
QSO: 21023 CW 2017-08-05 1637 UA1AJ         599 66 RK4FD         599 79
QSO: 14022 CW 2017-08-05 1641 UA1AJ         599 66 YT4W          599 76
QSO: 14024 CW 2017-08-05 1642 UA1AJ         599 66 EA5YU         599 72
QSO: 14029 CW 2017-08-05 1714 UA1AJ         599 66 EI5KF         599 11
QSO: 14015 CW 2017-08-05 1718 UA1AJ         599 66 EA5HT         599 89
QSO: 14048 CW 2017-08-05 1722 UA1AJ         599 66 SN7O          599 75
QSO: 14045 CW 2017-08-05 1727 UA1AJ         599 66 MW5R          599 88
QSO: 14021 CW 2017-08-05 1729 UA1AJ         599 66 YO4DW         599 83
QSO: 14012 CW 2017-08-05 1732 UA1AJ         599 66 UA6J          599 85
QSO: 14037 CW 2017-08-05 1739 UA1AJ         599 66 YR8D          599 06
QSO: 14010 CW 2017-08-05 1742 UA1AJ         599 66 SP4W          599 77
QSO: 14024 CW 2017-08-05 1745 UA1AJ         599 66 S59ACP        599 80
QSO: 14023 CW 2017-08-05 1746 UA1AJ         599 66 YT2AAA        599 07
QSO:  7029 CW 2017-08-05 1802 UA1AJ         599 66 EW1I          599 90
QSO: 14040 CW 2017-08-05 1808 UA1AJ         599 66 S57XX         599 79
QSO: 14040 CW 2017-08-05 1809 UA1AJ         599 66 DL2SWW        599 71
QSO: 14016 CW 2017-08-05 1911 UA1AJ         599 66 M7K           599 14
QSO: 14014 CW 2017-08-05 1914 UA1AJ         599 66 S52ZW         599 80
QSO: 14000 CW 2017-08-05 1915 UA1AJ         599 66 R6CC          599 81
QSO: 14041 CW 2017-08-05 1917 UA1AJ         599 66 IK8UND        599 93
QSO: 14037 CW 2017-08-05 1918 UA1AJ         599 66 IK2AHB        599 82
QSO: 14000 CW 2017-08-05 1924 UA1AJ         599 66 ON5WL         599 64
QSO: 14025 CW 2017-08-05 1926 UA1AJ         599 66 F1AKK         599 95
QSO: 14000 CW 2017-08-05 1939 UA1AJ         599 66 G3LHJ         599 56
QSO: 14029 CW 2017-08-05 1945 UA1AJ         599 66 DL2CC         599 83
END-OF-LOG:
