START-OF-LOG:  V2.0
CREATED-BY:    SD V12.05 and SDCHECK V12.05
CONTEST:       CQ-WW-CW
CALLSIGN:      EI5JP
CATEGORY:      SINGLE-OP ALL LOW
CLAIMED-SCORE: 27577
NAME:          Rob Hammond
OPERATORS:     EI5JP
SOAPBOX:       Very enjoyable  just wish I had more time to operate
QSO:  3511 CW 2005-11-27 2017 EI5JP         599 14     DJ9DZ         599 14                    
QSO:  3510 CW 2005-11-27 2017 EI5JP         599 14     OH6XX         599 15                    
QSO:  3504 CW 2005-11-27 2019 EI5JP         599 14     S50C          599 15                    
QSO:  3565 CW 2005-11-27 2024 EI5JP         599 14     RW4PLE        599 16                    
QSO:  3563 CW 2005-11-27 2025 EI5JP         599 14     IW8DX         599 15                    
QSO:  3558 CW 2005-11-27 2027 EI5JP         599 14     IK2AOO        599 15                    
QSO:  3557 CW 2005-11-27 2028 EI5JP         599 14     G3TXF         599 14                    
QSO:  3547 CW 2005-11-27 2029 EI5JP         599 14     HB9CRV        599 14                    
QSO:  3544 CW 2005-11-27 2029 EI5JP         599 14     OM0M          599 15                    
QSO:  3535 CW 2005-11-27 2031 EI5JP         599 14     9A7A          599 15                    
QSO:  3529 CW 2005-11-27 2032 EI5JP         599 14     EI7M          599 14                    
QSO:  3524 CW 2005-11-27 2045 EI5JP         599 14     LY7Z          599 15                    
QSO:  3521 CW 2005-11-27 2046 EI5JP         599 14     RU1A          599 16                    
QSO:  3517 CW 2005-11-27 2048 EI5JP         599 14     OL7R          599 15                    
QSO:  3511 CW 2005-11-27 2050 EI5JP         599 14     SQ6Z          599 15                    
QSO:  7002 CW 2005-11-27 2051 EI5JP         599 14     KT1V          599 05                    
QSO:  7002 CW 2005-11-27 2052 EI5JP         599 14     K1TTT         599 05                    
QSO:  7006 CW 2005-11-27 2054 EI5JP         599 14     DQ0Q          599 14                    
QSO:  7007 CW 2005-11-27 2055 EI5JP         599 14     RW2F          599 15                    
QSO:  7009 CW 2005-11-27 2055 EI5JP         599 14     DL0CS         599 14                    
QSO:  7012 CW 2005-11-27 2057 EI5JP         599 14     RW3WWW        599 16                    
QSO:  7013 CW 2005-11-27 2058 EI5JP         599 14     M2T           599 14                    
QSO:  7049 CW 2005-11-27 2220 EI5JP         599 14     F6KHM         599 14                    
QSO:  7046 CW 2005-11-27 2220 EI5JP         599 14     K0TV          599 05                    
QSO:  7043 CW 2005-11-27 2221 EI5JP         599 14     8Q7DV         599 22                    
QSO:  7091 CW 2005-11-27 2224 EI5JP         599 14     K0EJ          599 04                    
QSO:  7087 CW 2005-11-27 2225 EI5JP         599 14     II1H          599 15                    
QSO:  7084 CW 2005-11-27 2226 EI5JP         599 14     AA1ON         599 05                    
QSO:  7083 CW 2005-11-27 2227 EI5JP         599 14     W3LPL         599 05                    
QSO:  7079 CW 2005-11-27 2228 EI5JP         599 14     PJ2T          599 09                    
QSO:  7076 CW 2005-11-27 2228 EI5JP         599 14     Z37M          599 15                    
QSO:  7069 CW 2005-11-27 2238 EI5JP         599 14     CT8T          599 14                    
QSO:  7066 CW 2005-11-27 2238 EI5JP         599 14     WP2Z          599 08                    
QSO:  7060 CW 2005-11-27 2240 EI5JP         599 14     YU1LA         599 15                    
QSO:  7052 CW 2005-11-27 2241 EI5JP         599 14     LZ9W          599 20                    
QSO:  7047 CW 2005-11-27 2242 EI5JP         599 14     YU7KW         599 15                    
QSO:  7045 CW 2005-11-27 2242 EI5JP         599 14     S53O          599 15                    
QSO:  7041 CW 2005-11-27 2243 EI5JP         599 14     RN4AD         599 16                    
QSO:  3501 CW 2005-11-27 2245 EI5JP         599 14     DL7ON         599 14                    
QSO:  3504 CW 2005-11-27 2245 EI5JP         599 14     OH0E          599 15                    
QSO:  3505 CW 2005-11-27 2246 EI5JP         599 14     IU1A          599 15                    
QSO:  3512 CW 2005-11-27 2248 EI5JP         599 14     SN3A          599 15                    
QSO:  3517 CW 2005-11-27 2249 EI5JP         599 14     KC1XX         599 05                    
QSO:  3520 CW 2005-11-27 2250 EI5JP         599 14     GM3MUX        599 14                    
QSO:  3522 CW 2005-11-27 2251 EI5JP         599 14     9A9A          599 15                    
QSO:  3528 CW 2005-11-27 2253 EI5JP         599 14     UW8M          599 16                    
QSO:  3530 CW 2005-11-27 2254 EI5JP         599 14     DD4B          599 14                    
QSO:  3533 CW 2005-11-27 2255 EI5JP         599 14     OH4A          599 15                    
QSO:  3534 CW 2005-11-27 2256 EI5JP         599 14     G4BJM         599 14                    
QSO:  3535 CW 2005-11-27 2257 EI5JP         599 14     EA6IB         599 14                    
QSO:  3535 CW 2005-11-27 2258 EI5JP         599 14     G4IIY         599 14                    
QSO:  3542 CW 2005-11-27 2259 EI5JP         599 14     RO4M          599 16                    
QSO:  3544 CW 2005-11-27 2300 EI5JP         599 14     DL0CS         599 14                    
QSO:  3546 CW 2005-11-27 2300 EI5JP         599 14     IS0N          599 15                    
QSO:  3550 CW 2005-11-27 2302 EI5JP         599 14     RZ3AXX        599 16                    
QSO:  7090 CW 2005-11-27 2304 EI5JP         599 14     CT6A          599 14                    
QSO:  7086 CW 2005-11-27 2306 EI5JP         599 14     YO2LE         599 20                    
QSO:  7077 CW 2005-11-27 2307 EI5JP         599 14     S58P          599 15                    
QSO:  7062 CW 2005-11-27 2308 EI5JP         599 14     S59N          599 15                    
QSO:  7058 CW 2005-11-27 2310 EI5JP         599 14     EW8EW         599 16                    
QSO:  7056 CW 2005-11-27 2310 EI5JP         599 14     S58M          599 15                    
QSO:  7050 CW 2005-11-27 2311 EI5JP         599 14     LZ5A          599 20                    
QSO:  7049 CW 2005-11-27 2312 EI5JP         599 14     9A1P          599 15                    
QSO:  7041 CW 2005-11-27 2313 EI5JP         599 14     IR4M          599 15                    
QSO:  7036 CW 2005-11-27 2314 EI5JP         599 14     IH9P          599 33                    
QSO:  7033 CW 2005-11-27 2315 EI5JP         599 14     RZ6AZZ        599 16                    
QSO:  7028 CW 2005-11-27 2316 EI5JP         599 14     N2MF          599 05                    
QSO:  7022 CW 2005-11-27 2317 EI5JP         599 14     YT6A          599 15                    
QSO:  7020 CW 2005-11-27 2318 EI5JP         599 14     OM7M          599 15                    
QSO:  7015 CW 2005-11-27 2319 EI5JP         599 14     YZ5C          599 15                    
QSO:  7013 CW 2005-11-27 2320 EI5JP         599 14     HA8DU         599 15                    
QSO:  7010 CW 2005-11-27 2321 EI5JP         599 14     RF3A          599 16                    
QSO:  7007 CW 2005-11-27 2322 EI5JP         599 14     S56X          599 15                    
QSO:  7000 CW 2005-11-27 2323 EI5JP         599 14     K4XS          599 05                    
END-OF-LOG: 
