START-OF-LOG: 2.3
CREATED-BY: TR Log POST Version 6.80
CALLSIGN: K4RO
CONTEST: CQ-WW-CW
ARRL-SECTION: TN
CATEGORY: SINGLE-OP ALL HIGH CW
CLAIMED-SCORE: 1901178
CLUB: Tennessee Contest Group
NAME: Kirk Pickering
OPERATORS: K4RO
SOAPBOX: Thanks to all of the DX stations for getting on.
QSO: 14000 CW 2005-11-26 0100 K4RO          599 04     6Y3R          599 08
QSO:  7000 CW 2005-11-26 0100 K4RO          599 04     AB9KZ         599 04
QSO: 14000 CW 2005-11-26 0101 K4RO          599 04     PJ2T          599 09
QSO: 14000 CW 2005-11-26 0102 K4RO          599 04     KP2TM         599 08
QSO:  7000 CW 2005-11-26 0103 K4RO          599 04     DF3CB         599 14
QSO: 14000 CW 2005-11-26 0104 K4RO          599 04     VC3O          599 04
QSO: 14000 CW 2005-11-26 0105 K4RO          599 04     LR2F          599 13
QSO:  7000 CW 2005-11-26 0105 K4RO          599 04     KO1H          599 05
QSO:  7000 CW 2005-11-26 0105 K4RO          599 04     VE3RZ         599 04
QSO:  7000 CW 2005-11-26 0105 K4RO          599 04     W1FM          599 05
QSO:  3500 CW 2005-11-26 0108 K4RO          599 04     PJ2T          599 09
QSO:  3500 CW 2005-11-26 0109 K4RO          599 04     S53XX         599 15
QSO:  3500 CW 2005-11-26 0111 K4RO          599 04     VE3NZ         599 04
QSO:  3500 CW 2005-11-26 0112 K4RO          599 04     PA3AV         599 14
QSO:  3500 CW 2005-11-26 0116 K4RO          599 04     VY2TT         599 05
QSO:  3500 CW 2005-11-26 0121 K4RO          599 04     CU3AA         599 14
QSO:  3500 CW 2005-11-26 0122 K4RO          599 04     HA8MD         599 15
QSO:  3500 CW 2005-11-26 0123 K4RO          599 04     ZB2X          599 14
QSO:  3500 CW 2005-11-26 0125 K4RO          599 04     EA6IB         599 14
QSO:  3500 CW 2005-11-26 0130 K4RO          599 04     6Y3R          599 08
QSO:  3500 CW 2005-11-26 0131 K4RO          599 04     VE3DZ         599 04
QSO:  3500 CW 2005-11-26 0132 K4RO          599 04     S50OC         599 15
QSO:  3500 CW 2005-11-26 0132 K4RO          599 04     OT5L          599 14
QSO:  3500 CW 2005-11-26 0134 K4RO          599 04     9A9A          599 15
QSO:  3500 CW 2005-11-26 0135 K4RO          599 04     FP/K8DD       599 05
QSO:  3500 CW 2005-11-26 0135 K4RO          599 04     VA3NR         599 04
QSO:  3500 CW 2005-11-26 0137 K4RO          599 04     SP8BRQ        599 15
QSO:  3500 CW 2005-11-26 0138 K4RO          599 04     DQ0Q          599 14
QSO:  3500 CW 2005-11-26 0140 K4RO          599 04     TM4Q          599 14
QSO:  3500 CW 2005-11-26 0143 K4RO          599 04     DP4T          599 14
QSO:  3500 CW 2005-11-26 0144 K4RO          599 04     PR7AA         599 11
QSO:  3500 CW 2005-11-26 0146 K4RO          599 04     C6AQQ         599 08
QSO:  3500 CW 2005-11-26 0147 K4RO          599 04     FM5BH         599 08
QSO:  3500 CW 2005-11-26 0147 K4RO          599 04     VE1OP         599 05
QSO:  3500 CW 2005-11-26 0148 K4RO          599 04     DF0CG         599 14
QSO:  3500 CW 2005-11-26 0149 K4RO          599 04     YT2T          599 15
QSO:  3500 CW 2005-11-26 0151 K4RO          599 04     HA9RT         599 15
QSO:  3500 CW 2005-11-26 0151 K4RO          599 04     DQ4W          599 14
QSO:  3500 CW 2005-11-26 0154 K4RO          599 04     GU4YOX        599 14
QSO:  3500 CW 2005-11-26 0156 K4RO          599 04     5B/AJ2O       599 20
QSO:  1800 CW 2005-11-26 0202 K4RO          599 04     VE3DO         599 04
QSO:  1800 CW 2005-11-26 0202 K4RO          599 04     VY2ZM         599 05
QSO:  1800 CW 2005-11-26 0205 K4RO          599 04     HC8N          599 10
QSO:  1800 CW 2005-11-26 0210 K4RO          599 04     VP5W          599 08
QSO:  1800 CW 2005-11-26 0211 K4RO          599 04     VE3OSZ        599 04
QSO:  1800 CW 2005-11-26 0216 K4RO          599 04     VP9I          599 05
QSO:  7000 CW 2005-11-26 0221 K4RO          599 04     PY7GK         599 11
QSO:  7000 CW 2005-11-26 0223 K4RO          599 04     XE2AC         599 06
QSO:  7000 CW 2005-11-26 0224 K4RO          599 04     PY7ZY         599 11
QSO:  7000 CW 2005-11-26 0224 K4RO          599 04     CT3KN         599 33
QSO:  7000 CW 2005-11-26 0226 K4RO          599 04     VA3QP         599 04
QSO:  7000 CW 2005-11-26 0228 K4RO          599 04     9Y4AA         599 09
QSO:  7000 CW 2005-11-26 0229 K4RO          599 04     IR4M          599 15
QSO:  7000 CW 2005-11-26 0229 K4RO          599 04     IU2R          599 15
QSO:  7000 CW 2005-11-26 0231 K4RO          599 04     PP1CZ         599 11
QSO:  7000 CW 2005-11-26 0231 K4RO          599 04     LR2F          599 13
QSO:  7000 CW 2005-11-26 0233 K4RO          599 04     PZ5C          599 09
QSO:  7000 CW 2005-11-26 0234 K4RO          599 04     KH7X          599 31
QSO:  7000 CW 2005-11-26 0237 K4RO          599 04     V26K          599 08
QSO:  7000 CW 2005-11-26 0238 K4RO          599 04     TI5N          599 07
QSO:  7000 CW 2005-11-26 0241 K4RO          599 04     ER4DX         599 16
QSO:  7000 CW 2005-11-26 0241 K4RO          599 04     PX8C          599 11
QSO:  7000 CW 2005-11-26 0247 K4RO          599 04     ZF1A          599 08
QSO:  7000 CW 2005-11-26 0248 K4RO          599 04     VP2E          599 08
QSO:  7000 CW 2005-11-26 0248 K4RO          599 04     VE6WQ         599 04
QSO:  7000 CW 2005-11-26 0249 K4RO          599 04     LX6T          599 14
QSO:  7000 CW 2005-11-26 0250 K4RO          599 04     EA8ZS         599 33
QSO:  7000 CW 2005-11-26 0251 K4RO          599 04     CT8T          599 14
QSO:  7000 CW 2005-11-26 0252 K4RO          599 04     EA6IB         599 14
QSO:  7000 CW 2005-11-26 0253 K4RO          599 04     9A1P          599 15
QSO:  7000 CW 2005-11-26 0253 K4RO          599 04     OL7R          599 15
QSO:  7000 CW 2005-11-26 0254 K4RO          599 04     DF0CG         599 14
QSO:  7000 CW 2005-11-26 0254 K4RO          599 04     KP3Z          599 08
QSO:  7000 CW 2005-11-26 0256 K4RO          599 04     ZD8A          599 36
QSO:  7000 CW 2005-11-26 0256 K4RO          599 04     S52OP         599 15
QSO:  7000 CW 2005-11-26 0258 K4RO          599 04     YU7KW         599 15
QSO:  7000 CW 2005-11-26 0259 K4RO          599 04     9A8M          599 15
QSO:  7000 CW 2005-11-26 0300 K4RO          599 04     DF0CI         599 14
QSO:  7000 CW 2005-11-26 0301 K4RO          599 04     WP2Z          599 08
QSO:  7000 CW 2005-11-26 0302 K4RO          599 04     F6ARC         599 14
QSO:  7000 CW 2005-11-26 0306 K4RO          599 04     SV1RP         599 20
QSO:  7000 CW 2005-11-26 0308 K4RO          599 04     FP/K8DD       599 08
QSO:  7000 CW 2005-11-26 0311 K4RO          599 04     6W1RW         599 35
QSO:  7000 CW 2005-11-26 0315 K4RO          599 04     6Y7A          599 08
QSO:  7000 CW 2005-11-26 0316 K4RO          599 04     UW9I          599 16
QSO:  7000 CW 2005-11-26 0316 K4RO          599 04     HA8A          599 15
QSO:  7000 CW 2005-11-26 0318 K4RO          599 04     LZ9W          599 20
QSO:  7000 CW 2005-11-26 0319 K4RO          599 04     TZ5A          599 35
QSO:  7000 CW 2005-11-26 0320 K4RO          599 04     HC8N          599 10
QSO:  7000 CW 2005-11-26 0320 K4RO          599 04     PS2T          599 11
QSO:  7000 CW 2005-11-26 0321 K4RO          599 04     DR5Z          599 14
QSO:  7000 CW 2005-11-26 0322 K4RO          599 04     5J1W          599 09
QSO:  7000 CW 2005-11-26 0323 K4RO          599 04     IR2A          599 15
QSO:  7000 CW 2005-11-26 0324 K4RO          599 04     VP9I          599 05
QSO:  7000 CW 2005-11-26 0325 K4RO          599 04     EA8ASJ        599 33
QSO:  7000 CW 2005-11-26 0326 K4RO          599 04     IH9P          599 33
QSO:  7000 CW 2005-11-26 0327 K4RO          599 04     EA3AKY        599 14
QSO:  7000 CW 2005-11-26 0329 K4RO          599 04     VP5W          599 08
QSO:  7000 CW 2005-11-26 0330 K4RO          599 04     IR4X          599 15
QSO:  7000 CW 2005-11-26 0332 K4RO          599 04     XE1MM         599 06
QSO:  7000 CW 2005-11-26 0341 K4RO          599 04     3V5A          599 33
QSO:  7000 CW 2005-11-26 0342 K4RO          599 04     KP2/K3MD      599 08
QSO:  7000 CW 2005-11-26 0343 K4RO          599 04     ZY7C          599 11
QSO:  7000 CW 2005-11-26 0344 K4RO          599 04     CO6LPB        599 08
QSO:  7000 CW 2005-11-26 0345 K4RO          599 04     YT9A          599 15
QSO:  7000 CW 2005-11-26 0347 K4RO          599 04     G8D           599 14
QSO:  7000 CW 2005-11-26 0349 K4RO          599 04     N6RO          599 03
QSO:  7000 CW 2005-11-26 0350 K4RO          599 04     YT6A          599 15
QSO:  7000 CW 2005-11-26 0350 K4RO          599 04     KP2TM         599 08
QSO:  7000 CW 2005-11-26 0351 K4RO          599 04     EA8/OH4NL     599 33
QSO:  7000 CW 2005-11-26 0352 K4RO          599 04     VE7GL         599 03
QSO:  7000 CW 2005-11-26 0352 K4RO          599 04     DQ4W          599 14
QSO:  7000 CW 2005-11-26 0359 K4RO          599 04     ZP0R          599 11
QSO:  7000 CW 2005-11-26 0400 K4RO          599 04     EA8PP         599 33
QSO:  7000 CW 2005-11-26 0401 K4RO          599 04     EA8EW         599 33
QSO:  7000 CW 2005-11-26 0402 K4RO          599 04     EA7RCT        599 14
QSO:  7000 CW 2005-11-26 0402 K4RO          599 04     EA5RS         599 14
QSO:  7000 CW 2005-11-26 0403 K4RO          599 04     C6AQQ         599 08
QSO:  7000 CW 2005-11-26 0404 K4RO          599 04     HA8DU         599 15
QSO:  3500 CW 2005-11-26 0406 K4RO          599 04     HC8N          599 10
QSO:  3500 CW 2005-11-26 0408 K4RO          599 04     DL2F          599 14
QSO:  1800 CW 2005-11-26 0408 K4RO          599 04     S57M          599 15
QSO:  1800 CW 2005-11-26 0410 K4RO          599 04     LY2IJ         599 15
QSO:  1800 CW 2005-11-26 0410 K4RO          599 04     YL2KO         599 15
QSO:  1800 CW 2005-11-26 0412 K4RO          599 04     OY9JD         599 14
QSO:  1800 CW 2005-11-26 0417 K4RO          599 04     GM0F          599 14
QSO:  1800 CW 2005-11-26 0422 K4RO          599 04     OE2G          599 15
QSO:  1800 CW 2005-11-26 0423 K4RO          599 04     VE3RM         599 04
QSO:  1800 CW 2005-11-26 0428 K4RO          599 04     YW4D          599 09
QSO:  1800 CW 2005-11-26 0428 K4RO          599 04     S58A          599 15
QSO:  1800 CW 2005-11-26 0430 K4RO          599 04     KP3Z          599 08
QSO:  1800 CW 2005-11-26 0431 K4RO          599 04     C6AQQ         599 08
QSO:  1800 CW 2005-11-26 0433 K4RO          599 04     SO2R          599 15
QSO:  1800 CW 2005-11-26 0434 K4RO          599 04     SN7Q          599 15
QSO:  1800 CW 2005-11-26 0436 K4RO          599 04     SP3HRN        599 15
QSO:  1800 CW 2005-11-26 0437 K4RO          599 04     SP3BQ         599 15
QSO:  1800 CW 2005-11-26 0439 K4RO          599 04     F6KHM         599 14
QSO:  1800 CW 2005-11-26 0440 K4RO          599 04     HA8BE         599 15
QSO:  1800 CW 2005-11-26 0441 K4RO          599 04     VE3EY         599 04
QSO:  1800 CW 2005-11-26 0443 K4RO          599 04     KV4FZ         599 08
QSO:  1800 CW 2005-11-26 0444 K4RO          599 04     VA3NR         599 04
QSO:  1800 CW 2005-11-26 0445 K4RO          599 04     VE3MGY        599 04
QSO:  1800 CW 2005-11-26 0446 K4RO          599 04     PJ2T          599 09
QSO:  1800 CW 2005-11-26 0449 K4RO          599 04     S50U          599 15
QSO:  1800 CW 2005-11-26 0450 K4RO          599 04     VE3JM         599 04
QSO:  1800 CW 2005-11-26 0453 K4RO          599 04     VE3NE         599 04
QSO:  3500 CW 2005-11-26 0455 K4RO          599 04     P40W          599 09
QSO:  3500 CW 2005-11-26 0457 K4RO          599 04     EU1PA         599 16
QSO:  3500 CW 2005-11-26 0458 K4RO          599 04     OJ0B          599 15
QSO:  3500 CW 2005-11-26 0459 K4RO          599 04     DJ9DZ         599 14
QSO:  3500 CW 2005-11-26 0501 K4RO          599 04     DL2ZAE        599 14
QSO:  3500 CW 2005-11-26 0504 K4RO          599 04     OH0E          599 15
QSO:  3500 CW 2005-11-26 0507 K4RO          599 04     VO1AU         599 05
QSO:  3500 CW 2005-11-26 0508 K4RO          599 04     RU1A          599 16
QSO:  3500 CW 2005-11-26 0508 K4RO          599 04     S53F          599 15
QSO:  3500 CW 2005-11-26 0509 K4RO          599 04     KP2/K3MD      599 08
QSO:  3500 CW 2005-11-26 0511 K4RO          599 04     SP5KEH        599 15
QSO:  3500 CW 2005-11-26 0511 K4RO          599 04     HG8N          599 15
QSO:  3500 CW 2005-11-26 0512 K4RO          599 04     YO3APJ        599 20
QSO:  3500 CW 2005-11-26 0513 K4RO          599 04     LZ9W          599 20
QSO:  3500 CW 2005-11-26 0516 K4RO          599 04     EA8EW         599 33
QSO:  3500 CW 2005-11-26 0517 K4RO          599 04     DP9A          599 14
QSO:  3500 CW 2005-11-26 0519 K4RO          599 04     OL8R          599 15
QSO:  3500 CW 2005-11-26 0520 K4RO          599 04     CT8T          599 14
QSO:  3500 CW 2005-11-26 0521 K4RO          599 04     OH2BH         599 15
QSO:  3500 CW 2005-11-26 0523 K4RO          599 04     DK3QJ         599 14
QSO:  3500 CW 2005-11-26 0524 K4RO          599 04     HA80IARU      599 15
QSO:  3500 CW 2005-11-26 0526 K4RO          599 04     OE4A          599 15
QSO:  3500 CW 2005-11-26 0527 K4RO          599 04     GM3WUX        599 14
QSO:  3500 CW 2005-11-26 0528 K4RO          599 04     EW3LN         599 16
QSO:  3500 CW 2005-11-26 0528 K4RO          599 04     LY7M          599 15
QSO:  3500 CW 2005-11-26 0529 K4RO          599 04     OK4RQ         599 15
QSO:  3500 CW 2005-11-26 0530 K4RO          599 04     SK6M          599 14
QSO:  3500 CW 2005-11-26 0531 K4RO          599 04     DL0CS         599 14
QSO:  3500 CW 2005-11-26 0533 K4RO          599 04     Z37M          599 15
QSO:  3500 CW 2005-11-26 0533 K4RO          599 04     KP3Z          599 08
QSO:  3500 CW 2005-11-26 0534 K4RO          599 04     EA5FV         599 14
QSO:  3500 CW 2005-11-26 0535 K4RO          599 04     YT6A          599 15
QSO:  3500 CW 2005-11-26 0536 K4RO          599 04     GW3JXN        599 14
QSO:  3500 CW 2005-11-26 0538 K4RO          599 04     4M5Y          599 09
QSO:  3500 CW 2005-11-26 0539 K4RO          599 04     SN5M          599 15
QSO:  3500 CW 2005-11-26 0542 K4RO          599 04     ES5TV         599 15
QSO:  3500 CW 2005-11-26 0542 K4RO          599 04     YU1KR         599 15
QSO:  3500 CW 2005-11-26 0543 K4RO          599 04     LY7A          599 15
QSO:  3500 CW 2005-11-26 0544 K4RO          599 04     IH9P          599 33
QSO:  3500 CW 2005-11-26 0545 K4RO          599 04     WP2Z          599 08
QSO:  3500 CW 2005-11-26 0546 K4RO          599 04     6W1RW         599 35
QSO:  3500 CW 2005-11-26 0548 K4RO          599 04     G5W           599 14
QSO:  3500 CW 2005-11-26 0550 K4RO          599 04     S53O          599 15
QSO:  3500 CW 2005-11-26 0551 K4RO          599 04     IK2AOO        599 15
QSO:  3500 CW 2005-11-26 0551 K4RO          599 04     G0ORH         599 14
QSO:  3500 CW 2005-11-26 0552 K4RO          599 04     9A4W          599 15
QSO:  3500 CW 2005-11-26 0553 K4RO          599 04     G6PZ          599 14
QSO:  3500 CW 2005-11-26 0553 K4RO          599 04     VE7GL         599 03
QSO:  3500 CW 2005-11-26 0554 K4RO          599 04     ZB2X          599 14
QSO:  3500 CW 2005-11-26 0555 K4RO          599 04     VA7ST         599 03
QSO:  3500 CW 2005-11-26 0558 K4RO          599 04     8P5A          599 08
QSO:  3500 CW 2005-11-26 0559 K4RO          599 04     5J1W          599 09
QSO:  3500 CW 2005-11-26 0601 K4RO          599 04     G0WKW         599 14
QSO:  3500 CW 2005-11-26 0602 K4RO          599 04     OL7R          599 15
QSO:  3500 CW 2005-11-26 0603 K4RO          599 04     IR4X          599 15
QSO:  3500 CW 2005-11-26 0603 K4RO          599 04     9A7A          599 15
QSO:  3500 CW 2005-11-26 0607 K4RO          599 04     EI7M          599 14
QSO:  3500 CW 2005-11-26 0611 K4RO          599 04     GM4YXI        599 14
QSO:  3500 CW 2005-11-26 0612 K4RO          599 04     V26K          599 08
QSO:  3500 CW 2005-11-26 0612 K4RO          599 04     AF4OX         599 05
QSO:  3500 CW 2005-11-26 0614 K4RO          599 04     OH1F          599 15
QSO:  3500 CW 2005-11-26 0616 K4RO          599 04     TM2T          599 14
QSO:  3500 CW 2005-11-26 0616 K4RO          599 04     TM2Y          599 14
QSO:  3500 CW 2005-11-26 0617 K4RO          599 04     LY1DT         599 15
QSO:  3500 CW 2005-11-26 0618 K4RO          599 04     IK3SSO        599 15
QSO:  3500 CW 2005-11-26 0619 K4RO          599 04     SK6QW         599 14
QSO:  3500 CW 2005-11-26 0620 K4RO          599 04     LY2KN         599 15
QSO:  3500 CW 2005-11-26 0620 K4RO          599 04     S57DX         599 15
QSO:  3500 CW 2005-11-26 0620 K4RO          599 04     SP4MPB        599 15
QSO:  3500 CW 2005-11-26 0621 K4RO          599 04     YW4D          599 09
QSO:  3500 CW 2005-11-26 0623 K4RO          599 04     SN3A          599 15
QSO:  3500 CW 2005-11-26 0624 K4RO          599 04     G3CWW         599 14
QSO:  3500 CW 2005-11-26 0625 K4RO          599 04     WO2T          599 05
QSO:  3500 CW 2005-11-26 0625 K4RO          599 04     WA9FET        599 04
QSO:  3500 CW 2005-11-26 0626 K4RO          599 04     G3ORY         599 14
QSO:  3500 CW 2005-11-26 0626 K4RO          599 04     DJ6BQ         599 14
QSO:  3500 CW 2005-11-26 0627 K4RO          599 04     G3TXF         599 14
QSO:  3500 CW 2005-11-26 0629 K4RO          599 04     EW8DX         599 16
QSO:  3500 CW 2005-11-26 0634 K4RO          599 04     F6KHM         599 14
QSO:  3500 CW 2005-11-26 0636 K4RO          599 04     W9WI          599 04
QSO:  3500 CW 2005-11-26 0637 K4RO          599 04     WA7OJY        599 03
QSO:  3500 CW 2005-11-26 0637 K4RO          599 04     VE3XN         599 04
QSO:  3500 CW 2005-11-26 0638 K4RO          599 04     VA3DF         599 04
QSO:  3500 CW 2005-11-26 0639 K4RO          599 04     OK1QM         599 15
QSO:  1800 CW 2005-11-26 0640 K4RO          599 04     FP/K8DD       599 05
QSO:  1800 CW 2005-11-26 0646 K4RO          599 04     VP2E          599 08
QSO:  1800 CW 2005-11-26 0650 K4RO          599 04     XE2TG         599 06
QSO:  1800 CW 2005-11-26 0656 K4RO          599 04     VC3O          599 04
QSO:  1800 CW 2005-11-26 0658 K4RO          599 04     G5W           599 14
QSO:  1800 CW 2005-11-26 0702 K4RO          599 04     EI7M          599 14
QSO:  1800 CW 2005-11-26 0703 K4RO          599 04     P40L          599 09
QSO:  1800 CW 2005-11-26 0707 K4RO          599 04     VE3EJ         599 04
QSO:  1800 CW 2005-11-26 0711 K4RO          599 04     9Y4AA         599 09
QSO:  1800 CW 2005-11-26 0712 K4RO          599 04     VE3KP         599 04
QSO:  1800 CW 2005-11-26 0712 K4RO          599 04     6Y7A          599 08
QSO:  7000 CW 2005-11-26 0716 K4RO          599 04     DQ0Q          599 14
QSO:  3500 CW 2005-11-26 0718 K4RO          599 04     VE3EY         599 04
QSO:  3500 CW 2005-11-26 0720 K4RO          599 04     PV8AZ         599 11
QSO:  3500 CW 2005-11-26 0722 K4RO          599 04     P40A          599 09
QSO:  3500 CW 2005-11-26 0723 K4RO          599 04     EA8ZS         599 33
QSO:  3500 CW 2005-11-26 0725 K4RO          599 04     SK3W          599 14
QSO:  3500 CW 2005-11-26 0725 K4RO          599 04     VP5W          599 08
QSO:  3500 CW 2005-11-26 0727 K4RO          599 04     VC3O          599 04
QSO:  3500 CW 2005-11-26 0728 K4RO          599 04     HI3/SP9XCN    599 08
QSO:  3500 CW 2005-11-26 0730 K4RO          599 04     VA6ZZZ        599 04
QSO:  3500 CW 2005-11-26 0731 K4RO          599 04     VO1MP         599 05
QSO:  3500 CW 2005-11-26 0733 K4RO          599 04     GD6IA         599 14
QSO:  3500 CW 2005-11-26 0736 K4RO          599 04     VE3KP         599 04
QSO:  3500 CW 2005-11-26 0738 K4RO          599 04     VE1JF         599 05
QSO:  3500 CW 2005-11-26 0739 K4RO          599 04     6Y7A          599 08
QSO:  3500 CW 2005-11-26 0740 K4RO          599 04     VE3EJ         599 04
QSO:  3500 CW 2005-11-26 0742 K4RO          599 04     DK1BN         599 14
QSO:  3500 CW 2005-11-26 0742 K4RO          599 04     TM6X          599 14
QSO:  7000 CW 2005-11-26 0757 K4RO          599 04     TM4Q          599 14
QSO:  7000 CW 2005-11-26 0800 K4RO          599 04     SM7YEA        599 14
QSO:  1800 CW 2005-11-26 0803 K4RO          599 04     KR4OW         599 05
QSO:  1800 CW 2005-11-26 0806 K4RO          599 04     CU2A          599 14
QSO:  7000 CW 2005-11-26 0811 K4RO          599 04     JA5BJC        599 25
QSO:  7000 CW 2005-11-26 0815 K4RO          599 04     ON5KQ         599 14
QSO:  7000 CW 2005-11-26 0815 K4RO          599 04     F5RRS         599 14
QSO:  7000 CW 2005-11-26 0816 K4RO          599 04     HA5A          599 15
QSO:  7000 CW 2005-11-26 0819 K4RO          599 04     HG7H          599 15
QSO:  7000 CW 2005-11-26 0821 K4RO          599 04     F6KHM         599 14
QSO:  7000 CW 2005-11-26 0821 K4RO          599 04     CO8LY         599 08
QSO:  7000 CW 2005-11-26 0821 K4RO          599 04     YW4D          599 09
QSO:  7000 CW 2005-11-26 0822 K4RO          599 04     LA5HE         599 14
QSO:  7000 CW 2005-11-26 0823 K4RO          599 04     LY7Z          599 15
QSO:  7000 CW 2005-11-26 0828 K4RO          599 04     OZ5E          599 14
QSO:  7000 CW 2005-11-26 0829 K4RO          599 04     P40W          599 09
QSO:  7000 CW 2005-11-26 0830 K4RO          599 04     VE3EY         599 04
QSO:  7000 CW 2005-11-26 0832 K4RO          599 04     8P5A          599 08
QSO:  7000 CW 2005-11-26 0834 K4RO          599 04     V31TM         599 07
QSO:  7000 CW 2005-11-26 0834 K4RO          599 04     PA4A          599 14
QSO:  7000 CW 2005-11-26 0836 K4RO          599 04     PJ4M          599 09
QSO:  7000 CW 2005-11-26 0838 K4RO          599 04     PJ2T          599 09
