START-OF-LOG: 2.0
CREATED-BY: N3FJP's CQ World Wide Log 2.4
CONTEST: CQ-WW-CW
CALLSIGN: W0EB
CATEGORY: SINGLE-OP-ASSISTED ALL 
CLAIMED-SCORE: 118125
OPERATORS: W0EB
CLUB: SOUTH HEARTLAND AMATEUR RADIO CONTESTING SOCIETY
NAME: AUBREY J. SHELDON
SOAPBOX: SPENT MORE TIME HUNTING NEW ONES 
SOAPBOX: THAN REAL CONTESTING BUT HAD LOTS OF FUN.
SOAPBOX: PICKED UP A WHOLE BUNCH OF NEW ONES FOR ME.
QSO: 21000 CW 2005-11-26 2245 W0EB    599 04     R1ANF      599 13
QSO: 14000 CW 2005-11-26 2251 W0EB    599 04     KL7WV      599 01
QSO: 14000 CW 2005-11-26 2308 W0EB    599 04     RA0ZD      599 19
QSO: 14000 CW 2005-11-26 2309 W0EB    599 04     HI9L       599 08
QSO: 14000 CW 2005-11-26 2310 W0EB    599 04     WP3C       599 08
QSO:  1800 CW 2005-11-26 2319 W0EB    599 04     KV4FZ      599 08
QSO: 14000 CW 2005-11-26 2336 W0EB    599 04     CW5T       599 13
QSO: 14000 CW 2005-11-26 2344 W0EB    599 04     KH6/VE7AHA 599 31
QSO:  3500 CW 2005-11-27 0107 W0EB    599 04     CN2R       599 33
QSO:  3500 CW 2005-11-27 0217 W0EB    599 04     5J1W       599 09
QSO:  1800 CW 2005-11-27 1305 W0EB    599 04     XE2TG      599 06
QSO: 14000 CW 2005-11-27 1322 W0EB    599 04     G6PZ       599 14
QSO: 14000 CW 2005-11-27 1324 W0EB    599 04     OE2S       599 15
QSO: 14000 CW 2005-11-27 1341 W0EB    599 04     S53M       599 15
QSO: 14000 CW 2005-11-27 1342 W0EB    599 04     YR7M       599 20
QSO: 14000 CW 2005-11-27 1343 W0EB    599 04     DL2DX      599 14
QSO: 14000 CW 2005-11-27 1346 W0EB    599 04     UU7J       599 16
QSO: 14000 CW 2005-11-27 1346 W0EB    599 04     OL8R       599 15
QSO: 14000 CW 2005-11-27 1347 W0EB    599 04     OE3GSA     599 15
QSO: 14000 CW 2005-11-27 1348 W0EB    599 04     RU1A       599 16
QSO: 14000 CW 2005-11-27 1400 W0EB    599 04     ES1A       599 15
QSO: 14000 CW 2005-11-27 1404 W0EB    599 04     DA0I       599 14
QSO: 14000 CW 2005-11-27 1406 W0EB    599 04     LZ9W       599 20
QSO: 14000 CW 2005-11-27 1407 W0EB    599 04     G3RAU      599 14
QSO: 14000 CW 2005-11-27 1409 W0EB    599 04     OL1C       599 15
QSO: 14000 CW 2005-11-27 1410 W0EB    599 04     S50A       599 15
QSO: 14000 CW 2005-11-27 1411 W0EB    599 04     HG8C       599 15
QSO: 14000 CW 2005-11-27 1412 W0EB    599 04     DL3YM      599 14
QSO: 14000 CW 2005-11-27 1413 W0EB    599 04     OH5B       599 15
QSO: 14000 CW 2005-11-27 1415 W0EB    599 04     LA3S       599 14
QSO: 14000 CW 2005-11-27 1416 W0EB    599 04     IR2A       599 15
QSO: 14000 CW 2005-11-27 1417 W0EB    599 04     G3TXF      599 14
QSO: 14000 CW 2005-11-27 1419 W0EB    599 04     R3R        599 16
QSO: 14000 CW 2005-11-27 1420 W0EB    599 04     G0WKW      599 14
QSO: 14000 CW 2005-11-27 1421 W0EB    599 04     DL0CS      599 14
QSO: 14000 CW 2005-11-27 1421 W0EB    599 04     S57DX      599 15
QSO: 14000 CW 2005-11-27 1422 W0EB    599 04     SN2K       599 15
QSO: 14000 CW 2005-11-27 1423 W0EB    599 04     LY7A       599 15
QSO: 14000 CW 2005-11-27 1424 W0EB    599 04     HG8N       599 15
QSO: 14000 CW 2005-11-27 1424 W0EB    599 04     M8C        599 14
QSO: 14000 CW 2005-11-27 1425 W0EB    599 04     OO5ZO      599 14
QSO: 14000 CW 2005-11-27 1425 W0EB    599 04     OH2RA      599 15
QSO: 14000 CW 2005-11-27 1426 W0EB    599 04     DF3CB      599 14
QSO: 14000 CW 2005-11-27 1428 W0EB    599 04     OT5L       599 14
QSO: 14000 CW 2005-11-27 1429 W0EB    599 04     9A5K       599 15
QSO: 14000 CW 2005-11-27 1430 W0EB    599 04     G8D        599 14
QSO: 14000 CW 2005-11-27 1432 W0EB    599 04     HG4I       599 15
QSO: 14000 CW 2005-11-27 1433 W0EB    599 04     SN6F       599 15
QSO: 14000 CW 2005-11-27 1434 W0EB    599 04     ER4DX      599 16
QSO: 14000 CW 2005-11-27 1435 W0EB    599 04     YO6BHN     599 20
QSO: 14000 CW 2005-11-27 1436 W0EB    599 04     RZ6AZZ     599 16
QSO: 14000 CW 2005-11-27 1439 W0EB    599 04     S50R       599 15
QSO: 14000 CW 2005-11-27 1440 W0EB    599 04     DJ5MW      599 14
QSO: 14000 CW 2005-11-27 1441 W0EB    599 04     RW2F       599 15
QSO: 14000 CW 2005-11-27 1442 W0EB    599 04     YZ5C       599 15
QSO: 14000 CW 2005-11-27 1443 W0EB    599 04     S59ABC     599 15
QSO: 14000 CW 2005-11-27 1444 W0EB    599 04     S57AL      599 15
QSO: 14000 CW 2005-11-27 1445 W0EB    599 04     YP3A       599 20
QSO: 14000 CW 2005-11-27 1446 W0EB    599 04     YT5A       599 15
QSO: 14000 CW 2005-11-27 1447 W0EB    599 04     DR4A       599 14
QSO: 14000 CW 2005-11-27 1447 W0EB    599 04     DK5QN      599 14
QSO: 14000 CW 2005-11-27 1449 W0EB    599 04     KP4KE      599 08
QSO: 14000 CW 2005-11-27 1450 W0EB    599 04     F5RRS      599 14
QSO: 14000 CW 2005-11-27 1451 W0EB    599 04     YT1W       599 15
QSO: 14000 CW 2005-11-27 1452 W0EB    599 04     HA3MQ      599 15
QSO: 14000 CW 2005-11-27 1455 W0EB    599 04     IK2SND     599 15
QSO: 14000 CW 2005-11-27 1457 W0EB    599 04     DL1LH      599 14
QSO: 14000 CW 2005-11-27 1459 W0EB    599 04     SM7YEA     599 14
QSO: 14000 CW 2005-11-27 1500 W0EB    599 04     MW5A       599 14
QSO: 14000 CW 2005-11-27 1500 W0EB    599 04     LZ1BJ      599 20
QSO: 14000 CW 2005-11-27 1503 W0EB    599 04     LY7Z       599 15
QSO: 14000 CW 2005-11-27 1504 W0EB    599 04     OH3JF      599 15
QSO: 14000 CW 2005-11-27 1535 W0EB    599 04     HB9EP      599 14
QSO: 14000 CW 2005-11-27 1536 W0EB    599 04     DK1MAX     599 14
QSO: 14000 CW 2005-11-27 1537 W0EB    599 04     IU2R       599 15
QSO: 14000 CW 2005-11-27 1540 W0EB    599 04     DL5CF      599 14
QSO: 14000 CW 2005-11-27 1541 W0EB    599 04     9A3B       599 15
QSO: 14000 CW 2005-11-27 1544 W0EB    599 04     DL1YD      599 14
QSO: 14000 CW 2005-11-27 1546 W0EB    599 04     LN8W       599 14
QSO: 14000 CW 2005-11-27 1549 W0EB    599 04     YL6W       599 15
QSO: 14000 CW 2005-11-27 1551 W0EB    599 04     IH9P       599 33
QSO: 14000 CW 2005-11-27 1552 W0EB    599 04     9A7A       599 15
QSO: 14000 CW 2005-11-27 1554 W0EB    599 04     PI4D       599 14
QSO: 14000 CW 2005-11-27 1555 W0EB    599 04     DH8VV      599 14
QSO: 14000 CW 2005-11-27 1556 W0EB    599 04     TM2T       599 14
QSO: 14000 CW 2005-11-27 1557 W0EB    599 04     HG1R       599 15
QSO: 21000 CW 2005-11-27 1602 W0EB    599 04     TI5X       599 07
QSO: 21000 CW 2005-11-27 1604 W0EB    599 04     F6KHM      599 14
QSO: 21000 CW 2005-11-27 1605 W0EB    599 04     G5W        599 14
QSO: 21000 CW 2005-11-27 1607 W0EB    599 04     MW5A       599 14
QSO: 21000 CW 2005-11-27 1611 W0EB    599 04     CT3EN      599 33
QSO: 21000 CW 2005-11-27 1613 W0EB    599 04     HC8N       599 10
QSO: 21000 CW 2005-11-27 1616 W0EB    599 04     C6AQQ      599 08
QSO: 21000 CW 2005-11-27 1617 W0EB    599 04     HJ1W       599 09
QSO: 21000 CW 2005-11-27 1618 W0EB    599 04     ZY7C       599 11
QSO: 21000 CW 2005-11-27 1621 W0EB    599 04     FP/K8DD    599 05
QSO: 21000 CW 2005-11-27 1627 W0EB    599 04     EA8NN      599 33
QSO: 21000 CW 2005-11-27 1633 W0EB    599 04     6W1RW      599 35
QSO: 21000 CW 2005-11-27 1640 W0EB    599 04     D44TD      599 35
QSO: 21000 CW 2005-11-27 1658 W0EB    599 04     EA8EW      599 33
QSO: 21000 CW 2005-11-27 1702 W0EB    599 04     8P5A       599 08
QSO: 21000 CW 2005-11-27 1707 W0EB    599 04     PJ4M       599 09
QSO: 21000 CW 2005-11-27 1709 W0EB    599 04     TI3M       599 07
QSO: 21000 CW 2005-11-27 1712 W0EB    599 04     OC4O       599 10
QSO: 21000 CW 2005-11-27 1714 W0EB    599 04     PJ2T       599 09
QSO: 28000 CW 2005-11-27 1717 W0EB    599 04     KP2TM      599 08
QSO: 28000 CW 2005-11-27 1722 W0EB    599 04     P40L       599 09
QSO: 14000 CW 2005-11-27 1740 W0EB    599 04     EA5FV      599 14
QSO: 14000 CW 2005-11-27 1748 W0EB    599 04     P43JB      599 09
QSO: 14000 CW 2005-11-27 1752 W0EB    599 04     OH6KN      599 15
QSO: 14000 CW 2005-11-27 1755 W0EB    599 04     EA2LU      599 14
QSO: 14000 CW 2005-11-27 1756 W0EB    599 04     IR4X       599 15
QSO: 14000 CW 2005-11-27 1758 W0EB    599 04     DP4T       599 14
QSO: 14000 CW 2005-11-27 1806 W0EB    599 04     GJ2A       599 14
QSO: 14000 CW 2005-11-27 1811 W0EB    599 04     UY5ZZ      599 16
QSO: 14000 CW 2005-11-27 1813 W0EB    599 04     OL5Q       599 15
QSO: 14000 CW 2005-11-27 1814 W0EB    599 04     DF0CG      599 14
QSO: 14000 CW 2005-11-27 1816 W0EB    599 04     LX7I       599 14
QSO: 14000 CW 2005-11-27 1818 W0EB    599 04     K7BG       599 04
QSO: 14000 CW 2005-11-27 1823 W0EB    599 04     OH7M       599 15
QSO: 14000 CW 2005-11-27 1844 W0EB    599 04     5Z1A       599 37
QSO: 14000 CW 2005-11-27 2106 W0EB    599 04     KP3Z       599 08
QSO: 14000 CW 2005-11-27 2106 W0EB    599 04     PS2T       599 11
QSO: 14000 CW 2005-11-27 2109 W0EB    599 04     ZS1EL      599 38
QSO: 14000 CW 2005-11-27 2118 W0EB    599 04     W6NV       599 03
QSO: 14000 CW 2005-11-27 2121 W0EB    599 04     YV5LIX     599 09
QSO: 14000 CW 2005-11-27 2122 W0EB    599 04     KP2TM      599 08
QSO: 21000 CW 2005-11-27 2130 W0EB    599 04     LT1F       599 13
QSO: 21000 CW 2005-11-27 2132 W0EB    599 04     PT5A       599 11
QSO: 21000 CW 2005-11-27 2133 W0EB    599 04     AY8A       599 13
QSO: 14000 CW 2005-11-27 2147 W0EB    599 04     NP2L       599 08
QSO: 14000 CW 2005-11-27 2148 W0EB    599 04     TI5A       599 07
QSO: 14000 CW 2005-11-27 2150 W0EB    599 04     ZY7C       599 11
QSO: 14000 CW 2005-11-27 2152 W0EB    599 04     P40W       599 09
QSO: 14000 CW 2005-11-27 2153 W0EB    599 04     TI3M       599 07
QSO: 14000 CW 2005-11-27 2154 W0EB    599 04     HI8RV      599 08
QSO: 14000 CW 2005-11-27 2224 W0EB    599 04     FG5BG      599 08
QSO: 14000 CW 2005-11-27 2228 W0EB    599 04     JH4UYB     599 25
QSO: 14000 CW 2005-11-27 2229 W0EB    599 04     C6AWS      599 08
QSO: 14000 CW 2005-11-27 2231 W0EB    599 04     YW4D       599 09
QSO: 14000 CW 2005-11-27 2238 W0EB    599 04     CX7BY      599 13
QSO: 14000 CW 2005-11-27 2239 W0EB    599 04     PP1CZ      599 11
QSO: 14000 CW 2005-11-27 2240 W0EB    599 04     XE1MM      599 06
QSO: 14000 CW 2005-11-27 2243 W0EB    599 04     P40A       599 09
QSO: 14000 CW 2005-11-27 2244 W0EB    599 04     6Y3R       599 08
QSO: 14000 CW 2005-11-27 2245 W0EB    599 04     VE5UA      599 04
QSO: 14000 CW 2005-11-27 2249 W0EB    599 04     5J1W       599 09
QSO: 14000 CW 2005-11-27 2251 W0EB    599 04     L73E       599 13
QSO: 14000 CW 2005-11-27 2254 W0EB    599 04     LU8XW      599 13
QSO: 14000 CW 2005-11-27 2256 W0EB    599 04     CX4SS      599 13
QSO: 14000 CW 2005-11-27 2257 W0EB    599 04     6Y7A       599 08
QSO: 14000 CW 2005-11-27 2258 W0EB    599 04     JA3YBK     599 25
QSO:  7000 CW 2005-11-27 2318 W0EB    599 04     P40L       599 09
QSO:  7000 CW 2005-11-27 2320 W0EB    599 04     IY4W       599 15
QSO:  7000 CW 2005-11-27 2321 W0EB    599 04     OM7M       599 15
QSO:  7000 CW 2005-11-27 2323 W0EB    599 04     F6ARC      599 14
QSO:  7000 CW 2005-11-27 2324 W0EB    599 04     CO6LPB     599 08
QSO:  7000 CW 2005-11-27 2324 W0EB    599 04     EA8EW      599 33
QSO:  7000 CW 2005-11-27 2326 W0EB    599 04     DQ4W       599 14
QSO:  7000 CW 2005-11-27 2333 W0EB    599 04     VE3NE      599 04
QSO:  7000 CW 2005-11-27 2339 W0EB    599 04     6Y7A       599 08
QSO:  7000 CW 2005-11-27 2345 W0EB    599 04     F6KHM      599 14
QSO:  7000 CW 2005-11-27 2346 W0EB    599 04     CT9A       599 33
QSO:  7000 CW 2005-11-27 2348 W0EB    599 04     K3STX      599 05
QSO:  7000 CW 2005-11-27 2348 W0EB    599 04     VE1JF      599 05
QSO:  7000 CW 2005-11-27 2350 W0EB    599 04     HA5A       599 15
QSO:  7000 CW 2005-11-27 2353 W0EB    599 04     DL0WW      599 14
QSO:  7000 CW 2005-11-27 2355 W0EB    599 04     N6WO       599 05
END-OF-LOG:
