START-OF-LOG: 3.0
CALLSIGN: W2MFT
CATEGORY-OVERLAY: TB-WIRES
CLAIMED-SCORE: 54810
CLUB: Western New York DX Association
CREATED-BY: RUMped by DL2RUM
NAME: Mark F. Tattenbaum, M.F.A.
SOAPBOX: Back on air after 15 years. I put up vertical antenna on 3/1
SOAPBOX: 9/2010. First QRP contest ever. It makes each contact "Rare
SOAPBOX: DX" The VK contact on 40 meters was amazing!. Will do better
QSO: 21000 PH 2010-03-27 1840 W2MFT         59     080 NN7ZZ         59     226 0
QSO: 21000 PH 2010-03-27 1902 W2MFT         59     081 VX6AO         59     809 0
QSO: 21000 PH 2010-03-27 1907 W2MFT         59     082 WK5T          59     908 0
QSO: 21000 PH 2010-03-27 1913 W2MFT         59     083 K7JE          59     335 0
QSO: 14000 PH 2010-03-27 1942 W2MFT         59     084 S52ZW         59     683 0
QSO: 14000 PH 2010-03-27 1946 W2MFT         59     085 KC2TFI        59     017 0
QSO: 14000 PH 2010-03-27 1950 W2MFT         59     086 E73M          59    1313 0
QSO:  7000 PH 2010-03-27 2009 W2MFT         59     087 VX3OI         59     922 0
QSO:  7000 PH 2010-03-27 2010 W2MFT         59     088 KD2RD         59     581 0
QSO:  7000 PH 2010-03-27 2013 W2MFT         59     089 VX3CX         59     966 0
QSO:  7000 PH 2010-03-27 2015 W2MFT         59     090 W2IRT         59     047 0
QSO:  7000 PH 2010-03-27 2018 W2MFT         59     091 WX3B          59     554 0
QSO:  7000 PH 2010-03-27 2026 W2MFT         59     092 NE1C          59     708 0
QSO:  7000 PH 2010-03-27 2028 W2MFT         59     093 AB3CX         59     972 0
QSO:  7000 PH 2010-03-27 2030 W2MFT         59     094 KG9G          59     398 0
QSO:  7000 PH 2010-03-27 2033 W2MFT         59     095 WK5X          59     225 0
QSO:  7000 PH 2010-03-27 2035 W2MFT         59     096 KG4W          59     351 0
QSO:  7000 PH 2010-03-27 2038 W2MFT         59     097 AD8J          59     069 0
QSO:  7000 PH 2010-03-27 2039 W2MFT         59     098 KX9DX         59     118 0
QSO:  7000 PH 2010-03-27 2041 W2MFT         59     099 KT3W          59     087 0
QSO:  7000 PH 2010-03-27 2052 W2MFT         59     100 N0MA          59     682 0
QSO:  7000 PH 2010-03-27 2103 W2MFT         59     101 K1ZR          59     295 0
QSO: 14000 PH 2010-03-27 2145 W2MFT         59     102 EE2W          59    1414 0
QSO: 14000 PH 2010-03-27 2158 W2MFT         59     103 DQ8N          59    1073 0
QSO: 14000 PH 2010-03-27 2159 W2MFT         59     104 TM7F          59    1363 0
QSO: 14000 PH 2010-03-27 2201 W2MFT         59     105 GW7X          59    2149 0
QSO: 14000 PH 2010-03-27 2203 W2MFT         59     106 ED1T          59     502 0
QSO: 14000 PH 2010-03-27 2205 W2MFT         59     107 PI4TUE        59    1067 0
QSO: 14000 PH 2010-03-27 2207 W2MFT         59     108 EF1W          59     677 0
QSO: 14000 PH 2010-03-27 2211 W2MFT         59     109 OQ4T          59     480 0
QSO: 14000 PH 2010-03-27 2219 W2MFT         59     110 M0XXT         59     462 0
QSO: 14000 PH 2010-03-27 2226 W2MFT         59     111 M6T           59     887 0
QSO: 14000 PH 2010-03-27 2230 W2MFT         59     112 TM1W          59     669 0
QSO: 14000 PH 2010-03-27 2231 W2MFT         59     113 PA6Z          59     888 0
QSO:  7000 PH 2010-03-28 0146 W2MFT         59     114 IR4X          59    1977 0
QSO:  7000 PH 2010-03-28 0153 W2MFT         59     115 NQ4I          59    1373 0
QSO:  7000 PH 2010-03-28 0203 W2MFT         59     116 K9CJ          59     371 0
QSO:  7000 PH 2010-03-28 0208 W2MFT         59     117 K4BP          59     653 0
QSO:  7000 PH 2010-03-28 0225 W2MFT         59     118 NR5M          59    2503 0
QSO:  7000 PH 2010-03-28 0258 W2MFT         59     119 N7TT          59    1722 0
QSO:  7000 PH 2010-03-28 0305 W2MFT         59     120 WB9Z          59    2258 0
QSO:  7000 PH 2010-03-28 0316 W2MFT         59     121 CR3A          59     891 0
QSO:  7000 PH 2010-03-28 0324 W2MFT         59     122 K4JTT         59     423 0
QSO:  7000 PH 2010-03-28 0326 W2MFT         59     123 NR3X          59     270 0
QSO:  7000 PH 2010-03-28 0343 W2MFT         59     124 KI4TZU        59     203 0
QSO:  7000 PH 2010-03-28 0354 W2MFT         59     125 NK7U          59     699 0
QSO:  7000 PH 2010-03-28 0412 W2MFT         59     126 CN2R          59    3056 0
QSO:  7000 PH 2010-03-28 0422 W2MFT         59     127 KP3ZBWS       59     000 0
QSO:  7000 PH 2010-03-28 0433 W2MFT         59     128 VX7CC         59    2063 0
QSO:  7000 PH 2010-03-28 0437 W2MFT         59     129 WW2P          59     119 0
QSO:  7000 PH 2010-03-28 0440 W2MFT         59     130 WC6H          59    1081 0
QSO:  7000 PH 2010-03-28 1302 W2MFT         59     131 KR5X          59     131 0
QSO:  7000 PH 2010-03-28 1304 W2MFT         59     132 N1IBM         59     454 0
QSO:  7000 PH 2010-03-28 1309 W2MFT         59     133 WN9O          59    1341 0
QSO: 14000 PH 2010-03-28 1336 W2MFT         59     134 OM7M          59    2919 0
QSO: 14000 PH 2010-03-28 1341 W2MFT         59     135 N8OO          59    2682 0
QSO: 14000 PH 2010-03-28 1344 W2MFT         59     136 K5PI          59     687 0
QSO: 14000 PH 2010-03-28 1347 W2MFT         59     137 KG0F          59    1736 0
QSO: 14000 PH 2010-03-28 1350 W2MFT         59     138 PJ2T          59    1218 0
QSO: 14000 PH 2010-03-28 1356 W2MFT         59     139 TG9ADQ        59     373 0
QSO: 14000 PH 2010-03-28 1406 W2MFT         59     140 VE5BCS        59     135 0
QSO: 14000 PH 2010-03-28 1417 W2MFT         59     141 NX0I          59     727 0
QSO: 14000 PH 2010-03-28 1433 W2MFT         59     142 NN5Z          59     587 0
QSO: 14000 PH 2010-03-28 1441 W2MFT         59     143 VE5PV         59     590 0
QSO: 21000 PH 2010-03-28 1506 W2MFT         59     144 NR60          59    1350 0
QSO: 21000 PH 2010-03-28 1508 W2MFT         59     145 WA5IXY        59     305 0
QSO: 21000 PH 2010-03-28 1807 W2MFT         59     146 CN2R          59    4389 0
QSO: 21000 PH 2010-03-28 1811 W2MFT         59     147 WS7X          59    1236 0
QSO: 21000 PH 2010-03-28 1823 W2MFT         59     148 NC7M          59    1260 0
QSO: 21000 PH 2010-03-28 1832 W2MFT         59     149 NK7U          59     884 0
QSO: 21000 PH 2010-03-28 1834 W2MFT         59     150 KX5A          59     407 0
QSO: 21000 PH 2010-03-28 1841 W2MFT         59     151 CQ3L          59    3928 0
QSO: 21000 PH 2010-03-28 1843 W2MFT         59     152 W7IJK         59     914 0
QSO: 21000 PH 2010-03-28 1845 W2MFT         59     153 W7VO          59     637 0
QSO: 21000 PH 2010-03-28 1908 W2MFT         59     154 KV7DX         59     712 0
QSO: 28000 PH 2010-03-28 1917 W2MFT         59     155 P49Y          59    3415 0
QSO: 28000 PH 2010-03-28 1937 W2MFT         59     156 P40V          59    5115 0
QSO: 28000 PH 2010-03-28 1940 W2MFT         59     157 PJ2T          59    1095 0
QSO: 28000 PH 2010-03-28 1942 W2MFT         59     158 TI5N          59    1060 0
QSO: 21000 PH 2010-03-28 1951 W2MFT         59     159 9A1P          59    2154 0
QSO: 21000 PH 2010-03-28 1957 W2MFT         59     160 HA8TP         59     185 0
QSO: 21000 PH 2010-03-28 2000 W2MFT         59     161 HG10P         59    1350 0
QSO: 21000 PH 2010-03-28 2002 W2MFT         59     162 S50G          59    1550 0
QSO: 21000 PH 2010-03-28 2003 W2MFT         59     163 CM5FZ         59     309 0
QSO: 21000 PH 2010-03-28 2014 W2MFT         59     164 WZ7ZR         59    1013 0
QSO: 21000 PH 2010-03-28 2016 W2MFT         59     165 VP50V         59    2913 0
QSO: 21000 PH 2010-03-28 2047 W2MFT         59     166 N7RQ          59    1245 0
QSO: 21000 PH 2010-03-28 2051 W2MFT         59     167 KK7OO         59    1033 0
QSO: 21000 PH 2010-03-28 2055 W2MFT         59     168 EB8AH         59    3520 0
QSO: 21000 PH 2010-03-28 2107 W2MFT         59     169 KQ7W          59    1606 0
QSO: 21000 PH 2010-03-28 2117 W2MFT         59     170 KP2TM         59    2155 0
QSO: 21000 PH 2010-03-28 2121 W2MFT         59     171 W7DG          59     629 0
QSO: 14000 PH 2010-03-28 2135 W2MFT         59     172 CR6P          59     686 0
QSO: 14000 PH 2010-03-28 2145 W2MFT         59     173 EI9E          59    1552 0
QSO: 14000 PH 2010-03-28 2204 W2MFT         59     174 DR1A          59    3312 0
QSO: 14000 PH 2010-03-28 2207 W2MFT         59     175 WD5K          59    1072 0
QSO: 14000 PH 2010-03-28 2211 W2MFT         59     176 CT1JLZ        59    4326 0
QSO: 14000 PH 2010-03-28 2214 W2MFT         59     177 EE2W          59     000 0
QSO: 14000 PH 2010-03-28 2219 W2MFT         59     178 GI5K          59    4045 0
QSO: 14000 PH 2010-03-28 2238 W2MFT         59     179 CQ3L          59    4180 0
QSO: 14000 PH 2010-03-28 2246 W2MFT         59     180 KX7M          59    3056 0
QSO: 14000 PH 2010-03-28 2248 W2MFT         59     181 WF3C          59    1316 0
QSO: 14000 PH 2010-03-28 2256 W2MFT         59     182 KV0K          59    3088 0
QSO: 14000 PH 2010-03-28 2259 W2MFT         59     183 W6TK          59    1629 0
QSO: 14000 PH 2010-03-28 2308 W2MFT         59     184 PY5GA         59    2560 0
QSO: 14000 PH 2010-03-28 2309 W2MFT         59     185 VE7GL         59    2799 0
QSO: 14000 PH 2010-03-28 2324 W2MFT         59     186 VX7CC         59    2909 0
QSO: 14000 PH 2010-03-28 2332 W2MFT         59     187 KI7MT         59     326 0
QSO: 14000 PH 2010-03-28 2336 W2MFT         59     188 AD5XD         59    1150 0
QSO:  7000 PH 2010-03-28 2343 W2MFT         59     189 KA1GEU        59     464 0
QSO:  7000 PH 2010-03-28 2345 W2MFT         59     190 NJ1H          59     226 0
QSO:  7000 PH 2010-03-28 2356 W2MFT         59     191 W4MYA         59     594 0
END-OF-LOG:
