START-OF-LOG: 3.0
CREATED-BY: QARTest 2.5.4
CONTEST: CQ-WPX-SSB
CALLSIGN: IZ0MJE
CATEGORY-OVERLAY: TB-WIRES
CLAIMED-SCORE: 21424
NAME: Stefano Sinagra
SOAPBOX: 
SOAPBOX:
SOAPBOX: running 100w into a 24mt wire loop on all bands
QSO: 14000 PH 2010-03-27 1905 IZ0MJE        59     050 GM3WOJ        59     763
QSO: 14000 PH 2010-03-27 1910 IZ0MJE        59     051 ZY7C          59    1062
QSO: 14000 PH 2010-03-27 1925 IZ0MJE        59     052 WX3B          59     909
QSO: 14000 PH 2010-03-27 1939 IZ0MJE        59     053 NG3R          59    2100
QSO: 14000 PH 2010-03-27 1947 IZ0MJE        59     054 OY6A          59     905
QSO:  7000 PH 2010-03-27 2155 IZ0MJE        59     055 C4I           59     573
QSO:  7000 PH 2010-03-27 2159 IZ0MJE        59     056 F6KNB         59     626
QSO:  7000 PH 2010-03-28 0635 IZ0MJE        59     057 DP3D          59    1854
QSO:  7000 PH 2010-03-28 0636 IZ0MJE        59     058 SO6V          59     764
QSO:  7000 PH 2010-03-28 0637 IZ0MJE        59     059 SP4TKR        59     943
QSO:  7000 PH 2010-03-28 0641 IZ0MJE        59     060 CR3A          59    1190
QSO:  7000 PH 2010-03-28 0646 IZ0MJE        59     061 DL3TD         59    1837
QSO:  7000 PH 2010-03-28 0648 IZ0MJE        59     062 OK4U          59    1999
QSO:  7000 PH 2010-03-28 0649 IZ0MJE        59     063 OE9MON        59     525
QSO:  7000 PH 2010-03-28 0652 IZ0MJE        59     064 EA3PT         59     449
QSO:  7000 PH 2010-03-28 0656 IZ0MJE        59     065 OG7X          59    1034
QSO:  7000 PH 2010-03-28 0718 IZ0MJE        59     066 CT1JLZ        59    3015
QSO:  7000 PH 2010-03-28 0720 IZ0MJE        59     067 LY2W          59    1092
QSO:  7000 PH 2010-03-28 0722 IZ0MJE        59     068 S51ST         59     504
QSO:  7000 PH 2010-03-28 0730 IZ0MJE        59     069 YT2AAA        59    1073
QSO:  7000 PH 2010-03-28 0737 IZ0MJE        59     070 IK3UNA/1      59     609
QSO:  7000 PH 2010-03-28 0744 IZ0MJE        59     071 CN2R          59    3202
QSO:  7000 PH 2010-03-28 0749 IZ0MJE        59     072 E7/S56AA      59    1017
QSO: 14000 PH 2010-03-28 0758 IZ0MJE        59     073 SK6D          59     216
QSO: 14000 PH 2010-03-28 0800 IZ0MJE        59     074 RT3F          59    2827
QSO: 14000 PH 2010-03-28 0801 IZ0MJE        59     075 OZ5GX         59     180
QSO: 14000 PH 2010-03-28 0803 IZ0MJE        59     076 CT1JLZ        59    3063
QSO: 14000 PH 2010-03-28 0806 IZ0MJE        59     077 YL7A          59    1471
QSO: 14000 PH 2010-03-28 0807 IZ0MJE        59     078 ES1XQ         59     637
QSO: 14000 PH 2010-03-28 0808 IZ0MJE        59     079 UU7J          59    1392
QSO: 14000 PH 2010-03-28 0911 IZ0MJE        59     080 UA1AQA        59     645
QSO: 14000 PH 2010-03-28 0913 IZ0MJE        59     081 AM2T          59     292
QSO: 14000 PH 2010-03-28 0915 IZ0MJE        59     082 M0XXT         59     660
QSO: 14000 PH 2010-03-28 0921 IZ0MJE        59     083 YL6W          59    2216
QSO: 14000 PH 2010-03-28 0923 IZ0MJE        59     084 SN7Q          59    1941
QSO: 14000 PH 2010-03-28 0937 IZ0MJE        59     085 EU2MM         59     177
QSO: 14000 PH 2010-03-28 0940 IZ0MJE        59     086 SY9A          59     556
QSO: 14000 PH 2010-03-28 0943 IZ0MJE        59     087 EC7AKV        59     534
QSO: 14000 PH 2010-03-28 0951 IZ0MJE        59     088 GM4YXI        59    2210
QSO: 14000 PH 2010-03-28 0954 IZ0MJE        59     089 EA1HLL        59     196
QSO: 14000 PH 2010-03-28 0956 IZ0MJE        59     090 YP3A          59    1047
QSO: 14000 PH 2010-03-28 0958 IZ0MJE        59     091 SQ8JX         59    1218
QSO: 14000 PH 2010-03-28 1006 IZ0MJE        59     092 GI5K          59    2916
QSO: 14000 PH 2010-03-28 1009 IZ0MJE        59     093 RU3SD         59     790
QSO: 14000 PH 2010-03-28 1011 IZ0MJE        59     094 YO3CZW        59    1203
QSO: 21000 PH 2010-03-28 1216 IZ0MJE        59     095 RD4WA         59    2067
QSO: 21000 PH 2010-03-28 1219 IZ0MJE        59     096 UA4HOX        59    1283
QSO: 21000 PH 2010-03-28 1231 IZ0MJE        59     097 ZX5J          59    3096
QSO: 21000 PH 2010-03-28 1236 IZ0MJE        59     098 UP0L          59    3992
QSO: 21000 PH 2010-03-28 1239 IZ0MJE        59     099 JY5CC         59    1487
QSO: 21000 PH 2010-03-28 1250 IZ0MJE        59     100 EA8MT         59    1087
QSO: 21000 PH 2010-03-28 1255 IZ0MJE        59     101 ST2AR         59    3330
QSO: 21000 PH 2010-03-28 1300 IZ0MJE        59     102 CQ8X          59    4521
QSO: 21000 PH 2010-03-28 1554 IZ0MJE        59     103 ZV2K          59     942
QSO: 21000 PH 2010-03-28 1601 IZ0MJE        59     104 PW2B          59     905
QSO: 21000 PH 2010-03-28 1603 IZ0MJE        59     105 4C3R          59    2962
QSO: 21000 PH 2010-03-28 1608 IZ0MJE        59     106 EA8CDP        59     567
QSO: 21000 PH 2010-03-28 1611 IZ0MJE        59     107 AY5F          59    2078
QSO: 21000 PH 2010-03-28 1620 IZ0MJE        59     108 4X4YM         59     046
QSO: 21000 PH 2010-03-28 1629 IZ0MJE        59     109 6V7M          59    1631
QSO:  3500 PH 2010-03-28 2051 IZ0MJE        59     110 RL3A          59     639
END-OF-LOG:
