START-OF-LOG: 2.0
CATEGORY: Multi-OP
CONTEST: WAE RTTY
ARRL-SECTION: MDC
CALLSIGN: N3DPB
CLUB: POTOMAC VALLEY RADIO CLUB
CLAIMED-SCORE: 474725
OPERATORS: N3DPB WA3EKL K0OO W3FP KC3IZX WT2F W3UL K3TBD KB3VQC KG4USN
QSO:  3586 RY 2017-11-11 0213 N3DPB         599 0078   K1MK          599 0119
QSO:  7048 RY 2017-11-11 0216 N3DPB         599 0080   PX2A          599 0077
QSO:  3594 RY 2017-11-11 0217 N3DPB         599 0079   N2YB          599 0061
QSO:  7050 RY 2017-11-11 0217 N3DPB         599 0082   TM5N          599 0071
QSO:  3580 RY 2017-11-11 0226 N3DPB         599 0081   KF4FC         599 0064
QSO:  3580 RY 2017-11-11 0227 N3DPB         599 0083   WA3ZSC        599 0039
QSO:  3580 RY 2017-11-11 0227 N3DPB         599 0084   WB2COY        599 0058
QSO:  3580 RY 2017-11-11 0228 N3DPB         599 0085   K2YGM         599 0024
QSO:  3580 RY 2017-11-11 0229 N3DPB         599 0086   K2YG          599 0046
QSO:  3580 RY 2017-11-11 0231 N3DPB         599 0087   WT2P          599 0058
QSO:  3580 RY 2017-11-11 0233 N3DPB         599 0088   W8TOM         599 0020
QSO:  3580 RY 2017-11-11 0238 N3DPB         599 0090   KB3LIX        599 0043
QSO:  7052 RY 2017-11-11 0238 N3DPB         599 0089   S51A          599 0164
QSO:  3580 RY 2017-11-11 0238 N3DPB         599 0091   N3QE          599 0124
QSO:  3583 RY 2017-11-11 0243 N3DPB         599 0092   VE2BVV        599 0081
QSO:  7047 RY 2017-11-11 0245 N3DPB         599 0094   N9NA          599 0094
QSO:  3593 RY 2017-11-11 0249 N3DPB         599 0095   KI6DY/0       599 0114
QSO:  7052 RY 2017-11-11 0252 N3DPB         599 0096   YV5TNT        599 0035
QSO:  7053 RY 2017-11-11 0254 N3DPB         599 0097   N2BJ          599 0087
QSO:  7057 RY 2017-11-11 0255 N3DPB         599 0099   KB1RI         599 0047
QSO:  7060 RY 2017-11-11 0301 N3DPB         599 0100   HP3SS         599 0127
QSO:  7048 RY 2017-11-11 0312 N3DPB         599 0101   VE7CC         599 0005
QSO:  7046 RY 2017-11-11 0315 N3DPB         599 0102   H2X           599 0065
QSO:  7048 RY 2017-11-11 0319 N3DPB         599 0103   DP9A          599 0114
QSO:  7057 RY 2017-11-11 0323 N3DPB         599 0104   AA4DD         599 0032
QSO:  7057 RY 2017-11-11 0323 N3DPB         599 0105   W0PV          599 0022
QSO:  7057 RY 2017-11-11 0324 N3DPB         526 0106   AC2OC         599 0026
QSO:  7057 RY 2017-11-11 0325 N3DPB         599 0107   CO6HZ         599 0039
QSO:  7057 RY 2017-11-11 0325 N3DPB         599 0108   NX5O          599 0013
QSO:  7057 RY 2017-11-11 0326 N3DPB         599 0109   AE1EZ         599 0022
QSO:  7057 RY 2017-11-11 0327 N3DPB         599 0110   NF3R          599 0020
QSO:  7057 RY 2017-11-11 0331 N3DPB         599 0111   W1IBN         599 0014
QSO:  7057 RY 2017-11-11 0331 N3DPB         599 0112   KD2KW         599 0005
QSO:  7057 RY 2017-11-11 0332 N3DPB         599 0113   K0FX          599 0048
QSO:  7057 RY 2017-11-11 0336 N3DPB         599 0115   KA8G          599 0051
QSO:  7057 RY 2017-11-11 0339 N3DPB         599 0116   XE2AU         599 0032
QSO:  7057 RY 2017-11-11 0340 N3DPB         599 0117   VE2DSB        599 0039
QSO:  7057 RY 2017-11-11 0340 N3DPB         599 0118   N5MI          599 0005
QSO:  3589 RY 2017-11-11 0349 N3DPB         599 0119   W3FIZ         599 0165
QSO:  3593 RY 2017-11-11 0351 N3DPB         599 0120   AA5AU         599 0062
QSO:  3589 RY 2017-11-11 0355 N3DPB         599 0121   VE2EBK        599 0099
QSO:  3590 RY 2017-11-11 0405 N3DPB         599 0122   N2BJ          599 0132
QSO:  3590 RY 2017-11-11 0408 N3DPB         599 0123   VA7CC         599 0026
QSO:  3590 RY 2017-11-11 0409 N3DPB         599 0124   N6WT          599 0107
QSO:  3590 RY 2017-11-11 0409 N3DPB         599 0125   AC2A          599 0089
QSO:  3590 RY 2017-11-11 0410 N3DPB         599 0126   WB0MCO        599 0031
QSO:  3590 RY 2017-11-11 0411 N3DPB         599 0127   WA9IVH        599 0017
QSO:  7043 RY 2017-11-11 0423 N3DPB         599 0128   EA8AH         599 0168
QSO:  7049 RY 2017-11-11 0426 N3DPB         599 0129   KH6ZM         599 0104
QSO:  7045 RY 2017-11-11 0427 N3DPB         599 0130   W7RN          599 0228
QSO:  7040 RY 2017-11-11 0430 N3DPB         599 0131   PY1GQ         599 0014
QSO:  7055 RY 2017-11-11 0436 N3DPB         599 0132   K8RGI         599 0066
QSO:  7055 RY 2017-11-11 0442 N3DPB         599 0133   K6MMM         599 0144
QSO:  7055 RY 2017-11-11 0443 N3DPB         599 0134   W6SX          599 0159
QSO:  3588 RY 2017-11-11 0458 N3DPB         599 0135   K6MMM         599 0210
QSO:  3586 RY 2017-11-11 0500 N3DPB         599 0136   W7RN          599 0257
QSO:  3585 RY 2017-11-11 0530 N3DPB         599 0137   EA8AH         599 0200
QSO:  3588 RY 2017-11-11 0534 N3DPB         599 0138   N7NM          599 0059
QSO:  3592 RY 2017-11-11 0537 N3DPB         599 0139   K9NR          599 0143
QSO:  3591 RY 2017-11-11 0541 N3DPB         599 0140   W6SX          599 0177
QSO:  3580 RY 2017-11-11 0543 N3DPB         599 0141   VE7CC         599 0005
QSO:  3591 RY 2017-11-11 0550 N3DPB         599 0142   WD0T          599 0005
QSO:  3583 RY 2017-11-11 0601 N3DPB         599 0143   LX7I          599 0209
QSO:  3585 RY 2017-11-11 0622 N3DPB         599 0144   AA4DD         599 0054
QSO:  3586 RY 2017-11-11 0627 N3DPB         599 0145   EC5AC         599 0001
QSO:  3589 RY 2017-11-11 0637 N3DPB         599 0146   K6NV          599 0042
QSO:  3590 RY 2017-11-11 0649 N3DPB         599 0147   OK1KSL        599 0170
QSO:  3586 RY 2017-11-11 0655 N3DPB         599 0148   VE7RAC        599 0057
QSO:  3587 RY 2017-11-11 0657 N3DPB         599 0149   W0LSD         599 0267
QSO:  3583 RY 2017-11-11 0701 N3DPB         599 0150   DF8XC         599 0144
QSO:  3582 RY 2017-11-11 0704 N3DPB         599 0151   K7RI          599 0111
QSO:  3596 RY 2017-11-11 0707 N3DPB         599 0152   F5BEG         599 0153
QSO:  3588 RY 2017-11-11 0721 N3DPB         599 0153   F5OAM         599 0109
QSO:  7044 RY 2017-11-11 0749 N3DPB         599 0154   KP4JRS        599 0004
QSO:  7052 RY 2017-11-11 0751 N3DPB         599 0155   AI6O          599 0055
QSO:  7049 RY 2017-11-11 0813 N3DPB         599 0156   CO8MGY        599 0067
QSO:  7044 RY 2017-11-11 0858 N3DPB         599 0157   ZM2B          599 0026
QSO:  7045 RY 2017-11-11 0924 N3DPB         599 0158   LU9EHU        599 0002
QSO:  7050 RY 2017-11-11 0933 N3DPB         599 0159   WN6K          599 0003
QSO:  7049 RY 2017-11-11 1002 N3DPB         599 0160   G4S           599 0067
QSO: 14110 RY 2017-11-11 1011 N3DPB         599 0161   IK0FMB        599 0171
QSO: 14102 RY 2017-11-11 1016 N3DPB         599 0162   YT2U          599 0090
QSO: 14090 RY 2017-11-11 1020 N3DPB         599 0163   CN8KD         599 0092
QSO: 14089 RY 2017-11-11 1020 N3DPB         599 0164   F5OAM         599 0225
QSO: 14087 RY 2017-11-11 1045 N3DPB         599 0165   DH6BH         599 0056
QSO: 14115 RY 2017-11-11 1111 N3DPB         599 0166   LX1NO         599 0075
QSO: 14113 RY 2017-11-11 1141 N3DPB         599 0167   DJ7UC         599 0033
QSO: 14112 RY 2017-11-11 1144 N3DPB         599 0168   F8KKH         599 0024
QSO: 14080 RY 2017-11-11 1206 N3DPB         599 0169   EA1XT         599 0323
QTC: 14113 RY 2017-11-11 1210 DJ7UC         1/10       N3DPB         0017 KH6ZM         0018
QTC: 14113 RY 2017-11-11 1210 DJ7UC         1/10       N3DPB         0019 K5AM          0028
QTC: 14113 RY 2017-11-11 1210 DJ7UC         1/10       N3DPB         0020 4U1WB         0010
QTC: 14113 RY 2017-11-11 1210 DJ7UC         1/10       N3DPB         0021 VE3CX         0018
QTC: 14113 RY 2017-11-11 1210 DJ7UC         1/10       N3DPB         0022 W0MB          0013
QTC: 14113 RY 2017-11-11 1210 DJ7UC         1/10       N3DPB         0022 KC0VTJ        0008
QTC: 14113 RY 2017-11-11 1210 DJ7UC         1/10       N3DPB         0024 N6WT          0017
QTC: 14113 RY 2017-11-11 1210 DJ7UC         1/10       N3DPB         0024 W0LSD         0016
QTC: 14113 RY 2017-11-11 1210 DJ7UC         1/10       N3DPB         0025 W6SX          0030
QTC: 14113 RY 2017-11-11 1210 DJ7UC         1/10       N3DPB         0026 K9NR          0024
QSO: 21092 RY 2017-11-11 1222 N3DPB         599 0171   H2X           599 0333
QSO: 14083 RY 2017-11-11 1225 N3DPB         599 0170   G6NHU         599 0083
QSO: 21085 RY 2017-11-11 1225 N3DPB         599 0172   IK0FMB        599 0209
QSO: 14083 RY 2017-11-11 1229 N3DPB         599 0173   UT5EPP        599 0407
QSO: 14114 RY 2017-11-11 1238 N3DPB         599 0174   Z370M         599 0154
QSO: 14115 RY 2017-11-11 1244 N3DPB         599 0175   DG1RUG        599 0042
QSO: 14112 RY 2017-11-11 1251 N3DPB         599 0176   9A3TY         599 0082
QSO: 14111 RY 2017-11-11 1253 N3DPB         599 0177   DH0GHU        599 0163
QTC: 14111 RY 2017-11-11 1255 DH0GHU        2/10       N3DPB         0028 AI9T          0021
QTC: 14111 RY 2017-11-11 1255 DH0GHU        2/10       N3DPB         0028 AI9T          0021
QTC: 14111 RY 2017-11-11 1255 DH0GHU        2/10       N3DPB         0028 SN7Q          0038
QTC: 14111 RY 2017-11-11 1255 DH0GHU        2/10       N3DPB         0030 K3MD          0022
QTC: 14111 RY 2017-11-11 1255 DH0GHU        2/10       N3DPB         0036 K6MMM         0048
QTC: 14111 RY 2017-11-11 1255 DH0GHU        2/10       N3DPB         0038 N3RC          0013
QTC: 14111 RY 2017-11-11 1255 DH0GHU        2/10       N3DPB         0042 AB4GG         0037
QTC: 14111 RY 2017-11-11 1255 DH0GHU        2/10       N3DPB         0048 W5XB          0029
QTC: 14111 RY 2017-11-11 1255 DH0GHU        2/10       N3DPB         0048 W4PK          0047
QTC: 14111 RY 2017-11-11 1255 DH0GHU        2/10       N3DPB         0051 K9JWI         0031
QTC: 14111 RY 2017-11-11 1255 DH0GHU        2/10       N3DPB         0057 VE2FK         0039
QSO: 14109 RY 2017-11-11 1259 N3DPB         599 0178   PD0ME         599 0061
QSO: 14108 RY 2017-11-11 1303 N3DPB         599 0180   DL5NAM        599 0277
QSO: 21098 RY 2017-11-11 1305 N3DPB         599 0179   V53DX         599 0047
QSO: 14102 RY 2017-11-11 1307 N3DPB         599 0181   YP0C          599 0311
QSO: 14100 RY 2017-11-11 1310 N3DPB         599 0182   DF8XC         599 0279
QTC: 14100 RY 2017-11-11 1314 N3DPB                    DF8XC         0711 OK2VIR        0035
QTC: 14100 RY 2017-11-11 1314 N3DPB                    DF8XC         0713 IQ2CU         0039
QTC: 14100 RY 2017-11-11 1314 N3DPB                    DF8XC         0717 K1MK          0271
QTC: 14100 RY 2017-11-11 1314 N3DPB                    DF8XC         0718 CT7/F6HBR     0006
QTC: 14100 RY 2017-11-11 1314 N3DPB                    DF8XC         0718 EU8F          0120
QTC: 14100 RY 2017-11-11 1314 N3DPB                    DF8XC         0719 LA2XNA        0001
QTC: 14100 RY 2017-11-11 1314 N3DPB                    DF8XC         0720 DL1T          0108
QTC: 14100 RY 2017-11-11 1314 N3DPB                    DF8XC         0721 IW1CBG        0038
QTC: 14100 RY 2017-11-11 1314 N3DPB                    DF8XC         0721 OE3DXA        0046
QTC: 14100 RY 2017-11-11 1314 N3DPB                    DF8XC         0723 UT3N          0041
QSO: 14097 RY 2017-11-11 1319 N3DPB         599 0183   F5BEG         599 0295
QTC: 14097 RY 2017-11-11 1321 F5BEG         3/10       N3DPB         0103 WB2COY        0019
QTC: 14097 RY 2017-11-11 1321 F5BEG         3/10       N3DPB         0104 CM8NMN        0006
QTC: 14097 RY 2017-11-11 1321 F5BEG         3/10       N3DPB         0106 VE3RZ         0004
QTC: 14097 RY 2017-11-11 1321 F5BEG         3/10       N3DPB         0108 W3FIZ         0036
QTC: 14097 RY 2017-11-11 1321 F5BEG         3/10       N3DPB         0108 VA3LR         0025
QTC: 14097 RY 2017-11-11 1321 F5BEG         3/10       N3DPB         0109 W0LSD         0046
QTC: 14097 RY 2017-11-11 1321 F5BEG         3/10       N3DPB         0112 W7VXS         0025
QTC: 14097 RY 2017-11-11 1321 F5BEG         3/10       N3DPB         0113 KS0M          0027
QTC: 14097 RY 2017-11-11 1321 F5BEG         3/10       N3DPB         0113 VE3CVP        0055
QTC: 14097 RY 2017-11-11 1321 F5BEG         3/10       N3DPB         0116 VA2ES         0059
QSO: 14097 RY 2017-11-11 1324 N3DPB         599 0184   IK0XBX        599 0009
QSO: 14096 RY 2017-11-11 1328 N3DPB         599 0185   IK5FKF        599 0044
QSO: 21082 RY 2017-11-11 1334 N3DPB         599 0186   PX2A          599 0458
QSO: 14100 RY 2017-11-11 1336 N3DPB         599 0187   OK4GP         599 0032
QSO: 14100 RY 2017-11-11 1337 N3DPB         599 0188   IK4OMO        599 0088
QSO: 14101 RY 2017-11-11 1340 N3DPB         599 0189   H2X           599 0363
QSO: 14101 RY 2017-11-11 1341 N3DPB         599 0190   IU4CHE        599 0360
QSO: 21089 RY 2017-11-11 1343 N3DPB         599 0191   VE2DSB        599 0056
QSO: 21089 RY 2017-11-11 1346 N3DPB         599 0192   EA8DED        599 0067
QSO: 21089 RY 2017-11-11 1347 N3DPB         599 0193   VA2ES         599 0174
QSO: 21089 RY 2017-11-11 1349 N3DPB         599 0194   EA8AQV        599 0062
QSO: 21089 RY 2017-11-11 1350 N3DPB         599 0195   EA1XT         599 0386
QTC: 21089 RY 2017-11-11 1354 EA1XT         4/10       N3DPB         0117 N6AR          0038
QTC: 21089 RY 2017-11-11 1354 EA1XT         4/10       N3DPB         0119 N1FF          0010
QTC: 21089 RY 2017-11-11 1354 EA1XT         4/10       N3DPB         0123 K0JJR         0019
QTC: 21089 RY 2017-11-11 1354 EA1XT         4/10       N3DPB         0124 VE2BVV        0037
QTC: 21089 RY 2017-11-11 1354 EA1XT         4/10       N3DPB         0124 N3XLS         0028
QTC: 21089 RY 2017-11-11 1354 EA1XT         4/10       N3DPB         0125 K9JWI         0052
QTC: 21089 RY 2017-11-11 1354 EA1XT         4/10       N3DPB         0125 K5OA          0040
QTC: 21089 RY 2017-11-11 1354 EA1XT         4/10       N3DPB         0126 KX7L          0011
QTC: 21089 RY 2017-11-11 1354 EA1XT         4/10       N3DPB         0127 CO2YQ         0029
QTC: 21089 RY 2017-11-11 1354 EA1XT         4/10       N3DPB         0127 W7OM          0037
QSO: 14107 RY 2017-11-11 1359 N3DPB         599 0198   SN7Q          599 0544
QTC: 14107 RY 2017-11-11 1401 SN7Q          5/10       N3DPB         0128 W4JSI         0029
QTC: 14107 RY 2017-11-11 1401 SN7Q          5/10       N3DPB         0128 N5VU          0004
QTC: 14107 RY 2017-11-11 1401 SN7Q          5/10       N3DPB         0129 WA4USA        0008
QTC: 14107 RY 2017-11-11 1401 SN7Q          5/10       N3DPB         0130 N1IXF         0047
QTC: 14107 RY 2017-11-11 1401 SN7Q          5/10       N3DPB         0130 K2MK          0014
QTC: 14107 RY 2017-11-11 1401 SN7Q          5/10       N3DPB         0134 W4EE          0027
QTC: 14107 RY 2017-11-11 1401 SN7Q          5/10       N3DPB         0135 WA1ZYX        0009
QTC: 14107 RY 2017-11-11 1401 SN7Q          5/10       N3DPB         0136 W7ZR          0082
QTC: 14107 RY 2017-11-11 1401 SN7Q          5/10       N3DPB         0137 VE3NE         0015
QTC: 14107 RY 2017-11-11 1401 SN7Q          5/10       N3DPB         0138 VE2EBK        0059
QSO: 14106 RY 2017-11-11 1404 N3DPB         599 0199   WB5K          599 0051
QSO: 14106 RY 2017-11-11 1404 N3DPB         599 0200   DK6CQ         599 0045
QSO: 14106 RY 2017-11-11 1406 N3DPB         599 0201   DG7NFX        599 0084
QSO: 14106 RY 2017-11-11 1407 N3DPB         599 0202   K0FX          599 0071
QSO: 21087 RY 2017-11-11 1409 N3DPB         599 0196   HP3SS         599 0251
QSO: 14106 RY 2017-11-11 1409 N3DPB         599 0203   DF9GH         599 0005
QSO: 14106 RY 2017-11-11 1409 N3DPB         599 0204   DK6IM         599 0024
QSO: 14106 RY 2017-11-11 1413 N3DPB         599 0205   DK0IU         599 0213
QSO: 14106 RY 2017-11-11 1414 N3DPB         599 0206   OH2HAN        599 0430
QSO: 14106 RY 2017-11-11 1415 N3DPB         599 0207   KS0M          599 0068
QSO: 14106 RY 2017-11-11 1416 N3DPB         599 0208   MM0AMW        599 0029
QSO: 14106 RY 2017-11-11 1417 N3DPB         599 0209   WE6EZ         599 0100
QSO: 14106 RY 2017-11-11 1420 N3DPB         599 0210   DF4ZS         599 0005
QSO: 14106 RY 2017-11-11 1420 N3DPB         599 0211   S51A          599 0573
QSO: 14106 RY 2017-11-11 1422 N3DPB         599 0212   PD7RB         599 0049
QSO: 14106 RY 2017-11-11 1423 N3DPB         599 0213   UR7GO         599 0379
QSO: 14106 RY 2017-11-11 1424 N3DPB         599 0214   DL0V          599 0292
QTC: 14106 RY 2017-11-11 1426 N3DPB                    DL0V          0157 WM5DX         0035
QTC: 14106 RY 2017-11-11 1426 N3DPB                    DL0V          0159 PY1ZV         0008
QTC: 14106 RY 2017-11-11 1426 N3DPB                    DL0V          0201 AA2MF         0048
QTC: 14106 RY 2017-11-11 1426 N3DPB                    DL0V          0206 YV5TNT        0002
QTC: 14106 RY 2017-11-11 1426 N3DPB                    DL0V          0207 K4GMH         0091
QTC: 14106 RY 2017-11-11 1426 N3DPB                    DL0V          0209 AB3CV         0071
QTC: 14106 RY 2017-11-11 1426 N3DPB                    DL0V          0213 OH2HAN        0105
QTC: 14106 RY 2017-11-11 1426 N3DPB                    DL0V          0217 W4PK          0141
QTC: 14106 RY 2017-11-11 1426 N3DPB                    DL0V          0220 9A1AA         0010
QTC: 14106 RY 2017-11-11 1426 N3DPB                    DL0V          0232 H2X           0049
QSO: 14106 RY 2017-11-11 1429 N3DPB         599 0215   W7ZR          599 0205
QSO: 14106 RY 2017-11-11 1431 N3DPB         599 0217   DJ5PM         599 0025
QSO: 14106 RY 2017-11-11 1433 N3DPB         599 0218   PA4G          599 0069
QSO: 14106 RY 2017-11-11 1435 N3DPB         599 0219   CO6GU         599 0064
QSO: 14106 RY 2017-11-11 1436 N3DPB         599 0220   OF5Z          599 0469
QTC: 14106 RY 2017-11-11 1438 OF5Z          6/10       N3DPB         0139 VE3BR         0021
QTC: 14106 RY 2017-11-11 1438 OF5Z          6/10       N3DPB         0139 KA1O          0049
QTC: 14106 RY 2017-11-11 1438 OF5Z          6/10       N3DPB         0144 WE6EZ         0023
QTC: 14106 RY 2017-11-11 1438 OF5Z          6/10       N3DPB         0144 VA2QR         0033
QTC: 14106 RY 2017-11-11 1438 OF5Z          6/10       N3DPB         0147 LY9Y          0052
QTC: 14106 RY 2017-11-11 1438 OF5Z          6/10       N3DPB         0148 N2WK          0046
QTC: 14106 RY 2017-11-11 1438 OF5Z          6/10       N3DPB         0148 K2AMI         0017
QTC: 14106 RY 2017-11-11 1438 OF5Z          6/10       N3DPB         0150 NC9W          0009
QTC: 14106 RY 2017-11-11 1438 OF5Z          6/10       N3DPB         0152 CO6XX         0001
QTC: 14106 RY 2017-11-11 1438 OF5Z          6/10       N3DPB         0154 K4HMB         0090
QSO: 14106 RY 2017-11-11 1439 N3DPB         599 0221   DJ6OZ         599 0147
QSO: 14106 RY 2017-11-11 1441 N3DPB         599 0222   KA5DJS        599 0015
QSO: 21084 RY 2017-11-11 1441 N3DPB         599 0223   EC5AC         599 0044
QSO: 14106 RY 2017-11-11 1443 N3DPB         599 0224   VE3TM         599 0042
QSO: 14106 RY 2017-11-11 1446 N3DPB         599 0225   PA2A          599 0035
QSO: 14106 RY 2017-11-11 1449 N3DPB         599 0226   YV5AAX        599 0053
QSO: 14106 RY 2017-11-11 1449 N3DPB         599 0227   DM5TI         599 0285
QTC: 14106 RY 2017-11-11 1451 DM5TI         7/10       N3DPB         0155 AF4RK         0066
QTC: 14106 RY 2017-11-11 1451 DM5TI         7/10       N3DPB         0156 CO6RD         0034
QTC: 14106 RY 2017-11-11 1451 DM5TI         7/10       N3DPB         0157 K7RI          0059
QTC: 14106 RY 2017-11-11 1451 DM5TI         7/10       N3DPB         0157 K2AL          0004
QTC: 14106 RY 2017-11-11 1451 DM5TI         7/10       N3DPB         0158 VE3TM         0022
QTC: 14106 RY 2017-11-11 1451 DM5TI         7/10       N3DPB         0200 VA1XH         0044
QTC: 14106 RY 2017-11-11 1451 DM5TI         7/10       N3DPB         0205 KI6DY/0       0081
