START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WW-RTTY
CALLSIGN: UY1HY
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: UY1HY
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WW-RTTY CQWWRTTY/2014.
QSO: 28082 RY 2014-09-28 0414 UY1HY         599 16 DX VK3TDX        599 30 DX
QSO: 28128 RY 2014-09-28 1537 UY1HY         599 16 DX LR1E          599 13 DX
QSO: 28132 RY 2014-09-28 1537 UY1HY         599 16 DX 8P2K          599 8 DX
QSO: 28130 RY 2014-09-28 1539 UY1HY         599 16 DX VA2UP         599 05 QC
QSO: 28080 RY 2014-09-28 1541 UY1HY         599 16 DX EA3HKA        599 14 DX
QSO: 28000 RY 2014-09-28 1547 UY1HY         599 16 DX PY2MC         599 11 DX
QSO: 28113 RY 2014-09-28 1548 UY1HY         599 16 DX W1AN          599 05 CT
QSO: 28109 RY 2014-09-28 1550 UY1HY         599 16 DX ZD8RH         599 36 DX
QSO: 28000 RY 2014-09-28 1602 UY1HY         599 16 DX PY7CRA        599 11 DX
QSO: 28080 RY 2014-09-28 1603 UY1HY         599 16 DX P49X          599 9 DX
QSO: 28080 RY 2014-09-28 1608 UY1HY         599 16 DX CE3DNP        599 12 DX
QSO: 28051 RY 2014-09-28 1611 UY1HY         599 16 DX EC2DX         599 14 DX
QSO: 28094 RY 2014-09-28 1613 UY1HY         599 16 DX C37NL         599 14 DX
QSO: 28091 RY 2014-09-28 1617 UY1HY         599 16 DX EF8S          599 33 DX
QSO: 28099 RY 2014-09-28 1621 UY1HY         599 16 DX EF8U          599 33 33
QSO: 28101 RY 2014-09-28 1621 UY1HY         599 16 DX EE3R          599 14 DX
QSO: 28135 RY 2014-09-28 1621 UY1HY         599 16 DX TA7I          599 20 DX
QSO: 28107 RY 2014-09-28 1623 UY1HY         599 16 DX CX5UA         599 13 DX
QSO: 28107 RY 2014-09-28 1623 UY1HY         599 16 DX EE1D          599 14 DX
QSO: 28112 RY 2014-09-28 1625 UY1HY         599 16 DX EA7KP         599 14 DX
QSO: 28000 RY 2014-09-28 1626 UY1HY         599 16 DX EB1IC         599 14 DX
QSO: 28000 RY 2014-09-28 1628 UY1HY         599 16 DX TM1O          599 14 DX
QSO: 28125 RY 2014-09-28 1628 UY1HY         599 16 DX HZ1PS         599 21 DX
QSO: 28000 RY 2014-09-28 1633 UY1HY         599 16 DX IK7RVY        599 15 DX
QSO: 28143 RY 2014-09-28 1634 UY1HY         599 16 DX AY8A          599 13 DX
QSO: 28095 RY 2014-09-28 1647 UY1HY         599 16 DX EA4GEL        599 14 DX
END-OF-LOG:
