START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-CW
CALLSIGN: WB6NBU
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: WB6NBU
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-CW CQWPX/cw/2016.
QSO: 21000 CW 2016-05-28 0006 WB6NBU        599 KT5J          599 16
QSO: 21000 CW 2016-05-28 1920 WB6NBU        599 0043 OA4SS         599 0619
QSO: 21039 CW 2016-05-28 1927 WB6NBU        599 0044 VC7G          599 0269
QSO: 14019 CW 2016-05-28 1932 WB6NBU        599 045 K1LZ          599 1647
QSO: 21026 CW 2016-05-28 2240 WB6NBU        599 0048 PJ4LS         599 1034
QSO: 21027 CW 2016-05-28 2240 WB6NBU        599 049 ZF1A          599 1602
QSO: 21040 CW 2016-05-28 2241 WB6NBU        599 0050 N4WW          599 0512
QSO: 21040 CW 2016-05-28 2242 WB6NBU        599 051 AK6W          599 0531
QSO: 21040 CW 2016-05-28 2243 WB6NBU        599 0053 K2AV          599 0201
QSO: 21040 CW 2016-05-28 2243 WB6NBU        599 0052 NS1S          599 1862
QSO: 21000 CW 2016-05-28 2244 WB6NBU        599 54 WA6DBC        599 052
QSO: 21000 CW 2016-05-28 2247 WB6NBU        599 56 K5XU          599 256
QSO: 21040 CW 2016-05-28 2248 WB6NBU        599 0057 NR3X          599 1397
QSO: 21040 CW 2016-05-28 2249 WB6NBU        599 0058 N4CW          599 0286
QSO: 21040 CW 2016-05-28 2251 WB6NBU        599 59 XE2AU         599 191
QSO: 21040 CW 2016-05-28 2254 WB6NBU        599 0061 NP2P          599 1246
QSO: 21040 CW 2016-05-28 2300 WB6NBU        599 0063 KP4EJ         599 0542
QSO: 21013 CW 2016-05-28 2305 WB6NBU        599 064 6Y6N          599 1733
QSO: 21024 CW 2016-05-28 2308 WB6NBU        599 0065 K0NM          599 0462
QSO:  7030 CW 2016-05-29 1351 WB6NBU        599 66 W6AEA         599 691
QSO:  7003 CW 2016-05-29 1353 WB6NBU        599 0067 VK6LW         599 1780
QSO:  7005 CW 2016-05-29 1354 WB6NBU        599 0068 VK4SN         599 0482
QSO:  7017 CW 2016-05-29 1355 WB6NBU        599 0069 NA6O          599 0978
QSO:  7021 CW 2016-05-29 1358 WB6NBU        599 070 WQ6X          599 1667
QSO:  7024 CW 2016-05-29 1358 WB6NBU        599 0071 WH7W          599 0468
QSO:  7028 CW 2016-05-29 1359 WB6NBU        599 0072 KH6LC         599 0873
QSO:  7006 CW 2016-05-29 1401 WB6NBU        599 73 VE7GL         599 1185
QSO:  7015 CW 2016-05-29 1403 WB6NBU        599 0074 VE6EX         599 0701
QSO:  7027 CW 2016-05-29 1405 WB6NBU        599 0075 VC7G          599 0813
QSO:  7028 CW 2016-05-29 1405 WB6NBU        599 76 KU6F          599 883
QSO:  7015 CW 2016-05-29 1409 WB6NBU        599 77 NF6A          599 1448
QSO:  7021 CW 2016-05-29 1410 WB6NBU        599 0078 NG7A          599 2078
QSO:  7022 CW 2016-05-29 1411 WB6NBU        599 0079 VB7A          599 0306
QSO:  7036 CW 2016-05-29 1412 WB6NBU        599 0080 WM6A          599 0405
QSO: 14017 CW 2016-05-29 1414 WB6NBU        599 081 6Y6N          599 2404
QSO: 14040 CW 2016-05-29 1418 WB6NBU        599 082 NR5M          599 1618
QSO: 14047 CW 2016-05-29 1419 WB6NBU        599 0083 K5NZ          599 0563
QSO: 14054 CW 2016-05-29 1420 WB6NBU        599 0084 NP2P          599 1823
END-OF-LOG:
