START-OF-LOG: 3.0
CALLSIGN: HB9FBP
CONTEST: CQ-WPX-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 168973
NAME: Francesco Meniconzi
LOCATION: DX
OPERATORS: HB9FBP
CLUB:
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.5555.0
SOAPBOX: Tnx for hamspirit in the contest... 73 de HB9FBP/ Francesco
QSO: 14319 PH 2016-03-27 1344 HB9FBP        59  0075   JA3YBK        59  0875
QSO: 14321 PH 2016-03-27 1346 HB9FBP        59  0076   JH4UYB        59  2196
QSO: 14305 PH 2016-03-27 1348 HB9FBP        59  0077   JR4OZR        59  1545
QSO: 14309 PH 2016-03-27 1350 HB9FBP        59  0078   OH7KBF        59  0439
QSO: 14310 PH 2016-03-27 1350 HB9FBP        59  0079   CR5A          59  1207
QSO: 14312 PH 2016-03-27 1351 HB9FBP        59  0080   ES7GM         59  2321
QSO: 14334 PH 2016-03-27 1353 HB9FBP        59  0081   IT9STX        59  1501
QSO: 21415 PH 2016-03-27 1357 HB9FBP        59  0082   CQ9T          59  1116
QSO: 21401 PH 2016-03-27 1358 HB9FBP        59  0083   P33W          59  5673
QSO: 21379 PH 2016-03-27 1358 HB9FBP        59  0084   IW2HAJ        59  2561
QSO: 21372 PH 2016-03-27 1359 HB9FBP        59  0085   ZX2V          59  0416
QSO: 21359 PH 2016-03-27 1401 HB9FBP        59  0086   ZV5O          59  1786
QSO: 21348 PH 2016-03-27 1402 HB9FBP        59  0087   CV3D          59  0889
QSO: 21343 PH 2016-03-27 1403 HB9FBP        59  0088   P49Y          59  3704
QSO: 21340 PH 2016-03-27 1404 HB9FBP        59  0089   K3CCR         59  0114
QSO: 21332 PH 2016-03-27 1406 HB9FBP        59  0090   CE3CT         59  2572
QSO: 21328 PH 2016-03-27 1409 HB9FBP        59  0091   ZW5B          59  1513
QSO: 21300 PH 2016-03-27 1413 HB9FBP        59  0092   4Z7T          59  2577
QSO: 21298 PH 2016-03-27 1414 HB9FBP        59  0093   TI0DX         59  1868
QSO: 21289 PH 2016-03-27 1414 HB9FBP        59  0094   KE3X          59  3445
QSO: 21285 PH 2016-03-27 1417 HB9FBP        59  0095   3G5EC         59  0319
QSO: 21264 PH 2016-03-27 1419 HB9FBP        59  0096   K3ZO          59  2307
QSO: 21195 PH 2016-03-27 1424 HB9FBP        59  0097   PQ5B          59  3059
QSO: 21169 PH 2016-03-27 1425 HB9FBP        59  0098   FY5FY         59  3591
QSO: 21163 PH 2016-03-27 1426 HB9FBP        59  0099   PS2T          59  2033
QSO: 21200 PH 2016-03-27 1427 HB9FBP        59  0100   WX3B          59  1450
QSO: 21204 PH 2016-03-27 1427 HB9FBP        59  0101   KU3K          59  3122
QSO: 21214 PH 2016-03-27 1428 HB9FBP        59  0102   KC3R          59  1948
QSO: 21226 PH 2016-03-27 1429 HB9FBP        59  0103   WW2Y          59  2203
QSO: 21231 PH 2016-03-27 1430 HB9FBP        59  0104   5E5E          59  2590
QSO: 21288 PH 2016-03-27 1433 HB9FBP        59  0105   CO2GG         59  0453
QSO: 21373 PH 2016-03-27 1441 HB9FBP        59  0106   AB4B          59  0388
QSO: 21406 PH 2016-03-27 1442 HB9FBP        59  0107   YV4D          59  3479
QSO: 21430 PH 2016-03-27 1443 HB9FBP        59  0108   NR3X          59  2163
QSO: 21442 PH 2016-03-27 1444 HB9FBP        59  0109   PJ4DX         59  2853
QSO: 21206 PH 2016-03-27 1449 HB9FBP        59  0110   KU2M          59  1215
QSO: 21209 PH 2016-03-27 1449 HB9FBP        59  0111   KQ2M          59  3534
QSO: 21224 PH 2016-03-27 1450 HB9FBP        59  0112   KU1CW         59  1527
QSO: 21227 PH 2016-03-27 1452 HB9FBP        59  0113   AC1U          59  3247
QSO: 21229 PH 2016-03-27 1453 HB9FBP        59  0114   WU3A          59  2636
QSO: 21259 PH 2016-03-27 1455 HB9FBP        59  0115   KB3WD         59  2471
QSO: 14273 PH 2016-03-27 1500 HB9FBP        59  0116   RU1A          59  4507
QSO: 14269 PH 2016-03-27 1504 HB9FBP        59  0117   NR7DX         59  1360
QSO: 14194 PH 2016-03-27 1508 HB9FBP        59  0118   OH1AF         59  0127
QSO: 14263 PH 2016-03-27 1512 HB9FBP        59  0119   J43TR         59  1961
QSO: 14289 PH 2016-03-27 1516 HB9FBP        59  0120   ES2MC         59  0108
QSO: 14296 PH 2016-03-27 1517 HB9FBP        59  0121   OH6RE         59  0450
QSO: 14301 PH 2016-03-27 1519 HB9FBP        59  0122   WB2WPM        59  0494
QSO: 14308 PH 2016-03-27 1520 HB9FBP        59  0123   LY26A         59  2242
QSO: 14347 PH 2016-03-27 1521 HB9FBP        59  0124   LY9A          59  2073
QSO: 21429 PH 2016-03-27 1528 HB9FBP        59  0125   KS9K          59  1209
QSO: 21328 PH 2016-03-27 1532 HB9FBP        59  0126   N3OC          59  1116
QSO: 21305 PH 2016-03-27 1534 HB9FBP        59  0127   WP4PGY        59  1582
QSO: 21274 PH 2016-03-27 1537 HB9FBP        59  0128   AC8G          59  0596
QSO: 21231 PH 2016-03-27 1542 HB9FBP        59  0129   HB9OAU        59  0087
QSO: 21196 PH 2016-03-27 1544 HB9FBP        59  0130   VE3MIS        59  0296
QSO: 21187 PH 2016-03-27 1546 HB9FBP        59  0131   XL3T          59  3386
QSO: 21173 PH 2016-03-27 1548 HB9FBP        59  0132   VE3DZ         59  2022
QSO: 21204 PH 2016-03-27 1550 HB9FBP        59  0133   K3MD          59  1297
QSO: 21353 PH 2016-03-27 1556 HB9FBP        59  0134   K2SSS         59  0760
QSO: 21294 PH 2016-03-27 1557 HB9FBP        59  0135   NQ2F          59  1356
QSO: 21292 PH 2016-03-27 1559 HB9FBP        59  0136   W3FV          59  0810
QSO: 21420 PH 2016-03-27 1600 HB9FBP        59  0137   C4A           59  2187
QSO: 21423 PH 2016-03-27 1601 HB9FBP        59  0138   D41CV         59  2629
QSO: 21444 PH 2016-03-27 1603 HB9FBP        59  0139   NN2DX         59  0672
QSO: 21406 PH 2016-03-27 1604 HB9FBP        59  0140   YW4D          59  3476
QSO: 21256 PH 2016-03-27 1610 HB9FBP        59  0141   LT1F          59  2725
QSO: 21255 PH 2016-03-27 1611 HB9FBP        59  0142   N8BJQ         59  0933
QSO: 21263 PH 2016-03-27 1612 HB9FBP        59  0143   NZ3D          59  2371
QSO: 21233 PH 2016-03-27 1625 HB9FBP        59  0144   CU2ARA        59  1830
QSO: 21198 PH 2016-03-27 1628 HB9FBP        59  0145   VC2A          59  2401
QSO: 21257 PH 2016-03-27 1632 HB9FBP        59  0146   EF8J          59  0580
QSO: 21275 PH 2016-03-27 1633 HB9FBP        59  0147   PJ2/DD5ZZ     59  0676
QSO: 21328 PH 2016-03-27 1640 HB9FBP        59  0148   WQ5MM         59  3123
QSO: 21395 PH 2016-03-27 1643 HB9FBP        59  0149   VE9ML         59  0654
QSO: 21387 PH 2016-03-27 1646 HB9FBP        59  0150   PX2A          59  1775
QSO: 21256 PH 2016-03-27 1649 HB9FBP        59  0151   K1LZ          59  3781
QSO: 21212 PH 2016-03-27 1651 HB9FBP        59  0152   KP4RV         59  1378
QSO: 21178 PH 2016-03-27 1652 HB9FBP        59  0153   VE9CB         59  3268
QSO: 21201 PH 2016-03-27 1653 HB9FBP        59  0154   HI3K          59  2403
QSO: 21386 PH 2016-03-27 1658 HB9FBP        59  0155   HC7AE         59  0331
QSO: 14132 PH 2016-03-27 1701 HB9FBP        59  0156   OH5TS         59  0784
QSO: 14137 PH 2016-03-27 1702 HB9FBP        59  0157   UA9MA         59  2746
QSO: 14150 PH 2016-03-27 1703 HB9FBP        59  0158   WX3B          59  1559
QSO: 14161 PH 2016-03-27 1704 HB9FBP        59  0159   8S0C          59  1208
QSO: 14167 PH 2016-03-27 1705 HB9FBP        59  0160   GM3D          59  0872
QSO: 14186 PH 2016-03-27 1707 HB9FBP        59  0161   EA1FA         59  0256
QSO: 14215 PH 2016-03-27 1709 HB9FBP        59  0162   EW2W          59  1149
QSO: 14234 PH 2016-03-27 1710 HB9FBP        59  0163   ES5TV         59  4104
QSO: 14258 PH 2016-03-27 1714 HB9FBP        59  0164   C4A           59  2153
QSO: 14269 PH 2016-03-27 1714 HB9FBP        59  0165   EN4U          59  2609
QSO: 14279 PH 2016-03-27 1715 HB9FBP        59  0166   YP0C          59  2266
QSO: 14287 PH 2016-03-27 1717 HB9FBP        59  0167   9Y4D          59  2086
QSO: 14292 PH 2016-03-27 1718 HB9FBP        59  0168   EF8S          59  0406
QSO: 14299 PH 2016-03-27 1720 HB9FBP        59  0169   IB2A          59  1107
QSO: 14302 PH 2016-03-27 1721 HB9FBP        59  0170   UT0U          59  0950
QSO: 21346 PH 2016-03-27 1838 HB9FBP        59  0171   CN8VO         59  0825
QSO: 21288 PH 2016-03-27 1842 HB9FBP        59  0172   WQ6SL         59  2104
QSO: 21283 PH 2016-03-27 1844 HB9FBP        59  0173   ZP5WBM        59  0774
QSO: 21260 PH 2016-03-27 1845 HB9FBP        59  0174   KR4Z          59  0950
QSO: 21246 PH 2016-03-27 1846 HB9FBP        59  0175   K4BAI         59  1837
QSO: 21218 PH 2016-03-27 1848 HB9FBP        59  0176   K4PV          59  1723
QSO: 21187 PH 2016-03-27 1852 HB9FBP        59  0177   FG4KH         59  1674
QSO: 21155 PH 2016-03-27 1853 HB9FBP        59  0178   PY2HT         59  0520
QSO: 21356 PH 2016-03-27 1856 HB9FBP        59  0179   HK6F          59  0793
QSO: 21304 PH 2016-03-27 1857 HB9FBP        59  0180   KP2DX         59  0637
QSO: 21417 PH 2016-03-27 1902 HB9FBP        59  0181   WP2Z          59  3105
QSO: 21390 PH 2016-03-27 1903 HB9FBP        59  0182   WZ4F          59  3038
QSO: 21368 PH 2016-03-27 1905 HB9FBP        59  0183   DQ2C          59  3898
QSO: 21347 PH 2016-03-27 1906 HB9FBP        59  0184   T42CT         59  1017
QSO: 21338 PH 2016-03-27 1907 HB9FBP        59  0185   S59A          59  0951
QSO: 21297 PH 2016-03-27 1910 HB9FBP        59  0186   ZV2C          59  0838
QSO: 21286 PH 2016-03-27 1910 HB9FBP        59  0187   OK7W          59  1877
QSO: 21261 PH 2016-03-27 1913 HB9FBP        59  0188   WP3R          59  0834
QSO: 21256 PH 2016-03-27 1916 HB9FBP        59  0189   EA3CX         59  1626
QSO: 14348 PH 2016-03-27 1920 HB9FBP        59  0190   NP2P          59  2168
QSO: 14343 PH 2016-03-27 1922 HB9FBP        59  0191   NN2DX         59  0831
QSO: 14340 PH 2016-03-27 1923 HB9FBP        59  0192   YT1A          59  1958
QSO: 14337 PH 2016-03-27 1924 HB9FBP        59  0193   VA2EW         59  1679
QSO: 14333 PH 2016-03-27 1926 HB9FBP        59  0194   NQ2F          59  1622
QSO: 14331 PH 2016-03-27 1926 HB9FBP        59  0195   IO5O          59  3827
QSO: 14327 PH 2016-03-27 1927 HB9FBP        59  0196   DR1A          59  0600
QSO: 14314 PH 2016-03-27 1931 HB9FBP        59  0197   OL3R          59  0212
QSO: 14305 PH 2016-03-27 1934 HB9FBP        59  0198   S53T          59  1557
QSO: 14304 PH 2016-03-27 1935 HB9FBP        59  0199   IK3UNA/1      59  1340
QSO: 14288 PH 2016-03-27 1938 HB9FBP        59  0200   9Y4D          59  2289
QSO: 14285 PH 2016-03-27 1940 HB9FBP        59  0201   9A77A         59  4087
QSO: 14282 PH 2016-03-27 1941 HB9FBP        59  0202   IR4M          59  4047
QSO: 14278 PH 2016-03-27 1942 HB9FBP        59  0203   IO2X          59  3049
QSO: 14276 PH 2016-03-27 1944 HB9FBP        59  0204   WQ5MM         59  3344
QSO: 14271 PH 2016-03-27 1948 HB9FBP        59  0205   HG1S          59  3616
QSO: 14265 PH 2016-03-27 1948 HB9FBP        59  0206   VC2A          59  2728
QSO: 14257 PH 2016-03-27 1950 HB9FBP        59  0207   9A705Y        59  3322
QSO: 14252 PH 2016-03-27 1951 HB9FBP        59  0208   S55T          59  2740
QSO: 14243 PH 2016-03-27 1954 HB9FBP        59  0209   HG7T          59  2286
QSO: 14238 PH 2016-03-27 1955 HB9FBP        59  0210   EC1DD         59  1047
QSO: 14228 PH 2016-03-27 1956 HB9FBP        59  0211   TM6M          59  3852
QSO: 14221 PH 2016-03-27 1957 HB9FBP        59  0212   KU3K          59  3700
QSO: 14219 PH 2016-03-27 1958 HB9FBP        59  0213   NR3X          59  2578
QSO: 14208 PH 2016-03-27 1959 HB9FBP        59  0214   RV3FF         59  2417
QSO: 14206 PH 2016-03-27 2000 HB9FBP        59  0215   OG3MS         59  1673
QSO: 14198 PH 2016-03-27 2002 HB9FBP        59  0216   4X7R          59  3941
QSO: 14173 PH 2016-03-27 2007 HB9FBP        59  0217   KB3WD         59  3005
QSO: 14159 PH 2016-03-27 2008 HB9FBP        59  0218   DQ2C          59  4002
QSO: 14155 PH 2016-03-27 2009 HB9FBP        59  0219   KQ2M          59  4083
QSO: 14153 PH 2016-03-27 2010 HB9FBP        59  0220   PS2T          59  1648
QSO: 14147 PH 2016-03-27 2011 HB9FBP        59  0221   XL3T          59  3896
QSO: 14142 PH 2016-03-27 2012 HB9FBP        59  0222   VE3MIS        59  0689
QSO: 14114 PH 2016-03-27 2015 HB9FBP        59  0223   CT1BXT        59  1095
QSO: 14106 PH 2016-03-27 2016 HB9FBP        59  0224   8P2K          59  1248
QSO: 14101 PH 2016-03-27 2016 HB9FBP        59  0225   VY2ZM         59  4183
QSO: 14109 PH 2016-03-27 2019 HB9FBP        59  0226   PJ4DX         59  3551
QSO: 14122 PH 2016-03-27 2023 HB9FBP        59  0227   8P5A          59  5812
QSO: 14125 PH 2016-03-27 2024 HB9FBP        59  0228   OK1KQH        59  0869
QSO: 21209 PH 2016-03-27 2026 HB9FBP        59  0229   W4ML          59  1753
QSO: 21223 PH 2016-03-27 2028 HB9FBP        59  0230   W9IU          59  1000
QSO: 21224 PH 2016-03-27 2030 HB9FBP        59  0231   AD4TR         59  2012
QSO: 21238 PH 2016-03-27 2031 HB9FBP        59  0232   KM5VI         59  2443
QSO: 21246 PH 2016-03-27 2033 HB9FBP        59  0233   WY2LI         59  0127
QSO: 21251 PH 2016-03-27 2034 HB9FBP        59  0234   YV6BXN        59  0036
QSO: 21265 PH 2016-03-27 2035 HB9FBP        59  0235   N3AD          59  0051
QSO: 21278 PH 2016-03-27 2041 HB9FBP        59  0236   HC5ZY         59  0225
QSO: 21281 PH 2016-03-27 2042 HB9FBP        59  0237   GM5X          59  3781
QSO: 21302 PH 2016-03-27 2049 HB9FBP        59  0238   TI2OY         59  1278
QSO: 21322 PH 2016-03-27 2051 HB9FBP        59  0239   HC0E          59  0754
QSO: 21392 PH 2016-03-27 2055 HB9FBP        59  0240   KX1BK         59  0616
QSO: 21443 PH 2016-03-27 2059 HB9FBP        59  0241   NM5O          59  1983
QSO: 21445 PH 2016-03-27 2100 HB9FBP        59  0242   P43E          59  0783
QSO: 21448 PH 2016-03-27 2102 HB9FBP        59  0243   HR2WW         59  0935
QSO: 21431 PH 2016-03-27 2103 HB9FBP        59  0244   C6AMM         59  0440
QSO: 21380 PH 2016-03-27 2105 HB9FBP        59  0245   LU7MT         59  1078
QSO: 21287 PH 2016-03-27 2109 HB9FBP        59  0246   AD4Z          59  1808
QSO: 21243 PH 2016-03-27 2110 HB9FBP        59  0247   N4EK          59  0304
QSO: 14336 PH 2016-03-27 2115 HB9FBP        59  0248   CQ9T          59  1660
QSO: 14333 PH 2016-03-27 2116 HB9FBP        59  0249   K4PV          59  1922
QSO: 14315 PH 2016-03-27 2118 HB9FBP        59  0250   VE7GL         59  2116
QSO: 14301 PH 2016-03-27 2120 HB9FBP        59  0251   OM5ZW         59  3620
QSO: 14104 PH 2016-03-27 2122 HB9FBP        59  0252   VA3SWG        59  1241
QSO: 14116 PH 2016-03-27 2124 HB9FBP        59  0253   ZV5O          59  1318
QSO: 14120 PH 2016-03-27 2125 HB9FBP        59  0254   PY1GQ         59  0246
QSO: 14142 PH 2016-03-27 2127 HB9FBP        59  0255   P49Y          59  4715
QSO: 14164 PH 2016-03-27 2134 HB9FBP        59  0256   KE3X          59  4096
QSO: 14171 PH 2016-03-27 2135 HB9FBP        59  0257   K3ZO          59  2926
QSO: 14174 PH 2016-03-27 2136 HB9FBP        59  0258   AC1U          59  3798
QSO: 14180 PH 2016-03-27 2140 HB9FBP        59  0259   K4BAI         59  2042
QSO: 14265 PH 2016-03-27 2149 HB9FBP        59  0260   PX2B          59  1995
QSO: 14302 PH 2016-03-27 2152 HB9FBP        59  0261   PV2P          59  0081
QSO: 14317 PH 2016-03-27 2154 HB9FBP        59  0262   DC4A          59  2593
QSO: 14164 PH 2016-03-27 2200 HB9FBP        59  0263   W9SN          59  0229
QSO: 14166 PH 2016-03-27 2201 HB9FBP        59  0264   W8MJ          59  1907
QSO: 14202 PH 2016-03-27 2205 HB9FBP        59  0265   NZ3D          59  3060
QSO: 14147 PH 2016-03-27 2209 HB9FBP        59  0266   VC6R          59  3212
QSO: 14286 PH 2016-03-27 2213 HB9FBP        59  0267   EB8AH         59  1830
QSO:  7055 PH 2016-03-27 2217 HB9FBP        59  0268   4Z5UN         59  0259
QSO:  7180 PH 2016-03-27 2220 HB9FBP        59  0269   LY26A         59  1574
QSO:  7182 PH 2016-03-27 2221 HB9FBP        59  0270   UR5AS         59  2034
QSO:  7185 PH 2016-03-27 2223 HB9FBP        59  0271   OG73X         59  2365
QSO:  7191 PH 2016-03-27 2224 HB9FBP        59  0272   SX9C          59  1355
QSO:  7195 PH 2016-03-27 2225 HB9FBP        59  0273   YT6W          59  0926
QSO:  7163 PH 2016-03-27 2227 HB9FBP        59  0274   WU3A          59  3266
QSO:  7159 PH 2016-03-27 2228 HB9FBP        59  0275   KK9A          59  1573
QSO:  7156 PH 2016-03-27 2229 HB9FBP        59  0276   RU1A          59  5369
QSO:  7146 PH 2016-03-27 2231 HB9FBP        59  0277   EG1PEA        59  0067
QSO:  7139 PH 2016-03-27 2234 HB9FBP        59  0278   US1I          59  1732
QSO:  7130 PH 2016-03-27 2235 HB9FBP        59  0279   HG7T          59  1545
QSO:  7125 PH 2016-03-27 2236 HB9FBP        59  0280   SP7VC         59  2753
QSO:  7120 PH 2016-03-27 2237 HB9FBP        59  0281   LZ5K          59  1467
QSO:  7113 PH 2016-03-27 2239 HB9FBP        59  0282   RM6C          59  1568
QSO:  7107 PH 2016-03-27 2240 HB9FBP        59  0283   YO5NI         59  0335
QSO:  7091 PH 2016-03-27 2241 HB9FBP        59  0284   5E5E          59  1843
QSO:  7087 PH 2016-03-27 2242 HB9FBP        59  0285   C4A           59  1211
QSO:  7077 PH 2016-03-27 2243 HB9FBP        59  0286   CT1BXT        59  1192
QSO:  7065 PH 2016-03-27 2244 HB9FBP        59  0287   HG0R          59  0426
QSO:  7123 PH 2016-03-27 2245 HB9FBP        59  0288   EC2DX         59  2406
QSO:  7117 PH 2016-03-27 2245 HB9FBP        59  0289   HG8R          59  2142
QSO:  7109 PH 2016-03-27 2246 HB9FBP        59  0290   GM5X          59  3998
QSO:  7102 PH 2016-03-27 2247 HB9FBP        59  0291   IR8P          59  3182
QSO:  7050 PH 2016-03-27 2249 HB9FBP        59  0292   LY2RJ         59  0311
QSO:  7052 PH 2016-03-27 2250 HB9FBP        59  0293   8P5A          59  6274
QSO:  7138 PH 2016-03-27 2251 HB9FBP        59  0294   SE0X          59  1710
QSO:  7197 PH 2016-03-27 2253 HB9FBP        59  0295   EA5DFV        59  2202
QSO:  7046 PH 2016-03-27 2254 HB9FBP        59  0296   5D5D          59  1712
QSO:  7083 PH 2016-03-27 2301 HB9FBP        59  0297   EI6JK         59  1593
QSO:  7074 PH 2016-03-27 2304 HB9FBP        59  0298   RA3Y          59  2092
QSO:  7175 PH 2016-03-27 2305 HB9FBP        59  0299   CR5A          59  1641
QSO:  7068 PH 2016-03-27 2310 HB9FBP        59  0300   VA2EW         59  0193
END-OF-LOG:
