START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.20.0
CONTEST: REF-CW
LOCATION: 60
CALLSIGN: F5KMB
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
CATEGORY-OVERLAY: CLUB
CLAIMED-SCORE: 1155224
OPERATORS: F6DWG F8BRL F8FFI
NAME: radio club pierre coulon
CERTIFICATE: NO
SOAPBOX: 
RIG: IC 756 PRO II + dipole 80/40 et beam 14/21/28
QSO: 14045 CW 2017-01-28 0740 F5KMB         599 60     UA6ARR        599 003   
QSO: 14045 CW 2017-01-28 0741 F5KMB         599 60     EU6DX         599 018   
QSO: 14045 CW 2017-01-28 0742 F5KMB         599 60     R7MT          599 003   
QSO: 14045 CW 2017-01-28 0743 F5KMB         599 60     R7AT          599 003   
QSO: 14045 CW 2017-01-28 0744 F5KMB         599 60     RU9TN         599 004   
QSO: 14045 CW 2017-01-28 0744 F5KMB         599 60     UA6YH         599 002   
QSO: 14045 CW 2017-01-28 0746 F5KMB         599 60     9A1AA         599 038   
QSO: 14045 CW 2017-01-28 0747 F5KMB         599 60     UA1OIW        599 004   
QSO: 14045 CW 2017-01-28 0748 F5KMB         599 60     UR7VA         599 001   
QSO: 14045 CW 2017-01-28 0750 F5KMB         599 60     HA3HX         599 008   
QSO: 14045 CW 2017-01-28 0751 F5KMB         599 60     YL2BJ         599 002   
QSO: 14045 CW 2017-01-28 0752 F5KMB         599 60     LZ7J          599 020   
QSO: 14045 CW 2017-01-28 0752 F5KMB         599 60     RN3S          599 006   
QSO: 14045 CW 2017-01-28 0752 F5KMB         599 60     RA3XCZ        599 009   
QSO: 14045 CW 2017-01-28 0754 F5KMB         599 60     HA6NW         599 032   
QSO: 14045 CW 2017-01-28 0755 F5KMB         599 60     R3FC          599 003   
QSO: 14045 CW 2017-01-28 0758 F5KMB         599 60     UR5FS         599 007   
QSO: 14045 CW 2017-01-28 0759 F5KMB         599 60     RA3NC         599 011   
QSO: 14045 CW 2017-01-28 0800 F5KMB         599 60     UC7A          599 007   
QSO: 14045 CW 2017-01-28 0800 F5KMB         599 60     UX5VK         599 001   
QSO: 14045 CW 2017-01-28 0801 F5KMB         599 60     RA4HX         599 002   
QSO: 14045 CW 2017-01-28 0802 F5KMB         599 60     CT1ELZ        599 049   
QSO: 14045 CW 2017-01-28 0803 F5KMB         599 60     RG3B          599 004   
QSO: 14045 CW 2017-01-28 0804 F5KMB         599 60     R3MU          599 005   
QSO: 14045 CW 2017-01-28 0804 F5KMB         599 60     OH9NB         599 003   
QSO: 14045 CW 2017-01-28 0805 F5KMB         599 60     UA9FAR        599 003   
QSO: 14045 CW 2017-01-28 0806 F5KMB         599 60     RQ4D          599 002   
QSO: 14045 CW 2017-01-28 0807 F5KMB         599 60     RA9DW         599 003   
QSO: 14045 CW 2017-01-28 0807 F5KMB         599 60     RX3VF         599 002   
QSO: 14045 CW 2017-01-28 0809 F5KMB         599 60     UR5ITU        599 006   
QSO: 14045 CW 2017-01-28 0810 F5KMB         599 60     UA4WW         599 005   
QSO: 14045 CW 2017-01-28 0811 F5KMB         599 60     RX9AF         599 003   
QSO: 14045 CW 2017-01-28 0812 F5KMB         599 60     IT9VDQ        599 002   
QSO: 14045 CW 2017-01-28 0813 F5KMB         599 60     US3EW         599 002   
QSO: 14045 CW 2017-01-28 0814 F5KMB         599 60     EW6EW         599 003   
QSO: 14045 CW 2017-01-28 0816 F5KMB         599 60     UX2IJ         599 007   
QSO: 14045 CW 2017-01-28 0816 F5KMB         599 60     R7AC          599 002   
QSO: 14045 CW 2017-01-28 0817 F5KMB         599 60     DY7Z          599 042   
QSO: 14045 CW 2017-01-28 0818 F5KMB         599 60     R4BZ          599 008   
QSO: 14045 CW 2017-01-28 0818 F5KMB         599 60     UD8A          599 004   
QSO: 14045 CW 2017-01-28 0819 F5KMB         599 60     R3LC          599 005   
QSO: 14045 CW 2017-01-28 0820 F5KMB         599 60     UA7R          599 002   
QSO: 14045 CW 2017-01-28 0821 F5KMB         599 60     OH2VZ         599 010   
QSO: 14045 CW 2017-01-28 0822 F5KMB         599 60     UA1AJ         599 003   
QSO: 14045 CW 2017-01-28 0823 F5KMB         599 60     YO8DOH        599 022   
QSO: 14045 CW 2017-01-28 0824 F5KMB         599 60     UR0HQ         599 003   
QSO: 14045 CW 2017-01-28 0825 F5KMB         599 60     HA5PP         599 024   
QSO: 14045 CW 2017-01-28 0826 F5KMB         599 60     SM3OMO        599 017   
QSO: 14045 CW 2017-01-28 0827 F5KMB         599 60     YO5AXF        599 001   
QSO: 14045 CW 2017-01-28 0827 F5KMB         599 60     RM6AA         599 004   
QSO: 14045 CW 2017-01-28 0829 F5KMB         599 60     R9RT          599 004   
QSO: 14045 CW 2017-01-28 0830 F5KMB         599 60     UA3DER        599 004   
QSO: 14045 CW 2017-01-28 0831 F5KMB         599 60     RU1QD         599 002   
QSO: 14045 CW 2017-01-28 0832 F5KMB         599 60     UY0CA         599 004   
QSO: 14045 CW 2017-01-28 0832 F5KMB         599 60     RN9N          599 002   
QSO: 14045 CW 2017-01-28 0832 F5KMB         599 60     UA4QK         599 004   
QSO: 14045 CW 2017-01-28 0834 F5KMB         599 60     4Z5KO         599 003   
QSO: 14045 CW 2017-01-28 0835 F5KMB         599 60     F6FLU         599 78    
QSO: 14045 CW 2017-01-28 0835 F5KMB         599 60     UT4U          599 005   
QSO: 14045 CW 2017-01-28 0836 F5KMB         599 60     RX9FB         599 001   
QSO: 14045 CW 2017-01-28 0837 F5KMB         599 60     RA6AR         599 002   
QSO: 14045 CW 2017-01-28 0838 F5KMB         599 60     EW2WW         599 014   
QSO: 14045 CW 2017-01-28 0840 F5KMB         599 60     F6KJJ         599 38    
QSO: 14045 CW 2017-01-28 0841 F5KMB         599 60     LZ1JZ         599 009   
QSO: 14045 CW 2017-01-28 0844 F5KMB         599 60     OH2BN         599 001   
QSO: 14045 CW 2017-01-28 0845 F5KMB         599 60     SE4E          599 066   
QSO: 14045 CW 2017-01-28 0846 F5KMB         599 60     OM3CAZ        599 021   
QSO: 14045 CW 2017-01-28 0846 F5KMB         599 60     RN4SC         599 007   
QSO: 14045 CW 2017-01-28 0847 F5KMB         599 60     RD3FT         599 005   
QSO: 14045 CW 2017-01-28 0847 F5KMB         599 60     UA4HTT        599 007   
QSO: 14045 CW 2017-01-28 0848 F5KMB         599 60     SE5L          599 008   
QSO: 14045 CW 2017-01-28 0850 F5KMB         599 60     RA4Y          599 004   
QSO: 14045 CW 2017-01-28 0850 F5KMB         599 60     UA4PCF        599 004   
QSO: 14045 CW 2017-01-28 0851 F5KMB         599 60     UK8IAR        599 003   
QSO: 14045 CW 2017-01-28 0853 F5KMB         599 60     LZ7H          599 005   
QSO: 14045 CW 2017-01-28 0854 F5KMB         599 60     LY5O          599 004   
QSO: 14045 CW 2017-01-28 0855 F5KMB         599 60     LY2AT         599 009   
QSO: 14045 CW 2017-01-28 0855 F5KMB         599 60     RA3R          599 001   
QSO: 14045 CW 2017-01-28 0856 F5KMB         599 60     SO5N          599 009   
QSO: 14045 CW 2017-01-28 0857 F5KMB         599 60     F6BUL         599 74    
QSO: 14045 CW 2017-01-28 0857 F5KMB         599 60     UA3THY        599 010   
QSO: 14045 CW 2017-01-28 0859 F5KMB         599 60     R4YY          599 004   
QSO: 14045 CW 2017-01-28 0859 F5KMB         599 60     R3VL          599 004   
QSO: 14045 CW 2017-01-28 0901 F5KMB         599 60     EW8C          599 003   
QSO: 14045 CW 2017-01-28 0901 F5KMB         599 60     R5FU          599 003   
QSO: 14045 CW 2017-01-28 0903 F5KMB         599 60     OH1TS         599 005   
QSO: 14045 CW 2017-01-28 0905 F5KMB         599 60     F5KFL         599 86    
QSO: 14045 CW 2017-01-28 0907 F5KMB         599 60     TA3AER        599 006   
QSO: 14045 CW 2017-01-28 0908 F5KMB         599 60     YO7ARZ        599 008   
QSO: 14045 CW 2017-01-28 0909 F5KMB         599 60     OG3R          599 002   
QSO: 14045 CW 2017-01-28 0910 F5KMB         599 60     YO9AGI        599 022   
QSO: 14045 CW 2017-01-28 0910 F5KMB         599 60     HA5BA         599 001   
QSO: 21211 CW 2017-01-28 0917 F5KMB         599 60     RN3S          599 023   
QSO: 21211 CW 2017-01-28 0919 F5KMB         599 60     UT4U          599 018   
QSO: 21211 CW 2017-01-28 0919 F5KMB         599 60     LZ7J          599 027   
QSO: 21211 CW 2017-01-28 0920 F5KMB         599 60     RT7C          599 014   
QSO: 21211 CW 2017-01-28 0921 F5KMB         599 60     UR4LCB        599 008   
QSO: 21211 CW 2017-01-28 0921 F5KMB         599 60     LZ7H          599 012   
QSO: 21211 CW 2017-01-28 0923 F5KMB         599 60     TA4A          599 010   
QSO: 21211 CW 2017-01-28 0924 F5KMB         599 60     UA6HFI        599 005   
QSO: 21211 CW 2017-01-28 0924 F5KMB         599 60     UA7R          599 017   
QSO: 21211 CW 2017-01-28 0924 F5KMB         599 60     RL9X          599 003   
QSO: 21211 CW 2017-01-28 0925 F5KMB         599 60     UA4QK         599 015   
QSO: 21211 CW 2017-01-28 0926 F5KMB         599 60     R5FU          599 010   
QSO: 21211 CW 2017-01-28 0927 F5KMB         599 60     R7AC          599 013   
QSO: 21211 CW 2017-01-28 0929 F5KMB         599 60     F5NBX         599 87    
QSO: 21211 CW 2017-01-28 0931 F5KMB         599 60     RA6AR         599 012   
QSO: 21211 CW 2017-01-28 0932 F5KMB         599 60     RW5CW         599 008   
QSO: 21211 CW 2017-01-28 0932 F5KMB         599 60     UA9FAR        599 017   
QSO: 21211 CW 2017-01-28 0933 F5KMB         599 60     UC7A          599 020   
QSO: 21211 CW 2017-01-28 0935 F5KMB         599 60     GW5R          599 128   
QSO: 21211 CW 2017-01-28 0937 F5KMB         599 60     SV1AZL        599 003   
QSO: 21211 CW 2017-01-28 0938 F5KMB         599 60     DZ1JZ         599 021   
QSO: 14045 CW 2017-01-28 0947 F5KMB         599 60     RL9X          599 012   
QSO: 14045 CW 2017-01-28 0948 F5KMB         599 60     LZ1QZ         599 012   
QSO: 14045 CW 2017-01-28 0949 F5KMB         599 60     LY4K          599 013   
QSO: 14045 CW 2017-01-28 0950 F5KMB         599 60     R9XS          599 002   
QSO: 14045 CW 2017-01-28 0950 F5KMB         599 60     R3AQ          599 010   
QSO: 14045 CW 2017-01-28 0951 F5KMB         599 60     US5XD         599 037   
QSO: 14045 CW 2017-01-28 0952 F5KMB         599 60     RA3FD         599 003   
QSO: 14045 CW 2017-01-28 0953 F5KMB         599 60     UR5WX         599 010   
QSO: 14045 CW 2017-01-28 0954 F5KMB         599 60     RW5CW         599 017   
QSO: 14045 CW 2017-01-28 0957 F5KMB         599 60     F6GCT         599 77    
QSO: 14045 CW 2017-01-28 0959 F5KMB         599 60     RN6BP         599 005   
QSO: 14045 CW 2017-01-28 1000 F5KMB         599 60     LZ3YV         599 029   
QSO: 14045 CW 2017-01-28 1002 F5KMB         599 60     R1QE          599 014   
QSO: 14045 CW 2017-01-28 1007 F5KMB         599 60     YO4TL         599 001   
QSO: 14045 CW 2017-01-28 1008 F5KMB         599 60     FY5KE         599 FY    
QSO: 14045 CW 2017-01-28 1019 F5KMB         599 60     EA2BNU        599 105   
QSO: 14045 CW 2017-01-28 1020 F5KMB         599 60     OH3GD         599 002   
QSO: 14045 CW 2017-01-28 1022 F5KMB         599 60     F5NKX         599 50    
QSO: 14045 CW 2017-01-28 1022 F5KMB         599 60     SM5CSS        599 035   
QSO: 14045 CW 2017-01-28 1024 F5KMB         599 60     DL1ASA        599 127   
QSO: 14045 CW 2017-01-28 1024 F5KMB         599 60     LY2KA         599 013   
QSO: 14045 CW 2017-01-28 1024 F5KMB         599 60     YL2AG         599 002   
QSO: 14045 CW 2017-01-28 1025 F5KMB         599 60     EA8/HB9FIH    599 007   
QSO: 14045 CW 2017-01-28 1026 F5KMB         599 60     F6FDR         599 84    
QSO: 14045 CW 2017-01-28 1027 F5KMB         599 60     OH7MFO        599 007   
QSO: 14045 CW 2017-01-28 1035 F5KMB         599 60     FG4KH         599 FG    
QSO: 14045 CW 2017-01-28 1039 F5KMB         599 60     F5UQE         599 59    
QSO: 14045 CW 2017-01-28 1040 F5KMB         599 60     UG4A          599 007   
QSO: 14045 CW 2017-01-28 1042 F5KMB         599 60     UW6M          599 003   
QSO: 14045 CW 2017-01-28 1050 F5KMB         599 60     UA9CES        599 004   
QSO: 14045 CW 2017-01-28 1051 F5KMB         599 60     RN2A          599 033   
QSO: 14045 CW 2017-01-28 1052 F5KMB         599 60     HA1RJ         599 003   
QSO: 14045 CW 2017-01-28 1054 F5KMB         599 60     F5LEN         599 54    
QSO: 14045 CW 2017-01-28 1057 F5KMB         599 60     PA5WT         599 001   
QSO: 14045 CW 2017-01-28 1058 F5KMB         599 60     YT6M          599 003   
QSO: 14045 CW 2017-01-28 1059 F5KMB         599 60     RM1T          599 035   
QSO: 14045 CW 2017-01-28 1100 F5KMB         599 60     RC9A          599 015   
QSO: 14045 CW 2017-01-28 1101 F5KMB         599 60     PP8ZAC        599 001   
QSO: 14045 CW 2017-01-28 1103 F5KMB         599 60     GW5R          599 179   
QSO: 14045 CW 2017-01-28 1104 F5KMB         599 60     EA5IIK        599 005   
QSO: 14045 CW 2017-01-28 1105 F5KMB         599 60     OH1SIC        599 026   
QSO: 14045 CW 2017-01-28 1107 F5KMB         599 60     F6KRK         599 78    
QSO: 14045 CW 2017-01-28 1111 F5KMB         599 60     OK2QA         599 042   
QSO: 14045 CW 2017-01-28 1113 F5KMB         599 60     UR5CC         599 008   
QSO: 14045 CW 2017-01-28 1116 F5KMB         599 60     YO3GNF        599 004   
QSO: 14045 CW 2017-01-28 1117 F5KMB         599 60     R4JAQ         599 013   
QSO: 14045 CW 2017-01-28 1118 F5KMB         599 60     SM0Y          599 003   
QSO: 14045 CW 2017-01-28 1118 F5KMB         599 60     EA5DNO        599 065   
QSO: 14045 CW 2017-01-28 1119 F5KMB         599 60     M6EWB         599 005   
QSO: 14045 CW 2017-01-28 1121 F5KMB         599 60     EA7AAW        599 007   
QSO: 14045 CW 2017-01-28 1122 F5KMB         599 60     LZ2CH         599 011   
QSO: 14045 CW 2017-01-28 1125 F5KMB         599 60     F8KGZ         595 54    
QSO: 14045 CW 2017-01-28 1127 F5KMB         599 60     CN8YR         599 002   
QSO: 14045 CW 2017-01-28 1129 F5KMB         599 60     YO4FTE        599 011   
QSO: 14045 CW 2017-01-28 1129 F5KMB         599 60     SF3A          599 055   
QSO: 14045 CW 2017-01-28 1130 F5KMB         599 60     RW4NF         599 010   
QSO: 14045 CW 2017-01-28 1131 F5KMB         599 60     F5NBX         599 87    
QSO: 14045 CW 2017-01-28 1132 F5KMB         599 60     F5KEQ         599 44    
QSO: 14045 CW 2017-01-28 1133 F5KMB         599 60     F8KGW         599 35    
QSO: 14045 CW 2017-01-28 1133 F5KMB         599 60     F6KHM         599 29    
QSO: 14045 CW 2017-01-28 1134 F5KMB         599 60     LY3CY         599 011   
QSO: 14045 CW 2017-01-28 1135 F5KMB         599 60     OK5Y          599 069   
QSO: 14045 CW 2017-01-28 1138 F5KMB         599 60     F8UFT         599 71    
QSO: 14045 CW 2017-01-28 1140 F5KMB         599 60     SP9BCH        599 006   
QSO: 14045 CW 2017-01-28 1142 F5KMB         599 60     TM8CIL        599 03    
QSO: 14045 CW 2017-01-28 1144 F5KMB         599 60     Z35F          599 005   
QSO: 14045 CW 2017-01-28 1145 F5KMB         599 60     SE7Q          599 007   
QSO: 14045 CW 2017-01-28 1145 F5KMB         599 60     F6KBF         599 78    
QSO: 14045 CW 2017-01-28 1146 F5KMB         599 60     9A2AJ         599 118   
QSO: 14045 CW 2017-01-28 1150 F5KMB         599 60     E4BZ          599 017   
QSO: 14045 CW 2017-01-28 1152 F5KMB         599 60     Z33B          599 027   
QSO: 14045 CW 2017-01-28 1158 F5KMB         599 60     YT7/F6IRA     599 171   
QSO: 14045 CW 2017-01-28 1200 F5KMB         599 60     RU9AC         599 004   
QSO: 14045 CW 2017-01-28 1202 F5KMB         599 60     RX2AEX        599 004   
QSO: 14045 CW 2017-01-28 1206 F5KMB         599 60     F6KLO         599 19    
QSO: 14045 CW 2017-01-28 1208 F5KMB         599 60     FG/F5HRY      599 FG    
QSO: 14045 CW 2017-01-28 1209 F5KMB         599 60     TM5G          599 44    
QSO: 14045 CW 2017-01-28 1211 F5KMB         599 60     US4IPC        599 014   
QSO: 14045 CW 2017-01-28 1213 F5KMB         599 60     OM8FF         599 067   
QSO: 14045 CW 2017-01-28 1215 F5KMB         599 60     F5UTN         599 27    
QSO: 14045 CW 2017-01-28 1217 F5KMB         599 60     LY2PX         599 075   
QSO: 14045 CW 2017-01-28 1217 F5KMB         599 60     SM0Q          599 017   
QSO: 14045 CW 2017-01-28 1222 F5KMB         599 60     LA2AB         599 044   
QSO: 14045 CW 2017-01-28 1222 F5KMB         599 60     VE2UFT        599 008   
QSO: 14045 CW 2017-01-28 1224 F5KMB         599 60     LY1CX         599 026   
QSO: 14045 CW 2017-01-28 1226 F5KMB         599 60     UX4FC         599 002   
QSO: 14045 CW 2017-01-28 1226 F5KMB         599 60     SM0A          599 002   
QSO: 14045 CW 2017-01-28 1228 F5KMB         599 60     F5VV          599 01    
QSO: 14045 CW 2017-01-28 1228 F5KMB         599 60     F5VHY         599 47    
QSO: 14045 CW 2017-01-28 1229 F5KMB         599 60     UA3UAD        599 014   
QSO: 14045 CW 2017-01-28 1230 F5KMB         599 60     R7MM          599 033   
QSO: 14045 CW 2017-01-28 1232 F5KMB         599 60     F6KNB         599 33    
QSO: 14045 CW 2017-01-28 1232 F5KMB         599 60     UA4CNJ        599 013   
QSO: 14045 CW 2017-01-28 1234 F5KMB         599 60     F6HPP         599 02    
QSO: 14045 CW 2017-01-28 1236 F5KMB         599 60     F8KCF         599 74    
QSO: 14045 CW 2017-01-28 1236 F5KMB         599 60     9A57AX        599 012   
QSO: 14045 CW 2017-01-28 1237 F5KMB         599 60     RQ3A          599 013   
QSO: 14045 CW 2017-01-28 1239 F5KMB         599 60     RM3TO         599 004   
QSO: 14045 CW 2017-01-28 1240 F5KMB         599 60     R1AT          599 002   
QSO: 14045 CW 2017-01-28 1244 F5KMB         599 60     HI8A          599 006   
QSO: 14045 CW 2017-01-28 1250 F5KMB         599 60     HA7KRE        599 014   
QSO: 14045 CW 2017-01-28 1251 F5KMB         599 60     F5ADH         599 60    
QSO: 14045 CW 2017-01-28 1252 F5KMB         599 60     HA0IL         599 020   
QSO: 14045 CW 2017-01-28 1253 F5KMB         599 60     UT3EV         599 024   
QSO: 14045 CW 2017-01-28 1255 F5KMB         599 60     OM5LR         599 010   
QSO: 14045 CW 2017-01-28 1255 F5KMB         599 60     AE1N          599 003   
QSO: 14045 CW 2017-01-28 1256 F5KMB         599 60     F6EYB         599 40    
QSO: 14045 CW 2017-01-28 1257 F5KMB         599 60     UX2MF         599 020   
QSO: 14045 CW 2017-01-28 1300 F5KMB         599 60     G3ZGC         599 096   
QSO: 14045 CW 2017-01-28 1302 F5KMB         599 60     F5LGC         599 67    
QSO: 14045 CW 2017-01-28 1304 F5KMB         599 60     EA4ESP        599 004   
QSO: 14045 CW 2017-01-28 1305 F5KMB         599 60     GM3WUX        599 005   
QSO: 14045 CW 2017-01-28 1308 F5KMB         599 60     SE2T          599 010   
QSO: 14045 CW 2017-01-28 1309 F5KMB         599 60     FM5AN         599 FM    
QSO: 14045 CW 2017-01-28 1310 F5KMB         599 60     F4CWN         599 32    
QSO: 14045 CW 2017-01-28 1312 F5KMB         599 60     F6DCQ         599 74    
QSO: 14045 CW 2017-01-28 1313 F5KMB         599 60     HA0IH         599 012   
QSO: 14045 CW 2017-01-28 1319 F5KMB         599 60     YO4SI         599 004   
QSO: 14045 CW 2017-01-28 1322 F5KMB         599 60     UA4C          599 012   
QSO: 14045 CW 2017-01-28 1324 F5KMB         599 60     US0UX         599 004   
QSO: 14045 CW 2017-01-28 1325 F5KMB         599 60     UR4RWW        599 002   
QSO: 14045 CW 2017-01-28 1326 F5KMB         599 60     LZ1GE         599 038   
QSO: 14045 CW 2017-01-28 1329 F5KMB         599 60     EW1P          599 018   
QSO: 14045 CW 2017-01-28 1332 F5KMB         599 60     UA6HFI        599 039   
QSO: 21211 CW 2017-01-28 1339 F5KMB         599 60     UA6YH         599 073   
QSO: 21211 CW 2017-01-28 1343 F5KMB         599 60     5T0JL         599 027   
QSO: 21211 CW 2017-01-28 1345 F5KMB         599 60     EA8/HB9FIH    599 017   
QSO: 21211 CW 2017-01-28 1346 F5KMB         599 60     TM5OTT        599 37    
QSO: 21211 CW 2017-01-28 1348 F5KMB         599 60     TM5G          599 44    
QSO: 21211 CW 2017-01-28 1350 F5KMB         599 60     F6HEO/P       599 58    
QSO: 21211 CW 2017-01-28 1351 F5KMB         599 60     LU1FAM        599 003   
QSO: 21211 CW 2017-01-28 1354 F5KMB         599 60     F6KHM         599 29    
QSO: 21211 CW 2017-01-28 1358 F5KMB         599 60     F6CEL/P       599 51    
QSO: 21211 CW 2017-01-28 1359 F5KMB         599 60     K1GQ          599 014   
QSO: 21211 CW 2017-01-28 1403 F5KMB         599 60     F6KNB         599 33    
QSO: 21211 CW 2017-01-28 1410 F5KMB         599 60     W2MV          599 004   
QSO: 21211 CW 2017-01-28 1412 F5KMB         599 60     FM5AN         599 FM    
QSO: 21211 CW 2017-01-28 1421 F5KMB         599 60     K3ZO          599 023   
QSO: 21211 CW 2017-01-28 1423 F5KMB         599 60     FY5KE         599 FY    
QSO: 21211 CW 2017-01-28 1427 F5KMB         599 60     F5CQ          599 35    
QSO: 21211 CW 2017-01-28 1429 F5KMB         599 60     TM1A          599 77    
QSO: 21211 CW 2017-01-28 1436 F5KMB         599 60     F6KLO         599 19    
