START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-CW
CALLSIGN: GI4SJQ
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: GI4SJQ
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-CW CQWPX/cw/2015.
QSO:  7004 CW 2015-05-30 0652 GI4SJQ        599 WC1M          599 810
QSO: 21056 CW 2015-05-31 0826 GI4SJQ        599 077 II9P          599 3213
QSO: 21056 CW 2015-05-31 0827 GI4SJQ        599 080 P33W          599 5303
QSO: 21056 CW 2015-05-31 0827 GI4SJQ        599 079 YU1EW         599 1690
QSO: 21057 CW 2015-05-31 0827 GI4SJQ        599 0078 LZ9R          599 0661
QSO: 21057 CW 2015-05-31 0829 GI4SJQ        599 0081 RU0A          599 0301
QSO: 28022 CW 2015-05-31 1410 GI4SJQ        599 082 D4C           599 3532
QSO: 28000 CW 2015-05-31 1412 GI4SJQ        599 083 PY2YU         599 2019
QSO: 28014 CW 2015-05-31 1414 GI4SJQ        599 084 OL4A          599 0416
QSO: 28015 CW 2015-05-31 1415 GI4SJQ        599 085 PW2D          599 2729
QSO: 21058 CW 2015-05-31 1419 GI4SJQ        599 0086 7J1YAJ        599 1640
QSO: 21055 CW 2015-05-31 1422 GI4SJQ        599 087 DM6V          599 1550
QSO: 21054 CW 2015-05-31 1427 GI4SJQ        599 088 JA7NVF        599 1116
QSO: 21062 CW 2015-05-31 1716 GI4SJQ        599 089 JT5DX         599 3223
QSO: 21000 CW 2015-05-31 1718 GI4SJQ        599 0091 EA6VQ         599 0888
QSO: 21064 CW 2015-05-31 1718 GI4SJQ        599 0090 EA6URA        599 1954
QSO: 21054 CW 2015-05-31 1719 GI4SJQ        599 092 F5VKT         599 1611
QSO: 21051 CW 2015-05-31 1721 GI4SJQ        599 0093 A65BP         599 3149
QSO: 21045 CW 2015-05-31 1722 GI4SJQ        599 094 CR6K          599 3055
QSO: 21043 CW 2015-05-31 1723 GI4SJQ        599 0095 RM6C          599 2157
QSO: 21041 CW 2015-05-31 1724 GI4SJQ        599 0096 KP3Z          599 2599
QSO: 21000 CW 2015-05-31 1727 GI4SJQ        599 97 R4RR          599 2907
QSO: 21042 CW 2015-05-31 1728 GI4SJQ        599 0098 SW9AA         599 4007
QSO: 21041 CW 2015-05-31 1729 GI4SJQ        599 99 NY4A          599 3154
QSO: 21042 CW 2015-05-31 1730 GI4SJQ        599 0100 RN6L          599 0655
QSO: 21073 CW 2015-05-31 1755 GI4SJQ        599 101 I1NVU         599 888
QSO: 21089 CW 2015-05-31 1758 GI4SJQ        599 0102 JY9FC         599 2414
QSO: 21014 CW 2015-05-31 1802 GI4SJQ        599 0103 BA4TB         599 1418
QSO: 14000 CW 2015-05-31 1836 GI4SJQ        599 104 RA1AL         599 869
QSO: 14001 CW 2015-05-31 1837 GI4SJQ        599 0105 VO1TTT        599 1477
QSO: 14001 CW 2015-05-31 1838 GI4SJQ        599 106 CR2X          599 2799
QSO: 14001 CW 2015-05-31 1839 GI4SJQ        599 107 K1LZ          599 3093
QSO: 14002 CW 2015-05-31 1842 GI4SJQ        599 108 LY5E          599 2514
QSO: 14004 CW 2015-05-31 1935 GI4SJQ        599 109 VA2EW         599 2856
QSO: 14005 CW 2015-05-31 1936 GI4SJQ        599 110 AK1W          599 2347
QSO: 14006 CW 2015-05-31 1937 GI4SJQ        599 0111 N8OO          599 2492
QSO: 14006 CW 2015-05-31 1939 GI4SJQ        599 112 LX7I          599 3942
QSO: 14007 CW 2015-05-31 1941 GI4SJQ        599 113 WC1M          599 2929
QSO: 14009 CW 2015-05-31 1942 GI4SJQ        599 0114 VD1M          599 1815
QSO: 14009 CW 2015-05-31 1945 GI4SJQ        599 115 OE3K          599 3206
QSO: 14010 CW 2015-05-31 1946 GI4SJQ        599 0115 BA4TB         599 1540
QSO: 14082 CW 2015-05-31 1949 GI4SJQ        599 0116 HS0ZIA        599 2052
QSO: 14026 CW 2015-05-31 1950 GI4SJQ        599 0117 OM7LM         599 1402
QSO: 14059 CW 2015-05-31 1952 GI4SJQ        599 0118 HL1VAU/4      599 1799
QSO: 14015 CW 2015-05-31 2005 GI4SJQ        599 119 RT0F          599 1355
QSO: 14005 CW 2015-05-31 2007 GI4SJQ        599 0120 JN4MMO        599 1251
QSO: 14081 CW 2015-05-31 2011 GI4SJQ        599 122 B7P           599 1861
QSO: 14004 CW 2015-05-31 2014 GI4SJQ        599 0123 B7Q           599 0778
QSO: 14058 CW 2015-05-31 2021 GI4SJQ        599 0124 A65BP         599 3437
QSO: 14063 CW 2015-05-31 2023 GI4SJQ        599 125 EI7M          599 3288
QSO: 14003 CW 2015-05-31 2030 GI4SJQ        599 0126 DS4EOI/2      599 1963
QSO: 21058 CW 2015-05-31 2033 GI4SJQ        599 127 CU2KG         599 2334
QSO: 21064 CW 2015-05-31 2034 GI4SJQ        599 128 NP2L          599 699
END-OF-LOG:
