START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: EA3BES
CLUB: 
CONTEST: EA-CNCW
CATEGORY: SINGLE-OP ALL QRP
CLAIMED-SCORE: 10686
OPERATORS: 
NAME: José Alonso Tobeña
SOAPBOX: Tras un ar de años de sequia, otro año más, QTH nuevo,equipo nuevo y antena de
SOAPBOX: compromiso. Y los compañeros de la CW que no han fallado. Me he divertido muchisimo y
SOAPBOX: como siempre en QRP. Este concurso engancha de lo mas
QSO:  3500 CW 2020-07-18 2015 EA3BES        599 B      EA5WU         599 CS
QSO:  3500 CW 2020-07-18 2016 EA3BES        599 B      EC5Y          599 V
QSO:  3500 CW 2020-07-18 2018 EA3BES        599 B      EA4GOY        599 TO
QSO:  3500 CW 2020-07-18 2020 EA3BES        599 B      EA6SX         599 IB
QSO:  3500 CW 2020-07-18 2022 EA3BES        599 B      EA7AZA        599 CA
QSO:  3500 CW 2020-07-18 2029 EA3BES        599 B      EC5K          599 V
QSO:  3500 CW 2020-07-18 2043 EA3BES        599 B      ED7N          599 CO
QSO:  3500 CW 2020-07-18 2048 EA3BES        599 B      EA1G          599 O
QSO:  3500 CW 2020-07-18 2100 EA3BES        599 B      EA5TT         599 V
QSO:  3500 CW 2020-07-19 0611 EA3BES        599 B      EC5A          599 V
QSO:  3500 CW 2020-07-19 0613 EA3BES        599 B      EA5GX         599 CS
QSO:  3500 CW 2020-07-19 0616 EA3BES        599 B      EA5ZL         599 CS
QSO:  3500 CW 2020-07-19 0635 EA3BES        599 B      EA5LN         599 V
QSO:  3500 CW 2020-07-19 0644 EA3BES        599 B      EA5EF         599 CS
QSO:  3500 CW 2020-07-19 0648 EA3BES        599 B      EA8QP         599 TF
QSO:  3500 CW 2020-07-19 0648 EA3BES        599 B      EA7A          599 SE
QSO:  7000 CW 2020-07-19 0650 EA3BES        599 B      EC7C          599 MA
QSO:  7000 CW 2020-07-19 0655 EA3BES        599 B      EA8DHV        599 TF
QSO:  7000 CW 2020-07-19 0659 EA3BES        599 B      EA8BS         599 GC
QSO:  7000 CW 2020-07-19 0714 EA3BES        599 B      EA7Q          599 H
QSO:  7000 CW 2020-07-19 0719 EA3BES        599 B      EA1DP         599 S
QSO:  7000 CW 2020-07-19 0722 EA3BES        599 B      EA4MS         599 M
QSO:  7000 CW 2020-07-19 0735 EA3BES        599 B      EA1R          599 O
QSO:  7000 CW 2020-07-19 0742 EA3BES        599 B      EA7AZA        599 CA
QSO:  7000 CW 2020-07-19 0745 EA3BES        599 B      EC7K          599 CA
QSO:  7000 CW 2020-07-19 0751 EA3BES        599 B      EA5YI         599 V
QSO:  7000 CW 2020-07-19 0752 EA3BES        599 B      EA3AKA        599 T
QSO:  7000 CW 2020-07-19 0757 EA3BES        599 B      EA6UP         599 IB
QSO:  7000 CW 2020-07-19 0807 EA3BES        599 B      EA7K          599 SE
QSO:  7000 CW 2020-07-19 0809 EA3BES        599 B      EA7EC         599 MA
QSO:  7000 CW 2020-07-19 0818 EA3BES        599 B      EA3BA         599 B
QSO:  7000 CW 2020-07-19 0820 EA3BES        599 B      EA7PP         599 SE
QSO: 21000 CW 2020-07-19 0825 EA3BES        599 B      EA1R          599 O
QSO: 21000 CW 2020-07-19 0828 EA3BES        599 B      EA4URE/EA8    599 HQ
QSO: 21000 CW 2020-07-19 0829 EA3BES        599 B      EA1G          599 O
QSO: 21000 CW 2020-07-19 0833 EA3BES        599 B      EA1WX         599 O
QSO: 14000 CW 2020-07-19 0836 EA3BES        599 B      EA5ITT        599 A
END-OF-LOG: 



