START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-SSB
CALLSIGN: JE1GZB
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: JE1GZB
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-SSB CQWPX/ph/2009.
QSO: 14000 PH 2009-03-27 2359 JE1GZB        59 RA0FU         59
QSO: 14262 PH 2009-03-28 0001 JE1GZB        59 002 AL9A          59
QSO: 21000 PH 2009-03-29 0218 JE1GZB        59 0072 4H9RG         59 0847
QSO: 21000 PH 2009-03-29 0222 JE1GZB        59 081 YC9MDX        59 555
QSO: 21000 PH 2009-03-29 0238 JE1GZB        59 082 WH2DX         59 676
QSO: 21208 PH 2009-03-29 0618 JE1GZB        59 83 UA0SWA        59 812
QSO: 21217 PH 2009-03-29 0620 JE1GZB        59 74 BW6/XX9LT     59 256
QSO: 21000 PH 2009-03-29 0622 JE1GZB        59 086 UA0SE         59 781
QSO: 21000 PH 2009-03-29 0622 JE1GZB        59 85 UP9L          59 1206
QSO: 21000 PH 2009-03-29 0626 JE1GZB        59 087 B7P           59 0721
QSO: 21272 PH 2009-03-29 0630 JE1GZB        59 8 UA9CLB        59 1952
QSO: 21268 PH 2009-03-29 0700 JE1GZB        59 89 UA0SR         59 197
QSO: 21200 PH 2009-03-29 0703 JE1GZB        59 0090 E21YDP        59 0482
QSO: 21000 PH 2009-03-29 0706 JE1GZB        59 256 UN9L          59 1083
QSO: 21208 PH 2009-03-29 0708 JE1GZB        59 92 RC9O          59 1997
QSO: 21185 PH 2009-03-29 0709 JE1GZB        59 0093 HS0ZFZ        59 0226
QSO: 21194 PH 2009-03-29 0712 JE1GZB        59 0094 VK4KW         59 0850
QSO: 21213 PH 2009-03-29 0713 JE1GZB        59 0095 RG9A          59 1805
QSO: 21000 PH 2009-03-29 0715 JE1GZB        59 096 WH0S          59 421
QSO: 21000 PH 2009-03-29 0720 JE1GZB        59 097 RM9RZ         59 547
QSO: 21000 PH 2009-03-29 0723 JE1GZB        59 0098 RW0UM         59 0567
QSO: 21253 PH 2009-03-29 0729 JE1GZB        59 099 P29NB         59 361
QSO: 21231 PH 2009-03-29 0735 JE1GZB        59 0100 DU1GE         59 0476
QSO: 14200 PH 2009-03-29 0751 JE1GZB        59 0100 DX1DBT        59 0196
QSO: 14000 PH 2009-03-29 0804 JE1GZB        59 102 LY8O          59 1907
QSO: 14000 PH 2009-03-29 0816 JE1GZB        59 104 YB1TJ         59 433
QSO: 14200 PH 2009-03-29 0824 JE1GZB        59 0105 YB0EIN        59 0352
QSO:  7089 PH 2009-03-29 0831 JE1GZB        59 0106 AH0BT         59 0206
QSO:  7095 PH 2009-03-29 0833 JE1GZB        59 107 WH2X          59 878
QSO:  7077 PH 2009-03-29 0835 JE1GZB        59 108 UA0IDZ        59 1030
QSO:  7000 PH 2009-03-29 0843 JE1GZB        59 0111 ZL3A          59 1113
QSO:  7083 PH 2009-03-29 0848 JE1GZB        59 0112 LP1H          59 0602
QSO:  7100 PH 2009-03-29 0855 JE1GZB        59 0113 PQ5B          59 0393
QSO:  7000 PH 2009-03-29 0900 JE1GZB        59 114 BY1CW         59 477
QSO:  7048 PH 2009-03-29 0906 JE1GZB        59 0115 PY0FF         59 1146
QSO:  7081 PH 2009-03-29 0912 JE1GZB        59 117 KH7XS         59 3448
QSO:  7099 PH 2009-03-29 0914 JE1GZB        59 118 NH7A          59 2207
QSO:  7000 PH 2009-03-29 0929 JE1GZB        59 119 BA1AN         59 685
QSO:  7000 PH 2009-03-29 1019 JE1GZB        59 121 B4B           59 847
QSO:  7000 PH 2009-03-29 1020 JE1GZB        59 120 WH2DX         59 363
QSO:  7053 PH 2009-03-29 1037 JE1GZB        59 122 BY2UDL        59 282
QSO:  7084 PH 2009-03-29 1043 JE1GZB        59 123 VK6ANC        59 0682
QSO:  7135 PH 2009-03-29 1402 JE1GZB        59 130 W1CU          59 1156
QSO:  7145 PH 2009-03-29 1403 JE1GZB        59 131 WC6H          59 1405
QSO:  7065 PH 2009-03-29 1408 JE1GZB        59 132 NY6N          59 2287
END-OF-LOG:
