START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-SSB
CALLSIGN: DH9DX/P
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: DH9DX/P
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-SSB CQWPX/ph/2016.
QSO: 14214 PH 2016-03-26 0904 DH9DX/P       59 P3F           59 1089
QSO:  7000 PH 2016-03-27 1012 DH9DX/P       59 132 DK5A          59 0338
QSO:  7000 PH 2016-03-27 1012 DH9DX/P       59 134 LY2BUU        59 424
QSO:  7117 PH 2016-03-27 1014 DH9DX/P       59 135 SP6TRH        59 140
QSO:  7000 PH 2016-03-27 1019 DH9DX/P       59 138 SQ7OVZ        59 121
QSO:  7117 PH 2016-03-27 1020 DH9DX/P       59 0140 G4IIY         59 0768
QSO:  7117 PH 2016-03-27 1020 DH9DX/P       59 139 HG7T          59 1282
QSO:  7117 PH 2016-03-27 1022 DH9DX/P       59 0143 DJ5LA         59 0245
QSO:  7117 PH 2016-03-27 1023 DH9DX/P       59 144 OZ9V          59 0140
QSO:  7117 PH 2016-03-27 1024 DH9DX/P       59 0145 S50G          59 3431
QSO:  7117 PH 2016-03-27 1025 DH9DX/P       59 0146 IK0XBX        59 0310
QSO:  7116 PH 2016-03-27 1026 DH9DX/P       59 147 LY9A          59 1897
QSO:  7000 PH 2016-03-27 1027 DH9DX/P       59 148 DQ2T          59 075
QSO:  7117 PH 2016-03-27 1028 DH9DX/P       59 0150 DL1WTE        59 0131
QSO:  7117 PH 2016-03-27 1029 DH9DX/P       59 0151 SQ2WHH        59 0749
QSO:  7117 PH 2016-03-27 1030 DH9DX/P       59 0153 S56AX         59 0214
QSO:  7117 PH 2016-03-27 1033 DH9DX/P       59 0157 DF7EF         59 0233
QSO:  7117 PH 2016-03-27 1037 DH9DX/P       59 0158 DG5YHK        59 0331
QSO:  7117 PH 2016-03-27 1037 DH9DX/P       59 159 DP7D          59 2287
QSO:  7000 PH 2016-03-27 1039 DH9DX/P       59 160 IW2MWC        59 327
QSO:  7117 PH 2016-03-27 1043 DH9DX/P       59 0165 LY5O          59 0484
QSO:  7000 PH 2016-03-27 1044 DH9DX/P       59 164 DL5RU         59 268
QSO:  7000 PH 2016-03-27 1044 DH9DX/P       59 0166 OM6AT         59 0422
QSO:  7116 PH 2016-03-27 1612 DH9DX/P       59 168 UA1CEI        59 1375
QSO:  7123 PH 2016-03-27 1613 DH9DX/P       59 0169 S51F          59 1492
QSO:  7127 PH 2016-03-27 1614 DH9DX/P       59 170 S51CK         59 1214
QSO:  7000 PH 2016-03-27 1615 DH9DX/P       59 171 IR2R          59 1429
QSO:  7147 PH 2016-03-27 1617 DH9DX/P       59 172 DQ5M          59 1087
QSO:  7000 PH 2016-03-27 1618 DH9DX/P       59 173 EW2W          59 1106
QSO:  7152 PH 2016-03-27 1618 DH9DX/P       59 174 RJ4P          59 3280
QSO:  7000 PH 2016-03-27 1621 DH9DX/P       59 0176 YU2A          59 0555
QSO:  7168 PH 2016-03-27 1621 DH9DX/P       59 177 DM7C          59 0446
QSO:  7000 PH 2016-03-27 1622 DH9DX/P       59 0178 YT3EE         59 0188
QSO:  7189 PH 2016-03-27 1625 DH9DX/P       59 0179 RM6C          59 1359
QSO:  7197 PH 2016-03-27 1627 DH9DX/P       59 0181 SQ6RGG        59 0397
QSO:  7098 PH 2016-03-27 1629 DH9DX/P       59 0182 ON3VS         59 0271
QSO:  7075 PH 2016-03-27 1630 DH9DX/P       59 184 OK4K          59 0984
QSO:  7096 PH 2016-03-27 1630 DH9DX/P       59 0183 OH6LI         59 1223
QSO:  7000 PH 2016-03-27 1632 DH9DX/P       59 185 EW4WE         59 458
QSO:  7000 PH 2016-03-27 1633 DH9DX/P       59 0186 YR8D          59 1797
QSO:  7099 PH 2016-03-27 1637 DH9DX/P       59 0187 OM3IAG        59 0506
QSO:  7106 PH 2016-03-27 1638 DH9DX/P       59 188 UW1M          59 1830
QSO:  7000 PH 2016-03-27 1639 DH9DX/P       59 189 F4DSE         59 0101
QSO:  7127 PH 2016-03-27 1640 DH9DX/P       59 190 YT6W          59 0815
QSO:  7146 PH 2016-03-27 1643 DH9DX/P       59 192 EU5C          59 784
QSO:  7135 PH 2016-03-27 1644 DH9DX/P       59 0191 US1I          59 1420
QSO:  7184 PH 2016-03-27 1650 DH9DX/P       59 0193 EW5Z          59 2743
QSO:  7199 PH 2016-03-27 1650 DH9DX/P       59 194 S56X          59 1581
QSO:  7186 PH 2016-03-27 1652 DH9DX/P       59 195 M0WUT         59 1666
QSO:  7182 PH 2016-03-27 1653 DH9DX/P       59 0196 HA5PP         59 0682
QSO:  7177 PH 2016-03-27 1654 DH9DX/P       59 197 RA3Y          59 1794
QSO:  7000 PH 2016-03-27 1657 DH9DX/P       59 192 OK1HFP        59 522
QSO:  7135 PH 2016-03-27 1657 DH9DX/P       59 200 GM5X          59 3369
QSO:  7088 PH 2016-03-27 1658 DH9DX/P       59 199 UR5AS         59 1714
QSO:  7120 PH 2016-03-27 1700 DH9DX/P       59 201 MD4K          59 1671
QSO:  7108 PH 2016-03-27 1702 DH9DX/P       59 0202 SN1D          59 1977
QSO:  7048 PH 2016-03-27 1703 DH9DX/P       59 0203 ON3AR         59 0468
QSO:  7000 PH 2016-03-27 1712 DH9DX/P       59 205 IZ1JKH        59 388
QSO:  7130 PH 2016-03-27 1717 DH9DX/P       59 0206 SE0X          59 1527
QSO:  7145 PH 2016-03-27 1718 DH9DX/P       59 0207 LZ7AA         59 1047
QSO:  7173 PH 2016-03-27 1722 DH9DX/P       59 208 9A6A          59 0716
QSO:  7065 PH 2016-03-27 1726 DH9DX/P       59 209 UA3VFS        59 886
QSO:  7068 PH 2016-03-27 1727 DH9DX/P       59 0210 UA5C          59 0890
QSO:  7072 PH 2016-03-27 1728 DH9DX/P       59 0211 YR5N          59 0617
QSO:  7076 PH 2016-03-27 1732 DH9DX/P       59 0212 9M4DX         59 0675
QSO:  7000 PH 2016-03-27 1736 DH9DX/P       59 0214 IR8P          59 2612
QSO:  7096 PH 2016-03-27 1737 DH9DX/P       59 215 LY4L          59 1618
QSO:  7089 PH 2016-03-27 1738 DH9DX/P       59 216 UY2UQ         59 832
QSO:  7000 PH 2016-03-27 1742 DH9DX/P       59 217 F6DRP         59 0323
QSO:  7145 PH 2016-03-27 1746 DH9DX/P       59 418 HA9T          59 1826
QSO:  7162 PH 2016-03-27 1747 DH9DX/P       59 219 RV3FF         59 2255
QSO:  7174 PH 2016-03-27 1749 DH9DX/P       59 0220 RX7K          59 1387
QSO:  7191 PH 2016-03-27 1751 DH9DX/P       59 0221 SX9C          59 1217
QSO:  7200 PH 2016-03-27 1752 DH9DX/P       59 223 LY7A          59 912
QSO:  7150 PH 2016-03-27 1757 DH9DX/P       59 224 RA1AL         59 1086
QSO:  7118 PH 2016-03-27 1759 DH9DX/P       59 225 HG8R          59 1886
QSO:  7186 PH 2016-03-27 1759 DH9DX/P       59 222 IZ8JFL/1      59 736
QSO:  7080 PH 2016-03-27 1801 DH9DX/P       59 0226 S53EA         59 2525
QSO:  7147 PH 2016-03-27 1804 DH9DX/P       59 0227 UP2L          59 5140
END-OF-LOG:
