START-OF-LOG: 3.0
CONTEST: ARRL-SS-SSB
LOCATION: WPA
CALLSIGN: W3BC
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-POWER: LOW
CATEGORY-BAND: ALL
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CATEGORY-TIME: 24-HOURS
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: NONE
CLUB: Quad County Amateur Radio Club
CREATED-BY: OPENRADIOLOG 0.0.0A
X-QSO: FREQ	MO	DATE	TIME	MY-CALL	MY-QSO#	MY-PREC	MY-CK	MY-SEC	HIS-CALL	HIS-QSO#	HIS-PREC	HIS-CK	HIS-SEC
QSO: 7000 PH 2018-11-18 1513 W3BC 46 U 66 WPA K2NNY 490 M 49 NNY
QSO: 14000 PH 2018-11-18 1532 W3BC 47 U 66 WPA K5KU 672 M 61 LA
QSO: 14000 PH 2018-11-18 2126 W3BC 48 U 66 WPA N1TO 555 U 63 SFL
QSO: 14000 PH 2018-11-18 2130 W3BC 49 U 66 WPA NT5V 63 B 69 NTX
QSO: 14000 PH 2018-11-18 2131 W3BC 50 U 66 WPA AF5Q 454 U 90 OK
QSO: 3500 PH 2018-11-18 2214 W3BC 51 U 66 WPA KC2LRC 168 M 03 WNY
QSO: 3500 PH 2018-11-18 2216 W3BC 52 U 66 WPA WC2L 41 U 89 ENY
QSO: 7000 PH 2018-11-18 2217 W3BC 53 U 66 WPA KB1EFS 480 B 99 EMA
QSO: 7000 PH 2018-11-18 2220 W3BC 54 U 66 WPA N5ZC 1576 U 79 WTX
QSO: 7000 PH 2018-11-18 2230 W3BC 55 U 66 WPA WA2CP 736 U 49 NLI
QSO: 3500 PH 2018-11-18 2247 W3BC 56 U 66 WPA AB3CV 1004 U 05 MDC
QSO: 3500 PH 2018-11-18 2251 W3BC 57 U 66 WPA N8PCN 438 U 91 OH
QSO: 7000 PH 2018-11-19 0112 W3BC 58 U 66 WPA W3RGA 290 U 03 EPA
QSO: 7000 PH 2018-11-19 0115 W3BC 59 U 66 WPA NN3W 1144 U 86 VA
QSO: 7000 PH 2018-11-19 0129 W3BC 60 U 66 WPA KD4D 1502 B 71 MDC
QSO: 7000 PH 2018-11-19 0131 W3BC 61 U 66 WPA AB0RX 425 B 01 MO
QSO: 3500 PH 2018-11-19 0137 W3BC 62 U 66 WPA NS2N 294 A 62 WNY
QSO: 3500 PH 2018-11-19 0150 W3BC 63 U 66 WPA K3AJ 1083 M 67 MDC
QSO: 3500 PH 2018-11-19 0151 W3BC 64 U 66 WPA KD2RD 1254 U 72 NLI
QSO: 3500 PH 2018-11-19 0156 W3BC 65 U 66 WPA W4GO 810 U 12 VA
QSO: 3500 PH 2018-11-19 0157 W3BC 66 U 66 WPA K1JB 842 U 54 ME
QSO: 3500 PH 2018-11-19 0200 W3BC 67 U 66 WPA N2YO 310 B 91 VA
QSO: 3500 PH 2018-11-19 0202 W3BC 68 U 66 WPA NR4O 699 U 73 NC
QSO: 7000 PH 2018-11-19 0212 W3BC 69 U 66 WPA WC6H 1735 B 71 SJV
QSO: 3500 PH 2018-11-19 0217 W3BC 70 U 66 WPA W5WZ 1750 M 97 LA
END-OF-LOG:
