START-OF-LOG: 2.0
REF-SECTION: 28
CALLSIGN: F1GFK
CATEGORY: SINGLE-OP ALL HIGH
CLAIMED-SCORE: 32604
CONTEST: REF-SSB
CREATED-BY: LIBRE-OFFICE-CALC
NAME: JEAN-LUC SUCHAIL
         -----debut----- ------fin------
OFFTIME: date      heure date      heure 
OFFTIME: yyyy-mm-dd hhmm yyyy-mm-dd hhmm
OFFTIME: 2024-02-24 1842 2024-02-24 1948
OFFTIME: 2024-02-24 2045 2024-02-25 0740
OFFTIME: 2024-02-25 1150 2024-02-25 1310

RIG: IC7300 SDR TRANSCEIVER
RIG: LK550 AMPLIFIER
RIG: MULTIDIPOLE 80-40-20 AND MATCHBOX DU3000TD FOR 15-10
RIG: POWER 300W MAX

SOAPBOX: ORAGE VIOLENT SAMEDI APRES MIDI SUR GOMMERVILLE 28
SOAPBOX: 3 EOLIENNES QRT DEPUIS
SOAPBOX: ARRET TEMPORAIRE DE LA STATION SAFETY FIRST
SOAPBOX: MAX TX POWER 300W LINEARITE DE L EMISSION AVANT TOUT
QSO:  7198 PH 2024-02-24 1137 F1GFK         59  28     F6GOE         59  19
QSO:  7199 PH 2024-02-24 1139 F1GFK         59  28     F5AUZ         59  87
QSO:  7184 PH 2024-02-24 1146 F1GFK         59  28     F8KUP         59  55
QSO:  7182 PH 2024-02-24 1154 F1GFK         59  28     F8GQO         59  81
QSO:  7178 PH 2024-02-24 1157 F1GFK         59  28     F4IPA         59  49
QSO:  7175 PH 2024-02-24 1159 F1GFK         59  28     F6KSD         59  25
QSO:  7171 PH 2024-02-24 1201 F1GFK         59  28     F6KOP         59  77
QSO:  7163 PH 2024-02-24 1203 F1GFK         59  28     TM3RH         59  57
QSO:  7160 PH 2024-02-24 1205 F1GFK         59  28     F6CPX         59  24
QSO:  7155 PH 2024-02-24 1208 F1GFK         59  28     F5PSI         59  62
QSO:  7152 PH 2024-02-24 1211 F1GFK         59  28     F4LAZ         59  69
QSO:  7147 PH 2024-02-24 1213 F1GFK         59  28     F5NRE         59  48
QSO:  7143 PH 2024-02-24 1217 F1GFK         59  28     F4JOY         59  43
QSO:  7140 PH 2024-02-24 1219 F1GFK         59  28     F5KIA         59  45
QSO:  7137 PH 2024-02-24 1222 F1GFK         59  28     F4CZV         59  82
QSO:  7133 PH 2024-02-24 1224 F1GFK         59  28     F4IWO         59  01
QSO:  7130 PH 2024-02-24 1227 F1GFK         59  28     F4JEH         59  76
QSO:  7125 PH 2024-02-24 1229 F1GFK         59  28     F4EPM         59  54
QSO:  7120 PH 2024-02-24 1232 F1GFK         59  28     F6GGX         59  32
QSO:  7114 PH 2024-02-24 1234 F1GFK         59  28     F4JJS         59  02
QSO:  7110 PH 2024-02-24 1239 F1GFK         59  28     F4EQK         59  86
QSO:  7106 PH 2024-02-24 1243 F1GFK         59  28     F8KHN         59  76
QSO:  7101 PH 2024-02-24 1247 F1GFK         59  28     F5OAM         59  47
QSO:  7095 PH 2024-02-24 1253 F1GFK         59  28     F4FRQ         59  90
QSO:  7090 PH 2024-02-24 1259 F1GFK         59  28     F6KJS         59  71
QSO:  7086 PH 2024-02-24 1301 F1GFK         59  28     F4GWM         59  39
QSO:  7068 PH 2024-02-24 1303 F1GFK         59  28     F4JEJ         59  76
QSO:  7065 PH 2024-02-24 1307 F1GFK         59  28     F4DVO         59  45
QSO:  7060 PH 2024-02-24 1310 F1GFK         59  28     F6CZQ         59  73
QSO:  7196 PH 2024-02-24 1313 F1GFK         59  28     F6BSZ         59  14
QSO:  7192 PH 2024-02-24 1315 F1GFK         59  28     TM72G         59  72
QSO:  7189 PH 2024-02-24 1317 F1GFK         59  28     F4IMK         59  14
QSO:  7186 PH 2024-02-24 1319 F1GFK         59  28     F6KKH         59  11
QSO:  7183 PH 2024-02-24 1322 F1GFK         59  28     F4HQB         59  62
QSO:  7180 PH 2024-02-24 1325 F1GFK         59  28     F8GGZ         59  71
QSO:  7171 PH 2024-02-24 1328 F1GFK         59  28     F5AAR         59  49
QSO:  7168 PH 2024-02-24 1330 F1GFK         59  28     TM5W          59  63
QSO:  7165 PH 2024-02-24 1332 F1GFK         59  28     F6REF         59  00
QSO:  7162 PH 2024-02-24 1334 F1GFK         59  28     F6KVJ/P       59  80
QSO:  7153 PH 2024-02-24 1337 F1GFK         59  28     ON6ZL         59  148
QSO:  7150 PH 2024-02-24 1340 F1GFK         59  28     F6BGH         59  57
QSO:  7141 PH 2024-02-24 1343 F1GFK         59  28     F4EOC         59  57
QSO:  7138 PH 2024-02-24 1345 F1GFK         59  28     TM6Y          59  46
QSO:  7135 PH 2024-02-24 1346 F1GFK         59  28     F6FJE         59  77
QSO:  7131 PH 2024-02-24 1348 F1GFK         59  28     F6FWQ         59  86
QSO:  7128 PH 2024-02-24 1351 F1GFK         59  28     HB9HLM        59 137
QSO:  7126 PH 2024-02-24 1353 F1GFK         59  28     F8BMG         59  32
QSO:  7124 PH 2024-02-24 1356 F1GFK         59  28     F8IDR         59  81
QSO:  7121 PH 2024-02-24 1358 F1GFK         59  28     F6FMX         59  07
QSO:  7102 PH 2024-02-24 1405 F1GFK         59  28     F6AXN         59  28
QSO:  7099 PH 2024-02-24 1411 F1GFK         59  28     F6FTB         59  21
QSO:  7097 PH 2024-02-24 1413 F1GFK         59  28     F6OYU         59  71
QSO:  7093 PH 2024-02-24 1415 F1GFK         59  28     F6FET         59  53
QSO:  7082 PH 2024-02-24 1417 F1GFK         59  28     TK4K          59  03
QSO:  7069 PH 2024-02-24 1420 F1GFK         59  28     F4IDT         59  03
QSO:  7067 PH 2024-02-24 1421 F1GFK         59  28     HB9TWU        59 209
QSO:  7060 PH 2024-02-24 1423 F1GFK         59  28     F8UFT         59  62
QSO:  7054 PH 2024-02-24 1518 F1GFK         59  28     F5KRH         59  80
QSO:  7062 PH 2024-02-24 1522 F1GFK         59  28     F6CCZ         59  28
QSO:  7070 PH 2024-02-24 1527 F1GFK         59  28     F6HRL         59  86
QSO:  7080 PH 2024-02-24 1533 F1GFK         59  28     F8ATS         59  91
QSO:  7086 PH 2024-02-24 1540 F1GFK         59  28     F6CQU         59  19
QSO:  7093 PH 2024-02-24 1543 F1GFK         59  28     TM3E          59  33
QSO:  7095 PH 2024-02-24 1547 F1GFK         59  28     F6EEQ         59  26
QSO:  7099 PH 2024-02-24 1551 F1GFK         59  28     F6APE         59  49
QSO:  7104 PH 2024-02-24 1557 F1GFK         59  28     F4BPJ         59  82
QSO:  7107 PH 2024-02-24 1559 F1GFK         59  28     F8KGZ         59  54
QSO:  7122 PH 2024-02-24 1642 F1GFK         59  28     F4ENJ/P       59  15
QSO:  7136 PH 2024-02-24 1647 F1GFK         59  28     F4JGN         59  33
QSO:  7143 PH 2024-02-24 1651 F1GFK         59  28     F4IFF         59  37
QSO:  7164 PH 2024-02-24 1656 F1GFK         59  28     F5TMR         59  17
QSO:  7196 PH 2024-02-24 1706 F1GFK         59  28     F5NUI         59  42
QSO:  7199 PH 2024-02-24 1708 F1GFK         59  28     F1RHS         59  82
QSO: 21244 PH 2024-02-24 1714 F1GFK         59  28     FR8UA         59  FR
QSO: 21265 PH 2024-02-24 1740 F1GFK         59  28     FY5KE         59  FY
QSO: 21224 PH 2024-02-24 1803 F1GFK         59  28     PY2KJ         59 091
QSO:  3649 PH 2024-02-24 1838 F1GFK         59  28     F4LFU         59  21
QSO:  3647 PH 2024-02-24 1840 F1GFK         59  28     TM5W          59  63
QSO:  3645 PH 2024-02-24 1951 F1GFK         59  28     F4EIK         59  52
QSO:  3641 PH 2024-02-24 1956 F1GFK         59  28     TM2RJ         59  45
QSO:  3638 PH 2024-02-24 1959 F1GFK         59  28     F6KJJ         59  38
QSO:  3636 PH 2024-02-24 2006 F1GFK         59  28     F6KVJ/P       59  80
QSO:  3632 PH 2024-02-24 2009 F1GFK         59  28     TM4K          59  03
QSO:  3629 PH 2024-02-24 2011 F1GFK         59  28     F6FET         59  53
QSO:  3623 PH 2024-02-24 2013 F1GFK         59  28     F4HQB         59  62
QSO:  3611 PH 2024-02-24 2020 F1GFK         59  28     F5HB          59  33
QSO:  3608 PH 2024-02-24 2024 F1GFK         59  28     F5NIB         59  36
QSO:  3605 PH 2024-02-24 2026 F1GFK         59  28     F6CPX         59  24
QSO:  3602 PH 2024-02-24 2028 F1GFK         59  28     F5KDC         59  63
QSO:  7171 PH 2024-02-24 2032 F1GFK         59  28     CT7AXB        59 632
QSO:  7165 PH 2024-02-24 2038 F1GFK         59  28     F4IDB         59  83
QSO:  7108 PH 2024-02-24 2040 F1GFK         59  28     S51CK         59 400
QSO:  7193 PH 2024-02-25 0746 F1GFK         59  28     F5HIJ         59  33
QSO:  7191 PH 2024-02-25 0748 F1GFK         59  28     F5PSA         59  46
QSO:  7184 PH 2024-02-25 0750 F1GFK         59  28     F8KCF         59  74
QSO:  7181 PH 2024-02-25 0752 F1GFK         59  28     F8EMH         59  54
QSO:  7176 PH 2024-02-25 0754 F1GFK         59  28     F6KNB         59  33
QSO:  7172 PH 2024-02-25 0756 F1GFK         59  28     F4ILK         59  49
QSO:  7167 PH 2024-02-25 0759 F1GFK         59  28     F4GQP         59  18
QSO:  7160 PH 2024-02-25 0802 F1GFK         59  28     F4CWN         59  32
QSO:  7154 PH 2024-02-25 0806 F1GFK         59  28     F4KJP         59  08
QSO:  7147 PH 2024-02-25 0808 F1GFK         59  28     F4CVO         59  54
QSO:  7143 PH 2024-02-25 0811 F1GFK         59  28     F1AGR         59  46
QSO:  7141 PH 2024-02-25 0814 F1GFK         59  28     TM50KRK       59  78
QSO:  7140 PH 2024-02-25 0818 F1GFK         59  28     F5KAZ         59  59
QSO:  7137 PH 2024-02-25 0821 F1GFK         59  28     TM0P          59  75
QSO:  7132 PH 2024-02-25 0826 F1GFK         59  28     TM2RJ         59  45
QSO:  7128 PH 2024-02-25 0827 F1GFK         59  28     TM5X          59  50
QSO:  7121 PH 2024-02-25 0831 F1GFK         59  28     F5MNC         59  41
QSO:  7109 PH 2024-02-25 0836 F1GFK         59  28     TM5TT         59  41
QSO:  7105 PH 2024-02-25 0839 F1GFK         59  28     TM5E          59  76
QSO:  7102 PH 2024-02-25 0845 F1GFK         59  28     TM5W          59  63
QSO:  7095 PH 2024-02-25 0848 F1GFK         59  28     F4HOT         59  59
QSO:  7090 PH 2024-02-25 0852 F1GFK         59  28     TM74TH        59  74
QSO:  7088 PH 2024-02-25 0854 F1GFK         59  28     F6BYJ         59  16
QSO:  7087 PH 2024-02-25 0857 F1GFK         59  28     F4EZG         59  87
QSO:  7070 PH 2024-02-25 0907 F1GFK         59  28     F4KNS         59  28
QSO:  7064 PH 2024-02-25 0911 F1GFK         59  28     F6KJU         59  59
QSO:  7061 PH 2024-02-25 0953 F1GFK         59  28     F4GTD         59  85
QSO:  7060 PH 2024-02-25 0957 F1GFK         59  28     F4KJG         59  10
QSO:  7056 PH 2024-02-25 1000 F1GFK         59  28     OS8L          59  340
QSO:  7043 PH 2024-02-25 1004 F1GFK         59  28     F6BCC         59  17
QSO: 14116 PH 2024-02-25 1011 F1GFK         59  28     F5ASD         59  77
QSO: 14122 PH 2024-02-25 1013 F1GFK         59  28     F1NNE         59  71
QSO: 14119 PH 2024-02-25 1015 F1GFK         59  28     F6AXN         59  28
QSO: 14127 PH 2024-02-25 1019 F1GFK         59  28     F4EIK         59  52
QSO: 14140 PH 2024-02-25 1026 F1GFK         59  28     F4IDB         59  83
QSO: 14144 PH 2024-02-25 1028 F1GFK         59  28     DL5YM         59 500
QSO: 14150 PH 2024-02-25 1033 F1GFK         59  28     EA8TH         59 364
QSO: 14155 PH 2024-02-25 1036 F1GFK         59  28     F5EST         59  84
QSO: 14171 PH 2024-02-25 1041 F1GFK         59  28     YT7BA         59 158
QSO: 14175 PH 2024-02-25 1046 F1GFK         59  28     F8DCZ         59  56
QSO: 14180 PH 2024-02-25 1048 F1GFK         59  28     UR2Y          59 285
QSO: 14184 PH 2024-02-25 1050 F1GFK         59  28     2E0INN        59 208
QSO: 14196 PH 2024-02-25 1053 F1GFK         59  28     F6REF         59  00
QSO: 14203 PH 2024-02-25 1058 F1GFK         59  28     F4IYO         59  24
QSO: 14200 PH 2024-02-25 1101 F1GFK         59  28     F6BGV         59  30
QSO: 14205 PH 2024-02-25 1106 F1GFK         59  28     F4GWG         59  29
QSO: 14208 PH 2024-02-25 1110 F1GFK         59  28     F8KHN         59  76
QSO: 14214 PH 2024-02-25 1114 F1GFK         59  28     F5VKT         59  47
QSO: 14241 PH 2024-02-25 1118 F1GFK         59  28     F4FFH/P       59  66
QSO: 14244 PH 2024-02-25 1123 F1GFK         59  28     F5PYJ         59  44
QSO: 14262 PH 2024-02-25 1131 F1GFK         59  28     F2CT          59  64
QSO: 14268 PH 2024-02-25 1134 F1GFK         59  28     F4DNK         59  76
QSO: 14280 PH 2024-02-25 1137 F1GFK         59  28     OK1ULL        59 092
QSO: 21225 PH 2024-02-25 1141 F1GFK         59  28     LZ1JZ         59 247
QSO: 21230 PH 2024-02-25 1143 F1GFK         59  28     HA5PHK        59 961
QSO: 21210 PH 2024-02-25 1149 F1GFK         59  28     F8EMH         59  54
QSO: 21224 PH 2024-02-25 1312 F1GFK         59  28     EA8TH         59 447
QSO: 21205 PH 2024-02-25 1314 F1GFK         59  28     IU8RIA        59 704
QSO: 28458 PH 2024-02-25 1320 F1GFK         59  28     CN8UN         59 680
QSO: 28490 PH 2024-02-25 1325 F1GFK         59  28     LZ4TX         59 345
QSO: 28504 PH 2024-02-25 1328 F1GFK         59  28     SV3RPQ        59 483
QSO:  7080 PH 2024-02-25 1350 F1GFK         59  28     F4FVW         59  08
QSO:  7083 PH 2024-02-25 1352 F1GFK         59  28     F5IBV         59  37
QSO:  7092 PH 2024-02-25 1356 F1GFK         59  28     F6AEN         59  53
QSO:  7095 PH 2024-02-25 1400 F1GFK         59  28     F4FHY         59  90
QSO:  7109 PH 2024-02-25 1406 F1GFK         59  28     F5NHJ         59  49
QSO:  7130 PH 2024-02-25 1413 F1GFK         59  28     F6KHT         59  47
QSO:  7133 PH 2024-02-25 1416 F1GFK         59  28     F4ERS         59  37
QSO:  7139 PH 2024-02-25 1418 F1GFK         59  28     F6GSM         59  07
QSO:  7142 PH 2024-02-25 1420 F1GFK         59  28     F4GFS         59  77
QSO:  7155 PH 2024-02-25 1423 F1GFK         59  28     TM2T          59  13
QSO:  7158 PH 2024-02-25 1427 F1GFK         59  28     F4IYU         59  60
QSO:  7164 PH 2024-02-25 1430 F1GFK         59  28     TM6B          59  76
QSO:  7170 PH 2024-02-25 1433 F1GFK         59  28     TM69YL        59  69
QSO:  7178 PH 2024-02-25 1435 F1GFK         59  28     F4VWK         59  58
QSO:  7181 PH 2024-02-25 1438 F1GFK         59  28     F5ASO         59  52
QSO:  7193 PH 2024-02-25 1440 F1GFK         59  28     F5VKT         59  47
QSO:  7192 PH 2024-02-25 1515 F1GFK         59  28     F4GDI         59  72
QSO:  7188 PH 2024-02-25 1528 F1GFK         59  28     F8DCZ         59  56
QSO:  7160 PH 2024-02-25 1535 F1GFK         59  28     F4DPW         59  95
QSO:  7158 PH 2024-02-25 1537 F1GFK         59  28     F2LN          59  33
END-OF-LOG:
