START-OF-LOG: 3.0
CATEGORY: Portable, multi operator, low power, non-assisted
CONTEST: FD SSB
SPECIFIC: I18
CALLSIGN: DK0FC/P
LOCATION: I18
CLAIMED-SCORE: 115752
CREATED-BY: UcxLog 7.53, modified by DXHF upload.
OPERATORS: DB1BAC DC4BA DF7BN DG1BM DG9BFP DK1IJ DL9BCP DM1JS DO1KF DO2IH
QSO: 14000 PH 2017-09-02 1505 DK0FC/P       59  040    ER3CT         59  021
QSO: 14000 PH 2017-09-02 1508 DK0FC/P       59  041    SZ2T/P        59  029
QSO: 14000 PH 2017-09-02 1513 DK0FC/P       59  042    IB9P          59  025
QSO: 14000 PH 2017-09-02 1524 DK0FC/P       59  043    UA9R          59  000
QSO: 14000 PH 2017-09-02 1531 DK0FC/P       59  044    IW0GTA/7      59  013
QSO: 14000 PH 2017-09-02 1537 DK0FC/P       59  045    YO8XMD        59  003
QSO: 14000 PH 2017-09-02 1546 DK0FC/P       59  046    RT9L          59  000
QSO: 14000 PH 2017-09-02 1547 DK0FC/P       59  047    UA9URI        59  000
QSO: 14000 PH 2017-09-02 1549 DK0FC/P       59  048    UA4S          59  019
QSO: 14000 PH 2017-09-02 1551 DK0FC/P       59  049    4X6FR         59  000
QSO: 14000 PH 2017-09-02 1554 DK0FC/P       59  050    UA3VFS        59  081
QSO: 14000 PH 2017-09-02 1557 DK0FC/P       59  051    A61FK         59  000
QSO:  7000 PH 2017-09-02 1604 DK0FC/P       59  052    HB9RF/P       59  086
QSO:  7000 PH 2017-09-02 1606 DK0FC/P       59  053    S52OT         59  151
QSO:  7000 PH 2017-09-02 1608 DK0FC/P       59  054    G4FBS/P       59  048
QSO:  7000 PH 2017-09-02 1610 DK0FC/P       59  055    HB9AW/P       59  112
QSO:  7000 PH 2017-09-02 1611 DK0FC/P       59  056    DL0LA/P       59  127
QSO:  7000 PH 2017-09-02 1614 DK0FC/P       59  057    LA1K/P        59  034
QSO:  7000 PH 2017-09-02 1615 DK0FC/P       59  058    DB0HY/P       59  040
QSO:  7000 PH 2017-09-02 1619 DK0FC/P       59  059    IZ7FLP        59  209
QSO:  7000 PH 2017-09-02 1620 DK0FC/P       59  060    DF0MN/P       59  100
QSO:  7000 PH 2017-09-02 1625 DK0FC/P       59  061    S56B          59  185
QSO:  7000 PH 2017-09-02 1629 DK0FC/P       59  062    G3RCV/P       59  161
QSO:  7000 PH 2017-09-02 1632 DK0FC/P       59  063    ON6WL/P       59  117
QSO: 14000 PH 2017-09-02 1636 DK0FC/P       59  064    OE4B/P        59  108
QSO: 14000 PH 2017-09-02 1651 DK0FC/P       59  065    LZ2CJ         59  027
QSO: 14000 PH 2017-09-02 1652 DK0FC/P       59  066    G2XV/P        59  051
QSO: 14000 PH 2017-09-02 1659 DK0FC/P       59  067    G3PYE/P       59  172
QSO: 14000 PH 2017-09-02 1701 DK0FC/P       59  068    DK0HB/P       59  051
QSO: 14000 PH 2017-09-02 1703 DK0FC/P       59  069    YL3CW         59  103
QSO: 14000 PH 2017-09-02 1722 DK0FC/P       59  070    G3EFX/P       59  030
QSO: 14000 PH 2017-09-02 1723 DK0FC/P       59  071    G0IVR/P       59  040
QSO: 14000 PH 2017-09-02 1725 DK0FC/P       59  072    G3ULT/P       59  094
QSO: 14000 PH 2017-09-02 1728 DK0FC/P       59  073    G4FNL/P       59  247
QSO: 14000 PH 2017-09-02 1730 DK0FC/P       59  074    M0VUE         59  028
QSO: 14000 PH 2017-09-02 1733 DK0FC/P       59  075    F4GDO         59  026
QSO: 14000 PH 2017-09-02 1734 DK0FC/P       59  076    G4EOW         59  015
QSO:  7000 PH 2017-09-02 1740 DK0FC/P       59  077    HB9HI/P       59  085
QSO:  7000 PH 2017-09-02 1744 DK0FC/P       59  078    PI4VPO/P      59  050
QSO:  7000 PH 2017-09-02 1745 DK0FC/P       59  079    HB9LU/P       59  195
QSO:  7000 PH 2017-09-02 1748 DK0FC/P       59  080    DK2A/P        59  050
QSO:  7000 PH 2017-09-02 1749 DK0FC/P       59  081    LX/OO7W       59  114
QSO:  7000 PH 2017-09-02 1752 DK0FC/P       59  082    DL0ZDX/P      59  094
QSO:  7000 PH 2017-09-02 1756 DK0FC/P       59  083    DK2R/P        59  103
QSO:  7000 PH 2017-09-02 1808 DK0FC/P       59  084    OK1KMU/P      59  122
QSO:  7000 PH 2017-09-02 1817 DK0FC/P       59  085    ON4CP/P       59  050
QSO:  7000 PH 2017-09-02 1826 DK0FC/P       59  086    SN9X/P        59  216
QSO: 14000 PH 2017-09-02 1841 DK0FC/P       59  087    DL0WO/P       59  152
QSO: 14000 PH 2017-09-02 1846 DK0FC/P       59  088    CN8MAA        59  032
QSO: 14000 PH 2017-09-02 1850 DK0FC/P       59  089    S55W/P        59  323
QSO: 14000 PH 2017-09-02 1853 DK0FC/P       59  090    S52OT         59  250
QSO:  7000 PH 2017-09-02 1933 DK0FC/P       59  091    OE4B/P        59  259
QSO:  7000 PH 2017-09-02 1936 DK0FC/P       59  092    DM3B/P        59  072
QSO:  7000 PH 2017-09-02 1946 DK0FC/P       59  093    EI1C/P        59  319
QSO:  7000 PH 2017-09-02 1949 DK0FC/P       59  094    SN5T/P        59  304
QSO:  7000 PH 2017-09-02 2005 DK0FC/P       59  095    S50VZZ/P      59  138
QSO:  7000 PH 2017-09-02 2012 DK0FC/P       59  096    F4GDO         59  060
QSO:  7000 PH 2017-09-02 2018 DK0FC/P       59  097    G3PYE/P       59  349
QSO:  7000 PH 2017-09-02 2021 DK0FC/P       59  098    EI1E/P        59  199
QSO:  7000 PH 2017-09-02 2022 DK0FC/P       59  099    R3KBO/P       59  290
QSO:  7000 PH 2017-09-02 2026 DK0FC/P       59  100    ON4TWS/P      59  325
QSO: 14000 PH 2017-09-02 2036 DK0FC/P       59  101    PT7ZT/P       59  000
QSO:  7000 PH 2017-09-02 2101 DK0FC/P       59  102    EK0W/P        59  217
QSO:  7000 PH 2017-09-02 2103 DK0FC/P       59  103    G6MC          59  091
QSO:  3500 PH 2017-09-02 2107 DK0FC/P       59  104    G4FBS/P       59  181
QSO:  3500 PH 2017-09-02 2109 DK0FC/P       59  105    DK0TU/P       59  170
QSO:  3500 PH 2017-09-02 2111 DK0FC/P       59  106    M0YRF/P       59  252
QSO:  3500 PH 2017-09-02 2113 DK0FC/P       59  107    DL0RA/P       59  219
QSO:  3500 PH 2017-09-02 2115 DK0FC/P       59  108    G8QR/P        59  204
QSO:  3500 PH 2017-09-02 2116 DK0FC/P       59  109    DF0ID/P       59  174
QSO:  3500 PH 2017-09-02 2117 DK0FC/P       59  110    G6YB/P        59  344
QSO:  3500 PH 2017-09-02 2122 DK0FC/P       59  111    OT2L/P        59  231
QSO:  3500 PH 2017-09-02 2122 DK0FC/P       59  112    DL1WA         59  253
QSO:  3500 PH 2017-09-02 2127 DK0FC/P       59  113    IQ0PG         59  183
QSO:  3500 PH 2017-09-02 2128 DK0FC/P       59  114    DL0GC/P       59  413
QSO:  3500 PH 2017-09-02 2129 DK0FC/P       59  115    S52WW         59  621
QSO:  3500 PH 2017-09-02 2132 DK0FC/P       59  116    PI4AMF/P      59  423
QSO:  3500 PH 2017-09-02 2134 DK0FC/P       59  117    S56B          59  499
QSO:  3500 PH 2017-09-02 2136 DK0FC/P       59  118    DL0HS/P       59  170
QSO:  3500 PH 2017-09-02 2137 DK0FC/P       59  119    DA3X/P        59  280
QSO:  3500 PH 2017-09-02 2139 DK0FC/P       59  120    ON6WL/P       59  376
QSO:  3500 PH 2017-09-02 2140 DK0FC/P       59  121    OR4D/P        59  151
QSO:  3500 PH 2017-09-02 2142 DK0FC/P       59  122    G3WKS/P       59  115
QSO:  3500 PH 2017-09-02 2144 DK0FC/P       59  123    G3MDG/P       59  154
QSO:  3500 PH 2017-09-02 2149 DK0FC/P       59  124    DK0FR/P       59  223
QSO:  3500 PH 2017-09-02 2152 DK0FC/P       59  125    DK0B/P        59  192
QSO:  3500 PH 2017-09-02 2154 DK0FC/P       59  126    ON6CK/P       59  518
QSO:  3500 PH 2017-09-02 2156 DK0FC/P       59  127    G4EKT/P       59  222
QSO:  3500 PH 2017-09-02 2158 DK0FC/P       59  128    G3Q           59  127
QSO:  3500 PH 2017-09-02 2200 DK0FC/P       59  129    OR5N/P        59  259
QSO:  3500 PH 2017-09-02 2202 DK0FC/P       59  130    DM3B/P        59  232
QSO:  3500 PH 2017-09-02 2208 DK0FC/P       59  131    DK7C/P        59  284
QSO:  3500 PH 2017-09-02 2214 DK0FC/P       59  132    G0HDV/P       59  205
QSO:  3500 PH 2017-09-02 2216 DK0FC/P       59  133    ON4MCL/P      59  495
QSO:  3500 PH 2017-09-02 2218 DK0FC/P       59  134    YL3CW         59  286
QSO:  3500 PH 2017-09-02 2220 DK0FC/P       59  135    PI4ZI/P       59  317
QSO:  3500 PH 2017-09-02 2223 DK0FC/P       59  136    G3ULT/P       59  202
QSO:  3500 PH 2017-09-02 2225 DK0FC/P       59  137    HB9HI/P       59  202
QSO:  3500 PH 2017-09-02 2226 DK0FC/P       59  138    DK0FY/P       59  502
QSO:  3500 PH 2017-09-02 2226 DK0FC/P       59  139    DL0GD/P       59  365
QSO:  3500 PH 2017-09-02 2227 DK0FC/P       59  140    PI4VPO/P      59  245
QSO:  3500 PH 2017-09-02 2229 DK0FC/P       59  141    OZ2AR/P       59  285
QSO:  3500 PH 2017-09-02 2230 DK0FC/P       59  142    DF0A/P        59  227
QSO:  3500 PH 2017-09-02 2232 DK0FC/P       59  143    DK0ED/P       59  378
QSO:  3500 PH 2017-09-02 2235 DK0FC/P       59  144    5Q1A/P        59  222
QSO:  3500 PH 2017-09-02 2237 DK0FC/P       59  145    PA7TT/P       59  145
QSO:  3500 PH 2017-09-02 2240 DK0FC/P       59  146    DP6T/P        59  326
QSO:  3500 PH 2017-09-02 2242 DK0FC/P       59  147    ON7SA/P       59  340
QSO:  3500 PH 2017-09-02 2243 DK0FC/P       59  148    DL0EI/P       59  297
QSO:  3500 PH 2017-09-02 2244 DK0FC/P       59  149    G0FBB/P       59  280
QSO:  3500 PH 2017-09-02 2247 DK0FC/P       59  150    ON4TWS/P      59  445
QSO:  3500 PH 2017-09-02 2250 DK0FC/P       59  151    ON5LL/P       59  319
QSO:  3500 PH 2017-09-02 2251 DK0FC/P       59  152    DL0WO/P       59  240
QSO:  3500 PH 2017-09-02 2256 DK0FC/P       59  153    DF0SX/P       59  224
QSO:  3500 PH 2017-09-02 2258 DK0FC/P       59  154    DM2X/P        59  300
QSO:  3500 PH 2017-09-02 2305 DK0FC/P       59  155    DK0OH/P       59  172
QSO:  3500 PH 2017-09-02 2309 DK0FC/P       59  156    DP6M/P        59  244
QSO:  3500 PH 2017-09-02 2311 DK0FC/P       59  157    DK0MR/P       59  243
QSO:  3500 PH 2017-09-02 2320 DK0FC/P       59  158    OK1KMU/P      59  259
QSO:  3500 PH 2017-09-02 2323 DK0FC/P       59  159    DL0FD/P       59  385
QSO:  3500 PH 2017-09-02 2324 DK0FC/P       59  160    EI1E/P        59  308
QSO:  3500 PH 2017-09-02 2325 DK0FC/P       59  161    ON7TR/P       59  399
QSO:  3500 PH 2017-09-02 2329 DK0FC/P       59  162    DF0MN/P       59  299
QSO:  3500 PH 2017-09-02 2330 DK0FC/P       59  163    DP7X/P        59  349
QSO:  3500 PH 2017-09-02 2332 DK0FC/P       59  164    DM5A/P        59  294
QSO:  3500 PH 2017-09-02 2337 DK0FC/P       59  165    LB1AH         59  035
QSO:  3500 PH 2017-09-02 2339 DK0FC/P       59  166    DL0SN/P       59  244
QSO:  3500 PH 2017-09-02 2342 DK0FC/P       59  167    DR1K/P        59  152
QSO:  3500 PH 2017-09-02 2343 DK0FC/P       59  168    DL0LB/P       59  281
QSO:  3500 PH 2017-09-02 2344 DK0FC/P       59  169    DL0DX/P       59  278
QSO:  3500 PH 2017-09-02 2347 DK0FC/P       59  170    HB9NFB/P      59  230
QSO:  3500 PH 2017-09-02 2350 DK0FC/P       59  171    DL3IF/P       59  231
QSO:  3500 PH 2017-09-02 2352 DK0FC/P       59  172    DB0HY/P       59  359
QSO:  3500 PH 2017-09-02 2357 DK0FC/P       59  173    DL0IPS/P      59  229
QSO:  3500 PH 2017-09-03 0000 DK0FC/P       59  174    G4FNL/P       59  599
QSO:  3500 PH 2017-09-03 0007 DK0FC/P       59  175    DF0LE/P       59  122
QSO:  3500 PH 2017-09-03 0011 DK0FC/P       59  176    DF0WZ/P       59  237
QSO:  3500 PH 2017-09-03 0014 DK0FC/P       59  177    DL0VE/P       59  222
QSO:  3500 PH 2017-09-03 0018 DK0FC/P       59  178    DL5L/P        59  238
QSO:  3500 PH 2017-09-03 0021 DK0FC/P       59  179    OH5B/P        59  251
QSO:  3500 PH 2017-09-03 0026 DK0FC/P       59  180    HB9AG/P       59  196
QSO:  3500 PH 2017-09-03 0027 DK0FC/P       59  181    DK0HR/P       59  258
QSO:  3500 PH 2017-09-03 0029 DK0FC/P       59  182    S54I/P        59  330
QSO:  3500 PH 2017-09-03 0031 DK0FC/P       59  183    DK8R/P        59  304
QSO:  3500 PH 2017-09-03 0032 DK0FC/P       59  184    S59DCD/P      59  226
QSO:  3500 PH 2017-09-03 0033 DK0FC/P       59  185    DL5Z/P        59  334
QSO:  3500 PH 2017-09-03 0035 DK0FC/P       59  186    G2XV/P        59  180
QSO:  3500 PH 2017-09-03 0038 DK0FC/P       59  187    M0TSL/P       59  213
QSO:  3500 PH 2017-09-03 0039 DK0FC/P       59  188    DL0VN/P       59  277
QSO:  3500 PH 2017-09-03 0043 DK0FC/P       59  189    DL0RD/P       59  183
QSO:  3500 PH 2017-09-03 0044 DK0FC/P       59  190    DL0ST/P       59  246
QSO:  3500 PH 2017-09-03 0046 DK0FC/P       59  191    DF0HO/P       59  373
QSO:  3500 PH 2017-09-03 0048 DK0FC/P       59  192    DF0TX/P       59  374
QSO:  3500 PH 2017-09-03 0050 DK0FC/P       59  193    DL0FA/P       59  207
QSO:  3500 PH 2017-09-03 0050 DK0FC/P       59  194    DF0M/P        59  207
QSO:  3500 PH 2017-09-03 0056 DK0FC/P       59  195    G7SAC/P       59  161
QSO:  3500 PH 2017-09-03 0101 DK0FC/P       59  196    DK0CN/P       59  219
QSO:  3500 PH 2017-09-03 0103 DK0FC/P       59  197    G3EFX/P       59  131
QSO:  3500 PH 2017-09-03 0105 DK0FC/P       59  198    DK0VE/P       59  209
QSO:  3500 PH 2017-09-03 0112 DK0FC/P       59  199    ON6TN/P       59  216
QSO:  3500 PH 2017-09-03 0118 DK0FC/P       59  200    DL0LA/P       59  458
QSO:  3500 PH 2017-09-03 0129 DK0FC/P       59  201    OO6P/P        59  443
QSO:  3500 PH 2017-09-03 0140 DK0FC/P       59  202    EI1C/P        59  552
QSO:  3500 PH 2017-09-03 0143 DK0FC/P       59  203    GW8GT/P       59  271
QSO:  3500 PH 2017-09-03 0148 DK0FC/P       59  204    LZ7M/P        59  508
QSO:  3500 PH 2017-09-03 0151 DK0FC/P       59  205    ES5TI         59  030
QSO:  3500 PH 2017-09-03 0226 DK0FC/P       59  206    SX2IMA/P      59  333
QSO:  3500 PH 2017-09-03 0243 DK0FC/P       59  207    HA5N/P        59  289
QSO:  3500 PH 2017-09-03 0250 DK0FC/P       59  208    S52OT         59  336
QSO:  3500 PH 2017-09-03 0253 DK0FC/P       59  209    SN5T/P        59  579
QSO:  3500 PH 2017-09-03 0323 DK0FC/P       59  210    SN7X/P        59  540
QSO:  3500 PH 2017-09-03 0329 DK0FC/P       59  211    DK2R/P        59  379
QSO:  3500 PH 2017-09-03 0337 DK0FC/P       59  212    G4ATH/P       59  151
QSO:  3500 PH 2017-09-03 0346 DK0FC/P       59  213    G3RCV/P       59  492
QSO:  3500 PH 2017-09-03 0409 DK0FC/P       59  214    G3UES/P       59  187
QSO:  3500 PH 2017-09-03 0415 DK0FC/P       59  215    M6SSV         59  026
QSO:  3500 PH 2017-09-03 0422 DK0FC/P       59  216    ON4RSX/P      59  169
QSO:  3500 PH 2017-09-03 0424 DK0FC/P       59  217    ON6NB/P       59  279
QSO:  3500 PH 2017-09-03 0425 DK0FC/P       59  218    ON6ARA/P      59  603
QSO:  3500 PH 2017-09-03 0427 DK0FC/P       59  219    DM5R/P        59  191
QSO:  3500 PH 2017-09-03 0430 DK0FC/P       59  220    DL0BB/P       59  206
QSO:  3500 PH 2017-09-03 0432 DK0FC/P       59  221    ON5CLR/P      59  331
QSO:  3500 PH 2017-09-03 0433 DK0FC/P       59  222    ON6LL/P       59  255
QSO:  3500 PH 2017-09-03 0440 DK0FC/P       59  223    DK0MN/P       59  546
QSO:  3500 PH 2017-09-03 0448 DK0FC/P       59  224    DF5A/P        59  250
QSO:  3500 PH 2017-09-03 0454 DK0FC/P       59  225    DL1NKS        59  197
QSO:  3500 PH 2017-09-03 0515 DK0FC/P       59  226    DK0IU/P       59  358
QSO:  3500 PH 2017-09-03 0523 DK0FC/P       59  227    ON6ZY         59  178
QSO:  3500 PH 2017-09-03 0528 DK0FC/P       59  228    G3PYE/P       59  578
QSO:  3500 PH 2017-09-03 0534 DK0FC/P       59  229    DL0LK/P       59  306
QSO:  3500 PH 2017-09-03 0539 DK0FC/P       59  230    HB9BS/P       59  251
QSO:  3500 PH 2017-09-03 0544 DK0FC/P       59  231    DL0C/P        59  266
QSO:  3500 PH 2017-09-03 0549 DK0FC/P       59  232    DM3O/P        59  184
QSO:  3500 PH 2017-09-03 0607 DK0FC/P       59  233    ON6NR/P       59  172
QSO:  3500 PH 2017-09-03 0620 DK0FC/P       59  234    ON4FA/P       59  185
QSO:  3500 PH 2017-09-03 0622 DK0FC/P       59  235    ON4AOW/P      59  405
QSO:  3500 PH 2017-09-03 0625 DK0FC/P       59  236    DL0NO/P       59  275
QSO:  3500 PH 2017-09-03 0629 DK0FC/P       59  237    DR2C/P        59  266
QSO:  3500 PH 2017-09-03 0630 DK0FC/P       59  238    DL2A/P        59  373
QSO:  3500 PH 2017-09-03 0635 DK0FC/P       59  239    DK0FFO/P      59  217
QSO:  3500 PH 2017-09-03 0635 DK0FC/P       59  240    DK0OA         59  104
QSO:  3500 PH 2017-09-03 0636 DK0FC/P       59  241    DK3GA         59  007
QSO:  3500 PH 2017-09-03 0637 DK0FC/P       59  242    LX/OO7W       59  276
QSO:  3500 PH 2017-09-03 0637 DK0FC/P       59  243    ON7ERA/P      59  166
QSO:  3500 PH 2017-09-03 0638 DK0FC/P       59  244    ON4FN         59  15
QSO:  3500 PH 2017-09-03 0639 DK0FC/P       59  245    DK0RA/P       59  109
QSO:  3500 PH 2017-09-03 0639 DK0FC/P       59  246    DL1ASA/P      59  193
QSO:  3500 PH 2017-09-03 0640 DK0FC/P       59  247    G8FC/P        59  310
QSO:  3500 PH 2017-09-03 0648 DK0FC/P       59  248    DK0HH/P       59  429
QSO:  3500 PH 2017-09-03 0651 DK0FC/P       59  249    DL6RBH/P      59  077
QSO:  3500 PH 2017-09-03 0701 DK0FC/P       59  250    ON6UJ/P       59  258
QSO:  3500 PH 2017-09-03 0703 DK0FC/P       59  251    DL7F/P        59  135
QSO:  3500 PH 2017-09-03 0711 DK0FC/P       59  252    DL0BUX/P      59  208
QSO:  3500 PH 2017-09-03 0714 DK0FC/P       59  253    DL7X          59  153
QSO:  3500 PH 2017-09-03 0715 DK0FC/P       59  254    DL0MAN/P      59  100
QSO:  3500 PH 2017-09-03 0718 DK0FC/P       59  255    HB9BC/P       59  378
QSO:  3500 PH 2017-09-03 0723 DK0FC/P       59  256    DL/KE0HWZ     59  038
QSO:  3500 PH 2017-09-03 0726 DK0FC/P       59  257    PI4HGV/P      59  255
QSO:  3500 PH 2017-09-03 0737 DK0FC/P       59  258    ON6SI/P       59  477
QSO:  3500 PH 2017-09-03 0752 DK0FC/P       59  259    OK1JEH/P      59  001
QSO:  3500 PH 2017-09-03 0757 DK0FC/P       59  260    DL0MZ/P       59  499
QSO:  3500 PH 2017-09-03 0758 DK0FC/P       59  261    DR7B/P        59  187
QSO:  7000 PH 2017-09-03 0800 DK0FC/P       59  262    DF0WA/P       59  425
QSO:  7000 PH 2017-09-03 0802 DK0FC/P       59  263    S55W/P        59  783
QSO:  7000 PH 2017-09-03 0803 DK0FC/P       59  264    LA4C/P        59  186
QSO:  7000 PH 2017-09-03 0805 DK0FC/P       59  265    OZ7KOL/P      59  523
QSO:  7000 PH 2017-09-03 0805 DK0FC/P       59  266    DL0FD/P       59  514
QSO:  7000 PH 2017-09-03 0806 DK0FC/P       59  267    G4ATH/P       59  229
QSO: 21000 PH 2017-09-03 0809 DK0FC/P       59  268    HZ1FS/P       59  606
QSO: 21000 PH 2017-09-03 0809 DK0FC/P       59  269    RM9RZ         59  008
QSO: 21000 PH 2017-09-03 0811 DK0FC/P       59  270    EK0W/P        59  424
QSO:  7000 PH 2017-09-03 0819 DK0FC/P       59  271    G3MDG/P       59  273
QSO:  7000 PH 2017-09-03 0820 DK0FC/P       59  272    DL2FK/P       59  011
QSO:  7000 PH 2017-09-03 0823 DK0FC/P       59  273    G8FC/P        59  331
QSO:  7000 PH 2017-09-03 0824 DK0FC/P       59  274    DF7HH/P       59  120
QSO:  7000 PH 2017-09-03 0824 DK0FC/P       59  275    DK0FR/P       59  390
QSO:  7000 PH 2017-09-03 0826 DK0FC/P       59  276    DM4VPF        59  010
QSO:  7000 PH 2017-09-03 0827 DK0FC/P       59  277    LA1T/P        59  058
QSO:  7000 PH 2017-09-03 0827 DK0FC/P       59  278    DP7X/P        59  504
QSO:  7000 PH 2017-09-03 0829 DK0FC/P       59  279    SE4E          59  042
QSO:  7000 PH 2017-09-03 0829 DK0FC/P       59  280    DL2A/P        59  423
QSO:  7000 PH 2017-09-03 0831 DK0FC/P       59  281    DF0LE/P       59  204
QSO:  7000 PH 2017-09-03 0835 DK0FC/P       59  282    OZ5GX/P       59  519
QSO:  7000 PH 2017-09-03 0836 DK0FC/P       59  283    DK0ED/P       59  579
QSO:  7000 PH 2017-09-03 0837 DK0FC/P       59  284    HB9R/P        59  171
QSO:  7000 PH 2017-09-03 0838 DK0FC/P       59  285    HB9AG/P       59  286
QSO:  7000 PH 2017-09-03 0840 DK0FC/P       59  286    G3WKS/P       59  213
QSO:  7000 PH 2017-09-03 0841 DK0FC/P       59  287    DP6M/P        59  417
QSO:  7000 PH 2017-09-03 0841 DK0FC/P       59  288    ON7TR/P       59  561
QSO:  7000 PH 2017-09-03 0844 DK0FC/P       59  289    S52T/P        59  261
QSO:  7000 PH 2017-09-03 0847 DK0FC/P       59  290    DF0SX/P       59  378
QSO:  7000 PH 2017-09-03 0850 DK0FC/P       59  291    ON6ARA/P      59  693
QSO:  7000 PH 2017-09-03 0852 DK0FC/P       59  292    S58K/P        59  408
QSO:  3500 PH 2017-09-03 0856 DK0FC/P       59  293    OZ5LKO/P      59  101
QSO:  7000 PH 2017-09-03 0902 DK0FC/P       59  294    DL0RA/P       59  317
QSO:  7000 PH 2017-09-03 0905 DK0FC/P       59  295    DK0MN/P       59  644
QSO:  7000 PH 2017-09-03 0906 DK0FC/P       59  296    DG2GG/P       59  092
QSO:  7000 PH 2017-09-03 0907 DK0FC/P       59  297    DK1FW         59  021
QSO:  7000 PH 2017-09-03 0908 DK0FC/P       59  298    MU0GSY        59  206
QSO:  7000 PH 2017-09-03 0910 DK0FC/P       59  299    S52WW         59  824
QSO:  7000 PH 2017-09-03 0911 DK0FC/P       59  300    LA4O/P        59  035
QSO:  7000 PH 2017-09-03 0912 DK0FC/P       59  301    DM9KC         59  011
QSO:  7000 PH 2017-09-03 0913 DK0FC/P       59  302    DD8IL/P       59  054
QSO:  7000 PH 2017-09-03 0914 DK0FC/P       59  303    DL5L/P        59  316
QSO:  7000 PH 2017-09-03 0915 DK0FC/P       59  304    OE9TAV        59  004
QSO:  7000 PH 2017-09-03 0916 DK0FC/P       59  305    DK0MM/P       59  192
QSO:  7000 PH 2017-09-03 0917 DK0FC/P       59  306    ON4JX/P       59  125
