START-OF-LOG: 3.0
CATEGORY: Portable, multi operator, low power, non-assisted
CONTEST: FD SSB
SPECIFIC: I20
CALLSIGN: DL0VE/P
CLAIMED-SCORE: 87246
CREATED-BY: UcxLog 7.76, modified by DXHF upload.
OPERATORS: DD8BA DF1BT DG9BBC DG9BJA DH1BBH DH6MP DL5BCQ DL6YDF DL8BBC DO6PS
QSO: 14000 PH 2017-09-03 0940 DL0VE/P       59  307    U1BD          59  000
QSO: 14000 PH 2017-09-03 0943 DL0VE/P       59  308    EK0W/P        59  499
QSO: 14000 PH 2017-09-03 0948 DL0VE/P       59  309    UX3IT         59  152
QSO: 14000 PH 2017-09-03 0949 DL0VE/P       59  310    UA3A/P        59  091
QSO: 14000 PH 2017-09-03 0951 DL0VE/P       59  311    R1CX/P        59  026
QSO: 14000 PH 2017-09-03 1007 DL0VE/P       59  312    9A5O          59  118
QSO: 21000 PH 2017-09-03 1010 DL0VE/P       59  313    UA9CDC        59  161
QSO: 21000 PH 2017-09-03 1014 DL0VE/P       59  314    4Z5LY         59  000
QSO: 21000 PH 2017-09-03 1021 DL0VE/P       59  315    RA9DZ         59  000
QSO: 28000 PH 2017-09-03 1032 DL0VE/P       59  316    DP4M/P        59  470
QSO: 21000 PH 2017-09-03 1047 DL0VE/P       59  317    RM9RZ         59  000
QSO: 21000 PH 2017-09-03 1049 DL0VE/P       59  318    HZ1DG         59  000
QSO: 14000 PH 2017-09-03 1055 DL0VE/P       59  319    HA5N/P        59  501
QSO: 14000 PH 2017-09-03 1103 DL0VE/P       59  320    R8TT          59  000
QSO: 14000 PH 2017-09-03 1106 DL0VE/P       59  321    S51AC         59  200
QSO: 14000 PH 2017-09-03 1108 DL0VE/P       59  322    S58K/P        59  492
QSO: 14000 PH 2017-09-03 1111 DL0VE/P       59  323    S52OT         59  673
QSO: 14000 PH 2017-09-03 1118 DL0VE/P       59  324    RL4A          59  086
QSO: 14000 PH 2017-09-03 1120 DL0VE/P       59  325    SN5T/P        59  821
QSO: 14000 PH 2017-09-03 1134 DL0VE/P       59  326    M0LED         59  104
QSO: 14000 PH 2017-09-03 1135 DL0VE/P       59  327    M0SPA/P       59  094
QSO: 14000 PH 2017-09-03 1137 DL0VE/P       59  328    OG4M/M        59  053
QSO: 14000 PH 2017-09-03 1138 DL0VE/P       59  329    EA3IM         59  005
QSO: 14000 PH 2017-09-03 1139 DL0VE/P       59  330    G6OI/P        59  107
QSO: 14000 PH 2017-09-03 1142 DL0VE/P       59  331    RA3DQP        59  034
QSO: 14000 PH 2017-09-03 1144 DL0VE/P       59  332    OH0FM         59  044
QSO: 14000 PH 2017-09-03 1153 DL0VE/P       59  333    F4GDO         59  127
QSO: 14000 PH 2017-09-03 1203 DL0VE/P       59  334    ER3CT         59  211
QSO: 14000 PH 2017-09-03 1204 DL0VE/P       59  335    F6KBR/P       59  036
QSO: 14000 PH 2017-09-03 1206 DL0VE/P       59  336    G0FBB/P       59  477
QSO: 14000 PH 2017-09-03 1207 DL0VE/P       59  337    GW8GT/P       59  387
QSO: 14000 PH 2017-09-03 1211 DL0VE/P       59  338    CT7AIX        59  035
QSO: 14000 PH 2017-09-03 1212 DL0VE/P       59  339    DK0FC/P       59  362
QSO: 14000 PH 2017-09-03 1216 DL0VE/P       59  340    MU0GSY        59  245
QSO: 14000 PH 2017-09-03 1220 DL0VE/P       59  341    F4ADZ         59  031
QSO: 14000 PH 2017-09-03 1222 DL0VE/P       59  342    G4WIA         59  009
END-OF-LOG:
