START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-RTTY
CALLSIGN: JH6QFJ
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: JH6QFJ
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-RTTY CQWPXRTTY/2015.
QSO: 21098 RY 2015-02-14 0124 JH6QFJ        599 PJ2T          599 116
QSO:  7047 RY 2015-02-14 1217 JH6QFJ        599 0076 WR5J          599 0112
QSO:  7046 RY 2015-02-14 1219 JH6QFJ        599 078 JA1CCO        599 081
QSO:  7000 RY 2015-02-14 1220 JH6QFJ        599 079 JA1GFB        599 141
QSO:  7047 RY 2015-02-14 1221 JH6QFJ        599 0080 JH4UTP        599 0050
QSO:  7047 RY 2015-02-14 1223 JH6QFJ        599 0080 JF1LMB        599 0206
QSO:  7000 RY 2015-02-14 1224 JH6QFJ        599 0081 K7WP          599 0167
QSO:  7046 RY 2015-02-14 1227 JH6QFJ        599 082 JG2RZF        599 078
QSO:  7000 RY 2015-02-14 1228 JH6QFJ        599 084 YD2NDX        599 003
QSO:  7049 RY 2015-02-14 1228 JH6QFJ        599 0083 KZ1W          599 0355
QSO:  7047 RY 2015-02-14 1235 JH6QFJ        599 0087 JH1CTV        599 0117
QSO:  7047 RY 2015-02-14 1235 JH6QFJ        599 0086 KF7PG         599 0156
QSO:  7047 RY 2015-02-14 1236 JH6QFJ        599 0089 VE7CC         599 0630
QSO:  7047 RY 2015-02-14 1238 JH6QFJ        599 0091 7N2UQC        599 0289
QSO:  7000 RY 2015-02-14 1240 JH6QFJ        599 092 JA1HFY        599 228
QSO:  7049 RY 2015-02-14 1245 JH6QFJ        599 0093 KH7XX         599 0237
QSO:  7043 RY 2015-02-14 1247 JH6QFJ        599 094 WN6K          599 271
QSO:  7040 RY 2015-02-14 1249 JH6QFJ        599 095 RT0R          599 149
QSO:  7037 RY 2015-02-14 1250 JH6QFJ        599 0096 N0NI          599 0528
QSO:  7037 RY 2015-02-14 1252 JH6QFJ        599 097 K1GU          599 139
QSO:  7053 RY 2015-02-14 1254 JH6QFJ        599 0098 N5XZ          599 0185
QSO:  7043 RY 2015-02-14 1300 JH6QFJ        599 0099 RW0A          599 0221
QSO:  7042 RY 2015-02-14 1301 JH6QFJ        599 100 R0CAF         599 284
QSO:  7046 RY 2015-02-14 1304 JH6QFJ        599 101 KS7AA         599 330
QSO:  7051 RY 2015-02-14 1321 JH6QFJ        599 0102 W6SX          599 0332
QSO:  7054 RY 2015-02-14 1325 JH6QFJ        599 104 KS0AA         599 196
QSO: 14093 RY 2015-02-15 1233 JH6QFJ        599 106 R9UW          599 676
QSO: 14093 RY 2015-02-15 1233 JH6QFJ        599 107 UA9AFS        599 390
QSO: 14094 RY 2015-02-15 1235 JH6QFJ        599 109 W4CV          599 1146
QSO: 14080 RY 2015-02-15 1255 JH6QFJ        599 110 UR4EI         599 410
QSO:  7000 RY 2015-02-15 1259 JH6QFJ        599 111 JA1DDZ        599 139
QSO:  7049 RY 2015-02-15 1302 JH6QFJ        599 0113 VE7SZ         599 1172
QSO:  7049 RY 2015-02-15 1303 JH6QFJ        599 114 JA7IC         599 787
QSO:  7000 RY 2015-02-15 1305 JH6QFJ        599 115 JF1WNT        599 274
QSO:  7045 RY 2015-02-15 1317 JH6QFJ        599 0118 VA7KO         599 1216
QSO:  7046 RY 2015-02-15 1319 JH6QFJ        599 0119 KL7IWC        599 0671
QSO:  7039 RY 2015-02-15 1324 JH6QFJ        599 0120 VC7G          599 0596
QSO:  7037 RY 2015-02-15 1326 JH6QFJ        599 0121 VR2XMT        599 0743
QSO:  7051 RY 2015-02-15 1333 JH6QFJ        599 0123 K7AR          599 0069
QSO:  7042 RY 2015-02-15 1336 JH6QFJ        599 124 W6LED         599 538
QSO:  7000 RY 2015-02-15 1338 JH6QFJ        599 125 DU1JM         599 276
END-OF-LOG:
