START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: FD CW
CALLSIGN: R2DJ
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: R2DJ
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for FD CW DARC/Fieldday/CW/2025.
QSO: 14000 CW 2025-06-07 1504 R2DJ          599 DK0RA/P       599 002
QSO:  7031 CW 2025-06-07 2027 R2DJ          599 0183 SP/DL1CW/P    599 0292
QSO:  7038 CW 2025-06-07 2030 R2DJ          599 184 HB9AW/P       599 240
QSO:  7029 CW 2025-06-07 2032 R2DJ          599 185 DL0LA/P       599 0396
QSO:  7029 CW 2025-06-07 2033 R2DJ          599 0186 DJ1MM         599 0138
QSO:  7000 CW 2025-06-07 2042 R2DJ          599 187 OM/DL7AU/P    599 132
QSO:  7021 CW 2025-06-07 2042 R2DJ          599 188 OK1VK         599 020
QSO:  7021 CW 2025-06-07 2044 R2DJ          599 0190 G2HX/P        599 0264
QSO:  7021 CW 2025-06-07 2044 R2DJ          599 0189 OT5X/P        599 0335
QSO:  7021 CW 2025-06-07 2105 R2DJ          599 196 DR5W/P        599 301
QSO:  7017 CW 2025-06-07 2111 R2DJ          599 197 YU1YV         599 202
QSO:  7022 CW 2025-06-07 2136 R2DJ          599 0198 DM5I/P        599 0466
QSO:  7000 CW 2025-06-07 2137 R2DJ          599 200 ON5WL         599 109
QSO:  7022 CW 2025-06-07 2144 R2DJ          599 0201 S52C/P        599 0328
QSO:  7028 CW 2025-06-07 2145 R2DJ          599 202 EI5KF/P       599 0513
QSO:  7017 CW 2025-06-08 0542 R2DJ          599 0204 OK1KKI        599 0280
QSO:  7015 CW 2025-06-08 0546 R2DJ          599 0205 S51DX         599 0722
QSO:  7028 CW 2025-06-08 0555 R2DJ          599 206 DK0MM/P       599 926
QSO:  7019 CW 2025-06-08 0557 R2DJ          599 0207 DL0AT/P       599 0504
QSO: 14011 CW 2025-06-08 0607 R2DJ          599 0209 S52C/P        599 0634
QSO: 14017 CW 2025-06-08 0610 R2DJ          599 0211 S50BCC/P      599 0967
QSO: 14020 CW 2025-06-08 0611 R2DJ          599 0212 S57WX/P       599 0716
QSO: 14032 CW 2025-06-08 0614 R2DJ          599 0215 DM4L/P        599 0795
QSO: 14017 CW 2025-06-08 0629 R2DJ          599 0221 M0RYB/P       599 0749
QSO: 14036 CW 2025-06-08 0635 R2DJ          599 0222 HA2EOU        599 0072
QSO: 21018 CW 2025-06-08 0639 R2DJ          599 0223 S51DX         599 0755
QSO: 14000 CW 2025-06-08 0644 R2DJ          599 227 DK0RA/P       599 623
QSO: 14014 CW 2025-06-08 0644 R2DJ          599 0226 OK1KKI        599 0330
QSO: 14031 CW 2025-06-08 0650 R2DJ          599 230 HB9AW/P       599 765
QSO: 14033 CW 2025-06-08 0657 R2DJ          599 0232 DL0EU/P       599 0225
QSO: 21033 CW 2025-06-08 0704 R2DJ          599 0235 JN4MMO        599 0006
QSO: 21019 CW 2025-06-08 0710 R2DJ          599 0238 YU5R          599 0649
QSO: 21014 CW 2025-06-08 0719 R2DJ          599 241 DK0V/P        599 0891
QSO: 21015 CW 2025-06-08 0722 R2DJ          599 0242 UN0LM         599 0318
QSO: 21024 CW 2025-06-08 0726 R2DJ          599 0243 DM4L/P        599 0843
QSO: 14000 CW 2025-06-08 0737 R2DJ          599 246 DL7A/P        599 753
QSO: 14037 CW 2025-06-08 0738 R2DJ          599 247 HA5N/P        599 490
QSO: 14014 CW 2025-06-08 0756 R2DJ          599 249 DK0MN/P       599 0837
QSO: 21029 CW 2025-06-08 0809 R2DJ          599 251 DK0MM/P       599 1051
QSO: 21017 CW 2025-06-08 0811 R2DJ          599 0252 EC5K          599 0141
QSO: 14025 CW 2025-06-08 0816 R2DJ          599 0254 DM3C/P        599 0896
QSO: 14000 CW 2025-06-08 0818 R2DJ          599 255 DM5M/P        599 439
QSO: 14042 CW 2025-06-08 0821 R2DJ          599 257 OK5TFC        599 016
QSO: 14038 CW 2025-06-08 0822 R2DJ          599 258 DL0XM/P       599 0854
QSO: 14000 CW 2025-06-08 0832 R2DJ          599 264 OK1DVA        599 108
QSO: 14000 CW 2025-06-08 0840 R2DJ          599 266 DL0GRH/P      599 033
QSO: 14017 CW 2025-06-08 0845 R2DJ          599 269 DL5L/P        599 0415
QSO: 14017 CW 2025-06-08 0846 R2DJ          599 270 DF1XC         599 071
QSO: 14018 CW 2025-06-08 0849 R2DJ          599 0273 9A3YT         599 0293
QSO: 14017 CW 2025-06-08 0850 R2DJ          599 274 OK1VK         599 193
QSO: 14018 CW 2025-06-08 0855 R2DJ          599 0278 DM3X/P        599 0392
QSO: 14012 CW 2025-06-08 0858 R2DJ          599 280 HG5E          599 187
QSO: 14029 CW 2025-06-08 0912 R2DJ          599 283 G3SWC         599 407
QSO: 14000 CW 2025-06-08 0915 R2DJ          599 0284 I6FDJ         599 0087
QSO: 14000 CW 2025-06-08 0919 R2DJ          599 286 DL2W/P        599 310
QSO: 14029 CW 2025-06-08 0921 R2DJ          599 0287 HA8TP         599 0099
QSO: 14030 CW 2025-06-08 0926 R2DJ          599 288 DR7B/P        599 0224
QSO: 14000 CW 2025-06-08 0945 R2DJ          599 293 ON5WL         599 245
QSO: 14023 CW 2025-06-08 1120 R2DJ          599 0297 SN1FD/P       599 0638
QSO: 14025 CW 2025-06-08 1129 R2DJ          599 0302 R1DX          599 0151
QSO: 14043 CW 2025-06-08 1136 R2DJ          599 0306 YL3BU         599 0099
QSO: 14014 CW 2025-06-08 1157 R2DJ          599 0308 DK0GUB/P      599 0388
QSO: 14021 CW 2025-06-08 1203 R2DJ          599 309 I3FIY         599 0105
QSO: 14028 CW 2025-06-08 1205 R2DJ          599 0310 OE5TXF        599 0446
QSO: 14022 CW 2025-06-08 1207 R2DJ          599 0311 S50BCC/P      599 1263
QSO: 14029 CW 2025-06-08 1229 R2DJ          599 316 9A3SM         599 276
QSO: 14033 CW 2025-06-08 1240 R2DJ          599 311 IQ0PG/P       599 0594
QSO: 14008 CW 2025-06-08 1255 R2DJ          599 326 HA6T/P        599 487
QSO: 14009 CW 2025-06-08 1257 R2DJ          599 327 DP5X/P        599 768
QSO: 14008 CW 2025-06-08 1302 R2DJ          599 0329 UN0LM         599 0460
QSO: 14031 CW 2025-06-08 1311 R2DJ          599 0331 YU5R          599 0873
QSO: 14029 CW 2025-06-08 1312 R2DJ          599 332 G3ULT/P       599 621
QSO: 14026 CW 2025-06-08 1320 R2DJ          599 334 IZ7FLP/P      599 0357
QSO: 14019 CW 2025-06-08 1328 R2DJ          599 0335 4U1A          599 0029
QSO: 14036 CW 2025-06-08 1337 R2DJ          599 337 DL1BUG/P      599 579
QSO: 14029 CW 2025-06-08 1340 R2DJ          599 0339 S53M          599 0091
QSO: 14022 CW 2025-06-08 1342 R2DJ          599 340 IT9IMJ        599 157
QSO: 14010 CW 2025-06-08 1347 R2DJ          599 0342 I2IFT         599 0341
QSO: 14009 CW 2025-06-08 1349 R2DJ          599 343 DL0LA/P       599 1121
QSO: 14009 CW 2025-06-08 1352 R2DJ          599 344 DJ9MH         599 0252
QSO: 14009 CW 2025-06-08 1356 R2DJ          599 346 IU2JFG        599 0081
END-OF-LOG:
