START-OF-LOG: 3.0
CALLSIGN: K3CCR
CONTEST: CQ-WPX-SSB
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: TWO
CATEGORY-OVERLAY:
CLAIMED-SCORE: 1190871
NAME: Ben Hutchinson
LOCATION: MDC
OPERATORS: N3UM W3GB
CLUB: Potomac Valley Radio Club
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.7133.0
SOAPBOX: K3CCR is the club station at the Collington continuing-care
SOAPBOX: retirement community at FM 18OW in MD, just east of DC. N3UM and
SOAPBOX: W3GB operated Multi-2 for 25.7 hrs, and as hoped we got a much
SOAPBOX: better score than we did in 2017 in 13.2 hrs. We were on 20 and
SOAPBOX: 40m at the 0Z start, then 40 and 80 after the first hr. Good
SOAPBOX: rates did not last on 40m. But 80m was good till 04Z, and 20m
SOAPBOX: 12-16Z Sat. AM. The whole contest was like that very good rates
SOAPBOX: and mult totals on 20, good on 80, briefly OK on 40. A pleasant
SOAPBOX: surprise to get 11% of our Qs and 10% of our mults on 15 an
SOAPBOX: 10m., nearly all with SA and Caribbean countries. On 160, SWR of
SOAPBOX: our T antenna went offscale on initial PA tuneup ~03Z and never
SOAPBOX: came back. 0n 80 thru 20 we tried often to ���Run ���Em!��� sometimes
SOAPBOX: we could. First good run was 51 Qs in 1 hr. 1820-1920Z Sat. on
SOAPBOX: 20 m. by N3UM peak of 81/hr for 22 min did not last. Then 2231-
SOAPBOX: 2303 Sat. W3GB ran on 20 at 75/hr, 40 Qs in 31 min.  Next N3UM
SOAPBOX: ran on 80m. for 129 Qs 0109-0226 Sun, 101/hr.  He clicked a spot
SOAPBOX: and QSY���d to work W4MYA, and didn���t lose the run freq.  Yes!
SOAPBOX: W3GB made 3 more runs on 40 m. of 14 to 31 Qs.  In all we made
SOAPBOX: 309 Qs running, 34% of our total. When runs died, clicking spots
SOAPBOX: was, well, spotty, worth maybe another 1/3 of Qs. S&P found many
SOAPBOX: calls not spotted. Worked 87 countries including JA and A6.
QSO: 14228 PH 2018-03-24 0024 K3CCR         59  0015   ZY2A          59  0056   1
QSO:  7169 PH 2018-03-24 0028 K3CCR         59  0011   IR4X          59  0047   0
QSO: 14224 PH 2018-03-24 0028 K3CCR         59  0016   KP2XX         59  0085   1
QSO: 14307 PH 2018-03-24 0030 K3CCR         59  0017   8P5A          59  0172   1
QSO:  7162 PH 2018-03-24 0031 K3CCR         59  0012   VC2A          59  0100   0
QSO: 14310 PH 2018-03-24 0032 K3CCR         59  0018   WZ3AB         59  0039   1
QSO: 14315 PH 2018-03-24 0035 K3CCR         59  0019   NH7A          59  0078   1
QSO: 14320 PH 2018-03-24 0037 K3CCR         59  0020   PY2NFT        59  0040   1
QSO: 14345 PH 2018-03-24 0038 K3CCR         59  0021   PY5JR         59  0071   1
QSO:  7147 PH 2018-03-24 0039 K3CCR         59  0013   WQ5OO         59  0137   0
QSO: 14347 PH 2018-03-24 0040 K3CCR         59  0022   ZZ2T          59  0096   1
QSO: 14341 PH 2018-03-24 0041 K3CCR         59  0023   KE5FNB        59  0051   1
QSO: 14303 PH 2018-03-24 0048 K3CCR         59  0024   PJ4V          59  0050   1
QSO: 14295 PH 2018-03-24 0049 K3CCR         59  0025   HR2WW         59  0161   1
QSO:  7156 PH 2018-03-24 0051 K3CCR         59  0014   LZ5R          59  0018   0
QSO: 14286 PH 2018-03-24 0052 K3CCR         59  0026   LO7H          59  0074   1
QSO: 14280 PH 2018-03-24 0054 K3CCR         59  0027   ZX5J          59  0192   1
QSO: 14274 PH 2018-03-24 0056 K3CCR         59  0028   P40WL         59  0051   1
QSO:  7128 PH 2018-03-24 0057 K3CCR         59  0015   VP5P          59  0096   0
QSO: 14224 PH 2018-03-24 0058 K3CCR         59  0029   TI7W          59  0149   1
QSO:  7132 PH 2018-03-24 0059 K3CCR         59  0016   IR4M          59  0118   0
QSO:  7186 PH 2018-03-24 0100 K3CCR         59  0017   OM7JG         59  0064   0
QSO: 14226 PH 2018-03-24 0104 K3CCR         59  0030   N4IJ          59  0106   1
QSO: 14189 PH 2018-03-24 0106 K3CCR         59  0031   PR7AP         59  0163   1
QSO: 14185 PH 2018-03-24 0107 K3CCR         59  0032   NR5M          59  0215   1
QSO:  7198 PH 2018-03-24 0109 K3CCR         59  0018   EF8R          59  0261   0
QSO: 14261 PH 2018-03-24 0110 K3CCR         59  0033   VC6R          59  0133   1
QSO:  7194 PH 2018-03-24 0111 K3CCR         59  0019   IR6T          59  0111   0
QSO:  7127 PH 2018-03-24 0123 K3CCR         59  0020   TM6M          59  0196   0
QSO:  7149 PH 2018-03-24 0126 K3CCR         59  0021   HA1AG         59  0150   0
QSO: 14000 PH 2018-03-24 0129 K3CCR         59  0034   VE6FI         59  0167   1
QSO:  7154 PH 2018-03-24 0130 K3CCR         59  0022   VE3OTL        59  0042   0
QSO: 14241 PH 2018-03-24 0131 K3CCR         59  0035   VE6AO         59  0214   1
QSO:  3731 PH 2018-03-24 0137 K3CCR         59  0001   HB2U          59  0100   1
QSO:  3737 PH 2018-03-24 0137 K3CCR         59  0002   CN3A          59  0119   1
QSO:  3757 PH 2018-03-24 0138 K3CCR         59  0003   VB3T          59  0163   1
QSO:  3714 PH 2018-03-24 0138 K3CCR         59  0004   DP7D          59  0175   1
QSO:  3768 PH 2018-03-24 0139 K3CCR         59  0005   VC3J          59  0230   1
QSO:  3735 PH 2018-03-24 0140 K3CCR         59  0006   OM7M          59  0163   1
QSO:  3675 PH 2018-03-24 0142 K3CCR         59  0007   AJ7G          59  0039   1
QSO:  3679 PH 2018-03-24 0143 K3CCR         59  0008   NE1C          59  0085   1
QSO:  7163 PH 2018-03-24 0144 K3CCR         59  0023   OP4K          59  0083   0
QSO:  3698 PH 2018-03-24 0145 K3CCR         59  0009   NY6DX         59  0046   1
QSO:  7168 PH 2018-03-24 0146 K3CCR         59  0024   WK9U          59  0099   0
QSO:  7170 PH 2018-03-24 0147 K3CCR         59  0025   CR3DX         59  0185   0
QSO:  3703 PH 2018-03-24 0147 K3CCR         59  0010   HG8R          59  0276   1
QSO:  7177 PH 2018-03-24 0148 K3CCR         59  0026   EA3AQ         59  0054   0
QSO:  3708 PH 2018-03-24 0148 K3CCR         59  0011   KW3A          59  0095   1
QSO:  7184 PH 2018-03-24 0149 K3CCR         59  0027   EF9R          59  0230   0
QSO:  7191 PH 2018-03-24 0151 K3CCR         59  0028   CT3AL         59  0125   0
QSO:  3724 PH 2018-03-24 0152 K3CCR         59  0012   CN2AA         59  0376   1
QSO:  3729 PH 2018-03-24 0153 K3CCR         59  0013   KS2G          59  0033   1
QSO:  7210 PH 2018-03-24 0153 K3CCR         59  0029   K0UK          59  0140   0
QSO:  7232 PH 2018-03-24 0154 K3CCR         59  0030   AD5XD         59  0229   0
QSO:  7288 PH 2018-03-24 0155 K3CCR         59  0031   W6SX          59  0091   0
QSO:  3739 PH 2018-03-24 0158 K3CCR         59  0014   LZ9W          59  0201   1
QSO:  7218 PH 2018-03-24 0158 K3CCR         59  0032   K4MAE         59  0095   0
QSO:  7223 PH 2018-03-24 0159 K3CCR         59  0033   HI3K          59  0111   0
QSO:  3742 PH 2018-03-24 0200 K3CCR         59  0015   9A8M          59  0263   1
QSO:  7229 PH 2018-03-24 0200 K3CCR         59  0034   PJ4R          59  0264   0
QSO:  7243 PH 2018-03-24 0201 K3CCR         59  0035   NU7J          59  0117   0
QSO:  3743 PH 2018-03-24 0201 K3CCR         59  0016   9A70A         59  0254   1
QSO:  3745 PH 2018-03-24 0202 K3CCR         59  0017   WZ8DX         59  0084   1
QSO:  3792 PH 2018-03-24 0206 K3CCR         59  0018   WX3B          59  0135   1
QSO:  3794 PH 2018-03-24 0206 K3CCR         59  0019   KD4D          59  0105   1
QSO:  7215 PH 2018-03-24 0206 K3CCR         59  0036   W6AFA         59  0181   0
QSO:  3799 PH 2018-03-24 0209 K3CCR         59  0020   KQ2M          59  0276   1
QSO:  7183 PH 2018-03-24 0209 K3CCR         59  0037   P33W          59  0265   0
QSO:  3788 PH 2018-03-24 0210 K3CCR         59  0021   ND8DX         59  0160   1
QSO:  7151 PH 2018-03-24 0211 K3CCR         59  0038   IQ9UI         59  0168   0
QSO:  3752 PH 2018-03-24 0213 K3CCR         59  0022   NO7R          59  0107   1
QSO:  3700 PH 2018-03-24 0214 K3CCR         59  0023   W3LL          59  0115   1
QSO:  7250 PH 2018-03-24 0223 K3CCR         59  0039   8P5A          59  0577   0
QSO:  3747 PH 2018-03-24 0224 K3CCR         59  0024   KG4Z          59  0113   1
QSO:  3749 PH 2018-03-24 0225 K3CCR         59  0025   NJ1F          59  0070   1
QSO:  7209 PH 2018-03-24 0225 K3CCR         59  0040   P49Y          59  0463   0
QSO:  3732 PH 2018-03-24 0226 K3CCR         59  0026   KG6MC         59  0092   1
QSO:  3729 PH 2018-03-24 0226 K3CCR         59  0027   HG5A          59  0140   1
QSO:  3748 PH 2018-03-24 0228 K3CCR         59  0028   DP6T          59  0187   1
QSO:  3722 PH 2018-03-24 0229 K3CCR         59  0029   OK7K          59  0266   1
QSO:  7190 PH 2018-03-24 0230 K3CCR         59  0041   VC6R          59  0297   0
QSO:  3763 PH 2018-03-24 0230 K3CCR         59  0030   CT9/CT1BWU    59  0151   1
QSO:  3716 PH 2018-03-24 0232 K3CCR         59  0031   9K2HN         59  0265   1
QSO:  7220 PH 2018-03-24 0233 K3CCR         59  0042   TG9ANF        59  0244   0
QSO:  3686 PH 2018-03-24 0234 K3CCR         59  0032   II2S          59  0229   1
QSO:  3728 PH 2018-03-24 0235 K3CCR         59  0033   AB8M          59  0050   1
QSO:  3746 PH 2018-03-24 0235 K3CCR         59  0034   VB2Z          59  0189   1
QSO:  7226 PH 2018-03-24 0235 K3CCR         59  0043   VE4VJR        59  0157   0
QSO:  3770 PH 2018-03-24 0235 K3CCR         59  0035   9A1A          59  0313   1
QSO:  7245 PH 2018-03-24 0237 K3CCR         59  0044   W5CT          59  0269   0
QSO:  3711 PH 2018-03-24 0237 K3CCR         59  0036   KU2M          59  0241   1
QSO:  7257 PH 2018-03-24 0238 K3CCR         59  0045   VE4VT         59  0303   0
QSO:  7295 PH 2018-03-24 0239 K3CCR         59  0046   AA5B          59  0316   0
QSO:  7290 PH 2018-03-24 0241 K3CCR         59  0047   N6NF          59  0112   0
QSO:  3701 PH 2018-03-24 0241 K3CCR         59  0037   NR3X          59  0245   1
QSO:  3652 PH 2018-03-24 0245 K3CCR         59  0038   YP8T          59  0218   1
QSO:  7285 PH 2018-03-24 0247 K3CCR         59  0048   W6BHZ         59  0085   0
QSO:  3777 PH 2018-03-24 0248 K3CCR         59  0039   OT5A          59  0135   1
QSO:  3774 PH 2018-03-24 0249 K3CCR         59  0040   EM0X          59  0264   1
QSO:  7280 PH 2018-03-24 0249 K3CCR         59  0049   KI6RRN        59  0240   0
QSO:  7276 PH 2018-03-24 0251 K3CCR         59  0050   KD0JLE        59  0183   0
QSO:  3760 PH 2018-03-24 0251 K3CCR         59  0041   T42CT         59  0035   1
QSO:  7266 PH 2018-03-24 0252 K3CCR         59  0051   K1BZ          59  0073   0
QSO:  3757 PH 2018-03-24 0253 K3CCR         59  0042   UW1M          59  0310   1
QSO:  3751 PH 2018-03-24 0254 K3CCR         59  0043   HG7T          59  0255   1
QSO:  7247 PH 2018-03-24 0255 K3CCR         59  0052   WR5J          59  0332   0
QSO:  3748 PH 2018-03-24 0256 K3CCR         59  0044   TM6M          59  0390   1
QSO:  3745 PH 2018-03-24 0256 K3CCR         59  0045   AA5AU         59  0181   1
QSO:  3741 PH 2018-03-24 0257 K3CCR         59  0046   WZ4F          59  0241   1
QSO:  3738 PH 2018-03-24 0258 K3CCR         59  0047   KO0A          59  0015   1
QSO:  3736 PH 2018-03-24 0304 K3CCR         59  0048   VE3CX         59  0381   1
QSO:  3734 PH 2018-03-24 0305 K3CCR         59  0049   YO2DFA        59  0163   1
QSO:  3696 PH 2018-03-24 0312 K3CCR         59  0050   HG1S          59  0287   1
QSO:  3710 PH 2018-03-24 0313 K3CCR         59  0051   PJ4V          59  0050   1
QSO:  3692 PH 2018-03-24 0313 K3CCR         59  0052   IO2X          59  0331   1
QSO:  3688 PH 2018-03-24 0314 K3CCR         59  0053   9A1AR         59  0240   1
QSO:  3720 PH 2018-03-24 0319 K3CCR         59  0054   PA9M          59  0253   1
QSO:  3716 PH 2018-03-24 0321 K3CCR         59  0055   EE5T          59  0087   1
QSO:  3712 PH 2018-03-24 0322 K3CCR         59  0056   NP4ET         59  0029   1
QSO:  3705 PH 2018-03-24 0324 K3CCR         59  0057   VC2A          59  0430   1
QSO:  3686 PH 2018-03-24 0330 K3CCR         59  0058   VA3NW         59  0054   1
QSO:  3683 PH 2018-03-24 0332 K3CCR         59  0059   KA3GIK        59  0125   1
QSO:  3673 PH 2018-03-24 0334 K3CCR         59  0060   EI7T          59  0127   1
QSO:  3668 PH 2018-03-24 0335 K3CCR         59  0061   NT5V          59  0216   1
QSO:  3665 PH 2018-03-24 0336 K3CCR         59  0062   NV9L          59  0280   1
QSO:  3661 PH 2018-03-24 0336 K3CCR         59  0063   KP5WVJ        59  0009   1
QSO:  3655 PH 2018-03-24 0337 K3CCR         59  0064   LZ5R          59  0374   1
QSO:  3651 PH 2018-03-24 0338 K3CCR         59  0065   KD5DD         59  0414   1
QSO:  3742 PH 2018-03-24 0341 K3CCR         59  0066   PJ2T          59  0038   1
QSO:  3748 PH 2018-03-24 0342 K3CCR         59  0067   EF8R          59  0843   1
QSO:  3759 PH 2018-03-24 0344 K3CCR         59  0068   W4QNW         59  0114   1
QSO:  3780 PH 2018-03-24 0349 K3CCR         59  0069   VE5AA         59  0022   1
QSO:  3796 PH 2018-03-24 0352 K3CCR         59  0070   YL3FT         59  0227   1
QSO: 14152 PH 2018-03-24 1207 K3CCR         59  0036   P33W          59  1320   0
QSO: 14157 PH 2018-03-24 1210 K3CCR         59  0037   RC5Z          59  0648   0
QSO: 14163 PH 2018-03-24 1210 K3CCR         59  0038   IL2SM         59  0259   0
QSO: 14166 PH 2018-03-24 1212 K3CCR         59  0039   YT1A          59  0705   0
QSO: 14171 PH 2018-03-24 1213 K3CCR         59  0040   SV2DSJ        59  0740   0
QSO: 14192 PH 2018-03-24 1217 K3CCR         59  0041   F4ENK         59  0231   0
QSO: 14196 PH 2018-03-24 1218 K3CCR         59  0042   EE5V          59  0378   0
QSO: 14204 PH 2018-03-24 1220 K3CCR         59  0043   EN4U          59  0883   0
QSO: 14214 PH 2018-03-24 1223 K3CCR         59  0044   SN7DSN        59  0363   0
QSO: 14241 PH 2018-03-24 1228 K3CCR         59  0045   9A1A          59  0578   0
QSO: 14246 PH 2018-03-24 1230 K3CCR         59  0046   UW1M          59  1088   0
QSO: 14251 PH 2018-03-24 1231 K3CCR         59  0047   R3K           59  0041   0
QSO: 14254 PH 2018-03-24 1232 K3CCR         59  0048   DP6E          59  0232   0
QSO: 14224 PH 2018-03-24 1235 K3CCR         59  0049   SO4R          59  0827   0
QSO: 14172 PH 2018-03-24 1238 K3CCR         59  0050   VP5P          59  0787   0
QSO: 14249 PH 2018-03-24 1242 K3CCR         59  0051   CN2AA         59  2247   0
QSO: 14251 PH 2018-03-24 1243 K3CCR         59  0052   RO3G          59  0013   0
QSO: 14260 PH 2018-03-24 1245 K3CCR         59  0053   IR4M          59  1273   0
QSO: 14224 PH 2018-03-24 1246 K3CCR         59  0054   YP8T          59  0506   0
QSO: 14226 PH 2018-03-24 1247 K3CCR         59  0055   DF8XC         59  0394   0
QSO: 14229 PH 2018-03-24 1249 K3CCR         59  0056   IR4X          59  1476   0
QSO: 14232 PH 2018-03-24 1250 K3CCR         59  0057   OT5T          59  0351   0
QSO: 14236 PH 2018-03-24 1251 K3CCR         59  0058   TM6M          59  1632   0
QSO: 14159 PH 2018-03-24 1256 K3CCR         59  0059   EV1R          59  0641   0
QSO: 14193 PH 2018-03-24 1304 K3CCR         59  0060   DJ1AA         59  0191   0
QSO: 14189 PH 2018-03-24 1305 K3CCR         59  0061   EA5SR         59  0171   0
QSO: 14278 PH 2018-03-24 1306 K3CCR         59  0062   IO5O          59  1425   0
QSO: 14271 PH 2018-03-24 1306 K3CCR         59  0063   RT5K          59  1361   0
QSO: 14317 PH 2018-03-24 1308 K3CCR         59  0064   OZ11A         59  0267   0
QSO: 14214 PH 2018-03-24 1311 K3CCR         59  0065   DK3EE         59  0008   0
QSO: 14222 PH 2018-03-24 1313 K3CCR         59  0066   OM1DK         59  0170   0
QSO: 14244 PH 2018-03-24 1316 K3CCR         59  0067   KT5J          59  0917   0
QSO: 14318 PH 2018-03-24 1317 K3CCR         59  0068   KJ5Y          59  0676   0
QSO: 14314 PH 2018-03-24 1322 K3CCR         59 0069   II2S          59  0296   0
QSO: 14318 PH 2018-03-24 1323 K3CCR         59 0070   OH5Z          59  0632   0
QSO: 14324 PH 2018-03-24 1326 K3CCR         59  0071   YP0C          59  0851   0
QSO: 14326 PH 2018-03-24 1327 K3CCR         59  0072   CR5C          59  0794   0
QSO: 14328 PH 2018-03-24 1327 K3CCR         59  0073   SV0G          59  0749   0
QSO: 14333 PH 2018-03-24 1329 K3CCR         59  0074   YP7P          59  0897   0
QSO: 14342 PH 2018-03-24 1330 K3CCR         59  0075   OZ2RZ         59  0228   0
QSO: 14343 PH 2018-03-24 1333 K3CCR         59  0076   UI5R          59  0276   0
QSO: 14340 PH 2018-03-24 1335 K3CCR         59  0077   5Q1A          59  0012   0
QSO: 14338 PH 2018-03-24 1336 K3CCR         59  0078   LY7Z          59  1164   0
QSO: 14336 PH 2018-03-24 1336 K3CCR         59  0079   OK7K          59  0932   0
QSO: 14328 PH 2018-03-24 1338 K3CCR         59  0080   S50G          59  0768   0
QSO: 14347 PH 2018-03-24 1339 K3CCR         59  0081   C4A           59  0845   0
QSO: 14296 PH 2018-03-24 1340 K3CCR         59  0082   EF2A          59  0698   0
QSO: 14170 PH 2018-03-24 1340 K3CCR         59  0083   ES9C          59  1283   0
QSO: 14200 PH 2018-03-24 1342 K3CCR         59  0084   RQ5D          59  1340   0
QSO: 14126 PH 2018-03-24 1345 K3CCR         59  0085   9A1AD         59  0251   0
QSO: 14205 PH 2018-03-24 1347 K3CCR         59  0086   DK2OY         59  0475   0
QSO: 14206 PH 2018-03-24 1349 K3CCR         59  0087   S51A          59  0979   0
QSO: 14219 PH 2018-03-24 1352 K3CCR         59  0088   RM3DA         59  0449   0
QSO: 14226 PH 2018-03-24 1356 K3CCR         59  0089   9A70A         59  1441   0
QSO: 14232 PH 2018-03-24 1357 K3CCR         59  0090   IR6T          59  0478   0
QSO: 14242 PH 2018-03-24 1400 K3CCR         59  0091   OT5A          59  0405   0
QSO: 14239 PH 2018-03-24 1404 K3CCR         59  0092   TM5VR         59  0344   0
QSO: 14245 PH 2018-03-24 1411 K3CCR         59  0093   UC5G          59  0037   0
QSO: 14253 PH 2018-03-24 1411 K3CCR         59  0094   IQ2LS         59  0074   0
QSO: 14257 PH 2018-03-24 1412 K3CCR         59  0095   YL6W          59  0740   0
QSO: 14282 PH 2018-03-24 1422 K3CCR         59  0096   EW6W          59  0750   0
QSO: 14280 PH 2018-03-24 1424 K3CCR         59  0097   E7DX          59  0672   0
QSO: 14277 PH 2018-03-24 1425 K3CCR         59  0098   UZ2I          59  1321   0
QSO: 14276 PH 2018-03-24 1426 K3CCR         59  0099   RM4F          59  0135   0
QSO: 14275 PH 2018-03-24 1427 K3CCR         59  0100   MN0NID        59  0367   0
QSO: 14269 PH 2018-03-24 1428 K3CCR         59  0101   S52NR         59  0578   0
QSO: 14286 PH 2018-03-24 1430 K3CCR         59  0102   DP7D          59  0474   0
QSO: 14303 PH 2018-03-24 1432 K3CCR         59  0103   HA3DX         59  0492   0
QSO: 14300 PH 2018-03-24 1433 K3CCR         59  0104   EW5Z          59  1071   0
QSO: 14297 PH 2018-03-24 1434 K3CCR         59  0105   GB2GP         59  0322   0
QSO: 14292 PH 2018-03-24 1434 K3CCR         59  0106   DL2ARD        59  0900   0
QSO: 14308 PH 2018-03-24 1436 K3CCR         59  0107   9A5Y          59  1131   0
QSO: 14323 PH 2018-03-24 1437 K3CCR         59  0108   UF1F          59  1603   0
QSO: 14204 PH 2018-03-24 1440 K3CCR         59  0109   UZ0U          59  0657   0
QSO: 14223 PH 2018-03-24 1441 K3CCR         59  0110   HA1AG         59  0895   0
QSO: 14315 PH 2018-03-24 1445 K3CCR         59  0111   ES100A        59  0562   0
QSO: 14310 PH 2018-03-24 1446 K3CCR         59  0112   LN8W          59  0397   0
QSO: 14306 PH 2018-03-24 1447 K3CCR         59  0113   HG7T          59  0677   0
QSO: 14318 PH 2018-03-24 1454 K3CCR         59  0114   OH3Z          59  0056   0
QSO: 14320 PH 2018-03-24 1456 K3CCR         59  0115   RZ3Z          59  0843   0
QSO: 14288 PH 2018-03-24 1459 K3CCR         59  0116   SP8K          59  0740   0
QSO: 14281 PH 2018-03-24 1500 K3CCR         59  0117   UT7E          59  0421   0
QSO: 14186 PH 2018-03-24 1509 K3CCR         59  0118   KD4D          59  0045   0
QSO: 21285 PH 2018-03-24 1514 K3CCR         59  0001   EF8R          59  2939   1
QSO: 14227 PH 2018-03-24 1515 K3CCR         59  0119   YR100R        59  0238   0
QSO: 14232 PH 2018-03-24 1517 K3CCR         59  0120   T42CT         59  0078   0
QSO: 21249 PH 2018-03-24 1517 K3CCR         59  0002   ZX5J          59  1453   1
QSO: 14217 PH 2018-03-24 1518 K3CCR         59  0121   IB8R          59  0769   0
QSO: 21223 PH 2018-03-24 1519 K3CCR         59  0003   ZV2C          59  0316   1
QSO: 14198 PH 2018-03-24 1520 K3CCR         59  0122   YL2SM         59  0559   0
QSO: 21227 PH 2018-03-24 1521 K3CCR         59  0004   PY2UD         59  0314   1
QSO: 14203 PH 2018-03-24 1521 K3CCR         59  0123   HG4F          59  0430   0
QSO: 14209 PH 2018-03-24 1522 K3CCR         59  0124   DD2ML         59  0114   0
QSO: 14233 PH 2018-03-24 1526 K3CCR         59  0125   WI0WA         59  0279   0
QSO: 21268 PH 2018-03-24 1526 K3CCR         59  0005   CX2DK         59  0613   1
QSO: 14196 PH 2018-03-24 1527 K3CCR         59  0126   AA6PW         59  0280   0
QSO: 14339 PH 2018-03-24 1528 K3CCR         59  0127   KO5G          59  0074   0
QSO: 21288 PH 2018-03-24 1528 K3CCR         59  0006   N7RQ          59  0138   1
QSO: 21292 PH 2018-03-24 1529 K3CCR         59  0007   PY5JR         59  0293   1
QSO: 14337 PH 2018-03-24 1530 K3CCR         59  0128   YO7SR         59  0761   0
QSO: 14335 PH 2018-03-24 1531 K3CCR         59  0129   EF1W          59  0767   0
QSO: 14285 PH 2018-03-24 1532 K3CCR         59  0130   S55T          59  1049   0
QSO: 21300 PH 2018-03-24 1532 K3CCR         59  0008   CE5JZO        59  0239   1
QSO: 14286 PH 2018-03-24 1535 K3CCR         59  0131   EI7T          59  0658   0
QSO: 14260 PH 2018-03-24 1539 K3CCR         59  0132   OM7M          59  0895   0
QSO: 21317 PH 2018-03-24 1539 K3CCR         59  0009   CB8E          59  0357   1
QSO: 14267 PH 2018-03-24 1539 K3CCR         59  0133   OG7A          59  0245   0
QSO: 21333 PH 2018-03-24 1540 K3CCR         59  0010   8P5A          59  1760   1
