START-OF-LOG: 3.0
CALLSIGN: K3CCR
CONTEST: CQ-WPX-SSB
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: TWO
CATEGORY-OVERLAY:
CLAIMED-SCORE: 1190871
NAME: Ben Hutchinson
LOCATION: MDC
OPERATORS: N3UM W3GB
CLUB: Potomac Valley Radio Club
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.7133.0
SOAPBOX: K3CCR is the club station at the Collington continuing-care
SOAPBOX: retirement community at FM 18OW in MD, just east of DC. N3UM and
SOAPBOX: W3GB operated Multi-2 for 25.7 hrs, and as hoped we got a much
SOAPBOX: better score than we did in 2017 in 13.2 hrs. We were on 20 and
SOAPBOX: 40m at the 0Z start, then 40 and 80 after the first hr. Good
SOAPBOX: rates did not last on 40m. But 80m was good till 04Z, and 20m
SOAPBOX: 12-16Z Sat. AM. The whole contest was like that very good rates
SOAPBOX: and mult totals on 20, good on 80, briefly OK on 40. A pleasant
SOAPBOX: surprise to get 11% of our Qs and 10% of our mults on 15 an
SOAPBOX: 10m., nearly all with SA and Caribbean countries. On 160, SWR of
SOAPBOX: our T antenna went offscale on initial PA tuneup ~03Z and never
SOAPBOX: came back. 0n 80 thru 20 we tried often to ���Run ���Em!��� sometimes
SOAPBOX: we could. First good run was 51 Qs in 1 hr. 1820-1920Z Sat. on
SOAPBOX: 20 m. by N3UM peak of 81/hr for 22 min did not last. Then 2231-
SOAPBOX: 2303 Sat. W3GB ran on 20 at 75/hr, 40 Qs in 31 min.  Next N3UM
SOAPBOX: ran on 80m. for 129 Qs 0109-0226 Sun, 101/hr.  He clicked a spot
SOAPBOX: and QSY���d to work W4MYA, and didn���t lose the run freq.  Yes!
SOAPBOX: W3GB made 3 more runs on 40 m. of 14 to 31 Qs.  In all we made
SOAPBOX: 309 Qs running, 34% of our total. When runs died, clicking spots
SOAPBOX: was, well, spotty, worth maybe another 1/3 of Qs. S&P found many
SOAPBOX: calls not spotted. Worked 87 countries including JA and A6.
QSO:  3733 PH 2018-03-25 0129 K3CCR         59  0133   K1SO          59  0090   1
QSO:  3733 PH 2018-03-25 0129 K3CCR         59  0134   W3TB          59  0055   1
QSO:  7218 PH 2018-03-25 0130 K3CCR         59  0065   W6YX          59  1521   0
QSO:  3733 PH 2018-03-25 0130 K3CCR         59  0135   S55T          59  1993   1
QSO:  3733 PH 2018-03-25 0131 K3CCR         59  0136   I1JTQ         59  0551   1
QSO:  3733 PH 2018-03-25 0131 K3CCR         59  0137   K8YE          59  0205   1
QSO:  3733 PH 2018-03-25 0131 K3CCR         59  0138   VE3RDP        59  0029   1
QSO:  7208 PH 2018-03-25 0131 K3CCR         59  0066   VE9ML         59  0216   0
QSO:  3733 PH 2018-03-25 0132 K3CCR         59  0139   SV2CLJ        59  0684   1
QSO:  3733 PH 2018-03-25 0132 K3CCR         59  0140   KB1RI         59  0739   1
QSO:  3733 PH 2018-03-25 0133 K3CCR         59  0141   KM4RKT        59  0145   1
QSO:  3733 PH 2018-03-25 0133 K3CCR         59  0142   W8DC          59  0157   1
QSO:  3733 PH 2018-03-25 0134 K3CCR         59  0143   KB2FMH        59  0168   1
QSO:  3733 PH 2018-03-25 0134 K3CCR         59  0144   AE1EZ         59  0251   1
QSO:  3733 PH 2018-03-25 0134 K3CCR         59  0145   W8BI          59  0548   1
QSO:  3733 PH 2018-03-25 0135 K3CCR         59  0146   N3DUE         59  0154   1
QSO:  7250 PH 2018-03-25 0135 K3CCR         59  0067   N5IT          59  0254   0
QSO:  3733 PH 2018-03-25 0135 K3CCR         59  0147   AI0M          59  0103   1
QSO:  3733 PH 2018-03-25 0136 K3CCR         59  0148   VA3EBM        59  0013   1
QSO:  7262 PH 2018-03-25 0136 K3CCR         59  0068   AA6PW         59  0328   0
QSO:  3733 PH 2018-03-25 0136 K3CCR         59  0149   DD2ML         59  0871   1
QSO:  3733 PH 2018-03-25 0138 K3CCR         59  0150   SZ1A          59  1596   1
QSO:  3733 PH 2018-03-25 0138 K3CCR         59  0151   K4EDI         59  0147   1
QSO:  3733 PH 2018-03-25 0139 K3CCR         59  0152   E74R          59  0638   1
QSO:  3733 PH 2018-03-25 0139 K3CCR         59  0153   YP7P          59  1414   1
QSO:  3733 PH 2018-03-25 0139 K3CCR         59  0154   W8AJT         59  0242   1
QSO:  7292 PH 2018-03-25 0140 K3CCR         59  0069   NV9L          59  1715   0
QSO:  3733 PH 2018-03-25 0140 K3CCR         59  0155   N2JJ          59  0029   1
QSO:  3733 PH 2018-03-25 0140 K3CCR         59  0156   KA4SSH        59  0005   1
QSO:  3733 PH 2018-03-25 0141 K3CCR         59  0157   W4MAY         59  0113   1
QSO:  3733 PH 2018-03-25 0141 K3CCR         59  0158   K2KU          59  0055   1
QSO:  3733 PH 2018-03-25 0142 K3CCR         59  0159   KA1VF         59  0023   1
QSO:  3733 PH 2018-03-25 0142 K3CCR         59  0160   K4MMW         59  0112   1
QSO:  3733 PH 2018-03-25 0143 K3CCR         59  0161   K4MV          59  0062   1
QSO:  3733 PH 2018-03-25 0143 K3CCR         59  0162   W9JPR         59  0035   1
QSO:  3733 PH 2018-03-25 0143 K3CCR         59  0163   N4OO          59  0059   1
QSO:  3733 PH 2018-03-25 0144 K3CCR         59  0164   MD1U          59  1138   1
QSO:  3733 PH 2018-03-25 0144 K3CCR         59  0165   VE3KP         59  0220   1
QSO:  3733 PH 2018-03-25 0145 K3CCR         59  0166   WB5TKI        59  0153   1
QSO:  3733 PH 2018-03-25 0145 K3CCR         59  0167   KU0D          59  0038   1
QSO:  3733 PH 2018-03-25 0146 K3CCR         59  0168   VE2GSO        59  0273   1
QSO:  3733 PH 2018-03-25 0146 K3CCR         59  0169   K0BJ          59  0159   1
QSO:  3687 PH 2018-03-25 0147 K3CCR         59  0170   W4MYA         59  0476   1
QSO:  7274 PH 2018-03-25 0148 K3CCR         59  0070   KD9GJV        59  0043   0
QSO:  7274 PH 2018-03-25 0148 K3CCR         59  0071   W6TK          59  1026   0
QSO:  7274 PH 2018-03-25 0148 K3CCR         59  0072   W7KAM         59  0106   0
QSO:  3733 PH 2018-03-25 0149 K3CCR         59  0171   W7CSA         59  0047   1
QSO:  7274 PH 2018-03-25 0149 K3CCR         59  0073   K5CCG         59  0011   0
QSO:  3733 PH 2018-03-25 0150 K3CCR         59  0172   W1DYJ         59  0103   1
QSO:  7274 PH 2018-03-25 0150 K3CCR         59  0074   N7VS          59  0095   0
QSO:  3733 PH 2018-03-25 0150 K3CCR         59  0173   DR5N          59  1696   1
QSO:  3733 PH 2018-03-25 0151 K3CCR         59  0174   WT2P          59  0455   1
QSO:  3733 PH 2018-03-25 0151 K3CCR         59  0175   ND0C          59  0202   1
QSO:  7274 PH 2018-03-25 0152 K3CCR         59  0075   KF5PDF        59  0005   0
QSO:  3733 PH 2018-03-25 0152 K3CCR         59  0176   W3JRD         59  0083   1
QSO:  7274 PH 2018-03-25 0152 K3CCR         59  0076   KG5UN         59  0003   0
QSO:  3733 PH 2018-03-25 0152 K3CCR         59  0177   N2LJM         59  0023   1
QSO:  3733 PH 2018-03-25 0153 K3CCR         59  0178   WU0B          59  0227   1
QSO:  3733 PH 2018-03-25 0153 K3CCR         59  0179   WB5JJJ        59  0072   1
QSO:  3733 PH 2018-03-25 0154 K3CCR         59  0180   AC2RL         59  0162   1
QSO:  3733 PH 2018-03-25 0154 K3CCR         59  0181   NO3U          59  0115   1
QSO:  7274 PH 2018-03-25 0154 K3CCR         59  0077   W7MCP         59  0066   0
QSO:  3733 PH 2018-03-25 0154 K3CCR         59  0182   W3ZX          59  0137   1
QSO:  3733 PH 2018-03-25 0155 K3CCR         59  0183   KD3HN         59  0076   1
QSO:  3733 PH 2018-03-25 0155 K3CCR         59  0184   NX0I          59  0384   1
QSO:  7274 PH 2018-03-25 0155 K3CCR         59  0078   CO6HZ         59  0107   0
QSO:  3733 PH 2018-03-25 0156 K3CCR         59  0185   KC8YEJ        59  0035   1
QSO:  3733 PH 2018-03-25 0156 K3CCR         59  0186   KW4NN         59  0089   1
QSO:  7274 PH 2018-03-25 0156 K3CCR         59  0079   KC1BB/7       59  0134   0
QSO:  7274 PH 2018-03-25 0157 K3CCR         59  0080   NV7JB         59  0054   0
QSO:  7274 PH 2018-03-25 0158 K3CCR         59  0081   KE0OJE        59  0044   0
QSO:  3733 PH 2018-03-25 0158 K3CCR         59  0187   VE3HIA        59  0057   1
QSO:  7274 PH 2018-03-25 0158 K3CCR         59  0082   AE7ID         59  0208   0
QSO:  7274 PH 2018-03-25 0159 K3CCR         59  0083   N0EMU         59  0093   0
QSO:  7274 PH 2018-03-25 0200 K3CCR         59  0084   KE0ERT        59  0061   0
QSO:  3733 PH 2018-03-25 0201 K3CCR         59  0188   AC8DZ         59  0023   1
QSO:  3733 PH 2018-03-25 0201 K3CCR         59  0189   K1LDO         59  0040   1
QSO:  3733 PH 2018-03-25 0201 K3CCR         59  0190   VA3TPS        59  0212   1
QSO:  7274 PH 2018-03-25 0202 K3CCR         59  0085   AB5TH         59  0037   0
QSO:  3733 PH 2018-03-25 0202 K3CCR         59  0191   K4AFE         59  0485   1
QSO:  3733 PH 2018-03-25 0202 K3CCR         59  0192   NG1R          59  0993   1
QSO:  3733 PH 2018-03-25 0203 K3CCR         59  0193   NO3B          59  0009   1
QSO:  3733 PH 2018-03-25 0203 K3CCR         59  0194   NW0M          59  0350   1
QSO:  7274 PH 2018-03-25 0203 K3CCR         59  0086   AD0JG         59  0020   0
QSO:  3733 PH 2018-03-25 0204 K3CCR         59  0195   VE3UTA        59  0024   1
QSO:  3733 PH 2018-03-25 0204 K3CCR         59  0196   K5TBA         59  0168   1
QSO:  3733 PH 2018-03-25 0205 K3CCR         59  0197   N5RN          59  0011   1
QSO:  3733 PH 2018-03-25 0205 K3CCR         59  0198   KF3CP         59  0026   1
QSO:  3733 PH 2018-03-25 0206 K3CCR         59  0199   DQ5M          59  1553   1
QSO:  3733 PH 2018-03-25 0207 K3CCR         59  0200   WI4T          59  0108   1
QSO:  3733 PH 2018-03-25 0207 K3CCR         59  0201   G6XX          59  0685   1
QSO:  7274 PH 2018-03-25 0208 K3CCR         59  0087   K5IX          59  0001   0
QSO:  3733 PH 2018-03-25 0208 K3CCR         59  0202   KC2WUF        59  0106   1
QSO:  7274 PH 2018-03-25 0208 K3CCR         59  0088   KD5J          59  0148   0
QSO:  3733 PH 2018-03-25 0208 K3CCR         59  0203   AD4WG         59  0065   1
QSO:  3733 PH 2018-03-25 0209 K3CCR         59  0204   WW4LL         59  0476   1
QSO:  3733 PH 2018-03-25 0209 K3CCR         59  0205   W8AT          59  0264   1
QSO:  7274 PH 2018-03-25 0209 K3CCR         59  0089   KD5FHW        59  0056   0
QSO:  7274 PH 2018-03-25 0209 K3CCR         59  0090   AA5AU         59  0698   0
QSO:  7274 PH 2018-03-25 0210 K3CCR         59  0091   W0YJT         59  0205   0
QSO:  3733 PH 2018-03-25 0211 K3CCR         59  0206   VE3NFW        59  0001   1
QSO:  3733 PH 2018-03-25 0212 K3CCR         59  0207   IR8P          59  1968   1
QSO:  3733 PH 2018-03-25 0213 K3CCR         59  0208   KC2MBV        59  0210   1
QSO:  3733 PH 2018-03-25 0214 K3CCR         59  0209   N1NQD         59  0240   1
QSO:  3733 PH 2018-03-25 0215 K3CCR         59  0210   VA3TTB        59  0301   1
QSO:  3733 PH 2018-03-25 0215 K3CCR         59  0211   W0OR          59  0103   1
QSO:  7274 PH 2018-03-25 0215 K3CCR         59  0092   KK0L          59  0056   0
QSO:  3733 PH 2018-03-25 0216 K3CCR         59  0212   AE4VJ         59  0227   1
QSO:  3733 PH 2018-03-25 0216 K3CCR         59  0213   W4GE          59  0445   1
QSO:  3733 PH 2018-03-25 0216 K3CCR         59  0214   K3IE          59  0801   1
QSO:  3733 PH 2018-03-25 0216 K3CCR         59  0215   NC4RY         59  0106   1
QSO:  3733 PH 2018-03-25 0217 K3CCR         59  0216   K4BAI         59  0190   1
QSO:  7274 PH 2018-03-25 0217 K3CCR         59  0093   KE0FQM        59  0077   0
QSO:  3733 PH 2018-03-25 0218 K3CCR         59  0217   YV8AD         59  0151   1
QSO:  7274 PH 2018-03-25 0218 K3CCR         59  0094   AA1RB         59  0017   0
QSO:  3733 PH 2018-03-25 0218 K3CCR         59  0218   AB3CX         59  1374   1
QSO:  7274 PH 2018-03-25 0218 K3CCR         59  0095   W5PKK         59  0074   0
QSO:  3733 PH 2018-03-25 0219 K3CCR         59  0219   KE2D          59  0081   1
QSO:  3733 PH 2018-03-25 0219 K3CCR         59  0220   NW4DX         59  1268   1
QSO:  7274 PH 2018-03-25 0219 K3CCR         59  0096   KE7ZAC        59  0058   0
QSO:  3733 PH 2018-03-25 0220 K3CCR         59  0221   N2EM          59  0191   1
QSO:  3733 PH 2018-03-25 0220 K3CCR         59  0222   N9VPV         59  0048   1
QSO:  3733 PH 2018-03-25 0221 K3CCR         59  0223   K4BC          59  0100   1
QSO:  3733 PH 2018-03-25 0221 K3CCR         59  0224   K3NP          59  0169   1
QSO:  7274 PH 2018-03-25 0222 K3CCR         59  0097   W7CAR         59  0264   0
QSO:  3733 PH 2018-03-25 0222 K3CCR         59  0225   KU4FX         59  0279   1
QSO:  7274 PH 2018-03-25 0222 K3CCR         59  0098   AI5SF         59  0393   0
QSO:  3733 PH 2018-03-25 0223 K3CCR         59  0226   W1ZFG         59  0111   1
QSO:  3733 PH 2018-03-25 0223 K3CCR         59  0227   AA1ON         59  1315   1
QSO:  7274 PH 2018-03-25 0223 K3CCR         59  0099   W9LG          59  0098   0
QSO:  3733 PH 2018-03-25 0223 K3CCR         59  0228   K3URT         59  0147   1
QSO:  3733 PH 2018-03-25 0224 K3CCR         59  0229   N9LQ          59  0155   1
QSO:  7274 PH 2018-03-25 0225 K3CCR         59  0100   K5YAC         59  0442   0
QSO:  3733 PH 2018-03-25 0225 K3CCR         59  0230   KG4USN        59  0368   1
QSO:  3733 PH 2018-03-25 0226 K3CCR         59  0231   AF1US         59  0200   1
QSO:  7166 PH 2018-03-25 0237 K3CCR         59  0101   KT5J          59  1822   0
QSO:  7170 PH 2018-03-25 0248 K3CCR         59  0102   NR6Q          59  1968   0
QSO:  7194 PH 2018-03-25 0250 K3CCR         59  0103   NR5M          59  2595   0
QSO:  7210 PH 2018-03-25 0252 K3CCR         59  0104   NK7L          59  0701   0
QSO:  7222 PH 2018-03-25 0255 K3CCR         59  0105   T42CT         59  0337   0
QSO: 14235 PH 2018-03-25 1217 K3CCR         59  0303   NP2N          59  1795   0
QSO: 14274 PH 2018-03-25 1220 K3CCR         59  0304   IQ0RU         59  1245   0
QSO: 14238 PH 2018-03-25 1223 K3CCR         59  0305   GX3YNN        59  0296   0
QSO: 14238 PH 2018-03-25 1225 K3CCR         59  0306   KS3O          59  0037   0
QSO: 14238 PH 2018-03-25 1227 K3CCR         59  0307   K3IE          59  0881   0
QSO: 14238 PH 2018-03-25 1232 K3CCR         59  0308   G4FKA         59  0108   0
QSO: 14238 PH 2018-03-25 1234 K3CCR         59  0309   SP5WA         59  0518   0
QSO: 14238 PH 2018-03-25 1242 K3CCR         59  0310   W8LYJ         59  0114   0
QSO: 14163 PH 2018-03-25 1248 K3CCR         59  0311   ER4A          59  0836   0
QSO: 14166 PH 2018-03-25 1249 K3CCR         59  0312   IK5ZWU        59  0416   0
QSO: 14173 PH 2018-03-25 1251 K3CCR         59  0313   WX3B          59  0936   0
QSO: 14189 PH 2018-03-25 1255 K3CCR         59  0314   S58Y          59  1921   0
QSO: 14190 PH 2018-03-25 1256 K3CCR         59  0315   PD3MDM        59  0288   0
QSO: 14197 PH 2018-03-25 1259 K3CCR         59  0316   N3ALN         59  0346   0
QSO: 14206 PH 2018-03-25 1303 K3CCR         59  0317   OM7JG         59  1721   0
QSO: 14210 PH 2018-03-25 1304 K3CCR         59  0318   LZ9W          59  1809   0
QSO: 14235 PH 2018-03-25 1312 K3CCR         59  0319   EA1XT         59  0287   0
QSO: 14277 PH 2018-03-25 1324 K3CCR         59  0320   US2YW         59  0158   0
QSO: 14281 PH 2018-03-25 1328 K3CCR         59  0321   RM2U          59  0432   0
QSO: 14291 PH 2018-03-25 1331 K3CCR         59  0322   N5ACR         59  0001   0
QSO: 14291 PH 2018-03-25 1332 K3CCR         59  0323   G5O           59  0595   0
QSO: 14264 PH 2018-03-25 1338 K3CCR         59  0324   HI3K          59  2094   0
QSO: 14303 PH 2018-03-25 1342 K3CCR         59  0325   UX1UX         59  1274   0
QSO: 14307 PH 2018-03-25 1343 K3CCR         59  0326   OK2RZ         59  0734   0
QSO: 14176 PH 2018-03-25 1348 K3CCR         59  0327   RA6CA         59  1525   0
QSO: 14154 PH 2018-03-25 1350 K3CCR         59  0328   CT3BD         59  0246   0
QSO: 14163 PH 2018-03-25 1351 K3CCR         59  0329   IK4DCX        59  0503   0
QSO: 14278 PH 2018-03-25 1356 K3CCR         59  0330   A61FK         59  0676   0
QSO: 14334 PH 2018-03-25 1400 K3CCR         59  0331   OG6N          59  0630   0
QSO: 14312 PH 2018-03-25 1401 K3CCR         59  0332   KG4USN        59  0424   0
QSO: 14312 PH 2018-03-25 1407 K3CCR         59  0333   VO1ROS        59  0048   0
QSO: 14312 PH 2018-03-25 1408 K3CCR         59  0334   R9PA          59  0970   0
QSO: 14312 PH 2018-03-25 1409 K3CCR         59  0335   W1GKT         59  0443   0
QSO: 14325 PH 2018-03-25 1411 K3CCR         59  0336   GW0RHC        59  0638   0
QSO: 14313 PH 2018-03-25 1413 K3CCR         59  0337   OM3DX         59  0054   0
QSO: 14313 PH 2018-03-25 1414 K3CCR         59  0338   KQ3Q          59  0102   0
QSO: 14313 PH 2018-03-25 1416 K3CCR         59  0339   SP9MAT        59  0204   0
QSO: 14313 PH 2018-03-25 1418 K3CCR         59  0340   K1BZ          59  0254   0
QSO: 14297 PH 2018-03-25 1420 K3CCR         59  0341   IB3N          59  0445   0
QSO: 14319 PH 2018-03-25 1422 K3CCR         59  0342   LY28A         59  0015   0
QSO: 14313 PH 2018-03-25 1424 K3CCR         59  0343   SB7W          59  0677   0
QSO: 14313 PH 2018-03-25 1425 K3CCR         59  0344   K2PLF         59  0527   0
QSO: 14313 PH 2018-03-25 1427 K3CCR         59  0345   SK0QO         59  0709   0
QSO: 14326 PH 2018-03-25 1429 K3CCR         59  0346   LB6KC         59  0194   0
QSO: 14309 PH 2018-03-25 1435 K3CCR         59  0347   UZ3A          59  1761   0
QSO: 21280 PH 2018-03-25 1446 K3CCR         59  0055   YV8AD         59  0241   1
QSO: 21302 PH 2018-03-25 1450 K3CCR         59  0056   LU1DK         59  1209   1
QSO: 21319 PH 2018-03-25 1452 K3CCR         59  0057   KR4Z          59  0440   1
QSO: 21237 PH 2018-03-25 1453 K3CCR         59  0058   YV4RDC        59  0222   1
QSO: 21222 PH 2018-03-25 1454 K3CCR         59  0059   CE2LR         59  1338   1
QSO: 21351 PH 2018-03-25 1457 K3CCR         59  0060   CE1UGE        59  0364   1
QSO: 14321 PH 2018-03-25 1502 K3CCR         59  0348   EI7M          59  0140   0
QSO: 14185 PH 2018-03-25 1503 K3CCR         59  0349   NA3D          59  1287   0
QSO: 14268 PH 2018-03-25 1508 K3CCR         59  0350   S57S          59  0164   0
QSO: 14183 PH 2018-03-25 1509 K3CCR         59  0351   NR7DX         59  1463   0
QSO: 14346 PH 2018-03-25 1512 K3CCR         59  0352   IO2X          59  2724   0
QSO: 14334 PH 2018-03-25 1653 K3CCR         59  0353   WB2ZAB        59  1028   0
QSO: 21242 PH 2018-03-25 1656 K3CCR         59  0061   TI7W          59  3861   1
QSO: 21300 PH 2018-03-25 1701 K3CCR         59  0062   TG9ANF        59  1271   1
QSO: 21241 PH 2018-03-25 1705 K3CCR         59  0063   PY1PL         59  0413   1
QSO: 14158 PH 2018-03-25 1721 K3CCR         59  0354   OQ5M          59  0644   0
QSO: 14181 PH 2018-03-25 1727 K3CCR         59  0355   V31VP         59  2105   0
QSO: 14195 PH 2018-03-25 1730 K3CCR         59  0356   EI0W          59  0704   0
QSO: 14304 PH 2018-03-25 1746 K3CCR         59  0357   LA6VQ         59  1325   0
QSO: 14330 PH 2018-03-25 1754 K3CCR         59  0358   VY0AA         59  0034   0
QSO: 21218 PH 2018-03-25 1759 K3CCR         59  0064   PQ5B          59  2385   1
QSO: 21221 PH 2018-03-25 1800 K3CCR         59  0065   CX2CC         59  0615   1
QSO: 21229 PH 2018-03-25 1803 K3CCR         59  0066   PR5K          59  0246   1
QSO: 14222 PH 2018-03-25 1804 K3CCR         59  0359   NK7U          59  0426   0
QSO: 21257 PH 2018-03-25 1809 K3CCR         59  0067   L77D          59  0287   1
QSO: 21291 PH 2018-03-25 1810 K3CCR         59  0068   XE1CQ         59  0661   1
QSO: 14270 PH 2018-03-25 1812 K3CCR         59  0360   IW1CHX        59  0218   0
QSO: 21284 PH 2018-03-25 1816 K3CCR         59  0069   HK3C          59  1207   1
QSO: 14284 PH 2018-03-25 1818 K3CCR         59  0361   RY2FAC        59  0261   0
QSO: 21290 PH 2018-03-25 1820 K3CCR         59  0070   TO5GI         59  0109   1
QSO: 14194 PH 2018-03-25 1824 K3CCR         59  0362   ON4UN         59  0579   0
QSO: 14320 PH 2018-03-25 1827 K3CCR         59  0363   KL7RA         59  1037   0
QSO: 14305 PH 2018-03-25 1828 K3CCR         59  0364   KU1CW         59  1047   0
QSO: 21328 PH 2018-03-25 1830 K3CCR         59  0071   HR2WW         59  0362   1
QSO: 21335 PH 2018-03-25 1831 K3CCR         59  0072   P49Y          59  3950   1
QSO: 21257 PH 2018-03-25 1833 K3CCR         59  0073   PP2CC         59  0317   1
QSO: 21357 PH 2018-03-25 1836 K3CCR         59  0074   PY5DK         59  0245   1
QSO: 28473 PH 2018-03-25 1841 K3CCR         59  0001   4M6R          59  0396   1
QSO: 14290 PH 2018-03-25 1841 K3CCR         59  0365   VA7ST         59  0610   0
QSO: 14257 PH 2018-03-25 1845 K3CCR         59  0366   KZ7X          59  0597   0
QSO: 14169 PH 2018-03-25 1848 K3CCR         59  0367   NA5C          59  0100   0
QSO: 14283 PH 2018-03-25 1903 K3CCR         59  0368   PR1T          59  0835   0
QSO: 21295 PH 2018-03-25 1904 K3CCR         59  0075   LW1EUD        59  0326   1
QSO: 21288 PH 2018-03-25 1907 K3CCR         59  0076   KG4USN        59  0137   1
QSO: 21274 PH 2018-03-25 1909 K3CCR         59  0077   LU2DX         59  1183   1
QSO: 21238 PH 2018-03-25 1921 K3CCR         59  0078   CB3R          59  0490   1
QSO: 21230 PH 2018-03-25 1922 K3CCR         59  0079   LT7F          59  0334   1
QSO: 21217 PH 2018-03-25 1925 K3CCR         59  0080   CE6TRA        59  0427   1
QSO: 14241 PH 2018-03-25 1927 K3CCR         59  0369   IT9BYS        59  0169   0
QSO: 21213 PH 2018-03-25 1927 K3CCR         59  0081   PY5ZHP        59  0623   1
QSO: 14244 PH 2018-03-25 1928 K3CCR         59  0370   WR5J          59  2136   0
QSO: 21359 PH 2018-03-25 1934 K3CCR         59  0082   PY9GC         59  0746   1
QSO: 14180 PH 2018-03-25 1935 K3CCR         59  0371   TG9ANF        59  1488   0
QSO: 21294 PH 2018-03-25 1936 K3CCR         59  0083   PY2SEI        59  0205   1
QSO: 14344 PH 2018-03-25 1936 K3CCR         59  0372   W7SW          59  0199   0
QSO: 14328 PH 2018-03-25 1948 K3CCR         59  0373   AI5IN         59  0328   0
QSO: 28449 PH 2018-03-25 1953 K3CCR         59  0002   9Z4Y          59  0313   1
QSO: 28465 PH 2018-03-25 1954 K3CCR         59  0003   PX2A          59  0635   1
QSO: 28446 PH 2018-03-25 1957 K3CCR         59  0004   8P5A          59  4693   1
QSO: 28433 PH 2018-03-25 1958 K3CCR         59  0005   OA4SS         59  1170   1
QSO:  7208 PH 2018-03-25 2000 K3CCR         59  0106   K7RB/1        59  0189   0
QSO: 28428 PH 2018-03-25 2000 K3CCR         59  0006   YW4V          59  0118   1
QSO:  7198 PH 2018-03-25 2002 K3CCR         59  0107   KD4RH         59  0652   0
QSO: 28417 PH 2018-03-25 2003 K3CCR         59  0007   CA2CEV        59  0426   1
QSO:  7188 PH 2018-03-25 2003 K3CCR         59  0108   AG4W          59  1244   0
QSO:  7147 PH 2018-03-25 2007 K3CCR         59  0109   OM7M          59  2087   0
QSO: 28395 PH 2018-03-25 2008 K3CCR         59  0008   CV7S          59  0654   1
QSO: 28400 PH 2018-03-25 2010 K3CCR         59  0009   WX3B          59  0165   1
QSO:  7228 PH 2018-03-25 2013 K3CCR         59  0110   KD4D          59  1655   0
QSO: 28462 PH 2018-03-25 2014 K3CCR         59  0010   CE2SV         59  0155   1
QSO:  7228 PH 2018-03-25 2014 K3CCR         59  0111   W4UTX         59  0019   0
QSO:  7228 PH 2018-03-25 2017 K3CCR         59  0112   K8QKY         59  0087   0
QSO: 28412 PH 2018-03-25 2018 K3CCR         59  0011   PJ4R          59  3152   1
QSO:  7228 PH 2018-03-25 2018 K3CCR         59  0113   W8TDA         59  0163   0
QSO:  7228 PH 2018-03-25 2018 K3CCR         59  0114   KC8YRK        59  0207   0
QSO:  7228 PH 2018-03-25 2019 K3CCR         59  0115   W5MMW         59  0166   0
QSO:  7228 PH 2018-03-25 2020 K3CCR         59  0116   VA5AA         59  0426   0
QSO: 28503 PH 2018-03-25 2020 K3CCR         59  0012   HP2BWJ        59  0129   1
QSO: 28506 PH 2018-03-25 2021 K3CCR         59  0013   YV1KK         59  0881   1
QSO: 28516 PH 2018-03-25 2022 K3CCR         59  0014   ZV5O          59  0515   1
QSO:  7228 PH 2018-03-25 2023 K3CCR         59  0117   KD8PPH        59  0064   0
QSO: 28433 PH 2018-03-25 2023 K3CCR         59  0015   CE7VPQ        59  0450   1
QSO:  7228 PH 2018-03-25 2026 K3CCR         59  0118   K9OQ          59  0143   0
QSO:  7228 PH 2018-03-25 2026 K3CCR         59  0119   K4RIP         59  0021   0
QSO:  7228 PH 2018-03-25 2028 K3CCR         59  0120   K0RJW         59  0317   0
QSO: 28420 PH 2018-03-25 2031 K3CCR         59  0016   CE4KTM        59  0513   1
QSO:  7228 PH 2018-03-25 2031 K3CCR         59  0121   WD4CM         59  0008   0
QSO:  7228 PH 2018-03-25 2034 K3CCR         59  0122   K3GSP         59  0029   0
QSO:  7228 PH 2018-03-25 2037 K3CCR         59  0123   KW4NN         59  0198   0
QSO:  7228 PH 2018-03-25 2037 K3CCR         59  0124   KI9S          59  0130   0
QSO: 14292 PH 2018-03-25 2038 K3CCR         59  0374   S53EO         59  0708   1
QSO: 14263 PH 2018-03-25 2040 K3CCR         59  0375   II8T          59  1756   1
QSO: 14277 PH 2018-03-25 2041 K3CCR         59  0376   KI7M          59  0297   1
QSO:  7228 PH 2018-03-25 2042 K3CCR         59  0125   K9RZ          59  0350   0
QSO:  7228 PH 2018-03-25 2042 K3CCR         59  0126   W9SE          59  0151   0
QSO:  7228 PH 2018-03-25 2045 K3CCR         59  0127   K0NWW         59  0022   0
QSO:  7228 PH 2018-03-25 2046 K3CCR         59  0128   K4TG          59  0214   0
QSO:  7228 PH 2018-03-25 2048 K3CCR         59  0129   KE8ILK        59  0032   0
QSO: 14175 PH 2018-03-25 2052 K3CCR         59  0377   VE6WZL        59  1050   1
QSO: 14246 PH 2018-03-25 2053 K3CCR         59  0378   N7RO          59  1008   1
QSO:  7179 PH 2018-03-25 2054 K3CCR         59  0130   OR3A          59  1289   0
QSO:  7166 PH 2018-03-25 2055 K3CCR         59  0131   CN2AA         59  7034   0
