START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: K0VH
LOCATION: MN
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
GRID-LOCATOR:
CLAIMED-SCORE: 18018
NAME: Dave Naatz
OPERATORS: K0VH
CLUB: MINNESOTA WIRELESS ASSN
CREATED-BY: N1MM Logger+ 1.0.8481.0
SOAPBOX:   S&P  on mostly     15    was              ok   running new              IC7300 barefoot  but
QSO:   21313  PH 2020-10-24 1556  K0VH             59   4   CR6K             59   14  
QSO:   21233  PH 2020-10-24 1559  K0VH             59   4   XE1CQ            59   06  
QSO:   21213  PH 2020-10-25 1621  K0VH             59   4   EA3JW            59   14  
QSO:   21215  PH 2020-10-25 1622  K0VH             59   4   EA1L             59   14  
QSO:   21302  PH 2020-10-25 1625  K0VH             59   4   IR4K             59   15  
QSO:   21304  PH 2020-10-25 1626  K0VH             59   4   EA4TX            59   14  
QSO:   21328  PH 2020-10-25 1629  K0VH             59   4   ED1R             59   14  
QSO:   21363  PH 2020-10-25 1632  K0VH             59   4   IQ6AN            59   15  
QSO:   21400  PH 2020-10-25 1637  K0VH             59   4   NP4Z             59   08  
QSO:   21403  PH 2020-10-25 1638  K0VH             59   4   CV7S             59   13  
QSO:   21411  PH 2020-10-25 1639  K0VH             59   4   CQ3W             59   33  
QSO:   21424  PH 2020-10-25 1640  K0VH             59   4   VP9I             59   05  
QSO:   14210  PH 2020-10-25 1643  K0VH             59   4   HP3SS            59   07  
QSO:   14297  PH 2020-10-25 1656  K0VH             59   4   WP2DX            59   08  
QSO:   14282  PH 2020-10-25 1659  K0VH             59   4   VE2NTT           59   05  
QSO:   14165  PH 2020-10-25 1701  K0VH             59   4   TM0DX            59   14  
QSO:   21320  PH 2020-10-25 1709  K0VH             59   4   EA7X             59   14  
QSO:   21259  PH 2020-10-25 1714  K0VH             59   4   PX2A             59   11  
QSO:   21269  PH 2020-10-25 1715  K0VH             59   4   HC5VF            59   10  
QSO:   21274  PH 2020-10-25 1715  K0VH             59   4   PY2CX            59   11  
QSO:   21226  PH 2020-10-25 1718  K0VH             59   4   CB3R             59   12  
QSO:   21230  PH 2020-10-25 1719  K0VH             59   4   HI3LT            59   08  
QSO:   21290  PH 2020-10-25 1725  K0VH             59   4   4A50CRH          59   06  
QSO:   21285  PH 2020-10-25 1727  K0VH             59   4   LU1VM            59   13  
QSO:   21204  PH 2020-10-25 1914  K0VH             59   4   ZW2T             59   11  
QSO:   21212  PH 2020-10-25 1914  K0VH             59   4   CO6HLP           59   08  
QSO:   21213  PH 2020-10-25 1915  K0VH             59   4   PY2UD            59   11  
QSO:   21219  PH 2020-10-25 1917  K0VH             59   4   PY4ME            59   11  
QSO:   21230  PH 2020-10-25 1922  K0VH             59   4   PT7BI            59   11  
QSO:   21236  PH 2020-10-25 1923  K0VH             59   4   LS2D             59   13  
QSO:   21305  PH 2020-10-25 1934  K0VH             59   4   PJ4X             59   09  
QSO:   21322  PH 2020-10-25 2000  K0VH             59   4   YV4EK            59   09  
QSO:   21326  PH 2020-10-25 2000  K0VH             59   4   YY2HCM           59   09  
QSO:   21328  PH 2020-10-25 2001  K0VH             59   4   KH6TU            59   31  
QSO:   21342  PH 2020-10-25 2002  K0VH             59   4   HC1JQ            59   10  
QSO:   21374  PH 2020-10-25 2003  K0VH             59   4   PY1VOY           59   11  
QSO:   21410  PH 2020-10-25 2005  K0VH             59   4   CE1KV            59   12  
QSO:   21246  PH 2020-10-25 2014  K0VH             59   4   LT7F             59   13  
QSO:   21255  PH 2020-10-25 2015  K0VH             59   4   PT5J             59   11  
QSO:   21265  PH 2020-10-25 2017  K0VH             59   4   XE2S             59   06  
QSO:   21276  PH 2020-10-25 2018  K0VH             59   4   ZP5AA            59   11  
QSO:   21301  PH 2020-10-25 2019  K0VH             59   4   CO2VDD           59   08  
QSO:   21308  PH 2020-10-25 2020  K0VH             59   4   PT4A             59   11  
QSO:   21320  PH 2020-10-25 2021  K0VH             59   4   HC2AO            59   10  
QSO:   21393  PH 2020-10-25 2024  K0VH             59   4   PY3ZZ            59   11  
QSO:   21420  PH 2020-10-25 2025  K0VH             59   4   PY2KNK           59   11  
QSO:   21282  PH 2020-10-25 2028  K0VH             59   4   XE1EE            59   06  
QSO:   21286  PH 2020-10-25 2030  K0VH             59   4   LW5HR            59   13  
QSO:   21293  PH 2020-10-25 2030  K0VH             59   4   9Y4D             59   09  
QSO:   21297  PH 2020-10-25 2031  K0VH             59   4   LU7MCJ           59   13  
QSO:   21302  PH 2020-10-25 2032  K0VH             59   4   XE1CT            59   06  
QSO:   21334  PH 2020-10-25 2034  K0VH             59   4   HK3X             59   09  
QSO:   21350  PH 2020-10-25 2038  K0VH             59   4   LU1BJW           59   13  
QSO:   21365  PH 2020-10-25 2039  K0VH             59   4   PY2KJ            59   11  
QSO:   28485  PH 2020-10-25 2044  K0VH             59   4   LR1E             59   13  
QSO:   28365  PH 2020-10-25 2051  K0VH             59   4   LO7H             59   13  
QSO:   28357  PH 2020-10-25 2051  K0VH             59   4   ZW5B             59   11  
QSO:   28340  PH 2020-10-25 2053  K0VH             59   4   PY2YU            59   11  
QSO:   28411  PH 2020-10-25 2056  K0VH             59   4   LU2FDA           59   13  
QSO:   28429  PH 2020-10-25 2058  K0VH             59   4   LW2DOD           59   13  
QSO:   28450  PH 2020-10-25 2100  K0VH             59   4   LW4EF            59   13  
QSO:   28473  PH 2020-10-25 2101  K0VH             59   4   LU4DJB           59   13  
QSO:   28479  PH 2020-10-25 2102  K0VH             59   4   LU7DY            59   13  
QSO:   28389  PH 2020-10-25 2105  K0VH             59   4   XQ5CIE           59   12  
QSO:   28402  PH 2020-10-25 2107  K0VH             59   4   CX2CC            59   13  
QSO:   28418  PH 2020-10-25 2109  K0VH             59   4   LU3HS            59   13  
QSO:   28436  PH 2020-10-25 2111  K0VH             59   4   LU9HVR           59   13  
QSO:   14175  PH 2020-10-25 2113  K0VH             59   4   VA2WA            59   05  
QSO:   14179  PH 2020-10-25 2115  K0VH             59   4   CQ8M             59   14  
QSO:   14214  PH 2020-10-25 2118  K0VH             59   4   CO2AME           59   08  
QSO:   14239  PH 2020-10-25 2119  K0VH             59   4   P49Y             59   09  
QSO:   14255  PH 2020-10-25 2120  K0VH             59   4   HC2AO            59   10  
QSO:   14276  PH 2020-10-25 2123  K0VH             59   4   NP4Z             59   08  
QSO:   14283  PH 2020-10-25 2124  K0VH             59   4   KP2M             59   08  
QSO:   14312  PH 2020-10-25 2126  K0VH             59   4   VE5DLC           59   04  
QSO:   14317  PH 2020-10-25 2127  K0VH             59   4   ZW8T             59   11  
QSO:   21354  PH 2020-10-25 2318  K0VH             59   4   LO7H             59   13  
QSO:   21430  PH 2020-10-25 2320  K0VH             59   4   XE1CKJ           59   06  
QSO:   14250  PH 2020-10-25 2329  K0VH             59   4   VE7DX            59   03  
QSO:   14275  PH 2020-10-25 2330  K0VH             59   4   VA7RR            59   03  
QSO:   14289  PH 2020-10-25 2331  K0VH             59   4   VE7XT            59   03  
END-OF-LOG:
