START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: GM7V
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
GRID-LOCATOR: IO77WS
CLAIMED-SCORE: 1255650
NAME: Chris Tran GM3WOJ
OPERATORS: GM3WOJ
CLUB: NORTH OF SCOTLAND CG
CREATED-BY: Win-Test 4.30.0
SOAPBOX:   The  #1 phone      contest of               the  year! Tnx              for  the  QSOs
QSO:    3703  PH 2020-10-24 0623  GM7V             59   14  OE1HHB           59   15    0
QSO:    3703  PH 2020-10-24 0623  GM7V             59   14  LB7PI            59   14    0
QSO:    3703  PH 2020-10-24 0623  GM7V             59   14  HB9CYF           59   14    0
QSO:    3703  PH 2020-10-24 0623  GM7V             59   14  PG5V             59   14    0
QSO:    3703  PH 2020-10-24 0624  GM7V             59   14  DO7PD            59   14    0
QSO:    3703  PH 2020-10-24 0625  GM7V             59   14  OT5X             59   14    0
QSO:    3703  PH 2020-10-24 0625  GM7V             59   14  DK1KC            59   14    0
QSO:    3703  PH 2020-10-24 0626  GM7V             59   14  DL2NBU           59   14    0
QSO:    3703  PH 2020-10-24 0626  GM7V             59   14  DK2AY            59   14    0
QSO:    3703  PH 2020-10-24 0626  GM7V             59   14  EA3CI            59   14    0
QSO:    3703  PH 2020-10-24 0627  GM7V             59   14  DJ6LM            59   14    0
QSO:    3703  PH 2020-10-24 0627  GM7V             59   14  DL1MHJ           59   14    0
QSO:    3703  PH 2020-10-24 0627  GM7V             59   14  F4DBD            59   14    0
QSO:    3703  PH 2020-10-24 0628  GM7V             59   14  ON8UK            59   14    0
QSO:    3703  PH 2020-10-24 0629  GM7V             59   14  G8AJM            59   14    0
QSO:    3703  PH 2020-10-24 0629  GM7V             59   14  M5SB             59   14    0
QSO:    3703  PH 2020-10-24 0629  GM7V             59   14  G1SSL            59   14    0
QSO:    3703  PH 2020-10-24 0629  GM7V             59   14  DL0WM            59   14    0
QSO:    3703  PH 2020-10-24 0630  GM7V             59   14  ED1B             59   14    0
QSO:    3703  PH 2020-10-24 0630  GM7V             59   14  DK2LO            59   14    0
QSO:    3703  PH 2020-10-24 0630  GM7V             59   14  II2S             59   15    0
QSO:    3703  PH 2020-10-24 0630  GM7V             59   14  IO3F             59   15    0
QSO:    3703  PH 2020-10-24 0630  GM7V             59   14  IK3SWB           59   15    0
QSO:    3703  PH 2020-10-24 0631  GM7V             59   14  HB3XUC           59   14    0
QSO:    3703  PH 2020-10-24 0631  GM7V             59   14  DL1NKS           59   14    0
QSO:    3703  PH 2020-10-24 0631  GM7V             59   14  F4AHV            59   14    0
QSO:    3703  PH 2020-10-24 0631  GM7V             59   14  DF6QV            59   14    0
QSO:    3703  PH 2020-10-24 0632  GM7V             59   14  HG5A             59   15    0
QSO:    3703  PH 2020-10-24 0632  GM7V             59   14  OU2V             59   14    0
QSO:    3703  PH 2020-10-24 0632  GM7V             59   14  EA3F             59   14    0
QSO:    3703  PH 2020-10-24 0632  GM7V             59   14  GW9J             59   14    0
QSO:    3703  PH 2020-10-24 0633  GM7V             59   14  CT1ENV           59   14    0
QSO:    3703  PH 2020-10-24 0633  GM7V             59   14  M3E              59   14    0
QSO:    3703  PH 2020-10-24 0633  GM7V             59   14  PA0AA            59   14    0
QSO:    3703  PH 2020-10-24 0633  GM7V             59   14  DL8ULO           59   14    0
QSO:    3703  PH 2020-10-24 0633  GM7V             59   14  EA3CV            59   14    0
QSO:    3703  PH 2020-10-24 0634  GM7V             59   14  M4U              59   14    0
QSO:    3703  PH 2020-10-24 0634  GM7V             59   14  ON5RZ            59   14    0
QSO:    3703  PH 2020-10-24 0634  GM7V             59   14  DL0UM            59   14    0
QSO:    3703  PH 2020-10-24 0634  GM7V             59   14  HA8A             59   15    0
QSO:    3703  PH 2020-10-24 0634  GM7V             59   14  PA1HL            59   14    0
QSO:    3703  PH 2020-10-24 0635  GM7V             59   14  DL9YJ            59   14    0
QSO:    3703  PH 2020-10-24 0635  GM7V             59   14  F5KKD            59   14    0
QSO:    3703  PH 2020-10-24 0635  GM7V             59   14  DL9EE            59   14    0
QSO:    3703  PH 2020-10-24 0635  GM7V             59   14  G0BNR            59   14    0
QSO:    3703  PH 2020-10-24 0635  GM7V             59   14  OK1GK            59   15    0
QSO:    3703  PH 2020-10-24 0636  GM7V             59   14  F4IAR            59   14    0
QSO:    3703  PH 2020-10-24 0636  GM7V             59   14  EA1YD            59   14    0
QSO:    3703  PH 2020-10-24 0636  GM7V             59   14  DB6VP/P          59   14    0
QSO:    3703  PH 2020-10-24 0636  GM7V             59   14  HA1TJ            59   15    0
QSO:    3703  PH 2020-10-24 0636  GM7V             59   14  DL5GAC           59   14    0
QSO:    3703  PH 2020-10-24 0637  GM7V             59   14  S54W             59   15    0
QSO:    3703  PH 2020-10-24 0637  GM7V             59   14  OZ4NA            59   14    0
QSO:    3703  PH 2020-10-24 0637  GM7V             59   14  ON3ND            59   14    0
QSO:    3703  PH 2020-10-24 0637  GM7V             59   14  S56M             59   15    0
QSO:    3703  PH 2020-10-24 0638  GM7V             59   14  EA4NI            59   14    0
QSO:    3703  PH 2020-10-24 0639  GM7V             59   14  SP9MAV           59   15    0
QSO:    3703  PH 2020-10-24 0639  GM7V             59   14  SJ3A             59   14    0
QSO:    3703  PH 2020-10-24 0639  GM7V             59   14  PC2L             59   14    0
QSO:    3703  PH 2020-10-24 0639  GM7V             59   14  LA4C             59   14    0
QSO:    3703  PH 2020-10-24 0640  GM7V             59   14  G8ZRE            59   14    0
QSO:    3703  PH 2020-10-24 0640  GM7V             59   14  LA6UL            59   14    0
QSO:    3703  PH 2020-10-24 0641  GM7V             59   14  DQ1P             59   14    0
QSO:    3703  PH 2020-10-24 0641  GM7V             59   14  DG9SEH           59   14    0
QSO:    3703  PH 2020-10-24 0641  GM7V             59   14  EA5WZ            59   14    0
QSO:    3703  PH 2020-10-24 0642  GM7V             59   14  SM6GHS           59   14    0
QSO:    3703  PH 2020-10-24 0642  GM7V             59   14  F6KMB            59   14    0
QSO:    3703  PH 2020-10-24 0642  GM7V             59   14  DO2QS            59   14    0
QSO:    3703  PH 2020-10-24 0643  GM7V             59   14  G4OZG            59   14    0
QSO:    3703  PH 2020-10-24 0644  GM7V             59   14  DM5KA            59   14    0
QSO:    3703  PH 2020-10-24 0644  GM7V             59   14  MU2K             59   14    0
QSO:    3703  PH 2020-10-24 0644  GM7V             59   14  G4OBB            59   14    0
QSO:    3703  PH 2020-10-24 0645  GM7V             59   14  DH2IF            59   14    0
QSO:    3703  PH 2020-10-24 0645  GM7V             59   14  SP5ES            59   15    0
QSO:    3703  PH 2020-10-24 0646  GM7V             59   14  OU8A             59   14    0
QSO:    3703  PH 2020-10-24 0646  GM7V             59   14  KC1XX            59   05    0
QSO:    3703  PH 2020-10-24 0646  GM7V             59   14  G4P              59   14    0
QSO:    3703  PH 2020-10-24 0646  GM7V             59   14  PC3T             59   14    0
QSO:    3703  PH 2020-10-24 0647  GM7V             59   14  G7NOI            59   14    0
QSO:    3703  PH 2020-10-24 0647  GM7V             59   14  AB3CX            59   05    0
QSO:    3703  PH 2020-10-24 0648  GM7V             59   14  F5DRD            59   14    0
QSO:    3703  PH 2020-10-24 0648  GM7V             59   14  DJ3EZ            59   14    0
QSO:    3703  PH 2020-10-24 0648  GM7V             59   14  2E0CVN           59   14    0
QSO:    3703  PH 2020-10-24 0649  GM7V             59   14  OK5OK            59   15    0
QSO:    3703  PH 2020-10-24 0649  GM7V             59   14  EA4UV            59   14    0
QSO:    3703  PH 2020-10-24 0649  GM7V             59   14  DK6AC            59   14    0
QSO:    3703  PH 2020-10-24 0649  GM7V             59   14  GM6NX            59   14    0
QSO:    3703  PH 2020-10-24 0650  GM7V             59   14  M7RKK            59   14    0
QSO:    3703  PH 2020-10-24 0651  GM7V             59   14  OH6GDX           59   15    0
QSO:    3703  PH 2020-10-24 0651  GM7V             59   14  F6EZV            59   14    0
QSO:    3703  PH 2020-10-24 0652  GM7V             59   14  EA4BVI           59   14    0
QSO:    7153  PH 2020-10-24 0654  GM7V             59   14  9A1UN            59   15    0
QSO:    7137  PH 2020-10-24 0655  GM7V             59   14  F5TLZ            59   14    0
QSO:    7158  PH 2020-10-24 0656  GM7V             59   14  CR6K             59   14    0
QSO:   14209  PH 2020-10-24 0705  GM7V             59   14  LZ2PG            59   20    0
QSO:   14209  PH 2020-10-24 0705  GM7V             59   14  R6KX             59   16    0
QSO:   14246  PH 2020-10-24 0707  GM7V             59   14  YO3IMD           59   20    0
QSO:   14246  PH 2020-10-24 0708  GM7V             59   14  YO8RCN           59   20    0
QSO:   14246  PH 2020-10-24 0709  GM7V             59   14  LZ5R             59   20    0
QSO:   14246  PH 2020-10-24 0710  GM7V             59   14  LZ2JA            59   20    0
QSO:   14246  PH 2020-10-24 0711  GM7V             59   14  YO4KAK           59   20    0
QSO:   14246  PH 2020-10-24 0713  GM7V             59   14  E71EEE           59   15    0
QSO:   14246  PH 2020-10-24 0713  GM7V             59   14  YO9HG            59   20    0
QSO:   14246  PH 2020-10-24 0713  GM7V             59   14  IT9ORA           59   15    0
QSO:    7080  PH 2020-10-24 0715  GM7V             59   14  4U1A             59   15    0
QSO:    7154  PH 2020-10-24 0718  GM7V             59   14  OL8K             59   15    0
QSO:    7171  PH 2020-10-24 0719  GM7V             59   14  II2S             59   15    0
QSO:    7181  PH 2020-10-24 0719  GM7V             59   14  DF0HQ            59   14    0
QSO:    7161  PH 2020-10-24 0721  GM7V             59   14  F5KKD            59   14    0
QSO:    7161  PH 2020-10-24 0721  GM7V             59   14  DK5TX            59   14    0
QSO:    7161  PH 2020-10-24 0721  GM7V             59   14  IO4R             59   15    0
QSO:    7161  PH 2020-10-24 0721  GM7V             59   14  SP1NY            59   15    0
QSO:    7161  PH 2020-10-24 0722  GM7V             59   14  F8TRT            59   14    0
QSO:    7161  PH 2020-10-24 0722  GM7V             59   14  IR4P             59   15    0
QSO:    7161  PH 2020-10-24 0722  GM7V             59   14  YL7X             59   15    0
QSO:    7161  PH 2020-10-24 0722  GM7V             59   14  S51YI            59   15    0
QSO:    7161  PH 2020-10-24 0723  GM7V             59   14  F5VHN            59   14    0
QSO:    7161  PH 2020-10-24 0723  GM7V             59   14  DL7ON            59   14    0
QSO:    7161  PH 2020-10-24 0723  GM7V             59   14  DH1TST           59   14    0
QSO:    7161  PH 2020-10-24 0723  GM7V             59   14  SQ5PMB           59   14    0
QSO:    7161  PH 2020-10-24 0723  GM7V             59   14  IK0EFR           59   15    0
QSO:    7161  PH 2020-10-24 0724  GM7V             59   14  HA70MAV          59   15    0
QSO:    7161  PH 2020-10-24 0724  GM7V             59   14  DL9UP            59   14    0
QSO:    7161  PH 2020-10-24 0724  GM7V             59   14  EC1T             59   14    0
QSO:    7161  PH 2020-10-24 0725  GM7V             59   14  PR1G             59   11    0
QSO:    7161  PH 2020-10-24 0725  GM7V             59   14  F6GWV            59   14    0
QSO:    7161  PH 2020-10-24 0725  GM7V             59   14  TM3Z             59   14    0
QSO:    7161  PH 2020-10-24 0725  GM7V             59   14  SP2GCE           59   15    0
QSO:    7161  PH 2020-10-24 0726  GM7V             59   14  EA4UV            59   14    0
QSO:    7161  PH 2020-10-24 0726  GM7V             59   14  LY5G             59   15    0
QSO:    7161  PH 2020-10-24 0726  GM7V             59   14  DP6T             59   14    0
QSO:    7161  PH 2020-10-24 0726  GM7V             59   14  SP2N             59   15    0
QSO:    7161  PH 2020-10-24 0726  GM7V             59   14  LY7W             59   15    0
QSO:    7161  PH 2020-10-24 0727  GM7V             59   14  JK1BQS           59   25    0
QSO:    7161  PH 2020-10-24 0727  GM7V             59   14  DK1X             59   14    0
QSO:    7161  PH 2020-10-24 0727  GM7V             59   14  S51WU            59   15    0
QSO:    7161  PH 2020-10-24 0728  GM7V             59   14  F1DUZ            59   14    0
QSO:    7161  PH 2020-10-24 0728  GM7V             59   14  DL5GAC           59   14    0
QSO:    7161  PH 2020-10-24 0728  GM7V             59   14  OM8AA            59   15    0
QSO:    7161  PH 2020-10-24 0728  GM7V             59   14  ES3V             59   15    0
QSO:    7161  PH 2020-10-24 0729  GM7V             59   14  LY9Y             59   15    0
QSO:    7161  PH 2020-10-24 0729  GM7V             59   14  IO6A             59   15    0
QSO:    7161  PH 2020-10-24 0729  GM7V             59   14  UV2IZ            59   16    0
QSO:    7161  PH 2020-10-24 0729  GM7V             59   14  9A6D             59   15    0
QSO:    7161  PH 2020-10-24 0730  GM7V             59   14  LY7R             59   15    0
QSO:    7161  PH 2020-10-24 0730  GM7V             59   14  ED1B             59   14    0
QSO:    7161  PH 2020-10-24 0730  GM7V             59   14  F5PHW            59   14    0
QSO:    7161  PH 2020-10-24 0731  GM7V             59   14  DB4LL            59   14    0
QSO:    7161  PH 2020-10-24 0731  GM7V             59   14  SJ2W             59   14    0
QSO:    7161  PH 2020-10-24 0731  GM7V             59   14  OK1MDK           59   15    0
QSO:    7161  PH 2020-10-24 0732  GM7V             59   14  EB3GIF           59   14    0
QSO:    7161  PH 2020-10-24 0732  GM7V             59   14  SP1HN            59   15    0
QSO:    7161  PH 2020-10-24 0732  GM7V             59   14  EE7K             59   14    0
QSO:    7161  PH 2020-10-24 0732  GM7V             59   14  DP9A             59   14    0
QSO:    7161  PH 2020-10-24 0733  GM7V             59   14  SP6FAF           59   15    0
QSO:    7161  PH 2020-10-24 0733  GM7V             59   14  OE2S             59   15    0
QSO:    7161  PH 2020-10-24 0733  GM7V             59   14  DB5DY            59   14    0
QSO:    7161  PH 2020-10-24 0734  GM7V             59   14  SP4AAZ           59   15    0
QSO:    7161  PH 2020-10-24 0734  GM7V             59   14  OK6T             59   15    0
QSO:    7161  PH 2020-10-24 0734  GM7V             59   14  EA3OW            59   14    0
QSO:    7161  PH 2020-10-24 0735  GM7V             59   14  LY8A             59   15    0
QSO:    7161  PH 2020-10-24 0736  GM7V             59   14  HB9CYF           59   14    0
QSO:    7161  PH 2020-10-24 0736  GM7V             59   14  OH3MM            59   15    0
QSO:    7161  PH 2020-10-24 0736  GM7V             59   14  DA2X             59   14    0
QSO:    7161  PH 2020-10-24 0737  GM7V             59   14  YU1UO            59   15    0
QSO:    7161  PH 2020-10-24 0737  GM7V             59   14  F4IAR            59   14    0
QSO:    7161  PH 2020-10-24 0738  GM7V             59   14  ED5R             59   14    0
QSO:    7161  PH 2020-10-24 0739  GM7V             59   14  IQ0QJ            59   15    0
QSO:    7161  PH 2020-10-24 0739  GM7V             59   14  DG3T             59   14    0
QSO:    7161  PH 2020-10-24 0740  GM7V             59   14  W3LPL            59   05    0
QSO:    7161  PH 2020-10-24 0740  GM7V             59   14  F4FRF            59   14    0
QSO:    7161  PH 2020-10-24 0741  GM7V             59   14  IV3GWX           59   15    0
QSO:    7161  PH 2020-10-24 0742  GM7V             59   14  DL3MXX           59   14    0
QSO:    7161  PH 2020-10-24 0742  GM7V             59   14  DH0GHU           59   14    0
QSO:    7161  PH 2020-10-24 0742  GM7V             59   14  OG6N             59   15    0
QSO:    7161  PH 2020-10-24 0742  GM7V             59   14  SQ1KSA           59   15    0
QSO:    7161  PH 2020-10-24 0742  GM7V             59   14  DF2RG            59   14    0
QSO:    7161  PH 2020-10-24 0743  GM7V             59   14  EA5WZ            59   14    0
QSO:    7161  PH 2020-10-24 0743  GM7V             59   14  F1PNJ            59   14    0
QSO:    7161  PH 2020-10-24 0743  GM7V             59   14  EE7P             59   14    0
QSO:    7161  PH 2020-10-24 0743  GM7V             59   14  DK0KG            59   14    0
QSO:    7161  PH 2020-10-24 0744  GM7V             59   14  EA3EVL           59   14    0
QSO:    7161  PH 2020-10-24 0744  GM7V             59   14  DL3RTL           59   14    0
QSO:    7161  PH 2020-10-24 0744  GM7V             59   14  YL2GD            59   15    0
QSO:    3722  PH 2020-10-24 0748  GM7V             59   14  XL3T             59   04    0
QSO:    3715  PH 2020-10-24 0750  GM7V             59   14  N1UR             59   05    0
QSO:    3715  PH 2020-10-24 0750  GM7V             59   14  VE3PN            59   04    0
QSO:    3715  PH 2020-10-24 0750  GM7V             59   14  EI8KV            59   14    0
QSO:    3715  PH 2020-10-24 0752  GM7V             59   14  SO4P             59   15    0
QSO:   14225  PH 2020-10-24 0754  GM7V             59   14  IR7T             59   15    0
QSO:   14137  PH 2020-10-24 0757  GM7V             59   14  4U75B            59   15    0
QSO:   14118  PH 2020-10-24 0759  GM7V             59   14  4X6DK            59   20    0
QSO:   14118  PH 2020-10-24 0759  GM7V             59   14  R7KU             59   16    0
QSO:   14118  PH 2020-10-24 0759  GM7V             59   14  RA3XM            59   16    0
QSO:   14118  PH 2020-10-24 0759  GM7V             59   14  UA4C             59   16    0
QSO:   14118  PH 2020-10-24 0800  GM7V             59   14  IT9CIL           59   15    0
QSO:   14118  PH 2020-10-24 0800  GM7V             59   14  LZ6O             59   20    0
QSO:   14118  PH 2020-10-24 0800  GM7V             59   14  RL3A             59   16    0
QSO:   14118  PH 2020-10-24 0800  GM7V             59   14  UT7CR            59   16    0
QSO:   14118  PH 2020-10-24 0801  GM7V             59   14  UR3GU            59   16    0
QSO:   14118  PH 2020-10-24 0801  GM7V             59   14  R8WF             59   16    0
QSO:   14118  PH 2020-10-24 0801  GM7V             59   14  Z33B             59   15    0
QSO:   14118  PH 2020-10-24 0801  GM7V             59   14  R7CA             59   16    0
QSO:   14118  PH 2020-10-24 0801  GM7V             59   14  RG5A             59   16    0
QSO:   14118  PH 2020-10-24 0802  GM7V             59   14  IW9GHJ           59   15    0
QSO:   14118  PH 2020-10-24 0802  GM7V             59   14  UA4M             59   16    0
QSO:   14118  PH 2020-10-24 0802  GM7V             59   14  SV1QVY           59   20    0
QSO:   14118  PH 2020-10-24 0803  GM7V             59   14  YO9GR            59   20    0
QSO:   14118  PH 2020-10-24 0803  GM7V             59   14  UT3EV            59   16    0
QSO:   14118  PH 2020-10-24 0803  GM7V             59   14  EW8OP            59   16    0
QSO:   14118  PH 2020-10-24 0803  GM7V             59   14  YO7SR            59   20    0
QSO:   14118  PH 2020-10-24 0803  GM7V             59   14  RK9DO            59   17    0
QSO:   14118  PH 2020-10-24 0804  GM7V             59   14  UT2UB            59   16    0
QSO:   14118  PH 2020-10-24 0804  GM7V             59   14  A73A             59   21    0
QSO:   14118  PH 2020-10-24 0805  GM7V             59   14  A61ZX            59   21    0
QSO:   14118  PH 2020-10-24 0805  GM7V             59   14  IZ8JFL           59   15    0
QSO:   14118  PH 2020-10-24 0806  GM7V             59   14  LN2T             59   14    0
QSO:   14118  PH 2020-10-24 0806  GM7V             59   14  LZ5E             59   20    0
QSO:   14118  PH 2020-10-24 0807  GM7V             59   14  R6DIP            59   16    0
QSO:   14123  PH 2020-10-24 0808  GM7V             59   14  TA7I             59   20    0
QSO:   14118  PH 2020-10-24 0809  GM7V             59   14  Z32KF            59   15    0
QSO:   14118  PH 2020-10-24 0810  GM7V             59   14  R4DI             59   16    0
QSO:   14118  PH 2020-10-24 0810  GM7V             59   14  TA1DE            59   20    0
QSO:   14118  PH 2020-10-24 0811  GM7V             59   14  SV1PMH           59   20    0
QSO:   14118  PH 2020-10-24 0811  GM7V             59   14  RC9S             59   16    0
QSO:   14118  PH 2020-10-24 0812  GM7V             59   14  SV2DXG           59   20    0
QSO:   14118  PH 2020-10-24 0812  GM7V             59   14  T6A              59   21    0
QSO:   14118  PH 2020-10-24 0812  GM7V             59   14  RU1A             59   16    0
QSO:   14118  PH 2020-10-24 0813  GM7V             59   14  DF9XV            59   14    0
QSO:   14118  PH 2020-10-24 0813  GM7V             59   14  SV2AEL           59   20    0
QSO:   14118  PH 2020-10-24 0814  GM7V             59   14  4X1ST            59   20    0
QSO:   14118  PH 2020-10-24 0814  GM7V             59   14  9H1PI            59   15    0
QSO:   14118  PH 2020-10-24 0814  GM7V             59   14  RA4CL            59   16    0
QSO:   14118  PH 2020-10-24 0816  GM7V             59   14  DR3W             59   14    0
QSO:   14118  PH 2020-10-24 0816  GM7V             59   14  UT8EL            59   16    0
QSO:   14118  PH 2020-10-24 0817  GM7V             59   14  4X4LF            59   20    0
QSO:   14118  PH 2020-10-24 0817  GM7V             59   14  TA2EJ            59   20    0
QSO:   14118  PH 2020-10-24 0817  GM7V             59   14  A60A             59   21    0
QSO:   14118  PH 2020-10-24 0820  GM7V             59   14  UR4QFP           59   16    0
QSO:   14118  PH 2020-10-24 0821  GM7V             59   14  LZ1DQ            59   20    0
QSO:   14118  PH 2020-10-24 0824  GM7V             59   14  RV9UP            59   18    0
QSO:   14118  PH 2020-10-24 0824  GM7V             59   14  RF9C             59   17    0
QSO:   14118  PH 2020-10-24 0824  GM7V             59   14  SX1L             59   20    0
QSO:    7158  PH 2020-10-24 0827  GM7V             59   14  LZ5K             59   20    0
QSO:    7135  PH 2020-10-24 0828  GM7V             59   14  TM6M             59   14    0
QSO:    7129  PH 2020-10-24 0828  GM7V             59   14  UT4U             59   16    0
QSO:    7110  PH 2020-10-24 0829  GM7V             59   14  LB2WG            59   14    0
QSO:    7110  PH 2020-10-24 0829  GM7V             59   14  LX1HD            59   14    0
QSO:    7110  PH 2020-10-24 0830  GM7V             59   14  F4ETG            59   14    0
QSO:    7110  PH 2020-10-24 0830  GM7V             59   14  DL9OLI           59   14    0
QSO:    7110  PH 2020-10-24 0830  GM7V             59   14  DF1LX            59   14    0
QSO:    7110  PH 2020-10-24 0830  GM7V             59   14  DL9EE            59   14    0
QSO:    7110  PH 2020-10-24 0831  GM7V             59   14  DL4VAI           59   14    0
QSO:    7110  PH 2020-10-24 0832  GM7V             59   14  OM7PY            59   15    0
QSO:    7110  PH 2020-10-24 0832  GM7V             59   14  UT5PY            59   16    0
QSO:    7110  PH 2020-10-24 0832  GM7V             59   14  IZ2ODM           59   15    0
QSO:    7110  PH 2020-10-24 0833  GM7V             59   14  LY2NY            59   15    0
QSO:    7110  PH 2020-10-24 0833  GM7V             59   14  F6BQG            59   14    0
QSO:    7110  PH 2020-10-24 0833  GM7V             59   14  DL3SKF           59   14    0
QSO:    7110  PH 2020-10-24 0834  GM7V             59   14  F4DPW            59   14    0
QSO:    7110  PH 2020-10-24 0834  GM7V             59   14  F6AEW            59   14    0
QSO:    7110  PH 2020-10-24 0835  GM7V             59   14  IZ4VQS           59   15    0
QSO:    7110  PH 2020-10-24 0835  GM7V             59   14  DL9OLI           59   14    0
QSO:    7110  PH 2020-10-24 0835  GM7V             59   14  IZ4JMA           59   15    0
QSO:    7110  PH 2020-10-24 0835  GM7V             59   14  SQ1BHH           59   15    0
QSO:    7110  PH 2020-10-24 0835  GM7V             59   14  OZ1DAE           59   14    0
QSO:    7110  PH 2020-10-24 0836  GM7V             59   14  S55OO            59   15    0
QSO:    7110  PH 2020-10-24 0836  GM7V             59   14  IK1XPK           59   15    0
QSO:    7110  PH 2020-10-24 0836  GM7V             59   14  HB9FKK           59   14    0
QSO:    7110  PH 2020-10-24 0837  GM7V             59   14  YT6W             59   15    0
QSO:   21270  PH 2020-10-24 0853  GM7V             59   14  EA8KY            59   33    0
QSO:   21207  PH 2020-10-24 0902  GM7V             59   14  EF8K             59   33    0
QSO:   14131  PH 2020-10-24 0931  GM7V             59   14  SE0X             59   14    0
QSO:    7118  PH 2020-10-24 0932  GM7V             59   14  LN2T             59   14    0
QSO:    7099  PH 2020-10-24 0934  GM7V             59   14  PA3EOU           59   14    0
QSO:    7099  PH 2020-10-24 0934  GM7V             59   14  ON3VP            59   14    0
QSO:    7099  PH 2020-10-24 0935  GM7V             59   14  PA1BK            59   14    0
QSO:    7099  PH 2020-10-24 0935  GM7V             59   14  OZ2LC            59   14    0
QSO:    7099  PH 2020-10-24 0936  GM7V             59   14  ON8PH            59   14    0
QSO:    7099  PH 2020-10-24 0936  GM7V             59   14  PD2RTO           59   14    0
