START-OF-LOG: 3.0
CATEGORY: Portable, multi operator, low power, non-assisted
CONTEST: FD CW
CALLSIGN: G8FC/P
CLAIMED-SCORE:149766
CLUB:RAFARS
OPERATORS:G3ZDW G4OSB G4DQP G4HIY All paid up members of RAFARS
QSO:   14026 CW 2017-06-03 1855 G8FC/P        599 0068   UV5QR/P       599 0162
QSO:   14034 CW 2017-06-03 1857 G8FC/P        599 0069   G3LX/P        599 0042
QSO:   14040 CW 2017-06-03 1901 G8FC/P        599 0070   UA6GF         599 0202
QSO:   14040 CW 2017-06-03 1903 G8FC/P        599 0071   HG5F          599 0164
QSO:   7000  CW 2017-06-03 1912 G8FC/P        599 0072   DK0OH/P       599 0223
QSO:   7000  CW 2017-06-03 1923 G8FC/P        599 0073   S59DZA/P      599 0221
QSO:   7004  CW 2017-06-03 1946 G8FC/P        599 0074   DK0MN/P       599 0241
QSO:   7006  CW 2017-06-03 1947 G8FC/P        599 0075   DL0MZ/P       599 0262
QSO:   7007  CW 2017-06-03 1949 G8FC/P        599 0076   ON4CK/P       599 0268
QSO:   7008  CW 2017-06-03 1952 G8FC/P        599 0077   DL0SN/P       599 0314
QSO:   7008  CW 2017-06-03 1955 G8FC/P        599 0078   DL1HBT/P      599 0212
QSO:   7009  CW 2017-06-03 2001 G8FC/P        599 0079   M3I/P         599 0331
QSO:   7010  CW 2017-06-03 2005 G8FC/P        599 0080   ON4TWS/P      599 0212
QSO:   7010  CW 2017-06-03 2008 G8FC/P        599 0081   G0IVR/P       599 0106
QSO:   7012  CW 2017-06-03 2014 G8FC/P        599 0082   ON5LL/P       599 0236
QSO:   7014  CW 2017-06-03 2018 G8FC/P        599 0083   LZ6C          599 0542
QSO:   7014  CW 2017-06-03 2019 G8FC/P        599 0084   ON4RSX/P      599 0231
QSO:   7014  CW 2017-06-03 2021 G8FC/P        599 0085   EI1E/P        599 0216
QSO:   7015  CW 2017-06-03 2026 G8FC/P        599 0086   G6MC/P        599 0305
QSO:   7016  CW 2017-06-03 2030 G8FC/P        599 0087   YU1UN         599 0120
QSO:   1821  CW 2017-06-03 2033 G8FC/P        599 0088   DK0MM/P       599 0291
QSO:   3521  CW 2017-06-03 2035 G8FC/P        599 0089   G0FBB/P       599 0189
QSO:   3523  CW 2017-06-03 2037 G8FC/P        599 0090   DL0GC/P       599 0199
QSO:   3521  CW 2017-06-03 2039 G8FC/P        599 0091   DL0FU/P       599 0225
QSO:   3523  CW 2017-06-03 2040 G8FC/P        599 0092   PA3EZC/P      599 0017
QSO:   3523  CW 2017-06-03 2043 G8FC/P        599 0093   G3TBK/P       599 0392
QSO:   3526  CW 2017-06-03 2047 G8FC/P        599 0094   DL0HN/P       599 0356
QSO:   3527  CW 2017-06-03 2049 G8FC/P        599 0095   DL0PDM/P      599 0183
QSO:   3528  CW 2017-06-03 2050 G8FC/P        599 0096   G3UES/P       599 0308
QSO:   3529  CW 2017-06-03 2052 G8FC/P        599 0097   G4FNL/P       599 0366
QSO:   1829  CW 2017-06-03 2058 G8FC/P        599 0098   G1FCW/P       599 0237
QSO:   1831  CW 2017-06-03 2103 G8FC/P        599 0099   DL0GC/P       599 0207
QSO:   1815  CW 2017-06-03 2105 G8FC/P        599 0100   PI4GAZ/P      599 0018
QSO:   1826  CW 2017-06-03 2110 G8FC/P        599 0101   G3UES/P       599 0325
QSO:   1827  CW 2017-06-03 2112 G8FC/P        599 0102   DL0KF/P       599 0289
QSO:   1821  CW 2017-06-03 2119 G8FC/P        599 0103   GM3WIJ/P      599 0196
QSO:   1826  CW 2017-06-03 2126 G8FC/P        599 0104   DR5F/P        599 0274
QSO:   1827  CW 2017-06-03 2129 G8FC/P        599 0105   DF0TX/P       599 0302
QSO:   1832  CW 2017-06-03 2133 G8FC/P        599 0106   GW2OP/P       599 0318
QSO:   1835  CW 2017-06-03 2137 G8FC/P        599 0107   GI3XRQ/P      599 0277
QSO:   1815  CW 2017-06-03 2139 G8FC/P        599 0108   ON6CK/P       599 0400
QSO:   1815  CW 2017-06-03 2140 G8FC/P        599 0109   G3SAD/P       599 0169
QSO:   1819  CW 2017-06-03 2142 G8FC/P        599 0110   G3TBK/P       599 0460
QSO:   1820  CW 2017-06-03 2144 G8FC/P        599 0111   ON7PQ         599 0009
QSO:   1823  CW 2017-06-03 2147 G8FC/P        599 0112   ON4TWS/P      599 0297
QSO:   1833  CW 2017-06-03 2157 G8FC/P        599 0113   DR7B/P        599 0526
QSO:   1833  CW 2017-06-03 2202 G8FC/P        599 0114   RM1T          599 0444
QSO:   1834  CW 2017-06-03 2204 G8FC/P        599 0115   G5XV/P        599 0278
QSO:   1837  CW 2017-06-03 2207 G8FC/P        599 0116   GM2N/P        599 0366
QSO:   1838  CW 2017-06-03 2210 G8FC/P        599 0117   GI3XRQ/P      599 0294
QSO:   1817  CW 2017-06-03 2212 G8FC/P        599 0118   G3LX/P        599 0513
QSO:   1818  CW 2017-06-03 2215 G8FC/P        599 0119   ON4NOK/P      599 0342
QSO:   1820  CW 2017-06-03 2218 G8FC/P        599 0120   M3W/P         599 0362
QSO:   1821  CW 2017-06-03 2221 G8FC/P        599 0121   DL0CS/P       599 0486
QSO:   1823  CW 2017-06-03 2223 G8FC/P        599 0122   GM2MP/P       599 0500
QSO:   1825  CW 2017-06-03 2231 G8FC/P        599 0123   PA3EZC/P      599 0036
QSO:   1826  CW 2017-06-03 2233 G8FC/P        599 0124   M2A/P         599 0259
QSO:   1827  CW 2017-06-03 2235 G8FC/P        599 0125   DK0EP/P       599 0322
QSO:   1828  CW 2017-06-03 2237 G8FC/P        599 0126   PI4ASU/P      599 0125
QSO:   1828  CW 2017-06-03 2239 G8FC/P        599 0127   DP6M/P        599 0508
QSO:   1830  CW 2017-06-03 2242 G8FC/P        599 0128   OK1KMU/P      599 0342
QSO:   1832  CW 2017-06-03 2247 G8FC/P        599 0129   G4ALE/P       599 0347
QSO:   1834  CW 2017-06-03 2249 G8FC/P        599 0130   G3WRR/P       599 0312
QSO:   1835  CW 2017-06-03 2253 G8FC/P        599 0131   DK0U/P        599 0526
QSO:   1835  CW 2017-06-03 2255 G8FC/P        599 0132   DK0IU/P       599 0175
QSO:   1814  CW 2017-06-03 2258 G8FC/P        599 0133   DF0HO/P       599 0234
QSO:   1815  CW 2017-06-03 2303 G8FC/P        599 0134   S53Q          599 0149
QSO:   1817  CW 2017-06-03 2306 G8FC/P        599 0135   DP4M/P        599 0336
QSO:   1817  CW 2017-06-03 2309 G8FC/P        599 0136   DM5A/P        599 0575
QSO:   1818  CW 2017-06-03 2316 G8FC/P        599 0137   S59DZA/P      599 0420
QSO:   1823  CW 2017-06-03 2324 G8FC/P        599 0138   DK8R/P        599 0217
QSO:   1824  CW 2017-06-03 2326 G8FC/P        599 0139   DL0FU/P       599 0530
QSO:   1825  CW 2017-06-03 2330 G8FC/P        599 0140   HB9LL/P       599 0404
QSO:   1828  CW 2017-06-03 2336 G8FC/P        599 0141   DA3X/P        599 0391
QSO:   1833  CW 2017-06-03 2343 G8FC/P        599 0142   PI4AMF/P      599 0530
QSO:   3511  CW 2017-06-03 2351 G8FC/P        599 0143   RM1T          599 0531
QSO:   3512  CW 2017-06-03 2353 G8FC/P        599 0144   DM4G/P        599 0282
QSO:   3513  CW 2017-06-03 2354 G8FC/P        599 0145   DL0IL/P       599 0509
QSO:   3514  CW 2017-06-03 2357 G8FC/P        599 0146   ON6CK/P       599 0528
QSO:   3516  CW 2017-06-04 0001 G8FC/P        599 0147   DR3X/P        599 0459
QSO:   3517  CW 2017-06-04 0004 G8FC/P        599 0148   F6KUF/P       599 0279
QSO:   3520  CW 2017-06-04 0006 G8FC/P        599 0149   PI4AMF/P      599 0550
QSO:   3520  CW 2017-06-04 0007 G8FC/P        599 0150   DL0FU/P       599 0566
QSO:   3524  CW 2017-06-04 0011 G8FC/P        599 0151   DL0OVA/P      599 0250
QSO:   3527  CW 2017-06-04 0017 G8FC/P        599 0152   DF0A/P        599 0453
QSO:   3528  CW 2017-06-04 0018 G8FC/P        599 0153   HB9CVQ        599 0226
QSO:   3528  CW 2017-06-04 0019 G8FC/P        599 0154   DK0ED/P       599 0439
QSO:   3529  CW 2017-06-04 0021 G8FC/P        599 0155   OK1KMU/P      599 0419
QSO:   3533  CW 2017-06-04 0027 G8FC/P        599 0156   RT3N          599 0359
QSO:   3533  CW 2017-06-04 0029 G8FC/P        599 0157   RM2D          599 0310
QSO:   3536  CW 2017-06-04 0031 G8FC/P        599 0158   ON6LL/P       599 0275
QSO:   1800  CW 2017-06-04 0032 G8FC/P        599 0159   OF5C/P        599 0186
QSO:   1800  CW 2017-06-04 0035 G8FC/P        599 0160   G3WRR/P       599 0385
QSO:   1800  CW 2017-06-04 0036 G8FC/P        599 0161   S53Q          599 0191
QSO:   1800  CW 2017-06-04 0042 G8FC/P        599 0162   ON6MS/P       599 0504
QSO:   1800  CW 2017-06-04 0043 G8FC/P        599 0163   DL0MW/P       599 0517
QSO:   1800  CW 2017-06-04 0049 G8FC/P        599 0164   DP6M/P        599 0620
QSO:   3500  CW 2017-06-04 0113 G8FC/P        599 0165   M0P/P         599 0331
QSO:   3500  CW 2017-06-04 0118 G8FC/P        599 0166   DL9W/P        599 0466
QSO:   3500  CW 2017-06-04 0123 G8FC/P        599 0167   DF0HO/P       599 0319
QSO:   3500  CW 2017-06-04 0126 G8FC/P        599 0168   DK0EP/P       599 0453
QSO:   3500  CW 2017-06-04 0128 G8FC/P        599 0169   S59BCC/P      599 0839
QSO:   3500  CW 2017-06-04 0131 G8FC/P        599 0170   DL0CS/P       599 0655
QSO:   3500  CW 2017-06-04 0133 G8FC/P        599 0171   DF0TX/P       599 0501
QSO:   3500  CW 2017-06-04 0136 G8FC/P        599 0172   F5IN          599 0414
QSO:   3500  CW 2017-06-04 0141 G8FC/P        599 0173   S59DZA/P      599 0504
QSO:   3500  CW 2017-06-04 0144 G8FC/P        599 0174   EW5C/P        599 0590
QSO:   3500  CW 2017-06-04 0146 G8FC/P        599 0175   DL0C/P        599 0432
QSO:   3500  CW 2017-06-04 0148 G8FC/P        599 0176   DP4M/P        599 0457
QSO:   3500  CW 2017-06-04 0152 G8FC/P        599 0177   GI3XRQ/P      599 0443
QSO:   3500  CW 2017-06-04 0156 G8FC/P        599 0178   ON4JX/P       599 0396
QSO:   3500  CW 2017-06-04 0201 G8FC/P        599 0179   DA3X/P        599 0490
QSO:   3500  CW 2017-06-04 0207 G8FC/P        599 0180   DJ6OZ/P       599 0265
QSO:   1800  CW 2017-06-04 0225 G8FC/P        599 0181   G8QR/P        599 0510
QSO:   1800  CW 2017-06-04 0232 G8FC/P        599 0182   G6MC/P        599 0661
QSO:   1800  CW 2017-06-04 0234 G8FC/P        599 0183   M2A/P         599 0765
QSO:   1800  CW 2017-06-04 0236 G8FC/P        599 0184   DL0GD/P       599 0506
QSO:   3500  CW 2017-06-04 0252 G8FC/P        599 0185   DL0JV/P       599 0417
QSO:   3521  CW 2017-06-04 0333 G8FC/P        599 0186   DF0SO/P       599 0370
QSO:   3523  CW 2017-06-04 0337 G8FC/P        599 0187   DL5ANS/P      599 0204
QSO:   3524  CW 2017-06-04 0339 G8FC/P        599 0188   M3W/P         599 0584
QSO:   7012  CW 2017-06-04 0344 G8FC/P        599 0189   DL0C/P        599 0488
QSO:   7013  CW 2017-06-04 0347 G8FC/P        599 0190   R1AT          599 0319
QSO:   7014  CW 2017-06-04 0355 G8FC/P        599 0191   GU4YOX/P      599 0578
QSO:   7015  CW 2017-06-04 0358 G8FC/P        599 0192   ER3R/P        599 0736
QSO:   7016  CW 2017-06-04 0401 G8FC/P        599 0193   K3ZO          599 0128
QSO:   7017  CW 2017-06-04 0406 G8FC/P        599 0194   DK0EP/P       599 0544
QSO:   14037 CW 2017-06-04 0410 G8FC/P        599 0195   RT5G          599 0498
QSO:   7019  CW 2017-06-04 0416 G8FC/P        599 0196   DL0BL/P       599 0507
QSO:   7019  CW 2017-06-04 0418 G8FC/P        599 0197   EW5C/P        599 0673
QSO:   7020  CW 2017-06-04 0421 G8FC/P        599 0198   YO2CEQ        599 0092
QSO:   7021  CW 2017-06-04 0423 G8FC/P        599 0199   DF0A/P        599 0623
QSO:   7021  CW 2017-06-04 0425 G8FC/P        599 0200   UA7GO         599 0014
QSO:   7022  CW 2017-06-04 0429 G8FC/P        599 0201   R3YC          599 0326
QSO:   7022  CW 2017-06-04 0430 G8FC/P        599 0202   OK1AY         599 0180
QSO:   7023  CW 2017-06-04 0432 G8FC/P        599 0203   G5XV/P        599 0440
QSO:   7024  CW 2017-06-04 0434 G8FC/P        599 0204   E7VX          599 0068
QSO:   7024  CW 2017-06-04 0437 G8FC/P        599 0205   F5IN          599 0588
QSO:   7024  CW 2017-06-04 0440 G8FC/P        599 0206   DL0CS/P       599 0823
QSO:   7024  CW 2017-06-04 0442 G8FC/P        599 0207   DR7B/P        599 0880
QSO:   7028  CW 2017-06-04 0445 G8FC/P        599 0208   ON4JX/P       599 0481
QSO:   7029  CW 2017-06-04 0450 G8FC/P        599 0209   R3OR/P        599 0254
QSO:   7030  CW 2017-06-04 0452 G8FC/P        599 0210   DL0HN/P       599 0708
QSO:   7031  CW 2017-06-04 0454 G8FC/P        599 0211   EZ7W          599 0042
QSO:   7032  CW 2017-06-04 0457 G8FC/P        599 0212   DL0W/P        599 0595
QSO:   7032  CW 2017-06-04 0459 G8FC/P        599 0213   DL0ABT/P      599 0201
QSO:   7010  CW 2017-06-04 0514 G8FC/P        599 0214   DL0MW/P       599 0679
QSO:   7010  CW 2017-06-04 0519 G8FC/P        599 0215   DL0FU/P       599 0780
QSO:   7014  CW 2017-06-04 0521 G8FC/P        599 0216   DF0ND/P       599 0597
QSO:   7000  CW 2017-06-04 0528 G8FC/P        599 0217   DL0HIL/P      599 0430
QSO:   7019  CW 2017-06-04 0546 G8FC/P        599 0218   HG7T          599 0636
QSO:   7020  CW 2017-06-04 0548 G8FC/P        599 0219   G0FBB/P       599 0498
QSO:   7020  CW 2017-06-04 0549 G8FC/P        599 0220   PA4M/P        599 0101
QSO:   7021  CW 2017-06-04 0552 G8FC/P        599 0221   HB9AJ/P       599 0520
QSO:   7021  CW 2017-06-04 0554 G8FC/P        599 0222   HB9BS/P       599 0320
QSO:   7022  CW 2017-06-04 0558 G8FC/P        599 0223   YL2QN/P       599 0022
QSO:   7024  CW 2017-06-04 0602 G8FC/P        599 0224   DF0TX/P       599 0642
QSO:   7025  CW 2017-06-04 0605 G8FC/P        599 0225   YL2TD/P       599 0031
QSO:   7028  CW 2017-06-04 0607 G8FC/P        599 0226   HA6NL/P       599 0278
QSO:   7014  CW 2017-06-04 0621 G8FC/P        599 0227   G3RCV/P       599 0714
QSO:   7014  CW 2017-06-04 0626 G8FC/P        599 0228   YL3CW         599 0229
QSO:   7015  CW 2017-06-04 0628 G8FC/P        599 0229   DF0HO/P       599 0456
QSO:   7015  CW 2017-06-04 0631 G8FC/P        599 0230   DJ7AO/P       599 0012
QSO:   7018  CW 2017-06-04 0637 G8FC/P        599 0231   GM2MP/P       599 0877
QSO:   7018  CW 2017-06-04 0640 G8FC/P        599 0232   GW0AAA/P      599 0619
QSO:   7024  CW 2017-06-04 0650 G8FC/P        599 0233   LY6A          599 0241
QSO:   7025  CW 2017-06-04 0651 G8FC/P        599 0234   DK0IU/P       599 0239
QSO:   14004 CW 2017-06-04 0703 G8FC/P        599 0235   YL5X          599 0298
QSO:   14010 CW 2017-06-04 0706 G8FC/P        599 0236   F6KUF/P       599 0491
QSO:   14015 CW 2017-06-04 0710 G8FC/P        599 0237   R9PA          599 0166
QSO:   14000 CW 2017-06-04 0716 G8FC/P        599 0238   PA3EZC/P      599 0188
QSO:   14023 CW 2017-06-04 0719 G8FC/P        599 0239   S53Q          599 0340
QSO:   14000 CW 2017-06-04 0720 G8FC/P        599 0240   OF5C/P        599 0337
QSO:   14028 CW 2017-06-04 0722 G8FC/P        599 0241   RT4M          599 0449
QSO:   14031 CW 2017-06-04 0724 G8FC/P        599 0242   YL2QN/P       599 0110
QSO:   14034 CW 2017-06-04 0732 G8FC/P        599 0243   DM2M/P        599 0199
QSO:   14039 CW 2017-06-04 0738 G8FC/P        599 0244   D1DNR/P       599 0411
QSO:   21034 CW 2017-06-04 0747 G8FC/P        599 0245   LY1DZ         599 0579
QSO:   21030 CW 2017-06-04 0751 G8FC/P        599 0246   9A1AA         599 0995
QSO:   21023 CW 2017-06-04 0757 G8FC/P        599 0247   OM7LW         599 0369
QSO:   21021 CW 2017-06-04 0758 G8FC/P        599 0248   HA6NL/P       599 0410
QSO:   21020 CW 2017-06-04 0804 G8FC/P        599 0249   UR7GO         599 1154
QSO:   21016 CW 2017-06-04 0808 G8FC/P        599 0250   LA2SFA        599 0193
QSO:   28000 CW 2017-06-04 0811 G8FC/P        599 0251   S51TA         599 0270
QSO:   28016 CW 2017-06-04 0813 G8FC/P        599 0252   LZ6C          599 0938
QSO:   28020 CW 2017-06-04 0819 G8FC/P        599 0253   S50BCC/P      599 1290
QSO:   28031 CW 2017-06-04 0829 G8FC/P        599 0254   HA6NL/P       599 0446
QSO:   21012 CW 2017-06-04 0832 G8FC/P        599 0255   R0QA          599 0233
QSO:   21000 CW 2017-06-04 0834 G8FC/P        599 0256   DL0LA/P       599 0979
QSO:   21022 CW 2017-06-04 0840 G8FC/P        599 0257   DK0ED/P       599 0700
QSO:   21040 CW 2017-06-04 0844 G8FC/P        599 0258   HA8TP         599 0316
QSO:   14044 CW 2017-06-04 0853 G8FC/P        599 0259   UW6M/P        599 0572
QSO:   14034 CW 2017-06-04 0902 G8FC/P        599 0260   DK0U/P        599 1011
QSO:   14035 CW 2017-06-04 0906 G8FC/P        599 0261   OM7LW         599 0445
QSO:   14036 CW 2017-06-04 0909 G8FC/P        599 0262   DK0MN/P       599 0888
QSO:   14039 CW 2017-06-04 0911 G8FC/P        599 0263   RT2F          599 0223
QSO:   14041 CW 2017-06-04 0914 G8FC/P        599 0264   HA8TP         599 0343
QSO:   7007  CW 2017-06-04 0920 G8FC/P        599 0265   OK2QA/P       599 0139
QSO:   7010  CW 2017-06-04 0926 G8FC/P        599 0266   ON6LL/P       599 0420
QSO:   7012  CW 2017-06-04 0929 G8FC/P        599 0267   PA3EZC/P      599 0364
QSO:   7014  CW 2017-06-04 0931 G8FC/P        599 0268   G3UES/P       599 0661
QSO:   7021  CW 2017-06-04 0940 G8FC/P        599 0269   F5NBX         599 0151
QSO:   7027  CW 2017-06-04 0943 G8FC/P        599 0270   DJ8EW         599 0088
QSO:   14038 CW 2017-06-04 0946 G8FC/P        599 0271   EI5GM/P       599 0138
QSO:   7011  CW 2017-06-04 0957 G8FC/P        599 0272   F/ON6JUN/P    599 0221
QSO:   7000  CW 2017-06-04 1000 G8FC/P        599 0273   DL0PDM/P      599 0532
QSO:   7028  CW 2017-06-04 1013 G8FC/P        599 0274   G6XN/P        599 0053
QSO:   21000 CW 2017-06-04 1023 G8FC/P        599 0275   G3TBK/P       599 1113
QSO:   21000 CW 2017-06-04 1026 G8FC/P        599 0276   S50BCC/P      599 1460
QSO:   21018 CW 2017-06-04 1029 G8FC/P        599 0277   DM2X/P        599 0870
QSO:   21020 CW 2017-06-04 1032 G8FC/P        599 0278   F5NBX         599 0231
QSO:   21021 CW 2017-06-04 1035 G8FC/P        599 0279   RC9A          599 0645
QSO:   21028 CW 2017-06-04 1045 G8FC/P        599 0280   DM2O/P        599 0265
QSO:   21035 CW 2017-06-04 1052 G8FC/P        599 0281   DL0KF/P       599 0474
QSO:   21036 CW 2017-06-04 1053 G8FC/P        599 0282   DK0U/P        599 1110
QSO:   14037 CW 2017-06-04 1100 G8FC/P        599 0283   OK1OPT/P      599 0457
QSO:   14037 CW 2017-06-04 1101 G8FC/P        599 0284   IK2SND        599 0144
QSO:   14035 CW 2017-06-04 1105 G8FC/P        599 0285   R3AQ/P        599 0405
QSO:   14034 CW 2017-06-04 1107 G8FC/P        599 0286   RO5F          599 0078
QSO:   14033 CW 2017-06-04 1108 G8FC/P        599 0287   G0IVR/P       599 0521
QSO:   28000 CW 2017-06-04 1112 G8FC/P        599 0288   DL9W/P        599 0789
QSO:   28027 CW 2017-06-04 1114 G8FC/P        599 0289   DK0MN/P       599 0996
QSO:   28033 CW 2017-06-04 1117 G8FC/P        599 0290   DL3MBE        599 0022
QSO:   28033 CW 2017-06-04 1117 G8FC/P        599 0291   HB9JOE/P      599 0030
QSO:   28033 CW 2017-06-04 1119 G8FC/P        599 0292   LA8HGA        599 0378
QSO:   28033 CW 2017-06-04 1120 G8FC/P        599 0293   9A2N          599 0026
QSO:   28033 CW 2017-06-04 1122 G8FC/P        599 0294   IZ3SQW        599 0181
QSO:   28033 CW 2017-06-04 1126 G8FC/P        599 0295   OE/DJ7R/P     599 0041
QSO:   28033 CW 2017-06-04 1127 G8FC/P        599 0296   DJ1OJ         599 0145
QSO:   28009 CW 2017-06-04 1131 G8FC/P        599 0297   HB9DAX        599 0645
QSO:   28014 CW 2017-06-04 1136 G8FC/P        599 0298   SN5T/P        599 1005
QSO:   28000 CW 2017-06-04 1139 G8FC/P        599 0299   G3TBK/P       599 1209
QSO:   28026 CW 2017-06-04 1142 G8FC/P        599 0300   HG7T          599 0963
QSO:   28027 CW 2017-06-04 1144 G8FC/P        599 0301   EW1WH         599 0202
QSO:   28028 CW 2017-06-04 1148 G8FC/P        599 0302   EU1WW/P       599 0756
