START-OF-LOG: 3.0
CREATED-BY: QARTest 2.8.7
CONTEST: CQ-WW-RTTY
CALLSIGN: IK2XDE
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-MODE: RTTY
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 689500
NAME: Andrea Bernardo
OPERATORS: IK2XDE
CLUB: ARI Lomazzo - Project Dx Team
SOAPBOX: Nice contest, only 100W with my IC-738 and a new antenna OB11-3
QSO:  7000 RY 2012-09-29 0509 IK2XDE        599 15 DX  CR2X          599 14 DX
QSO:  7000 RY 2012-09-29 0511 IK2XDE        599 15 DX  SP4YPB        599 15 DX
QSO:  7000 RY 2012-09-29 0511 IK2XDE        599 15 DX  OH2ET         599 15 DX
QSO:  7000 RY 2012-09-29 0512 IK2XDE        599 15 DX  N9AW          599 04 WI
QSO:  7000 RY 2012-09-29 0513 IK2XDE        599 15 DX  DD1JN         599 14 DX
QSO:  7000 RY 2012-09-29 0515 IK2XDE        599 15 DX  VA2AM         599 05 QC
QSO:  7000 RY 2012-09-29 0516 IK2XDE        599 15 DX  LN5O          599 14 DX
QSO:  7000 RY 2012-09-29 0517 IK2XDE        599 15 DX  DP9A          599 14 DX
QSO:  7000 RY 2012-09-29 0517 IK2XDE        599 15 DX  CR3L          599 33 DX
QSO:  7000 RY 2012-09-29 0518 IK2XDE        599 15 DX  PI4Z          599 14 DX
QSO:  7000 RY 2012-09-29 0519 IK2XDE        599 15 DX  EE2K          599 14 DX
QSO:  7000 RY 2012-09-29 0520 IK2XDE        599 15 DX  GW4SKA        599 14 DX
QSO:  7000 RY 2012-09-29 0522 IK2XDE        599 15 DX  Z33F          599 15 DX
QSO:  7000 RY 2012-09-29 0522 IK2XDE        599 15 DX  N2PA          599 05 NY
QSO:  7000 RY 2012-09-29 0523 IK2XDE        599 15 DX  WJ4N          599 05 FL
QSO:  7000 RY 2012-09-29 0524 IK2XDE        599 15 DX  AB4GG         599 04 TN
QSO:  7000 RY 2012-09-29 0525 IK2XDE        599 15 DX  VA1UP         599 05 QC
QSO:  7000 RY 2012-09-29 0528 IK2XDE        599 15 DX  OZ2TF         599 14 DX
QSO:  7000 RY 2012-09-29 0529 IK2XDE        599 15 DX  ED3A          599 14 DX
QSO:  7000 RY 2012-09-29 0530 IK2XDE        599 15 DX  EA3GLB        599 14 DX
QSO:  7000 RY 2012-09-29 0530 IK2XDE        599 15 DX  9A1A          599 15 DX
QSO:  7000 RY 2012-09-29 0531 IK2XDE        599 15 DX  M2G           599 14 DX
QSO:  7000 RY 2012-09-29 0532 IK2XDE        599 15 DX  DH6BH         599 14 DX
QSO:  7000 RY 2012-09-29 0533 IK2XDE        599 15 DX  PI4CG         599 14 DX
QSO:  7000 RY 2012-09-29 0535 IK2XDE        599 15 DX  IQ2CJ         599 15 DX
QSO:  7000 RY 2012-09-29 0536 IK2XDE        599 15 DX  OL3Z          599 15 DX
QSO:  7000 RY 2012-09-29 0538 IK2XDE        599 15 DX  PD5T          599 14 DX
QSO:  7000 RY 2012-09-29 0540 IK2XDE        599 15 DX  HB9DHG        599 14 DX
QSO:  7000 RY 2012-09-29 0540 IK2XDE        599 15 DX  DQ4W          599 14 DX
QSO:  7000 RY 2012-09-29 0542 IK2XDE        599 15 DX  DL6DCD        599 14 DX
QSO:  7000 RY 2012-09-29 0544 IK2XDE        599 15 DX  LA7HJA        599 14 DX
QSO:  7000 RY 2012-09-29 0545 IK2XDE        599 15 DX  PA7LV         599 14 DX
QSO:  7000 RY 2012-09-29 0546 IK2XDE        599 15 DX  TF2RR         599 40 DX
QSO:  7000 RY 2012-09-29 0546 IK2XDE        599 15 DX  PI4W          599 14 DX
QSO:  7000 RY 2012-09-29 0547 IK2XDE        599 15 DX  AC8Y          599 05 VA
QSO:  7000 RY 2012-09-29 0549 IK2XDE        599 15 DX  DD2ML         599 14 DX
QSO:  7000 RY 2012-09-29 0550 IK2XDE        599 15 DX  OK1KLS        599 15 DX
QSO:  7000 RY 2012-09-29 0550 IK2XDE        599 15 DX  DL0CS         599 14 DX
QSO:  7000 RY 2012-09-29 0551 IK2XDE        599 15 DX  LX7I          599 14 DX
QSO:  7000 RY 2012-09-29 0552 IK2XDE        599 15 DX  DD1A          599 14 DX
QSO: 28000 RY 2012-09-29 0944 IK2XDE        599 15 DX  RW4PFF        599 16 DX
QSO: 28000 RY 2012-09-29 0945 IK2XDE        599 15 DX  OH8X          599 15 DX
QSO: 28000 RY 2012-09-29 0951 IK2XDE        599 15 DX  RW0A          599 18 DX
QSO: 28000 RY 2012-09-29 0952 IK2XDE        599 15 DX  EA8URL        599 33 DX
QSO: 28000 RY 2012-09-29 0953 IK2XDE        599 15 DX  RA0ACM        599 18 DX
QSO: 28000 RY 2012-09-29 0954 IK2XDE        599 15 DX  EF8M          599 33 DX
QSO: 28000 RY 2012-09-29 0955 IK2XDE        599 15 DX  UA0AGI        599 18 DX
QSO: 28000 RY 2012-09-29 1002 IK2XDE        599 15 DX  UA9XL         599 17 DX
QSO: 28000 RY 2012-09-29 1003 IK2XDE        599 15 DX  DF9ZP         599 14 DX
QSO: 28000 RY 2012-09-29 1004 IK2XDE        599 15 DX  UN7JX         599 17 DX
QSO: 28000 RY 2012-09-29 1005 IK2XDE        599 15 DX  A60A          599 21 DX
QSO: 28000 RY 2012-09-29 1010 IK2XDE        599 15 DX  RW4W          599 16 DX
QSO: 28000 RY 2012-09-29 1011 IK2XDE        599 15 DX  IW2NRI        599 15 DX
QSO: 28000 RY 2012-09-29 1012 IK2XDE        599 15 DX  UA4NCI        599 16 DX
QSO: 28000 RY 2012-09-29 1018 IK2XDE        599 15 DX  EA8AQV        599 33 DX
QSO: 28000 RY 2012-09-29 1023 IK2XDE        599 15 DX  JH4UYB        599 25 DX
QSO: 28000 RY 2012-09-29 1026 IK2XDE        599 15 DX  RA6C          599 16 DX
QSO: 28000 RY 2012-09-29 1029 IK2XDE        599 15 DX  I2VGW         599 15 DX
QSO: 28000 RY 2012-09-29 1030 IK2XDE        599 15 DX  TF2RR         599 40 DX
QSO: 28000 RY 2012-09-29 1035 IK2XDE        599 15 DX  JA5EXW        599 25 DX
QSO: 28000 RY 2012-09-29 1037 IK2XDE        599 15 DX  JA2FSM        599 25 DX
QSO: 28000 RY 2012-09-29 1037 IK2XDE        599 15 DX  JM1XCW        599 25 DX
QSO: 28000 RY 2012-09-29 1038 IK2XDE        599 15 DX  EA8CNB        599 33 DX
QSO: 28000 RY 2012-09-29 1039 IK2XDE        599 15 DX  RA0WHE        599 18 DX
QSO: 28000 RY 2012-09-29 1040 IK2XDE        599 15 DX  R9UG          599 18 DX
QSO: 28000 RY 2012-09-29 1041 IK2XDE        599 15 DX  CR3L          599 33 DX
QSO: 28000 RY 2012-09-29 1042 IK2XDE        599 15 DX  JL1QOC        599 25 DX
QSO: 28000 RY 2012-09-29 1044 IK2XDE        599 15 DX  JE1ZWT        599 25 DX
QSO: 28000 RY 2012-09-29 1046 IK2XDE        599 15 DX  JA1OVD        599 25 DX
QSO: 28000 RY 2012-09-29 1048 IK2XDE        599 15 DX  RK4S          599 16 DX
QSO: 28000 RY 2012-09-29 1049 IK2XDE        599 15 DX  IQ2CJ         599 15 DX
QSO: 28000 RY 2012-09-29 1052 IK2XDE        599 15 DX  RG9A          599 17 DX
QSO: 28000 RY 2012-09-29 1052 IK2XDE        599 15 DX  EE8O          599 33 DX
QSO: 28000 RY 2012-09-29 1054 IK2XDE        599 15 DX  EA8MT         599 33 DX
QSO: 28000 RY 2012-09-29 1055 IK2XDE        599 15 DX  JA1BPA        599 25 DX
QSO: 28000 RY 2012-09-29 1103 IK2XDE        599 15 DX  IK2YSJ        599 15 DX
QSO: 28000 RY 2012-09-29 1103 IK2XDE        599 15 DX  RA6HSM        599 16 DX
QSO: 28000 RY 2012-09-29 1107 IK2XDE        599 15 DX  OK1EP         599 15 DX
QSO: 28000 RY 2012-09-29 1108 IK2XDE        599 15 DX  RD0A          599 18 DX
QSO: 28000 RY 2012-09-29 1139 IK2XDE        599 15 DX  4Z5CP         599 20 DX
QSO: 28000 RY 2012-09-29 1140 IK2XDE        599 15 DX  UA4FQI        599 16 DX
QSO: 28000 RY 2012-09-29 1144 IK2XDE        599 15 DX  K6ND          599 05 MA
QSO: 28000 RY 2012-09-29 1145 IK2XDE        599 15 DX  NR4M          599 05 VA
QSO: 28000 RY 2012-09-29 1150 IK2XDE        599 15 DX  OD5PY         599 20 DX
QSO: 28000 RY 2012-09-29 1150 IK2XDE        599 15 DX  RK4WWQ        599 16 DX
QSO: 28000 RY 2012-09-29 1156 IK2XDE        599 15 DX  LS1D          599 13 DX
QSO: 28000 RY 2012-09-29 1202 IK2XDE        599 15 DX  VA3DX         599 04 ON
QSO: 28000 RY 2012-09-29 1203 IK2XDE        599 15 DX  VE9DX         599 05 NB
QSO: 28000 RY 2012-09-29 1204 IK2XDE        599 15 DX  VU2LBW        599 22 DX
QSO: 28000 RY 2012-09-29 1210 IK2XDE        599 15 DX  ZZ2T          599 11 DX
QSO: 28000 RY 2012-09-29 1216 IK2XDE        599 15 DX  5U5U          599 35 DX
QSO: 28000 RY 2012-09-29 1220 IK2XDE        599 15 DX  LT0H          599 13 DX
QSO: 28000 RY 2012-09-29 1221 IK2XDE        599 15 DX  RN4SN         599 16 DX
QSO: 28000 RY 2012-09-29 1222 IK2XDE        599 15 DX  CO2CW         599 08 DX
QSO: 28000 RY 2012-09-29 1223 IK2XDE        599 15 DX  K4GMH         599 05 VA
QSO: 28000 RY 2012-09-29 1224 IK2XDE        599 15 DX  VY2SS         599 05 PE
QSO: 28000 RY 2012-09-29 1227 IK2XDE        599 15 DX  W1UE          599 05 MA
QSO: 28000 RY 2012-09-29 1228 IK2XDE        599 15 DX  HG7T          599 15 DX
QSO: 28000 RY 2012-09-29 1228 IK2XDE        599 15 DX  DL0WW         599 14 DX
QSO: 28000 RY 2012-09-29 1230 IK2XDE        599 15 DX  KS1J          599 05 RI
QSO: 28000 RY 2012-09-29 1232 IK2XDE        599 15 DX  UA4CI         599 16 DX
QSO: 28000 RY 2012-09-29 1234 IK2XDE        599 15 DX  K1SFA         599 05 MA
QSO: 28000 RY 2012-09-29 1235 IK2XDE        599 15 DX  UA4FBG        599 16 DX
QSO: 28000 RY 2012-09-29 1237 IK2XDE        599 15 DX  W1DX          599 05 CT
QSO: 28000 RY 2012-09-29 1240 IK2XDE        599 15 DX  K3WI          599 05 MD
QSO: 28000 RY 2012-09-29 1245 IK2XDE        599 15 DX  K4FX          599 05 NC
QSO: 28000 RY 2012-09-29 1246 IK2XDE        599 15 DX  K4FJ          599 05 VA
QSO: 28000 RY 2012-09-29 1246 IK2XDE        599 15 DX  UA4ALI        599 16 DX
QSO: 28000 RY 2012-09-29 1251 IK2XDE        599 15 DX  KU1T          599 05 WV
QSO: 28000 RY 2012-09-29 1253 IK2XDE        599 15 DX  AA3B          599 05 PA
QSO: 28000 RY 2012-09-29 1255 IK2XDE        599 15 DX  NY2GB         599 05 NY
QSO: 28000 RY 2012-09-29 1256 IK2XDE        599 15 DX  VP2V/AA7V     599 08 DX
QSO: 28000 RY 2012-09-29 1257 IK2XDE        599 15 DX  W2YC          599 05 NJ
QSO: 28000 RY 2012-09-29 1303 IK2XDE        599 15 DX  N2MM          599 05 NJ
QSO: 28000 RY 2012-09-29 1313 IK2XDE        599 15 DX  N7US          599 04 IL
QSO: 28000 RY 2012-09-29 1315 IK2XDE        599 15 DX  KD9MS         599 04 IL
QSO: 28000 RY 2012-09-29 1317 IK2XDE        599 15 DX  VE3EY         599 04 ON
QSO: 28000 RY 2012-09-29 1319 IK2XDE        599 15 DX  PY2NZ         599 11 DX
QSO: 28000 RY 2012-09-29 1323 IK2XDE        599 15 DX  A65BP         599 21 DX
QSO: 28000 RY 2012-09-29 1325 IK2XDE        599 15 DX  UA4M          599 16 DX
QSO: 28000 RY 2012-09-29 1328 IK2XDE        599 15 DX  W9OA/9        599 04 WI
QSO: 28000 RY 2012-09-29 1330 IK2XDE        599 15 DX  KI1G          599 05 RI
QSO: 28000 RY 2012-09-29 1331 IK2XDE        599 15 DX  PX2V          599 11 DX
QSO: 28000 RY 2012-09-29 1333 IK2XDE        599 15 DX  E21YDP        599 26 DX
QSO: 21000 RY 2012-09-29 1348 IK2XDE        599 15 DX  EF8M          599 33 DX
QSO: 21000 RY 2012-09-29 1349 IK2XDE        599 15 DX  UA5F          599 16 DX
QSO: 21000 RY 2012-09-29 1350 IK2XDE        599 15 DX  N1SV          599 05 MA
QSO: 21000 RY 2012-09-29 1351 IK2XDE        599 15 DX  NA4M          599 04 TX
QSO: 21000 RY 2012-09-29 1353 IK2XDE        599 15 DX  NX9G          599 04 IL
QSO: 21000 RY 2012-09-29 1353 IK2XDE        599 15 DX  UR0HQ         599 16 DX
QSO: 21000 RY 2012-09-29 1354 IK2XDE        599 15 DX  CS5CRE        599 14 DX
QSO: 21000 RY 2012-09-29 1355 IK2XDE        599 15 DX  CR3L          599 33 DX
QSO: 21000 RY 2012-09-29 1359 IK2XDE        599 15 DX  KY7M          599 03 AZ
QSO: 21000 RY 2012-09-29 1401 IK2XDE        599 15 DX  W4GKM         599 04 TN
QSO: 21000 RY 2012-09-29 1403 IK2XDE        599 15 DX  RK3DXW        599 16 DX
QSO: 21000 RY 2012-09-29 1404 IK2XDE        599 15 DX  N3CHX         599 05 PA
QSO: 21000 RY 2012-09-29 1405 IK2XDE        599 15 DX  N5KWN         599 04 TX
QSO: 21000 RY 2012-09-29 1407 IK2XDE        599 15 DX  AB1J/9        599 04 IN
QSO: 21000 RY 2012-09-29 1409 IK2XDE        599 15 DX  W0KIT         599 04 CO
QSO: 21000 RY 2012-09-29 1411 IK2XDE        599 15 DX  K5DHY         599 04 TX
QSO: 21000 RY 2012-09-29 1412 IK2XDE        599 15 DX  W4JSI         599 04 AL
QSO: 21000 RY 2012-09-29 1414 IK2XDE        599 15 DX  RX3ZX         599 16 DX
QSO: 21000 RY 2012-09-29 1414 IK2XDE        599 15 DX  UR5QA         599 16 DX
QSO: 21000 RY 2012-09-29 1415 IK2XDE        599 15 DX  K0IR          599 04 MN
QSO: 21000 RY 2012-09-29 1416 IK2XDE        599 15 DX  N0NI          599 04 IA
QSO: 21000 RY 2012-09-29 1417 IK2XDE        599 15 DX  EE7T          599 14 DX
QSO: 21000 RY 2012-09-29 1418 IK2XDE        599 15 DX  UW8I          599 16 DX
QSO: 21000 RY 2012-09-29 1428 IK2XDE        599 15 DX  LX7I          599 14 DX
QSO: 21000 RY 2012-09-29 1429 IK2XDE        599 15 DX  W7CT          599 03 UT
QSO: 21000 RY 2012-09-29 1433 IK2XDE        599 15 DX  UX7QV         599 16 DX
QSO: 21000 RY 2012-09-29 1436 IK2XDE        599 15 DX  P49X          599 09 DX
QSO: 21000 RY 2012-09-29 1440 IK2XDE        599 15 DX  RA9SGV        599 16 DX
QSO: 21000 RY 2012-09-29 1441 IK2XDE        599 15 DX  AG4W          599 04 AL
QSO: 21000 RY 2012-09-29 1442 IK2XDE        599 15 DX  VE2FK         599 05 QC
QSO: 21000 RY 2012-09-29 1444 IK2XDE        599 15 DX  K4FJ          599 05 VA
QSO: 21000 RY 2012-09-29 1449 IK2XDE        599 15 DX  KI6VC         599 03 CA
QSO: 21000 RY 2012-09-29 1450 IK2XDE        599 15 DX  UU7J          599 16 DX
QSO: 21000 RY 2012-09-29 1451 IK2XDE        599 15 DX  ZC4LI         599 20 DX
QSO: 21000 RY 2012-09-29 1452 IK2XDE        599 15 DX  UY5AA         599 16 DX
QSO: 21000 RY 2012-09-29 1453 IK2XDE        599 15 DX  AA5AU         599 04 LA
QSO: 21000 RY 2012-09-29 1454 IK2XDE        599 15 DX  5B4AIF        599 20 DX
QSO: 21000 RY 2012-09-29 1455 IK2XDE        599 15 DX  N3GH          599 05 PA
QSO: 21000 RY 2012-09-29 1455 IK2XDE        599 15 DX  RA3DX         599 16 DX
QSO: 21000 RY 2012-09-29 1456 IK2XDE        599 15 DX  R2UZ          599 16 DX
QSO: 21000 RY 2012-09-29 1457 IK2XDE        599 15 DX  EF7A          599 14 DX
QSO: 21000 RY 2012-09-29 1458 IK2XDE        599 15 DX  KC0W          599 04 ND
QSO: 21000 RY 2012-09-29 1459 IK2XDE        599 15 DX  9M2CNC        599 28 DX
QSO: 21000 RY 2012-09-29 1501 IK2XDE        599 15 DX  VE5MX         599 04 SK
QSO: 21000 RY 2012-09-29 1502 IK2XDE        599 15 DX  CR2X          599 14 DX
QSO: 21000 RY 2012-09-29 1503 IK2XDE        599 15 DX  EW1NM         599 16 DX
QSO: 21000 RY 2012-09-29 1504 IK2XDE        599 15 DX  W3KB          599 05 PA
QSO: 21000 RY 2012-09-29 1507 IK2XDE        599 15 DX  AD2TM         599 05 NY
QSO: 21000 RY 2012-09-29 1510 IK2XDE        599 15 DX  ER5LL         599 16 DX
QSO: 21000 RY 2012-09-29 1511 IK2XDE        599 15 DX  6V7X          599 35 DX
QSO: 21000 RY 2012-09-29 1517 IK2XDE        599 15 DX  K1SFA         599 05 MA
QSO: 21000 RY 2012-09-29 1518 IK2XDE        599 15 DX  LZ2JA         599 20 DX
QSO: 21000 RY 2012-09-29 1519 IK2XDE        599 15 DX  IK2SGL        599 15 DX
QSO: 21000 RY 2012-09-29 1520 IK2XDE        599 15 DX  IK2LOL        599 15 DX
QSO: 21000 RY 2012-09-29 1522 IK2XDE        599 15 DX  NR4M          599 05 VA
QSO: 21000 RY 2012-09-29 1523 IK2XDE        599 15 DX  UA0AYA        599 18 DX
QSO: 21000 RY 2012-09-29 1525 IK2XDE        599 15 DX  OH4A          599 15 DX
QSO: 21000 RY 2012-09-29 1525 IK2XDE        599 15 DX  OH7KNM        599 15 DX
QSO: 21000 RY 2012-09-29 1526 IK2XDE        599 15 DX  OH8X          599 15 DX
QSO: 21000 RY 2012-09-29 1527 IK2XDE        599 15 DX  K9OM          599 04 WI
QSO: 21000 RY 2012-09-29 1527 IK2XDE        599 15 DX  LA1K          599 14 DX
QSO: 21000 RY 2012-09-29 1529 IK2XDE        599 15 DX  YL2IP         599 15 DX
QSO: 21000 RY 2012-09-29 1532 IK2XDE        599 15 DX  CE3DNP        599 12 DX
QSO: 21000 RY 2012-09-29 1534 IK2XDE        599 15 DX  HZ1PS         599 21 DX
QSO: 21000 RY 2012-09-29 1535 IK2XDE        599 15 DX  ER4A          599 16 DX
QSO: 21000 RY 2012-09-29 1541 IK2XDE        599 15 DX  KA4RRU        599 05 VA
QSO: 21000 RY 2012-09-29 1541 IK2XDE        599 15 DX  SE2I          599 14 DX
QSO: 21000 RY 2012-09-29 1543 IK2XDE        599 15 DX  N0AT          599 04 MN
QSO: 21000 RY 2012-09-29 1544 IK2XDE        599 15 DX  VE6WQ         599 04 AB
QSO: 21000 RY 2012-09-29 1545 IK2XDE        599 15 DX  N1SNB         599 05 MA
QSO: 28000 RY 2012-09-29 1548 IK2XDE        599 15 DX  K1LT          599 04 OH
QSO: 28000 RY 2012-09-29 1549 IK2XDE        599 15 DX  KC2LST        599 05 NJ
QSO: 28000 RY 2012-09-29 1551 IK2XDE        599 15 DX  LU8EOT        599 13 DX
QSO: 28000 RY 2012-09-29 1556 IK2XDE        599 15 DX  UU7J          599 16 DX
QSO: 28000 RY 2012-09-29 1559 IK2XDE        599 15 DX  TR8CA         599 36 DX
QSO: 28000 RY 2012-09-29 1603 IK2XDE        599 15 DX  N0NI          599 04 IA
QSO: 28000 RY 2012-09-29 1603 IK2XDE        599 15 DX  W1PL          599 05 MA
QSO: 28000 RY 2012-09-29 1605 IK2XDE        599 15 DX  CT3DZ         599 33 DX
QSO: 28000 RY 2012-09-29 1607 IK2XDE        599 15 DX  W3YY          599 05 VA
QSO: 28000 RY 2012-09-29 1612 IK2XDE        599 15 DX  UA6GF         599 16 DX
QSO: 28000 RY 2012-09-29 1616 IK2XDE        599 15 DX  AC8Y          599 05 VA
QSO: 28000 RY 2012-09-29 1617 IK2XDE        599 15 DX  NE3H          599 05 PA
QSO: 28000 RY 2012-09-29 1618 IK2XDE        599 15 DX  N3WZR         599 05 MD
QSO: 28000 RY 2012-09-29 1622 IK2XDE        599 15 DX  P49X          599 09 DX
QSO: 28000 RY 2012-09-29 1623 IK2XDE        599 15 DX  IK2TDM        599 15 DX
QSO: 28000 RY 2012-09-29 1624 IK2XDE        599 15 DX  IT9HBT        599 15 DX
QSO: 28000 RY 2012-09-29 1626 IK2XDE        599 15 DX  IK2SGL        599 15 DX
QSO: 28000 RY 2012-09-29 1627 IK2XDE        599 15 DX  4L7O          599 21 DX
QSO: 28000 RY 2012-09-29 1628 IK2XDE        599 15 DX  W0LS          599 04 CO
QSO: 28000 RY 2012-09-29 1630 IK2XDE        599 15 DX  VE3EK         599 04 ON
QSO: 28000 RY 2012-09-29 1632 IK2XDE        599 15 DX  K9NR          599 04 IL
QSO: 28000 RY 2012-09-29 1634 IK2XDE        599 15 DX  DQ4W          599 14 DX
QSO: 28000 RY 2012-09-29 1635 IK2XDE        599 15 DX  CT3FQ         599 33 DX
QSO: 28000 RY 2012-09-29 1642 IK2XDE        599 15 DX  W7PP          599 03 AZ
QSO: 28000 RY 2012-09-29 1643 IK2XDE        599 15 DX  N2PA          599 05 NY
QSO: 28000 RY 2012-09-29 1653 IK2XDE        599 15 DX  PJ2/VE7SZ     599 09 DX
QSO: 28000 RY 2012-09-29 1654 IK2XDE        599 15 DX  IZ2ODM        599 15 DX
QSO: 28000 RY 2012-09-29 1658 IK2XDE        599 15 DX  PY2OE         599 11 DX
QSO: 28000 RY 2012-09-29 1700 IK2XDE        599 15 DX  P40G          599 09 DX
QSO: 28000 RY 2012-09-29 1701 IK2XDE        599 15 DX  EC8CQ         599 33 DX
QSO: 28000 RY 2012-09-29 1703 IK2XDE        599 15 DX  PY2DN         599 11 DX
QSO: 28000 RY 2012-09-29 1704 IK2XDE        599 15 DX  N6RO          599 03 CA
QSO: 28000 RY 2012-09-29 1705 IK2XDE        599 15 DX  D2QV          599 36 DX
QSO: 28000 RY 2012-09-29 1709 IK2XDE        599 15 DX  W0LSD         599 04 CO
QSO: 28000 RY 2012-09-29 1809 IK2XDE        599 15 DX  ZV2K          599 11 DX
QSO: 28000 RY 2012-09-29 1811 IK2XDE        599 15 DX  CR2X          599 14 DX
QSO: 28000 RY 2012-09-29 1815 IK2XDE        599 15 DX  KP4JFR        599 08 DX
QSO: 28000 RY 2012-09-29 1816 IK2XDE        599 15 DX  N5RZ          599 04 TX
QSO: 28000 RY 2012-09-29 1818 IK2XDE        599 15 DX  PY2NY         599 11 DX
QSO: 28000 RY 2012-09-29 1820 IK2XDE        599 15 DX  PY7XC         599 11 DX
