START-OF-LOG: 3.0
LOCATION: DX
CALLSIGN: HI8PJP
CLAIMED-SCORE:
CONTEST: CQ-WW-RTTY
CREATED-BY: Digital Master 780 v4.0 SP4
NAME: Pedro Mejias
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-BAND: 20M
CATEGORY-POWER: HIGH
CATEGORY-MODE: RTTY
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-STATION: FIXED
SOAPBOX: RADIO YAESU FT-450
SOAPBOX: ANTENNA MOSLEY MINI 33
SOAPBOX: TOKYO HY-POWER 200W
SOAPBOX:
SOAPBOX:
SOAPBOX:
SOAPBOX: VERY FUN CONTEST. BETTER CONDITIONS THAN LAST YEAR. SEE YOU NEXT YEAR.
QSO: 14000 RY 2012-09-30 0020 HI8PJP 599 08 DX DL0CS 599 14 DX
QSO: 14000 RY 2012-09-30 0021 HI8PJP 599 08 DX OE6MDF 599 15 DX
QSO: 14000 RY 2012-09-30 0022 HI8PJP 599 08 DX SV1JGX 599 20 DX
QSO: 14000 RY 2012-09-30 0023 HI8PJP 599 08 DX VA2UP 599 05 BC
QSO: 14000 RY 2012-09-30 0049 HI8PJP 599 08 DX N6HE 599 03 CA
QSO: 14000 RY 2012-09-30 0051 HI8PJP 599 08 DX K3GP 599 04 OH
QSO: 14000 RY 2012-09-30 0052 HI8PJP 599 08 DX KK7JS 599 04 TX
QSO: 14000 RY 2012-09-30 0053 HI8PJP 599 08 DX W9ILY 599 04 IL
QSO: 14000 RY 2012-09-30 0055 HI8PJP 599 08 DX DL2DIE 599 14 DX
QSO: 14000 RY 2012-09-30 0056 HI8PJP 599 08 DX N5PD 599 04 NS
QSO: 14000 RY 2012-09-30 0058 HI8PJP 599 08 DX RU6YK 599 16 DX
QSO: 14000 RY 2012-09-30 0100 HI8PJP 599 08 DX CO2AJ 599 08 DX
QSO: 14000 RY 2012-09-30 0105 HI8PJP 599 08 DX S57DX 599 15 DX
QSO: 14000 RY 2012-09-30 0111 HI8PJP 599 08 DX UA0AKX 599 18 DX
QSO: 14000 RY 2012-09-30 0112 HI8PJP 599 08 DX LZ5R 599 20 DX
QSO: 14000 RY 2012-09-30 0113 HI8PJP 599 08 DX W4UK 599 05 SC
QSO: 14000 RY 2012-09-30 0119 HI8PJP 599 08 DX ZZ2T 599 11 DX
QSO: 14000 RY 2012-09-30 0122 HI8PJP 599 08 DX E77TK 599 15 DX
QSO: 14000 RY 2012-09-30 0124 HI8PJP 599 08 DX NK7U 599 03 OR
QSO: 14000 RY 2012-09-30 0127 HI8PJP 599 08 DX WT6P/7 599 03 AZ
QSO: 14000 RY 2012-09-30 0129 HI8PJP 599 08 DX YT2R 599 15 DX
QSO: 14000 RY 2012-09-30 0136 HI8PJP 599 08 DX AA3B 599 05 PA
QSO: 14000 RY 2012-09-30 2028 HI8PJP 599 08 DX NP3D/W2 599 05 NY
QSO: 14000 RY 2012-09-30 2029 HI8PJP 599 08 DX HA8IE 599 15 DX
QSO: 14000 RY 2012-09-30 2032 HI8PJP 599 08 DX PA7LV 599 14 DX
QSO: 14000 RY 2012-09-30 2034 HI8PJP 599 08 DX DL1NHW 599 14 DX
QSO: 14000 RY 2012-09-30 2036 HI8PJP 599 08 DX VA2AM 599 05 QC
QSO: 14000 RY 2012-09-30 2037 HI8PJP 599 08 DX ER4A 599 16 DX
QSO: 14000 RY 2012-09-30 2040 HI8PJP 599 08 DX N3QE 599 05 MD
QSO: 14000 RY 2012-09-30 2043 HI8PJP 599 08 DX N2KI 599 05 NY
QSO: 14000 RY 2012-09-30 2047 HI8PJP 599 08 DX WD4GBW 599 05 VA
QSO: 14000 RY 2012-09-30 2049 HI8PJP 599 08 DX PI4Z 599 14 DX
QSO: 14000 RY 2012-09-30 2054 HI8PJP 599 08 DX HB9MZI 599 14 DX
QSO: 14000 RY 2012-09-30 2056 HI8PJP 599 08 DX IN3JJI 599 15 DX
QSO: 14000 RY 2012-09-30 2058 HI8PJP 599 08 DX HA5VZ 599 15 DX
