START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.14.0
CONTEST: REF-SSB
LOCATION: DX
CALLSIGN: 6W1SR
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 179728
OFFTIME: 2016-02-27 1601 2016-02-27 1850
OFFTIME: 2016-02-27 1958 2016-02-27 2340
OFFTIME: 2016-02-28 0105 2016-02-28 0630
OPERATORS: 
NAME: Dominique Auprince
SOAPBOX: 
RIG: 2 élements SteppIR à 15m et  Levy 2 x 20m
QSO: 21263 PH 2016-02-28 1348 6W1SR         59  315    F8KHO/P       59  51    
QSO: 21277 PH 2016-02-28 1350 6W1SR         59  316    FG4KH         59  FG    
QSO: 14122 PH 2016-02-28 1547 6W1SR         59  317    F6IPQ         59  47    
QSO: 14138 PH 2016-02-28 1550 6W1SR         59  318    F6KUC         59  16    
QSO: 14172 PH 2016-02-28 1552 6W1SR         59  319    F4GHS         59  06    
QSO: 14181 PH 2016-02-28 1554 6W1SR         59  320    TM5TT         59  41    
QSO: 14271 PH 2016-02-28 1556 6W1SR         59  321    F8KHO/P       59  51    
QSO: 14169 PH 2016-02-28 1559 6W1SR         59  322    F5KFL         59  86    
QSO: 14134 PH 2016-02-28 1600 6W1SR         59  323    F5BZB         59  81    
QSO: 14163 PH 2016-02-28 1603 6W1SR         59  324    F4FFH         59  50    
QSO: 14188 PH 2016-02-28 1607 6W1SR         59  325    F6KBO         59  22    
QSO: 14188 PH 2016-02-28 1608 6W1SR         59  326    F1TZE         59  60    
QSO: 14188 PH 2016-02-28 1608 6W1SR         59  327    F5JNV         59  35    
QSO: 14137 PH 2016-02-28 1757 6W1SR         59  328    TM5OTT        59  37    
END-OF-LOG:
