START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: GM3YTS
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: GM3YTS
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2024.
QSO: 28013 CW 2024-12-15 1216 GM3YTS        599 001 VU2GHO        599 176
QSO: 28058 CW 2024-12-15 1742 GM3YTS        599 041 KE6QR         599 CA
QSO: 28058 CW 2024-12-15 1742 GM3YTS        599 42 VA2WA         599 QC
QSO: 28058 CW 2024-12-15 1743 GM3YTS        599 45 K3RA          599 MD
QSO: 28058 CW 2024-12-15 1743 GM3YTS        599 44 N4IJ          599 NC
QSO: 28057 CW 2024-12-15 1744 GM3YTS        599 48 K1LZ          599 ME
QSO: 28058 CW 2024-12-15 1744 GM3YTS        599 47 N7XU          599 OR
QSO: 28058 CW 2024-12-15 1744 GM3YTS        599 46 WB8YYY        599 NC
QSO: 28058 CW 2024-12-15 1745 GM3YTS        599 051 N7EPD         599 WA
QSO: 28058 CW 2024-12-15 1745 GM3YTS        599 50 VA3OKG        599 ON
QSO: 28058 CW 2024-12-15 1746 GM3YTS        599 052 WA1FCN        599 AL
QSO: 28000 CW 2024-12-15 1747 GM3YTS        599 053 K9WA          599 IL
QSO: 28058 CW 2024-12-15 1747 GM3YTS        599 55 KG4W          599 VA
QSO: 28058 CW 2024-12-15 1747 GM3YTS        599 056 W7WSV         599 AZ
QSO: 28058 CW 2024-12-15 1748 GM3YTS        599 58 VE3NNT        599 ON
QSO: 28057 CW 2024-12-15 1749 GM3YTS        599 59 WJ1U          599 NH
QSO: 28058 CW 2024-12-15 1749 GM3YTS        599 61 W1SRD         599 CA
QSO: 28056 CW 2024-12-15 1751 GM3YTS        599 062 NA4C          599 TN
QSO: 28028 CW 2024-12-15 1755 GM3YTS        599 064 VE3ZY         599 ON
QSO: 28028 CW 2024-12-15 1755 GM3YTS        599 63 W4RM          599 NC
QSO: 28000 CW 2024-12-15 1756 GM3YTS        599 066 W4YE          599 VA
QSO: 28028 CW 2024-12-15 1756 GM3YTS        599 65 AD4EB         599 TN
QSO: 28037 CW 2024-12-15 1759 GM3YTS        599 67 N1RM          599 VA
QSO: 28037 CW 2024-12-15 1802 GM3YTS        599 69 WB2PJH        599 NJ
QSO: 28037 CW 2024-12-15 1803 GM3YTS        599 70 AC2YD         599 NJ
QSO: 28037 CW 2024-12-15 1803 GM3YTS        599 71 N4QS          599 KY
QSO: 28000 CW 2024-12-15 1804 GM3YTS        599 72 W9MAF         599 MO
QSO: 28037 CW 2024-12-15 1804 GM3YTS        599 074 K9NO          599 IL
QSO: 28037 CW 2024-12-15 1804 GM3YTS        599 073 W2KA          599 NY
QSO: 28000 CW 2024-12-15 1805 GM3YTS        599 076 K3UA          599 PA
QSO: 28037 CW 2024-12-15 1805 GM3YTS        599 77 WI3W          599 PA
QSO: 28037 CW 2024-12-15 1806 GM3YTS        599 78 W0DCX         599 MO
QSO: 28037 CW 2024-12-15 1806 GM3YTS        599 79 W6UB          599 TN
QSO: 28036 CW 2024-12-15 1808 GM3YTS        599 70 WB2ZAB        599 MD
QSO: 28037 CW 2024-12-15 1808 GM3YTS        599 081 N4AO          599 FL
QSO: 28037 CW 2024-12-15 1813 GM3YTS        599 83 VE3CT         599 ON
QSO: 28037 CW 2024-12-15 1822 GM3YTS        599 84 AA3B          599 PA
QSO: 28037 CW 2024-12-15 1823 GM3YTS        599 85 N0DL          599 SD
QSO: 28037 CW 2024-12-15 1823 GM3YTS        599 86 N4SS          599 KY
QSO: 28000 CW 2024-12-15 1824 GM3YTS        599 087 N3ATQ         599 PA
QSO: 28037 CW 2024-12-15 1824 GM3YTS        599 89 N6NT          599 NC
QSO: 28037 CW 2024-12-15 1824 GM3YTS        599 88 VA3TNM        599 ON
QSO: 28030 CW 2024-12-15 1827 GM3YTS        599 091 K1DG          599 NH
QSO: 28028 CW 2024-12-15 1828 GM3YTS        599 092 KE2VB         599 AZ
QSO: 28003 CW 2024-12-15 1829 GM3YTS        599 093 WD0T          599 SD
QSO: 28007 CW 2024-12-15 1830 GM3YTS        599 94 KQ2M          599 CT
QSO: 28008 CW 2024-12-15 1831 GM3YTS        599 95 NP3A          599 2047
QSO: 28014 CW 2024-12-15 1832 GM3YTS        599 96 VE3EJ         599 ON
QSO: 28016 CW 2024-12-15 1833 GM3YTS        599 97 NM4AA         599 FL
QSO: 28023 CW 2024-12-15 1834 GM3YTS        599 98 K0AD          599 MN
QSO: 28034 CW 2024-12-15 1835 GM3YTS        599 099 K1TO          599 FL
QSO: 28024 CW 2024-12-15 1836 GM3YTS        599 100 N3RS          599 PA
END-OF-LOG:
