START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-CW
CALLSIGN: AC6YY
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: AC6YY
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-CW CQWPX/cw/2010.
QSO: 14038 CW 2010-05-29 0007 AC6YY         599 WR3Z          599 12
QSO: 21055 CW 2010-05-30 1914 AC6YY         599 125 WN6K          599 719
QSO: 21000 CW 2010-05-30 1922 AC6YY         599 0126 ZX5J          599 2113
QSO: 21038 CW 2010-05-30 1948 AC6YY         599 0128 LP2F          599 1774
QSO: 14062 CW 2010-05-30 2017 AC6YY         599 132 PJ2T          599 1386
QSO: 14043 CW 2010-05-30 2029 AC6YY         599 0133 KR7X          599 1977
QSO: 14039 CW 2010-05-30 2031 AC6YY         599 0134 NN5J          599 1915
QSO: 14038 CW 2010-05-30 2032 AC6YY         599 0135 NA0CW         599 1232
QSO: 14025 CW 2010-05-30 2142 AC6YY         599 137 KU1CW         599 2165
QSO: 14029 CW 2010-05-30 2144 AC6YY         599 0138 K7IA          599 0864
QSO: 14056 CW 2010-05-30 2150 AC6YY         599 0139 VE3YAA        599 1363
QSO: 14057 CW 2010-05-30 2150 AC6YY         599 0140 NC6X          599 0391
QSO: 14059 CW 2010-05-30 2151 AC6YY         599 141 K9ZO          599 1270
QSO: 14052 CW 2010-05-30 2156 AC6YY         599 143 VY2TT         599 1844
QSO: 14039 CW 2010-05-30 2201 AC6YY         599 0145 WO4O          599 1174
QSO: 14038 CW 2010-05-30 2205 AC6YY         599 0146 AK4K          599 0843
QSO: 14000 CW 2010-05-30 2206 AC6YY         599 147 K9QVB         599 1166
QSO: 14031 CW 2010-05-30 2208 AC6YY         599 0148 K9OM          599 0740
QSO: 14029 CW 2010-05-30 2210 AC6YY         599 149 K9MMS         599 0634
QSO: 21025 CW 2010-05-30 2227 AC6YY         599 151 LU6UO         599 753
QSO: 21029 CW 2010-05-30 2235 AC6YY         599 0152 ZM4G          599 0540
QSO: 21000 CW 2010-05-30 2246 AC6YY         599 154 W4SVO         599 926
QSO: 21000 CW 2010-05-30 2251 AC6YY         599 156 NE8J          599 185
QSO: 21035 CW 2010-05-30 2306 AC6YY         599 159 N5KWN         599 358
QSO: 21020 CW 2010-05-30 2336 AC6YY         599 0161 LO2F          599 2304
QSO: 21003 CW 2010-05-30 2344 AC6YY         599 162 WB4TDH        599 347
QSO: 21014 CW 2010-05-30 2352 AC6YY         599 162 ZW5B          599 1720
END-OF-LOG:
