START-OF-LOG: 3.0
CONTEST: EA-MAJESTAD-CW
CALLSIGN: EA5VK
CATEGORY: SINGLE-OP ALL LOW
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
CATEGORY-ASSISTED: NON-ASSISTED
LOCATION: DX
CLAIMED-SCORE: 13690
CLUB:
NAME: JOSE LUIS MARTI FABRA
OPERATORS: 
CREATED-BY: ADIF2CABR V.3.10 (C) SP7DQR
SOAPBOX: ANTENAS: 10, 15, 20 M. VERTICAL CP6, 40 M. RANDOM WIRE DE 16.60 
SOAPBOX: M. Y DIPOLO RÌGIDO CORTO CON BOBINAS. 80 M. HILO LARGO . (RANDOM 
SOAPBOX: WIRE )
SOAPBOX: POTENCIA 50 W. EQUIPO ICOM IC756 PADDLE SCULPTURE DE BEGALI. 
QSO: 21018 CW 2017-05-21 0959 EA5VK          599 CS PA4VSF         599 388 
QSO: 21020 CW 2017-05-21 0955 EA5VK          599 CS EF8U           599 GC 
QSO: 21031 CW 2017-05-21 0909 EA5VK          599 CS EA5WU          599 CS 
QSO:  7027 CW 2017-05-21 0849 EA5VK          599 CS EA4KG          599 M 
QSO: 14033 CW 2017-05-21 0838 EA5VK          599 CS SP5WA          599 314 
QSO: 14037 CW 2017-05-21 0833 EA5VK          599 CS DL5KUD         599 169 
QSO: 14037 CW 2017-05-21 0832 EA5VK          599 CS UX5VK          599 55 
QSO: 14035 CW 2017-05-21 0802 EA5VK          599 CS HG3C           599 188 
QSO: 14035 CW 2017-05-21 0800 EA5VK          599 CS IK2UJF         599 87 
QSO: 14035 CW 2017-05-21 0759 EA5VK          599 CS DJ9RR          599 83 
QSO: 14035 CW 2017-05-21 0756 EA5VK          599 CS S59AA          599 14 
QSO: 14035 CW 2017-05-21 0754 EA5VK          599 CS DL8DWW         599 36 
QSO: 14035 CW 2017-05-21 0753 EA5VK          599 CS DJ2BC          599 16 
QSO: 14035 CW 2017-05-21 0752 EA5VK          599 CS HA9RP          599 21 
QSO: 14035 CW 2017-05-21 0750 EA5VK          599 CS SP3FSM         599 89 
QSO: 14035 CW 2017-05-21 0748 EA5VK          599 CS OK4RO          599 105 
QSO: 14035 CW 2017-05-21 0746 EA5VK          599 CS OK2BRJ         599 64 
QSO: 14035 CW 2017-05-21 0744 EA5VK          599 CS RA3NC          599 153 
QSO: 14032 CW 2017-05-21 0740 EA5VK          599 CS IK2QEI         599 2 
QSO: 14028 CW 2017-05-21 0715 EA5VK          599 CS SP9H           599 222 
QSO: 14028 CW 2017-05-21 0713 EA5VK          599 CS SP9FZC         599 70 
QSO: 14028 CW 2017-05-21 0712 EA5VK          599 CS HA6NW          599 224 
QSO: 14028 CW 2017-05-21 0711 EA5VK          599 CS SM5ACQ         599 58 
QSO: 14028 CW 2017-05-21 0709 EA5VK          599 CS UX7AU          599 141 
QSO: 14028 CW 2017-05-21 0708 EA5VK          599 CS S52AU          599 95 
QSO: 14028 CW 2017-05-21 0707 EA5VK          599 CS RR4A           599 56
QSO: 14023 CW 2017-05-21 0632 EA5VK          599 CS 9A7T           599 487 
QSO: 14026 CW 2017-05-21 0620 EA5VK          599 CS EC5CR          599 V 
QSO: 21021 CW 2017-05-21 0613 EA5VK          599 CS LZ7A           599 37 
QSO: 14013 CW 2017-05-21 0610 EA5VK          599 CS S51DX          599 32
QSO: 14026 CW 2017-05-21 0608 EA5VK          599 CS PA3EVY         599 30 
QSO: 14015 CW 2017-05-21 0606 EA5VK          599 CS LZ8A           599 343 
QSO: 14027 CW 2017-05-21 0604 EA5VK          599 CS EW8OM          599 99 
QSO: 14032 CW 2017-05-21 0602 EA5VK          599 CS OK2RRR         599 28 
QSO: 14033 CW 2017-05-21 0600 EA5VK          599 CS YT6W           599 902 
QSO: 14032 CW 2017-05-21 0558 EA5VK          599 CS EA5GX          599 CS
QSO: 14030 CW 2017-05-21 0555 EA5VK          599 CS EA5WU          599 CS 
QSO: 14025 CW 2017-05-21 0553 EA5VK          599 CS S41JG          599 292 
QSO:  3539 CW 2017-05-21 0544 EA5VK          599 CS EF0F           599 SMR 
QSO:  7020 CW 2017-05-21 0536 EA5VK          599 CS HA4XH          599 667 
QSO:  7010 CW 2017-05-21 0534 EA5VK          599 CS HB9FBG         599 106 
QSO:  7022 CW 2017-05-21 0531 EA5VK          599 CS IK2SND         599 78 
QSO:  7026 CW 2017-05-21 0514 EA5VK          599 CS PA3AAV         599 160 
QSO:  7026 CW 2017-05-21 0513 EA5VK          599 CS YU1DW          599 284 
QSO:  7026 CW 2017-05-21 0510 EA5VK          599 CS EA5WU          599 CS 
QSO:  7011 CW 2017-05-21 0508 EA5VK          599 CS EA5KA          599 CS 
QSO:  7015 CW 2017-05-21 0507 EA5VK          599 CS ON5JT          599 213 
QSO:  3538 CW 2017-05-21 0504 EA5VK          599 CS EB7KA          599 AL
QSO:  3532 CW 2017-05-21 0456 EA5VK          599 CS ED9T           599 ML 
QSO:  3507 CW 2017-05-21 0453 EA5VK          599 CS EA5KA          599 CS 
QSO:  3531 CW 2017-05-21 0450 EA5VK          599 CS EA2BD          599 NA 
QSO:  3531 CW 2017-05-21 0450 EA5VK          599 CS EA1WD          599 S 
QSO:  3531 CW 2017-05-21 0449 EA5VK          599 CS EB5CU          599 CS 
QSO:  3526 CW 2017-05-20 2233 EA5VK          599 CS EF8U           599 GC 
QSO:  7020 CW 2017-05-20 2227 EA5VK          599 CS 9A2KD          599 219 
QSO:  3544 CW 2017-05-20 2224 EA5VK          599 CS EF5Y           599 A 
QSO:  3541 CW 2017-05-20 2221 EA5VK          599 CS EA5BY          599 MU
QSO:  3547 CW 2017-05-20 2218 EA5VK          599 CS EA5GX          599 CS 
QSO:  3548 CW 2017-05-20 2216 EA5VK          599 CS EA1MX          599 SG 
QSO:  3557 CW 2017-05-20 2210 EA5VK          599 CS EC5CR          599 V 
QSO:  3556 CW 2017-05-20 2201 EA5VK          599 CS LY2K           599 96 
QSO:  3539 CW 2017-05-20 2152 EA5VK          599 CS EA5FX          599 CS 
QSO:  3560 CW 2017-05-20 2149 EA5VK          599 CS 4O4A           599 120 
QSO:  3560 CW 2017-05-20 2147 EA5VK          599 CS S69CTU         599 6 
QSO:  3560 CW 2017-05-20 2144 EA5VK          599 CS S52AU          599 62 
QSO:  3560 CW 2017-05-20 2143 EA5VK          599 CS EA3GP          599 T 
QSO:  3560 CW 2017-05-20 2142 EA5VK          599 CS EA3WX          599 L 
QSO:  3560 CW 2017-05-20 2141 EA5VK          599 CS EF0F           599 SMR 
QSO:  3560 CW 2017-05-20 2140 EA5VK          599 CS LZ1GU          599 79 
QSO:  3560 CW 2017-05-20 2138 EA5VK          599 CS EF5F           599 MU 
QSO:  3560 CW 2017-05-20 2137 EA5VK          599 CS EA5WU          599 CS 
QSO:  3551 CW 2017-05-20 2135 EA5VK          599 CS ED9T           599 ML 
QSO: 14029 CW 2017-05-20 1952 EA5VK          599 CS EF0F           599 SMR 
QSO: 14046 CW 2017-05-20 1948 EA5VK          599 CS EA8BBJ         599 GC 
QSO: 14012 CW 2017-05-20 1945 EA5VK          599 CS YO9HP          599 108 
QSO: 14021 CW 2017-05-20 1942 EA5VK          599 CS RK4FF          599 343 
QSO: 14033 CW 2017-05-20 1939 EA5VK          599 CS EA5KA          599 CS 
QSO: 14026 CW 2017-05-20 1937 EA5VK          599 CS YO2CEQ         599 2 
QSO: 21033 CW 2017-05-20 1922 EA5VK          599 CS P4/DJ4MZ       599 1
QSO: 21045 CW 2017-05-20 1909 EA5VK          599 CS EA7PP          599 SE 
QSO: 21020 CW 2017-05-20 1859 EA5VK          599 CS EE8A           599 GC 
QSO: 28012 CW 2017-05-20 1822 EA5VK          599 CS 9A7T           599 143 
QSO: 28012 CW 2017-05-20 1821 EA5VK          599 CS HG3C           599 83 
QSO: 28019 CW 2017-05-20 1811 EA5VK          599 CS DL3OH          599 31 
QSO: 28025 CW 2017-05-20 1809 EA5VK          599 CS HA4XH          599 288 
QSO: 21011 CW 2017-05-20 1803 EA5VK          599 CS EB5CH          599 CS 
QSO: 21021 CW 2017-05-20 1753 EA5VK          599 CS 9A7T           599 123 
QSO: 21014 CW 2017-05-20 1748 EA5VK          599 CS HA4XH          599 276 
QSO: 28012 CW 2017-05-20 1739 EA5VK          599 CS EA5WU          599 CS 
QSO: 21027 CW 2017-05-20 1736 EA5VK          599 CS DK0VE          599 76
QSO: 21027 CW 2017-05-20 1729 EA5VK          599 CS EA5GX          599 CS 
QSO: 21027 CW 2017-05-20 1728 EA5VK          599 CS EA5TV          599 CS 
QSO: 21027 CW 2017-05-20 1725 EA5VK          599 CS HG3C           599 82 
QSO: 21027 CW 2017-05-20 1724 EA5VK          599 CS ED9T           599 ML 
QSO: 21027 CW 2017-05-20 1722 EA5VK          599 CS EA5WU          599 CS 
QSO: 14035 CW 2017-05-20 1719 EA5VK          599 CS 9A1AA          599 256 
QSO: 14030 CW 2017-05-20 1716 EA5VK          599 CS SM3HZN         599 34 
QSO: 14030 CW 2017-05-20 1715 EA5VK          599 CS US5EEK         599 20 
QSO: 14030 CW 2017-05-20 1711 EA5VK          599 CS DL5XJ          599 62 
QSO: 14017 CW 2017-05-20 1709 EA5VK          599 CS EA9EU          599 CE 
QSO: 14063 CW 2017-05-20 1705 EA5VK          599 CS EA5ILM         599 CS 
QSO: 14016 CW 2017-05-20 1703 EA5VK          599 CS ED9T           599 ML 
QSO: 14043 CW 2017-05-20 1701 EA5VK          599 CS UT3MA          599 23 
QSO: 14043 CW 2017-05-20 1658 EA5VK          599 CS UR7GO          599 235 
QSO: 14043 CW 2017-05-20 1657 EA5VK          599 CS R6YY           599 13 
QSO: 14040 CW 2017-05-20 1647 EA5VK          599 CS EA5DNO         599 CS 
QSO: 14040 CW 2017-05-20 1645 EA5VK          599 CS RO5K           599 47 
QSO: 14040 CW 2017-05-20 1645 EA5VK          599 CS EA1WX          599 O 
QSO: 14040 CW 2017-05-20 1642 EA5VK          599 CS F6HDI          599 80 
QSO: 14040 CW 2017-05-20 1639 EA5VK          599 CS YT1A           599 273 
QSO: 14040 CW 2017-05-20 1639 EA5VK          599 CS EA7GT          599 GR 
QSO: 14040 CW 2017-05-20 1637 EA5VK          599 CS EA5TV          599 CS 
QSO: 14040 CW 2017-05-20 1635 EA5VK          599 CS LZ1ND          599 211 
QSO: 14040 CW 2017-05-20 1634 EA5VK          599 CS DK1TW          599 44 
QSO: 14040 CW 2017-05-20 1633 EA5VK          599 CS EA5DLP         599 CS 
QSO: 14040 CW 2017-05-20 1630 EA5VK          599 CS DL1NKS         599 44 
QSO: 14040 CW 2017-05-20 1629 EA5VK          599 CS HA1AS          599 46 
QSO: 14040 CW 2017-05-20 1627 EA5VK          599 CS OK1KTI         599 40 
QSO: 14042 CW 2017-05-20 1621 EA5VK          599 CS DL2BQV         599 24 
END-OF-LOG:
