START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-SSB
CALLSIGN: JE3EDJ
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: JE3EDJ
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-SSB CQWPX/ph/2010.
QSO: 14134 PH 2010-03-27 0012 JE3EDJ        59 VC6R          59 13
QSO:  7046 PH 2010-03-28 1840 JE3EDJ        59 0341 YT2AAA        59 1393
QSO:  7043 PH 2010-03-28 1842 JE3EDJ        59 0342 S57DX         59 1126
QSO:  7047 PH 2010-03-28 1843 JE3EDJ        59 343 RM3F          59 3043
QSO:  7000 PH 2010-03-28 1845 JE3EDJ        59 1344 4J7WMF        59 948
QSO:  7053 PH 2010-03-28 1848 JE3EDJ        59 345 RL3A          59 1535
QSO:  7057 PH 2010-03-28 1849 JE3EDJ        59 346 DR1A          59 2763
QSO:  7071 PH 2010-03-28 1854 JE3EDJ        59 0348 RL4R          59 1545
QSO:  7049 PH 2010-03-28 1856 JE3EDJ        59 349 5B/KC2TIZ     59 1431
QSO:  7064 PH 2010-03-28 1900 JE3EDJ        59 350 UP0L          59 4530
QSO:  7066 PH 2010-03-28 1902 JE3EDJ        59 351 SN2B          59 3244
QSO:  7089 PH 2010-03-28 1907 JE3EDJ        59 352 DP4W          59 0574
QSO:  7059 PH 2010-03-28 1912 JE3EDJ        59 0353 LY2W          59 1319
QSO:  7000 PH 2010-03-28 1914 JE3EDJ        59 354 HG1S          59 1682
END-OF-LOG:
