START-OF-LOG: 2.0
CREATED-BY: QARTest 14.12.1
CONTEST: REF-SSB
REF-SECTION: 59
CALLSIGN: F5RKG
CATEGORY: SINGLE-OP ALL LOW
CLAIMED-SCORE: 305435
NAME: Eric TERRIER
GRID-LOCATOR: JO10OO
SOAPBOX: J'ai passé un agréable moment, merci à tous. Je n'ai malheureusement pas 
SOAPBOX: pu participer le dimanche après-midi ayant un autre engagement.
QSO:  7000 PH 2025-02-22 0724 F5RKG         59  59     HB9TWU        59  005    
QSO:  7000 PH 2025-02-22 0727 F5RKG         59  59     F4JHQ         59  59     
QSO:  7000 PH 2025-02-22 0729 F5RKG         59  59     F6KQV         59  67     
QSO:  7000 PH 2025-02-22 0731 F5RKG         59  59     TM74TH        59  74     
QSO:  7000 PH 2025-02-22 0734 F5RKG         59  59     F4JIK         59  78     
QSO:  7000 PH 2025-02-22 0736 F5RKG         59  59     F4KNL         59  89     
QSO:  7000 PH 2025-02-22 0736 F5RKG         59  59     TM1C          59  31     
QSO:  7000 PH 2025-02-22 0738 F5RKG         59  59     F4KKV         59  53     
QSO:  7000 PH 2025-02-22 0739 F5RKG         59  59     TM0P          59  75     
QSO:  7000 PH 2025-02-22 0740 F5RKG         59  59     F8ARK         59  33     
QSO:  7000 PH 2025-02-22 0744 F5RKG         59  59     F4FTJ         59  41     
QSO:  7000 PH 2025-02-22 0746 F5RKG         59  59     F4IWO         59  01     
QSO:  7000 PH 2025-02-22 0746 F5RKG         59  59     F4JEJ         59  76     
QSO:  7000 PH 2025-02-22 0750 F5RKG         59  59     F6GPT         59  33     
QSO:  7000 PH 2025-02-22 0751 F5RKG         59  59     F4CVO         59  54     
QSO:  7000 PH 2025-02-22 0754 F5RKG         59  59     F8KHN         59  76     
QSO:  7000 PH 2025-02-22 0756 F5RKG         59  59     F5NIB         59  36     
QSO:  7000 PH 2025-02-22 0759 F5RKG         59  59     F4KNJ         59  77     
QSO:  7000 PH 2025-02-22 0801 F5RKG         59  59     F8KAE         59  27     
QSO:  7000 PH 2025-02-22 0805 F5RKG         59  59     F8KGZ         59  54     
QSO:  7000 PH 2025-02-22 0814 F5RKG         59  59     TM5TT         59  41     
QSO:  7000 PH 2025-02-22 0817 F5RKG         59  59     F5KCK         59  78     
QSO:  7000 PH 2025-02-22 0818 F5RKG         59  59     ON4JM         59  086    
QSO:  7000 PH 2025-02-22 0821 F5RKG         59  59     F6KSD         59  25     
QSO:  7000 PH 2025-02-22 0822 F5RKG         59  59     F4GQP         59  18     
QSO:  7000 PH 2025-02-22 0823 F5RKG         59  59     F5OQK         59  85     
QSO:  7000 PH 2025-02-22 0824 F5RKG         59  59     TM7M          59  62     
QSO:  7000 PH 2025-02-22 0825 F5RKG         59  59     F6HQP         59  73     
QSO:  7000 PH 2025-02-22 0826 F5RKG         59  59     F4JVK         59  33     
QSO:  7000 PH 2025-02-22 0827 F5RKG         59  59     TM0DX         59  13     
QSO:  7000 PH 2025-02-22 0828 F5RKG         59  59     F4FET/P       59  29     
QSO:  7000 PH 2025-02-22 0830 F5RKG         59  59     TM2RJ         59  45     
QSO:  7000 PH 2025-02-22 0842 F5RKG         59  59     F4JJS         59  02     
QSO:  7000 PH 2025-02-22 0845 F5RKG         59  59     F4KIR         59  35     
QSO:  7000 PH 2025-02-22 0851 F5RKG         59  59     F5MNC         59  41     
QSO: 14000 PH 2025-02-22 0904 F5RKG         59  59     F8IDR         59  81     
QSO: 14000 PH 2025-02-22 0905 F5RKG         59  59     F4KKF         59  13     
QSO: 14000 PH 2025-02-22 0908 F5RKG         59  59     TK4TH         59  2B     
QSO: 14000 PH 2025-02-22 0910 F5RKG         59  59     CT2IXX        59  026    
QSO: 14000 PH 2025-02-22 0915 F5RKG         59  59     F4FET/P       59  29     
QSO: 14000 PH 2025-02-22 0917 F5RKG         59  59     PB6W          59  011    
QSO: 14000 PH 2025-02-22 0920 F5RKG         59  59     F6BZQ         59  84     
QSO: 14000 PH 2025-02-22 0922 F5RKG         59  59     F8ARK         59  33     
QSO: 14000 PH 2025-02-22 0925 F5RKG         59  59     F8KHG         59  13     
QSO: 14000 PH 2025-02-22 0935 F5RKG         59  59     F4CWN         59  32     
QSO: 14000 PH 2025-02-22 0937 F5RKG         59  59     S51CK         59  037    
QSO: 14000 PH 2025-02-22 0939 F5RKG         59  59     F4IEX         59  33     
QSO: 14000 PH 2025-02-22 0940 F5RKG         59  59     F6GOE         59  19     
QSO: 14000 PH 2025-02-22 0946 F5RKG         59  59     TM69YL        59  69     
QSO: 14000 PH 2025-02-22 0948 F5RKG         59  59     EA1Z          59  060    
QSO: 14000 PH 2025-02-22 0952 F5RKG         59  59     TK5KP         59  2A     
QSO: 14000 PH 2025-02-22 0957 F5RKG         59  59     F8ADY         59  87     
QSO: 14000 PH 2025-02-22 0958 F5RKG         59  59     F6KNB         59  33     
QSO: 14000 PH 2025-02-22 0959 F5RKG         59  59     F4INY         59  44     
QSO: 14000 PH 2025-02-22 1002 F5RKG         59  59     IU8RIA        59  112    
QSO: 14000 PH 2025-02-22 1004 F5RKG         59  59     SP1JQJ        59  002    
QSO: 14000 PH 2025-02-22 1011 F5RKG         59  59     SP9EML        59  027    
QSO: 14000 PH 2025-02-22 1013 F5RKG         59  59     TM13X         59  13     
QSO: 14000 PH 2025-02-22 1015 F5RKG         59  59     TM7M          59  62     
QSO: 14000 PH 2025-02-22 1021 F5RKG         59  59     9A/F5SNJ      59  046    
QSO: 14000 PH 2025-02-22 1025 F5RKG         59  59     F6KEH         59  34     
QSO: 14000 PH 2025-02-22 1027 F5RKG         59  59     F5RAV         59  27     
QSO: 14000 PH 2025-02-22 1028 F5RKG         59  59     F5OQK         59  85     
QSO: 14000 PH 2025-02-22 1030 F5RKG         59  59     F5HIJ         59  33     
QSO: 14000 PH 2025-02-22 1032 F5RKG         59  59     F8KCF         59  74     
QSO: 14000 PH 2025-02-22 1033 F5RKG         59  59     TM1C          59  31     
QSO: 14000 PH 2025-02-22 1037 F5RKG         59  59     F4EZG         59  87     
QSO: 14000 PH 2025-02-22 1039 F5RKG         59  59     DL5YM         59  063    
QSO: 14000 PH 2025-02-22 1043 F5RKG         59  59     F6EKU         59  24     
QSO: 14000 PH 2025-02-22 1045 F5RKG         59  59     OE2ROL        59  016    
QSO: 14000 PH 2025-02-22 1058 F5RKG         59  59     F5TVG         59  77     
QSO: 14000 PH 2025-02-22 1058 F5RKG         59  59     F6CPX         59  24     
QSO: 14000 PH 2025-02-22 1100 F5RKG         59  59     F5PHW         59  56     
QSO: 14000 PH 2025-02-22 1100 F5RKG         59  59     F4FDA         59  29     
QSO: 14000 PH 2025-02-22 1105 F5RKG         59  59     F6KJJ         59  38     
QSO: 14000 PH 2025-02-22 1106 F5RKG         59  59     TM0DX         59  13     
QSO: 14000 PH 2025-02-22 1112 F5RKG         59  59     F8KHN         59  76     
QSO: 14000 PH 2025-02-22 1115 F5RKG         59  59     F4WDL         59  33     
QSO: 14000 PH 2025-02-22 1118 F5RKG         59  59     F5PGP/P       59  83     
QSO: 14000 PH 2025-02-22 1121 F5RKG         59  59     TM16C         59  16     
QSO: 14000 PH 2025-02-22 1128 F5RKG         59  59     EC5SP         59  039    
QSO: 14000 PH 2025-02-22 1132 F5RKG         59  59     F8KGM         59  65     
QSO: 21000 PH 2025-02-22 1235 F5RKG         59  59     IU8RIA        59  223    
QSO: 21000 PH 2025-02-22 1242 F5RKG         59  59     VE2TFL        59  057    
QSO: 21000 PH 2025-02-22 1257 F5RKG         59  59     RA9SDT        59  044    
QSO: 21000 PH 2025-02-22 1300 F5RKG         59  59     CN8M          59  294    
QSO: 21000 PH 2025-02-22 1306 F5RKG         59  59     YP3A          59  086    
QSO: 21000 PH 2025-02-22 1313 F5RKG         59  59     RG5A          59  031    
QSO: 21000 PH 2025-02-22 1318 F5RKG         59  59     R4DS          59  043    
QSO: 28000 PH 2025-02-22 1335 F5RKG         59  59     R9GM          59  023    
QSO: 28000 PH 2025-02-22 1346 F5RKG         59  59     YE9BJM        59  041    
QSO: 21000 PH 2025-02-22 1352 F5RKG         59  59     LZ5K          59  049    
QSO: 21000 PH 2025-02-22 1354 F5RKG         59  59     IT9FRX        59  015    
QSO: 21000 PH 2025-02-22 1356 F5RKG         59  59     YL1ZX         59  048    
QSO: 14000 PH 2025-02-22 1403 F5RKG         59  59     F1MGE         59  13     
QSO: 14000 PH 2025-02-22 1405 F5RKG         59  59     F6IRA         59  40     
QSO: 14000 PH 2025-02-22 1407 F5RKG         59  59     IZ1SAI        59  016    
QSO: 14000 PH 2025-02-22 1408 F5RKG         59  59     F8KLY         59  69     
QSO: 14000 PH 2025-02-22 1409 F5RKG         59  59     F4DXP         59  29     
QSO: 14000 PH 2025-02-22 1412 F5RKG         59  59     TM3P          59  38     
QSO: 14000 PH 2025-02-22 1413 F5RKG         59  59     F6HQP         59  73     
QSO: 14000 PH 2025-02-22 1414 F5RKG         59  59     F8ATM         59  81     
QSO: 14000 PH 2025-02-22 1417 F5RKG         59  59     F5BMI         59  46     
QSO: 14000 PH 2025-02-22 1421 F5RKG         59  59     F8FUA         59  46     
QSO: 14000 PH 2025-02-22 1423 F5RKG         59  59     IW0HLZ        59  015    
QSO: 14000 PH 2025-02-22 1427 F5RKG         59  59     F4HYT         59  19     
QSO: 14000 PH 2025-02-22 1431 F5RKG         59  59     EA3HAB        59  125    
QSO: 14000 PH 2025-02-22 1442 F5RKG         59  59     CR6K          59  081    
QSO: 14000 PH 2025-02-22 1452 F5RKG         59  59     F6DEV         59  09     
QSO: 14000 PH 2025-02-22 1458 F5RKG         59  59     F1DCX         59  17     
QSO: 14000 PH 2025-02-22 1503 F5RKG         59  59     F4EEJ/P       59  16     
QSO: 14000 PH 2025-02-22 1506 F5RKG         59  59     F5AAJ/P       59  06     
QSO: 14000 PH 2025-02-22 1511 F5RKG         59  59     F4EQA         59  34     
QSO: 14000 PH 2025-02-22 1513 F5RKG         59  59     CN8SG         59  228    
QSO: 14000 PH 2025-02-22 1516 F5RKG         59  59     TK4KN         59  2A     
QSO: 14000 PH 2025-02-22 1519 F5RKG         59  59     F4TXU         59  30     
QSO: 14000 PH 2025-02-22 1522 F5RKG         59  59     SP9RQH        59  040    
QSO: 14000 PH 2025-02-22 1527 F5RKG         59  59     F6KJX         59  41     
QSO: 14000 PH 2025-02-22 1529 F5RKG         59  59     F4KJP         59  08     
QSO: 14000 PH 2025-02-22 1533 F5RKG         59  59     F4FTA         59  21     
QSO: 14000 PH 2025-02-22 1536 F5RKG         59  59     F4DPW         59  95     
QSO: 14000 PH 2025-02-22 1537 F5RKG         59  59     F4JYF         59  81     
QSO: 14000 PH 2025-02-22 1538 F5RKG         59  59     SP3FLY        59  023    
QSO: 14000 PH 2025-02-22 1542 F5RKG         59  59     F4GLX         59  82     
QSO: 14000 PH 2025-02-22 1545 F5RKG         59  59     F8EMH         59  54     
QSO: 14000 PH 2025-02-22 1559 F5RKG         59  59     F6KUQ         59  33     
QSO:  7000 PH 2025-02-22 1616 F5RKG         59  59     F5KKD         59  93     
QSO:  7000 PH 2025-02-22 1617 F5RKG         59  59     F4MAG         59  03     
QSO:  7000 PH 2025-02-22 1617 F5RKG         59  59     F6GOE         59  19     
QSO:  7000 PH 2025-02-22 1622 F5RKG         59  59     TM6B          59  76     
QSO:  7000 PH 2025-02-22 1636 F5RKG         59  59     F5OCL         59  68     
QSO:  7000 PH 2025-02-22 1638 F5RKG         59  59     F4KIY         59  57     
QSO:  7000 PH 2025-02-22 1640 F5RKG         59  59     F5IRP         59  85     
QSO:  7000 PH 2025-02-22 1643 F5RKG         59  59     F4LAZ         59  69     
QSO:  7000 PH 2025-02-22 1648 F5RKG         59  59     F4JOY         59  43     
QSO:  7000 PH 2025-02-22 1649 F5RKG         59  59     TM5B          59  60     
QSO:  7000 PH 2025-02-22 1654 F5RKG         59  59     F8FUA         59  46     
QSO:  7000 PH 2025-02-22 1656 F5RKG         59  59     TM2F          59  77     
QSO:  7000 PH 2025-02-22 1657 F5RKG         59  59     F5HIJ         59  33     
QSO:  7000 PH 2025-02-22 1659 F5RKG         59  59     F5MMX         59  91     
QSO:  7000 PH 2025-02-22 1706 F5RKG         59  59     F4EZG         59  87     
QSO:  7000 PH 2025-02-22 1708 F5RKG         59  59     F6GNG         59  76     
QSO:  7000 PH 2025-02-22 1711 F5RKG         59  59     F8KHO         59  51     
QSO:  7000 PH 2025-02-22 1712 F5RKG         59  59     F4EEJ/P       59  16     
QSO:  7000 PH 2025-02-22 1714 F5RKG         59  59     F1NZC         59  63     
QSO:  7000 PH 2025-02-22 1717 F5RKG         59  59     F4DVO         59  45     
QSO:  7000 PH 2025-02-22 1719 F5RKG         59  59     F8DFP         59  63     
QSO:  7000 PH 2025-02-22 1719 F5RKG         59  59     F6KNB         59  33     
QSO:  7000 PH 2025-02-22 1722 F5RKG         59  59     F6KUQ         59  33     
QSO:  7000 PH 2025-02-22 1725 F5RKG         59  59     F4DPW         59  95     
QSO:  7000 PH 2025-02-22 1725 F5RKG         59  59     F8ATS         59  91     
QSO:  7000 PH 2025-02-22 1727 F5RKG         59  59     F4HIK         59  86     
QSO:  7000 PH 2025-02-22 1728 F5RKG         59  59     F6KJJ         59  38     
QSO:  7000 PH 2025-02-22 1729 F5RKG         59  59     F4GGJ         59  81     
QSO:  7000 PH 2025-02-22 1733 F5RKG         59  59     F5JRC         59  02     
QSO:  7000 PH 2025-02-22 1734 F5RKG         59  59     TM50KPQ       59  56     
QSO:  7000 PH 2025-02-22 1737 F5RKG         59  59     F5ASO         59  52     
QSO:  7000 PH 2025-02-22 1738 F5RKG         59  59     F4HRG         59  44     
QSO:  7000 PH 2025-02-22 2014 F5RKG         59  59     F8KCF         59  74     
QSO:  7000 PH 2025-02-22 2015 F5RKG         59  59     IK5RLP        59  077    
QSO:  7000 PH 2025-02-22 2016 F5RKG         59  59     F4CZV         59  82     
QSO:  7000 PH 2025-02-22 2018 F5RKG         59  59     S51CK         59  367    
QSO:  7000 PH 2025-02-22 2020 F5RKG         59  59     F4INY         59  44     
QSO:  7000 PH 2025-02-22 2021 F5RKG         59  59     F4JGN         59  33     
QSO:  7000 PH 2025-02-22 2023 F5RKG         59  59     F4IYO         59  24     
QSO:  7000 PH 2025-02-22 2024 F5RKG         59  59     F6GGX         59  32     
QSO:  7000 PH 2025-02-22 2025 F5RKG         59  59     F8ADY         59  87     
QSO:  7000 PH 2025-02-22 2026 F5RKG         59  59     F4FKR         59  22     
QSO:  7000 PH 2025-02-22 2027 F5RKG         59  59     F4FFZ         59  56     
QSO:  7000 PH 2025-02-22 2028 F5RKG         59  59     F6IRA         59  40     
QSO:  7000 PH 2025-02-22 2029 F5RKG         59  59     F5OKB         59  13     
QSO:  7000 PH 2025-02-22 2033 F5RKG         59  59     F4EMI         59  85     
QSO:  7000 PH 2025-02-22 2038 F5RKG         59  59     F4BND         59  69     
QSO:  7000 PH 2025-02-22 2043 F5RKG         59  59     F5TMJ         59  31     
QSO:  7000 PH 2025-02-22 2045 F5RKG         59  59     F1MGE         59  13     
QSO:  7000 PH 2025-02-22 2056 F5RKG         59  59     F5KSE         59  31     
QSO:  3500 PH 2025-02-22 2058 F5RKG         59  59     F4KJP         59  08     
QSO:  3500 PH 2025-02-22 2059 F5RKG         59  59     F5BZB         59  81     
QSO:  3500 PH 2025-02-22 2104 F5RKG         59  59     TM7M          59  62     
QSO:  3500 PH 2025-02-22 2106 F5RKG         59  59     F4FFZ         59  56     
QSO:  3500 PH 2025-02-22 2108 F5RKG         59  59     F4GQP         59  18     
QSO:  3500 PH 2025-02-22 2110 F5RKG         59  59     F8DHE         59  42     
QSO:  3500 PH 2025-02-22 2111 F5RKG         59  59     F4EZG         59  87     
QSO:  3500 PH 2025-02-22 2113 F5RKG         59  59     F5LEN         59  54     
QSO:  3500 PH 2025-02-22 2117 F5RKG         59  59     F8KHN         59  76     
QSO:  3500 PH 2025-02-22 2122 F5RKG         59  59     F4KIR         59  35     
QSO:  3500 PH 2025-02-22 2124 F5RKG         59  59     F6KSD         59  25     
QSO:  3500 PH 2025-02-23 0552 F5RKG         59  59     F5TMR         59  17     
QSO:  3500 PH 2025-02-23 0553 F5RKG         59  59     F6KUC         59  16     
QSO:  3500 PH 2025-02-23 0555 F5RKG         59  59     TM6B          59  76     
QSO:  3500 PH 2025-02-23 0558 F5RKG         59  59     TM3P          59  38     
QSO:  3500 PH 2025-02-23 0600 F5RKG         59  59     F6IGS         59  33     
QSO:  3500 PH 2025-02-23 0604 F5RKG         59  59     F5OHM         59  36     
QSO:  3500 PH 2025-02-23 0605 F5RKG         59  59     F8KGM         59  65     
QSO:  3500 PH 2025-02-23 0606 F5RKG         59  59     F5AAR         59  49     
QSO:  3500 PH 2025-02-23 0606 F5RKG         59  59     F6HQP         59  73     
QSO:  3500 PH 2025-02-23 0612 F5RKG         59  59     F8KIS         59  17     
QSO:  3500 PH 2025-02-23 0614 F5RKG         59  59     F8FUA         59  46     
QSO:  3500 PH 2025-02-23 0617 F5RKG         59  59     F4GPK         59  60     
QSO:  3500 PH 2025-02-23 0620 F5RKG         59  59     F8KCF         59  74     
QSO:  3500 PH 2025-02-23 0624 F5RKG         59  59     F5PSA         59  46     
QSO:  3500 PH 2025-02-23 0626 F5RKG         59  59     F6KRK         59  78     
QSO:  3500 PH 2025-02-23 0627 F5RKG         59  59     F5HIJ         59  33     
QSO:  3500 PH 2025-02-23 0632 F5RKG         59  59     F5JSQ         59  51     
QSO:  3500 PH 2025-02-23 0637 F5RKG         59  59     F4KKD         59  02     
QSO:  3500 PH 2025-02-23 0638 F5RKG         59  59     F6KNB         59  33     
QSO:  7000 PH 2025-02-23 0641 F5RKG         59  59     F1PBZ         59  71     
QSO:  7000 PH 2025-02-23 0643 F5RKG         59  59     F4EIK         59  52     
QSO:  7000 PH 2025-02-23 0644 F5RKG         59  59     F4FRQ         59  90     
QSO:  7000 PH 2025-02-23 0648 F5RKG         59  59     F8BSY         59  66     
QSO:  7000 PH 2025-02-23 0650 F5RKG         59  59     F4IIQ         59  23     
QSO:  7000 PH 2025-02-23 0651 F5RKG         59  59     F5OIH         59  86     
QSO:  7000 PH 2025-02-23 0651 F5RKG         59  59     F5JFU         59  58     
QSO:  7000 PH 2025-02-23 0653 F5RKG         59  59     TM13X         59  13     
QSO:  7000 PH 2025-02-23 0654 F5RKG         59  59     F5LIW         59  21     
QSO:  7000 PH 2025-02-23 0656 F5RKG         59  59     TM3P          59  38     
QSO:  7000 PH 2025-02-23 0658 F5RKG         59  59     F5ASD         59  77     
QSO:  7000 PH 2025-02-23 0702 F5RKG         59  59     F4DCJ         59  74     
QSO:  7000 PH 2025-02-23 0704 F5RKG         59  59     F6CPX         59  24     
QSO:  7000 PH 2025-02-23 0705 F5RKG         59  59     F6KRK         59  78     
QSO:  7000 PH 2025-02-23 0706 F5RKG         59  59     PI4X          59  162    
QSO:  7000 PH 2025-02-23 0714 F5RKG         59  59     F6KMX         59  94     
QSO:  7000 PH 2025-02-23 0716 F5RKG         59  59     F5JSQ         59  51     
QSO:  7000 PH 2025-02-23 0717 F5RKG         59  59     F4CWN         59  32     
QSO:  7000 PH 2025-02-23 0718 F5RKG         59  59     TM8P          59  08     
QSO:  7000 PH 2025-02-23 0722 F5RKG         59  59     F6KVJ/P       59  80     
QSO:  7000 PH 2025-02-23 0723 F5RKG         59  59     F4BHK         59  27     
QSO:  7000 PH 2025-02-23 0726 F5RKG         59  59     F5KMB         59  60     
QSO:  7000 PH 2025-02-23 0727 F5RKG         59  59     F6IPR         59  21     
QSO:  7000 PH 2025-02-23 0729 F5RKG         59  59     DP7D          59  436    
QSO:  7000 PH 2025-02-23 0734 F5RKG         59  59     F1RYW         59  32     
QSO:  7000 PH 2025-02-23 0737 F5RKG         59  59     F5RFS         59  85     
QSO:  7000 PH 2025-02-23 0739 F5RKG         59  59     F5NLY         59  28     
QSO:  7000 PH 2025-02-23 0744 F5RKG         59  59     F4HER         59  86     
QSO:  7000 PH 2025-02-23 0746 F5RKG         59  59     F6ARC         59  28     
QSO:  7000 PH 2025-02-23 0749 F5RKG         59  59     F4WDL         59  33     
QSO:  7000 PH 2025-02-23 0805 F5RKG         59  59     F6AXN         59  28     
QSO:  7000 PH 2025-02-23 0809 F5RKG         59  59     F5KAR         59  76     
QSO:  7000 PH 2025-02-23 0816 F5RKG         59  59     F4JDW         59  60     
QSO:  7000 PH 2025-02-23 0818 F5RKG         59  59     F5XE          59  94     
QSO: 14000 PH 2025-02-23 0821 F5RKG         59  59     F4JQT         59  31     
QSO: 14000 PH 2025-02-23 0825 F5RKG         59  59     LA9DAA        59  194    
QSO: 14000 PH 2025-02-23 0827 F5RKG         59  59     F6KMX         59  94     
QSO: 14000 PH 2025-02-23 0837 F5RKG         59  59     F5IG          59  33     
QSO: 14000 PH 2025-02-23 0841 F5RKG         59  59     F4GWG         59  29     
QSO: 14000 PH 2025-02-23 0844 F5RKG         59  59     F4JJS         59  02     
QSO: 14000 PH 2025-02-23 0848 F5RKG         59  59     TM2RJ         59  45     
QSO: 14000 PH 2025-02-23 0855 F5RKG         59  59     F4GYG         59  62     
QSO: 14000 PH 2025-02-23 0903 F5RKG         59  59     F4JOY         59  43     
QSO: 14000 PH 2025-02-23 0909 F5RKG         59  59     F1PBZ         59  71     
QSO: 14000 PH 2025-02-23 0911 F5RKG         59  59     EA6URP        59  252    
QSO: 14000 PH 2025-02-23 0914 F5RKG         59  59     F4FFZ         59  56     
QSO: 14000 PH 2025-02-23 0916 F5RKG         59  59     TM74TH        59  74     
QSO: 14000 PH 2025-02-23 0917 F5RKG         59  59     F6KRK         59  78     
QSO: 14000 PH 2025-02-23 0919 F5RKG         59  59     TM4K          59  03     
QSO: 14000 PH 2025-02-23 0919 F5RKG         59  59     F4JGN         59  33     
QSO: 14000 PH 2025-02-23 0921 F5RKG         59  59     F6KBR         59  66     
QSO: 14000 PH 2025-02-23 0927 F5RKG         59  59     F5JNX         59  68     
QSO: 14000 PH 2025-02-23 0928 F5RKG         59  59     F5KDC         59  63     
QSO: 14000 PH 2025-02-23 0930 F5RKG         59  59     F4IKC         59  64     
QSO: 14000 PH 2025-02-23 0932 F5RKG         59  59     F5PHY         59  24     
QSO: 14000 PH 2025-02-23 0933 F5RKG         59  59     F5HRY/P       59  29     
QSO: 14000 PH 2025-02-23 0936 F5RKG         59  59     F6KKN/P       59  42     
QSO: 14000 PH 2025-02-23 0945 F5RKG         59  59     F5IXN         59  13     
QSO: 14000 PH 2025-02-23 0948 F5RKG         59  59     F1RYW         59  32     
QSO: 14000 PH 2025-02-23 0950 F5RKG         59  59     OM4M          59  158    
QSO: 14000 PH 2025-02-23 0952 F5RKG         59  59     HB9TWU        59  482    
QSO: 14000 PH 2025-02-23 0956 F5RKG         59  59     F4KOC         59  07     
QSO: 14000 PH 2025-02-23 0958 F5RKG         59  59     IK8UND        59  332    
QSO: 14000 PH 2025-02-23 0959 F5RKG         59  59     F5MUX         59  29     
QSO: 14000 PH 2025-02-23 1005 F5RKG         59  59     F5JSQ         59  51     
QSO: 14000 PH 2025-02-23 1007 F5RKG         59  59     F4KLS         59  69     
QSO: 14000 PH 2025-02-23 1010 F5RKG         59  59     F4IYO         59  24     
QSO: 14000 PH 2025-02-23 1011 F5RKG         59  59     F4EMI         59  85     
QSO: 14000 PH 2025-02-23 1012 F5RKG         59  59     F1PNJ         59  33     
QSO: 14000 PH 2025-02-23 1013 F5RKG         59  59     F6HRL         59  86     
QSO: 14000 PH 2025-02-23 1015 F5RKG         59  59     F2LN          59  33     
QSO: 14000 PH 2025-02-23 1023 F5RKG         59  59     F1CVA         59  33     
QSO: 14000 PH 2025-02-23 1025 F5RKG         59  59     F5ASD         59  77     
QSO: 14000 PH 2025-02-23 1027 F5RKG         59  59     TM30KLE       59  30     
QSO: 14000 PH 2025-02-23 1033 F5RKG         59  59     IZ5WTV        59  157    
QSO: 14000 PH 2025-02-23 1038 F5RKG         59  59     F6DMQ         59  06     
QSO: 14000 PH 2025-02-23 1043 F5RKG         59  59     RW1CW         59  056    
QSO: 14000 PH 2025-02-23 1049 F5RKG         59  59     F5NBX         59  87     
QSO: 14000 PH 2025-02-23 1052 F5RKG         59  59     F4GWO         59  66     
QSO: 14000 PH 2025-02-23 1054 F5RKG         59  59     IK4RVY        59  048    
QSO: 14000 PH 2025-02-23 1100 F5RKG         59  59     F4IDB         59  83     
QSO: 14000 PH 2025-02-23 1103 F5RKG         59  59     F6KBO         59  22     
QSO: 14000 PH 2025-02-23 1108 F5RKG         59  59     TM4E          59  83     
END-OF-LOG:
