START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WW-RTTY
CALLSIGN: DL9GS
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: DL9GS
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WW-RTTY CQWWRTTY/2021.
QSO: 21086 RY 2021-09-25 1450 DL9GS         599 14 DX K9RS          599 05 DE
QSO: 28092 RY 2021-09-26 1155 DL9GS         599 14 DX PT2AW         599 11 DX
QSO: 14080 RY 2021-09-26 1205 DL9GS         599 14 DX K9YY          599 04 IL
QSO: 14096 RY 2021-09-26 1211 DL9GS         599 14 DX UW6U          599 16 DX
QSO: 14098 RY 2021-09-26 1213 DL9GS         599 14 DX OE9R          599 15 DX
QSO: 14098 RY 2021-09-26 1214 DL9GS         599 14 DX YQ6A          599 20 DX
QSO: 14098 RY 2021-09-26 1215 DL9GS         599 14 DX R1FZ          599 16 DX
QSO: 14118 RY 2021-09-26 1228 DL9GS         599 14 DX SM2M          599 14 DX
QSO: 14124 RY 2021-09-26 1230 DL9GS         599 14 DX OH5CX         599 15 DX
QSO: 14137 RY 2021-09-26 1237 DL9GS         599 14 DX DQ2C          599 14 DX
QSO: 14085 RY 2021-09-26 1241 DL9GS         599 14 DX YB2XVT        599 28 DX
QSO: 14085 RY 2021-09-26 1242 DL9GS         599 14 DX YB2XVT        599 28 DX
QSO: 14143 RY 2021-09-26 1249 DL9GS         599 14 DX ES7AAZ        599 15 DX
QSO: 21093 RY 2021-09-26 1340 DL9GS         599 14 DX VA3IK         599 04 ON
QSO: 21097 RY 2021-09-26 1343 DL9GS         599 14 DX VE3GYL        599 04 ON
QSO: 21102 RY 2021-09-26 1346 DL9GS         599 14 DX CS5CRE        599 14 DX
QSO: 21086 RY 2021-09-26 1356 DL9GS         599 14 DX KC2IEB        599 05 NJ
QSO: 21081 RY 2021-09-26 1358 DL9GS         599 14 DX WA8Y          599 04 MI
QSO: 21080 RY 2021-09-26 1457 DL9GS         599 14 DX KO7SS         599 03 AZ
QSO: 21084 RY 2021-09-26 1500 DL9GS         599 14 DX NC1CC         599 05 RI
QSO: 21089 RY 2021-09-26 1502 DL9GS         599 14 DX AA2GF         599 05 NY
QSO: 21094 RY 2021-09-26 1507 DL9GS         599 14 DX N1RM          599 05 VA
QSO: 21096 RY 2021-09-26 1509 DL9GS         599 14 DX AH2O          599 05 NY
QSO: 21106 RY 2021-09-26 1512 DL9GS         599 14 DX HA1SN         599 15 DX
QSO: 21120 RY 2021-09-26 1516 DL9GS         599 14 DX K5GDX         599 4 MS
QSO: 21000 RY 2021-09-26 1526 DL9GS         599 14 DX CO2XK         599 08 DX
QSO: 21091 RY 2021-09-26 1531 DL9GS         599 14 DX K4YJ          599 04 OH
QSO: 21095 RY 2021-09-26 1533 DL9GS         599 14 DX NN2NN         599 5 NY
END-OF-LOG:
