START-OF-LOG: 3.0
LOCATION: DX
CALLSIGN: VK4BL
CLUB:
CONTEST: CQ-WPX-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: RTTY
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: TB-WIRES
CLAIMED-SCORE: 21300
OPERATORS: VK4BL
SOAPBOX: Icom 718 EFW on balcony about 13 feet above ground
QSO: 14119 RY 2016-02-13 1322 VK4BL         599 0056   JH6QFJ        599 0027
QSO: 14109 RY 2016-02-13 1328 VK4BL         599 0057   OG2P          599 0418
QSO: 14107 RY 2016-02-13 1337 VK4BL         599 0058   UW3U          599 0739
QSO: 14090 RY 2016-02-14 0501 VK4BL         599 0059   KH6ZM         599 0461
QSO: 21104 RY 2016-02-14 0540 VK4BL         599 0060   JA2VHO        599 0470
QSO: 21096 RY 2016-02-14 0543 VK4BL         599 0061   JR1JYR        599 0139
QSO: 21106 RY 2016-02-14 0548 VK4BL         599 0062   VK4NDX        599 0108
QSO: 21091 RY 2016-02-14 0611 VK4BL         599 0063   YB4IR         599 0428
QSO: 21103 RY 2016-02-14 0617 VK4BL         599 0064   CB1H          599 0880
QSO: 14102 RY 2016-02-14 0633 VK4BL         599 0065   9A1A          599 0994
QSO: 14081 RY 2016-02-14 0639 VK4BL         599 0066   9A5K          599 0464
QSO: 14095 RY 2016-02-14 0640 VK4BL         599 0067   VK3EDW        599 0029
QSO: 21100 RY 2016-02-14 0648 VK4BL         599 0068   UT5M          599 2093
QSO: 21097 RY 2016-02-14 0713 VK4BL         599 0069   SN7Q          599 1463
QSO: 21117 RY 2016-02-14 0734 VK4BL         599 0070   JH6QFJ        599 0148
QSO: 14092 RY 2016-02-14 0856 VK4BL         599 0071   EA1DR         599 1078
QSO: 21111 RY 2016-02-14 0905 VK4BL         599 0072   DK0WRTC       599 0488
QSO: 14089 RY 2016-02-14 0917 VK4BL         599 0073   TM6M          599 1191
QSO: 21106 RY 2016-02-14 0922 VK4BL         599 0074   DL3BQA        599 0812
QSO: 21108 RY 2016-02-14 0924 VK4BL         599 0075   DP7D          599 1600
QSO: 21123 RY 2016-02-14 0928 VK4BL         599 0076   OL7M          599 2292
QSO:  7046 RY 2016-02-14 0933 VK4BL         599 0077   RA0FF         599 0556
QSO:  7038 RY 2016-02-14 0935 VK4BL         599 0078   JE1LFX        599 0287
QSO:  7041 RY 2016-02-14 0940 VK4BL         599 0079   JM1XCW        599 0857
QSO: 21102 RY 2016-02-14 0947 VK4BL         599 0080   DM6DX         599 0752
QSO: 21113 RY 2016-02-14 0952 VK4BL         599 0081   DL5AXX        599 0631
QSO: 14112 RY 2016-02-14 1006 VK4BL         599 0082   RW0SR         599 0943
QSO:  7044 RY 2016-02-14 1011 VK4BL         599 0083   KH2L          599 0059
QSO:  7053 RY 2016-02-14 1016 VK4BL         599 0084   W2YC          599 0909
QSO: 21115 RY 2016-02-14 1133 VK4BL         599 0085   9A705Y        599 1180
QSO: 14086 RY 2016-02-14 1205 VK4BL         599 0086   9A5D          599 1995
QSO:  7033 RY 2016-02-14 1214 VK4BL         599 0087   JF2XGF        599 0281
QSO:  7044 RY 2016-02-14 1217 VK4BL         599 0088   RD0L          599 0456
QSO: 21100 RY 2016-02-14 1224 VK4BL         599 0089   UT7E          599 0653
QSO: 21123 RY 2016-02-14 1229 VK4BL         599 0090   UW3U          599 1701
QSO: 21120 RY 2016-02-14 1232 VK4BL         599 0091   ON6NL         599 0320
QSO: 21092 RY 2016-02-14 1239 VK4BL         599 0092   HG1S          599 1938
QSO: 21113 RY 2016-02-14 1243 VK4BL         599 0093   UZ0A          599 1263
QSO:  7039 RY 2016-02-14 1255 VK4BL         599 0094   YB8ROP        599 0297
END-OF-LOG:
