START-OF-LOG: 3.0
CONTEST: EA-MAJESTAD-CW
CALLSIGN: SP7JDI
CATEGORY: SINGLE-OP ALL LOW
LOCATION: DX
CLAIMED-SCORE: 13148
CLUB:
NAME: GRZEGORZ GAJKOWSKI
OPERATORS: 
CREATED-BY: ADIF2CABR V.3.10 (C) SP7DQR
SOAPBOX: FTDX-10 100W AND WINDOM FD-3 ANT. (20,5 M OF WIRE)
QSO: 14023 CW 2025-05-17 1323 SP7JDI        599 022 OP5T          599 090 
QSO: 14017 CW 2025-05-17 1326 SP7JDI        599 023 IK1PMR        599 068 
QSO: 14019 CW 2025-05-17 1330 SP7JDI        599 024 4L8A          599 035 
QSO: 14026 CW 2025-05-17 1332 SP7JDI        599 025 EA1X          599 C 
QSO: 21041 CW 2025-05-17 1343 SP7JDI        599 026 EF0F/8        599 SMR 
QSO: 21028 CW 2025-05-17 1345 SP7JDI        599 027 CT7BJG        599 183 
QSO: 21024 CW 2025-05-17 1346 SP7JDI        599 028 EA7RCS        599 SE 
QSO: 21009 CW 2025-05-17 1349 SP7JDI        599 029 EA2AZ         599 NA 
QSO: 21021 CW 2025-05-17 1352 SP7JDI        599 030 EA7KHN        599 SE 
QSO: 21009 CW 2025-05-17 1535 SP7JDI        599 031 EA7IF         599 J 
QSO:  7013 CW 2025-05-17 1603 SP7JDI        599 032 OM3ZU         599 029 
QSO:  7014 CW 2025-05-17 1604 SP7JDI        599 033 RK3Y          599 037 
QSO:  7015 CW 2025-05-17 1607 SP7JDI        599 034 YL2TD         599 197 
QSO:  7017 CW 2025-05-17 1609 SP7JDI        599 035 YQ6A          599 173 
QSO:  7019 CW 2025-05-17 1610 SP7JDI        599 036 DL6KVA        599 223 
QSO:  7020 CW 2025-05-17 1612 SP7JDI        599 037 SP0I          599 066 
QSO:  7022 CW 2025-05-17 1614 SP7JDI        599 038 YU0X          599 052 
QSO:  7023 CW 2025-05-17 1615 SP7JDI        599 039 HG0WFF        599 119 
QSO:  7026 CW 2025-05-17 1617 SP7JDI        599 040 DL4ME         599 118 
QSO:  7028 CW 2025-05-17 1618 SP7JDI        599 041 PA3AAV        599 233 
QSO:  7032 CW 2025-05-17 1621 SP7JDI        599 042 9A925T        599 263 
QSO:  7030 CW 2025-05-17 1623 SP7JDI        599 043 DL3SYA        599 112 
QSO:  7014 CW 2025-05-17 1624 SP7JDI        599 044 E70Y          599 211 
QSO:  7020 CW 2025-05-17 1627 SP7JDI        599 045 EA3X          599 BB 
QSO: 14006 CW 2025-05-17 1638 SP7JDI        599 046 EA2KV         599 Z 
QSO: 21002 CW 2025-05-17 1640 SP7JDI        599 047 PY2KJ         599 079 
QSO: 14026 CW 2025-05-17 1644 SP7JDI        599 048 RG9A          599 175 
QSO: 14024 CW 2025-05-17 1646 SP7JDI        599 049 EC5AGM        599 A 
QSO: 14017 CW 2025-05-17 1648 SP7JDI        599 050 P3X           599 569 
QSO: 21019 CW 2025-05-17 1723 SP7JDI        599 051 EA5M          599 MU 
QSO: 21019 CW 2025-05-17 1725 SP7JDI        599 052 ED4J          599 CR 
QSO: 21007 CW 2025-05-17 1727 SP7JDI        599 053 EF5D          599 A 
QSO: 21029 CW 2025-05-17 1728 SP7JDI        599 054 ED7W          599 CO 
QSO: 21012 CW 2025-05-17 1731 SP7JDI        599 055 EA5FID        599 A 
QSO: 28020 CW 2025-05-17 1733 SP7JDI        599 056 PY2KJ         599 132 
QSO: 21013 CW 2025-05-17 1737 SP7JDI        599 057 EA5JA         599 MU 
QSO: 21025 CW 2025-05-17 1739 SP7JDI        599 058 EA7/VE3NZ     599 MA 
QSO:  7008 CW 2025-05-17 1743 SP7JDI        599 059 YQ8E          599 293 
QSO:  7014 CW 2025-05-17 1745 SP7JDI        599 060 DL6KWN        599 025 
QSO:  7027 CW 2025-05-17 1746 SP7JDI        599 061 LX100IARU     599 155 
QSO:  7009 CW 2025-05-17 1749 SP7JDI        599 062 YT2RX         599 179 
QSO:  7013 CW 2025-05-17 1805 SP7JDI        599 063 EF5Q          599 CS 
QSO:  7015 CW 2025-05-17 1807 SP7JDI        599 064 IK3QAR        599 175 
QSO:  7016 CW 2025-05-17 1808 SP7JDI        599 065 G6M           599 056 
QSO:  7024 CW 2025-05-17 1815 SP7JDI        599 066 IK7MIY        599 149 
QSO:  7030 CW 2025-05-17 1818 SP7JDI        599 067 OE1BAA        599 095 
QSO:  7031 CW 2025-05-17 1822 SP7JDI        599 068 EA5KM         599 A 
QSO:  7034 CW 2025-05-17 1823 SP7JDI        599 069 EA1WH         599 C 
QSO:  7028 CW 2025-05-17 1826 SP7JDI        599 070 UR5TFT        599 164 
QSO:  7024 CW 2025-05-17 1828 SP7JDI        599 071 YO4AAC        599 60 
QSO:  7024 CW 2025-05-17 2023 SP7JDI        599 072 SC6O          599 133 
QSO:  7025 CW 2025-05-17 2025 SP7JDI        599 073 R9GM          599 150 
QSO:  7030 CW 2025-05-17 2028 SP7JDI        599 074 EF0F/8        599 SMR 
QSO:  7021 CW 2025-05-17 2031 SP7JDI        599 075 EA5/UW1WA     599 A 
QSO:  7022 CW 2025-05-17 2033 SP7JDI        599 076 OK2QA         599 249 
QSO:  7024 CW 2025-05-17 2035 SP7JDI        599 077 IK5MEP        599 260 
QSO:  7025 CW 2025-05-17 2038 SP7JDI        599 078 EA7/VE3NZ     599 MA 
QSO:  3530 CW 2025-05-17 2043 SP7JDI        599 079 G4BJM         599 484 
QSO:  3512 CW 2025-05-17 2048 SP7JDI        599 080 OK2TJ         599 343 
QSO:  3509 CW 2025-05-17 2050 SP7JDI        599 081 YT2RX         599 290 
QSO:  3515 CW 2025-05-17 2053 SP7JDI        599 082 RW1A          599 456 
QSO: 14032 CW 2025-05-17 2059 SP7JDI        599 084 AZ1A          599 193 
QSO: 14020 CW 2025-05-17 2104 SP7JDI        599 085 YT1A          599 417 
QSO: 14027 CW 2025-05-17 2108 SP7JDI        599 086 ED7W          599 CO 
QSO:  3519 CW 2025-05-17 2110 SP7JDI        599 087 4U1A          599 361 
QSO:  3513 CW 2025-05-17 2112 SP7JDI        599 088 YL3FT         599 023 
QSO:  7025 CW 2025-05-18 0312 SP7JDI        599 089 ED7W          599 CO 
QSO:  7020 CW 2025-05-18 0315 SP7JDI        599 090 IT9IVU        599 677 
QSO:  7028 CW 2025-05-18 0317 SP7JDI        599 091 W0EAS         599 123 
QSO:  7018 CW 2025-05-18 0329 SP7JDI        599 092 N6AR          599 258 
QSO:  7018 CW 2025-05-18 0346 SP7JDI        599 093 ZA1EM         599 287 
QSO:  7020 CW 2025-05-18 0347 SP7JDI        599 094 YO4NF         599 614 
QSO:  7021 CW 2025-05-18 0349 SP7JDI        599 095 EA5GX         599 CS 
QSO:  7017 CW 2025-05-18 0352 SP7JDI        599 096 YT3D          599 127 
QSO:  7017 CW 2025-05-18 0357 SP7JDI        599 097 IZ8JFL        599 447 
QSO:  7019 CW 2025-05-18 0359 SP7JDI        599 098 LZ8T          599 291 
QSO:  7019 CW 2025-05-18 0400 SP7JDI        599 099 N4RV          599 196 
QSO:  7019 CW 2025-05-18 0402 SP7JDI        599 100 RV3ZN         599 111 
QSO:  7021 CW 2025-05-18 0403 SP7JDI        599 101 N2MF          599 278 
QSO: 14027 CW 2025-05-17 2057 SP7JDI        599 83 ZZ2O          599 120 
QSO:  7027 CW 2025-05-18 0406 SP7JDI        599 102 SM6NT         599 161 
QSO:  7015 CW 2025-05-18 0413 SP7JDI        599 103 W3RJ          599 181 
QSO:  7020 CW 2025-05-18 0544 SP7JDI        599 104 HA7I          599 259 
QSO:  7009 CW 2025-05-18 0548 SP7JDI        599 105 HG6O          599 350 
QSO: 14030 CW 2025-05-18 0549 SP7JDI        599 106 SV1CEI        599 117 
QSO: 14028 CW 2025-05-18 0550 SP7JDI        599 107 YO4NF         599 646 
QSO: 14033 CW 2025-05-18 0553 SP7JDI        599 108 ZA1RR         599 438 
QSO: 14025 CW 2025-05-18 0555 SP7JDI        599 109 EA7/VE3NZ     599 MA 
QSO: 14022 CW 2025-05-18 0557 SP7JDI        599 110 IT9IVU        599 756 
QSO: 14010 CW 2025-05-18 0602 SP7JDI        599 111 R3BC          599 286 
END-OF-LOG:
