START-OF-LOG: 3.0
CALLSIGN: IW2FUT
CLUB:
CONTEST: CQ-WW-SSB
CLAIMED-SCORE: 58842
OPERATORS: IW2FUT
SOAPBOX: Ciao a tutti e '73 de iw2fut - Fabio "Fabiowsky"
QSO: 14000 PH 2012-10-28 0930 IW2FUT        59  15     EC2DX         59  14
QSO: 14000 PH 2012-10-28 0931 IW2FUT        59  15     UA1AQA        59  16
QSO: 14000 PH 2012-10-28 0931 IW2FUT        59  15     RA5B          59  16
QSO: 14000 PH 2012-10-28 0936 IW2FUT        59  15     LY9A          59  15
QSO: 14000 PH 2012-10-28 0938 IW2FUT        59  15     UA2K          59  15
QSO: 14000 PH 2012-10-28 0943 IW2FUT        59  15     YT1A          59  15
QSO: 14000 PH 2012-10-28 0944 IW2FUT        59  15     II9K          59  15
QSO: 14000 PH 2012-10-28 0945 IW2FUT        59  15     OK7Y          59  15
QSO: 14000 PH 2012-10-28 0955 IW2FUT        59  15     ED3B          59  14
QSO: 14000 PH 2012-10-28 0956 IW2FUT        59  15     YT7B          59  15
QSO: 14000 PH 2012-10-28 0957 IW2FUT        59  15     TM1T          59  14
QSO: 14000 PH 2012-10-28 0958 IW2FUT        59  15     EA3GLB        59  14
QSO: 14000 PH 2012-10-28 1000 IW2FUT        59  15     US1I          59  16
QSO: 14000 PH 2012-10-28 1001 IW2FUT        59  15     DR5N          59  14
QSO: 14000 PH 2012-10-28 1002 IW2FUT        59  15     HF8N          59  15
QSO: 14000 PH 2012-10-28 1004 IW2FUT        59  15     HG7T          59  15
QSO: 14000 PH 2012-10-28 1005 IW2FUT        59  15     YT3A          59  15
QSO: 14000 PH 2012-10-28 1008 IW2FUT        59  15     LY4T          59  15
QSO: 21000 PH 2012-10-28 1011 IW2FUT        59  15     UA4HOX        59  16
QSO: 21000 PH 2012-10-28 1012 IW2FUT        59  15     EI1A          59  14
QSO: 21000 PH 2012-10-28 1014 IW2FUT        59  15     YP8T          59  20
QSO: 21000 PH 2012-10-28 1016 IW2FUT        59  15     UT0AZA        59  16
QSO: 21000 PH 2012-10-28 1017 IW2FUT        59  15     RZ6HX         59  16
QSO: 21000 PH 2012-10-28 1018 IW2FUT        59  15     LZ2JA         59  20
QSO: 21000 PH 2012-10-28 1019 IW2FUT        59  15     EI7CC         59  14
QSO: 21000 PH 2012-10-28 1022 IW2FUT        59  15     GM2T          59  14
QSO: 21000 PH 2012-10-28 1022 IW2FUT        59  15     EE1W          59  14
QSO: 21000 PH 2012-10-28 1023 IW2FUT        59  15     ED1R          59  14
QSO: 21000 PH 2012-10-28 1024 IW2FUT        59  15     EE7L/1        59  14
QSO: 21000 PH 2012-10-28 1025 IW2FUT        59  15     YP5A          59  20
QSO: 21000 PH 2012-10-28 1026 IW2FUT        59  15     4O3A          59  15
QSO: 21000 PH 2012-10-28 1027 IW2FUT        59  15     TM6M          59  14
QSO: 21000 PH 2012-10-28 1032 IW2FUT        59  15     ES9C          59  15
QSO: 21000 PH 2012-10-28 1037 IW2FUT        59  15     EA1FDI        59  14
QSO: 21000 PH 2012-10-28 1038 IW2FUT        59  15     EI2CN         59  14
QSO: 21000 PH 2012-10-28 1040 IW2FUT        59  15     TF3W          59  40
QSO: 21000 PH 2012-10-28 1042 IW2FUT        59  15     EA7KB         59  14
QSO: 21000 PH 2012-10-28 1043 IW2FUT        59  15     EA4RCH        59  14
QSO: 21000 PH 2012-10-28 1058 IW2FUT        59  15     G5O           59  14
QSO: 21000 PH 2012-10-28 1059 IW2FUT        59  15     UX2U          59  16
QSO: 21000 PH 2012-10-28 1102 IW2FUT        59  15     OM1DK         59  15
QSO: 21000 PH 2012-10-28 1103 IW2FUT        59  15     GM5X          59  14
QSO: 21000 PH 2012-10-28 1105 IW2FUT        59  15     LA8OM         59  14
QSO: 21000 PH 2012-10-28 1106 IW2FUT        59  15     IR8C          59  15
QSO: 21000 PH 2012-10-28 1111 IW2FUT        59  15     MM0AMW        59  14
QSO: 21000 PH 2012-10-28 1112 IW2FUT        59  15     IQ8MD         59  15
QSO: 21000 PH 2012-10-28 1115 IW2FUT        59  15     II9P          59  15
QSO: 21000 PH 2012-10-28 1118 IW2FUT        59  15     9H9X          59  15
QSO: 21000 PH 2012-10-28 1119 IW2FUT        59  15     N2MM          59  05
QSO: 28000 PH 2012-10-28 1121 IW2FUT        59  15     CR2X          59  14
QSO: 28000 PH 2012-10-28 1126 IW2FUT        59  15     P3F           59  20
QSO: 28000 PH 2012-10-28 1127 IW2FUT        59  15     SJ2W          59  14
QSO: 28000 PH 2012-10-28 1129 IW2FUT        59  15     J43J          59  20
QSO: 28000 PH 2012-10-28 1130 IW2FUT        59  15     IU9A          59  15
QSO: 28000 PH 2012-10-28 1237 IW2FUT        59  15     XL3A          59  04
QSO: 28000 PH 2012-10-28 1239 IW2FUT        59  15     K1RM          59  05
QSO: 28000 PH 2012-10-28 1241 IW2FUT        59  15     K2LE          59  05
QSO: 28000 PH 2012-10-28 1243 IW2FUT        59  15     P33W          59  20
QSO: 28000 PH 2012-10-28 1244 IW2FUT        59  15     UA5B          59  16
QSO: 28000 PH 2012-10-28 1246 IW2FUT        59  15     N1MM          59  05
QSO: 28000 PH 2012-10-28 1249 IW2FUT        59  15     N4BP          59  05
QSO: 28000 PH 2012-10-28 1253 IW2FUT        59  15     AD4Z          59  05
QSO: 28000 PH 2012-10-28 1256 IW2FUT        59  15     N4MM          59  05
QSO: 28000 PH 2012-10-28 1257 IW2FUT        59  15     KZ2I          59  04
QSO: 28000 PH 2012-10-28 1304 IW2FUT        59  15     SV5BYR        59  20
QSO: 28000 PH 2012-10-28 1309 IW2FUT        59  15     K1KI          59  05
QSO: 28000 PH 2012-10-28 1312 IW2FUT        59  15     KS1J          59  05
QSO: 28000 PH 2012-10-28 1312 IW2FUT        59  15     N1UR          59  05
QSO: 28000 PH 2012-10-28 1319 IW2FUT        59  15     W1GD          59  05
QSO: 28000 PH 2012-10-28 1322 IW2FUT        59  15     C4Z           59  20
QSO: 28000 PH 2012-10-28 1323 IW2FUT        59  15     K8AZ          59  04
QSO: 28000 PH 2012-10-28 1350 IW2FUT        59  15     P3J           59  20
QSO: 28000 PH 2012-10-28 1352 IW2FUT        59  15     N5DX          59  04
QSO: 28000 PH 2012-10-28 1353 IW2FUT        59  15     VE3JM         59  04
QSO: 28000 PH 2012-10-28 1357 IW2FUT        59  15     W5PR          59  04
QSO: 28000 PH 2012-10-28 1359 IW2FUT        59  15     K3LR          59  05
QSO: 28000 PH 2012-10-28 1400 IW2FUT        59  15     K1LZ          59  05
QSO: 28000 PH 2012-10-28 1400 IW2FUT        59  15     N8II          59  05
QSO: 28000 PH 2012-10-28 1402 IW2FUT        59  15     K4BAI         59  05
QSO: 28000 PH 2012-10-28 1404 IW2FUT        59  15     VD1M          59  05
QSO: 28000 PH 2012-10-28 1406 IW2FUT        59  15     K3WW          59  05
QSO: 28000 PH 2012-10-28 1408 IW2FUT        59  15     K5NZ          59  04
QSO: 28000 PH 2012-10-28 1408 IW2FUT        59  15     K3CR          59  05
QSO: 28000 PH 2012-10-28 1415 IW2FUT        59  15     K4ZW          59  05
QSO: 28000 PH 2012-10-28 1419 IW2FUT        59  15     K5TR          59  04
QSO: 28000 PH 2012-10-28 1421 IW2FUT        59  15     K9NW          59  04
QSO: 28000 PH 2012-10-28 1422 IW2FUT        59  15     K1BX          59  05
QSO: 28000 PH 2012-10-28 1423 IW2FUT        59  15     W3LPL         59  05
QSO: 28000 PH 2012-10-28 1425 IW2FUT        59  15     K1DG          59  05
QSO: 28000 PH 2012-10-28 1426 IW2FUT        59  15     N4OX          59  05
QSO: 28000 PH 2012-10-28 1427 IW2FUT        59  15     KA1R          59  05
QSO: 28000 PH 2012-10-28 1428 IW2FUT        59  15     WB9Z          59  04
QSO: 28000 PH 2012-10-28 1428 IW2FUT        59  15     KG9N          59  04
QSO: 28000 PH 2012-10-28 1429 IW2FUT        59  15     NV8N          59  04
QSO: 28000 PH 2012-10-28 1431 IW2FUT        59  15     KB3WD         59  05
QSO: 28000 PH 2012-10-28 1436 IW2FUT        59  15     K8CX          59  04
QSO: 28000 PH 2012-10-28 1439 IW2FUT        59  15     VE2IM         59  02
QSO: 28000 PH 2012-10-28 1440 IW2FUT        59  15     VA3YP         59  04
QSO: 28000 PH 2012-10-28 1442 IW2FUT        59  15     AA3B          59  05
QSO: 28000 PH 2012-10-28 1443 IW2FUT        59  15     K1TO          59  05
QSO: 28000 PH 2012-10-28 1449 IW2FUT        59  15     N8OO          59  04
QSO: 28000 PH 2012-10-28 1450 IW2FUT        59  15     N5JR          59  04
QSO: 28000 PH 2012-10-28 1451 IW2FUT        59  15     VE2FXL        59  05
QSO: 28000 PH 2012-10-28 1459 IW2FUT        59  15     W3BGN         59  05
QSO: 28000 PH 2012-10-28 1501 IW2FUT        59  15     N5AW          59  04
QSO: 28000 PH 2012-10-28 1503 IW2FUT        59  15     VE1OP         59  05
QSO: 28000 PH 2012-10-28 1505 IW2FUT        59  15     K0KE          59  04
QSO: 28000 PH 2012-10-28 1508 IW2FUT        59  15     K1KP          59  05
QSO: 28000 PH 2012-10-28 1510 IW2FUT        59  15     VE2GSO        59  02
QSO: 28000 PH 2012-10-28 1512 IW2FUT        59  15     VC2T          59  05
QSO: 28000 PH 2012-10-28 1514 IW2FUT        59  15     K4AB          59  04
QSO: 28000 PH 2012-10-28 1515 IW2FUT        59  15     KC1XX         59  05
QSO: 28000 PH 2012-10-28 1517 IW2FUT        59  15     VE3BZ         59  04
QSO: 28000 PH 2012-10-28 1518 IW2FUT        59  15     N0VD          59  04
QSO: 28000 PH 2012-10-28 1520 IW2FUT        59  15     NQ4I          59  05
QSO: 28000 PH 2012-10-28 1529 IW2FUT        59  15     VE1AL         59  05
QSO: 28000 PH 2012-10-28 1530 IW2FUT        59  15     W5GN          59  04
QSO: 14000 PH 2012-10-28 1537 IW2FUT        59  15     4Z4AK         59  20
QSO: 21000 PH 2012-10-28 1544 IW2FUT        59  15     N5RZ          59  04
QSO: 21000 PH 2012-10-28 1546 IW2FUT        59  15     VA6UK         59  04
QSO: 21000 PH 2012-10-28 1547 IW2FUT        59  15     KJ5T          59  04
QSO: 21000 PH 2012-10-28 1547 IW2FUT        59  15     K8AZ          59  04
QSO: 21000 PH 2012-10-28 1548 IW2FUT        59  15     W3LPL         59  05
QSO: 21000 PH 2012-10-28 1548 IW2FUT        59  15     KC1XX         59  05
QSO: 21000 PH 2012-10-28 1550 IW2FUT        59  15     VE2IM         59  02
QSO: 28000 PH 2012-10-28 1554 IW2FUT        59  15     NN1N          59  05
QSO: 28000 PH 2012-10-28 1557 IW2FUT        59  15     VA3SWG        59  04
QSO: 28000 PH 2012-10-28 1558 IW2FUT        59  15     VE2EZD        59  05
QSO: 14000 PH 2012-10-28 1604 IW2FUT        59  15     P3F           59  20
QSO: 14000 PH 2012-10-28 1605 IW2FUT        59  15     A73A          59  21
QSO: 14000 PH 2012-10-28 1606 IW2FUT        59  15     SZ1A          59  20
QSO: 14000 PH 2012-10-28 1607 IW2FUT        59  15     C4W           59  20
QSO: 14000 PH 2012-10-28 1609 IW2FUT        59  15     GW9T          59  14
QSO: 14000 PH 2012-10-28 1613 IW2FUT        59  15     EK3GM         59  21
QSO: 14000 PH 2012-10-28 1615 IW2FUT        59  15     US7L          59  16
QSO: 14000 PH 2012-10-28 1620 IW2FUT        59  15     ES9C          59  15
QSO: 28000 PH 2012-10-28 1631 IW2FUT        59  15     VE3EJ         59  04
QSO: 28000 PH 2012-10-28 1633 IW2FUT        59  15     W9RE          59  04
QSO: 21000 PH 2012-10-28 1638 IW2FUT        59  15     W4TTY         59  05
QSO: 21000 PH 2012-10-28 1639 IW2FUT        59  15     N7DD          59  03
QSO: 21000 PH 2012-10-28 1643 IW2FUT        59  15     VE3EJ         59  04
QSO: 21000 PH 2012-10-28 1645 IW2FUT        59  15     K9CT          59  04
QSO: 21000 PH 2012-10-28 1646 IW2FUT        59  15     N1UR          59  05
QSO: 21000 PH 2012-10-28 1647 IW2FUT        59  15     N5DX          59  04
QSO: 21000 PH 2012-10-28 1649 IW2FUT        59  15     K3CR          59  05
QSO: 21000 PH 2012-10-28 1650 IW2FUT        59  15     WA2BCK        59  05
QSO: 21000 PH 2012-10-28 1653 IW2FUT        59  15     NA5Y          59  04
QSO: 21000 PH 2012-10-28 1655 IW2FUT        59  15     KB3WD         59  05
QSO: 21000 PH 2012-10-28 1730 IW2FUT        59  15     VE3JM         59  04
QSO: 21000 PH 2012-10-28 1732 IW2FUT        59  15     K1DG          59  05
QSO: 21000 PH 2012-10-28 1734 IW2FUT        59  15     W2RE          59  05
QSO: 14000 PH 2012-10-28 1735 IW2FUT        59  15     W3LPL         59  05
QSO: 21000 PH 2012-10-28 1736 IW2FUT        59  15     K1LZ          59  05
QSO: 21000 PH 2012-10-28 1738 IW2FUT        59  15     VC2T          59  05
QSO: 21000 PH 2012-10-28 1740 IW2FUT        59  15     K2LE          59  05
QSO: 21000 PH 2012-10-28 1741 IW2FUT        59  15     K1BX          59  05
QSO: 21000 PH 2012-10-28 1750 IW2FUT        59  15     N1SNB         59  05
QSO: 21000 PH 2012-10-28 1800 IW2FUT        59  15     K5ZD          59  05
QSO: 14000 PH 2012-10-28 1835 IW2FUT        59  15     E7DX          59  15
QSO:  7000 PH 2012-10-28 1913 IW2FUT        59  15     ES9C          59  15
QSO:  7000 PH 2012-10-28 1916 IW2FUT        59  15     UA5B          59  16
QSO:  7000 PH 2012-10-28 1918 IW2FUT        59  15     EC2DX         59  14
QSO:  7000 PH 2012-10-28 1922 IW2FUT        59  15     RL3A          59  16
QSO:  7000 PH 2012-10-28 1924 IW2FUT        59  15     LY2W          59  15
QSO:  7000 PH 2012-10-28 1930 IW2FUT        59  15     RU1A          59  16
QSO:  7000 PH 2012-10-28 1931 IW2FUT        59  15     CN3A          59  33
QSO: 14000 PH 2012-10-28 1935 IW2FUT        59  15     K3CR          59  05
QSO: 14000 PH 2012-10-28 1937 IW2FUT        59  15     XL3A          59  04
QSO: 14000 PH 2012-10-28 1940 IW2FUT        59  15     VE2IM         59  05
QSO: 14000 PH 2012-10-28 1941 IW2FUT        59  15     W2FU          59  05
QSO: 14000 PH 2012-10-28 1943 IW2FUT        59  15     N2RM          59  05
QSO:  3500 PH 2012-10-28 1954 IW2FUT        59  15     EA3GXJ        59  14
QSO:  3500 PH 2012-10-28 1954 IW2FUT        59  15     E7CW          59  15
QSO:  3500 PH 2012-10-28 1957 IW2FUT        59  15     OT5A          59  14
QSO:  3500 PH 2012-10-28 2001 IW2FUT        59  15     DR7B          59  14
QSO:  3500 PH 2012-10-28 2002 IW2FUT        59  15     DL4ZA         59  14
QSO:  3500 PH 2012-10-28 2003 IW2FUT        59  15     9A1CIG        59  15
QSO:  3500 PH 2012-10-28 2004 IW2FUT        59  15     DR1A          59  14
QSO:  3500 PH 2012-10-28 2006 IW2FUT        59  15     IQ2LS         59  15
QSO:  3500 PH 2012-10-28 2007 IW2FUT        59  15     S51ST         59  15
QSO:  3500 PH 2012-10-28 2013 IW2FUT        59  15     LZ9W          59  20
QSO:  3500 PH 2012-10-28 2017 IW2FUT        59  15     IQ8MD         59  15
QSO:  3500 PH 2012-10-28 2018 IW2FUT        59  15     IK2YCW        59  15
QSO:  3500 PH 2012-10-28 2019 IW2FUT        59  15     IK6SNR        59  15
QSO:  3500 PH 2012-10-28 2024 IW2FUT        59  15     9A2U          59  15
QSO:  3500 PH 2012-10-28 2027 IW2FUT        59  15     F8KCF         59  14
QSO:  3500 PH 2012-10-28 2029 IW2FUT        59  15     F5BEG         59  14
QSO:  3500 PH 2012-10-28 2031 IW2FUT        59  15     YT4A          59  15
QSO:  3500 PH 2012-10-28 2034 IW2FUT        59  15     9A2L          59  15
QSO: 14000 PH 2012-10-28 2045 IW2FUT        59  15     W2RE          59  05
QSO: 14000 PH 2012-10-28 2046 IW2FUT        59  15     K1LZ          59  05
QSO: 14000 PH 2012-10-28 2049 IW2FUT        59  15     WK1Q          59  05
QSO: 14000 PH 2012-10-28 2050 IW2FUT        59  15     M0MCV         59  14
QSO: 14000 PH 2012-10-28 2052 IW2FUT        59  15     OP0P          59  14
QSO: 14000 PH 2012-10-28 2054 IW2FUT        59  15     ON4IA         59  14
QSO:  3500 PH 2012-10-28 2056 IW2FUT        59  15     E73ESP        59  15
QSO:  3500 PH 2012-10-28 2100 IW2FUT        59  15     DL1NFG        59  14
QSO:  7000 PH 2012-10-28 2103 IW2FUT        59  15     DL1WA         59  14
END-OF-LOG:
