START-OF-LOG: 3.0
CONTEST: ARRL-10-GHZ
LOCATION: SJV
CALLSIGN: K6ML
CATEGORY-BAND: ALL
OPERATORS: K6ML
CATEGORY-ASSISTED: ASSISTED
CATEGORY-MODE: MIXED
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: HIGH
CATEGORY-STATION: ROVER
CATEGORY-TIME: 24-HOURS
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-OVERLAY: CLASSIC
CLUB: THE 50MHZ AND UP GROUP OF NORTHERN CALIFORNIA
QSO: 10G PH 2025-08-17 0048 K6ML CM96WG AA6PZ CM88WJ
QSO: 10G PH 2025-08-17 0048 K6ML CM96WG WA6QDP CM88WJ
QSO: 10G PH 2025-08-17 0052 K6ML CM96WG AD6IW CM97AV
QSO: 10G PH 2025-08-17 0151 K6ML DM06BC W6QIW DM04MS
QSO: 24G PH 2025-08-17 0155 K6ML DM06BC W6QIW DM04MS
QSO: 10G PH 2025-08-17 0228 K6ML DM06BC W6IFE DM13ET
QSO: 10G PH 2025-08-17 0238 K6ML DM06BC N6VHF DM13ET
QSO: 10G PH 2025-08-17 1747 K6ML DM05AX KD6W DM06CJ
QSO: 10G PH 2025-08-17 1751 K6ML DM05AX W6QIW DM04MS
QSO: 24G PH 2025-08-17 1756 K6ML DM05AX W6QIW DM04MS
QSO: 47G PH 2025-08-17 1820 K6ML DM05AX W6QIW DM04MS
QSO: 10G PH 2025-08-17 1833 K6ML DM05AX KB6BA CM97KH
QSO: 10G PH 2025-08-17 1834 K6ML DM05AX AA6PZ CM97KH
QSO: 10G PH 2025-08-17 1917 K6ML DM05AX KD6W DM06FJ
QSO: 24G PH 2025-08-17 1920 K6ML DM05AX KD6W DM06FJ
QSO: 10G PH 2025-08-17 1928 K6ML DM05AX WA6CDR DM13CO
QSO: 10G PH 2025-08-17 1929 K6ML DM05AX W6IFE DM13CO
QSO: 10G PH 2025-08-17 2009 K6ML DM05CW W6QIW DM04MS
QSO: 24G PH 2025-08-17 2011 K6ML DM05CW W6QIW DM04MS
QSO: 47G PH 2025-08-17 2100 K6ML DM05CW W6QIW DM04MS
QSO: 10G PH 2025-08-17 2116 K6ML DM05CW WA6CDR DM13CO
QSO: 10G PH 2025-08-17 2117 K6ML DM05CW W6IFE DM13CO
QSO: 10G PH 2025-08-17 2129 K6ML DM05CW WA6QDP CM88WJ
QSO: 10G PH 2025-08-17 2214 K6ML DM05FV W6QIW DM04MS
QSO: 24G PH 2025-08-17 2216 K6ML DM05FV W6QIW DM04MS
QSO: 10G PH 2025-08-17 2229 K6ML DM05FV WA6QDP CM88WJ
QSO: 10G PH 2025-08-17 2242 K6ML DM05FV N7DA DM13JC
QSO: 47G PH 2025-08-17 2301 K6ML DM05FV W6QIW DM04MS
QSO: 10G PH 2025-08-17 2317 K6ML DM05FV WA6CDR DM13CO
QSO: 10G PH 2025-08-17 2317 K6ML DM05FV N6LL DM13CO
QSO: 10G PH 2025-08-17 2318 K6ML DM05FV W6IFE DM13CO
QSO: 10G PH 2025-08-18 0020 K6ML DM06EC WA6QDP CM88WJ
QSO: 10G PH 2025-08-18 0025 K6ML DM06EC W6QIW DM04MS
QSO: 24G PH 2025-08-18 0028 K6ML DM06EC W6QIW DM04MS
QSO: 47G PH 2025-08-18 0101 K6ML DM06EC W6QIW DM04MS
QSO: 10G PH 2025-08-18 0107 K6ML DM06EC KB6BA DM05BW
QSO: 10G PH 2025-08-18 0108 K6ML DM06EC AA6PZ DM05BW
QSO: 24G PH 2025-08-18 0112 K6ML DM06EC KB6BA DM05BW
QSO: 24G PH 2025-08-18 0114 K6ML DM06EC AA6PZ DM05BW
QSO: 47G PH 2025-08-18 0147 K6ML DM06EC KB6BA DM05BW
QSO: 10G PH 2025-08-18 0206 K6ML DM06EC WA6CDR DM13CO
QSO: 10G PH 2025-08-18 0207 K6ML DM06EC W6IFE DM13CO
QSO: 10G PH 2025-08-18 0223 K6ML DM06EC N6LL DM13CO
QSO: 10G PH 2025-09-20 1535 K6ML DM04MS K6MG DM05BW
QSO: 24G PH 2025-09-20 1537 K6ML DM04MS K6MG DM05BW
QSO: 10G PH 2025-09-20 1548 K6ML DM04MS KD6W CM97VD
QSO: 10G PH 2025-09-20 1554 K6ML DM04MS W6QIW DM06AA
QSO: 10G PH 2025-09-20 1557 K6ML DM04MS K6MG DM05DW
QSO: 24G PH 2025-09-20 1603 K6ML DM04MS K6MG DM05DW
QSO: 24G PH 2025-09-20 1611 K6ML DM04MS W6QIW DM06AA
QSO: 10G PH 2025-09-20 1631 K6ML DM04MS K6MG DM05FS
QSO: 24G PH 2025-09-20 1633 K6ML DM04MS K6MG DM05FS
QSO: 47G PH 2025-09-20 1659 K6ML DM04MS W6QIW DM06AA
QSO: 10G PH 2025-09-20 1712 K6ML DM04MS WB6TFC DM12QU
QSO: 10G PH 2025-09-20 1715 K6ML DM04MS N9RIN DM03XS
QSO: 10G PH 2025-09-20 1723 K6ML DM04MS K6MG DM05HS
QSO: 24G PH 2025-09-20 1728 K6ML DM04MS K6MG DM05HS
QSO: 10G PH 2025-09-20 1732 K6ML DM04MS KD6W CM97TA
QSO: 10G PH 2025-09-20 1739 K6ML DM04MS W6BY CM97KH
QSO: 10G PH 2025-09-20 1748 K6ML DM04MS K6MG DM05JS
QSO: 24G PH 2025-09-20 1750 K6ML DM04MS K6MG DM05JS
QSO: 10G PH 2025-09-20 1755 K6ML DM04MS N6RMJ DM13ET
QSO: 10G PH 2025-09-20 1756 K6ML DM04MS W6IFE DM13ET
QSO: 24G PH 2025-09-20 1803 K6ML DM04MS N6RMJ DM13ET
QSO: 10G PH 2025-09-20 1913 K6ML DM04MS KD6W CM96XV
QSO: 10G PH 2025-09-20 1923 K6ML DM04MS W6QIW CM96XE
QSO: 24G PH 2025-09-20 1927 K6ML DM04MS W6QIW CM96XE
QSO: 10G PH 2025-09-20 1932 K6ML DM04MS W6BY CM96RO
QSO: 10G PH 2025-09-20 1937 K6ML DM04MS K6MG DM05IW
QSO: 24G PH 2025-09-20 1942 K6ML DM04MS K6MG DM05IW
QSO: 10G PH 2025-09-20 1950 K6ML DM04MS WB6DJI DM03TT
QSO: 10G PH 2025-09-20 1953 K6ML DM04MS AB6UI DM03TT
QSO: 24G PH 2025-09-20 2010 K6ML DM04MS WB6DJI DM03TT
QSO: 10G PH 2025-09-20 2013 K6ML DM04MS N6VHF DM14FR
QSO: 10G PH 2025-09-20 2021 K6ML DM04MS N5BF DM14KF
QSO: 10G PH 2025-09-20 2029 K6ML DM04MS N7DA DM12LW
QSO: 10G PH 2025-09-20 2030 K6ML DM04MS KM6Z DM12LW
QSO: 10G PH 2025-09-20 2038 K6ML DM04MS AF5T DM12JU
QSO: 10G PH 2025-09-20 2043 K6ML DM04MS N9RIN DM13BQ
QSO: 10G PH 2025-09-20 2050 K6ML DM04MS KD6W DM06CV
QSO: 10G PH 2025-09-20 2113 K6ML DM04MS W6QIW DM06BD
QSO: 10G PH 2025-09-20 2135 K6ML DM04MS K6TJ CM97AV
QSO: 10G PH 2025-09-20 2141 K6ML DM04MS WA6QDP CM97AV
QSO: 24G PH 2025-09-20 2221 K6ML DM04MS W6QIW DM06BD
QSO: 47G PH 2025-09-20 2238 K6ML DM04MS W6QIW DM06BD
QSO: 10G PH 2025-09-20 2244 K6ML DM04MS W6BY CM96UO
QSO: 10G PH 2025-09-20 2254 K6ML DM04MS WA6CDR DM04RQ
QSO: 10G PH 2025-09-20 2300 K6ML DM04MS N7DA DM12JU
QSO: 10G PH 2025-09-20 2308 K6ML DM04MS AF5T DM12LW
QSO: 10G PH 2025-09-20 2325 K6ML DM04MS KD6W CM96XW
QSO: 10G PH 2025-09-20 2340 K6ML DM04MS W6QIW DM06EC
QSO: 24G PH 2025-09-21 0008 K6ML DM04MS W6QIW DM06EC
QSO: 47G PH 2025-09-21 0020 K6ML DM04MS W6QIW DM06EC
QSO: 10G PH 2025-09-21 0044 K6ML DM04MS KD6W CM96XS
QSO: 10G PH 2025-09-21 0054 K6ML DM04MS N9RIN DM13FP
QSO: 10G PH 2025-09-21 0102 K6ML DM04MS WA6CGR DM03UT
QSO: 10G PH 2025-09-21 0119 K6ML DM04MS W6BY CM96WA
QSO: 24G PH 2025-09-21 0122 K6ML DM04MS W6BY CM96WA
QSO: 10G PH 2025-09-21 0150 K6ML DM04MS KD6W DM06BT
QSO: 10G PH 2025-09-21 0204 K6ML DM04MS N7DA DM12KX
QSO: 10G PH 2025-09-21 0220 K6ML DM04MS W6QIW DM05CW
QSO: 10G PH 2025-09-21 1551 K6ML DM04MS KD6W DM06AU
QSO: 10G PH 2025-09-21 1618 K6ML DM04MS N7DA DM12MW
QSO: 10G PH 2025-09-21 1621 K6ML DM04MS N6OQ DM12MW
QSO: 10G PH 2025-09-21 1633 K6ML DM04MS N6VHF DM13FW
QSO: 10G PH 2025-09-21 1646 K6ML DM04MS AF5T DM13JC
QSO: 10G PH 2025-09-21 1714 K6ML DM04MS NJ6D DM43NG
QSO: 10G PH 2025-09-21 1725 K6ML DM04MS K6VHF DM43NG
QSO: 10G PH 2025-09-21 1746 K6ML DM04MS KD6W CM96XP
QSO: 10G PH 2025-09-21 1749 K6ML DM04MS W6QIW DM05BW
QSO: 10G PH 2025-09-21 1752 K6ML DM04MS W6BY DM05BW
QSO: 24G PH 2025-09-21 1756 K6ML DM04MS W6QIW DM05BW
QSO: 24G PH 2025-09-21 1756 K6ML DM04MS W6BY DM05BW
QSO: 47G PH 2025-09-21 1823 K6ML DM04MS W6QIW DM05BW
QSO: 47G PH 2025-09-21 1826 K6ML DM04MS W6BY DM05BW
QSO: 10G PH 2025-09-21 1834 K6ML DM04MS KD6W CM96WL
QSO: 10G PH 2025-09-21 1841 K6ML DM04MS KC6QHP DM13JC
QSO: 10G PH 2025-09-21 1843 K6ML DM04MS KO6EJV DM13JC
QSO: 24G PH 2025-09-21 1851 K6ML DM04MS KC6QHP DM13JC
QSO: 10G PH 2025-09-21 1857 K6ML DM04MS N6RMJ DM14KU
QSO: 24G PH 2025-09-21 1859 K6ML DM04MS N6RMJ DM14KU
QSO: 10G PH 2025-09-21 1905 K6ML DM04MS WB6NOA DM13AP
QSO: 10G PH 2025-09-21 1918 K6ML DM04MS N5BF DM03UR
QSO: 10G PH 2025-09-21 1928 K6ML DM04MS KD6W CM96WH
QSO: 10G PH 2025-09-21 1936 K6ML DM04MS W6IFE DM14KF
QSO: 10G PH 2025-09-21 1955 K6ML DM04MS WA6MEM DM03TS
QSO: 10G PH 2025-09-21 2021 K6ML DM04MS N6RMJ DM14RT
QSO: 10G PH 2025-09-21 2027 K6ML DM04MS N9RIN DM13EK
QSO: 10G PH 2025-09-21 2029 K6ML DM04MS N6MX DM03WT
QSO: 10G PH 2025-09-21 2032 K6ML DM04MS AB6UI DM03WT
QSO: 10G PH 2025-09-21 2033 K6ML DM04MS WB6DJI DM03WT
QSO: 10G PH 2025-09-21 2035 K6ML DM04MS KD6W CM96UF
QSO: 24G PH 2025-09-21 2043 K6ML DM04MS KD6W CM96UF
QSO: 10G PH 2025-09-21 2049 K6ML DM04MS N7DA DM13JC
QSO: 10G PH 2025-09-21 2053 K6ML DM04MS N6DRE DM13JC
QSO: 10G PH 2025-09-21 2109 K6ML DM04MS W6QIW DM06EA
QSO: 10G PH 2025-09-21 2109 K6ML DM04MS W6BY DM06EA
QSO: 24G PH 2025-09-21 2112 K6ML DM04MS W6QIW DM06EA
QSO: 24G PH 2025-09-21 2112 K6ML DM04MS W6BY DM06EA
QSO: 47G PH 2025-09-21 2134 K6ML DM04MS W6QIW DM06EA
QSO: 47G PH 2025-09-21 2150 K6ML DM04MS W6BY DM06EA
QSO: 10G PH 2025-09-21 2155 K6ML DM04MS KD6W CM96WG
QSO: 24G PH 2025-09-21 2203 K6ML DM04MS KD6W CM96WG
QSO: 10G PH 2025-09-21 2220 K6ML DM04MS K6JEY DM03WT
QSO: 10G PH 2025-09-21 2222 K6ML DM04MS KI6LQV DM03WT
QSO: 10G PH 2025-09-21 2238 K6ML DM04MS KD6W DM06BG
QSO: 24G PH 2025-09-21 2241 K6ML DM04MS KD6W DM06BG
QSO: 10G PH 2025-09-21 2312 K6ML DM04MS W6BY DM06CD
QSO: 10G PH 2025-09-21 2313 K6ML DM04MS W6QIW DM06CD
QSO: 10G PH 2025-09-21 2322 K6ML DM04MS N5BF DM03XQ
QSO: 24G PH 2025-09-21 2330 K6ML DM04MS W6BY DM06CD
QSO: 24G PH 2025-09-21 2331 K6ML DM04MS W6QIW DM06CD
QSO: 47G PH 2025-09-21 2342 K6ML DM04MS W6QIW DM06CD
QSO: 47G PH 2025-09-21 2347 K6ML DM04MS W6BY DM06CD
QSO: 10G PH 2025-09-21 2355 K6ML DM04MS KD6W CM96WF
QSO: 24G PH 2025-09-21 2358 K6ML DM04MS KD6W CM96WF
QSO: 10G PH 2025-09-22 0009 K6ML DM04MS N6RMJ DM24LT
QSO: 10G PH 2025-09-22 0051 K6ML DM04MS W6QIW DM06CH
QSO: 10G PH 2025-09-22 0054 K6ML DM04MS W6BY DM06CH
QSO: 24G PH 2025-09-22 0106 K6ML DM04MS W6BY DM06CH
QSO: 24G PH 2025-09-22 0112 K6ML DM04MS W6QIW DM06CH
QSO: 10G PH 2025-09-22 0119 K6ML DM04MS KD6W CM96WA
QSO: 24G PH 2025-09-22 0121 K6ML DM04MS KD6W CM96WA
QSO: 10G PH 2025-09-22 0152 K6ML DM04MS KD6W DM06AE
QSO: 24G PH 2025-09-22 0156 K6ML DM04MS KD6W DM06AE
END-OF-LOG:
