START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: G3LET
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: 80M
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
GRID-LOCATOR: IO90WX
CLAIMED-SCORE: 158326
NAME: Peter Hobbs
OPERATORS: G3LET
CLUB: HORSHAM AMATEUR RADIO  CLUB
CREATED-BY: SD by EI5DI
SOAPBOX: First CQWW for a while - wonderful!  Unfortunately, I
SOAPBOX: had to abandon a nice US run in the early hours of
SOAPBOX: Sunday due to an appointment - Sunday was much better
SOAPBOX: than Saturday.  Plenty of JAs but all S&P and with LP
SOAPBOX:     I was unable     to    attract          any. Thanks to               all  for  the
QSO:    3500  CW 2020-11-28 0026  G3LET            599  14  UT6MCU           599  16  
QSO:    3500  CW 2020-11-28 0026  G3LET            599  14  ES9C             599  15  
QSO:    3500  CW 2020-11-28 0027  G3LET            599  14  YO5BRZ           599  20  
QSO:    3500  CW 2020-11-28 0027  G3LET            599  14  R5QQ             599  16  
QSO:    3500  CW 2020-11-28 0028  G3LET            599  14  R4II             599  16  
QSO:    3500  CW 2020-11-28 0028  G3LET            599  14  OK1RR            599  15  
QSO:    3500  CW 2020-11-28 0028  G3LET            599  14  HB9ON            599  14  
QSO:    3500  CW 2020-11-28 0029  G3LET            599  14  DL5ASK           599  14  
QSO:    3500  CW 2020-11-28 0029  G3LET            599  14  SE6N             599  14  
QSO:    3500  CW 2020-11-28 0029  G3LET            599  14  E74Y             599  15  
QSO:    3500  CW 2020-11-28 0030  G3LET            599  14  UZ4E             599  16  
QSO:    3500  CW 2020-11-28 0030  G3LET            599  14  OK1GK            599  15  
QSO:    3500  CW 2020-11-28 0030  G3LET            599  14  OK5OK            599  15  
QSO:    3500  CW 2020-11-28 0031  G3LET            599  14  K1TR             599  05  
QSO:    3500  CW 2020-11-28 0031  G3LET            599  14  F4EGA            599  14  
QSO:    3500  CW 2020-11-28 0031  G3LET            599  14  RA3UAG           599  16  
QSO:    3500  CW 2020-11-28 0032  G3LET            599  14  RV6AVU           599  16  
QSO:    3500  CW 2020-11-28 0032  G3LET            599  14  KY2N             599  05  
QSO:    3500  CW 2020-11-28 0033  G3LET            599  14  DD2CW            599  14  
QSO:    3500  CW 2020-11-28 0033  G3LET            599  14  RV6AVU           599  16  
QSO:    3500  CW 2020-11-28 0034  G3LET            599  14  RA1QD            599  16  
QSO:    3500  CW 2020-11-28 0034  G3LET            599  14  RV3ZN            599  16  
QSO:    3500  CW 2020-11-28 0034  G3LET            599  14  DL7AOJ           599  14  
QSO:    3500  CW 2020-11-28 0034  G3LET            599  14  GI4FUE           599  14  
QSO:    3500  CW 2020-11-28 0035  G3LET            599  14  KG1K             599  05  
QSO:    3500  CW 2020-11-28 0035  G3LET            599  14  NR3X             599  05  
QSO:    3500  CW 2020-11-28 0036  G3LET            599  14  RV6Z             599  16  
QSO:    3500  CW 2020-11-28 0036  G3LET            599  14  DF0CI            599  14  
QSO:    3500  CW 2020-11-28 0036  G3LET            599  14  SP3CW            599  15  
QSO:    3500  CW 2020-11-28 0037  G3LET            599  14  DA0T             599  14  
QSO:    3500  CW 2020-11-28 0037  G3LET            599  14  DD5M             599  14  
QSO:    3500  CW 2020-11-28 0038  G3LET            599  14  YT4A             599  15  
QSO:    3500  CW 2020-11-28 0038  G3LET            599  14  I3VWK            599  15  
QSO:    3500  CW 2020-11-28 0038  G3LET            599  14  9H1XT            599  15  
QSO:    3500  CW 2020-11-28 0038  G3LET            599  14  SM0Q             599  14  
QSO:    3500  CW 2020-11-28 0039  G3LET            599  14  OK1DKS           599  15  
QSO:    3500  CW 2020-11-28 0039  G3LET            599  14  LY2K             599  15  
QSO:    3500  CW 2020-11-28 0039  G3LET            599  14  LY2J             599  15  
QSO:    3500  CW 2020-11-28 0040  G3LET            599  14  N3AC             599  05  
QSO:    3500  CW 2020-11-28 0041  G3LET            599  14  LY2MM            599  15  
QSO:    3500  CW 2020-11-28 0041  G3LET            599  14  OM5KM            599  15  
QSO:    3500  CW 2020-11-28 0041  G3LET            599  14  HA7MF            599  15  
QSO:    3500  CW 2020-11-28 0042  G3LET            599  14  DL6KWN           599  14  
QSO:    3500  CW 2020-11-28 0043  G3LET            599  14  UR1HR            599  16  
QSO:    3500  CW 2020-11-28 0043  G3LET            599  14  OZ7A             599  14  
QSO:    3500  CW 2020-11-28 0043  G3LET            599  14  R7DA             599  16  
QSO:    3500  CW 2020-11-28 0044  G3LET            599  14  M3I              599  14  
QSO:    3500  CW 2020-11-28 0044  G3LET            599  14  TF1AM            599  40  
QSO:    3500  CW 2020-11-28 0045  G3LET            599  14  S53K             599  15  
QSO:    3500  CW 2020-11-28 0046  G3LET            599  14  GM5G             599  14  
QSO:    3500  CW 2020-11-28 0046  G3LET            599  14  EA7W             599  14  
QSO:    3500  CW 2020-11-28 0046  G3LET            599  14  CR5O             599  14  
QSO:    3500  CW 2020-11-28 0047  G3LET            599  14  G4IIY            599  14  
QSO:    3500  CW 2020-11-28 0047  G3LET            599  14  S57KM            599  15  
QSO:    3500  CW 2020-11-28 0048  G3LET            599  14  SP9MZH           599  15  
QSO:    3500  CW 2020-11-28 0048  G3LET            599  14  K3ZU             599  05  
QSO:    3500  CW 2020-11-28 0048  G3LET            599  14  MM0CCC           599  14  
QSO:    3500  CW 2020-11-28 0049  G3LET            599  14  S52D             599  15  
QSO:    3500  CW 2020-11-28 0049  G3LET            599  14  SP7JLH           599  15  
QSO:    3500  CW 2020-11-28 0050  G3LET            599  14  IZ3KKE           599  15  
QSO:    3500  CW 2020-11-28 0050  G3LET            599  14  DJ1MM            599  14  
QSO:    3500  CW 2020-11-28 0051  G3LET            599  14  AC0C             599  05  
QSO:    3500  CW 2020-11-28 0051  G3LET            599  14  UR5UJ            599  16  
QSO:    3500  CW 2020-11-28 0052  G3LET            599  14  HA6FQ            599  15  
QSO:    3500  CW 2020-11-28 0052  G3LET            599  14  IK0VVE           599  14  
QSO:    3500  CW 2020-11-28 0053  G3LET            599  14  YL3JA            599  15  
QSO:    3500  CW 2020-11-28 0053  G3LET            599  14  RV7C             599  16  
QSO:    3500  CW 2020-11-28 0054  G3LET            599  14  F5PAL            599  14  
QSO:    3500  CW 2020-11-28 0054  G3LET            599  14  SP5SR            599  15  
QSO:    3500  CW 2020-11-28 0054  G3LET            599  14  IQ8XF            599  15  
QSO:    3500  CW 2020-11-28 0055  G3LET            599  14  R8TT             599  16  
QSO:    3500  CW 2020-11-28 0055  G3LET            599  14  RA5G             599  16  
QSO:    3500  CW 2020-11-28 0055  G3LET            599  14  DK9OY            599  14  
QSO:    3500  CW 2020-11-28 0055  G3LET            599  14  UA1ANA           599  16  
QSO:    3500  CW 2020-11-28 0056  G3LET            599  14  W4PK             599  05  
QSO:    3500  CW 2020-11-28 0057  G3LET            599  14  OH9HDH           599  15  
QSO:    3500  CW 2020-11-28 0058  G3LET            599  14  UR5FEO           599  16  
QSO:    3500  CW 2020-11-28 0058  G3LET            599  14  SP9GFI           599  15  
QSO:    3500  CW 2020-11-28 0059  G3LET            599  14  ED7O             599  14  
QSO:    3500  CW 2020-11-28 0100  G3LET            599  14  EW1TO            599  16  
QSO:    3500  CW 2020-11-28 0100  G3LET            599  14  UX1UX            599  16  
QSO:    3500  CW 2020-11-28 0100  G3LET            599  14  DL4UNY           599  14  
QSO:    3500  CW 2020-11-28 0101  G3LET            599  14  US5IQW           599  16  
QSO:    3500  CW 2020-11-28 0101  G3LET            599  14  OZ2U             599  14  
QSO:    3500  CW 2020-11-28 0102  G3LET            599  14  MM2T             599  14  
QSO:    3500  CW 2020-11-28 0102  G3LET            599  14  M0NPT            599  14  
QSO:    3500  CW 2020-11-28 0102  G3LET            599  14  UT7NI            599  16  
QSO:    3500  CW 2020-11-28 0103  G3LET            599  14  UA3AIF           599  16  
QSO:    3500  CW 2020-11-28 0103  G3LET            599  14  OM6TU            599  15  
QSO:    3500  CW 2020-11-28 0103  G3LET            599  14  DF1MM            599  14  
QSO:    3500  CW 2020-11-28 0103  G3LET            599  14  SP3HRN           599  15  
QSO:    3500  CW 2020-11-28 0105  G3LET            599  14  DO6WW            599  14  
QSO:    3500  CW 2020-11-28 0105  G3LET            599  14  UZ2I             599  16  
QSO:    3500  CW 2020-11-28 0105  G3LET            599  14  HA5PT            599  15  
QSO:    3500  CW 2020-11-28 0105  G3LET            599  14  RM3Z             599  16  
QSO:    3500  CW 2020-11-28 0106  G3LET            599  14  EW2A             599  16  
QSO:    3500  CW 2020-11-28 0106  G3LET            599  14  UA3YFL           599  16  
QSO:    3500  CW 2020-11-28 0107  G3LET            599  14  NW3I             599  05  
QSO:    3500  CW 2020-11-28 0107  G3LET            599  14  OU4N             599  14  
QSO:    3500  CW 2020-11-28 0108  G3LET            599  14  LY3KI            599  15  
QSO:    3500  CW 2020-11-28 0108  G3LET            599  14  GM4X             599  14  
QSO:    3500  CW 2020-11-28 0108  G3LET            599  14  SN2S             599  15  
QSO:    3500  CW 2020-11-28 0109  G3LET            599  14  M0DCG            599  14  
QSO:    3500  CW 2020-11-28 0110  G3LET            599  14  SP6ZHP           599  15  
QSO:    3500  CW 2020-11-28 0110  G3LET            599  14  YL3CW            599  15  
QSO:    3500  CW 2020-11-28 0111  G3LET            599  14  ON3ND            599  14  
QSO:    3500  CW 2020-11-28 0111  G3LET            599  14  N8KH             599  05  
QSO:    3500  CW 2020-11-28 0112  G3LET            599  14  KG4USN           599  05  
QSO:    3500  CW 2020-11-28 0112  G3LET            599  14  LY5AX            599  15  
QSO:    3500  CW 2020-11-28 0112  G3LET            599  14  SP2LNW           599  15  
QSO:    3500  CW 2020-11-28 0113  G3LET            599  14  K2QMF            599  05  
QSO:    3500  CW 2020-11-28 0113  G3LET            599  14  US2E             599  16  
QSO:    3500  CW 2020-11-28 0114  G3LET            599  14  UA9LAO           599  17  
QSO:    3500  CW 2020-11-28 0114  G3LET            599  14  SN7O             599  15  
QSO:    3500  CW 2020-11-28 0114  G3LET            599  14  HG5A             599  15  
QSO:    3500  CW 2020-11-28 0115  G3LET            599  14  SN8U             599  15  
QSO:    3500  CW 2020-11-28 0115  G3LET            599  14  OM3R             599  15  
QSO:    3500  CW 2020-11-28 0116  G3LET            599  14  GM5M             599  14  
QSO:    3500  CW 2020-11-28 0116  G3LET            599  14  UA7K             599  16  
QSO:    3500  CW 2020-11-28 0116  G3LET            599  14  YO3ND            599  20  
QSO:    3500  CW 2020-11-28 0116  G3LET            599  14  DL8RDL           599  14  
QSO:    3500  CW 2020-11-28 0117  G3LET            599  14  DK3WW            599  14  
QSO:    3500  CW 2020-11-28 0117  G3LET            599  14  OM5UM            599  15  
QSO:    3500  CW 2020-11-28 0118  G3LET            599  14  F/DJ4MZ          599  14  
QSO:    3500  CW 2020-11-28 0119  G3LET            599  14  RT3N             599  16  
QSO:    3500  CW 2020-11-28 0119  G3LET            599  14  OE6JXA           599  15  
QSO:    3500  CW 2020-11-28 0119  G3LET            599  14  SP9LAS           599  15  
QSO:    3500  CW 2020-11-28 0120  G3LET            599  14  WB9Z             599  04  
QSO:    3500  CW 2020-11-28 0122  G3LET            599  14  K7SV             599  05  
QSO:    3500  CW 2020-11-28 0123  G3LET            599  14  K4RO             599  04  
QSO:    3500  CW 2020-11-28 0123  G3LET            599  14  DM7W             599  14  
QSO:    3500  CW 2020-11-28 0124  G3LET            599  14  HB9CVE           599  14  
QSO:    3500  CW 2020-11-28 0124  G3LET            599  14  F8ATS            599  14  
QSO:    3500  CW 2020-11-28 0125  G3LET            599  14  DL1KWK           599  14  
QSO:    3500  CW 2020-11-28 0125  G3LET            599  14  F6HDI            599  14  
QSO:    3500  CW 2020-11-28 0126  G3LET            599  14  RM4W             599  16  
QSO:    3500  CW 2020-11-28 0126  G3LET            599  14  AB2E             599  05  
QSO:    3500  CW 2020-11-28 0126  G3LET            599  14  OZ7BQ            599  14  
QSO:    3500  CW 2020-11-28 0126  G3LET            599  14  SN9Z             599  15  
QSO:    3500  CW 2020-11-28 0127  G3LET            599  14  WO4O             599  05  
QSO:    3500  CW 2020-11-28 0128  G3LET            599  14  RNA6C            599  16  
QSO:    3500  CW 2020-11-28 0128  G3LET            599  14  R3OR             599  16  
QSO:    3500  CW 2020-11-28 0129  G3LET            599  14  AC4BT            599  05  
QSO:    3500  CW 2020-11-28 0129  G3LET            599  14  W3BGN            599  05  
QSO:    3500  CW 2020-11-28 0130  G3LET            599  14  N3FJP            599  05  
QSO:    3500  CW 2020-11-28 0130  G3LET            599  14  SP4JFR           599  15  
QSO:    3500  CW 2020-11-28 0130  G3LET            599  14  DP7D             599  14  
QSO:    3500  CW 2020-11-28 0131  G3LET            599  14  K3EL             599  05  
QSO:    3500  CW 2020-11-28 0131  G3LET            599  14  OL3Z             599  15  
QSO:    3500  CW 2020-11-28 0131  G3LET            599  14  K3UL             599  05  
QSO:    3500  CW 2020-11-28 0132  G3LET            599  14  N4LA             599  05  
QSO:    3500  CW 2020-11-28 0133  G3LET            599  14  W8CZN            599  04  
QSO:    3500  CW 2020-11-28 0134  G3LET            599  14  EA2BNU           599  14  
QSO:    3500  CW 2020-11-28 0135  G3LET            599  14  K3TM             599  05  
QSO:    3500  CW 2020-11-28 0135  G3LET            599  14  DL8HK            599  14  
QSO:    3500  CW 2020-11-28 0136  G3LET            599  14  W1IE             599  05  
QSO:    3500  CW 2020-11-28 0136  G3LET            599  14  DF9JL            599  14  
QSO:    3500  CW 2020-11-28 0136  G3LET            599  14  SP2GCE           599  15  
QSO:    3500  CW 2020-11-28 0137  G3LET            599  14  W3YR             599  05  
QSO:    3500  CW 2020-11-28 0137  G3LET            599  14  RA9MX            599  17  
QSO:    3500  CW 2020-11-28 0138  G3LET            599  14  SP4AWE           599  15  
QSO:    3500  CW 2020-11-28 0138  G3LET            599  14  RZ4Z             599  16  
QSO:    3500  CW 2020-11-28 0139  G3LET            599  14  DP4M             599  14  
QSO:    3500  CW 2020-11-28 0140  G3LET            599  14  K3CCR            599  05  
QSO:    3500  CW 2020-11-28 0140  G3LET            599  14  9H1GP            599  15  
QSO:    3500  CW 2020-11-28 0141  G3LET            599  14  E7DX             599  15  
QSO:    3500  CW 2020-11-28 0141  G3LET            599  14  YL1ZF            599  15  
QSO:    3500  CW 2020-11-28 0141  G3LET            599  14  KX4TT            599  05  
QSO:    3500  CW 2020-11-28 0142  G3LET            599  14  KB1W             599  05  
QSO:    3500  CW 2020-11-28 0142  G3LET            599  14  N4RA             599  05  
QSO:    3500  CW 2020-11-28 0142  G3LET            599  14  F5PLC            599  14  
QSO:    3500  CW 2020-11-28 0143  G3LET            599  14  K3WW             599  05  
QSO:    3500  CW 2020-11-28 0143  G3LET            599  14  K4RUM            599  05  
QSO:    3500  CW 2020-11-28 0144  G3LET            599  14  W1NK             599  05  
QSO:    3500  CW 2020-11-28 0145  G3LET            599  14  HB9CBR           599  14  
QSO:    3500  CW 2020-11-28 0145  G3LET            599  14  SP2FAP           599  15  
QSO:    3500  CW 2020-11-28 0147  G3LET            599  14  UA4M             599  16  
QSO:    3500  CW 2020-11-28 0147  G3LET            599  14  DL4WA            599  14  
QSO:    3500  CW 2020-11-28 0147  G3LET            599  14  EW5A             599  16  
QSO:    3500  CW 2020-11-28 0148  G3LET            599  14  OK1USP           599  15  
QSO:    3500  CW 2020-11-28 0149  G3LET            599  14  K2IW             599  05  
QSO:    3500  CW 2020-11-28 0149  G3LET            599  14  NE3F             599  05  
QSO:    3500  CW 2020-11-28 0150  G3LET            599  14  K9CT             599  04  
QSO:    3500  CW 2020-11-28 0151  G3LET            599  14  CW5W             599  13  
QSO:    3500  CW 2020-11-28 0151  G3LET            599  14  OM3ZU            599  15  
QSO:    3500  CW 2020-11-28 0152  G3LET            599  14  US5QRW           599  16  
QSO:    3500  CW 2020-11-28 0153  G3LET            599  14  PA0JLS           599  14  
QSO:    3500  CW 2020-11-28 0153  G3LET            599  14  K3SW             599  05  
QSO:    3500  CW 2020-11-28 0154  G3LET            599  14  DL1GME           599  14  
QSO:    3500  CW 2020-11-28 0155  G3LET            599  14  KU2C             599  05  
QSO:    3500  CW 2020-11-28 0155  G3LET            599  14  S50XX            599  15  
QSO:    3500  CW 2020-11-28 0155  G3LET            599  14  DK3UA            599  14  
QSO:    3500  CW 2020-11-28 0156  G3LET            599  14  K3ZA             599  05  
QSO:    3500  CW 2020-11-28 0156  G3LET            599  14  DL4SDW           599  14  
QSO:    3500  CW 2020-11-28 0157  G3LET            599  14  WW4LL            599  05  
QSO:    3500  CW 2020-11-28 0157  G3LET            599  14  W6AEA            599  03  
QSO:    3500  CW 2020-11-28 0158  G3LET            599  14  HA3OU            599  15  
QSO:    3500  CW 2020-11-28 0158  G3LET            599  14  HA0LP            599  15  
QSO:    3500  CW 2020-11-28 0158  G3LET            599  14  UT7FA            599  16  
QSO:    3500  CW 2020-11-28 0159  G3LET            599  14  N4UU             599  05  
QSO:    3500  CW 2020-11-28 0159  G3LET            599  14  NC1CC            599  05  
QSO:    3500  CW 2020-11-28 0200  G3LET            599  14  K4XL             599  05  
QSO:    3500  CW 2020-11-28 0200  G3LET            599  14  EA1NP            599  14  
QSO:    3500  CW 2020-11-28 0200  G3LET            599  14  LZ5VV            599  20  
QSO:    3500  CW 2020-11-28 0201  G3LET            599  14  K8LX             599  04  
QSO:    3500  CW 2020-11-28 0201  G3LET            599  14  RM5F             599  16  
QSO:    3500  CW 2020-11-28 0202  G3LET            599  14  OK2BRJ           599  15  
QSO:    3500  CW 2020-11-28 0202  G3LET            599  14  EW7BA            599  16  
QSO:    3500  CW 2020-11-28 0203  G3LET            599  14  NA4J             599  05  
QSO:    3500  CW 2020-11-28 0203  G3LET            599  14  NY3A             599  05  
QSO:    3500  CW 2020-11-28 0204  G3LET            599  14  YO3FRI           599  20  
QSO:    3500  CW 2020-11-28 0204  G3LET            599  14  LY2ZO            599  15  
QSO:    3500  CW 2020-11-28 0204  G3LET            599  14  M0RYB            599  14  
QSO:    3500  CW 2020-11-28 0205  G3LET            599  14  N4BAA            599  04  
QSO:    3500  CW 2020-11-28 0206  G3LET            599  14  IV3AZV           599  15  
QSO:    3500  CW 2020-11-28 0206  G3LET            599  14  OM2DT            599  15  
QSO:    3500  CW 2020-11-28 0207  G3LET            599  14  W2GDJ            599  05  
QSO:    3500  CW 2020-11-28 0207  G3LET            599  14  K0ZR             599  05  
QSO:    3500  CW 2020-11-28 0207  G3LET            599  14  EA5DD            599  14  
QSO:    3500  CW 2020-11-28 0208  G3LET            599  14  K2LE             599  05  
QSO:    3500  CW 2020-11-28 0209  G3LET            599  14  DL4DRW           599  14  
QSO:    3500  CW 2020-11-28 0209  G3LET            599  14  OH5BM            599  15  
QSO:    3500  CW 2020-11-28 0210  G3LET            599  14  YT0X             599  15  
QSO:    3500  CW 2020-11-28 0210  G3LET            599  14  UR6EA            599  16  
QSO:    3500  CW 2020-11-28 0211  G3LET            599  14  AG9S             599  04  
QSO:    3500  CW 2020-11-28 0211  G3LET            599  14  DJ5LB            599  14  
QSO:    3500  CW 2020-11-28 0212  G3LET            599  14  HG5C             599  15  
QSO:    3500  CW 2020-11-28 0212  G3LET            599  14  DL5JS            599  14  
QSO:    3500  CW 2020-11-28 0212  G3LET            599  14  SE0P             599  14  
QSO:    3500  CW 2020-11-28 0213  G3LET            599  14  RU9I             599  17  
QSO:    3500  CW 2020-11-28 0214  G3LET            599  14  UR5R             599  16  
QSO:    3500  CW 2020-11-28 0215  G3LET            599  14  UT4RZ            599  16  
QSO:    3500  CW 2020-11-28 0216  G3LET            599  14  SI0W             599  14  
QSO:    3500  CW 2020-11-28 0216  G3LET            599  14  HB9BXQ           599  14  
QSO:    3500  CW 2020-11-28 0217  G3LET            599  14  UT5VX            599  16  
QSO:    3500  CW 2020-11-28 0218  G3LET            599  14  K4JLD            599  05  
QSO:    3500  CW 2020-11-28 0218  G3LET            599  14  DL3IAS           599  14  
QSO:    3500  CW 2020-11-28 0219  G3LET            599  14  OK1DJS           599  15  
QSO:    3500  CW 2020-11-28 0219  G3LET            599  14  UY3AW            599  16  
QSO:    3500  CW 2020-11-28 0220  G3LET            599  14  KD3TB            599  05  
QSO:    3500  CW 2020-11-28 0220  G3LET            599  14  DL1MAJ           599  14  
QSO:    3500  CW 2020-11-28 0220  G3LET            599  14  W1FJ             599  05  
QSO:    3500  CW 2020-11-28 0220  G3LET            599  14  OG3B             599  15  
QSO:    3500  CW 2020-11-28 0221  G3LET            599  14  RD4F             599  16  
QSO:    3500  CW 2020-11-28 0221  G3LET            599  14  F4CIB            599  14  
QSO:    3500  CW 2020-11-28 0222  G3LET            599  14  K3ZO             599  05  
QSO:    3500  CW 2020-11-28 0223  G3LET            599  14  WT9U             599  04  
QSO:    3500  CW 2020-11-28 0223  G3LET            599  14  R2DFD            599  16  
QSO:    3500  CW 2020-11-28 0224  G3LET            599  14  KC4D             599  05  
QSO:    3500  CW 2020-11-28 0224  G3LET            599  14  RM9A             599  17  
QSO:    3500  CW 2020-11-28 0224  G3LET            599  14  RW3YA            599  16  
QSO:    3500  CW 2020-11-28 0225  G3LET            599  14  W3JX             599  05  
QSO:    3500  CW 2020-11-28 0225  G3LET            599  14  N4IJ             599  05  
QSO:    3500  CW 2020-11-28 0226  G3LET            599  14  W1QK             599  05  
QSO:    3500  CW 2020-11-28 0226  G3LET            599  14  W1WEF            599  05  
QSO:    3500  CW 2020-11-28 0228  G3LET            599  14  F5NKX            599  14  
QSO:    3500  CW 2020-11-28 0229  G3LET            599  14  N9NB             599  05  
QSO:    3500  CW 2020-11-28 0229  G3LET            599  14  OP4A             599  14  
QSO:    3500  CW 2020-11-28 0230  G3LET            599  14  N1SNB            599  05  
QSO:    3500  CW 2020-11-28 0230  G3LET            599  14  EV6Z             599  16  
QSO:    3500  CW 2020-11-28 0230  G3LET            599  14  UT5PY            599  16  
QSO:    3500  CW 2020-11-28 0231  G3LET            599  14  UA6YH            599  16  
QSO:    3500  CW 2020-11-28 0231  G3LET            599  14  DJ4WM            599  14  
QSO:    3500  CW 2020-11-28 0232  G3LET            599  14  K1NU             599  05  
QSO:    3500  CW 2020-11-28 0232  G3LET            599  14  RG4A             599  16  
QSO:    3500  CW 2020-11-28 0233  G3LET            599  14  OK1MKU           599  15  
QSO:    3500  CW 2020-11-28 0233  G3LET            599  14  W2QL             599  05  
QSO:    3500  CW 2020-11-28 0234  G3LET            599  14  W3EKT            599  05  
QSO:    3500  CW 2020-11-28 0234  G3LET            599  14  N2GC             599  05  
QSO:    3500  CW 2020-11-28 0234  G3LET            599  14  K2DM             599  05  
QSO:    3500  CW 2020-11-28 0235  G3LET            599  14  LY2MC            599  15  
QSO:    3500  CW 2020-11-28 0235  G3LET            599  14  IK8UND           599  15  
QSO:    3500  CW 2020-11-28 0236  G3LET            599  14  UG4I             599  16  
QSO:    3500  CW 2020-11-28 0237  G3LET            599  14  IN3MNS           599  15  
QSO:    3500  CW 2020-11-28 0237  G3LET            599  14  I2SVA            599  15  
QSO:    3500  CW 2020-11-28 0238  G3LET            599  14  VE1ANU           599  05  
QSO:    3500  CW 2020-11-28 0238  G3LET            599  14  N3JT             599  05  
QSO:    3500  CW 2020-11-28 0239  G3LET            599  14  NS3T             599  05  
QSO:    3500  CW 2020-11-28 0239  G3LET            599  14  SF0A             599  14  
QSO:    3500  CW 2020-11-28 0240  G3LET            599  14  N1UR             599  05  
QSO:    3500  CW 2020-11-28 0240  G3LET            599  14  NF1O             599  05  
QSO:    3500  CW 2020-11-28 0240  G3LET            599  14  RG5A             599  16  
QSO:    3500  CW 2020-11-28 0241  G3LET            599  14  OG6N             599  15  
