START-OF-LOG: 3.0
CREATED-BY:    SD by EI5DI
LOCATION:      DX
CONTEST:       CQ-WPX-CW
CALLSIGN:      OZ/G4DDL
CATEGORY-OVERLAY: TB-WIRES
CLAIMED-SCORE: 20160
NAME:          Mike Pemberton
CLUB:          BRACKNELL AMATEUR RADIO CLUB
OPERATORS:     OZ/G4DDL
SOAPBOX:       On holiday but could not resist a few QSOs in this
SOAPBOX:       contest. Loads of fun. Should have stayed home and done
QSO: 21021 CW 2009-05-31 0940 OZ/G4DDL      599  079   HG3R          599  968
QSO: 21025 CW 2009-05-31 0941 OZ/G4DDL      599  080   UA9CLB        599 2690
QSO: 21029 CW 2009-05-31 0943 OZ/G4DDL      599  081   LZ9W          599  919
QSO: 21033 CW 2009-05-31 0944 OZ/G4DDL      599  082   E7DX          599  198
QSO: 21049 CW 2009-05-31 0948 OZ/G4DDL      599  083   EE2W          599  208
QSO: 14001 CW 2009-05-31 1848 OZ/G4DDL      599  084   6W1SJ         599 2220
QSO: 14006 CW 2009-05-31 1911 OZ/G4DDL      599  085   C4I           599 1363
QSO: 14011 CW 2009-05-31 1914 OZ/G4DDL      599  086   WX3B          599  848
QSO: 14012 CW 2009-05-31 1915 OZ/G4DDL      599  087   RV9CP         599  923
QSO: 14015 CW 2009-05-31 1916 OZ/G4DDL      599  088   RS3A          599 3190
QSO: 14017 CW 2009-05-31 1918 OZ/G4DDL      599  089   4L8A          599 2399
QSO: 14019 CW 2009-05-31 1920 OZ/G4DDL      599  090   TA1C/2        599  606
QSO: 14019 CW 2009-05-31 1921 OZ/G4DDL      599  091   S50K          599 2241
QSO: 14023 CW 2009-05-31 1923 OZ/G4DDL      599  092   RX6AM         599 1745
QSO: 14024 CW 2009-05-31 1924 OZ/G4DDL      599  093   YM3A          599 1905
QSO: 14024 CW 2009-05-31 1925 OZ/G4DDL      599  094   SV1ENG        599 1469
QSO: 14029 CW 2009-05-31 1927 OZ/G4DDL      599  095   S52ZW         599 1428
QSO: 14035 CW 2009-05-31 1929 OZ/G4DDL      599  096   IU9T          599 2213
QSO: 14037 CW 2009-05-31 1930 OZ/G4DDL      599  097   IN3QBR        599 1942
QSO: 14051 CW 2009-05-31 1932 OZ/G4DDL      599  098   E74EBL        599  589
QSO: 14052 CW 2009-05-31 1933 OZ/G4DDL      599  099   RU1A          599 2199
QSO: 14056 CW 2009-05-31 1935 OZ/G4DDL      599  100   RG6G          599 2675
QSO: 14064 CW 2009-05-31 1936 OZ/G4DDL      599  101   YU1EL         599 1873
QSO: 14066 CW 2009-05-31 1938 OZ/G4DDL      599  102   Z35G          599  658
QSO: 14066 CW 2009-05-31 1940 OZ/G4DDL      599  103   UA3ABJ        599 1082
QSO:  7007 CW 2009-05-31 1946 OZ/G4DDL      599  104   LZ8E          599 3743
QSO:  7012 CW 2009-05-31 1948 OZ/G4DDL      599  105   DQ4W          599 1465
QSO:  7015 CW 2009-05-31 1949 OZ/G4DDL      599  106   LY5W          599 1863
QSO:  7031 CW 2009-05-31 1956 OZ/G4DDL      599  107   HA1AG         599 2078
QSO:  7038 CW 2009-05-31 1959 OZ/G4DDL      599  108   OM3KWZ        599 1599
QSO:  7041 CW 2009-05-31 2000 OZ/G4DDL      599  109   YT5W          599 2774
QSO:  7042 CW 2009-05-31 2001 OZ/G4DDL      599  110   SP6OJE        599  816
QSO:  3531 CW 2009-05-31 2003 OZ/G4DDL      599  111   S54O          599  601
QSO:  3522 CW 2009-05-31 2008 OZ/G4DDL      599  112   DL6KVA        599 1623
QSO:  3513 CW 2009-05-31 2010 OZ/G4DDL      599  113   LY9Y          599 2706
QSO:  3506 CW 2009-05-31 2014 OZ/G4DDL      599  114   EU1AZ         599 1926
QSO:  3508 CW 2009-05-31 2017 OZ/G4DDL      599  115   OL1M          599 1730
QSO:  3562 CW 2009-05-31 2019 OZ/G4DDL      599  116   SN9D          599  141
QSO:  3559 CW 2009-05-31 2021 OZ/G4DDL      599  117   9A8M          599  645
QSO:  3547 CW 2009-05-31 2025 OZ/G4DDL      599  118   OZ5E          599  190
QSO:  3539 CW 2009-05-31 2027 OZ/G4DDL      599  119   YL3GFX        599  515
END-OF-LOG:
