START-OF-LOG:  2.0
CREATED-BY:    SD by EI5DI
LOCATION:      DX
CONTEST:       CQ-WPX-CW
CALLSIGN:      G3LHJ
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-ASSISTED: NON-ASSISTED
CLAIMED-SCORE: 182895
NAME:          Derrick Webber
OPERATORS:     G3LHJ
SOAPBOX:       Enjoyable contest Condx a bit tough for Qrp working but
QSO: 21000 CW 2009-05-30 1730 G3LHJ         599  078   LP1H          599  703
QSO: 21000 CW 2009-05-30 1731 G3LHJ         599  079   PY2MTV        599  265
QSO: 21000 CW 2009-05-30 1732 G3LHJ         599  080   ZW5B          599  329
QSO: 21000 CW 2009-05-30 1732 G3LHJ         599  081   AY5F          599  324
QSO: 14000 CW 2009-05-30 1743 G3LHJ         599  082   F5UFX         599  045
QSO: 14000 CW 2009-05-30 1748 G3LHJ         599  083   VE3YAA        599  940
QSO: 14000 CW 2009-05-30 1750 G3LHJ         599  084   WR3Z          599  585
QSO: 14000 CW 2009-05-30 1750 G3LHJ         599  085   OL0W          599  973
QSO: 14000 CW 2009-05-30 1752 G3LHJ         599  086   DL1MGB        599  887
QSO: 14000 CW 2009-05-30 1753 G3LHJ         599  087   F8CMF         599  194
QSO: 14000 CW 2009-05-30 1754 G3LHJ         599  088   NA2U          599  647
QSO: 14000 CW 2009-05-30 1756 G3LHJ         599  089   AA3B          599 1230
QSO: 14000 CW 2009-05-30 1757 G3LHJ         599  090   OY1CT         599 1112
QSO: 14000 CW 2009-05-30 1758 G3LHJ         599  091   NY4A          599  940
QSO: 14000 CW 2009-05-30 1759 G3LHJ         599  092   DL5DQ         599  458
QSO: 14000 CW 2009-05-30 1801 G3LHJ         599  093   W0EWD         599  831
QSO: 14000 CW 2009-05-30 1803 G3LHJ         599  094   PF7M          599  578
QSO: 14000 CW 2009-05-30 2202 G3LHJ         599  095   KD4D          599 1250
QSO: 14000 CW 2009-05-30 2203 G3LHJ         599  096   VY2TT         599 2098
QSO: 14000 CW 2009-05-30 2204 G3LHJ         599  097   KQ2M          599 1582
QSO: 14000 CW 2009-05-30 2204 G3LHJ         599  098   KY4F          599  691
QSO: 14000 CW 2009-05-30 2209 G3LHJ         599  099   NR4M          599 1574
QSO: 14000 CW 2009-05-30 2212 G3LHJ         599  100   NG3R          599 1302
QSO: 14000 CW 2009-05-30 2213 G3LHJ         599  101   LR2F          599  516
QSO: 14000 CW 2009-05-30 2214 G3LHJ         599  102   WC1M          599 1938
QSO: 14000 CW 2009-05-30 2214 G3LHJ         599  103   KC3R          599 1881
QSO: 14000 CW 2009-05-30 2215 G3LHJ         599  104   AK1W          599 1793
QSO: 14000 CW 2009-05-30 2216 G3LHJ         599  105   NZ1U          599 1060
QSO: 14000 CW 2009-05-30 2216 G3LHJ         599  106   WK2G          599  697
QSO: 14000 CW 2009-05-30 2217 G3LHJ         599  107   VE3EJ         599 1698
QSO: 14000 CW 2009-05-30 2219 G3LHJ         599  108   WW2DX         599 1278
QSO: 14000 CW 2009-05-30 2221 G3LHJ         599  109   W1MD          599  409
QSO: 14000 CW 2009-05-30 2223 G3LHJ         599  110   WE3C          599 1568
QSO: 14000 CW 2009-05-30 2227 G3LHJ         599  111   K4RO          599 1369
QSO: 14000 CW 2009-05-30 2228 G3LHJ         599  112   NQ2F          599  888
QSO: 14000 CW 2009-05-30 2232 G3LHJ         599  113   NO2R          599 1170
QSO: 14000 CW 2009-05-30 2232 G3LHJ         599  114   KR4Z          599 1393
QSO: 14000 CW 2009-05-30 2234 G3LHJ         599  115   VC2A          599 1854
QSO: 14000 CW 2009-05-30 2236 G3LHJ         599  116   CS9L          599  999
QSO: 14000 CW 2009-05-30 2237 G3LHJ         599  117   W8MJ          599 1424
QSO: 14000 CW 2009-05-30 2239 G3LHJ         599  118   PJ2T          599 1402
QSO: 14000 CW 2009-05-30 2243 G3LHJ         599  119   8P5A          599 1824
QSO: 14000 CW 2009-05-30 2244 G3LHJ         599  120   W3EF          599  607
QSO: 14000 CW 2009-05-30 2245 G3LHJ         599  121   NE4M          599  274
QSO: 14000 CW 2009-05-30 2246 G3LHJ         599  122   VE1AYY        599  183
QSO: 14000 CW 2009-05-30 2248 G3LHJ         599  123   NR5M          599 1202
QSO: 14000 CW 2009-05-30 2248 G3LHJ         599  124   WW4E          599  985
QSO: 14000 CW 2009-05-30 2249 G3LHJ         599  125   WQ2N          599  536
QSO: 14000 CW 2009-05-30 2250 G3LHJ         599  126   N7TR          599  122
QSO: 14000 CW 2009-05-30 2251 G3LHJ         599  127   W4RYW         599  197
QSO: 14000 CW 2009-05-30 2252 G3LHJ         599  128   W1CU          599  597
QSO: 14000 CW 2009-05-30 2254 G3LHJ         599  129   K1GU          599  508
QSO:  3500 CW 2009-05-30 2300 G3LHJ         599  130   DK5JM         599  498
QSO:  3500 CW 2009-05-30 2302 G3LHJ         599  131   OM3RRC        599  238
QSO:  3500 CW 2009-05-30 2303 G3LHJ         599  132   DK3WW         599 1006
QSO:  3500 CW 2009-05-30 2304 G3LHJ         599  133   LG5LG         599  306
QSO:  3500 CW 2009-05-30 2304 G3LHJ         599  134   DL1A          599  403
QSO:  3500 CW 2009-05-30 2305 G3LHJ         599  135   F/G4BJM       599  700
QSO:  3500 CW 2009-05-30 2306 G3LHJ         599  136   LY7A          599  503
QSO:  3500 CW 2009-05-30 2306 G3LHJ         599  137   DK8QS         599  668
QSO:  3500 CW 2009-05-30 2307 G3LHJ         599  138   YT4A          599  666
QSO:  3500 CW 2009-05-30 2308 G3LHJ         599  139   DL3TD         599 1621
QSO:  3500 CW 2009-05-30 2311 G3LHJ         599  140   LN3Z          599  247
QSO:  3500 CW 2009-05-30 2313 G3LHJ         599  141   SQ1DWR        599  228
QSO:  3500 CW 2009-05-30 2314 G3LHJ         599  142   HG6N          599  262
QSO:  3500 CW 2009-05-30 2317 G3LHJ         599  143   9A8M          599  442
QSO:  3500 CW 2009-05-30 2319 G3LHJ         599  144   G0MTN         599  837
QSO:  3500 CW 2009-05-30 2320 G3LHJ         599  145   S53EO         599 1023
QSO:  3500 CW 2009-05-30 2321 G3LHJ         599  146   OM4KW         599  696
QSO:  3500 CW 2009-05-30 2322 G3LHJ         599  147   EU2MM         599  908
QSO:  3500 CW 2009-05-30 2323 G3LHJ         599  148   LX7I          599  219
QSO:  3500 CW 2009-05-30 2324 G3LHJ         599  149   G4ERW         599  023
QSO:  3500 CW 2009-05-30 2325 G3LHJ         599  150   G4FOC         599  241
QSO:  3500 CW 2009-05-30 2326 G3LHJ         599  151   S59A          599  574
QSO:  3500 CW 2009-05-30 2327 G3LHJ         599  152   LY2BKT        599  897
QSO:  3500 CW 2009-05-30 2329 G3LHJ         599  153   G0ORH         599  563
QSO:  3500 CW 2009-05-30 2330 G3LHJ         599  154   UY5BA         599  313
QSO:  3500 CW 2009-05-30 2331 G3LHJ         599  155   DQ4W          599  398
QSO:  7000 CW 2009-05-31 0655 G3LHJ         599  156   SP4TKR        599  788
QSO:  7000 CW 2009-05-31 0657 G3LHJ         599  157   F5UL          599  270
QSO:  7000 CW 2009-05-31 0658 G3LHJ         599  158   HG6N          599  328
QSO:  7000 CW 2009-05-31 0734 G3LHJ         599  159   EF5BM         599  641
QSO:  7000 CW 2009-05-31 0738 G3LHJ         599  160   DJ7EC         599  639
QSO:  7000 CW 2009-05-31 0739 G3LHJ         599  161   DF3AX         599  442
QSO:  7000 CW 2009-05-31 0740 G3LHJ         599  162   F5NCL         599  463
QSO:  7000 CW 2009-05-31 0741 G3LHJ         599  163   G4IIY         599  719
QSO:  7000 CW 2009-05-31 0742 G3LHJ         599  164   EE2W          599  905
QSO:  7000 CW 2009-05-31 0745 G3LHJ         599  165   OT5W          599 1042
QSO:  7000 CW 2009-05-31 0747 G3LHJ         599  166   ON4VQ         599  154
QSO:  7000 CW 2009-05-31 0749 G3LHJ         599  167   PA6Z          599  666
QSO:  7000 CW 2009-05-31 0750 G3LHJ         599  168   S50R          599 1151
QSO: 14000 CW 2009-05-31 0757 G3LHJ         599  169   OL8M          599 1064
QSO: 14000 CW 2009-05-31 0758 G3LHJ         599  170   DL5YYM        599 1497
QSO: 14000 CW 2009-05-31 0803 G3LHJ         599  171   N2QF          599 1032
QSO: 21000 CW 2009-05-31 0808 G3LHJ         599  172   US0KW         599 1132
QSO: 14000 CW 2009-05-31 0813 G3LHJ         599  173   SM3C          599  912
QSO: 14000 CW 2009-05-31 0820 G3LHJ         599  174   OL3Z          599 1068
QSO: 14000 CW 2009-05-31 0820 G3LHJ         599  175   EF7R          599  890
QSO: 14000 CW 2009-05-31 0826 G3LHJ         599  176   OG0R          599 2254
QSO: 14000 CW 2009-05-31 0827 G3LHJ         599  177   OG50F         599 2245
QSO: 14000 CW 2009-05-31 0831 G3LHJ         599  178   EA5KV         599  106
QSO: 14000 CW 2009-05-31 0833 G3LHJ         599  179   UZ5I          599  757
QSO: 14000 CW 2009-05-31 0838 G3LHJ         599  180   DL6UNF        599  082
QSO: 14000 CW 2009-05-31 0840 G3LHJ         599  181   OZ5E          599  557
QSO: 14000 CW 2009-05-31 0843 G3LHJ         599  182   CT3KN         599 1588
QSO: 14000 CW 2009-05-31 0910 G3LHJ         599  183   OH0EC         599 1129
QSO: 14000 CW 2009-05-31 0911 G3LHJ         599  184   S58P          599  269
QSO: 14000 CW 2009-05-31 0912 G3LHJ         599  185   DL0CS         599 1185
QSO: 14000 CW 2009-05-31 0914 G3LHJ         599  186   TM0R          599 1458
QSO: 14000 CW 2009-05-31 0921 G3LHJ         599  187   RM3F          599 2647
QSO: 14000 CW 2009-05-31 0922 G3LHJ         599  188   HF94KE        599  775
QSO: 14000 CW 2009-05-31 0925 G3LHJ         599  189   DL7JAN        599  955
QSO: 14000 CW 2009-05-31 0926 G3LHJ         599  190   YM3C          599 1724
QSO: 14000 CW 2009-05-31 0931 G3LHJ         599  191   DQ4W          599 1438
QSO: 14000 CW 2009-05-31 0932 G3LHJ         599  192   SM6NET        599  144
QSO: 14000 CW 2009-05-31 0936 G3LHJ         599  193   DK1QH         599  087
QSO: 14000 CW 2009-05-31 0937 G3LHJ         599  194   RZ4AG         599  795
QSO: 14000 CW 2009-05-31 0939 G3LHJ         599  195   YQ5Q          599 1114
QSO: 14000 CW 2009-05-31 0940 G3LHJ         599  196   UR7R          599  599
QSO: 21000 CW 2009-05-31 0942 G3LHJ         599  197   YL8M          599 1440
QSO: 21000 CW 2009-05-31 0944 G3LHJ         599  198   UA2FL         599  427
QSO: 21000 CW 2009-05-31 0946 G3LHJ         599  199   UA3R          599 2975
QSO: 21000 CW 2009-05-31 0949 G3LHJ         599  200   HG1S          599  509
QSO: 21000 CW 2009-05-31 1112 G3LHJ         599  201   SM7YEA        599  932
QSO: 21000 CW 2009-05-31 1113 G3LHJ         599  202   YL7X          599  405
QSO: 21000 CW 2009-05-31 1115 G3LHJ         599  203   9A800VZ       599  454
QSO: 21000 CW 2009-05-31 1116 G3LHJ         599  204   UU7J          599  903
QSO: 21000 CW 2009-05-31 1117 G3LHJ         599  205   DF0SAX        599  461
QSO: 21000 CW 2009-05-31 1118 G3LHJ         599  206   OL3Z          599  350
QSO: 21000 CW 2009-05-31 1119 G3LHJ         599  207   RG9A          599 2556
QSO: 21000 CW 2009-05-31 1121 G3LHJ         599  208   OL0W          599  522
QSO: 21000 CW 2009-05-31 1122 G3LHJ         599  209   S52ZW         599  402
QSO: 21000 CW 2009-05-31 1124 G3LHJ         599  210   YL2SM         599  931
QSO: 21000 CW 2009-05-31 1127 G3LHJ         599  211   UZ2M          599  546
QSO: 21000 CW 2009-05-31 1128 G3LHJ         599  212   OL7C          599  303
QSO: 21000 CW 2009-05-31 1129 G3LHJ         599  213   EA5GTQ        599  928
QSO: 28000 CW 2009-05-31 1131 G3LHJ         599  214   S59ABC        599 1691
QSO: 28000 CW 2009-05-31 1132 G3LHJ         599  215   YT3M          599  525
QSO: 28000 CW 2009-05-31 1132 G3LHJ         599  216   HA8TP         599  334
QSO: 28000 CW 2009-05-31 1133 G3LHJ         599  217   YT5W          599 2169
QSO: 28000 CW 2009-05-31 1134 G3LHJ         599  218   9A800VZ       599  427
QSO: 28000 CW 2009-05-31 1136 G3LHJ         599  219   UW1M          599  740
QSO: 28000 CW 2009-05-31 1136 G3LHJ         599  220   DF2CK         599  357
QSO: 28000 CW 2009-05-31 1139 G3LHJ         599  221   S57AW         599  707
QSO: 28000 CW 2009-05-31 1141 G3LHJ         599  222   S54O          599  383
QSO: 28000 CW 2009-05-31 1142 G3LHJ         599  223   YT2T          599  539
QSO: 28000 CW 2009-05-31 1144 G3LHJ         599  224   OL20FOC       599  263
QSO: 28000 CW 2009-05-31 1145 G3LHJ         599  225   E7DX          599  234
QSO: 28000 CW 2009-05-31 1146 G3LHJ         599  226   EA6IB         599 1875
QSO: 28000 CW 2009-05-31 1150 G3LHJ         599  227   DL8DWW        599  099
QSO: 28000 CW 2009-05-31 1310 G3LHJ         599  228   DQ4W          599  238
QSO: 28000 CW 2009-05-31 1314 G3LHJ         599  229   LN3Z          599  149
QSO: 28000 CW 2009-05-31 1314 G3LHJ         599  230   9A3VM         599  648
QSO: 28000 CW 2009-05-31 1315 G3LHJ         599  231   SP3LMP        599  153
QSO: 28000 CW 2009-05-31 1318 G3LHJ         599  232   9A5K          599 1748
QSO: 28000 CW 2009-05-31 1319 G3LHJ         599  233   9A2U          599  654
QSO: 28000 CW 2009-05-31 1321 G3LHJ         599  234   E73C          599  827
QSO: 28000 CW 2009-05-31 1322 G3LHJ         599  235   OE3GCU        599  344
QSO: 28000 CW 2009-05-31 1325 G3LHJ         599  236   DL5YYM        599 1860
QSO: 28000 CW 2009-05-31 1326 G3LHJ         599  237   DL7BY         599  252
QSO: 28000 CW 2009-05-31 1328 G3LHJ         599  238   C4I           599  264
QSO: 21000 CW 2009-05-31 1331 G3LHJ         599  239   OK7Y          599 1386
QSO: 21000 CW 2009-05-31 1334 G3LHJ         599  240   C4N           599  737
QSO: 21000 CW 2009-05-31 1335 G3LHJ         599  241   UW5U          599 1777
QSO: 21000 CW 2009-05-31 1338 G3LHJ         599  242   DL6KVA        599 1350
QSO: 21000 CW 2009-05-31 1339 G3LHJ         599  243   IR4X          599 2490
QSO: 21000 CW 2009-05-31 1341 G3LHJ         599  244   SN9D          599  209
QSO: 21000 CW 2009-05-31 1341 G3LHJ         599  245   OE8SKQ        599 1410
QSO: 21000 CW 2009-05-31 1343 G3LHJ         599  246   IR1Y          599  328
QSO: 21000 CW 2009-05-31 1344 G3LHJ         599  247   DL1MGB        599 1700
QSO: 21000 CW 2009-05-31 1345 G3LHJ         599  248   E7DX          599  338
QSO: 21000 CW 2009-05-31 1346 G3LHJ         599  249   YT5W          599 2396
QSO: 21000 CW 2009-05-31 1347 G3LHJ         599  250   S53MM         599 2154
QSO: 21000 CW 2009-05-31 1348 G3LHJ         599  251   OE3DIA        599  002
QSO: 21000 CW 2009-05-31 1349 G3LHJ         599  252   S53EO         599 1543
QSO: 21000 CW 2009-05-31 1350 G3LHJ         599  253   CN8KD         599  628
QSO: 21000 CW 2009-05-31 1351 G3LHJ         599  254   DQ4W          599  590
QSO: 21000 CW 2009-05-31 1353 G3LHJ         599  255   YU1KX         599 1075
QSO: 21000 CW 2009-05-31 1354 G3LHJ         599  256   DJ9AO         599  612
QSO: 21000 CW 2009-05-31 1356 G3LHJ         599  257   VE3DZ/VP9     599 2141
QSO: 21000 CW 2009-05-31 1401 G3LHJ         599  258   DL0CS         599  331
QSO: 21000 CW 2009-05-31 1403 G3LHJ         599  259   9A5K          599 1794
QSO: 21000 CW 2009-05-31 1404 G3LHJ         599  260   OM7M          599  575
QSO: 21000 CW 2009-05-31 1406 G3LHJ         599  261   E73M          599 2262
QSO: 21000 CW 2009-05-31 1408 G3LHJ         599  262   OZ7AM         599 1637
QSO: 28000 CW 2009-05-31 1409 G3LHJ         599  263   OM8A          599  302
QSO: 28000 CW 2009-05-31 1412 G3LHJ         599  264   HA7SBQ        599  168
QSO: 28000 CW 2009-05-31 1519 G3LHJ         599  265   E71A          599  051
QSO: 28000 CW 2009-05-31 1522 G3LHJ         599  266   DL5XAT        599  036
QSO: 28000 CW 2009-05-31 1524 G3LHJ         599  267   SP3LWP        599  173
QSO: 28000 CW 2009-05-31 1529 G3LHJ         599  268   S57DX         599 2155
QSO: 28000 CW 2009-05-31 1533 G3LHJ         599  269   DH8BQA        599  359
QSO: 21000 CW 2009-05-31 1536 G3LHJ         599  270   OK7M          599 2007
QSO: 21000 CW 2009-05-31 1543 G3LHJ         599  271   CU2X          599 3235
QSO: 21000 CW 2009-05-31 1545 G3LHJ         599  272   S50A          599 2412
QSO: 14000 CW 2009-05-31 1548 G3LHJ         599  273   DR4A          599 1185
QSO: 14000 CW 2009-05-31 1549 G3LHJ         599  274   DL3YM         599 2267
QSO: 14000 CW 2009-05-31 1550 G3LHJ         599  275   OK2ZI         599  224
QSO: 14000 CW 2009-05-31 1552 G3LHJ         599  276   IU9T          599 2008
QSO: 14000 CW 2009-05-31 1553 G3LHJ         599  277   S52ZW         599 1263
QSO: 14000 CW 2009-05-31 1556 G3LHJ         599  278   LY3V          599 1145
QSO: 14000 CW 2009-05-31 1557 G3LHJ         599  279   RD3FY         599  470
QSO: 14000 CW 2009-05-31 1600 G3LHJ         599  280   YT9A          599 1896
QSO: 14000 CW 2009-05-31 1601 G3LHJ         599  281   J41E          599 1275
QSO: 14000 CW 2009-05-31 1604 G3LHJ         599  282   E74EBL        599  266
QSO: 14000 CW 2009-05-31 1607 G3LHJ         599  283   EA6IB         599 2231
QSO: 14000 CW 2009-05-31 1608 G3LHJ         599  284   9A9A          599 1992
QSO: 14000 CW 2009-05-31 1609 G3LHJ         599  285   DL4ZA         599  706
QSO: 14000 CW 2009-05-31 1610 G3LHJ         599  286   SN9D          599 1079
QSO: 14000 CW 2009-05-31 1611 G3LHJ         599  287   SP4Z          599 2052
QSO: 14000 CW 2009-05-31 1612 G3LHJ         599  288   SP8RX/1       599  170
QSO: 14000 CW 2009-05-31 1623 G3LHJ         599  289   JH4UYB        599 2283
QSO: 14000 CW 2009-05-31 1624 G3LHJ         599  290   OZ7AM         599 1741
QSO: 14000 CW 2009-05-31 1624 G3LHJ         599  291   RA1AGL        599 1596
QSO: 14000 CW 2009-05-31 1626 G3LHJ         599  292   UX2PX         599  831
QSO: 14000 CW 2009-05-31 1626 G3LHJ         599  293   UY0ZG         599 1705
QSO: 14000 CW 2009-05-31 1634 G3LHJ         599  294   EX2X          599 1236
QSO: 14000 CW 2009-05-31 1637 G3LHJ         599  295   HA9PP         599 1618
QSO: 14000 CW 2009-05-31 1755 G3LHJ         599  296   OK7FL         599  410
QSO: 14000 CW 2009-05-31 1755 G3LHJ         599  297   RM9RZ         599 1009
QSO: 14000 CW 2009-05-31 1756 G3LHJ         599  298   UY5ZZ/A       599 1497
QSO: 14000 CW 2009-05-31 1757 G3LHJ         599  299   LZ3FN         599 2423
QSO: 14000 CW 2009-05-31 1759 G3LHJ         599  300   AN8R          599  553
QSO: 14000 CW 2009-05-31 1759 G3LHJ         599  301   S57DX         599 2357
QSO: 14000 CW 2009-05-31 1800 G3LHJ         599  302   OK7Y          599 1532
QSO: 14000 CW 2009-05-31 1800 G3LHJ         599  303   SM6CNN        599 1667
QSO: 14000 CW 2009-05-31 1802 G3LHJ         599  304   RG9A          599 2770
QSO: 21000 CW 2009-05-31 1805 G3LHJ         599  305   PT7CG         599 1008
QSO: 21000 CW 2009-05-31 1806 G3LHJ         599  306   PR5W          599  496
QSO: 21000 CW 2009-05-31 1810 G3LHJ         599  307   ZX5J          599 1195
QSO: 14000 CW 2009-05-31 1813 G3LHJ         599  308   EA1EVR        599  736
QSO: 14000 CW 2009-05-31 1815 G3LHJ         599  309   EB5KB         599  557
QSO: 14000 CW 2009-05-31 1816 G3LHJ         599  310   4Z4DX         599  956
QSO: 14000 CW 2009-05-31 1822 G3LHJ         599  311   UN7QF         599  677
QSO: 14000 CW 2009-05-31 1825 G3LHJ         599  312   DJ9AO         599  897
QSO: 14000 CW 2009-05-31 1827 G3LHJ         599  313   RA1OGP        599  546
QSO: 14000 CW 2009-05-31 1830 G3LHJ         599  314   LN3Z          599 1506
QSO: 14000 CW 2009-05-31 1831 G3LHJ         599  315   RZ6HF         599 1029
QSO: 14000 CW 2009-05-31 1834 G3LHJ         599  316   RX9SA         599 1565
QSO: 14000 CW 2009-05-31 1840 G3LHJ         599  317   UA6LV         599 2252
QSO: 14000 CW 2009-05-31 1842 G3LHJ         599  318   RS3A          599 3127
QSO: 14000 CW 2009-05-31 1844 G3LHJ         599  319   SM7ZDI        599  463
