START-OF-LOG: 3.0
CALLSIGN: W0YJT
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 100254
NAME: JOHN  WALLIS
LOCATION: KS
CLUB:
CERTIFICATE: NO
CREATED-BY: CQPWIN VER. 12.7
SOAPBOX: I enjoyed the contest considering the bad conditions and lack of
SOAPBOX: bands this year I thought I did well 73 John
QSO: 21000 PH 2016-10-29 1823 W0YJT         59  4      EF8U          59    33
QSO: 21000 PH 2016-10-29 1824 W0YJT         59  4      EF8R          59    33
QSO: 21000 PH 2016-10-29 1833 W0YJT         59  4      VA7QD         59     3
QSO: 21000 PH 2016-10-29 1833 W0YJT         59  4      VE7GL         59     3
QSO: 21000 PH 2016-10-29 1842 W0YJT         59  4      HI3K          59     8
QSO: 28000 PH 2016-10-29 1853 W0YJT         59  4      KH7CW         59    31
QSO: 28000 PH 2016-10-29 1855 W0YJT         59  4      LQ7E          59    13
QSO: 28000 PH 2016-10-29 1856 W0YJT         59  4      PR5D          59    11
QSO: 28000 PH 2016-10-29 1904 W0YJT         59  4      PY2HP         59    11
QSO: 28000 PH 2016-10-29 1912 W0YJT         59  4      PW2D          59    11
QSO: 28000 PH 2016-10-29 1914 W0YJT         59  4      KH7M          59    31
QSO: 28000 PH 2016-10-29 1917 W0YJT         59  4      KH6LC         59    31
QSO: 28000 PH 2016-10-29 1917 W0YJT         59  4      HI3TEJ        59     8
QSO: 28000 PH 2016-10-29 1921 W0YJT         59  4      KW4XC/HI9     59     8
QSO: 28000 PH 2016-10-29 1922 W0YJT         59  4      6Y4V          59     8
QSO: 28000 PH 2016-10-29 1926 W0YJT         59  4      PQ5B          59    11
QSO: 21000 PH 2016-10-29 1932 W0YJT         59  4      PJ7PL         59     8
QSO: 21000 PH 2016-10-29 1934 W0YJT         59  4      HC0E          59    10
QSO: 21000 PH 2016-10-29 1935 W0YJT         59  4      CW5W          59    13
QSO: 21000 PH 2016-10-29 1940 W0YJT         59  4      YN5Z          59     7
QSO: 21000 PH 2016-10-29 2019 W0YJT         59  4      PZ5K          59     9
QSO: 21000 PH 2016-10-29 2021 W0YJT         59  4      PJ4Q          59     9
QSO: 21000 PH 2016-10-29 2033 W0YJT         59  4      8P5A          59     8
QSO: 21000 PH 2016-10-29 2037 W0YJT         59  4      YV5NI         59     9
QSO: 14000 PH 2016-10-29 2041 W0YJT         59  4      PJ2T          59     9
QSO: 14000 PH 2016-10-29 2042 W0YJT         59  4      VC2T          59     5
QSO: 14000 PH 2016-10-29 2043 W0YJT         59  4      KH2R/KP4      59     8
QSO: 14000 PH 2016-10-29 2045 W0YJT         59  4      VE6FI         59     4
QSO: 14000 PH 2016-10-29 2050 W0YJT         59  4      NP3U          59     8
QSO: 14000 PH 2016-10-29 2054 W0YJT         59  4      WP4PGY        59     8
QSO: 14000 PH 2016-10-29 2056 W0YJT         59  4      XL3A          59     4
QSO: 14000 PH 2016-10-29 2057 W0YJT         59  4      EF8R          59    33
QSO: 14000 PH 2016-10-29 2058 W0YJT         59  4      KP2M          59     8
QSO: 14000 PH 2016-10-29 2103 W0YJT         59  4      VE3RA         59     4
QSO: 21000 PH 2016-10-29 2205 W0YJT         59  4      KH7CW         59    31
QSO: 21000 PH 2016-10-29 2206 W0YJT         59  4      CM2F          59     8
QSO: 21000 PH 2016-10-29 2207 W0YJT         59  4      VK4KW         59    30
QSO: 21000 PH 2016-10-29 2208 W0YJT         59  4      LP1H          59    13
QSO: 21000 PH 2016-10-29 2219 W0YJT         59  4      PS2T          59    11
QSO: 21000 PH 2016-10-29 2227 W0YJT         59  4      CE5JZO        59    12
QSO: 21000 PH 2016-10-29 2229 W0YJT         59  4      ZV5O          59    11
QSO: 21000 PH 2016-10-29 2230 W0YJT         59  4      PY2TO         59    11
QSO: 21000 PH 2016-10-29 2232 W0YJT         59  4      PY2ZR         59    11
QSO: 21000 PH 2016-10-29 2234 W0YJT         59  4      CE6TC         59    12
QSO: 21000 PH 2016-10-29 2237 W0YJT         59  4      LW3DG         59    13
QSO: 21000 PH 2016-10-29 2238 W0YJT         59  4      LU8YE         59    13
QSO: 21000 PH 2016-10-29 2239 W0YJT         59  4      PY2YU         59    11
QSO: 21000 PH 2016-10-29 2240 W0YJT         59  4      LT1F          59    13
QSO: 21000 PH 2016-10-29 2242 W0YJT         59  4      PY2ZZZ        59    11
QSO: 21000 PH 2016-10-29 2243 W0YJT         59  4      PY5FO         59    11
QSO: 21000 PH 2016-10-29 2247 W0YJT         59  4      AH0K          59    27
QSO: 21000 PH 2016-10-29 2253 W0YJT         59  4      CX5UA         59    13
QSO: 14000 PH 2016-10-29 2255 W0YJT         59  4      ZY2A          59    11
QSO: 14000 PH 2016-10-29 2258 W0YJT         59  4      KP4KE         59     8
QSO: 14000 PH 2016-10-29 2300 W0YJT         59  4      VE6AO         59     4
QSO: 14000 PH 2016-10-29 2304 W0YJT         59  4      PP5JN         59    11
QSO: 14000 PH 2016-10-29 2305 W0YJT         59  4      V47T          59     8
QSO: 14000 PH 2016-10-29 2306 W0YJT         59  4      PQ5B          59    11
QSO: 14000 PH 2016-10-29 2315 W0YJT         59  4      ZD8W          59    36
QSO: 14000 PH 2016-10-29 2317 W0YJT         59  4      LP1H          59    13
QSO: 14000 PH 2016-10-29 2320 W0YJT         59  4      P40L          59     9
QSO: 14000 PH 2016-10-29 2323 W0YJT         59  4      LT1F          59    13
QSO: 14000 PH 2016-10-29 2324 W0YJT         59  4      OA4SS         59    10
QSO: 14000 PH 2016-10-29 2327 W0YJT         59  4      LU8YE         59    13
QSO: 14000 PH 2016-10-29 2328 W0YJT         59  4      9Y4D          59     9
QSO: 14000 PH 2016-10-29 2330 W0YJT         59  4      VO2NS         59     2
QSO: 14000 PH 2016-10-30 0105 W0YJT         59  4      KH7CW         59    31
QSO: 14000 PH 2016-10-30 0107 W0YJT         59  4      VA7FC         59     3
QSO:  7000 PH 2016-10-30 0112 W0YJT         59  4      VE6FI         59     4
QSO:  7000 PH 2016-10-30 0113 W0YJT         59  4      VE6WZ         59     4
QSO:  7000 PH 2016-10-30 0114 W0YJT         59  4      VC3R          59     4
QSO:  7000 PH 2016-10-30 0115 W0YJT         59  4      VE3ET         59     4
QSO:  7000 PH 2016-10-30 0117 W0YJT         59  4      VE3DC         59     4
QSO:  7000 PH 2016-10-30 0118 W0YJT         59  4      VE3RA         59     4
QSO:  7000 PH 2016-10-30 0121 W0YJT         59  4      VE3EJ         59     4
QSO:  7000 PH 2016-10-30 0125 W0YJT         59  4      VC2T          59     5
QSO:  7000 PH 2016-10-30 0134 W0YJT         59  4      VE7SCC        59     3
QSO:  7000 PH 2016-10-30 0217 W0YJT         59  4      VE6AO         59     4
QSO: 21000 PH 2016-10-30 1358 W0YJT         59  4      CN2AA         59    33
QSO: 21000 PH 2016-10-30 1402 W0YJT         59  4      CR6T          59    14
QSO: 21000 PH 2016-10-30 1419 W0YJT         59  4      ZR6K          59    38
QSO: 21000 PH 2016-10-30 1424 W0YJT         59  4      8P9EH         59     8
QSO: 21000 PH 2016-10-30 1426 W0YJT         59  4      XE1KK         59     6
QSO: 21000 PH 2016-10-30 1427 W0YJT         59  4      CR2B          59    14
QSO: 21000 PH 2016-10-30 1434 W0YJT         59  4      FG4KH         59     8
QSO: 21000 PH 2016-10-30 1439 W0YJT         59  4      6W1RY         59    35
QSO: 21000 PH 2016-10-30 1456 W0YJT         59  4      ZZ2T          59    11
QSO: 21000 PH 2016-10-30 1457 W0YJT         59  4      YV6YV         59     9
QSO: 21000 PH 2016-10-30 1458 W0YJT         59  4      PQ5B          59    11
QSO: 21000 PH 2016-10-30 1501 W0YJT         59  4      YY4TSS        59     9
QSO: 14000 PH 2016-10-30 1521 W0YJT         59  4      VE2GSO        59     5
QSO: 14000 PH 2016-10-30 1523 W0YJT         59  4      WP4ANJ        59     8
QSO: 28000 PH 2016-10-30 1531 W0YJT         59  4      T40K          59     8
QSO: 28000 PH 2016-10-30 1533 W0YJT         59  4      ZW8T          59    11
QSO: 28000 PH 2016-10-30 1535 W0YJT         59  4      HI3K          59     8
QSO: 28000 PH 2016-10-30 1537 W0YJT         59  4      KP4KE         59     8
QSO: 28000 PH 2016-10-30 1539 W0YJT         59  4      OA4O          59    10
QSO: 28000 PH 2016-10-30 1541 W0YJT         59  4      KP2XX         59     8
QSO: 28000 PH 2016-10-30 1546 W0YJT         59  4      HH2/VA3MPG    59     8
QSO: 28000 PH 2016-10-30 1553 W0YJT         59  4      NP2N          59     8
QSO: 28000 PH 2016-10-30 1555 W0YJT         59  4      WP3C          59     8
QSO: 28000 PH 2016-10-30 1558 W0YJT         59  4      CB1W          59    12
QSO: 28000 PH 2016-10-30 1604 W0YJT         59  4      TI1T          59     7
QSO: 21000 PH 2016-10-30 1732 W0YJT         59  4      HP3SS         59     7
QSO: 21000 PH 2016-10-30 1734 W0YJT         59  4      YY4BDC        59     9
QSO: 21000 PH 2016-10-30 1735 W0YJT         59  4      VY2ZM         59     5
QSO: 21000 PH 2016-10-30 1739 W0YJT         59  4      ZS6TVB        59    38
QSO: 21000 PH 2016-10-30 1742 W0YJT         59  4      VE2IM         59     2
QSO: 21000 PH 2016-10-30 1747 W0YJT         59  4      HK3C          59     9
QSO: 21000 PH 2016-10-30 1752 W0YJT         59  4      AD8J/HR9      59     7
QSO: 21000 PH 2016-10-30 1809 W0YJT         59  4      VP5S          59     8
QSO: 14000 PH 2016-10-30 1819 W0YJT         59  4      WP4ONJ        59     8
QSO: 14000 PH 2016-10-30 1821 W0YJT         59  4      CN2AA         59    33
QSO: 14000 PH 2016-10-30 1824 W0YJT         59  4      HI8JSG        59     8
QSO: 14000 PH 2016-10-30 1825 W0YJT         59  4      VP9/N3AD      59     5
QSO: 14000 PH 2016-10-30 1829 W0YJT         59  4      CN2R          59    33
QSO: 14000 PH 2016-10-30 1900 W0YJT         59  4      T46A          59     8
QSO: 14000 PH 2016-10-30 1903 W0YJT         59  4      NP2N          59     8
QSO: 14000 PH 2016-10-30 1907 W0YJT         59  4      VE9AA         59     5
QSO: 14000 PH 2016-10-30 1911 W0YJT         59  4      VY2LI         59     5
QSO: 14000 PH 2016-10-30 1918 W0YJT         59  4      VE5PV         59     4
QSO: 21000 PH 2016-10-30 1925 W0YJT         59  4      WP4PGY        59     8
QSO: 21000 PH 2016-10-30 1927 W0YJT         59  4      PX2B          59    11
QSO: 21000 PH 2016-10-30 1929 W0YJT         59  4      V47T          59     8
QSO: 21000 PH 2016-10-30 1932 W0YJT         59  4      VE9CB         59     5
QSO: 21000 PH 2016-10-30 2009 W0YJT         59  4      PW2D          59    11
QSO: 21000 PH 2016-10-30 2101 W0YJT         59  4      YW4D          59     9
QSO: 21000 PH 2016-10-30 2103 W0YJT         59  4      PY2UD         59    11
QSO: 21000 PH 2016-10-30 2104 W0YJT         59  4      LQ7E          59    13
QSO: 21000 PH 2016-10-30 2106 W0YJT         59  4      ZY2A          59    11
QSO: 21000 PH 2016-10-30 2108 W0YJT         59  4      PY3MU         59    11
QSO: 21000 PH 2016-10-30 2127 W0YJT         59  4      WH7W          59    31
QSO: 21000 PH 2016-10-30 2133 W0YJT         59  4      CE3/VE7BFN    59    12
QSO: 21000 PH 2016-10-30 2133 W0YJT         59  4      CB1H          59    12
QSO: 21000 PH 2016-10-30 2135 W0YJT         59  4      CB3R          59    12
QSO: 14000 PH 2016-10-30 2256 W0YJT         59  4      FY5KE         59     9
QSO: 14000 PH 2016-10-30 2257 W0YJT         59  4      HK3C          59     9
QSO: 14000 PH 2016-10-30 2257 W0YJT         59  4      HI3K          59     8
QSO: 14000 PH 2016-10-30 2259 W0YJT         59  4      PT7ZT         59    11
QSO: 14000 PH 2016-10-30 2301 W0YJT         59  4      CE3CT         59    12
QSO: 14000 PH 2016-10-30 2306 W0YJT         59  4      ZV5O          59    11
QSO: 14000 PH 2016-10-30 2311 W0YJT         59  4      PZ5K          59     9
QSO: 14000 PH 2016-10-30 2311 W0YJT         59  4      VE6EX         59     4
QSO: 14000 PH 2016-10-30 2312 W0YJT         59  4      KP4PR         59     8
QSO: 14000 PH 2016-10-30 2313 W0YJT         59  4      YW4D          59     9
QSO: 14000 PH 2016-10-30 2316 W0YJT         59  4      PJ4Q          59     9
QSO: 14000 PH 2016-10-30 2317 W0YJT         59  4      VP5DX         59     8
QSO: 14000 PH 2016-10-30 2319 W0YJT         59  4      KP3Z          59     8
QSO: 14000 PH 2016-10-30 2319 W0YJT         59  4      KP4/K6DTT     59     8
QSO: 14000 PH 2016-10-30 2329 W0YJT         59  4      TI5/W4TTT     59     7
QSO: 14000 PH 2016-10-30 2330 W0YJT         59  4      PY2YU         59    11
QSO: 14000 PH 2016-10-30 2332 W0YJT         59  4      OA4O          59    10
QSO: 14000 PH 2016-10-30 2334 W0YJT         59  4      HC2AO         59    10
QSO: 14000 PH 2016-10-30 2338 W0YJT         59  4      LT5X          59    13
QSO: 14000 PH 2016-10-30 2340 W0YJT         59  4      CW5W          59    13
QSO: 14000 PH 2016-10-30 2340 W0YJT         59  4      VE6KD         59     4
QSO: 14000 PH 2016-10-30 2347 W0YJT         59  4      TF3CW         59    40
QSO: 14000 PH 2016-10-30 2350 W0YJT         59  4      KH6J          59    31
QSO: 14000 PH 2016-10-30 2357 W0YJT         59  4      VE6EE         59     4
END-OF-LOG:
