START-OF-LOG: 3.0
CALLSIGN: G5O
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: TWO
CATEGORY-OVERLAY:
CLAIMED-SCORE: 2251535
NAME: Kieron Murphy
LOCATION: DX
OPERATORS: G3SHF G0LZL G0SYP M5KJM M0DCG M0TJU M1PTR
CLUB: G5O Contest Group
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.5966.0
SOAPBOX: Enjoyable contest with some good openings on the lower bands.
QSO: 21281 PH 2016-10-30 1500 G5O           59  14     K4AB          59  04     0
QSO: 14332 PH 2016-10-30 1501 G5O           59  14     KG6MC         59  05     1
QSO: 21296 PH 2016-10-30 1503 G5O           59  14     TI1T          59  07     0
QSO: 14332 PH 2016-10-30 1504 G5O           59  14     WI9H          59  04     1
QSO: 14332 PH 2016-10-30 1505 G5O           59  14     UY5QJ         59  16     1
QSO: 21302 PH 2016-10-30 1508 G5O           59  14     KP4/K6DTT     59  08     0
QSO: 14289 PH 2016-10-30 1509 G5O           59  14     YO3VU         59  20     1
QSO: 14302 PH 2016-10-30 1510 G5O           59  14     S57AL         59  15     1
QSO: 21312 PH 2016-10-30 1510 G5O           59  14     WP4PGY        59  08     0
QSO: 21318 PH 2016-10-30 1511 G5O           59  14     XL3A          59  04     0
QSO: 21320 PH 2016-10-30 1512 G5O           59  14     PV8DX         59  11     0
QSO: 14324 PH 2016-10-30 1513 G5O           59  14     OM1DK         59  15     1
QSO: 21325 PH 2016-10-30 1515 G5O           59  14     CV5Q          59  13     0
QSO: 14323 PH 2016-10-30 1517 G5O           59  14     3V8SS         59  33     1
QSO: 21343 PH 2016-10-30 1520 G5O           59  14     K3WW          59  05     0
QSO: 14307 PH 2016-10-30 1521 G5O           59  14     K3NM          59  05     1
QSO: 21349 PH 2016-10-30 1521 G5O           59  14     YV1YLY        59  09     0
QSO: 21352 PH 2016-10-30 1522 G5O           59  14     WW4LL         59  05     0
QSO: 14278 PH 2016-10-30 1525 G5O           59  14     DF0WRTC       59  14     1
QSO: 21376 PH 2016-10-30 1526 G5O           59  14     9Z4DZ         59  09     0
QSO: 14221 PH 2016-10-30 1528 G5O           59  14     G2F           59  14     1
QSO: 21398 PH 2016-10-30 1529 G5O           59  14     AA3B          59  05     0
QSO: 21400 PH 2016-10-30 1530 G5O           59  14     F5MUX         59  14     0
QSO: 21407 PH 2016-10-30 1531 G5O           59  14     PQ5B          59  11     0
QSO: 21415 PH 2016-10-30 1533 G5O           59  14     KP4PR         59  08     0
QSO: 21433 PH 2016-10-30 1534 G5O           59  14     YV6YV         59  09     0
QSO: 21436 PH 2016-10-30 1535 G5O           59  14     T48K          59  08     0
QSO: 21440 PH 2016-10-30 1535 G5O           59  14     CT3HF         59  33     0
QSO: 14142 PH 2016-10-30 1536 G5O           59  14     VE1TK         59  05     1
QSO: 14142 PH 2016-10-30 1537 G5O           59  14     UT6EE         59  16     1
QSO: 21444 PH 2016-10-30 1542 G5O           59  14     CR2B          59  14     0
QSO: 21404 PH 2016-10-30 1547 G5O           59  14     CE3CBM        59  12     0
QSO: 21401 PH 2016-10-30 1549 G5O           59  14     GW0RHC        59  14     0
QSO: 14118 PH 2016-10-30 1549 G5O           59  14     UT8IM         59  16     1
QSO: 14118 PH 2016-10-30 1550 G5O           59  14     HB9TOC        59  14     1
QSO: 14118 PH 2016-10-30 1552 G5O           59  14     9A50CBM       59  15     1
QSO: 21391 PH 2016-10-30 1552 G5O           59  14     W4AAW         59  05     0
QSO: 14118 PH 2016-10-30 1554 G5O           59  14     DK6CQ         59  14     1
QSO: 14118 PH 2016-10-30 1557 G5O           59  14     2E0CKA        59  14     1
QSO: 21365 PH 2016-10-30 1558 G5O           59  14     TI5M          59  07     0
QSO: 14118 PH 2016-10-30 1558 G5O           59  14     HG4F          59  15     1
QSO: 21352 PH 2016-10-30 1601 G5O           59  14     W9RE          59  04     0
QSO: 21332 PH 2016-10-30 1605 G5O           59  14     T46A          59  08     0
QSO: 21329 PH 2016-10-30 1608 G5O           59  14     ED3X          59  14     0
QSO: 21321 PH 2016-10-30 1609 G5O           59  14     W4RM          59  05     0
QSO: 21320 PH 2016-10-30 1611 G5O           59  14     NW3Y          59  05     0
QSO:  7077 PH 2016-10-30 1615 G5O           59  14     IK5ZWU        59  15     1
QSO: 21305 PH 2016-10-30 1616 G5O           59  14     HK3C          59  09     0
QSO:  7082 PH 2016-10-30 1617 G5O           59  14     OL6P          59  15     1
QSO: 21302 PH 2016-10-30 1618 G5O           59  14     HI3TEJ        59  08     0
QSO:  7087 PH 2016-10-30 1619 G5O           59  14     HB9H          59  14     1
QSO:  7096 PH 2016-10-30 1621 G5O           59  14     UT7E          59  16     1
QSO:  7101 PH 2016-10-30 1621 G5O           59  14     OK4A          59  15     1
QSO: 21277 PH 2016-10-30 1622 G5O           59  14     EB2AM         59  14     0
QSO:  7112 PH 2016-10-30 1623 G5O           59  14     SP9AQF        59  15     1
QSO:  7123 PH 2016-10-30 1626 G5O           59  14     SO6X          59  15     1
QSO:  7137 PH 2016-10-30 1628 G5O           59  14     IK2AQZ        59  15     1
QSO: 21230 PH 2016-10-30 1629 G5O           59  14     YT1TU         59  15     0
QSO:  7140 PH 2016-10-30 1629 G5O           59  14     SQ3JPV        59  15     1
QSO: 21225 PH 2016-10-30 1630 G5O           59  14     F5BZB         59  14     0
QSO:  7175 PH 2016-10-30 1634 G5O           59  14     YM7KA         59  20     1
QSO: 14348 PH 2016-10-30 1634 G5O           59  14     II4A          59  15     0
QSO: 14340 PH 2016-10-30 1635 G5O           59  14     DR5N          59  14     0
QSO:  7196 PH 2016-10-30 1636 G5O           59  14     IT9PQJ        59  15     1
QSO: 14330 PH 2016-10-30 1636 G5O           59  14     II0I          59  15     0
QSO: 14295 PH 2016-10-30 1640 G5O           59  14     OE5T          59  15     0
QSO: 14283 PH 2016-10-30 1641 G5O           59  14     OH1NX         59  15     0
QSO: 28438 PH 2016-10-30 1644 G5O           59  14     LT1F          59  13     1
QSO: 28446 PH 2016-10-30 1647 G5O           59  14     XR6N          59  12     1
QSO: 14242 PH 2016-10-30 1647 G5O           59  14     S53MM         59  15     0
QSO: 28453 PH 2016-10-30 1648 G5O           59  14     EF8R          59  33     1
QSO: 14230 PH 2016-10-30 1650 G5O           59  14     EI1A          59  14     0
QSO: 28484 PH 2016-10-30 1650 G5O           59  14     S59ACP        59  15     1
QSO: 14227 PH 2016-10-30 1650 G5O           59  14     VP9/N3AD      59  05     0
QSO: 28490 PH 2016-10-30 1651 G5O           59  14     CE3CT         59  12     1
QSO: 14216 PH 2016-10-30 1652 G5O           59  14     IQ2LS         59  15     0
QSO: 28495 PH 2016-10-30 1652 G5O           59  14     LZ9W          59  20     1
QSO: 14209 PH 2016-10-30 1653 G5O           59  14     E77A          59  15     0
QSO: 28510 PH 2016-10-30 1654 G5O           59  14     PQ5B          59  11     1
QSO: 14200 PH 2016-10-30 1655 G5O           59  14     US5D          59  16     0
QSO: 28559 PH 2016-10-30 1657 G5O           59  14     ZV5O          59  11     1
QSO: 14189 PH 2016-10-30 1657 G5O           59  14     W5MX          59  04     0
QSO: 28531 PH 2016-10-30 1658 G5O           59  14     PY1PL         59  11     1
QSO: 28515 PH 2016-10-30 1659 G5O           59  14     CX9AU         59  13     1
QSO: 14176 PH 2016-10-30 1700 G5O           59  14     I1NVU         59  15     0
QSO: 28496 PH 2016-10-30 1700 G5O           59  14     CA7CAQ        59  12     1
QSO: 14169 PH 2016-10-30 1701 G5O           59  14     W4ATL         59  05     0
QSO: 28467 PH 2016-10-30 1701 G5O           59  14     CV5Q          59  13     1
QSO: 28465 PH 2016-10-30 1702 G5O           59  14     EA7HG         59  14     1
QSO: 28461 PH 2016-10-30 1703 G5O           59  14     LW1EX         59  13     1
QSO: 14164 PH 2016-10-30 1703 G5O           59  14     OE5BGN        59  15     0
QSO: 14162 PH 2016-10-30 1704 G5O           59  14     NA8V          59  04     0
QSO: 28442 PH 2016-10-30 1704 G5O           59  14     ZD8W          59  36     1
QSO: 14157 PH 2016-10-30 1705 G5O           59  14     HA3DX         59  15     0
QSO: 28440 PH 2016-10-30 1705 G5O           59  14     CE6TC         59  12     1
QSO: 28434 PH 2016-10-30 1706 G5O           59  14     LU7HN         59  13     1
QSO: 28427 PH 2016-10-30 1707 G5O           59  14     CR6A          59  14     1
QSO: 14147 PH 2016-10-30 1708 G5O           59  14     VO1BQ         59  05     0
QSO: 28415 PH 2016-10-30 1708 G5O           59  14     PR7AA         59  11     1
QSO: 28397 PH 2016-10-30 1711 G5O           59  14     EA9RY         59  33     1
QSO: 28393 PH 2016-10-30 1711 G5O           59  14     LU1DK         59  13     1
QSO: 14140 PH 2016-10-30 1712 G5O           59  14     S56A          59  15     0
QSO: 28389 PH 2016-10-30 1713 G5O           59  14     CE3SBQ        59  12     1
QSO: 14196 PH 2016-10-30 1716 G5O           59  14     N0SMX         59  04     0
QSO: 14196 PH 2016-10-30 1716 G5O           59  14     F6GWV         59  14     0
QSO: 14196 PH 2016-10-30 1717 G5O           59  14     OK1CJN        59  15     0
QSO: 14196 PH 2016-10-30 1717 G5O           59  14     W4RY          59  05     0
QSO: 14196 PH 2016-10-30 1718 G5O           59  14     DL1NKS        59  14     0
QSO: 14196 PH 2016-10-30 1718 G5O           59  14     DK3YD         59  14     0
QSO: 14196 PH 2016-10-30 1720 G5O           59  14     OE6MDF        59  15     0
QSO: 28466 PH 2016-10-30 1720 G5O           59  14     CB1H          59  12     1
QSO: 28475 PH 2016-10-30 1721 G5O           59  14     PY2VOX        59  11     1
QSO: 14196 PH 2016-10-30 1722 G5O           59  14     WB2LZM        59  05     0
QSO: 14196 PH 2016-10-30 1723 G5O           59  14     AA3S          59  05     0
QSO: 28493 PH 2016-10-30 1724 G5O           59  14     CE7PGO        59  12     1
QSO: 14196 PH 2016-10-30 1725 G5O           59  14     OK2BRS        59  15     0
QSO: 14196 PH 2016-10-30 1725 G5O           59  14     OE2E          59  15     0
QSO: 28547 PH 2016-10-30 1726 G5O           59  14     CT7AIX        59  14     1
QSO: 28540 PH 2016-10-30 1727 G5O           59  14     LU3MAM        59  13     1
QSO:  3654 PH 2016-10-30 1728 G5O           59  14     LN1B          59  14     1
QSO: 14196 PH 2016-10-30 1728 G5O           59  14     9A6RMI        59  15     0
QSO: 14196 PH 2016-10-30 1729 G5O           59  14     DR6R          59  14     0
QSO: 14196 PH 2016-10-30 1729 G5O           59  14     DL1AS         59  14     0
QSO:  3679 PH 2016-10-30 1729 G5O           59  14     OM8AAJ        59  15     1
QSO: 14196 PH 2016-10-30 1730 G5O           59  14     E72U          59  15     0
QSO: 14196 PH 2016-10-30 1730 G5O           59  14     AE4VJ         59  05     0
QSO:  3715 PH 2016-10-30 1731 G5O           59  14     E73RB         59  15     1
QSO:  3742 PH 2016-10-30 1732 G5O           59  14     M6T           59  14     1
QSO: 14196 PH 2016-10-30 1734 G5O           59  14     K8CX          59  04     0
QSO:  3676 PH 2016-10-30 1734 G5O           59  14     F8DHE         59  14     1
QSO: 14196 PH 2016-10-30 1735 G5O           59  14     G4HYG         59  14     0
QSO: 14196 PH 2016-10-30 1736 G5O           59  14     YL2CI         59  15     0
QSO:  3710 PH 2016-10-30 1736 G5O           59  14     SM0T          59  14     1
QSO: 14196 PH 2016-10-30 1737 G5O           59  14     F5AAR         59  14     0
QSO:  3720 PH 2016-10-30 1738 G5O           59  14     UT7E          59  16     1
QSO: 14196 PH 2016-10-30 1740 G5O           59  14     D4E           59  35     0
QSO: 14196 PH 2016-10-30 1740 G5O           59  14     OV3X          59  14     0
QSO: 14196 PH 2016-10-30 1740 G5O           59  14     EA1JO         59  14     0
QSO: 14196 PH 2016-10-30 1741 G5O           59  14     EB1BLX        59  14     0
QSO: 14196 PH 2016-10-30 1741 G5O           59  14     SN1J          59  15     0
QSO: 14196 PH 2016-10-30 1742 G5O           59  14     ED1V          59  14     0
QSO: 14196 PH 2016-10-30 1742 G5O           59  14     W4GKR         59  05     0
QSO:  3675 PH 2016-10-30 1742 G5O           59  14     SQ5LTL        59  15     1
QSO: 14196 PH 2016-10-30 1743 G5O           59  14     EA8CZK        59  33     0
QSO: 14196 PH 2016-10-30 1743 G5O           59  14     N1IXF         59  05     0
QSO: 14196 PH 2016-10-30 1744 G5O           59  14     NZ3O          59  05     0
QSO: 14196 PH 2016-10-30 1744 G5O           59  14     W2LE          59  05     0
QSO:  3675 PH 2016-10-30 1744 G5O           59  14     LB5BG         59  14     1
QSO:  3675 PH 2016-10-30 1745 G5O           59  14     DL4YAO        59  14     1
QSO: 14196 PH 2016-10-30 1745 G5O           59  14     K2EP          59  05     0
QSO: 14196 PH 2016-10-30 1745 G5O           59  14     N3RS          59  05     0
QSO:  3675 PH 2016-10-30 1746 G5O           59  14     DJ6HR         59  14     1
QSO:  3675 PH 2016-10-30 1746 G5O           59  14     PA3KVE        59  14     1
QSO:  3675 PH 2016-10-30 1747 G5O           59  14     DL0PE         59  14     1
QSO:  3675 PH 2016-10-30 1747 G5O           59  14     DO3SMR        59  14     1
QSO:  3675 PH 2016-10-30 1750 G5O           59  14     DM4DS         59  14     1
QSO:  3675 PH 2016-10-30 1751 G5O           59  14     PA3CJP        59  14     1
QSO: 14212 PH 2016-10-30 1752 G5O           59  14     IK2YCW        59  15     0
QSO:  3675 PH 2016-10-30 1752 G5O           59  14     OH8JIX        59  15     1
QSO:  3675 PH 2016-10-30 1753 G5O           59  14     OK2MBP        59  15     1
QSO:  3675 PH 2016-10-30 1753 G5O           59  14     OH2NXH        59  15     1
QSO:  3675 PH 2016-10-30 1753 G5O           59  14     SM6BZV        59  14     1
QSO: 14224 PH 2016-10-30 1753 G5O           59  14     OJ0B          59  15     0
QSO:  3675 PH 2016-10-30 1755 G5O           59  14     ON7NT         59  14     1
QSO:  3675 PH 2016-10-30 1755 G5O           59  14     ON3PGL        59  14     1
QSO:  3675 PH 2016-10-30 1756 G5O           59  14     TF3JB         59  40     1
QSO: 14229 PH 2016-10-30 1756 G5O           59  14     IV3CNZ        59  15     0
QSO:  3675 PH 2016-10-30 1756 G5O           59  14     OK9PET        59  15     1
QSO:  3675 PH 2016-10-30 1758 G5O           59  14     R3ST          59  16     1
QSO:  3675 PH 2016-10-30 1758 G5O           59  14     DL9BBE        59  14     1
QSO:  3675 PH 2016-10-30 1758 G5O           59  14     UV5U          59  16     1
QSO:  3675 PH 2016-10-30 1759 G5O           59  14     OZ1KVM        59  14     1
QSO:  3675 PH 2016-10-30 1759 G5O           59  14     YO3HOT        59  20     1
QSO:  3675 PH 2016-10-30 1759 G5O           59  14     OH6K          59  15     1
QSO:  3675 PH 2016-10-30 1800 G5O           59  14     OR2R          59  14     1
QSO: 21211 PH 2016-10-30 1801 G5O           59  14     EF2A          59  14     0
QSO:  3675 PH 2016-10-30 1801 G5O           59  14     OM5WW         59  15     1
QSO:  3675 PH 2016-10-30 1801 G5O           59  14     OZ30EU        59  14     1
QSO:  3675 PH 2016-10-30 1802 G5O           59  14     DO1YHM        59  14     1
QSO:  3675 PH 2016-10-30 1802 G5O           59  14     G4BYY         59  14     1
QSO:  3675 PH 2016-10-30 1802 G5O           59  14     OH2NXH        59  15     1
QSO:  3675 PH 2016-10-30 1803 G5O           59  14     DO4OD         59  14     1
QSO: 21284 PH 2016-10-30 1805 G5O           59  14     CE3PG         59  12     0
QSO: 21288 PH 2016-10-30 1805 G5O           59  14     IK3UNA        59  15     0
QSO:  3675 PH 2016-10-30 1806 G5O           59  14     LY2OU         59  15     1
QSO:  3675 PH 2016-10-30 1807 G5O           59  14     OK1XQ         59  15     1
QSO:  3675 PH 2016-10-30 1807 G5O           59  14     SP7WJ         59  15     1
QSO:  3675 PH 2016-10-30 1807 G5O           59  14     RU3FT         59  16     1
QSO: 21391 PH 2016-10-30 1808 G5O           59  14     OA6Q          59  10     0
QSO:  3675 PH 2016-10-30 1808 G5O           59  14     F5ROW         59  14     1
QSO:  3675 PH 2016-10-30 1808 G5O           59  14     PA3T          59  14     1
QSO: 21265 PH 2016-10-30 1810 G5O           59  14     EE3A          59  14     0
QSO:  3675 PH 2016-10-30 1810 G5O           59  14     DL/SP2YRY/P   59  14     1
QSO: 21263 PH 2016-10-30 1810 G5O           59  14     EE2K          59  14     0
QSO:  3675 PH 2016-10-30 1811 G5O           59  14     OV3X          59  14     1
QSO:  3675 PH 2016-10-30 1811 G5O           59  14     OZ6AGX        59  14     1
QSO:  3675 PH 2016-10-30 1812 G5O           59  14     SP8SN         59  15     1
QSO: 21260 PH 2016-10-30 1813 G5O           59  14     PP5KC         59  11     0
QSO:  3675 PH 2016-10-30 1814 G5O           59  14     DO6SI         59  14     1
QSO:  3675 PH 2016-10-30 1816 G5O           59  14     LB1LG         59  14     1
QSO:  3675 PH 2016-10-30 1817 G5O           59  14     OH1Z          59  15     1
QSO: 21344 PH 2016-10-30 1818 G5O           59  14     HC2AO         59  10     0
QSO:  3675 PH 2016-10-30 1818 G5O           59  14     PE1RDP        59  14     1
QSO:  3675 PH 2016-10-30 1818 G5O           59  14     OM6TX         59  15     1
QSO: 14319 PH 2016-10-30 1823 G5O           59  14     OL1C          59  15     0
QSO: 14307 PH 2016-10-30 1823 G5O           59  14     S59ACP        59  15     0
QSO: 21310 PH 2016-10-30 1828 G5O           59  14     DP4X          59  14     1
QSO: 21310 PH 2016-10-30 1828 G5O           59  14     OK2PYA        59  15     1
QSO: 14231 PH 2016-10-30 1829 G5O           59  14     N6AR          59  05     0
QSO: 14231 PH 2016-10-30 1829 G5O           59  14     N3PPH         59  05     0
QSO: 14231 PH 2016-10-30 1830 G5O           59  14     DF3IS         59  14     0
QSO: 14231 PH 2016-10-30 1831 G5O           59  14     OE1TKW        59  15     0
QSO: 21214 PH 2016-10-30 1831 G5O           59  14     EC2DX         59  14     1
QSO: 14231 PH 2016-10-30 1833 G5O           59  14     8S0C          59  14     0
QSO: 21263 PH 2016-10-30 1834 G5O           59  14     EF5T          59  14     1
QSO: 21280 PH 2016-10-30 1836 G5O           59  14     PY3MU         59  11     1
QSO: 21283 PH 2016-10-30 1837 G5O           59  14     WP3DX         59  08     1
QSO: 14287 PH 2016-10-30 1839 G5O           59  14     SP9AQF        59  15     0
QSO: 14284 PH 2016-10-30 1840 G5O           59  14     IO1C          59  15     0
QSO: 14270 PH 2016-10-30 1840 G5O           59  14     IK6LBT        59  15     0
QSO: 14265 PH 2016-10-30 1841 G5O           59  14     HA3OU         59  15     0
QSO: 14195 PH 2016-10-30 1844 G5O           59  14     CT1HFL        59  14     0
QSO:  7052 PH 2016-10-30 1846 G5O           59  14     SP1MGM        59  15     1
QSO: 14130 PH 2016-10-30 1851 G5O           59  14     VO1SA         59  05     0
QSO:  7046 PH 2016-10-30 1851 G5O           59  14     DH1TST        59  14     1
QSO: 14104 PH 2016-10-30 1852 G5O           59  14     EA2DNR        59  14     0
QSO: 14110 PH 2016-10-30 1853 G5O           59  14     IZ2GTS        59  15     0
QSO:  7046 PH 2016-10-30 1853 G5O           59  14     OH8NY         59  15     1
QSO: 14116 PH 2016-10-30 1853 G5O           59  14     ES5TV         59  15     0
QSO:  7046 PH 2016-10-30 1854 G5O           59  14     SW3JH         59  20     1
QSO: 14140 PH 2016-10-30 1855 G5O           59  14     EF2O          59  14     0
QSO:  7102 PH 2016-10-30 1855 G5O           59  14     RK4FL         59  16     1
QSO: 14143 PH 2016-10-30 1856 G5O           59  14     FG4NN         59  08     0
QSO:  7046 PH 2016-10-30 1856 G5O           59  14     OK1DXW        59  15     1
QSO:  7103 PH 2016-10-30 1857 G5O           59  14     IO1X          59  15     1
QSO:  7046 PH 2016-10-30 1857 G5O           59  14     DL0WM         59  14     1
QSO:  7046 PH 2016-10-30 1857 G5O           59  14     DL0XY         59  14     1
QSO: 14145 PH 2016-10-30 1857 G5O           59  14     YV5IUA        59  09     0
QSO: 14147 PH 2016-10-30 1858 G5O           59  14     DL4EA         59  14     0
QSO: 14167 PH 2016-10-30 1900 G5O           59  14     HB9FPS        59  14     0
QSO: 14242 PH 2016-10-30 1906 G5O           59  14     EA4TD         59  14     0
QSO: 14244 PH 2016-10-30 1907 G5O           59  14     EA1AIW        59  14     0
QSO:  7046 PH 2016-10-30 1909 G5O           59  14     OM3CAQ        59  15     1
QSO:  7046 PH 2016-10-30 1910 G5O           59  14     DG9SEC        59  14     1
QSO:  7046 PH 2016-10-30 1910 G5O           59  14     IZ3NVR        59  15     1
QSO: 14274 PH 2016-10-30 1911 G5O           59  14     IK4ZGO        59  15     0
QSO:  7046 PH 2016-10-30 1911 G5O           59  14     A61BM         59  21     1
QSO:  7046 PH 2016-10-30 1913 G5O           59  14     ON3AR         59  14     1
QSO:  7046 PH 2016-10-30 1913 G5O           59  14     DG7NFX        59  14     1
QSO:  7046 PH 2016-10-30 1913 G5O           59  14     HG6V          59  15     1
QSO:  7046 PH 2016-10-30 1913 G5O           59  14     DF0AT         59  14     1
QSO:  7046 PH 2016-10-30 1914 G5O           59  14     OK4OMO        59  15     1
QSO:  7046 PH 2016-10-30 1915 G5O           59  14     A62A          59  21     1
QSO:  7046 PH 2016-10-30 1915 G5O           59  14     DK0RX         59  14     1
QSO:  7046 PH 2016-10-30 1916 G5O           59  14     ON4TO         59  14     1
QSO:  7046 PH 2016-10-30 1917 G5O           59  14     OK2FD         59  15     1
QSO:  7046 PH 2016-10-30 1917 G5O           59  14     F4HJI         59  14     1
QSO:  7046 PH 2016-10-30 1918 G5O           59  14     SK7K          59  14     1
QSO:  7046 PH 2016-10-30 1919 G5O           59  14     HB9ZZ         59  14     1
QSO: 14329 PH 2016-10-30 1920 G5O           59  14     S57S          59  15     0
QSO:  7046 PH 2016-10-30 1920 G5O           59  14     DG1PW         59  14     1
QSO: 14329 PH 2016-10-30 1920 G5O           59  14     DL8AAV        59  14     0
QSO:  7046 PH 2016-10-30 1920 G5O           59  14     UT7QF         59  16     1
QSO:  7046 PH 2016-10-30 1922 G5O           59  14     IZ8EDL        59  15     1
QSO:  7046 PH 2016-10-30 1922 G5O           59  14     TM1O          59  14     1
QSO: 14329 PH 2016-10-30 1922 G5O           59  14     OL9M          59  15     0
QSO:  7046 PH 2016-10-30 1923 G5O           59  14     SQ8N          59  15     1
QSO:  7046 PH 2016-10-30 1923 G5O           59  14     YR8D          59  20     1
QSO:  7046 PH 2016-10-30 1924 G5O           59  14     YT5IVN        59  15     1
QSO:  7046 PH 2016-10-30 1924 G5O           59  14     DF5BM         59  14     1
QSO: 14329 PH 2016-10-30 1925 G5O           59  14     NW8U          59  05     0
QSO: 14329 PH 2016-10-30 1925 G5O           59  14     OK1K          59  15     0
QSO:  7046 PH 2016-10-30 1926 G5O           59  14     IZ0DXD        59  15     1
QSO:  7046 PH 2016-10-30 1926 G5O           59  14     IW1FGY        59  15     1
QSO: 14329 PH 2016-10-30 1927 G5O           59  14     IZ2SXZ        59  15     0
QSO: 14329 PH 2016-10-30 1927 G5O           59  14     DL1WA         59  14     0
QSO:  7046 PH 2016-10-30 1927 G5O           59  14     IZ4JMA        59  15     1
QSO: 14329 PH 2016-10-30 1928 G5O           59  14     OK1CLD        59  15     0
QSO:  7046 PH 2016-10-30 1929 G5O           59  14     PA2PKZ        59  14     1
QSO:  7046 PH 2016-10-30 1929 G5O           59  14     S53K          59  15     1
QSO:  7046 PH 2016-10-30 1930 G5O           59  14     YO9BXE        59  20     1
QSO:  7046 PH 2016-10-30 1930 G5O           59  14     9A50CBM       59  15     1
QSO:  7046 PH 2016-10-30 1930 G5O           59  14     SQ1BHH        59  15     1
QSO:  7046 PH 2016-10-30 1933 G5O           59  14     DE7TG         59  14     1
QSO:  7046 PH 2016-10-30 1936 G5O           59  14     C37NL         59  14     1
QSO:  7046 PH 2016-10-30 1937 G5O           59  14     EA4TD         59  14     1
QSO:  7046 PH 2016-10-30 1937 G5O           59  14     HA5UA         59  15     1
QSO:  7046 PH 2016-10-30 1940 G5O           59  14     CR2B          59  14     1
QSO:  7046 PH 2016-10-30 1943 G5O           59  14     DF0RW         59  14     1
QSO:  7046 PH 2016-10-30 1945 G5O           59  14     DD8IL         59  14     1
QSO:  7046 PH 2016-10-30 1947 G5O           59  14     F4FTA         59  14     1
QSO:  7046 PH 2016-10-30 1947 G5O           59  14     S55X          59  15     1
QSO:  7046 PH 2016-10-30 1948 G5O           59  14     DJ5KW         59  14     1
QSO:  7046 PH 2016-10-30 1949 G5O           59  14     HA3MN         59  15     1
QSO:  7046 PH 2016-10-30 1951 G5O           59  14     OM4M          59  15     1
QSO:  7046 PH 2016-10-30 1951 G5O           59  14     OK1DPU        59  15     1
QSO: 14190 PH 2016-10-30 1951 G5O           59  14     ZV5O          59  11     0
QSO:  7046 PH 2016-10-30 1952 G5O           59  14     F6GCI         59  14     1
QSO: 14120 PH 2016-10-30 1952 G5O           59  14     ZZ2T          59  11     0
QSO:  7046 PH 2016-10-30 1952 G5O           59  14     IZ2DII        59  15     1
QSO:  7046 PH 2016-10-30 1953 G5O           59  14     DL5RDO        59  14     1
QSO: 14134 PH 2016-10-30 1953 G5O           59  14     HI3TEJ        59  08     0
QSO:  7046 PH 2016-10-30 1953 G5O           59  14     IZ1DGG        59  15     1
QSO:  7046 PH 2016-10-30 1954 G5O           59  14     M1REK         59  14     1
QSO:  7046 PH 2016-10-30 1956 G5O           59  14     DH0GHU        59  14     1
QSO:  7046 PH 2016-10-30 1956 G5O           59  14     RZ2ZY         59  16     1
QSO:  7046 PH 2016-10-30 1957 G5O           59  14     IK1ZOF        59  15     1
QSO: 14186 PH 2016-10-30 1957 G5O           59  14     CX4BW         59  13     0
QSO:  7046 PH 2016-10-30 1958 G5O           59  14     EA5UJ         59  14     1
QSO: 14220 PH 2016-10-30 2000 G5O           59  14     EB2AM         59  14     0
QSO:  7046 PH 2016-10-30 2001 G5O           59  14     IK4ZIF        59  15     1
QSO: 14227 PH 2016-10-30 2001 G5O           59  14     DK1NO         59  14     0
QSO:  7046 PH 2016-10-30 2003 G5O           59  14     IU5BKR        59  15     1
QSO: 14232 PH 2016-10-30 2004 G5O           59  14     YV5JBI        59  09     0
QSO:  7046 PH 2016-10-30 2004 G5O           59  14     DK4FP         59  14     1
QSO:  7046 PH 2016-10-30 2004 G5O           59  14     IR1A          59  15     1
QSO:  7046 PH 2016-10-30 2004 G5O           59  14     IQ2DN         59  15     1
QSO: 14243 PH 2016-10-30 2006 G5O           59  14     CT1EWA        59  14     0
QSO:  7046 PH 2016-10-30 2006 G5O           59  14     G3KAF         59  14     1
QSO:  7046 PH 2016-10-30 2007 G5O           59  14     EA7IA         59  14     1
QSO:  7046 PH 2016-10-30 2007 G5O           59  14     DF1XC         59  14     1
QSO:  7046 PH 2016-10-30 2008 G5O           59  14     DM3HZN        59  14     1
QSO: 14253 PH 2016-10-30 2008 G5O           59  14     IR4X          59  15     0
QSO:  7046 PH 2016-10-30 2009 G5O           59  14     F5RAG         59  14     1
QSO: 14257 PH 2016-10-30 2010 G5O           59  14     4U1WB         59  05     0
QSO:  7046 PH 2016-10-30 2011 G5O           59  14     DL4YAO        59  14     1
QSO: 14266 PH 2016-10-30 2011 G5O           59  14     ED1R          59  14     0
QSO:  7046 PH 2016-10-30 2012 G5O           59  14     ED1V          59  14     1
QSO:  7046 PH 2016-10-30 2014 G5O           59  14     IU2EFB        59  15     1
QSO: 14289 PH 2016-10-30 2015 G5O           59  14     S570ABC       59  15     0
QSO:  7046 PH 2016-10-30 2015 G5O           59  14     F4CPF         59  14     1
QSO:  7046 PH 2016-10-30 2016 G5O           59  14     SP1FRC        59  15     1
