START-OF-LOG: 3.0
CALLSIGN: DK5DC
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 221705
NAME: Peter Glasmacher
LOCATION: DX
OPERATORS: DK5DC
CLUB: Rhein Ruhr DX Association
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.5966.0
SOAPBOX: Conditions have been the worst since 2009 (my first participation)
QSO:  3721 PH 2016-10-29 0146 DK5DC         59  14     UW2M          59  16
QSO:  3768 PH 2016-10-29 0147 DK5DC         59  14     OL0M          59  15
QSO:  3709 PH 2016-10-29 0149 DK5DC         59  14     LY4A          59  15
QSO:  3749 PH 2016-10-29 0151 DK5DC         59  14     EW8Y          59  16
QSO:  3800 PH 2016-10-29 0152 DK5DC         59  14     E7DX          59  15
QSO:  7141 PH 2016-10-29 0202 DK5DC         59  14     OM7M          59  15
QSO:  3797 PH 2016-10-29 0553 DK5DC         59  14     EF8U          59  33
QSO:  7111 PH 2016-10-29 0556 DK5DC         59  14     9A9R          59  15
QSO:  7128 PH 2016-10-29 0558 DK5DC         59  14     OH1Z          59  15
QSO:  7139 PH 2016-10-29 0559 DK5DC         59  14     SI9AM         59  14
QSO:  7124 PH 2016-10-29 0608 DK5DC         59  14     4O3A          59  15
QSO:  7077 PH 2016-10-29 0613 DK5DC         59  14     TK9R          59  15
QSO:  7178 PH 2016-10-29 0618 DK5DC         59  14     E74O          59  15
QSO: 14159 PH 2016-10-29 0624 DK5DC         59  14     SX1S          59  20
QSO: 14129 PH 2016-10-29 0646 DK5DC         59  14     SV5/DL6MHW    59  20
QSO:  7130 PH 2016-10-29 0728 DK5DC         59  14     WE3C          59  05
QSO:  7190 PH 2016-10-29 0731 DK5DC         59  14     LY4A          59  15
QSO:  7141 PH 2016-10-29 0733 DK5DC         59  14     CN3A          59  33
QSO:  7147 PH 2016-10-29 0734 DK5DC         59  14     KC1XX         59  05
QSO:  3775 PH 2016-10-29 0737 DK5DC         59  14     OT5A          59  14
QSO:  7145 PH 2016-10-29 0742 DK5DC         59  14     K3LR          59  05
QSO:  7142 PH 2016-10-29 0743 DK5DC         59  14     EI9HX         59  14
QSO:  7193 PH 2016-10-29 0745 DK5DC         59  14     ED1R          59  14
QSO:  7200 PH 2016-10-29 0746 DK5DC         59  14     S56XX         59  15
QSO:  7164 PH 2016-10-29 0747 DK5DC         59  14     OK7W          59  15
QSO:  7163 PH 2016-10-29 0748 DK5DC         59  14     CR6K          59  14
QSO:  7105 PH 2016-10-29 0749 DK5DC         59  14     HB9OK         59  14
QSO:  7066 PH 2016-10-29 0756 DK5DC         59  14     M6T           59  14
QSO: 14152 PH 2016-10-29 0759 DK5DC         59  14     UA4S          59  16
QSO: 14195 PH 2016-10-29 0800 DK5DC         59  14     CN3A          59  33
QSO: 21390 PH 2016-10-29 0806 DK5DC         59  14     CT3HF         59  33
QSO: 21211 PH 2016-10-29 0813 DK5DC         59  14     A92FQ         59  21
QSO: 21203 PH 2016-10-29 0814 DK5DC         59  14     A62A          59  21
QSO: 14223 PH 2016-10-29 0822 DK5DC         59  14     UP2L          59  17
QSO: 14222 PH 2016-10-29 0822 DK5DC         59  14     UA9FLK        59  17
QSO: 14105 PH 2016-10-29 0823 DK5DC         59  14     D4E           59  35
QSO: 14108 PH 2016-10-29 0826 DK5DC         59  14     CN2AA         59  33
QSO: 14270 PH 2016-10-29 0829 DK5DC         59  14     4L2M          59  21
QSO: 14153 PH 2016-10-29 0831 DK5DC         59  14     UT0U          59  16
QSO: 14164 PH 2016-10-29 0832 DK5DC         59  14     HA3DX         59  15
QSO: 14138 PH 2016-10-29 0832 DK5DC         59  14     A73A          59  21
QSO: 14251 PH 2016-10-29 0833 DK5DC         59  14     TC2C          59  20
QSO: 14253 PH 2016-10-29 0833 DK5DC         59  14     S54K          59  15
QSO: 14249 PH 2016-10-29 0834 DK5DC         59  14     D4C           59  35
QSO:  7138 PH 2016-10-29 0846 DK5DC         59  14     OZ7X          59  14
QSO:  7197 PH 2016-10-29 0846 DK5DC         59  14     UA2F          59  15
QSO:  7109 PH 2016-10-29 0848 DK5DC         59  14     OT5A          59  14
QSO:  7182 PH 2016-10-29 0849 DK5DC         59  14     GM2T          59  14
QSO: 21183 PH 2016-10-29 0853 DK5DC         59  14     CN2R          59  33
QSO: 21161 PH 2016-10-29 0854 DK5DC         59  14     ZW8T          59  11
QSO: 21329 PH 2016-10-29 0855 DK5DC         59  14     C4A           59  20
QSO: 21385 PH 2016-10-29 0856 DK5DC         59  14     EF8U          59  33
QSO: 21382 PH 2016-10-29 0857 DK5DC         59  14     4X2M          59  20
QSO: 21378 PH 2016-10-29 0858 DK5DC         59  14     SV5/DL6MHW    59  20
QSO: 21369 PH 2016-10-29 0858 DK5DC         59  14     9K2HN         59  21
QSO: 28497 PH 2016-10-29 0900 DK5DC         59  14     M6T           59  14
QSO: 28504 PH 2016-10-29 0902 DK5DC         59  14     OT5A          59  14
QSO: 21341 PH 2016-10-29 0905 DK5DC         59  14     YO3VU         59  20
QSO: 21163 PH 2016-10-29 0906 DK5DC         59  14     HZ1DG         59  21
QSO: 21179 PH 2016-10-29 0907 DK5DC         59  14     YT5A          59  15
QSO: 21214 PH 2016-10-29 0910 DK5DC         59  14     PW2D          59  11
QSO: 21221 PH 2016-10-29 0912 DK5DC         59  14     CN8MAA        59  33
QSO: 21224 PH 2016-10-29 0912 DK5DC         59  14     EA7AKK        59  14
QSO: 21228 PH 2016-10-29 0913 DK5DC         59  14     CN3A          59  33
QSO: 21230 PH 2016-10-29 0913 DK5DC         59  14     A61HA         59  21
QSO: 21255 PH 2016-10-29 0916 DK5DC         59  14     D4C           59  35
QSO: 21261 PH 2016-10-29 0917 DK5DC         59  14     5T4C          59  35
QSO: 21270 PH 2016-10-29 0918 DK5DC         59  14     ZX5J          59  11
QSO: 21176 PH 2016-10-29 0923 DK5DC         59  14     LZ2PL         59  20
QSO: 21279 PH 2016-10-29 0928 DK5DC         59  14     3V8SS         59  33
QSO: 21300 PH 2016-10-29 0931 DK5DC         59  14     4X6TT         59  20
QSO: 21210 PH 2016-10-29 0932 DK5DC         59  14     TC4A          59  20
QSO: 28500 PH 2016-10-29 0938 DK5DC         59  14     EF8R          59  33
QSO: 21158 PH 2016-10-29 0945 DK5DC         59  14     RA0LQ/MM      59  21
QSO: 21147 PH 2016-10-29 0946 DK5DC         59  14     YT6W          59  15
QSO: 21152 PH 2016-10-29 0946 DK5DC         59  14     H2T           59  20
QSO: 21172 PH 2016-10-29 0947 DK5DC         59  14     EC5EA         59  14
QSO: 21175 PH 2016-10-29 0947 DK5DC         59  14     PX2B          59  11
QSO: 14166 PH 2016-10-29 0950 DK5DC         59  14     ED3V          59  14
QSO: 14155 PH 2016-10-29 0951 DK5DC         59  14     YL2BJ         59  15
QSO: 14103 PH 2016-10-29 0951 DK5DC         59  14     PZ5K          59  09
QSO: 14111 PH 2016-10-29 0953 DK5DC         59  14     YM7KA         59  20
QSO: 14113 PH 2016-10-29 0953 DK5DC         59  14     Z33C          59  15
QSO: 14126 PH 2016-10-29 0955 DK5DC         59  14     IO2X          59  15
QSO: 14129 PH 2016-10-29 0955 DK5DC         59  14     R4RE          59  16
QSO: 14308 PH 2016-10-29 0958 DK5DC         59  14     9A1P          59  15
QSO: 21248 PH 2016-10-29 1002 DK5DC         59  14     A73A          59  21
QSO: 21283 PH 2016-10-29 1006 DK5DC         59  14     SX9C          59  20
QSO: 21353 PH 2016-10-29 1008 DK5DC         59  14     CR6T          59  14
QSO: 28503 PH 2016-10-29 1010 DK5DC         59  14     EA7HG         59  14
QSO: 21272 PH 2016-10-29 1020 DK5DC         59  14     C37NL         59  14
QSO: 21276 PH 2016-10-29 1021 DK5DC         59  14     9A5D          59  15
QSO: 28557 PH 2016-10-29 1221 DK5DC         59  14     D4C           59  35
QSO: 28549 PH 2016-10-29 1222 DK5DC         59  14     CR6Z          59  14
QSO: 28497 PH 2016-10-29 1223 DK5DC         59  14     CN2AA         59  33
QSO: 21264 PH 2016-10-29 1225 DK5DC         59  14     HI3K          59  08
QSO: 21318 PH 2016-10-29 1226 DK5DC         59  14     KP3Z          59  08
QSO: 21403 PH 2016-10-29 1226 DK5DC         59  14     KP2M          59  08
QSO: 21246 PH 2016-10-29 1227 DK5DC         59  14     HK1X          59  09
QSO: 21449 PH 2016-10-29 1229 DK5DC         59  14     YV6YV         59  09
QSO: 21288 PH 2016-10-29 1229 DK5DC         59  14     CQ8M          59  14
QSO: 21441 PH 2016-10-29 1230 DK5DC         59  14     CR2B          59  14
QSO: 21304 PH 2016-10-29 1231 DK5DC         59  14     PJ4Q          59  09
QSO: 21381 PH 2016-10-29 1231 DK5DC         59  14     PJ2T          59  09
QSO: 21242 PH 2016-10-29 1232 DK5DC         59  14     FG4KH         59  08
QSO: 21225 PH 2016-10-29 1233 DK5DC         59  14     FM1HN         59  08
QSO: 21213 PH 2016-10-29 1234 DK5DC         59  14     T46A          59  08
QSO: 21127 PH 2016-10-29 1235 DK5DC         59  14     V47T          59  08
QSO: 28463 PH 2016-10-29 1239 DK5DC         59  14     CN2R          59  33
QSO: 28494 PH 2016-10-29 1239 DK5DC         59  14     CR3A          59  33
QSO: 28507 PH 2016-10-29 1243 DK5DC         59  14     CX2DK         59  13
QSO: 14200 PH 2016-10-29 1245 DK5DC         59  14     TF3CW         59  40
QSO: 14193 PH 2016-10-29 1246 DK5DC         59  14     F4GHS         59  14
QSO: 14176 PH 2016-10-29 1246 DK5DC         59  14     N5DX          59  05
QSO: 21147 PH 2016-10-29 1252 DK5DC         59  14     8P9EH         59  08
QSO: 21366 PH 2016-10-29 1253 DK5DC         59  14     V26B          59  08
QSO: 21124 PH 2016-10-29 1257 DK5DC         59  14     8P5A          59  08
QSO: 21143 PH 2016-10-29 1258 DK5DC         59  14     LP1H          59  13
QSO: 21156 PH 2016-10-29 1259 DK5DC         59  14     LT1F          59  13
QSO: 21170 PH 2016-10-29 1300 DK5DC         59  14     P40A          59  09
QSO: 21173 PH 2016-10-29 1301 DK5DC         59  14     T48K          59  08
QSO: 21271 PH 2016-10-29 1304 DK5DC         59  14     II9P          59  15
QSO: 28519 PH 2016-10-29 1345 DK5DC         59  14     ZV5O          59  11
QSO: 14111 PH 2016-10-29 1352 DK5DC         59  14     IR9Z          59  15
QSO: 14126 PH 2016-10-29 1353 DK5DC         59  14     VE3EJ         59  04
QSO: 28416 PH 2016-10-29 1357 DK5DC         59  14     PS2T          59  11
QSO: 21140 PH 2016-10-29 1359 DK5DC         59  14     PY2UD         59  11
QSO: 21198 PH 2016-10-29 1401 DK5DC         59  14     LU1DK         59  13
QSO: 21264 PH 2016-10-29 1408 DK5DC         59  14     7X4MW         59  33
QSO: 14116 PH 2016-10-29 1414 DK5DC         59  14     VY2TT         59  05
QSO: 14118 PH 2016-10-29 1414 DK5DC         59  14     VC2T          59  05
QSO: 14144 PH 2016-10-29 1416 DK5DC         59  14     XL3A          59  04
QSO: 21438 PH 2016-10-29 1430 DK5DC         59  14     PY2KJ         59  11
QSO: 14331 PH 2016-10-29 1443 DK5DC         59  14     J42T          59  20
QSO: 14333 PH 2016-10-29 1444 DK5DC         59  14     N2RJ          59  05
QSO:  7189 PH 2016-10-29 1447 DK5DC         59  14     S56X          59  15
QSO:  7151 PH 2016-10-29 1454 DK5DC         59  14     VR2XAN        59  24
QSO:  7168 PH 2016-10-29 1455 DK5DC         59  14     UP2L          59  17
QSO:  7131 PH 2016-10-29 1459 DK5DC         59  14     SP9AQF        59  15
QSO: 21408 PH 2016-10-29 1556 DK5DC         59  14     IV4AVG        59  15
QSO: 21430 PH 2016-10-29 1600 DK5DC         59  14     PT5T          59  11
QSO: 14157 PH 2016-10-29 1613 DK5DC         59  14     WE3C          59  05
QSO: 14166 PH 2016-10-29 1614 DK5DC         59  14     W3LPL         59  05
QSO: 14229 PH 2016-10-29 1614 DK5DC         59  14     N9RV          59  04
QSO: 14229 PH 2016-10-29 1615 DK5DC         59  14     HB2K          59  14
QSO: 14270 PH 2016-10-29 1617 DK5DC         59  14     WX3B          59  05
QSO: 14273 PH 2016-10-29 1618 DK5DC         59  14     3V8SS         59  33
QSO: 14275 PH 2016-10-29 1618 DK5DC         59  14     9K2HN         59  21
QSO: 14256 PH 2016-10-29 1620 DK5DC         59  14     M0GDX         59  14
QSO: 21442 PH 2016-10-29 1655 DK5DC         59  14     CR3A          59  33
QSO: 21429 PH 2016-10-29 1656 DK5DC         59  14     EE3A          59  14
QSO: 21230 PH 2016-10-29 1657 DK5DC         59  14     PP5JN         59  11
QSO: 21181 PH 2016-10-29 1659 DK5DC         59  14     ZV5O          59  11
QSO: 21195 PH 2016-10-29 1701 DK5DC         59  14     EE8V          59  33
QSO: 21394 PH 2016-10-29 1702 DK5DC         59  14     FY5KE         59  09
QSO: 14229 PH 2016-10-29 1707 DK5DC         59  14     NN3W          59  05
QSO: 14295 PH 2016-10-29 1708 DK5DC         59  14     NP3U          59  08
QSO: 14207 PH 2016-10-29 1710 DK5DC         59  14     OE5T          59  15
QSO: 14116 PH 2016-10-29 1759 DK5DC         59  14     VE2IM         59  02
QSO: 14107 PH 2016-10-29 1801 DK5DC         59  14     VY2ZM         59  05
QSO: 14336 PH 2016-10-29 1804 DK5DC         59  14     F5MUX         59  14
QSO: 14114 PH 2016-10-29 1807 DK5DC         59  14     6W1RY         59  35
QSO: 14324 PH 2016-10-29 1808 DK5DC         59  14     DR1A          59  14
QSO:  3675 PH 2016-10-29 1825 DK5DC         59  14     PI4CC         59  14
QSO:  3691 PH 2016-10-29 1825 DK5DC         59  14     MI0SLE        59  14
QSO:  7180 PH 2016-10-29 1829 DK5DC         59  14     EA8X          59  33
QSO:  7175 PH 2016-10-29 1830 DK5DC         59  14     9A7A          59  15
QSO: 14133 PH 2016-10-29 1833 DK5DC         59  14     EA8DED        59  33
QSO:  3762 PH 2016-10-29 1837 DK5DC         59  14     LZ9W          59  20
QSO:  7179 PH 2016-10-29 1843 DK5DC         59  14     GW9X          59  14
QSO:  7091 PH 2016-10-29 1850 DK5DC         59  14     C37NL         59  14
QSO:  3636 PH 2016-10-29 2006 DK5DC         59  14     SK7K          59  14
QSO:  7153 PH 2016-10-29 2011 DK5DC         59  14     CN2AA         59  33
QSO:  7096 PH 2016-10-29 2016 DK5DC         59  14     P33W          59  20
QSO:  7131 PH 2016-10-29 2017 DK5DC         59  14     IB9T          59  15
QSO: 14266 PH 2016-10-29 2020 DK5DC         59  14     TM4L          59  14
QSO: 14287 PH 2016-10-29 2022 DK5DC         59  14     C4A           59  20
QSO: 14209 PH 2016-10-29 2024 DK5DC         59  14     E74A          59  15
QSO:  7081 PH 2016-10-30 0554 DK5DC         59  14     YL2SM         59  15
QSO:  7049 PH 2016-10-30 0558 DK5DC         59  14     YO9HP         59  20
QSO:  3802 PH 2016-10-30 0605 DK5DC         59  14     K3LR          59  05
QSO:  7064 PH 2016-10-30 0614 DK5DC         59  14     YU1DW         59  15
QSO:  7107 PH 2016-10-30 0615 DK5DC         59  14     J42T          59  20
QSO:  7111 PH 2016-10-30 0615 DK5DC         59  14     ES5TV         59  15
QSO:  7156 PH 2016-10-30 0619 DK5DC         59  14     YT7A          59  15
QSO:  7174 PH 2016-10-30 0622 DK5DC         59  14     CR3A          59  33
QSO:  3685 PH 2016-10-30 0624 DK5DC         59  14     VY2ZM         59  05
QSO:  7112 PH 2016-10-30 0647 DK5DC         59  14     TI5W          59  07
QSO:  7153 PH 2016-10-30 0719 DK5DC         59  14     W9RE          59  04
QSO:  7142 PH 2016-10-30 0731 DK5DC         59  14     MD1U          59  14
QSO: 14182 PH 2016-10-30 0737 DK5DC         59  14     CN2R          59  33
QSO: 14186 PH 2016-10-30 0738 DK5DC         59  14     UP0L          59  17
QSO: 14193 PH 2016-10-30 0739 DK5DC         59  14     UN9L          59  17
QSO: 14172 PH 2016-10-30 0745 DK5DC         59  14     RZ9SZ/3       59  16
QSO: 14262 PH 2016-10-30 0755 DK5DC         59  14     R8WF          59  16
QSO: 14246 PH 2016-10-30 0755 DK5DC         59  14     SX9C          59  20
QSO:  7212 PH 2016-10-30 0803 DK5DC         59  14     PJ4X          59  09
QSO:  7141 PH 2016-10-30 0806 DK5DC         59  14     CQ8M          59  14
QSO:  7072 PH 2016-10-30 0825 DK5DC         59  14     OE5T          59  15
QSO:  7184 PH 2016-10-30 0828 DK5DC         59  14     OH0Z          59  15
QSO:  7200 PH 2016-10-30 0829 DK5DC         59  14     PZ5K          59  09
QSO: 14231 PH 2016-10-30 0837 DK5DC         59  14     SJ0X          59  14
QSO: 14140 PH 2016-10-30 0840 DK5DC         59  14     EV1R          59  16
QSO: 21322 PH 2016-10-30 0843 DK5DC         59  14     YM7KA         59  20
QSO: 21393 PH 2016-10-30 0844 DK5DC         59  14     TA7EB         59  20
QSO: 21292 PH 2016-10-30 0847 DK5DC         59  14     UP2L          59  17
QSO: 14249 PH 2016-10-30 0855 DK5DC         59  14     LY60KTU       59  15
QSO: 14175 PH 2016-10-30 0859 DK5DC         59  14     EA9KB         59  33
QSO: 14163 PH 2016-10-30 0900 DK5DC         59  14     PY2YU         59  11
QSO: 14212 PH 2016-10-30 0902 DK5DC         59  14     LZ9W          59  20
QSO: 14226 PH 2016-10-30 0902 DK5DC         59  14     TK9R          59  15
QSO: 14114 PH 2016-10-30 0906 DK5DC         59  14     RW9USA        59  18
QSO: 14250 PH 2016-10-30 0908 DK5DC         59  14     OH6K          59  15
QSO: 14234 PH 2016-10-30 0912 DK5DC         59  14     CR5C          59  14
QSO: 21193 PH 2016-10-30 0916 DK5DC         59  14     LY5Y          59  15
QSO: 21228 PH 2016-10-30 0926 DK5DC         59  14     YQ6A          59  20
QSO: 28522 PH 2016-10-30 0958 DK5DC         59  14     LY7Z          59  15
QSO: 28508 PH 2016-10-30 0958 DK5DC         59  14     EW2W          59  16
QSO: 28482 PH 2016-10-30 0959 DK5DC         59  14     EU1A          59  16
QSO: 28437 PH 2016-10-30 1001 DK5DC         59  14     YL2SM         59  15
QSO: 28454 PH 2016-10-30 1002 DK5DC         59  14     YT5A          59  15
QSO: 28462 PH 2016-10-30 1003 DK5DC         59  14     LZ5R          59  20
QSO: 28442 PH 2016-10-30 1009 DK5DC         59  14     I7DFV         59  15
QSO: 28550 PH 2016-10-30 1014 DK5DC         59  14     E7DX          59  15
QSO: 28435 PH 2016-10-30 1019 DK5DC         59  14     4O3A          59  15
QSO: 21224 PH 2016-10-30 1021 DK5DC         59  14     SN7D          59  15
QSO: 21225 PH 2016-10-30 1022 DK5DC         59  14     RT9S          59  16
QSO: 21348 PH 2016-10-30 1023 DK5DC         59  14     UC2K          59  15
QSO: 21240 PH 2016-10-30 1026 DK5DC         59  14     UX2U          59  16
QSO: 21250 PH 2016-10-30 1026 DK5DC         59  14     SQ5CQ         59  15
QSO: 21305 PH 2016-10-30 1028 DK5DC         59  14     TK9R          59  15
QSO: 21313 PH 2016-10-30 1029 DK5DC         59  14     E7DX          59  15
QSO: 21325 PH 2016-10-30 1030 DK5DC         59  14     TM6M          59  14
QSO: 21344 PH 2016-10-30 1031 DK5DC         59  14     SO2R          59  15
QSO: 28490 PH 2016-10-30 1036 DK5DC         59  14     SN8D          59  15
QSO: 14207 PH 2016-10-30 1042 DK5DC         59  14     V26B          59  08
QSO: 14156 PH 2016-10-30 1045 DK5DC         59  14     FY5KE         59  09
QSO: 14192 PH 2016-10-30 1051 DK5DC         59  14     HK1T          59  09
QSO: 28474 PH 2016-10-30 1124 DK5DC         59  14     PA3AAV        59  14
QSO: 21420 PH 2016-10-30 1127 DK5DC         59  14     OD5ZZ         59  20
QSO: 21376 PH 2016-10-30 1131 DK5DC         59  14     5H3EE         59  37
QSO: 28411 PH 2016-10-30 1132 DK5DC         59  14     IS0NHT        59  15
QSO: 21354 PH 2016-10-30 1134 DK5DC         59  14     J42T          59  20
QSO: 21389 PH 2016-10-30 1135 DK5DC         59  14     IS0BSR        59  15
QSO: 21216 PH 2016-10-30 1136 DK5DC         59  14     EF8R          59  33
QSO: 14160 PH 2016-10-30 1142 DK5DC         59  14     N1UR          59  05
QSO: 14154 PH 2016-10-30 1143 DK5DC         59  14     K1LZ          59  05
QSO: 14130 PH 2016-10-30 1145 DK5DC         59  14     8P5A          59  08
QSO: 14297 PH 2016-10-30 1149 DK5DC         59  14     UA2F          59  15
QSO: 14152 PH 2016-10-30 1150 DK5DC         59  14     KC1XX         59  05
QSO: 14190 PH 2016-10-30 1151 DK5DC         59  14     VE9CB         59  05
QSO: 14280 PH 2016-10-30 1152 DK5DC         59  14     W1NA          59  05
QSO: 14338 PH 2016-10-30 1153 DK5DC         59  14     K1KI          59  05
QSO: 14286 PH 2016-10-30 1154 DK5DC         59  14     K1VR          59  05
QSO: 21448 PH 2016-10-30 1158 DK5DC         59  14     ZZ2T          59  11
QSO: 21422 PH 2016-10-30 1159 DK5DC         59  14     CE3CT         59  12
QSO: 14285 PH 2016-10-30 1230 DK5DC         59  14     K4AB          59  04
QSO: 14319 PH 2016-10-30 1233 DK5DC         59  14     K2LE          59  05
QSO: 14345 PH 2016-10-30 1234 DK5DC         59  14     WN1A          59  05
QSO: 14151 PH 2016-10-30 1237 DK5DC         59  14     K3LR          59  05
QSO: 14226 PH 2016-10-30 1248 DK5DC         59  14     N1MM          59  05
QSO: 14138 PH 2016-10-30 1249 DK5DC         59  14     VE9AA         59  05
QSO: 14161 PH 2016-10-30 1250 DK5DC         59  14     W4RM          59  05
QSO: 14187 PH 2016-10-30 1309 DK5DC         59  14     AA1K          59  05
QSO: 14168 PH 2016-10-30 1318 DK5DC         59  14     9H6A          59  15
QSO: 14122 PH 2016-10-30 1322 DK5DC         59  14     VP5DX         59  08
QSO: 14189 PH 2016-10-30 1347 DK5DC         59  14     W0AIH         59  04
QSO: 14169 PH 2016-10-30 1400 DK5DC         59  14     K3ZO          59  05
QSO: 14316 PH 2016-10-30 1402 DK5DC         59  14     NV9L          59  04
QSO: 14196 PH 2016-10-30 1405 DK5DC         59  14     C37NL         59  14
QSO: 14201 PH 2016-10-30 1406 DK5DC         59  14     9A7A          59  15
QSO: 14260 PH 2016-10-30 1408 DK5DC         59  14     A61A          59  21
QSO: 14151 PH 2016-10-30 1413 DK5DC         59  14     VK2IA         59  30
QSO: 14148 PH 2016-10-30 1425 DK5DC         59  14     7Z1SJ         59  21
QSO: 14270 PH 2016-10-30 1428 DK5DC         59  14     YB2TX         59  28
QSO: 14221 PH 2016-10-30 1429 DK5DC         59  14     HS0ZCW        59  26
QSO: 14308 PH 2016-10-30 1440 DK5DC         59  14     KV0Q          59  04
QSO: 14190 PH 2016-10-30 1442 DK5DC         59  14     KD2RD         59  05
QSO:  7175 PH 2016-10-30 1452 DK5DC         59  14     TM5X          59  14
QSO:  7138 PH 2016-10-30 1456 DK5DC         59  14     4L0A          59  21
QSO: 14237 PH 2016-10-30 1500 DK5DC         59  14     FG5GP         59  08
QSO: 14333 PH 2016-10-30 1502 DK5DC         59  14     TA3AER/QRP    59  20
QSO: 14297 PH 2016-10-30 1514 DK5DC         59  14     SN8B          59  15
QSO: 14173 PH 2016-10-30 1515 DK5DC         59  14     ES7GM         59  15
QSO: 14257 PH 2016-10-30 1519 DK5DC         59  14     YM1KD         59  20
QSO: 14262 PH 2016-10-30 1524 DK5DC         59  14     9Y4D          59  09
