START-OF-LOG: 3.0
CALLSIGN: OE1HHB
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 351267
NAME: Harald Hofbauer
LOCATION: DX
OPERATORS: OE1HHB
CLUB:
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.5966.0
SOAPBOX: 100 W and a vertical on the 6th floor balcony
QSO: 14000 PH 2016-10-29 0308 OE1HHB        59  15     RK9AX         59  17
QSO:  3500 PH 2016-10-29 0316 OE1HHB        59  15     YQ6A          59  20
QSO:  7000 PH 2016-10-29 0318 OE1HHB        59  15     CR5T          59  14
QSO:  7000 PH 2016-10-29 0319 OE1HHB        59  15     R9CL          59  17
QSO:  7000 PH 2016-10-29 0319 OE1HHB        59  15     SQ6H          59  15
QSO:  7000 PH 2016-10-29 0326 OE1HHB        59  15     ED8X          59  33
QSO:  7000 PH 2016-10-29 0328 OE1HHB        59  15     RL5A          59  16
QSO:  7000 PH 2016-10-29 0330 OE1HHB        59  15     ES5TV         59  15
QSO:  7000 PH 2016-10-29 0330 OE1HHB        59  15     SN3A          59  15
QSO:  7000 PH 2016-10-29 0332 OE1HHB        59  15     8P5A          59  08
QSO:  7000 PH 2016-10-29 0332 OE1HHB        59  15     OH5NQ         59  15
QSO:  7000 PH 2016-10-29 0334 OE1HHB        59  15     LY4OO         59  15
QSO:  7000 PH 2016-10-29 0404 OE1HHB        59  15     EU1A          59  16
QSO:  7000 PH 2016-10-29 0407 OE1HHB        59  15     UA4M          59  16
QSO: 14000 PH 2016-10-29 0409 OE1HHB        59  15     SK3W          59  14
QSO:  3500 PH 2016-10-29 0412 OE1HHB        59  15     SP9KDA        59  15
QSO:  3500 PH 2016-10-29 0415 OE1HHB        59  15     ED3X          59  14
QSO:  7000 PH 2016-10-29 0418 OE1HHB        59  15     LY4A          59  15
QSO: 14000 PH 2016-10-29 0653 OE1HHB        59  15     IO9A          59  15
QSO: 14000 PH 2016-10-29 0654 OE1HHB        59  15     EA5IDQ        59  14
QSO: 14000 PH 2016-10-29 0655 OE1HHB        59  15     C4A           59  20
QSO: 14000 PH 2016-10-29 0656 OE1HHB        59  15     IT9STX        59  15
QSO: 21000 PH 2016-10-29 0659 OE1HHB        59  15     4Z5LY         59  20
QSO: 21000 PH 2016-10-29 0701 OE1HHB        59  15     4X6TT         59  20
QSO: 14000 PH 2016-10-29 0703 OE1HHB        59  15     CR6P          59  14
QSO: 14000 PH 2016-10-29 0706 OE1HHB        59  15     UW5ZM         59  16
QSO: 14000 PH 2016-10-29 0707 OE1HHB        59  15     IR8P          59  15
QSO: 14000 PH 2016-10-29 0708 OE1HHB        59  15     TM4L          59  14
QSO: 14000 PH 2016-10-29 0709 OE1HHB        59  15     EC2DX         59  14
QSO: 14000 PH 2016-10-29 0709 OE1HHB        59  15     RG5R          59  16
QSO: 14000 PH 2016-10-29 0710 OE1HHB        59  15     IT9PZM        59  15
QSO: 14000 PH 2016-10-29 0711 OE1HHB        59  15     SX1S          59  20
QSO: 14000 PH 2016-10-29 0711 OE1HHB        59  15     RT5K          59  16
QSO: 14000 PH 2016-10-29 0712 OE1HHB        59  15     YM7KA         59  20
QSO: 14000 PH 2016-10-29 0713 OE1HHB        59  15     SV5/DL6MHW    59  20
QSO: 14000 PH 2016-10-29 0714 OE1HHB        59  15     EE2K          59  14
QSO: 14000 PH 2016-10-29 0715 OE1HHB        59  15     UP0L          59  17
QSO: 14000 PH 2016-10-29 0716 OE1HHB        59  15     UW2M          59  16
QSO: 14000 PH 2016-10-29 0716 OE1HHB        59  15     UB7K          59  16
QSO: 14000 PH 2016-10-29 0720 OE1HHB        59  15     P33W          59  20
QSO: 14000 PH 2016-10-29 0720 OE1HHB        59  15     RW9QA         59  17
QSO: 14000 PH 2016-10-29 0725 OE1HHB        59  15     R7AB          59  16
QSO: 14000 PH 2016-10-29 0727 OE1HHB        59  15     UP2L          59  17
QSO: 14000 PH 2016-10-29 0727 OE1HHB        59  15     9H6A          59  15
QSO: 14000 PH 2016-10-29 0728 OE1HHB        59  15     TC2C          59  20
QSO: 14000 PH 2016-10-29 0729 OE1HHB        59  15     SX9C          59  20
QSO: 14000 PH 2016-10-29 0729 OE1HHB        59  15     EC7WA         59  14
QSO: 14000 PH 2016-10-29 0730 OE1HHB        59  15     4L2M          59  21
QSO: 14000 PH 2016-10-29 0730 OE1HHB        59  15     R8CT          59  17
QSO: 14000 PH 2016-10-29 0731 OE1HHB        59  15     ZD8W          59  36
QSO: 14000 PH 2016-10-29 0732 OE1HHB        59  15     UR3GU         59  16
QSO: 14000 PH 2016-10-29 0733 OE1HHB        59  15     IT9BDM        59  15
QSO: 21000 PH 2016-10-29 0734 OE1HHB        59  15     EA5KV         59  14
QSO: 21000 PH 2016-10-29 0735 OE1HHB        59  15     EE5T          59  14
QSO: 14000 PH 2016-10-29 0737 OE1HHB        59  15     EA4TD         59  14
QSO: 14000 PH 2016-10-29 0738 OE1HHB        59  15     EF2A          59  14
QSO: 14000 PH 2016-10-29 0738 OE1HHB        59  15     RW3XZ         59  16
QSO: 14000 PH 2016-10-29 0742 OE1HHB        59  15     ED3V          59  14
QSO: 14000 PH 2016-10-29 0746 OE1HHB        59  15     ED8W          59  33
QSO: 14000 PH 2016-10-29 0748 OE1HHB        59  15     UK9AA         59  17
QSO: 14000 PH 2016-10-29 0749 OE1HHB        59  15     YM9KM         59  20
QSO: 14000 PH 2016-10-29 0750 OE1HHB        59  15     LZ1KU         59  20
QSO: 14000 PH 2016-10-29 0754 OE1HHB        59  15     TC3P          59  20
QSO: 14000 PH 2016-10-29 0754 OE1HHB        59  15     SN8D          59  15
QSO: 14000 PH 2016-10-29 0755 OE1HHB        59  15     ED7O          59  14
QSO: 21000 PH 2016-10-29 0759 OE1HHB        59  15     EA5RM         59  14
QSO: 21000 PH 2016-10-29 0801 OE1HHB        59  15     CT3HF         59  33
QSO: 14000 PH 2016-10-29 0806 OE1HHB        59  15     EF8R          59  33
QSO: 14000 PH 2016-10-29 0809 OE1HHB        59  15     ED2C          59  14
QSO: 14000 PH 2016-10-29 0811 OE1HHB        59  15     LZ7M          59  20
QSO: 21000 PH 2016-10-29 0813 OE1HHB        59  15     EA5IDQ        59  14
QSO:  7000 PH 2016-10-29 0818 OE1HHB        59  15     US1I          59  16
QSO:  7000 PH 2016-10-29 0819 OE1HHB        59  15     PI4DX         59  14
QSO:  7000 PH 2016-10-29 0820 OE1HHB        59  15     YT0A          59  15
QSO:  7000 PH 2016-10-29 0821 OE1HHB        59  15     IZ7NMD        59  15
QSO:  7000 PH 2016-10-29 0822 OE1HHB        59  15     DP6T          59  14
QSO:  7000 PH 2016-10-29 0823 OE1HHB        59  15     OK7K          59  15
QSO:  7000 PH 2016-10-29 0824 OE1HHB        59  15     SP5C          59  15
QSO:  7000 PH 2016-10-29 0824 OE1HHB        59  15     DL5GAC        59  14
QSO: 14000 PH 2016-10-29 0827 OE1HHB        59  15     EA6/EI6DX     59  14
QSO: 14000 PH 2016-10-29 0833 OE1HHB        59  15     EA3CI         59  14
QSO: 14000 PH 2016-10-29 0834 OE1HHB        59  15     ED3X          59  14
QSO: 14000 PH 2016-10-29 0835 OE1HHB        59  15     YP0C          59  20
QSO: 14000 PH 2016-10-29 0836 OE1HHB        59  15     TM1A          59  14
QSO: 14000 PH 2016-10-29 0838 OE1HHB        59  15     F4ENK         59  14
QSO: 14000 PH 2016-10-29 0841 OE1HHB        59  15     F4GGQ         59  14
QSO: 21000 PH 2016-10-29 0843 OE1HHB        59  15     UX7IW         59  16
QSO: 21000 PH 2016-10-29 0843 OE1HHB        59  15     CN2R          59  33
QSO: 21000 PH 2016-10-29 0844 OE1HHB        59  15     RK3PWR        59  16
QSO: 28000 PH 2016-10-29 0845 OE1HHB        59  15     A62A          59  21
QSO: 28000 PH 2016-10-29 0845 OE1HHB        59  15     A73A          59  21
QSO: 28000 PH 2016-10-29 0847 OE1HHB        59  15     OD5ZZ         59  20
QSO: 28000 PH 2016-10-29 0848 OE1HHB        59  15     RL4A          59  16
QSO: 28000 PH 2016-10-29 0848 OE1HHB        59  15     C4A           59  20
QSO: 21000 PH 2016-10-29 0851 OE1HHB        59  15     CN3A          59  33
QSO: 21000 PH 2016-10-29 0852 OE1HHB        59  15     UB7K          59  16
QSO: 21000 PH 2016-10-29 0852 OE1HHB        59  15     LZ2PL         59  20
QSO:  7000 PH 2016-10-29 0854 OE1HHB        59  15     YT5A          59  15
QSO:  7000 PH 2016-10-29 0854 OE1HHB        59  15     YT9X          59  15
QSO:  7000 PH 2016-10-29 0856 OE1HHB        59  15     TM1A          59  14
QSO:  7000 PH 2016-10-29 0857 OE1HHB        59  15     ES6RW         59  15
QSO:  7000 PH 2016-10-29 0858 OE1HHB        59  15     EA3PT         59  14
QSO:  7000 PH 2016-10-29 0900 OE1HHB        59  15     OZ7X          59  14
QSO:  7000 PH 2016-10-29 0900 OE1HHB        59  15     9A7A          59  15
QSO:  7000 PH 2016-10-29 0900 OE1HHB        59  15     G3B           59  14
QSO:  7000 PH 2016-10-29 0901 OE1HHB        59  15     9A1A          59  15
QSO: 21000 PH 2016-10-29 0906 OE1HHB        59  15     CN8MAA        59  33
QSO: 21000 PH 2016-10-29 0914 OE1HHB        59  15     EA7AKK        59  14
QSO: 21000 PH 2016-10-29 0914 OE1HHB        59  15     EA7ATX        59  14
QSO: 21000 PH 2016-10-29 0917 OE1HHB        59  15     TC0F          59  20
QSO: 21000 PH 2016-10-29 0918 OE1HHB        59  15     C44C          59  20
QSO: 21000 PH 2016-10-29 0919 OE1HHB        59  15     CT1EVE        59  14
QSO: 21000 PH 2016-10-29 0920 OE1HHB        59  15     ED7O          59  14
QSO: 28000 PH 2016-10-29 0921 OE1HHB        59  15     LZ1KU         59  20
QSO: 28000 PH 2016-10-29 0921 OE1HHB        59  15     H2X           59  20
QSO: 28000 PH 2016-10-29 0924 OE1HHB        59  15     RK3PWR        59  16
QSO: 28000 PH 2016-10-29 0928 OE1HHB        59  15     P33W          59  20
QSO: 28000 PH 2016-10-29 0930 OE1HHB        59  15     A92GE         59  21
QSO: 28000 PH 2016-10-29 0930 OE1HHB        59  15     RL4F          59  16
QSO: 28000 PH 2016-10-29 0931 OE1HHB        59  15     OM8A          59  15
QSO: 14000 PH 2016-10-29 0937 OE1HHB        59  15     YT1A          59  15
QSO: 14000 PH 2016-10-29 0938 OE1HHB        59  15     YL2BJ         59  15
QSO: 14000 PH 2016-10-29 0939 OE1HHB        59  15     OH5NQ         59  15
QSO: 14000 PH 2016-10-29 0941 OE1HHB        59  15     SZ1A          59  20
QSO: 14000 PH 2016-10-29 0941 OE1HHB        59  15     CR3A          59  33
QSO: 14000 PH 2016-10-29 0942 OE1HHB        59  15     YT5A          59  15
QSO: 14000 PH 2016-10-29 0944 OE1HHB        59  15     EE5T          59  14
QSO: 28000 PH 2016-10-29 0948 OE1HHB        59  15     CN2R          59  33
QSO: 28000 PH 2016-10-29 0950 OE1HHB        59  15     CN3A          59  33
QSO: 28000 PH 2016-10-29 0955 OE1HHB        59  15     CT3HF         59  33
QSO: 28000 PH 2016-10-29 0955 OE1HHB        59  15     Z39A          59  15
QSO: 21000 PH 2016-10-29 1000 OE1HHB        59  15     TC3P          59  20
QSO: 21000 PH 2016-10-29 1002 OE1HHB        59  15     UW5ZM         59  16
QSO: 21000 PH 2016-10-29 1003 OE1HHB        59  15     TC2C          59  20
QSO: 21000 PH 2016-10-29 1004 OE1HHB        59  15     YL1ZT         59  15
QSO: 21000 PH 2016-10-29 1004 OE1HHB        59  15     RM5A          59  16
QSO: 21000 PH 2016-10-29 1006 OE1HHB        59  15     P33W          59  20
QSO: 21000 PH 2016-10-29 1006 OE1HHB        59  15     LT1F          59  13
QSO: 21000 PH 2016-10-29 1008 OE1HHB        59  15     EF2A          59  14
QSO: 21000 PH 2016-10-29 1008 OE1HHB        59  15     Z35W          59  15
QSO: 21000 PH 2016-10-29 1010 OE1HHB        59  15     TC4A          59  20
QSO: 21000 PH 2016-10-29 1011 OE1HHB        59  15     UA3RC         59  16
QSO: 21000 PH 2016-10-29 1013 OE1HHB        59  15     IB9T          59  15
QSO:  7000 PH 2016-10-29 1014 OE1HHB        59  15     OT5A          59  14
QSO:  7000 PH 2016-10-29 1015 OE1HHB        59  15     E74O          59  15
QSO:  7000 PH 2016-10-29 1018 OE1HHB        59  15     OL9R          59  15
QSO: 28000 PH 2016-10-29 1020 OE1HHB        59  15     RU1A          59  16
QSO: 28000 PH 2016-10-29 1021 OE1HHB        59  15     RM5A          59  16
QSO: 28000 PH 2016-10-29 1022 OE1HHB        59  15     SZ1A          59  20
QSO: 28000 PH 2016-10-29 1027 OE1HHB        59  15     R7AB          59  16
QSO: 28000 PH 2016-10-29 1029 OE1HHB        59  15     CR3A          59  33
QSO: 21000 PH 2016-10-29 1031 OE1HHB        59  15     IR9F          59  15
QSO: 21000 PH 2016-10-29 1031 OE1HHB        59  15     SZ4KRD        59  20
QSO: 21000 PH 2016-10-29 1032 OE1HHB        59  15     H2T           59  20
QSO: 21000 PH 2016-10-29 1033 OE1HHB        59  15     F4ENK         59  14
QSO: 21000 PH 2016-10-29 1033 OE1HHB        59  15     ED1T          59  14
QSO: 21000 PH 2016-10-29 1034 OE1HHB        59  15     Z36N          59  15
QSO: 21000 PH 2016-10-29 1037 OE1HHB        59  15     J42T          59  20
QSO: 28000 PH 2016-10-29 1039 OE1HHB        59  15     TA3EL         59  20
QSO: 28000 PH 2016-10-29 1042 OE1HHB        59  15     EA8DED        59  33
QSO: 28000 PH 2016-10-29 1050 OE1HHB        59  15     TC4A          59  20
QSO: 28000 PH 2016-10-29 1051 OE1HHB        59  15     LZ9W          59  20
QSO: 28000 PH 2016-10-29 1051 OE1HHB        59  15     EA1AT         59  14
QSO: 28000 PH 2016-10-29 1052 OE1HHB        59  15     RT2A          59  16
QSO: 28000 PH 2016-10-29 1055 OE1HHB        59  15     UT7EL         59  16
QSO: 28000 PH 2016-10-29 1055 OE1HHB        59  15     OK2KJU        59  15
QSO: 28000 PH 2016-10-29 1059 OE1HHB        59  15     ED3X          59  14
QSO: 28000 PH 2016-10-29 1100 OE1HHB        59  15     EE3E          59  14
QSO: 21000 PH 2016-10-29 1102 OE1HHB        59  15     D4C           59  35
QSO: 21000 PH 2016-10-29 1103 OE1HHB        59  15     EE5H          59  14
QSO: 21000 PH 2016-10-29 1104 OE1HHB        59  15     CR6P          59  14
QSO: 21000 PH 2016-10-29 1105 OE1HHB        59  15     RT2A          59  16
QSO: 21000 PH 2016-10-29 1105 OE1HHB        59  15     CT1BWU        59  14
QSO: 21000 PH 2016-10-29 1106 OE1HHB        59  15     CR6T          59  14
QSO: 21000 PH 2016-10-29 1106 OE1HHB        59  15     EA2LMI        59  14
QSO: 21000 PH 2016-10-29 1106 OE1HHB        59  15     CR6K          59  14
QSO: 21000 PH 2016-10-29 1107 OE1HHB        59  15     EA5YJ         59  14
QSO: 21000 PH 2016-10-29 1107 OE1HHB        59  15     EA5DFV        59  14
QSO: 21000 PH 2016-10-29 1108 OE1HHB        59  15     CQ8M          59  14
QSO: 21000 PH 2016-10-29 1109 OE1HHB        59  15     UT7E          59  16
QSO: 21000 PH 2016-10-29 1110 OE1HHB        59  15     LZ1KU         59  20
QSO: 21000 PH 2016-10-29 1111 OE1HHB        59  15     EF8R          59  33
QSO: 21000 PH 2016-10-29 1112 OE1HHB        59  15     ED1R          59  14
QSO: 21000 PH 2016-10-29 1112 OE1HHB        59  15     EA3PT         59  14
QSO: 21000 PH 2016-10-29 1113 OE1HHB        59  15     R2EA          59  16
QSO: 28000 PH 2016-10-29 1117 OE1HHB        59  15     SV4LQW        59  20
QSO: 28000 PH 2016-10-29 1120 OE1HHB        59  15     H2T           59  20
QSO: 28000 PH 2016-10-29 1121 OE1HHB        59  15     CR2B          59  14
QSO: 14000 PH 2016-10-29 1123 OE1HHB        59  15     IY1A          59  15
QSO: 14000 PH 2016-10-29 1123 OE1HHB        59  15     DR5N          59  14
QSO: 14000 PH 2016-10-29 1125 OE1HHB        59  15     CR6K          59  14
QSO: 14000 PH 2016-10-29 1126 OE1HHB        59  15     PI4ZU         59  14
QSO: 14000 PH 2016-10-29 1127 OE1HHB        59  15     TF3CW         59  40
QSO: 14000 PH 2016-10-29 1128 OE1HHB        59  15     F5MUX         59  14
QSO: 14000 PH 2016-10-29 1129 OE1HHB        59  15     F4GHS         59  14
QSO: 14000 PH 2016-10-29 1130 OE1HHB        59  15     IR6A          59  15
QSO: 28000 PH 2016-10-29 1135 OE1HHB        59  15     UT7E          59  16
QSO: 28000 PH 2016-10-29 1138 OE1HHB        59  15     OH2FNR        59  15
QSO: 28000 PH 2016-10-29 1140 OE1HHB        59  15     IW7DKS        59  14
QSO: 21000 PH 2016-10-29 1142 OE1HHB        59  15     IR8P          59  15
QSO: 21000 PH 2016-10-29 1144 OE1HHB        59  15     EU1A          59  16
QSO: 21000 PH 2016-10-29 1145 OE1HHB        59  15     SZ1A          59  20
QSO: 21000 PH 2016-10-29 1146 OE1HHB        59  15     ED4W          59  14
QSO: 21000 PH 2016-10-29 1147 OE1HHB        59  15     ED7R          59  14
QSO: 21000 PH 2016-10-29 1147 OE1HHB        59  15     9K2HN         59  21
QSO:  7000 PH 2016-10-29 1149 OE1HHB        59  15     LZ9W          59  20
QSO:  7000 PH 2016-10-29 1149 OE1HHB        59  15     M6T           59  14
QSO: 14000 PH 2016-10-29 1152 OE1HHB        59  15     EA3PT         59  14
QSO: 14000 PH 2016-10-29 1153 OE1HHB        59  15     DL0CS         59  14
QSO: 14000 PH 2016-10-29 1156 OE1HHB        59  15     ED1T          59  14
QSO: 14000 PH 2016-10-29 1158 OE1HHB        59  15     RU1A          59  16
QSO: 14000 PH 2016-10-29 1158 OE1HHB        59  15     UA4M          59  16
QSO: 14000 PH 2016-10-29 1159 OE1HHB        59  15     ES5TV         59  15
QSO: 28000 PH 2016-10-29 1201 OE1HHB        59  15     CT5GOJ        59  14
QSO: 28000 PH 2016-10-29 1202 OE1HHB        59  15     TC0F          59  20
QSO: 28000 PH 2016-10-29 1203 OE1HHB        59  15     PZ5K          59  09
QSO: 28000 PH 2016-10-29 1204 OE1HHB        59  15     IO2X          59  15
QSO: 28000 PH 2016-10-29 1204 OE1HHB        59  15     DH8BQA        59  14
QSO: 28000 PH 2016-10-29 1205 OE1HHB        59  15     FR4NT         59  39
QSO: 28000 PH 2016-10-29 1206 OE1HHB        59  15     EC2DX         59  14
QSO: 28000 PH 2016-10-29 1215 OE1HHB        59  15     YM7KA         59  20
QSO: 28000 PH 2016-10-29 1216 OE1HHB        59  15     CX2DK         59  13
QSO: 28000 PH 2016-10-29 1217 OE1HHB        59  15     FY5KE         59  09
QSO: 28000 PH 2016-10-29 1217 OE1HHB        59  15     CR6K          59  14
QSO: 28000 PH 2016-10-29 1221 OE1HHB        59  15     EA8URT        59  33
QSO: 28000 PH 2016-10-29 1225 OE1HHB        59  15     EA8BMG        59  33
QSO: 28000 PH 2016-10-29 1226 OE1HHB        59  15     CV7S          59  13
QSO: 28000 PH 2016-10-29 1227 OE1HHB        59  15     EF8U          59  33
QSO: 28000 PH 2016-10-29 1229 OE1HHB        59  15     OE1CIW        59  15
QSO: 21000 PH 2016-10-29 1232 OE1HHB        59  15     CR5T          59  14
QSO: 21000 PH 2016-10-29 1233 OE1HHB        59  15     HG1S          59  15
QSO: 21000 PH 2016-10-29 1235 OE1HHB        59  15     TM2T          59  14
QSO: 21000 PH 2016-10-29 1237 OE1HHB        59  15     SX9C          59  20
QSO: 21000 PH 2016-10-29 1238 OE1HHB        59  15     EA8TK         59  33
QSO: 21000 PH 2016-10-29 1243 OE1HHB        59  15     SV9COL        59  20
QSO: 14000 PH 2016-10-29 1245 OE1HHB        59  15     Z33C          59  15
QSO: 14000 PH 2016-10-29 1246 OE1HHB        59  15     GM2T          59  14
QSO: 14000 PH 2016-10-29 1247 OE1HHB        59  15     TM3R          59  14
QSO: 14000 PH 2016-10-29 1247 OE1HHB        59  15     IW1CHX        59  15
QSO: 14000 PH 2016-10-29 1248 OE1HHB        59  15     M6T           59  14
QSO: 14000 PH 2016-10-29 1249 OE1HHB        59  15     SV3AQR        59  20
QSO: 14000 PH 2016-10-29 1250 OE1HHB        59  15     LZ9W          59  20
QSO: 14000 PH 2016-10-29 1251 OE1HHB        59  15     IT9LED        59  15
QSO: 28000 PH 2016-10-29 1303 OE1HHB        59  15     LU6FLZ        59  13
QSO: 28000 PH 2016-10-29 1305 OE1HHB        59  15     ZD8W          59  36
QSO: 28000 PH 2016-10-29 1308 OE1HHB        59  15     CN2AA         59  33
QSO: 21000 PH 2016-10-29 1314 OE1HHB        59  15     RG6G          59  16
QSO: 21000 PH 2016-10-29 1317 OE1HHB        59  15     EA4TD         59  14
QSO: 14000 PH 2016-10-29 1320 OE1HHB        59  15     IZ1ANK        59  15
QSO: 14000 PH 2016-10-29 1322 OE1HHB        59  15     ED3D          59  14
QSO: 14000 PH 2016-10-29 1323 OE1HHB        59  15     K2LE          59  05
QSO: 14000 PH 2016-10-29 1324 OE1HHB        59  15     MD1E          59  14
QSO: 14000 PH 2016-10-29 1324 OE1HHB        59  15     N5DX          59  05
QSO: 14000 PH 2016-10-29 1330 OE1HHB        59  15     TM1X          59  14
QSO: 28000 PH 2016-10-29 1334 OE1HHB        59  15     EF8R          59  33
QSO: 28000 PH 2016-10-29 1338 OE1HHB        59  15     PW2D          59  11
QSO: 21000 PH 2016-10-29 1341 OE1HHB        59  15     OM8A          59  15
QSO: 21000 PH 2016-10-29 1344 OE1HHB        59  15     ZX5J          59  11
QSO:  7000 PH 2016-10-29 1349 OE1HHB        59  15     LZ1UBO        59  20
QSO:  7000 PH 2016-10-29 1353 OE1HHB        59  15     OH1Z          59  15
QSO: 28000 PH 2016-10-29 1355 OE1HHB        59  15     PP2FRS        59  11
QSO: 28000 PH 2016-10-29 1359 OE1HHB        59  15     ZW8T          59  11
QSO: 28000 PH 2016-10-29 1408 OE1HHB        59  15     PQ5B          59  11
QSO:  7000 PH 2016-10-29 1413 OE1HHB        59  15     TM7F          59  14
QSO:  7000 PH 2016-10-29 1414 OE1HHB        59  15     PI4M          59  14
QSO:  7000 PH 2016-10-29 1415 OE1HHB        59  15     PI4CC         59  14
QSO:  7000 PH 2016-10-29 1415 OE1HHB        59  15     LY5Q          59  15
QSO: 14000 PH 2016-10-29 1418 OE1HHB        59  15     EA9KB         59  33
QSO: 28000 PH 2016-10-29 1420 OE1HHB        59  15     LU7HN         59  13
QSO: 28000 PH 2016-10-29 1424 OE1HHB        59  15     ZP6A          59  11
QSO: 28000 PH 2016-10-29 1426 OE1HHB        59  15     PY2YU         59  11
QSO: 14000 PH 2016-10-29 1441 OE1HHB        59  15     PI4CC         59  14
QSO: 14000 PH 2016-10-29 1441 OE1HHB        59  15     H2T           59  20
QSO: 14000 PH 2016-10-29 1442 OE1HHB        59  15     N1UR          59  05
QSO: 14000 PH 2016-10-29 1444 OE1HHB        59  15     W3LPL         59  05
QSO: 14000 PH 2016-10-29 1446 OE1HHB        59  15     IT9AUH        59  15
QSO: 14000 PH 2016-10-29 1446 OE1HHB        59  15     ED5M          59  14
QSO: 14000 PH 2016-10-29 1447 OE1HHB        59  15     MM7X          59  14
QSO: 14000 PH 2016-10-29 1449 OE1HHB        59  15     KD2RD         59  05
QSO: 14000 PH 2016-10-29 1451 OE1HHB        59  15     EA2RCP        59  14
QSO: 14000 PH 2016-10-29 1452 OE1HHB        59  15     TM6M          59  14
QSO: 21000 PH 2016-10-29 1453 OE1HHB        59  15     OE1XHQ        59  15
QSO:  7000 PH 2016-10-29 1457 OE1HHB        59  15     US5UC         59  16
QSO:  7000 PH 2016-10-29 1459 OE1HHB        59  15     SP5FKW        59  15
QSO:  7000 PH 2016-10-29 1500 OE1HHB        59  15     DM4M          59  14
QSO: 28000 PH 2016-10-29 1503 OE1HHB        59  15     PS2T          59  11
QSO: 21000 PH 2016-10-29 1509 OE1HHB        59  15     IO9R          59  15
QSO:  7000 PH 2016-10-29 1516 OE1HHB        59  15     ON3VS         59  14
QSO:  7000 PH 2016-10-29 1518 OE1HHB        59  15     EW2A          59  16
QSO:  7000 PH 2016-10-29 1518 OE1HHB        59  15     DL7URH        59  14
