START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: DF5BM
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
LOCATION: DX
CLAIMED-SCORE: 177514
CREATED-BY: UcxLog 7.64
NAME: Uwe Bobolz
CLUB: RHEIN RUHR DX ASSOCIATION
SOAPBOX: Poor conditions, most of the QSO's with EU.
SOAPBOX: However, I enjoyed the contest. Thank you to all. DF5BM
QSO:  3500 PH 2016-10-29 0206 DF5BM         59  14     SN7D          59  15     0
QSO:  3500 PH 2016-10-29 0209 DF5BM         59  14     OL0M          59  15     0
QSO:  3500 PH 2016-10-29 0210 DF5BM         59  14     OE6Z          59  15     0
QSO:  3500 PH 2016-10-29 0219 DF5BM         59  14     YU5R          59  15     0
QSO:  3500 PH 2016-10-29 0220 DF5BM         59  14     LY7Z          59  15     0
QSO:  3500 PH 2016-10-29 0222 DF5BM         59  14     SP9AQF        59  15     0
QSO:  3500 PH 2016-10-29 0224 DF5BM         59  14     DF0WRTC       59  14     0
QSO:  3500 PH 2016-10-29 0228 DF5BM         59  14     YT6W          59  15     0
QSO:  3500 PH 2016-10-29 0229 DF5BM         59  14     ED2C          59  14     0
QSO:  3500 PH 2016-10-29 0230 DF5BM         59  14     IK3UNA        59  15     0
QSO:  3500 PH 2016-10-29 0231 DF5BM         59  14     SP9KDA        59  15     0
QSO:  3500 PH 2016-10-29 0232 DF5BM         59  14     EE7L          59  14     0
QSO:  3500 PH 2016-10-29 0234 DF5BM         59  14     EE5T          59  14     0
QSO:  3500 PH 2016-10-29 0236 DF5BM         59  14     OE5BGN        59  15     0
QSO:  3500 PH 2016-10-29 0240 DF5BM         59  14     IO1X          59  15     0
QSO:  3500 PH 2016-10-29 0244 DF5BM         59  14     EI7M          59  14     0
QSO:  3500 PH 2016-10-29 0246 DF5BM         59  14     E73ESP        59  15     0
QSO:  3500 PH 2016-10-29 0249 DF5BM         59  14     9A7A          59  15     0
QSO:  3500 PH 2016-10-29 0250 DF5BM         59  14     HB9H          59  14     0
QSO:  3500 PH 2016-10-29 0251 DF5BM         59  14     ED7O          59  14     0
QSO:  3500 PH 2016-10-29 0253 DF5BM         59  14     IR8C          59  15     0
QSO:  3500 PH 2016-10-29 0300 DF5BM         59  14     SO9Q          59  15     0
QSO:  3500 PH 2016-10-29 0321 DF5BM         59  14     TK9R          59  15     0
QSO:  3500 PH 2016-10-29 0323 DF5BM         59  14     IO5O          59  15     0
QSO:  3500 PH 2016-10-29 0326 DF5BM         59  14     3V8SS         59  33     0
QSO:  3500 PH 2016-10-29 0329 DF5BM         59  14     SK7K          59  14     0
QSO:  3500 PH 2016-10-29 0331 DF5BM         59  14     II2S          59  15     0
QSO:  3500 PH 2016-10-29 0335 DF5BM         59  14     LY5I          59  15     0
QSO:  3500 PH 2016-10-29 0342 DF5BM         59  14     GM9N          59  14     0
QSO:  7000 PH 2016-10-29 0348 DF5BM         59  14     OH1F          59  15     0
QSO:  7000 PH 2016-10-29 0349 DF5BM         59  14     LY2MM         59  15     0
QSO:  7000 PH 2016-10-29 0352 DF5BM         59  14     SP9KAO        59  15     0
QSO:  7000 PH 2016-10-29 0354 DF5BM         59  14     OZ7X          59  14     0
QSO:  7000 PH 2016-10-29 0653 DF5BM         59  14     LY60KTU       59  15     0
QSO:  7000 PH 2016-10-29 0653 DF5BM         59  14     OE5T          59  15     0
QSO:  7000 PH 2016-10-29 0655 DF5BM         59  14     TK9R          59  15     0
QSO:  7000 PH 2016-10-29 0658 DF5BM         59  14     OH5NQ         59  15     0
QSO:  7000 PH 2016-10-29 0659 DF5BM         59  14     YU1DW         59  15     0
QSO:  7000 PH 2016-10-29 0659 DF5BM         59  14     S51A          59  15     0
QSO:  7000 PH 2016-10-29 0700 DF5BM         59  14     IK3UNA        59  15     0
QSO:  7000 PH 2016-10-29 0700 DF5BM         59  14     HB9H          59  14     0
QSO:  7000 PH 2016-10-29 0702 DF5BM         59  14     ED3V          59  14     0
QSO:  7000 PH 2016-10-29 0703 DF5BM         59  14     EA3PT         59  14     0
QSO:  7000 PH 2016-10-29 0706 DF5BM         59  14     S51DX         59  15     0
QSO:  7000 PH 2016-10-29 0707 DF5BM         59  14     SP5C          59  15     0
QSO:  7000 PH 2016-10-29 0707 DF5BM         59  14     RU1A          59  16     0
QSO:  7000 PH 2016-10-29 0710 DF5BM         59  14     HB9OK         59  14     0
QSO:  7000 PH 2016-10-29 0711 DF5BM         59  14     YO9HP         59  20     0
QSO:  7000 PH 2016-10-29 0712 DF5BM         59  14     OK7K          59  15     0
QSO:  7000 PH 2016-10-29 0713 DF5BM         59  14     IK2YCW        59  15     0
QSO:  7000 PH 2016-10-29 0722 DF5BM         59  14     HA3DX         59  15     0
QSO:  7000 PH 2016-10-29 0724 DF5BM         59  14     S55X          59  15     0
QSO:  7000 PH 2016-10-29 0725 DF5BM         59  14     SN3A          59  15     0
QSO:  7000 PH 2016-10-29 0730 DF5BM         59  14     WE3C          59  05     0
QSO:  7000 PH 2016-10-29 0731 DF5BM         59  14     HB0A          59  14     0
QSO:  7000 PH 2016-10-29 0733 DF5BM         59  14     CN3A          59  33     0
QSO:  7000 PH 2016-10-29 0733 DF5BM         59  14     KC1XX         59  05     0
QSO:  7000 PH 2016-10-29 0734 DF5BM         59  14     K3LR          59  05     0
QSO:  7000 PH 2016-10-29 0736 DF5BM         59  14     EE3A          59  14     0
QSO:  7000 PH 2016-10-29 0736 DF5BM         59  14     OK7W          59  15     0
QSO:  7000 PH 2016-10-29 0737 DF5BM         59  14     IO2X          59  15     0
QSO:  7000 PH 2016-10-29 0737 DF5BM         59  14     9A1A          59  15     0
QSO:  7000 PH 2016-10-29 0738 DF5BM         59  14     LZ9W          59  20     0
QSO:  7000 PH 2016-10-29 0739 DF5BM         59  14     RK3AW         59  16     0
QSO:  7000 PH 2016-10-29 0741 DF5BM         59  14     9A1P          59  15     0
QSO:  7000 PH 2016-10-29 0741 DF5BM         59  14     CN2AA         59  33     0
QSO:  7000 PH 2016-10-29 0742 DF5BM         59  14     LY4A          59  15     0
QSO:  7000 PH 2016-10-29 0743 DF5BM         59  14     ED1R          59  14     0
QSO:  7000 PH 2016-10-29 0743 DF5BM         59  14     ED8X          59  33     0
QSO:  7000 PH 2016-10-29 0744 DF5BM         59  14     UA2F          59  15     0
QSO:  7000 PH 2016-10-29 0744 DF5BM         59  14     S56X          59  15     0
QSO: 21000 PH 2016-10-29 0752 DF5BM         59  14     LZ7A          59  20     0
QSO: 21000 PH 2016-10-29 0753 DF5BM         59  14     4X6TT         59  20     0
QSO: 21000 PH 2016-10-29 0759 DF5BM         59  14     LZ9W          59  20     0
QSO: 21000 PH 2016-10-29 0800 DF5BM         59  14     YU5R          59  15     0
QSO: 21000 PH 2016-10-29 0801 DF5BM         59  14     EF8U          59  33     0
QSO: 21000 PH 2016-10-29 0803 DF5BM         59  14     4X2M          59  20     0
QSO: 21000 PH 2016-10-29 0803 DF5BM         59  14     EA5DFV        59  14     0
QSO: 21000 PH 2016-10-29 0804 DF5BM         59  14     E77A          59  15     0
QSO: 21000 PH 2016-10-29 0808 DF5BM         59  14     CN3A          59  33     0
QSO: 21000 PH 2016-10-29 0813 DF5BM         59  14     9A5D          59  15     0
QSO: 21000 PH 2016-10-29 0823 DF5BM         59  14     A62A          59  21     0
QSO: 21000 PH 2016-10-29 0823 DF5BM         59  14     YT5A          59  15     0
QSO: 21000 PH 2016-10-29 0825 DF5BM         59  14     CN2R          59  33     0
QSO: 21000 PH 2016-10-29 0825 DF5BM         59  14     H2T           59  20     0
QSO: 21000 PH 2016-10-29 0831 DF5BM         59  14     C44C          59  20     0
QSO: 21000 PH 2016-10-29 0833 DF5BM         59  14     C4A           59  20     0
QSO: 14000 PH 2016-10-29 0835 DF5BM         59  14     YM7KA         59  20     0
QSO: 14000 PH 2016-10-29 0836 DF5BM         59  14     LZ5R          59  20     0
QSO: 14000 PH 2016-10-29 0838 DF5BM         59  14     CN2AA         59  33     0
QSO: 14000 PH 2016-10-29 0839 DF5BM         59  14     YT5X          59  15     0
QSO: 14000 PH 2016-10-29 0840 DF5BM         59  14     IT9GAK        59  15     0
QSO: 14000 PH 2016-10-29 0840 DF5BM         59  14     EA3CI         59  14     0
QSO: 14000 PH 2016-10-29 0841 DF5BM         59  14     EA1BLI        59  14     0
QSO: 14000 PH 2016-10-29 0842 DF5BM         59  14     EE2K          59  14     0
QSO: 14000 PH 2016-10-29 0844 DF5BM         59  14     EA6/EI6DX     59  14     0
QSO: 14000 PH 2016-10-29 0844 DF5BM         59  14     ED1T          59  14     0
QSO: 14000 PH 2016-10-29 0845 DF5BM         59  14     IS0BSR        59  15     0
QSO: 14000 PH 2016-10-29 0850 DF5BM         59  14     YT0W          59  15     0
QSO: 14000 PH 2016-10-29 0854 DF5BM         59  14     J42T          59  20     0
QSO: 14000 PH 2016-10-29 0900 DF5BM         59  14     EA9KB         59  33     0
QSO: 14000 PH 2016-10-29 0906 DF5BM         59  14     IT9HBT        59  15     0
QSO: 14000 PH 2016-10-29 0908 DF5BM         59  14     UP2L          59  17     0
QSO: 14000 PH 2016-10-29 0908 DF5BM         59  14     IQ5PJ         59  15     0
QSO: 14000 PH 2016-10-29 0909 DF5BM         59  14     EE5T          59  14     0
QSO: 14000 PH 2016-10-29 0911 DF5BM         59  14     IR7R          59  15     0
QSO: 14000 PH 2016-10-29 0912 DF5BM         59  14     YP7P          59  20     0
QSO: 14000 PH 2016-10-29 0913 DF5BM         59  14     IR3Z          59  15     0
QSO: 14000 PH 2016-10-29 0914 DF5BM         59  14     TK9R          59  15     0
QSO: 14000 PH 2016-10-29 0916 DF5BM         59  14     IO9A          59  15     0
QSO: 14000 PH 2016-10-29 0917 DF5BM         59  14     UZ3A          59  16     0
QSO: 14000 PH 2016-10-29 0918 DF5BM         59  14     ED1R          59  14     0
QSO: 14000 PH 2016-10-29 0918 DF5BM         59  14     IW2HAJ        59  15     0
QSO: 14000 PH 2016-10-29 0919 DF5BM         59  14     CR6P          59  14     0
QSO: 14000 PH 2016-10-29 0921 DF5BM         59  14     E74A          59  15     0
QSO: 14000 PH 2016-10-29 0922 DF5BM         59  14     CN2R          59  33     0
QSO: 14000 PH 2016-10-29 0924 DF5BM         59  14     II0I          59  15     0
QSO: 14000 PH 2016-10-29 0925 DF5BM         59  14     IR8C          59  15     0
QSO: 14000 PH 2016-10-29 0926 DF5BM         59  14     HG8R          59  15     0
QSO: 14000 PH 2016-10-29 0926 DF5BM         59  14     IO1C          59  15     0
QSO: 14000 PH 2016-10-29 0927 DF5BM         59  14     IO5O          59  15     0
QSO: 14000 PH 2016-10-29 0929 DF5BM         59  14     IR9Z          59  15     0
QSO: 14000 PH 2016-10-29 0932 DF5BM         59  14     CT1FHL        59  14     0
QSO: 21000 PH 2016-10-29 0953 DF5BM         59  14     IR9W          59  15     0
QSO: 21000 PH 2016-10-29 0954 DF5BM         59  14     EE3A          59  14     0
QSO: 21000 PH 2016-10-29 0955 DF5BM         59  14     EA3CI         59  14     0
QSO: 21000 PH 2016-10-29 0958 DF5BM         59  14     HG7T          59  15     0
QSO: 21000 PH 2016-10-29 0959 DF5BM         59  14     SV5/DL6MHW    59  20     0
QSO: 21000 PH 2016-10-29 0959 DF5BM         59  14     IS0DCR        59  15     0
QSO: 21000 PH 2016-10-29 1000 DF5BM         59  14     IS0BSR        59  15     0
QSO: 21000 PH 2016-10-29 1001 DF5BM         59  14     D4C           59  35     0
QSO: 21000 PH 2016-10-29 1003 DF5BM         59  14     D4E           59  35     0
QSO: 21000 PH 2016-10-29 1004 DF5BM         59  14     H2X           59  20     0
QSO: 21000 PH 2016-10-29 1006 DF5BM         59  14     PY2YU         59  11     0
QSO: 21000 PH 2016-10-29 1007 DF5BM         59  14     PT4T          59  11     0
QSO: 21000 PH 2016-10-29 1011 DF5BM         59  14     PS2T          59  11     0
QSO: 21000 PH 2016-10-29 1011 DF5BM         59  14     IO7K          59  15     0
QSO: 21000 PH 2016-10-29 1015 DF5BM         59  14     SX9C          59  20     0
QSO: 21000 PH 2016-10-29 1016 DF5BM         59  14     ED7O          59  14     0
QSO: 21000 PH 2016-10-29 1016 DF5BM         59  14     IR8C          59  15     0
QSO: 21000 PH 2016-10-29 1027 DF5BM         59  14     EA5KV         59  14     0
QSO: 21000 PH 2016-10-29 1032 DF5BM         59  14     US5D          59  16     0
QSO: 21000 PH 2016-10-29 1038 DF5BM         59  14     CR2B          59  14     0
QSO: 21000 PH 2016-10-29 1041 DF5BM         59  14     7R7X          59  33     0
QSO: 21000 PH 2016-10-29 1043 DF5BM         59  14     EA7ATX        59  14     0
QSO: 21000 PH 2016-10-29 1044 DF5BM         59  14     EA7AKK        59  14     0
QSO: 21000 PH 2016-10-29 1045 DF5BM         59  14     OM0M          59  15     0
QSO: 21000 PH 2016-10-29 1045 DF5BM         59  14     3V8SS         59  33     0
QSO: 28000 PH 2016-10-29 1048 DF5BM         59  14     IO9A          59  15     0
QSO: 28000 PH 2016-10-29 1051 DF5BM         59  14     IR8P          59  15     0
QSO: 28000 PH 2016-10-29 1053 DF5BM         59  14     CN3A          59  33     0
QSO: 28000 PH 2016-10-29 1057 DF5BM         59  14     EA5/LN2G      59  14     0
QSO: 28000 PH 2016-10-29 1102 DF5BM         59  14     II9P          59  15     0
QSO: 14000 PH 2016-10-29 1107 DF5BM         59  14     YU1KN         59  15     0
QSO: 14000 PH 2016-10-29 1107 DF5BM         59  14     4O7CC         59  15     0
QSO: 14000 PH 2016-10-29 1114 DF5BM         59  14     EA2DR         59  14     0
QSO: 14000 PH 2016-10-29 1118 DF5BM         59  14     IR6A          59  15     0
QSO: 14000 PH 2016-10-29 1119 DF5BM         59  14     9A1A          59  15     0
QSO: 14000 PH 2016-10-29 1120 DF5BM         59  14     LZ9W          59  20     0
QSO: 14000 PH 2016-10-29 1122 DF5BM         59  14     HA3LN         59  15     0
QSO: 14000 PH 2016-10-29 1127 DF5BM         59  14     S51A          59  15     0
QSO: 14000 PH 2016-10-29 1131 DF5BM         59  14     IB4A          59  15     0
QSO: 14000 PH 2016-10-29 1132 DF5BM         59  14     IB4K          59  15     0
QSO: 14000 PH 2016-10-29 1135 DF5BM         59  14     S50G          59  15     0
QSO: 14000 PH 2016-10-29 1137 DF5BM         59  14     OL6P          59  15     0
QSO: 28000 PH 2016-10-29 1139 DF5BM         59  14     CT2GQN        59  14     0
QSO: 28000 PH 2016-10-29 1144 DF5BM         59  14     CT1BWU        59  14     0
QSO: 28000 PH 2016-10-29 1146 DF5BM         59  14     CN2R          59  33     0
QSO: 28000 PH 2016-10-29 1153 DF5BM         59  14     CN2AA         59  33     0
QSO: 28000 PH 2016-10-29 1155 DF5BM         59  14     CR6K          59  14     0
QSO: 28000 PH 2016-10-29 1156 DF5BM         59  14     CR3A          59  33     0
QSO: 28000 PH 2016-10-29 1158 DF5BM         59  14     EA8DED        59  33     0
QSO: 28000 PH 2016-10-29 1201 DF5BM         59  14     EF8U          59  33     0
QSO: 28000 PH 2016-10-29 1207 DF5BM         59  14     6W1RY         59  35     0
QSO: 28000 PH 2016-10-29 1211 DF5BM         59  14     D4E           59  35     0
QSO: 28000 PH 2016-10-29 1215 DF5BM         59  14     CT1DVV        59  14     0
QSO: 28000 PH 2016-10-29 1219 DF5BM         59  14     EA7HG         59  14     0
QSO: 28000 PH 2016-10-29 1222 DF5BM         59  14     SN8B          59  15     0
QSO: 28000 PH 2016-10-29 1226 DF5BM         59  14     D4C           59  35     0
QSO: 28000 PH 2016-10-29 1230 DF5BM         59  14     EA9RY         59  33     0
QSO: 28000 PH 2016-10-29 1230 DF5BM         59  14     9H6A          59  15     0
QSO: 21000 PH 2016-10-29 1234 DF5BM         59  14     EA1FA         59  14     0
QSO: 21000 PH 2016-10-29 1235 DF5BM         59  14     LP1H          59  13     0
QSO: 21000 PH 2016-10-29 1235 DF5BM         59  14     LT1F          59  13     0
QSO: 21000 PH 2016-10-29 1236 DF5BM         59  14     CN8MMA        59  33     0
QSO: 21000 PH 2016-10-29 1237 DF5BM         59  14     CT1FHL        59  14     0
QSO: 21000 PH 2016-10-29 1238 DF5BM         59  14     ED1T          59  14     0
QSO: 21000 PH 2016-10-29 1238 DF5BM         59  14     ZD8W          59  36     0
QSO: 21000 PH 2016-10-29 1239 DF5BM         59  14     LU1DK         59  13     0
QSO: 21000 PH 2016-10-29 1241 DF5BM         59  14     ZX5J          59  11     0
QSO: 21000 PH 2016-10-29 1242 DF5BM         59  14     PW2D          59  11     0
QSO: 21000 PH 2016-10-29 1243 DF5BM         59  14     ED5M          59  14     0
QSO: 21000 PH 2016-10-29 1244 DF5BM         59  14     ED1R          59  14     0
QSO: 21000 PH 2016-10-29 1244 DF5BM         59  14     HV0A          59  15     0
QSO: 21000 PH 2016-10-29 1245 DF5BM         59  14     PX2B          59  11     0
QSO: 21000 PH 2016-10-29 1248 DF5BM         59  14     II9P          59  15     0
QSO: 21000 PH 2016-10-29 1249 DF5BM         59  14     IO5O          59  15     0
QSO: 21000 PH 2016-10-29 1254 DF5BM         59  14     EA5/LN2G      59  14     0
QSO: 21000 PH 2016-10-29 1255 DF5BM         59  14     CQ8M          59  14     0
QSO: 21000 PH 2016-10-29 1259 DF5BM         59  14     ZV5O          59  11     0
QSO: 21000 PH 2016-10-29 1301 DF5BM         59  14     SZ1A          59  20     0
QSO: 21000 PH 2016-10-29 1302 DF5BM         59  14     ED7R          59  14     0
QSO: 21000 PH 2016-10-29 1308 DF5BM         59  14     P33W          59  20     0
QSO: 21000 PH 2016-10-29 1309 DF5BM         59  14     SV9COL        59  20     0
QSO: 21000 PH 2016-10-29 1311 DF5BM         59  14     PY2KJ         59  11     0
QSO: 21000 PH 2016-10-29 1316 DF5BM         59  14     FR4NT         59  39     0
QSO: 21000 PH 2016-10-29 1322 DF5BM         59  14     CT1EVE        59  14     0
QSO: 14000 PH 2016-10-29 1329 DF5BM         59  14     HA8GZ         59  15     0
QSO: 14000 PH 2016-10-29 1330 DF5BM         59  14     ED2C          59  14     0
QSO: 14000 PH 2016-10-29 1332 DF5BM         59  14     A73A          59  21     0
QSO: 14000 PH 2016-10-29 1333 DF5BM         59  14     K3LR          59  05     0
QSO: 14000 PH 2016-10-29 1333 DF5BM         59  14     IK4DCX        59  15     0
QSO: 14000 PH 2016-10-29 1336 DF5BM         59  14     HB9EYP        59  14     0
QSO: 14000 PH 2016-10-29 1340 DF5BM         59  14     EE3A          59  14     0
QSO: 14000 PH 2016-10-29 1343 DF5BM         59  14     UW1M          59  16     0
QSO: 14000 PH 2016-10-29 1347 DF5BM         59  14     OM7M          59  15     0
QSO: 14000 PH 2016-10-29 1349 DF5BM         59  14     R7AB          59  16     0
QSO: 14000 PH 2016-10-29 1350 DF5BM         59  14     IY1A          59  15     0
QSO: 14000 PH 2016-10-29 1351 DF5BM         59  14     IR6T          59  15     0
QSO: 14000 PH 2016-10-29 1353 DF5BM         59  14     IB2A          59  15     0
QSO: 14000 PH 2016-10-29 1353 DF5BM         59  14     IT9AUH        59  15     0
QSO: 14000 PH 2016-10-29 1354 DF5BM         59  14     HB9AAI        59  14     0
QSO: 14000 PH 2016-10-29 1357 DF5BM         59  14     IT9STX        59  15     0
QSO: 14000 PH 2016-10-29 1358 DF5BM         59  14     EA3PT         59  14     0
QSO: 28000 PH 2016-10-29 1403 DF5BM         59  14     EF8R          59  33     0
QSO: 14000 PH 2016-10-29 1903 DF5BM         59  14     HA3FUT        59  15     0
QSO: 14000 PH 2016-10-29 1907 DF5BM         59  14     II2S          59  15     0
QSO: 14000 PH 2016-10-29 1911 DF5BM         59  14     I4JED         59  15     0
QSO: 14000 PH 2016-10-29 1912 DF5BM         59  14     IB2VIG        59  15     0
QSO: 14000 PH 2016-10-29 1912 DF5BM         59  14     IK2YCW        59  15     0
QSO: 14000 PH 2016-10-29 1914 DF5BM         59  14     TM4L          59  14     0
QSO: 14000 PH 2016-10-29 1915 DF5BM         59  14     IB9T          59  15     0
QSO: 14000 PH 2016-10-29 1916 DF5BM         59  14     9A1P          59  15     0
QSO: 14000 PH 2016-10-29 1918 DF5BM         59  14     E7DX          59  15     0
QSO: 14000 PH 2016-10-29 1922 DF5BM         59  14     ED3X          59  14     0
QSO: 14000 PH 2016-10-29 1926 DF5BM         59  14     IO2X          59  15     0
QSO: 14000 PH 2016-10-29 1928 DF5BM         59  14     YP0C          59  20     0
QSO: 14000 PH 2016-10-29 1931 DF5BM         59  14     HG7T          59  15     0
QSO: 14000 PH 2016-10-29 1948 DF5BM         59  14     UB7K          59  16     0
QSO: 14000 PH 2016-10-29 1949 DF5BM         59  14     YU6DX         59  15     0
QSO: 14000 PH 2016-10-29 1950 DF5BM         59  14     IK5ZWU        59  15     0
QSO: 14000 PH 2016-10-29 1951 DF5BM         59  14     IR1X          59  15     0
QSO: 14000 PH 2016-10-29 1955 DF5BM         59  14     IW1CHX        59  15     0
QSO:  7000 PH 2016-10-29 2003 DF5BM         59  14     YU1EW         59  15     0
QSO:  7000 PH 2016-10-29 2005 DF5BM         59  14     C4A           59  20     0
QSO:  7000 PH 2016-10-29 2007 DF5BM         59  14     IB9A          59  15     0
QSO:  7000 PH 2016-10-29 2008 DF5BM         59  14     F4FFZ         59  14     0
QSO:  7000 PH 2016-10-29 2010 DF5BM         59  14     P33W          59  20     0
QSO:  7000 PH 2016-10-29 2012 DF5BM         59  14     YT9X          59  15     0
QSO:  7000 PH 2016-10-29 2013 DF5BM         59  14     IQ2MI         59  15     0
QSO:  7000 PH 2016-10-29 2017 DF5BM         59  14     ED1T          59  14     0
QSO:  7000 PH 2016-10-29 2023 DF5BM         59  14     IB9T          59  15     0
QSO:  7000 PH 2016-10-29 2024 DF5BM         59  14     SQ3R          59  15     0
QSO:  7000 PH 2016-10-29 2025 DF5BM         59  14     CR6P          59  14     0
QSO:  7000 PH 2016-10-29 2026 DF5BM         59  14     YT5A          59  15     0
QSO:  7000 PH 2016-10-29 2027 DF5BM         59  14     EA3CI         59  14     0
