START-OF-LOG: 3.0
CALLSIGN: IW9FRA
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 97005
NAME: SALVATORE TODARO
LOCATION: DX
CLUB: ITALIAN CONTEST CLUB
CERTIFICATE: YES
CREATED-BY: QARTest 6.8.1
SOAPBOX: This year no time to setup the contest station at II9K so a good
SOAPBOX: opportunity to check antennas at home! See you next year...
QSO: 14151 PH 2016-10-29 1656 IW9FRA        59  15     K3LR          59  05
QSO: 14108 PH 2016-10-29 1657 IW9FRA        59  15     VY2ZM         59  05
QSO: 14250 PH 2016-10-29 1659 IW9FRA        59  15     W2AW          59  05
QSO: 14264 PH 2016-10-29 1708 IW9FRA        59  15     9Y4D          59  09
QSO: 14197 PH 2016-10-29 1710 IW9FRA        59  15     TF3CW         59  40
QSO:  7105 PH 2016-10-30 0845 IW9FRA        59  15     OE5XIL        59  15
QSO:  7087 PH 2016-10-30 0846 IW9FRA        59  15     EA6ALW/P      59  14
QSO: 28491 PH 2016-10-30 0852 IW9FRA        59  15     EA7HG         59  14
QSO: 21335 PH 2016-10-30 0905 IW9FRA        59  15     YE1R          59  28
QSO: 21376 PH 2016-10-30 0916 IW9FRA        59  15     LX7I          59  14
QSO: 21254 PH 2016-10-30 0918 IW9FRA        59  15     ZS6BYT        59  38
QSO: 21338 PH 2016-10-30 0920 IW9FRA        59  15     HB0A          59  14
QSO: 21398 PH 2016-10-30 0924 IW9FRA        59  15     D4C           59  35
QSO: 21258 PH 2016-10-30 0937 IW9FRA        59  15     PA8A          59  14
QSO: 21428 PH 2016-10-30 0937 IW9FRA        59  15     DJ7WW         59  14
QSO: 21218 PH 2016-10-30 0939 IW9FRA        59  15     HA8GZ         59  15
QSO: 21320 PH 2016-10-30 1008 IW9FRA        59  15     VU2RCT        59  22
QSO: 21420 PH 2016-10-30 1008 IW9FRA        59  15     OD5ZZ         59  20
QSO: 21393 PH 2016-10-30 1014 IW9FRA        59  15     IS0DCR        59  15
QSO: 28463 PH 2016-10-30 1021 IW9FRA        59  15     F8NAN         59  14
QSO: 28363 PH 2016-10-30 1022 IW9FRA        59  15     DJ0A          59  14
QSO: 28400 PH 2016-10-30 1023 IW9FRA        59  15     EA9RY         59  33
QSO: 21200 PH 2016-10-30 1026 IW9FRA        59  15     IR3Z          59  15
QSO: 28468 PH 2016-10-30 1031 IW9FRA        59  15     OJ0B          59  15
QSO: 28440 PH 2016-10-30 1037 IW9FRA        59  15     M6T           59  14
QSO: 28505 PH 2016-10-30 1046 IW9FRA        59  15     IO1C          59  15
QSO: 14318 PH 2016-10-30 1047 IW9FRA        59  15     C4A           59  20
QSO: 14218 PH 2016-10-30 1048 IW9FRA        59  15     PC2L          59  14
QSO: 14210 PH 2016-10-30 1048 IW9FRA        59  15     YT2ZZ         59  15
QSO: 14243 PH 2016-10-30 1050 IW9FRA        59  15     TC3P          59  20
QSO: 14165 PH 2016-10-30 1051 IW9FRA        59  15     EA3CI         59  14
QSO: 14182 PH 2016-10-30 1052 IW9FRA        59  15     CN2R          59  33
QSO: 14260 PH 2016-10-30 1056 IW9FRA        59  15     E73SF         59  15
QSO: 14192 PH 2016-10-30 1111 IW9FRA        59  15     HK1T          59  09
QSO: 14218 PH 2016-10-30 1604 IW9FRA        59  15     EA9KB         59  33
QSO: 21268 PH 2016-10-30 1606 IW9FRA        59  15     KP2M          59  08
QSO: 21366 PH 2016-10-30 1606 IW9FRA        59  15     EA8CZQ        59  33
QSO: 21317 PH 2016-10-30 1608 IW9FRA        59  15     XL3A          59  04
QSO: 21226 PH 2016-10-30 1609 IW9FRA        59  15     FR4NT         59  39
QSO: 28458 PH 2016-10-30 1613 IW9FRA        59  15     V26B          59  08
QSO: 28395 PH 2016-10-30 1615 IW9FRA        59  15     V47T          59  08
QSO: 21204 PH 2016-10-30 1620 IW9FRA        59  15     WE3C          59  05
QSO: 21243 PH 2016-10-30 1620 IW9FRA        59  15     K4PV          59  05
QSO: 21240 PH 2016-10-30 1622 IW9FRA        59  15     T42A          59  08
QSO: 21373 PH 2016-10-30 1624 IW9FRA        59  15     KP4RV         59  08
QSO: 21370 PH 2016-10-30 1628 IW9FRA        59  15     VP5DX         59  08
QSO: 21253 PH 2016-10-30 1629 IW9FRA        59  15     OT5A          59  14
QSO: 21417 PH 2016-10-30 1634 IW9FRA        59  15     W3LPL         59  05
QSO: 21203 PH 2016-10-30 1635 IW9FRA        59  15     KC1XX         59  05
QSO: 14198 PH 2016-10-30 1822 IW9FRA        59  15     WK1Q          59  05
QSO: 14334 PH 2016-10-30 1822 IW9FRA        59  15     AB3CX         59  05
QSO: 14155 PH 2016-10-30 1824 IW9FRA        59  15     WX3B          59  05
QSO: 14168 PH 2016-10-30 1828 IW9FRA        59  15     ZW8T          59  11
QSO: 14152 PH 2016-10-30 1829 IW9FRA        59  15     KC1XX         59  05
QSO: 14153 PH 2016-10-30 1830 IW9FRA        59  15     KD2RD         59  05
QSO: 14181 PH 2016-10-30 1831 IW9FRA        59  15     K1KI          59  05
QSO: 14166 PH 2016-10-30 1835 IW9FRA        59  15     N1UR          59  05
QSO: 14269 PH 2016-10-30 1838 IW9FRA        59  15     V26B          59  08
QSO:  7171 PH 2016-10-30 1841 IW9FRA        59  15     C37NL         59  14
QSO: 21360 PH 2016-10-30 1853 IW9FRA        59  15     PT2CM         59  11
QSO: 21214 PH 2016-10-30 1854 IW9FRA        59  15     EC2DX         59  14
QSO: 21362 PH 2016-10-30 1855 IW9FRA        59  15     CR6T          59  14
QSO:  7089 PH 2016-10-30 1857 IW9FRA        59  15     J42T          59  20
QSO:  7072 PH 2016-10-30 1858 IW9FRA        59  15     4O7CC         59  15
QSO:  7135 PH 2016-10-30 2004 IW9FRA        59  15     TK4RB         59  15
QSO:  7152 PH 2016-10-30 2005 IW9FRA        59  15     OZ7X          59  14
QSO:  7047 PH 2016-10-30 2009 IW9FRA        59  15     HZ1HZ         59  21
QSO:  3726 PH 2016-10-30 2011 IW9FRA        59  15     IS0XDA        59  15
QSO:  3708 PH 2016-10-30 2015 IW9FRA        59  15     IR6A          59  15
QSO:  3687 PH 2016-10-30 2015 IW9FRA        59  15     IT9RBW        59  15
QSO:  1848 PH 2016-10-30 2022 IW9FRA        59  15     EA6SX         59  14
QSO: 14341 PH 2016-10-30 2027 IW9FRA        59  15     S53M          59  15
QSO: 14334 PH 2016-10-30 2028 IW9FRA        59  15     EC2DX         59  14
QSO: 14222 PH 2016-10-30 2034 IW9FRA        59  15     OM7M          59  15
QSO: 14204 PH 2016-10-30 2035 IW9FRA        59  15     M6T           59  14
QSO: 14170 PH 2016-10-30 2036 IW9FRA        59  15     CT1FHL        59  14
QSO: 14184 PH 2016-10-30 2037 IW9FRA        59  15     EA4TX         59  14
QSO:  7152 PH 2016-10-30 2044 IW9FRA        59  15     RC9O          59  18
QSO:  7186 PH 2016-10-30 2045 IW9FRA        59  15     9A1A          59  15
QSO:  7185 PH 2016-10-30 2046 IW9FRA        59  15     HB9PUE        59  14
QSO:  7180 PH 2016-10-30 2047 IW9FRA        59  15     CN2AA         59  33
QSO:  7176 PH 2016-10-30 2048 IW9FRA        59  15     SN8B          59  15
QSO:  7142 PH 2016-10-30 2054 IW9FRA        59  15     E70T          59  15
QSO:  7127 PH 2016-10-30 2054 IW9FRA        59  15     TC3P          59  20
QSO:  7147 PH 2016-10-30 2102 IW9FRA        59  15     OM7M          59  15
QSO:  7168 PH 2016-10-30 2104 IW9FRA        59  15     EI7M          59  14
QSO:  7172 PH 2016-10-30 2106 IW9FRA        59  15     VU2YVK        59  22
QSO: 14224 PH 2016-10-30 2108 IW9FRA        59  15     OT5A          59  14
QSO: 14170 PH 2016-10-30 2109 IW9FRA        59  15     IW2CTQ        59  15
QSO: 14288 PH 2016-10-30 2117 IW9FRA        59  15     HA3OU         59  15
QSO: 14180 PH 2016-10-30 2121 IW9FRA        59  15     LU1XP         59  13
QSO: 14190 PH 2016-10-30 2124 IW9FRA        59  15     DF0HQ         59  14
QSO: 14245 PH 2016-10-30 2127 IW9FRA        59  15     YT5A          59  15
QSO: 14343 PH 2016-10-30 2130 IW9FRA        59  15     ZP6A          59  11
QSO: 14349 PH 2016-10-30 2132 IW9FRA        59  15     3G5EC         59  12
QSO:  7083 PH 2016-10-30 2141 IW9FRA        59  15     TM3R          59  14
QSO:  3790 PH 2016-10-30 2142 IW9FRA        59  15     OE6Z          59  15
QSO:  3760 PH 2016-10-30 2145 IW9FRA        59  15     R7AB          59  16
QSO:  3660 PH 2016-10-30 2145 IW9FRA        59  15     9H6A          59  15
QSO:  3684 PH 2016-10-30 2147 IW9FRA        59  15     YP7P          59  20
QSO: 14127 PH 2016-10-30 2151 IW9FRA        59  15     LT1F          59  13
QSO: 14287 PH 2016-10-30 2154 IW9FRA        59  15     W9RE          59  04
QSO: 14171 PH 2016-10-30 2155 IW9FRA        59  15     N1IXF         59  05
QSO: 14205 PH 2016-10-30 2156 IW9FRA        59  15     K1LZ          59  05
QSO: 14267 PH 2016-10-30 2158 IW9FRA        59  15     W1GQ          59  05
END-OF-LOG:
