START-OF-LOG: 3.0
CALLSIGN: W6BHZ
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 51876
NAME: Cal Poly Amateur Radio Club
LOCATION: SB
OPERATORS: W6BHZ
CLUB:
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.5966.0
SOAPBOX: Enjoyable weekend. Hope to hear everyone again next year!
QSO: 14000 PH 2016-10-29 0209 W6BHZ         59  03     KL7RA         59  01
QSO:  7000 PH 2016-10-29 0227 W6BHZ         59  03     P40L          59  09
QSO:  7000 PH 2016-10-29 0231 W6BHZ         59  03     HI3THJ        59  08
QSO:  7000 PH 2016-10-29 0231 W6BHZ         59  03     NV9L          59  04
QSO:  7000 PH 2016-10-29 0235 W6BHZ         59  03     VE6WZ         59  04
QSO:  7000 PH 2016-10-29 0247 W6BHZ         59  03     KP4KE         59  08
QSO:  7000 PH 2016-10-29 0250 W6BHZ         59  03     VE7SV         59  03
QSO:  7000 PH 2016-10-29 0252 W6BHZ         59  03     CX9AU         59  13
QSO:  7000 PH 2016-10-29 0319 W6BHZ         59  03     VE7GL         59  03
QSO:  7000 PH 2016-10-29 0320 W6BHZ         59  03     VE3RA         59  04
QSO:  7000 PH 2016-10-29 0328 W6BHZ         59  03     6Y4V          59  08
QSO:  7000 PH 2016-10-29 0331 W6BHZ         59  03     VA3SWG        59  04
QSO:  7000 PH 2016-10-29 0450 W6BHZ         59  03     KH6LC         59  31
QSO:  7000 PH 2016-10-29 0500 W6BHZ         59  03     KP4BD         59  08
QSO:  7000 PH 2016-10-29 0526 W6BHZ         59  03     ZF1A          59  08
QSO:  7000 PH 2016-10-29 0530 W6BHZ         59  03     WX3B          59  05
QSO:  7000 PH 2016-10-29 0531 W6BHZ         59  03     HK1AC         59  09
QSO:  7000 PH 2016-10-29 0539 W6BHZ         59  03     KP2XX         59  08
QSO:  7000 PH 2016-10-29 0548 W6BHZ         59  03     TI5/W4TTT     59  07
QSO:  7000 PH 2016-10-29 0550 W6BHZ         59  03     ZV5O          59  11
QSO:  7000 PH 2016-10-29 0552 W6BHZ         59  03     V47T          59  08
QSO:  7000 PH 2016-10-29 0558 W6BHZ         59  03     VP5DX         59  08
QSO:  7000 PH 2016-10-29 0612 W6BHZ         59  03     KL7RA         59  01
QSO:  7000 PH 2016-10-29 0613 W6BHZ         59  03     N3CZJ         59  05
QSO:  7000 PH 2016-10-29 0613 W6BHZ         59  03     W6TK          59  03
QSO:  7000 PH 2016-10-29 0614 W6BHZ         59  03     NP3MR         59  08
QSO:  7000 PH 2016-10-29 0625 W6BHZ         59  03     ZM1A          59  32
QSO:  7000 PH 2016-10-29 0628 W6BHZ         59  03     KH7CW         59  31
QSO:  7000 PH 2016-10-29 0634 W6BHZ         59  03     PS2T          59  11
QSO:  7000 PH 2016-10-29 0636 W6BHZ         59  03     KP3Z          59  08
QSO:  7000 PH 2016-10-29 0639 W6BHZ         59  03     NP3U          59  08
QSO:  7000 PH 2016-10-29 0640 W6BHZ         59  03     HC0E          59  10
QSO:  7000 PH 2016-10-29 0642 W6BHZ         59  03     ZL3X          59  32
QSO:  7000 PH 2016-10-29 0643 W6BHZ         59  03     NP3OT         59  08
QSO:  7000 PH 2016-10-29 0645 W6BHZ         59  03     WP3C          59  08
QSO:  7000 PH 2016-10-29 0656 W6BHZ         59  03     PJ2T          59  09
QSO: 21000 PH 2016-10-29 1733 W6BHZ         59  03     PJ4X          59  09
QSO: 21000 PH 2016-10-29 1850 W6BHZ         59  03     T4TAK         59  08
QSO: 21000 PH 2016-10-29 1852 W6BHZ         59  03     P40A          59  09
QSO: 21000 PH 2016-10-29 1858 W6BHZ         59  03     PJ2T          59  09
QSO: 21000 PH 2016-10-29 1859 W6BHZ         59  03     KP2M          59  08
QSO: 21000 PH 2016-10-29 1900 W6BHZ         59  03     ZF9CW         59  08
QSO: 21000 PH 2016-10-29 1901 W6BHZ         59  03     KP4RV         59  08
QSO: 21000 PH 2016-10-29 1902 W6BHZ         59  03     D4C           59  35
QSO: 21000 PH 2016-10-29 1909 W6BHZ         59  03     KV4T          59  04
QSO: 28000 PH 2016-10-29 1914 W6BHZ         59  03     PW2D          59  11
QSO: 28000 PH 2016-10-29 1915 W6BHZ         59  03     LP7D          59  13
QSO: 28000 PH 2016-10-29 1917 W6BHZ         59  03     CX2DK         59  13
QSO: 28000 PH 2016-10-29 1921 W6BHZ         59  03     PJ4X          59  09
QSO: 28000 PH 2016-10-29 1923 W6BHZ         59  03     PZ5K          59  09
QSO: 28000 PH 2016-10-29 1925 W6BHZ         59  03     PV2P          59  11
QSO: 28000 PH 2016-10-29 1927 W6BHZ         59  03     PJ2T          59  09
QSO: 28000 PH 2016-10-29 1928 W6BHZ         59  03     KH6LC         59  31
QSO: 28000 PH 2016-10-29 1932 W6BHZ         59  03     HK3TK         59  09
QSO: 28000 PH 2016-10-29 1939 W6BHZ         59  03     KP2M          59  08
QSO: 14000 PH 2016-10-29 2005 W6BHZ         59  03     XE1EE         59  06
QSO: 14000 PH 2016-10-29 2006 W6BHZ         59  03     VA7RR         59  03
QSO: 14000 PH 2016-10-29 2008 W6BHZ         59  03     PJ2T          59  09
QSO: 14000 PH 2016-10-29 2015 W6BHZ         59  03     VA7QD         59  03
QSO: 14000 PH 2016-10-29 2016 W6BHZ         59  03     OH8L          59  15
QSO: 21000 PH 2016-10-29 2049 W6BHZ         59  03     P40L          59  09
QSO: 21000 PH 2016-10-29 2057 W6BHZ         59  03     8P5A          59  08
QSO: 21000 PH 2016-10-29 2059 W6BHZ         59  03     6Y4V          59  08
QSO: 21000 PH 2016-10-29 2107 W6BHZ         59  03     CE6TC         59  12
QSO: 21000 PH 2016-10-29 2111 W6BHZ         59  03     LP7D          59  13
QSO: 21000 PH 2016-10-29 2115 W6BHZ         59  03     PS2T          59  11
QSO: 21000 PH 2016-10-29 2117 W6BHZ         59  03     LP1H          59  13
QSO: 21000 PH 2016-10-29 2118 W6BHZ         59  03     XE1KK         59  06
QSO: 21000 PH 2016-10-29 2120 W6BHZ         59  03     TI1T          59  07
QSO: 21000 PH 2016-10-29 2121 W6BHZ         59  03     ZX5J          59  11
QSO: 21000 PH 2016-10-29 2122 W6BHZ         59  03     HK1X          59  09
QSO: 21000 PH 2016-10-29 2123 W6BHZ         59  03     T46A          59  08
QSO: 21000 PH 2016-10-29 2125 W6BHZ         59  03     YV2CAR        59  09
QSO: 21000 PH 2016-10-29 2126 W6BHZ         59  03     YV1YLY        59  09
QSO: 21000 PH 2016-10-29 2130 W6BHZ         59  03     CE3CT         59  12
QSO: 21000 PH 2016-10-29 2131 W6BHZ         59  03     HK3C          59  09
QSO: 21000 PH 2016-10-29 2145 W6BHZ         59  03     JA1PCM        59  25
QSO: 21000 PH 2016-10-29 2148 W6BHZ         59  03     JH2UVB        59  25
QSO: 21000 PH 2016-10-29 2150 W6BHZ         59  03     JQ1BVI        59  25
QSO: 21000 PH 2016-10-29 2150 W6BHZ         59  03     XE2AU         59  06
QSO: 21000 PH 2016-10-29 2152 W6BHZ         59  03     JR1BTG        59  25
QSO: 21000 PH 2016-10-29 2153 W6BHZ         59  03     JH0AHI        59  25
QSO: 21000 PH 2016-10-29 2154 W6BHZ         59  03     JH1LYE        59  25
QSO: 21000 PH 2016-10-29 2156 W6BHZ         59  03     JQ1VDJ        59  25
QSO: 21000 PH 2016-10-29 2157 W6BHZ         59  03     JA2AXB        59  25
QSO: 21000 PH 2016-10-29 2157 W6BHZ         59  03     JA1RAC        59  25
QSO: 21000 PH 2016-10-29 2202 W6BHZ         59  03     JA2XCR        59  25
QSO: 21000 PH 2016-10-29 2203 W6BHZ         59  03     JF3BFS        59  25
QSO: 21000 PH 2016-10-29 2205 W6BHZ         59  03     JI2ZEY        59  25
QSO: 21000 PH 2016-10-29 2206 W6BHZ         59  03     VE8NSD        59  01
QSO: 21000 PH 2016-10-29 2208 W6BHZ         59  03     JH4UYB        59  25
QSO: 21000 PH 2016-10-29 2208 W6BHZ         59  03     JF2XGF        59  25
QSO: 21000 PH 2016-10-29 2209 W6BHZ         59  03     JE6RPM        59  25
QSO: 21000 PH 2016-10-29 2209 W6BHZ         59  03     JI3MJK        59  25
QSO: 21000 PH 2016-10-29 2210 W6BHZ         59  03     JH7RTQ        59  25
QSO: 21000 PH 2016-10-29 2210 W6BHZ         59  03     JH7FMJ        59  25
QSO: 21000 PH 2016-10-29 2210 W6BHZ         59  03     JA1GLE        59  25
QSO: 21000 PH 2016-10-29 2212 W6BHZ         59  03     JM1XCW        59  25
QSO: 21000 PH 2016-10-29 2215 W6BHZ         59  03     JF1SEK        59  25
QSO: 21000 PH 2016-10-29 2218 W6BHZ         59  03     JA2VHO        59  25
QSO: 21000 PH 2016-10-29 2218 W6BHZ         59  03     JA2BMW        59  25
QSO: 21000 PH 2016-10-29 2219 W6BHZ         59  03     JR3BOT        59  25
QSO: 21000 PH 2016-10-29 2224 W6BHZ         59  03     JA5DPL        59  25
QSO: 14000 PH 2016-10-29 2244 W6BHZ         59  03     JO3DDD        59  25
QSO: 14000 PH 2016-10-29 2258 W6BHZ         59  03     6Y4V          59  08
QSO: 14000 PH 2016-10-29 2303 W6BHZ         59  03     HC2AO         59  10
QSO: 14000 PH 2016-10-29 2307 W6BHZ         59  03     VE3UTT        59  04
QSO: 14000 PH 2016-10-29 2308 W6BHZ         59  03     KP4KE         59  08
QSO: 14000 PH 2016-10-29 2310 W6BHZ         59  03     9Y4D          59  09
QSO: 14000 PH 2016-10-29 2311 W6BHZ         59  03     VE6AO         59  04
QSO: 14000 PH 2016-10-29 2318 W6BHZ         59  03     NP3U          59  08
QSO: 14000 PH 2016-10-29 2322 W6BHZ         59  03     CB1W          59  12
QSO: 14000 PH 2016-10-29 2329 W6BHZ         59  03     P40L          59  09
QSO: 14000 PH 2016-10-29 2333 W6BHZ         59  03     HI3K          59  08
QSO: 14000 PH 2016-10-29 2336 W6BHZ         59  03     PY2KJ         59  11
QSO: 14000 PH 2016-10-29 2343 W6BHZ         59  03     HK1T          59  09
QSO: 14000 PH 2016-10-29 2346 W6BHZ         59  03     KH6J          59  31
QSO: 14000 PH 2016-10-29 2348 W6BHZ         59  03     ZV5O          59  11
QSO: 14000 PH 2016-10-29 2349 W6BHZ         59  03     KC1XX         59  05
QSO: 14000 PH 2016-10-29 2355 W6BHZ         59  03     TI1T          59  07
QSO: 14000 PH 2016-10-29 2357 W6BHZ         59  03     CX4BW         59  13
QSO: 14000 PH 2016-10-29 2359 W6BHZ         59  03     ZF1A          59  08
QSO: 14000 PH 2016-10-30 0105 W6BHZ         59  03     VC7X          59  03
QSO:  7000 PH 2016-10-30 0108 W6BHZ         59  03     TI5W          59  07
QSO:  7000 PH 2016-10-30 0111 W6BHZ         59  03     HC2AO         59  10
QSO:  7000 PH 2016-10-30 0115 W6BHZ         59  03     CB1H          59  12
QSO:  7000 PH 2016-10-30 0120 W6BHZ         59  03     VE3EJ         59  04
QSO:  7000 PH 2016-10-30 0122 W6BHZ         59  03     VC3R          59  04
QSO:  7000 PH 2016-10-30 0123 W6BHZ         59  03     VE6WD         59  04
QSO:  7000 PH 2016-10-30 0130 W6BHZ         59  03     XE2ST         59  06
QSO:  7000 PH 2016-10-30 0132 W6BHZ         59  03     VC2T          59  05
QSO: 14000 PH 2016-10-30 0147 W6BHZ         59  03     KH7M          59  31
QSO:  7000 PH 2016-10-30 0410 W6BHZ         59  03     PZ5K          59  09
QSO:  7000 PH 2016-10-30 0426 W6BHZ         59  03     8P5A          59  08
QSO:  3500 PH 2016-10-30 0440 W6BHZ         59  03     K2PM          59  04
END-OF-LOG:
