START-OF-LOG: 3.0
LOCATION: DX
CALLSIGN: RW3AI
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 55332
CLUB: RU-QRP CLUB
CREATED-BY: AATest v.1.86
NAME: Valery Bobrov
SOAPBOX: Icom 7800 pwr 5w , Ant: ECO vertical, LW
QSO: 14000 PH 2016-10-29 1112 RW3AI         59  16     HB9EOU        59  14
QSO: 14000 PH 2016-10-29 1113 RW3AI         59  16     IU2EFL        59  15
QSO: 14000 PH 2016-10-29 1113 RW3AI         59  16     F5ASD         59  14
QSO: 21000 PH 2016-10-29 1114 RW3AI         59  16     IR4M          59  15
QSO: 28000 PH 2016-10-29 1128 RW3AI         59  16     OE5T          59  15
QSO: 28000 PH 2016-10-29 1129 RW3AI         59  16     OM8A          59  15
QSO: 28000 PH 2016-10-29 1130 RW3AI         59  16     9A1A          59  15
QSO: 28000 PH 2016-10-29 1132 RW3AI         59  16     OE1TKW        59  15
QSO: 28000 PH 2016-10-29 1132 RW3AI         59  16     OK2KJU        59  15
QSO: 21000 PH 2016-10-29 1133 RW3AI         59  16     9A1A          59  15
QSO: 21000 PH 2016-10-29 1137 RW3AI         59  16     UB7K          59  16
QSO: 21000 PH 2016-10-29 1137 RW3AI         59  16     OK7O          59  15
QSO: 21000 PH 2016-10-29 1139 RW3AI         59  16     SN8B          59  15
QSO: 21000 PH 2016-10-29 1154 RW3AI         59  16     DL2ARD        59  14
QSO: 21000 PH 2016-10-29 1154 RW3AI         59  16     HG1S          59  15
QSO: 21000 PH 2016-10-29 1155 RW3AI         59  16     EA5DFV        59  14
QSO: 21000 PH 2016-10-29 1156 RW3AI         59  16     HG5A          59  15
QSO: 21000 PH 2016-10-29 1204 RW3AI         59  16     A62A          59  21
QSO: 21000 PH 2016-10-29 1205 RW3AI         59  16     HA8GZ         59  15
QSO: 14000 PH 2016-10-29 1239 RW3AI         59  16     OL6P          59  15
QSO: 14000 PH 2016-10-29 1243 RW3AI         59  16     PI4COM        59  14
QSO: 14000 PH 2016-10-29 1243 RW3AI         59  16     4L2M          59  21
QSO: 14000 PH 2016-10-29 1250 RW3AI         59  16     LY60KTU       59  15
QSO: 14000 PH 2016-10-29 1251 RW3AI         59  16     DF0HQ         59  14
QSO: 14000 PH 2016-10-29 1414 RW3AI         59  16     RK9AX         59  17
QSO: 14000 PH 2016-10-29 1414 RW3AI         59  16     IB2VIG        59  15
QSO: 14000 PH 2016-10-29 1415 RW3AI         59  16     IR4M          59  15
QSO: 14000 PH 2016-10-29 1416 RW3AI         59  16     GM2T          59  14
QSO:  7000 PH 2016-10-29 1418 RW3AI         59  16     OK7K          59  15
QSO:  7000 PH 2016-10-29 1419 RW3AI         59  16     YT9X          59  15
QSO:  7000 PH 2016-10-29 1421 RW3AI         59  16     HA8FM         59  15
QSO:  7000 PH 2016-10-29 1422 RW3AI         59  16     UA4M          59  16
QSO:  7000 PH 2016-10-29 1423 RW3AI         59  16     OG3MS         59  15
QSO:  7000 PH 2016-10-29 1424 RW3AI         59  16     ES6RW         59  15
QSO:  7000 PH 2016-10-29 1424 RW3AI         59  16     UA2F          59  15
QSO: 14000 PH 2016-10-29 1425 RW3AI         59  16     IQ5PO         59  15
QSO: 14000 PH 2016-10-29 1426 RW3AI         59  16     RM4HZ         59  16
QSO: 14000 PH 2016-10-29 1428 RW3AI         59  16     ED1R          59  14
QSO: 14000 PH 2016-10-29 1430 RW3AI         59  16     R8CT          59  17
QSO: 14000 PH 2016-10-29 1432 RW3AI         59  16     HB2K          59  14
QSO: 14000 PH 2016-10-29 1434 RW3AI         59  16     IU1EAF/4      59  15
QSO: 14000 PH 2016-10-29 1435 RW3AI         59  16     PD0MHZ        59  14
QSO: 14000 PH 2016-10-29 1438 RW3AI         59  16     PI4CC         59  14
QSO:  3500 PH 2016-10-29 1444 RW3AI         59  16     EW8Y          59  16
QSO:  7000 PH 2016-10-29 1447 RW3AI         59  16     S56X          59  15
QSO:  7000 PH 2016-10-29 1449 RW3AI         59  16     SP4PBI        59  15
QSO:  7000 PH 2016-10-29 1453 RW3AI         59  16     DF0HQ         59  14
QSO:  7000 PH 2016-10-29 1456 RW3AI         59  16     LY4A          59  15
QSO:  7000 PH 2016-10-29 1457 RW3AI         59  16     SN3A          59  15
QSO: 14000 PH 2016-10-29 1831 RW3AI         59  16     S53M          59  15
QSO:  7000 PH 2016-10-29 1901 RW3AI         59  16     SP9AQF        59  15
QSO:  7000 PH 2016-10-29 1902 RW3AI         59  16     OK5W          59  15
QSO:  7000 PH 2016-10-29 1905 RW3AI         59  16     OM7M          59  15
QSO:  7000 PH 2016-10-29 1906 RW3AI         59  16     YT7A          59  15
QSO:  3500 PH 2016-10-29 1941 RW3AI         59  16     UV5U          59  16
QSO:  3500 PH 2016-10-29 1942 RW3AI         59  16     S57AW         59  15
QSO:  1800 PH 2016-10-29 1947 RW3AI         59  16     RA4S          59  16
QSO: 21000 PH 2016-10-30 0846 RW3AI         59  16     4Z5LY         59  20
QSO: 21000 PH 2016-10-30 0846 RW3AI         59  16     R9VA          59  18
QSO: 21000 PH 2016-10-30 0847 RW3AI         59  16     YT6W          59  15
QSO: 21000 PH 2016-10-30 0848 RW3AI         59  16     E77A          59  15
QSO: 21000 PH 2016-10-30 0851 RW3AI         59  16     RW0A          59  18
QSO: 21000 PH 2016-10-30 0853 RW3AI         59  16     4X6TT         59  20
QSO: 21000 PH 2016-10-30 0854 RW3AI         59  16     E7DX          59  15
QSO: 21000 PH 2016-10-30 0856 RW3AI         59  16     YM7KA         59  20
QSO: 21000 PH 2016-10-30 0857 RW3AI         59  16     4X2M          59  20
QSO: 21000 PH 2016-10-30 0858 RW3AI         59  16     SV9COL        59  20
QSO: 14000 PH 2016-10-30 0901 RW3AI         59  16     DR5N          59  14
QSO: 14000 PH 2016-10-30 0902 RW3AI         59  16     OK7O          59  15
QSO: 14000 PH 2016-10-30 0904 RW3AI         59  16     SN8B          59  15
QSO: 14000 PH 2016-10-30 0904 RW3AI         59  16     CR3A          59  33
QSO: 14000 PH 2016-10-30 0910 RW3AI         59  16     Z36N          59  15
QSO: 14000 PH 2016-10-30 0911 RW3AI         59  16     EK8SI         59  21
QSO: 14000 PH 2016-10-30 0913 RW3AI         59  16     ON4KCY        59  14
QSO: 14000 PH 2016-10-30 0914 RW3AI         59  16     OK1NP         59  15
QSO: 14000 PH 2016-10-30 0915 RW3AI         59  16     TK9R          59  15
QSO: 14000 PH 2016-10-30 0916 RW3AI         59  16     TM1A          59  14
QSO: 14000 PH 2016-10-30 0917 RW3AI         59  16     DK3T          59  14
QSO: 14000 PH 2016-10-30 0917 RW3AI         59  16     EI7M          59  14
QSO: 14000 PH 2016-10-30 0919 RW3AI         59  16     HA3LN         59  15
QSO: 14000 PH 2016-10-30 0921 RW3AI         59  16     PI4M          59  14
QSO: 14000 PH 2016-10-30 0922 RW3AI         59  16     OE5BGN        59  15
QSO: 14000 PH 2016-10-30 0923 RW3AI         59  16     S54K          59  15
QSO: 14000 PH 2016-10-30 0924 RW3AI         59  16     DL1A          59  14
QSO: 14000 PH 2016-10-30 0925 RW3AI         59  16     UK9AA         59  17
QSO: 14000 PH 2016-10-30 0925 RW3AI         59  16     OR3A          59  14
QSO: 14000 PH 2016-10-30 0926 RW3AI         59  16     IQ2DN         59  15
QSO: 28000 PH 2016-10-30 0927 RW3AI         59  16     HA3DX         59  15
QSO: 21000 PH 2016-10-30 0930 RW3AI         59  16     VU2XE         59  22
QSO: 21000 PH 2016-10-30 0931 RW3AI         59  16     OM0M          59  15
QSO: 21000 PH 2016-10-30 0932 RW3AI         59  16     HG6N          59  15
QSO: 21000 PH 2016-10-30 0932 RW3AI         59  16     A73A          59  21
QSO: 21000 PH 2016-10-30 0934 RW3AI         59  16     EO25F         59  16
QSO: 28000 PH 2016-10-30 0947 RW3AI         59  16     YT7R          59  15
QSO: 28000 PH 2016-10-30 0948 RW3AI         59  16     RC6U          59  16
QSO: 28000 PH 2016-10-30 0948 RW3AI         59  16     YT5A          59  15
QSO: 28000 PH 2016-10-30 0949 RW3AI         59  16     YM7KA         59  20
QSO: 14000 PH 2016-10-30 0952 RW3AI         59  16     G2F           59  14
QSO: 14000 PH 2016-10-30 0954 RW3AI         59  16     OE2S          59  15
QSO: 14000 PH 2016-10-30 0956 RW3AI         59  16     S50G          59  15
QSO: 14000 PH 2016-10-30 0957 RW3AI         59  16     RK9CYA        59  17
QSO: 14000 PH 2016-10-30 0959 RW3AI         59  16     EC2DX         59  14
QSO: 14000 PH 2016-10-30 1000 RW3AI         59  16     HB9EYP        59  14
QSO: 14000 PH 2016-10-30 1000 RW3AI         59  16     UP9L          59  17
QSO: 14000 PH 2016-10-30 1002 RW3AI         59  16     TM1X          59  14
QSO: 14000 PH 2016-10-30 1009 RW3AI         59  16     MM3T          59  14
QSO: 14000 PH 2016-10-30 1009 RW3AI         59  16     TM4L          59  14
QSO: 14000 PH 2016-10-30 1010 RW3AI         59  16     OK2RZ         59  15
QSO: 14000 PH 2016-10-30 1012 RW3AI         59  16     OM7M          59  15
QSO: 14000 PH 2016-10-30 1013 RW3AI         59  16     DP6A          59  14
QSO: 14000 PH 2016-10-30 1013 RW3AI         59  16     DM3MM         59  14
QSO: 14000 PH 2016-10-30 1015 RW3AI         59  16     LZ9W          59  20
QSO: 14000 PH 2016-10-30 1015 RW3AI         59  16     OH0I          59  15
QSO: 14000 PH 2016-10-30 1016 RW3AI         59  16     UR3GU         59  16
QSO: 14000 PH 2016-10-30 1016 RW3AI         59  16     DL5GAC        59  14
QSO: 14000 PH 2016-10-30 1017 RW3AI         59  16     A62A          59  21
QSO: 21000 PH 2016-10-30 1047 RW3AI         59  16     IR9W          59  15
QSO: 21000 PH 2016-10-30 1053 RW3AI         59  16     9K2HN         59  21
QSO: 14000 PH 2016-10-30 1055 RW3AI         59  16     PI4ZU         59  14
QSO: 14000 PH 2016-10-30 1057 RW3AI         59  16     OZ2RF         59  14
QSO: 14000 PH 2016-10-30 1102 RW3AI         59  16     C4A           59  20
QSO: 14000 PH 2016-10-30 1106 RW3AI         59  16     PI4DX         59  14
QSO: 14000 PH 2016-10-30 1107 RW3AI         59  16     HG6N          59  15
QSO: 14000 PH 2016-10-30 1111 RW3AI         59  16     S57AL         59  15
QSO: 14000 PH 2016-10-30 1112 RW3AI         59  16     CR6P          59  14
QSO: 14000 PH 2016-10-30 1112 RW3AI         59  16     UW5ZM         59  16
QSO: 14000 PH 2016-10-30 1113 RW3AI         59  16     OM8A          59  15
QSO: 14000 PH 2016-10-30 1114 RW3AI         59  16     HB9H          59  14
QSO: 14000 PH 2016-10-30 1115 RW3AI         59  16     IU3BTY        59  15
QSO: 14000 PH 2016-10-30 1116 RW3AI         59  16     PC2L          59  14
QSO: 14000 PH 2016-10-30 1119 RW3AI         59  16     M4A           59  14
QSO: 14000 PH 2016-10-30 1121 RW3AI         59  16     HG5A          59  15
QSO: 14000 PH 2016-10-30 1122 RW3AI         59  16     YU6DX         59  15
QSO: 14000 PH 2016-10-30 1126 RW3AI         59  16     M6T           59  14
QSO: 14000 PH 2016-10-30 1128 RW3AI         59  16     Z61DX         59  15
QSO: 14000 PH 2016-10-30 1234 RW3AI         59  16     YM7KA         59  20
QSO: 14000 PH 2016-10-30 1236 RW3AI         59  16     E73FDE        59  15
QSO: 14000 PH 2016-10-30 1240 RW3AI         59  16     OT5A          59  14
QSO: 14000 PH 2016-10-30 1242 RW3AI         59  16     E74A          59  15
QSO: 14000 PH 2016-10-30 1248 RW3AI         59  16     S51A          59  15
QSO: 14000 PH 2016-10-30 1250 RW3AI         59  16     DR1A          59  14
QSO: 14000 PH 2016-10-30 1251 RW3AI         59  16     DJ0A          59  14
QSO: 14000 PH 2016-10-30 1255 RW3AI         59  16     IY1A          59  15
QSO: 14000 PH 2016-10-30 1327 RW3AI         59  16     P33W          59  20
QSO: 14000 PH 2016-10-30 1327 RW3AI         59  16     YM9KM         59  20
QSO: 14000 PH 2016-10-30 1328 RW3AI         59  16     E7DX          59  15
QSO:  7000 PH 2016-10-30 1332 RW3AI         59  16     UT7QF         59  16
QSO:  7000 PH 2016-10-30 1333 RW3AI         59  16     UP2L          59  17
QSO:  7000 PH 2016-10-30 1334 RW3AI         59  16     YT5A          59  15
QSO:  7000 PH 2016-10-30 1335 RW3AI         59  16     RW0A          59  18
QSO:  7000 PH 2016-10-30 1352 RW3AI         59  16     HG7T          59  15
QSO:  7000 PH 2016-10-30 1355 RW3AI         59  16     LZ9W          59  20
QSO:  7000 PH 2016-10-30 1357 RW3AI         59  16     4L0A          59  21
QSO:  7000 PH 2016-10-30 1358 RW3AI         59  16     OH5NQ         59  15
QSO:  7000 PH 2016-10-30 1358 RW3AI         59  16     LY60KTU       59  15
QSO:  7000 PH 2016-10-30 1521 RW3AI         59  16     C4A           59  20
QSO:  7000 PH 2016-10-30 1522 RW3AI         59  16     OT5A          59  14
QSO:  7000 PH 2016-10-30 1523 RW3AI         59  16     OH1F          59  15
QSO:  7000 PH 2016-10-30 1525 RW3AI         59  16     YO9HP         59  20
QSO:  7000 PH 2016-10-30 1525 RW3AI         59  16     DP6T          59  14
QSO:  7000 PH 2016-10-30 1526 RW3AI         59  16     UP0L          59  17
QSO:  7000 PH 2016-10-30 1527 RW3AI         59  16     SJ0X          59  14
QSO:  7000 PH 2016-10-30 1528 RW3AI         59  16     EW6W          59  16
QSO:  7000 PH 2016-10-30 1533 RW3AI         59  16     US1I          59  16
QSO:  7000 PH 2016-10-30 1534 RW3AI         59  16     YT0A          59  15
QSO: 14000 PH 2016-10-30 1538 RW3AI         59  16     US5D          59  16
QSO:  3500 PH 2016-10-30 1541 RW3AI         59  16     UP2L          59  17
QSO:  3500 PH 2016-10-30 1542 RW3AI         59  16     LZ9W          59  20
QSO:  3500 PH 2016-10-30 1544 RW3AI         59  16     LY60KTU       59  15
QSO:  3500 PH 2016-10-30 1545 RW3AI         59  16     OL0M          59  15
QSO:  3500 PH 2016-10-30 1838 RW3AI         59  16     OH5NQ         59  15
QSO:  3500 PH 2016-10-30 1841 RW3AI         59  16     SM0T          59  14
QSO:  3500 PH 2016-10-30 1842 RW3AI         59  16     UW5U          59  16
QSO:  3500 PH 2016-10-30 1849 RW3AI         59  16     HG7T          59  15
QSO:  3500 PH 2016-10-30 1850 RW3AI         59  16     RC9O          59  18
QSO:  7000 PH 2016-10-30 1858 RW3AI         59  16     LY5R          59  15
QSO:  7000 PH 2016-10-30 1900 RW3AI         59  16     S58N          59  15
QSO:  7000 PH 2016-10-30 1901 RW3AI         59  16     A73A          59  21
QSO:  7000 PH 2016-10-30 1903 RW3AI         59  16     9A1A          59  15
QSO:  1800 PH 2016-10-30 1904 RW3AI         59  16     UT0AZA        59  16
QSO:  1800 PH 2016-10-30 1905 RW3AI         59  16     UA4M          59  16
QSO:  1800 PH 2016-10-30 1906 RW3AI         59  16     EW8R          59  16
QSO:  1800 PH 2016-10-30 1906 RW3AI         59  16     EW8RR         59  16
QSO:  3500 PH 2016-10-30 1908 RW3AI         59  16     DF0HQ         59  14
QSO:  3500 PH 2016-10-30 1909 RW3AI         59  16     YL3FT         59  15
QSO:  3500 PH 2016-10-30 1913 RW3AI         59  16     YM9KM         59  20
QSO:  3500 PH 2016-10-30 1915 RW3AI         59  16     9A8M          59  15
QSO:  3500 PH 2016-10-30 1917 RW3AI         59  16     UR7R          59  16
QSO:  3500 PH 2016-10-30 2100 RW3AI         59  16     YT5A          59  15
QSO:  3500 PH 2016-10-30 2101 RW3AI         59  16     OE6Z          59  15
QSO:  3500 PH 2016-10-30 2102 RW3AI         59  16     EW6W          59  16
QSO:  3500 PH 2016-10-30 2105 RW3AI         59  16     UT5RB         59  16
QSO:  1800 PH 2016-10-30 2107 RW3AI         59  16     UR7R          59  16
QSO:  1800 PH 2016-10-30 2110 RW3AI         59  16     UV7V          59  16
QSO:  7000 PH 2016-10-30 2112 RW3AI         59  16     HG5A          59  15
QSO:  7000 PH 2016-10-30 2113 RW3AI         59  16     9A7A          59  15
QSO:  7000 PH 2016-10-30 2114 RW3AI         59  16     E7DX          59  15
QSO:  7000 PH 2016-10-30 2135 RW3AI         59  16     SN8B          59  15
QSO:  7000 PH 2016-10-30 2159 RW3AI         59  16     UV5U          59  16
QSO:  7000 PH 2016-10-30 2208 RW3AI         59  16     IR8C          59  15
QSO:  7000 PH 2016-10-30 2210 RW3AI         59  16     P33W          59  20
QSO:  3500 PH 2016-10-30 2328 RW3AI         59  16     OK6T          59  15
QSO:  3500 PH 2016-10-30 2328 RW3AI         59  16     E77CV         59  15
QSO:  3500 PH 2016-10-30 2330 RW3AI         59  16     3Z0X          59  15
QSO:  3500 PH 2016-10-30 2334 RW3AI         59  16     S53M          59  15
QSO:  3500 PH 2016-10-30 2334 RW3AI         59  16     UY2UQ         59  16
QSO:  3500 PH 2016-10-30 2336 RW3AI         59  16     9A7A          59  15
QSO:  3500 PH 2016-10-30 2336 RW3AI         59  16     IR4M          59  15
QSO:  3500 PH 2016-10-30 2344 RW3AI         59  16     HB9PUE        59  15
QSO:  3500 PH 2016-10-30 2347 RW3AI         59  16     DR1A          59  14
QSO:  3500 PH 2016-10-30 2350 RW3AI         59  16     YU5R          59  15
QSO:  3500 PH 2016-10-30 2351 RW3AI         59  16     IR3Z          59  15
QSO:  3500 PH 2016-10-30 2352 RW3AI         59  16     IO5O          59  15
QSO:  3500 PH 2016-10-30 2355 RW3AI         59  16     OM8A          59  15
QSO:  3500 PH 2016-10-30 2356 RW3AI         59  16     9A1A          59  15
END-OF-LOG:
