START-OF-LOG: 3.0
CALLSIGN: F5ASD
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 223822
NAME: AOUTIN jerome
LOCATION: DX
OPERATORS: F5ASD
CLUB:
CERTIFICATE: YES
CREATED-BY: Win-Test 4.15.0
SOAPBOX: thanks for all qso's! nice contest 2016 ! 73's F5ASD j��r��me
QSO: 21000 PH 2016-10-29 1203 F5ASD         59  14     9K2HN         59  21     0
QSO: 21000 PH 2016-10-29 1203 F5ASD         59  14     C4A           59  20     0
QSO: 21000 PH 2016-10-29 1204 F5ASD         59  14     YU5R          59  15     0
QSO: 21000 PH 2016-10-29 1205 F5ASD         59  14     SJ0X          59  14     0
QSO: 21000 PH 2016-10-29 1205 F5ASD         59  14     A61BM         59  21     0
QSO: 21000 PH 2016-10-29 1206 F5ASD         59  14     YP0C          59  20     0
QSO: 21000 PH 2016-10-29 1206 F5ASD         59  14     H2X           59  20     0
QSO: 21000 PH 2016-10-29 1207 F5ASD         59  14     SN8B          59  15     0
QSO: 21000 PH 2016-10-29 1207 F5ASD         59  14     OM1XQ         59  15     0
QSO: 21000 PH 2016-10-29 1210 F5ASD         59  14     HZ1TL         59  21     0
QSO: 21000 PH 2016-10-29 1212 F5ASD         59  14     TC3P          59  20     0
QSO: 21000 PH 2016-10-29 1212 F5ASD         59  14     HG5A          59  15     0
QSO: 21000 PH 2016-10-29 1213 F5ASD         59  14     7R7W          59  33     0
QSO: 21000 PH 2016-10-29 1214 F5ASD         59  14     A62A          59  21     0
QSO: 21000 PH 2016-10-29 1214 F5ASD         59  14     US5D          59  16     0
QSO: 21000 PH 2016-10-29 1215 F5ASD         59  14     EA5IDQ        59  14     0
QSO: 21000 PH 2016-10-29 1216 F5ASD         59  14     ZZ2T          59  11     0
QSO: 21000 PH 2016-10-29 1217 F5ASD         59  14     V47T          59  08     0
QSO: 21000 PH 2016-10-29 1218 F5ASD         59  14     P40W          59  09     0
QSO: 21000 PH 2016-10-29 1219 F5ASD         59  14     CN8VO         59  33     0
QSO: 21000 PH 2016-10-29 1219 F5ASD         59  14     P40A          59  09     0
QSO: 21000 PH 2016-10-29 1220 F5ASD         59  14     LT1F          59  13     0
QSO: 21000 PH 2016-10-29 1220 F5ASD         59  14     YV1YLY        59  09     0
QSO: 21000 PH 2016-10-29 1226 F5ASD         59  14     FM1HN         59  08     0
QSO: 21000 PH 2016-10-29 1227 F5ASD         59  14     PS8RV         59  11     0
QSO: 21000 PH 2016-10-29 1228 F5ASD         59  14     HK1X          59  09     0
QSO: 21000 PH 2016-10-29 1230 F5ASD         59  14     PJ4Q          59  09     0
QSO: 21000 PH 2016-10-29 1231 F5ASD         59  14     ZV5O          59  11     0
QSO: 21000 PH 2016-10-29 1232 F5ASD         59  14     KP3Z          59  08     0
QSO: 21000 PH 2016-10-29 1233 F5ASD         59  14     A73A          59  21     0
QSO: 21000 PH 2016-10-29 1234 F5ASD         59  14     KP4RV         59  08     0
QSO: 21000 PH 2016-10-29 1234 F5ASD         59  14     CN3A          59  33     0
QSO: 21000 PH 2016-10-29 1235 F5ASD         59  14     PJ2T          59  09     0
QSO: 21000 PH 2016-10-29 1236 F5ASD         59  14     OM8A          59  15     0
QSO: 21000 PH 2016-10-29 1236 F5ASD         59  14     F6KBF         59  14     0
QSO: 21000 PH 2016-10-29 1239 F5ASD         59  14     KP2M          59  08     0
QSO: 21000 PH 2016-10-29 1240 F5ASD         59  14     SV9COL        59  20     0
QSO: 21000 PH 2016-10-29 1240 F5ASD         59  14     P40L          59  09     0
QSO: 21000 PH 2016-10-29 1241 F5ASD         59  14     CR2B          59  14     0
QSO: 21000 PH 2016-10-29 1242 F5ASD         59  14     YV6YV         59  09     0
QSO: 21000 PH 2016-10-29 1246 F5ASD         59  14     8P5A          59  08     0
QSO: 28000 PH 2016-10-29 1248 F5ASD         59  14     CX5UA         59  13     0
QSO: 28000 PH 2016-10-29 1249 F5ASD         59  14     CX2DA         59  13     0
QSO: 28000 PH 2016-10-29 1250 F5ASD         59  14     CX2DK         59  13     0
QSO: 28000 PH 2016-10-29 1253 F5ASD         59  14     EA8DED        59  33     0
QSO: 28000 PH 2016-10-29 1255 F5ASD         59  14     CV7S          59  13     0
QSO: 28000 PH 2016-10-29 1255 F5ASD         59  14     EF8R          59  33     0
QSO: 28000 PH 2016-10-29 1256 F5ASD         59  14     EF8U          59  33     0
QSO: 28000 PH 2016-10-29 1257 F5ASD         59  14     CA7CAQ        59  12     0
QSO: 28000 PH 2016-10-29 1305 F5ASD         59  14     CN2AA         59  33     0
QSO: 28000 PH 2016-10-29 1306 F5ASD         59  14     EA8URT        59  33     0
QSO: 28000 PH 2016-10-29 1312 F5ASD         59  14     CW5W          59  13     0
QSO: 28000 PH 2016-10-29 1314 F5ASD         59  14     EA8BMG        59  33     0
QSO: 14000 PH 2016-10-29 1319 F5ASD         59  14     UW7CN         59  16     0
QSO: 14000 PH 2016-10-29 1320 F5ASD         59  14     SI9AM         59  14     0
QSO: 14000 PH 2016-10-29 1322 F5ASD         59  14     UR0CB         59  16     0
QSO: 14000 PH 2016-10-29 1323 F5ASD         59  14     U1BD          59  16     0
QSO: 14000 PH 2016-10-29 1324 F5ASD         59  14     SP9KDA        59  15     0
QSO: 14000 PH 2016-10-29 1325 F5ASD         59  14     RX3AEX        59  16     0
QSO: 14000 PH 2016-10-29 1325 F5ASD         59  14     US7IID        59  16     0
QSO: 14000 PH 2016-10-29 1326 F5ASD         59  14     RZ1AU         59  16     0
QSO: 14000 PH 2016-10-29 1326 F5ASD         59  14     OH3AC         59  15     0
QSO: 14000 PH 2016-10-29 1327 F5ASD         59  14     OK1DVA        59  15     0
QSO: 14000 PH 2016-10-29 1328 F5ASD         59  14     SP5PDB        59  15     0
QSO: 14000 PH 2016-10-29 1328 F5ASD         59  14     DL1NEO        59  14     0
QSO: 14000 PH 2016-10-29 1328 F5ASD         59  14     RM4HZ         59  16     0
QSO: 14000 PH 2016-10-29 1329 F5ASD         59  14     SQ6H          59  15     0
QSO: 14000 PH 2016-10-29 1329 F5ASD         59  14     SP5IVC        59  15     0
QSO: 14000 PH 2016-10-29 1330 F5ASD         59  14     OK2TC         59  15     0
QSO: 14000 PH 2016-10-29 1330 F5ASD         59  14     UA4M          59  16     0
QSO: 14000 PH 2016-10-29 1330 F5ASD         59  14     OK1TD         59  15     0
QSO: 14000 PH 2016-10-29 1331 F5ASD         59  14     UX1VX         59  16     0
QSO: 14000 PH 2016-10-29 1332 F5ASD         59  14     OK6K          59  15     0
QSO: 14000 PH 2016-10-29 1334 F5ASD         59  14     HA5BI         59  15     0
QSO: 14000 PH 2016-10-29 1334 F5ASD         59  14     RU1A          59  16     0
QSO: 14000 PH 2016-10-29 1334 F5ASD         59  14     UA1CEC        59  16     0
QSO: 14000 PH 2016-10-29 1335 F5ASD         59  14     RD1AH         59  16     0
QSO: 14000 PH 2016-10-29 1335 F5ASD         59  14     IZ7NLM        59  15     0
QSO: 14000 PH 2016-10-29 1336 F5ASD         59  14     UT7QL         59  16     0
QSO: 14000 PH 2016-10-29 1337 F5ASD         59  14     UV7V          59  16     0
QSO: 14000 PH 2016-10-29 1339 F5ASD         59  14     SQ5PMB        59  15     0
QSO: 14000 PH 2016-10-29 1340 F5ASD         59  14     SO7BIT        59  15     0
QSO: 14000 PH 2016-10-29 1340 F5ASD         59  14     R3XA          59  16     0
QSO: 14000 PH 2016-10-29 1341 F5ASD         59  14     OL9M          59  15     0
QSO: 14000 PH 2016-10-29 1342 F5ASD         59  14     UW2Q          59  16     0
QSO: 14000 PH 2016-10-29 1343 F5ASD         59  14     RK2M          59  16     0
QSO: 14000 PH 2016-10-29 1343 F5ASD         59  14     EA6ABO        59  14     0
QSO: 14000 PH 2016-10-29 1344 F5ASD         59  14     DL2DQL        59  14     0
QSO: 14000 PH 2016-10-29 1344 F5ASD         59  14     DL1DF         59  14     0
QSO: 14000 PH 2016-10-29 1346 F5ASD         59  14     DL1JCM        59  14     0
QSO: 14000 PH 2016-10-29 1347 F5ASD         59  14     UY0CA         59  16     0
QSO: 14000 PH 2016-10-29 1347 F5ASD         59  14     UX3IO         59  16     0
QSO: 14000 PH 2016-10-29 1348 F5ASD         59  14     UX0RR         59  16     0
QSO: 14000 PH 2016-10-29 1349 F5ASD         59  14     SN5U          59  15     0
QSO: 14000 PH 2016-10-29 1349 F5ASD         59  14     OE3DXA        59  15     0
QSO: 14000 PH 2016-10-29 1349 F5ASD         59  14     YR8D          59  20     0
QSO: 14000 PH 2016-10-29 1350 F5ASD         59  14     DJ6NT         59  14     0
QSO: 14000 PH 2016-10-29 1350 F5ASD         59  14     IK7JVE        59  15     0
QSO: 14000 PH 2016-10-29 1351 F5ASD         59  14     EW4M          59  16     0
QSO: 14000 PH 2016-10-29 1351 F5ASD         59  14     RX3Q          59  16     0
QSO: 14000 PH 2016-10-29 1352 F5ASD         59  14     HG6V          59  15     0
QSO: 14000 PH 2016-10-29 1353 F5ASD         59  14     RZ9OQ         59  18     0
QSO: 14000 PH 2016-10-29 1353 F5ASD         59  14     US5VX         59  16     0
QSO: 14000 PH 2016-10-29 1354 F5ASD         59  14     US0HZ         59  16     0
QSO: 14000 PH 2016-10-29 1354 F5ASD         59  14     OK1UU         59  15     0
QSO: 14000 PH 2016-10-29 1354 F5ASD         59  14     RW3AJX        59  16     0
QSO: 14000 PH 2016-10-29 1355 F5ASD         59  14     DL1NKS        59  14     0
QSO: 14000 PH 2016-10-29 1355 F5ASD         59  14     RA3DAD        59  16     0
QSO: 14000 PH 2016-10-29 1356 F5ASD         59  14     RT3N          59  16     0
QSO: 14000 PH 2016-10-29 1357 F5ASD         59  14     UX4CR         59  16     0
QSO: 14000 PH 2016-10-29 1357 F5ASD         59  14     UP2L          59  17     0
QSO: 14000 PH 2016-10-29 1405 F5ASD         59  14     JMD1U         59  14     0
QSO:  7000 PH 2016-10-29 1407 F5ASD         59  14     HNMD1U        59  14     0
QSO:  7000 PH 2016-10-29 1409 F5ASD         59  14     DL7URH        59  14     0
QSO:  7000 PH 2016-10-29 1410 F5ASD         59  14     DL5YM         59  14     0
QSO:  7000 PH 2016-10-29 1412 F5ASD         59  14     2E0SHT        59  14     0
QSO:  7000 PH 2016-10-29 1416 F5ASD         59  14     F4AEL         59  14     0
QSO:  7000 PH 2016-10-29 1420 F5ASD         59  14     M0LZA         59  14     0
QSO:  7000 PH 2016-10-29 1421 F5ASD         59  14     GW3LNR        59  14     0
QSO:  7000 PH 2016-10-29 1423 F5ASD         59  14     G4IIY         59  14     0
QSO:  7000 PH 2016-10-29 1427 F5ASD         59  14     GW4HBK        59  14     0
QSO: 28000 PH 2016-10-29 1430 F5ASD         59  14     9J2HN         59  36     0
QSO: 28000 PH 2016-10-29 1432 F5ASD         59  14     ZR6K          59  38     0
QSO: 21000 PH 2016-10-29 1435 F5ASD         59  14     YN5Z          59  07     0
QSO: 21000 PH 2016-10-29 1438 F5ASD         59  14     PX2B          59  11     0
QSO: 21000 PH 2016-10-29 1438 F5ASD         59  14     4X6TT         59  20     0
QSO: 21000 PH 2016-10-29 1440 F5ASD         59  14     EF8C          59  33     0
QSO: 21000 PH 2016-10-29 1449 F5ASD         59  14     PZ5K          59  09     0
QSO: 21000 PH 2016-10-29 1451 F5ASD         59  14     SP5AUY        59  15     0
QSO: 21000 PH 2016-10-29 1457 F5ASD         59  14     WP4WW         59  08     0
QSO: 21000 PH 2016-10-29 1458 F5ASD         59  14     YV5JBI        59  09     0
QSO: 21000 PH 2016-10-29 1459 F5ASD         59  14     WP3C          59  08     0
QSO: 21000 PH 2016-10-29 1506 F5ASD         59  14     PJ4X          59  09     0
QSO: 21000 PH 2016-10-29 1507 F5ASD         59  14     8P9EH         59  08     0
QSO: 21000 PH 2016-10-29 1508 F5ASD         59  14     FM1HN         59  08     0
QSO: 21000 PH 2016-10-29 1515 F5ASD         59  14     FG4NN         59  08     0
QSO: 21000 PH 2016-10-29 1517 F5ASD         59  14     FM5AN         59  08     0
QSO: 21000 PH 2016-10-29 1520 F5ASD         59  14     HI3K          59  08     0
QSO: 21000 PH 2016-10-29 1526 F5ASD         59  14     TK9R          59  15     0
QSO: 21000 PH 2016-10-29 1528 F5ASD         59  14     PY3MU         59  11     0
QSO: 21000 PH 2016-10-29 1528 F5ASD         59  14     PR9M          59  11     0
QSO: 21000 PH 2016-10-29 1533 F5ASD         59  14     OM0M          59  15     0
QSO: 21000 PH 2016-10-29 1537 F5ASD         59  14     EA8CTK        59  33     0
QSO: 21000 PH 2016-10-29 1539 F5ASD         59  14     IR9F          59  15     0
QSO: 21000 PH 2016-10-29 1540 F5ASD         59  14     EA8AOC        59  33     0
QSO: 21000 PH 2016-10-29 1541 F5ASD         59  14     LU1DK         59  13     0
QSO: 21000 PH 2016-10-29 1542 F5ASD         59  14     IR8P          59  15     0
QSO: 21000 PH 2016-10-29 1544 F5ASD         59  14     HP3SS         59  07     0
QSO: 21000 PH 2016-10-29 1545 F5ASD         59  14     6W1RY         59  35     0
QSO: 21000 PH 2016-10-29 1548 F5ASD         59  14     9A7A          59  15     0
QSO: 21000 PH 2016-10-29 1549 F5ASD         59  14     II9P          59  15     0
QSO: 21000 PH 2016-10-29 1550 F5ASD         59  14     LZ9W          59  20     0
QSO: 21000 PH 2016-10-29 1558 F5ASD         59  14     OM7M          59  15     0
QSO: 21000 PH 2016-10-29 1559 F5ASD         59  14     Z35T          59  15     0
QSO: 21000 PH 2016-10-29 1600 F5ASD         59  14     S57AL         59  15     0
QSO: 21000 PH 2016-10-29 1601 F5ASD         59  14     IR4M          59  15     0
QSO: 21000 PH 2016-10-29 1601 F5ASD         59  14     IB9P          59  15     0
QSO: 21000 PH 2016-10-29 1602 F5ASD         59  14     SN5X          59  15     0
QSO: 21000 PH 2016-10-29 1603 F5ASD         59  14     SV1JMO        59  20     0
QSO: 21000 PH 2016-10-29 1606 F5ASD         59  14     IK0YUT        59  15     0
QSO: 21000 PH 2016-10-29 1607 F5ASD         59  14     IO9A          59  15     0
QSO: 21000 PH 2016-10-29 1607 F5ASD         59  14     D3AM          59  36     0
QSO: 21000 PH 2016-10-29 1610 F5ASD         59  14     IR9W          59  15     0
QSO: 21000 PH 2016-10-29 1610 F5ASD         59  14     EA3PT         59  14     0
QSO: 21000 PH 2016-10-29 1611 F5ASD         59  14     IB2A          59  15     0
QSO: 21000 PH 2016-10-29 1611 F5ASD         59  14     EA3CI         59  14     0
QSO: 21000 PH 2016-10-29 1612 F5ASD         59  14     CR3A          59  33     0
QSO: 21000 PH 2016-10-29 1615 F5ASD         59  14     D4C           59  35     0
QSO: 21000 PH 2016-10-29 1618 F5ASD         59  14     DL2ARD        59  14     0
QSO: 21000 PH 2016-10-29 1619 F5ASD         59  14     PT2CM         59  11     0
QSO: 21000 PH 2016-10-29 1621 F5ASD         59  14     9H6A          59  15     0
QSO: 21000 PH 2016-10-29 1623 F5ASD         59  14     FG4KH         59  08     0
QSO: 14000 PH 2016-10-29 1625 F5ASD         59  14     SP9IBJ        59  15     0
QSO: 14000 PH 2016-10-29 1626 F5ASD         59  14     ED4AA         59  14     0
QSO: 14000 PH 2016-10-29 1629 F5ASD         59  14     SV8/DK3SJ     59  20     0
QSO: 14000 PH 2016-10-29 1630 F5ASD         59  14     IR7R          59  15     0
QSO: 14000 PH 2016-10-29 1630 F5ASD         59  14     IT9TFX        59  15     0
QSO: 14000 PH 2016-10-29 1631 F5ASD         59  14     RK3PWR        59  16     0
QSO: 14000 PH 2016-10-29 1631 F5ASD         59  14     OK2VK         59  15     0
QSO: 14000 PH 2016-10-29 1631 F5ASD         59  14     UX7U          59  16     0
QSO: 14000 PH 2016-10-29 1632 F5ASD         59  14     UR5CDD        59  16     0
QSO: 14000 PH 2016-10-29 1632 F5ASD         59  14     DF7FO         59  14     0
QSO: 14000 PH 2016-10-29 1633 F5ASD         59  14     LZ1RA         59  20     0
QSO: 14000 PH 2016-10-29 1635 F5ASD         59  14     SP6DVP        59  15     0
QSO: 14000 PH 2016-10-29 1637 F5ASD         59  14     UR7R          59  16     0
QSO: 14000 PH 2016-10-29 1638 F5ASD         59  14     UX7QV         59  16     0
QSO: 14000 PH 2016-10-29 1639 F5ASD         59  14     UZ3A          59  16     0
QSO: 14000 PH 2016-10-29 1639 F5ASD         59  14     YO6LA         59  20     0
QSO: 14000 PH 2016-10-29 1640 F5ASD         59  14     UA6LUQ        59  16     0
QSO: 14000 PH 2016-10-29 1641 F5ASD         59  14     DF0HQ         59  14     0
QSO: 14000 PH 2016-10-29 1641 F5ASD         59  14     UY9IM         59  16     0
QSO: 14000 PH 2016-10-29 1642 F5ASD         59  14     LZ7D          59  20     0
QSO: 14000 PH 2016-10-29 1643 F5ASD         59  14     IK5BSC        59  15     0
QSO: 14000 PH 2016-10-29 1643 F5ASD         59  14     DL0WM         59  14     0
QSO: 14000 PH 2016-10-29 1644 F5ASD         59  14     SQ9SR         59  15     0
QSO: 14000 PH 2016-10-29 1647 F5ASD         59  14     OM4M          59  15     0
QSO: 14000 PH 2016-10-29 1649 F5ASD         59  14     OK2FD         59  15     0
QSO: 14000 PH 2016-10-29 1650 F5ASD         59  14     LZ1DM         59  20     0
QSO: 14000 PH 2016-10-29 1650 F5ASD         59  14     OK2BRS        59  15     0
QSO: 14000 PH 2016-10-29 1652 F5ASD         59  14     IQ7AF         59  15     0
QSO: 14000 PH 2016-10-29 1653 F5ASD         59  14     IT9AUH        59  15     0
QSO: 14000 PH 2016-10-29 1653 F5ASD         59  14     IZ8EFD        59  15     0
QSO: 14000 PH 2016-10-29 1654 F5ASD         59  14     4L2M          59  21     0
QSO: 14000 PH 2016-10-29 1655 F5ASD         59  14     ED3V          59  14     0
QSO: 14000 PH 2016-10-29 1656 F5ASD         59  14     TC2C          59  20     0
QSO: 14000 PH 2016-10-29 1657 F5ASD         59  14     UW1M          59  16     0
QSO: 14000 PH 2016-10-29 1657 F5ASD         59  14     YM2KY         59  20     0
QSO: 14000 PH 2016-10-29 1658 F5ASD         59  14     IQ2LS         59  15     0
QSO:  7000 PH 2016-10-29 1701 F5ASD         59  14     EB3FLY        59  14     0
QSO:  7000 PH 2016-10-29 1702 F5ASD         59  14     LY4A          59  15     0
QSO:  7000 PH 2016-10-29 1704 F5ASD         59  14     DF0WRTC       59  14     0
QSO:  7000 PH 2016-10-29 1705 F5ASD         59  14     IR6A          59  15     0
QSO:  7000 PH 2016-10-29 1705 F5ASD         59  14     SJ0X          59  14     0
QSO:  7000 PH 2016-10-29 1706 F5ASD         59  14     OT5A          59  14     0
QSO:  7000 PH 2016-10-29 1706 F5ASD         59  14     OK7K          59  15     0
QSO:  7000 PH 2016-10-29 1709 F5ASD         59  14     SM6USS        59  14     0
QSO:  7000 PH 2016-10-29 1709 F5ASD         59  14     DL1VO         59  14     0
QSO:  7000 PH 2016-10-29 1711 F5ASD         59  14     CT1AL         59  14     0
QSO:  7000 PH 2016-10-29 1712 F5ASD         59  14     HG6V          59  15     0
QSO:  7000 PH 2016-10-29 1713 F5ASD         59  14     PA8KW         59  14     0
QSO:  7000 PH 2016-10-29 1714 F5ASD         59  14     DK6MP         59  14     0
QSO:  7000 PH 2016-10-29 1714 F5ASD         59  14     PD1DAV        59  14     0
QSO:  7000 PH 2016-10-29 1715 F5ASD         59  14     ED1T          59  14     0
QSO:  7000 PH 2016-10-29 1715 F5ASD         59  14     ON5WU         59  14     0
QSO:  7000 PH 2016-10-29 1716 F5ASD         59  14     EA4ETN        59  14     0
QSO:  7000 PH 2016-10-29 1716 F5ASD         59  14     ON3PGL        59  14     0
QSO:  7000 PH 2016-10-29 1717 F5ASD         59  14     PH2A          59  14     0
QSO:  7000 PH 2016-10-29 1717 F5ASD         59  14     I4AUM         59  15     0
QSO:  7000 PH 2016-10-29 1718 F5ASD         59  14     G8T           59  14     0
QSO:  7000 PH 2016-10-29 1718 F5ASD         59  14     LN1B          59  14     0
QSO:  7000 PH 2016-10-29 1719 F5ASD         59  14     DJ0A          59  14     0
QSO:  7000 PH 2016-10-29 1719 F5ASD         59  14     GM0NBM        59  14     0
QSO:  7000 PH 2016-10-29 1720 F5ASD         59  14     ON3YP         59  14     0
QSO:  7000 PH 2016-10-29 1721 F5ASD         59  14     ON6FC         59  14     0
QSO:  7000 PH 2016-10-29 1722 F5ASD         59  14     DJ7UC         59  14     0
QSO:  7000 PH 2016-10-29 1723 F5ASD         59  14     DG0LFG        59  14     0
QSO:  7000 PH 2016-10-29 1724 F5ASD         59  14     HB9EOU        59  14     0
QSO:  7000 PH 2016-10-29 1724 F5ASD         59  14     SP9EKF        59  15     0
QSO:  7000 PH 2016-10-29 1725 F5ASD         59  14     IW1FGY        59  15     0
QSO:  7000 PH 2016-10-29 1726 F5ASD         59  14     OR4T          59  14     0
