START-OF-LOG: 3.0
CALLSIGN: F5ASD
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 223822
NAME: AOUTIN jerome
LOCATION: DX
OPERATORS: F5ASD
CLUB:
CERTIFICATE: YES
CREATED-BY: Win-Test 4.15.0
SOAPBOX: thanks for all qso's! nice contest 2016 ! 73's F5ASD j��r��me
QSO:  7000 PH 2016-10-30 1933 F5ASD         59  14     S53K          59  15     0
QSO:  7000 PH 2016-10-30 1934 F5ASD         59  14     DP6T          59  14     0
QSO:  7000 PH 2016-10-30 1934 F5ASD         59  14     DL1A          59  14     0
QSO:  7000 PH 2016-10-30 1934 F5ASD         59  14     F4DNW         59  14     0
QSO:  7000 PH 2016-10-30 1936 F5ASD         59  14     DF0HQ         59  14     0
QSO: 14000 PH 2016-10-30 1940 F5ASD         59  14     DL5RMH        59  14     0
QSO: 14000 PH 2016-10-30 1941 F5ASD         59  14     9A6RMI        59  15     0
QSO: 14000 PH 2016-10-30 1941 F5ASD         59  14     HG1VN         59  15     0
QSO: 14000 PH 2016-10-30 1942 F5ASD         59  14     TA2NC         59  20     0
QSO: 14000 PH 2016-10-30 1942 F5ASD         59  14     OE2S          59  15     0
QSO: 14000 PH 2016-10-30 1943 F5ASD         59  14     9A1AD         59  15     0
QSO: 14000 PH 2016-10-30 1943 F5ASD         59  14     OK4AS         59  15     0
QSO: 14000 PH 2016-10-30 1944 F5ASD         59  14     UT0NN         59  16     0
QSO: 14000 PH 2016-10-30 1944 F5ASD         59  14     LY5W          59  15     0
QSO: 14000 PH 2016-10-30 1945 F5ASD         59  14     HA3LN         59  15     0
QSO: 14000 PH 2016-10-30 1945 F5ASD         59  14     9A3DZH        59  15     0
QSO: 14000 PH 2016-10-30 1946 F5ASD         59  14     ED2C          59  14     0
QSO: 14000 PH 2016-10-30 1947 F5ASD         59  14     OK2TS         59  15     0
QSO: 14000 PH 2016-10-30 1949 F5ASD         59  14     RC6U          59  16     0
QSO: 14000 PH 2016-10-30 1949 F5ASD         59  14     SP9KAO        59  15     0
QSO: 14000 PH 2016-10-30 1950 F5ASD         59  14     HA3HK         59  15     0
QSO: 14000 PH 2016-10-30 1950 F5ASD         59  14     YO2MOH        59  20     0
QSO: 14000 PH 2016-10-30 1952 F5ASD         59  14     HA3FUT        59  15     0
QSO: 14000 PH 2016-10-30 1952 F5ASD         59  14     UV5U          59  16     0
QSO: 14000 PH 2016-10-30 1954 F5ASD         59  14     SP3P          59  15     0
QSO: 14000 PH 2016-10-30 1955 F5ASD         59  14     ES5MG         59  15     0
QSO: 14000 PH 2016-10-30 1956 F5ASD         59  14     IU1DJH        59  15     0
QSO: 14000 PH 2016-10-30 1958 F5ASD         59  14     OE5JSL        59  15     0
QSO: 14000 PH 2016-10-30 1959 F5ASD         59  14     YT2ZZ         59  15     0
QSO: 14000 PH 2016-10-30 2001 F5ASD         59  14     ED3X          59  14     0
QSO: 14000 PH 2016-10-30 2002 F5ASD         59  14     IR3Z          59  15     0
QSO: 14000 PH 2016-10-30 2003 F5ASD         59  14     IK3UNA        59  15     0
QSO: 14000 PH 2016-10-30 2003 F5ASD         59  14     EE3A          59  14     0
QSO: 14000 PH 2016-10-30 2005 F5ASD         59  14     OM8A          59  15     0
QSO: 14000 PH 2016-10-30 2005 F5ASD         59  14     IO5O          59  15     0
QSO: 14000 PH 2016-10-30 2006 F5ASD         59  14     S58Y          59  15     0
QSO: 14000 PH 2016-10-30 2006 F5ASD         59  14     IB2A          59  15     0
QSO: 14000 PH 2016-10-30 2007 F5ASD         59  14     4O3A          59  15     0
QSO: 14000 PH 2016-10-30 2008 F5ASD         59  14     S53M          59  15     0
QSO: 14000 PH 2016-10-30 2009 F5ASD         59  14     IB4A          59  15     0
QSO: 14000 PH 2016-10-30 2011 F5ASD         59  14     XYU3EEA       59  15     0
QSO: 14000 PH 2016-10-30 2012 F5ASD         59  14     IZ5JLF        59  15     0
QSO: 14000 PH 2016-10-30 2012 F5ASD         59  14     IZ4JMA        59  15     0
QSO: 14000 PH 2016-10-30 2014 F5ASD         59  14     S57FA         59  15     0
QSO: 14000 PH 2016-10-30 2014 F5ASD         59  14     YT6W          59  15     0
QSO: 14000 PH 2016-10-30 2015 F5ASD         59  14     SP7B          59  15     0
QSO: 21000 PH 2016-10-30 2018 F5ASD         59  14     ZD8W          59  36     0
QSO: 21000 PH 2016-10-30 2019 F5ASD         59  14     CR6K          59  14     0
QSO:  7000 PH 2016-10-30 2022 F5ASD         59  14     IK2YCW        59  15     0
QSO:  7000 PH 2016-10-30 2023 F5ASD         59  14     HB9OK         59  14     0
QSO:  7000 PH 2016-10-30 2024 F5ASD         59  14     OE5T          59  15     0
QSO:  7000 PH 2016-10-30 2025 F5ASD         59  14     HG7T          59  15     0
QSO:  7000 PH 2016-10-30 2026 F5ASD         59  14     IQ3RK         59  15     0
QSO:  7000 PH 2016-10-30 2028 F5ASD         59  14     9A2L          59  15     0
QSO:  7000 PH 2016-10-30 2029 F5ASD         59  14     OK5W          59  15     0
QSO:  7000 PH 2016-10-30 2030 F5ASD         59  14     II2S          59  15     0
QSO:  7000 PH 2016-10-30 2031 F5ASD         59  14     J42T          59  20     0
QSO:  7000 PH 2016-10-30 2032 F5ASD         59  14     IR4E          59  14     0
QSO:  7000 PH 2016-10-30 2033 F5ASD         59  14     S58N          59  15     0
QSO:  7000 PH 2016-10-30 2033 F5ASD         59  14     IQ2DN         59  14     0
QSO:  3500 PH 2016-10-30 2037 F5ASD         59  14     CN2R          59  33     0
QSO:  3500 PH 2016-10-30 2038 F5ASD         59  14     M6T           59  14     0
QSO:  3500 PH 2016-10-30 2039 F5ASD         59  14     PA4O          59  14     0
QSO:  3500 PH 2016-10-30 2040 F5ASD         59  14     PA3EWP        59  14     0
QSO:  3500 PH 2016-10-30 2042 F5ASD         59  14     GM2T          59  14     0
QSO:  3500 PH 2016-10-30 2044 F5ASD         59  14     SP9RCL        59  15     0
QSO:  7000 PH 2016-10-30 2048 F5ASD         59  14     LZ9W          59  20     0
QSO: 14000 PH 2016-10-30 2050 F5ASD         59  14     II9P          59  15     0
QSO: 14000 PH 2016-10-30 2052 F5ASD         59  14     PR7AA         59  11     0
QSO: 14000 PH 2016-10-30 2053 F5ASD         59  14     YT5X          59  15     0
QSO: 14000 PH 2016-10-30 2053 F5ASD         59  14     IR6T          59  15     0
QSO: 14000 PH 2016-10-30 2053 F5ASD         59  14     E74A          59  15     0
QSO: 14000 PH 2016-10-30 2054 F5ASD         59  14     9A1A          59  15     0
QSO: 14000 PH 2016-10-30 2055 F5ASD         59  14     II0I          59  15     0
END-OF-LOG:
