START-OF-LOG: 3.0
CALLSIGN: DG1EA
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 404028
NAME: Bernhard Klink
LOCATION: DX
OPERATORS: DG1EA
CLUB:
CERTIFICATE: YES
CREATED-BY: UcxLog 7.67
SOAPBOX: I only began at 06
SOAPBOX: UTC= 06
SOAPBOX: If something is not ok, just drop me a line, please!
QSO:  7000 PH 2016-10-29 2013 DG1EA         59  14     IQ2LS         59  15     0
QSO:  7000 PH 2016-10-29 2014 DG1EA         59  14     S54K          59  15     0
QSO:  7000 PH 2016-10-29 2015 DG1EA         59  14     YT0A          59  15     0
QSO:  7000 PH 2016-10-29 2015 DG1EA         59  14     II2S          59  15     0
QSO:  7000 PH 2016-10-29 2018 DG1EA         59  14     UA2F          59  15     0
QSO:  7000 PH 2016-10-29 2024 DG1EA         59  14     J42T          59  20     0
QSO:  7000 PH 2016-10-29 2025 DG1EA         59  14     IQ2DN         59  15     0
QSO:  7000 PH 2016-10-29 2025 DG1EA         59  14     CR6P          59  14     0
QSO:  7000 PH 2016-10-29 2026 DG1EA         59  14     IB9T          59  15     0
QSO: 14000 PH 2016-10-29 2030 DG1EA         59  14     HG8R          59  15     0
QSO: 14000 PH 2016-10-29 2031 DG1EA         59  14     LZ9W          59  20     0
QSO: 14000 PH 2016-10-29 2033 DG1EA         59  14     IK2YCW        59  15     0
QSO: 14000 PH 2016-10-29 2035 DG1EA         59  14     EW8OP         59  16     0
QSO: 14000 PH 2016-10-29 2036 DG1EA         59  14     YU6DX         59  15     0
QSO: 14000 PH 2016-10-29 2037 DG1EA         59  14     IK5ZWU        59  15     0
QSO: 14000 PH 2016-10-29 2038 DG1EA         59  14     IK4DCX        59  15     0
QSO: 14000 PH 2016-10-29 2040 DG1EA         59  14     YO5OHO        59  20     0
QSO: 14000 PH 2016-10-29 2041 DG1EA         59  14     6W1RY         59  35     0
QSO: 14000 PH 2016-10-29 2042 DG1EA         59  14     E73JHI        59  15     0
QSO: 14000 PH 2016-10-29 2043 DG1EA         59  14     ED2C          59  14     0
QSO: 14000 PH 2016-10-29 2044 DG1EA         59  14     YT5A          59  15     0
QSO: 14000 PH 2016-10-29 2045 DG1EA         59  14     IR6T          59  15     0
QSO: 14000 PH 2016-10-29 2046 DG1EA         59  14     IO4W          59  15     0
QSO: 14000 PH 2016-10-29 2047 DG1EA         59  14     YU3EEA        59  15     0
QSO: 14000 PH 2016-10-29 2049 DG1EA         59  14     IT9STX        59  15     0
QSO: 14000 PH 2016-10-29 2049 DG1EA         59  14     HG7T          59  15     0
QSO: 14000 PH 2016-10-29 2051 DG1EA         59  14     4Z4AK         59  20     0
QSO: 14000 PH 2016-10-29 2053 DG1EA         59  14     SP9KAO        59  15     0
QSO: 14000 PH 2016-10-29 2054 DG1EA         59  14     YU5R          59  15     0
QSO: 14000 PH 2016-10-29 2056 DG1EA         59  14     OK2MBP        59  15     0
QSO: 14000 PH 2016-10-29 2103 DG1EA         59  14     EA3YK         59  14     0
QSO:  7000 PH 2016-10-29 2107 DG1EA         59  14     LZ5K          59  20     0
QSO:  7000 PH 2016-10-29 2107 DG1EA         59  14     EA3CI         59  14     0
QSO:  7000 PH 2016-10-29 2110 DG1EA         59  14     YT7A          59  15     0
QSO:  7000 PH 2016-10-29 2110 DG1EA         59  14     E7DX          59  15     0
QSO:  7000 PH 2016-10-29 2111 DG1EA         59  14     IO5O          59  15     0
QSO:  7000 PH 2016-10-29 2112 DG1EA         59  14     HG1S          59  15     0
