START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.20.0
CONTEST: REF-SSB
LOCATION: 77
CALLSIGN: F6KOP
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CATEGORY-OVERLAY: CLUB
CLAIMED-SCORE: 3068016
OPERATORS: F4AJQ IU0BMX F4BDG F6GHC F4GYM F8UHU F5IYU F4TTR F4EAT F5NQL
QSO:  3778 PH 2018-02-24 0747 F6KOP         59  77     F6FET         59  53    
QSO:  3778 PH 2018-02-24 0747 F6KOP         59  77     F1RHS         59  82    
QSO:  3778 PH 2018-02-24 0748 F6KOP         59  77     F6GOE         59  19    
QSO: 14242 PH 2018-02-24 0748 F6KOP         59  77     SV3RPQ        59  009   
QSO:  3778 PH 2018-02-24 0748 F6KOP         59  77     F4KJN         59  46    
QSO:  3778 PH 2018-02-24 0749 F6KOP         59  77     F4HOJ         59  33    
QSO:  3778 PH 2018-02-24 0749 F6KOP         59  77     F6BDE         59  63    
QSO:  3778 PH 2018-02-24 0750 F6KOP         59  77     F4EEJ         59  16    
QSO: 14242 PH 2018-02-24 0750 F6KOP         59  77     UR5GCM        59  002   
QSO:  3778 PH 2018-02-24 0751 F6KOP         59  77     F6KKH         59  11    
QSO:  7099 PH 2018-02-24 0751 F6KOP         59  77     FG4KH         59  FG    
QSO:  3778 PH 2018-02-24 0752 F6KOP         59  77     F5ETA         59  23    
QSO:  3778 PH 2018-02-24 0752 F6KOP         59  77     F4EXN         59  02    
QSO:  3778 PH 2018-02-24 0752 F6KOP         59  77     F1TZM         59  72    
QSO:  3778 PH 2018-02-24 0753 F6KOP         59  77     F8KHP         59  88    
QSO:  3778 PH 2018-02-24 0754 F6KOP         59  77     F6KNB         59  33    
QSO:  3778 PH 2018-02-24 0754 F6KOP         59  77     F5KLE         59  30    
QSO:  3778 PH 2018-02-24 0755 F6KOP         59  77     F5NRJ         59  21    
QSO:  3778 PH 2018-02-24 0755 F6KOP         59  77     F4BCG         59  91    
QSO:  7099 PH 2018-02-24 0756 F6KOP         59  77     F4GUQ         59  38    
QSO:  3778 PH 2018-02-24 0756 F6KOP         59  77     F4EWP         59  72    
QSO: 14242 PH 2018-02-24 0756 F6KOP         59  77     TA1API        59  003   
QSO:  3778 PH 2018-02-24 0757 F6KOP         59  77     F1EST         59  84    
QSO:  3778 PH 2018-02-24 0757 F6KOP         59  77     F5POJ         59  02    
QSO:  3778 PH 2018-02-24 0758 F6KOP         59  77     IZ2DLV        59  086   
QSO:  7099 PH 2018-02-24 0759 F6KOP         59  77     MM3AWD        59  002   
QSO:  7099 PH 2018-02-24 0800 F6KOP         59  77     OZ1KKH        59  005   
QSO: 14246 PH 2018-02-24 0800 F6KOP         59  77     FR4QT         59  FR    
QSO:  3778 PH 2018-02-24 0800 F6KOP         59  77     F5KGA         59  38    
QSO:  7099 PH 2018-02-24 0801 F6KOP         59  77     OZ9V          59  021   
QSO:  3778 PH 2018-02-24 0801 F6KOP         59  77     F1MKG         59  28    
QSO: 14242 PH 2018-02-24 0801 F6KOP         59  77     F5UTN         59  27    
QSO:  3778 PH 2018-02-24 0801 F6KOP         59  77     F4GYW         59  62    
QSO:  3778 PH 2018-02-24 0802 F6KOP         59  77     F4HWF         59  59    
QSO:  7099 PH 2018-02-24 0802 F6KOP         59  77     DL6DVU        59  001   
QSO: 14242 PH 2018-02-24 0802 F6KOP         59  77     UR5VAA        59  001   
QSO:  3778 PH 2018-02-24 0802 F6KOP         59  77     F5LTB         59  34    
QSO:  3778 PH 2018-02-24 0802 F6KOP         59  77     F5BBD         59  02    
QSO:  3778 PH 2018-02-24 0803 F6KOP         59  77     F4FWT         59  62    
QSO:  3778 PH 2018-02-24 0803 F6KOP         59  77     M6DTT         59  001   
QSO:  3778 PH 2018-02-24 0803 F6KOP         59  77     F4CWN         59  32    
QSO:  3778 PH 2018-02-24 0804 F6KOP         59  77     F8GQO         59  81    
QSO:  3778 PH 2018-02-24 0804 F6KOP         59  77     F6CZQ         59  73    
QSO:  7099 PH 2018-02-24 0804 F6KOP         59  77     EE8TH         59  030   
QSO: 14242 PH 2018-02-24 0806 F6KOP         59  77     IU8DON        59  001   
QSO:  3778 PH 2018-02-24 0806 F6KOP         59  77     F6FRA         59  04    
QSO:  7099 PH 2018-02-24 0806 F6KOP         59  77     F5EZH         59  66    
QSO:  3778 PH 2018-02-24 0807 F6KOP         59  77     F5MZE         59  62    
QSO:  3778 PH 2018-02-24 0807 F6KOP         59  77     F5BQU         59  57    
QSO:  3778 PH 2018-02-24 0809 F6KOP         59  77     HB9HI         59  050   
QSO:  3778 PH 2018-02-24 0809 F6KOP         59  77     F4GPX         59  49    
QSO: 14242 PH 2018-02-24 0809 F6KOP         59  77     CN8YAN        59  002   
QSO:  3778 PH 2018-02-24 0809 F6KOP         59  77     F4HRV         59  51    
QSO:  3778 PH 2018-02-24 0810 F6KOP         59  77     F4FKN         59  87    
QSO:  3778 PH 2018-02-24 0810 F6KOP         59  77     F6KJS         59  71    
QSO:  7099 PH 2018-02-24 0810 F6KOP         59  77     IN3HDE        59  016   
QSO:  3778 PH 2018-02-24 0811 F6KOP         59  77     F6KSD         59  25    
QSO:  3778 PH 2018-02-24 0811 F6KOP         59  77     F8FSC         59  39    
QSO:  3778 PH 2018-02-24 0811 F6KOP         59  77     F5MQP         59  47    
QSO: 14242 PH 2018-02-24 0811 F6KOP         59  77     SD4C          59  003   
QSO:  7099 PH 2018-02-24 0813 F6KOP         59  77     F1MGE         59  13    
QSO:  3778 PH 2018-02-24 0813 F6KOP         59  77     F5MMF         59  24    
QSO: 14242 PH 2018-02-24 0814 F6KOP         59  77     FK8IK         59  FK    
QSO: 14242 PH 2018-02-24 0814 F6KOP         59  77     F2GL          59  89    
QSO:  3754 PH 2018-02-24 0815 F6KOP         59  77     F6KBF         59  78    
QSO: 14242 PH 2018-02-24 0817 F6KOP         59  77     RA3R          59  002   
QSO:  7099 PH 2018-02-24 0818 F6KOP         59  77     F5EZH         59  66    
QSO: 14242 PH 2018-02-24 0818 F6KOP         59  77     F8FUA         59  14    
QSO:  7099 PH 2018-02-24 0819 F6KOP         59  77     F4DDX         59  13    
QSO: 14242 PH 2018-02-24 0820 F6KOP         59  77     F4MXX         59  77    
QSO:  7099 PH 2018-02-24 0821 F6KOP         59  77     F4HQK         59  13    
QSO: 14242 PH 2018-02-24 0822 F6KOP         59  77     UX3IT         59  004   
QSO: 14242 PH 2018-02-24 0824 F6KOP         59  77     F8DSN         59  88    
QSO:  3758 PH 2018-02-24 0825 F6KOP         59  77     F8NJ          59  10    
QSO:  7099 PH 2018-02-24 0825 F6KOP         59  77     F6KDU         59  64    
QSO: 14242 PH 2018-02-24 0827 F6KOP         59  77     TM5OTT        59  37    
QSO:  3758 PH 2018-02-24 0827 F6KOP         59  77     F5OCL         59  68    
QSO:  7099 PH 2018-02-24 0828 F6KOP         59  77     F4FKB         59  77    
QSO:  3758 PH 2018-02-24 0829 F6KOP         59  77     F4KIY         59  57    
QSO:  7099 PH 2018-02-24 0829 F6KOP         59  77     F1BOH/P       59  64    
QSO: 14127 PH 2018-02-24 0831 F6KOP         59  77     F6REF         59  00    
QSO:  3758 PH 2018-02-24 0831 F6KOP         59  77     F5TLX         59  51    
QSO: 14242 PH 2018-02-24 0831 F6KOP         59  77     RA2R          59  005   
QSO:  7099 PH 2018-02-24 0832 F6KOP         59  77     F8KGD         59  77    
QSO:  7099 PH 2018-02-24 0833 F6KOP         59  77     F4ESK         59  13    
QSO: 14242 PH 2018-02-24 0833 F6KOP         59  77     PI4AMF        59  073   
QSO:  3758 PH 2018-02-24 0833 F6KOP         59  77     F6KFH         59  57    
QSO: 14242 PH 2018-02-24 0835 F6KOP         59  77     UR5EDX        59  001   
QSO:  7099 PH 2018-02-24 0835 F6KOP         59  77     FM5BH         59  FM    
QSO:  3759 PH 2018-02-24 0837 F6KOP         59  77     F6CYT         59  44    
QSO: 21240 PH 2018-02-24 0837 F6KOP         59  77     F4MXX         59  77    
QSO:  3759 PH 2018-02-24 0839 F6KOP         59  77     DO9SR         59  003   
QSO: 14242 PH 2018-02-24 0839 F6KOP         59  77     OH9NB         59  009   
QSO: 14242 PH 2018-02-24 0840 F6KOP         59  77     F5AGQ         59  81    
QSO: 14242 PH 2018-02-24 0841 F6KOP         59  77     UR5RP         59  003   
QSO:  3652 PH 2018-02-24 0842 F6KOP         59  77     TM6K          59  O8    
QSO: 28465 PH 2018-02-24 0843 F6KOP         59  77     F4MXX         59  77    
QSO:  7097 PH 2018-02-24 0844 F6KOP         59  77     F6KHM         59  29    
QSO:  3677 PH 2018-02-24 0845 F6KOP         59  77     F8KHO/P       59  51    
QSO:  7084 PH 2018-02-24 0846 F6KOP         59  77     F6CXJ         59  47    
QSO:  3697 PH 2018-02-24 0847 F6KOP         59  77     F5KLJ         59  17    
QSO:  7083 PH 2018-02-24 0848 F6KOP         59  77     TM5PU         59  81    
QSO:  7083 PH 2018-02-24 0848 F6KOP         59  77     F4EQA         59  34    
QSO:  3705 PH 2018-02-24 0848 F6KOP         59  77     F6EQZ         59  51    
QSO:  7094 PH 2018-02-24 0850 F6KOP         59  77     IZ2DLV        59  120   
QSO:  3717 PH 2018-02-24 0850 F6KOP         59  77     F4HRA         59  89    
QSO:  7094 PH 2018-02-24 0851 F6KOP         59  77     IU4JIC        59  014   
QSO:  3728 PH 2018-02-24 0852 F6KOP         59  77     F5VV          59  01    
QSO:  7094 PH 2018-02-24 0853 F6KOP         59  77     F6IPQ         59  47    
QSO:  3738 PH 2018-02-24 0853 F6KOP         59  77     F6HRL         59  86    
QSO:  7094 PH 2018-02-24 0854 F6KOP         59  77     DL5YM         59  001   
QSO:  3749 PH 2018-02-24 0855 F6KOP         59  77     F4GTD         59  85    
QSO:  7094 PH 2018-02-24 0855 F6KOP         59  77     F4ERS         59  37    
QSO:  7094 PH 2018-02-24 0856 F6KOP         59  77     DR6R          59  049   
QSO:  7094 PH 2018-02-24 0856 F6KOP         59  77     F5KAY         59  33    
QSO:  3767 PH 2018-02-24 0857 F6KOP         59  77     F5GFA         59  47    
QSO:  3772 PH 2018-02-24 0859 F6KOP         59  77     F6KGI/P       59  11    
QSO:  7094 PH 2018-02-24 0859 F6KOP         59  77     OU2P          59  003   
QSO: 14242 PH 2018-02-24 0900 F6KOP         59  77     RN4SC         59  004   
QSO: 21242 PH 2018-02-24 0901 F6KOP         59  77     FR4QT         59  FR    
QSO:  3799 PH 2018-02-24 0901 F6KOP         59  77     F4HFJ         59  14    
QSO:  3685 PH 2018-02-24 0905 F6KOP         59  77     F5AAR         59  49    
QSO:  3679 PH 2018-02-24 0907 F6KOP         59  77     F5AKE         59  79    
QSO:  7095 PH 2018-02-24 0908 F6KOP         59  77     F4HQZ         59  29    
QSO:  3674 PH 2018-02-24 0909 F6KOP         59  77     F6KUC         59  16    
QSO:  7113 PH 2018-02-24 0910 F6KOP         59  77     F2FZ          59  47    
QSO:  3670 PH 2018-02-24 0910 F6KOP         59  77     F6IGS         59  33    
QSO: 14242 PH 2018-02-24 0910 F6KOP         59  77     F6EZV         59  94    
QSO: 21237 PH 2018-02-24 0912 F6KOP         59  77     F2GL          59  89    
QSO:  3656 PH 2018-02-24 0914 F6KOP         59  77     F4GLK         59  60    
QSO:  7086 PH 2018-02-24 0915 F6KOP         59  77     IV3EXW        59  002   
QSO:  7086 PH 2018-02-24 0915 F6KOP         59  77     F6DTZ         59  65    
QSO: 14242 PH 2018-02-24 0916 F6KOP         59  77     RG1A          59  007   
QSO:  7086 PH 2018-02-24 0917 F6KOP         59  77     IZ2HYV        59  001   
QSO:  7086 PH 2018-02-24 0917 F6KOP         59  77     IK1RQQ        59  021   
QSO: 14242 PH 2018-02-24 0918 F6KOP         59  77     UW6M          59  007   
QSO:  3632 PH 2018-02-24 0918 F6KOP         59  77     F5ODK/P       59  03    
QSO:  7086 PH 2018-02-24 0918 F6KOP         59  77     F1EOY         59  31    
QSO:  7086 PH 2018-02-24 0919 F6KOP         59  77     F6APE         59  49    
QSO:  3622 PH 2018-02-24 0919 F6KOP         59  77     F2YT          59  62    
QSO:  7086 PH 2018-02-24 0920 F6KOP         59  77     F4AWT         59  30    
QSO:  3612 PH 2018-02-24 0920 F6KOP         59  77     F4GYG         59  62    
QSO:  3610 PH 2018-02-24 0921 F6KOP         59  77     F4HRD         59  62    
QSO:  7086 PH 2018-02-24 0923 F6KOP         59  77     IZ5JLF        59  002   
QSO:  7086 PH 2018-02-24 0924 F6KOP         59  77     F5KSE         59  31    
QSO: 21237 PH 2018-02-24 0924 F6KOP         59  77     TM2O          59  81    
QSO:  7086 PH 2018-02-24 0925 F6KOP         59  77     F6KPQ         59  56    
QSO:  3643 PH 2018-02-24 0925 F6KOP         59  77     F1JBN         59  36    
QSO:  3643 PH 2018-02-24 0926 F6KOP         59  77     F5ZO          59  91    
QSO:  7086 PH 2018-02-24 0926 F6KOP         59  77     F1BRV         59  58    
QSO:  3643 PH 2018-02-24 0926 F6KOP         59  77     F4FQF         59  34    
QSO:  3643 PH 2018-02-24 0927 F6KOP         59  77     F5DBX         59  31    
QSO:  7086 PH 2018-02-24 0928 F6KOP         59  77     F5JGL         59  33    
QSO:  7086 PH 2018-02-24 0928 F6KOP         59  77     F6AWU         59  44    
QSO:  3643 PH 2018-02-24 0928 F6KOP         59  77     ON6CA         59  007   
QSO:  7086 PH 2018-02-24 0929 F6KOP         59  77     CT7ANH        59  059   
QSO:  7086 PH 2018-02-24 0929 F6KOP         59  77     F6GVC         59  47    
QSO:  3643 PH 2018-02-24 0929 F6KOP         59  77     F4BQS         59  62    
QSO:  7086 PH 2018-02-24 0930 F6KOP         59  77     F4AHV         59  29    
QSO:  3643 PH 2018-02-24 0930 F6KOP         59  77     F5HHW         59  27    
QSO:  7086 PH 2018-02-24 0930 F6KOP         59  77     DM9OAIW       59  032   
QSO:  3643 PH 2018-02-24 0931 F6KOP         59  77     F1UIJ         59  91    
QSO:  7086 PH 2018-02-24 0931 F6KOP         59  77     F6DXL         59  17    
QSO:  7086 PH 2018-02-24 0931 F6KOP         59  77     F4GNB         59  46    
QSO:  3643 PH 2018-02-24 0933 F6KOP         59  77     F5KOJ         59  52    
