START-OF-LOG: 3.0
CONTEST: CQ-WPX-SSB
CALLSIGN: HA8LMZ
CLAIMED-SCORE: 98420
CREATED-BY: UcxLog 6.22
NAME: ZOLTAN VARI
SOAPBOX: My RIG is YAESU FT-747 my ant.home-made seven meters long vertical
QSO:  3500 PH 2008-03-29 0205 HA8LMZ        59  021    J42T          59  120    0
QSO:  3500 PH 2008-03-29 0208 HA8LMZ        59  022    OL7T          59  093    0
QSO:  3500 PH 2008-03-29 0215 HA8LMZ        59  023    YO22NATO      59  233    0
QSO:  3500 PH 2008-03-29 0218 HA8LMZ        59  024    S56P          59  139    0
QSO:  3500 PH 2008-03-29 0221 HA8LMZ        59  025    S53EA         59  168    0
QSO:  3500 PH 2008-03-29 0223 HA8LMZ        59  026    S51F          59  122    0
QSO:  3500 PH 2008-03-29 0228 HA8LMZ        59  027    F5BBD         59  178    0
QSO:  3500 PH 2008-03-29 0230 HA8LMZ        59  028    UR4Z          59  217    0
QSO:  3500 PH 2008-03-29 0232 HA8LMZ        59  029    SV9GPV        59  131    0
QSO:  3500 PH 2008-03-29 0237 HA8LMZ        59  030    S56M          59  211    0
QSO:  3500 PH 2008-03-29 0239 HA8LMZ        59  031    HA1YI         59  293    0
QSO:  3500 PH 2008-03-29 0245 HA8LMZ        59  032    S51CK         59  212    0
QSO:  3500 PH 2008-03-29 0246 HA8LMZ        59  033    OG0R          59  167    0
QSO:  3500 PH 2008-03-29 0249 HA8LMZ        59  034    EV1Z          59  145    0
QSO:  3500 PH 2008-03-29 0254 HA8LMZ        59  035    SP75C         59  282    0
QSO:  3500 PH 2008-03-29 0257 HA8LMZ        59  036    P33W          59  204    0
QSO:  3500 PH 2008-03-29 0306 HA8LMZ        59  037    YT1T          59  182    0
QSO:  3500 PH 2008-03-29 0307 HA8LMZ        59  038    ES90C         59  255    0
QSO:  7000 PH 2008-03-29 0332 HA8LMZ        59  039    LY9Y          59  097    0
QSO:  7000 PH 2008-03-29 0335 HA8LMZ        59  040    C4N           59  338    0
QSO: 21000 PH 2008-03-29 0752 HA8LMZ        59  041    7Z1SJ         59  480    0
QSO: 21000 PH 2008-03-29 0800 HA8LMZ        59  042    UT6IS         59  156    0
QSO: 21000 PH 2008-03-29 0802 HA8LMZ        59  043    RW6ATJ        59  031    0
QSO: 21000 PH 2008-03-29 0805 HA8LMZ        59  044    9K2HN         59  169    0
QSO: 21000 PH 2008-03-29 0814 HA8LMZ        59  045    UU7J          59  048    0
QSO: 21000 PH 2008-03-29 0819 HA8LMZ        59  046    ZD7X          59  289    0
QSO: 21000 PH 2008-03-29 0841 HA8LMZ        59  047    RV6LFE        59  204    0
QSO: 21000 PH 2008-03-29 0848 HA8LMZ        59  048    4L0A          59  818    0
QSO: 21000 PH 2008-03-29 0900 HA8LMZ        59  049    TC7KA         59  552    0
QSO: 21000 PH 2008-03-29 1141 HA8LMZ        59  050    TM4W          59  162    0
QSO:  7000 PH 2008-03-29 1209 HA8LMZ        59  051    JT8A          59  604    0
QSO:  7000 PH 2008-03-29 1216 HA8LMZ        59  052    LZ9W          59  556    0
QSO:  7000 PH 2008-03-29 1218 HA8LMZ        59  053    OL3Z          59  173    0
QSO:  7000 PH 2008-03-29 1220 HA8LMZ        59  054    UA2FT         59  129    0
QSO:  7000 PH 2008-03-29 1245 HA8LMZ        59  055    9A60A         59  601    0
QSO:  7000 PH 2008-03-29 1250 HA8LMZ        59  056    LY7A          59  603    0
QSO:  7000 PH 2008-03-29 1254 HA8LMZ        59  057    SP3LPG        59  168    0
QSO:  7000 PH 2008-03-29 1256 HA8LMZ        59  058    SN3X          59  242    0
QSO:  7000 PH 2008-03-29 1257 HA8LMZ        59  059    SN6O          59  261    0
QSO:  7000 PH 2008-03-29 1259 HA8LMZ        59  060    DJ8OG         59  150    0
QSO:  7000 PH 2008-03-29 1301 HA8LMZ        59  061    EO3Q          59  405    0
QSO:  7000 PH 2008-03-29 1302 HA8LMZ        59  062    JT9X          59  348    0
QSO:  7000 PH 2008-03-29 1310 HA8LMZ        59  063    LZ5W          59  251    0
QSO:  7000 PH 2008-03-29 1315 HA8LMZ        59  064    DR1A          59  662    0
QSO:  7000 PH 2008-03-29 1317 HA8LMZ        59  065    RN3ZC         59  548    0
QSO:  7000 PH 2008-03-29 1319 HA8LMZ        59  066    S50B          59  186    0
QSO:  7000 PH 2008-03-29 1321 HA8LMZ        59  067    DK7MCX        59  133    0
QSO:  7000 PH 2008-03-29 1327 HA8LMZ        59  068    DJ0UD         59  360    0
QSO:  7000 PH 2008-03-29 1330 HA8LMZ        59  069    SP5EWX        59  54     0
QSO:  7000 PH 2008-03-29 1334 HA8LMZ        59  070    II1W          59  265    0
QSO:  7000 PH 2008-03-29 1337 HA8LMZ        59  071    S51A          59  133    0
QSO:  7000 PH 2008-03-29 1343 HA8LMZ        59  072    OT5A          59  559    0
QSO: 14000 PH 2008-03-29 1352 HA8LMZ        59  073    9K2HN         59  646    0
QSO: 14000 PH 2008-03-29 1355 HA8LMZ        59  074    M6T           59  1029   0
QSO: 14000 PH 2008-03-29 1356 HA8LMZ        59  075    IO1T          59  126    0
QSO: 14000 PH 2008-03-29 1401 HA8LMZ        59  076    C4N           59  1632   0
QSO: 14000 PH 2008-03-29 1404 HA8LMZ        59  077    RT9S          59  293    0
QSO: 14000 PH 2008-03-29 1408 HA8LMZ        59  078    TM6M          59  766    0
QSO: 14000 PH 2008-03-29 1410 HA8LMZ        59  079    C4I           59  991    0
QSO: 14000 PH 2008-03-29 1418 HA8LMZ        59  080    RV9SV         59  568    0
QSO: 14000 PH 2008-03-29 1431 HA8LMZ        59  081    EA5KV         59  630    0
QSO: 14000 PH 2008-03-29 1434 HA8LMZ        59  082    EK6CC         59  308    0
QSO: 14000 PH 2008-03-29 1440 HA8LMZ        59  083    RK9CZO        59  331    0
QSO: 21000 PH 2008-03-29 1512 HA8LMZ        59  084    ZY7C          59  733    0
QSO: 21000 PH 2008-03-29 1526 HA8LMZ        59  085    PW2D          59  475    0
QSO: 14000 PH 2008-03-29 1544 HA8LMZ        59  086    3V9BB         59  1713   0
QSO: 14000 PH 2008-03-29 1548 HA8LMZ        59  087    UZ8M          59  1004   0
QSO: 14000 PH 2008-03-29 1549 HA8LMZ        59  088    4Z4OQ         59  1124   0
QSO: 14000 PH 2008-03-29 1553 HA8LMZ        59  089    TM0R          59  461    0
QSO: 14000 PH 2008-03-29 1602 HA8LMZ        59  090    A73A          59  738    0
QSO: 14000 PH 2008-03-29 1607 HA8LMZ        59  091    9M2CCO        59  164    0
QSO: 21000 PH 2008-03-29 1618 HA8LMZ        59  092    CT1EAT        59  107    0
QSO: 21000 PH 2008-03-29 1628 HA8LMZ        59  093    M0PAM/CT      59  076    0
QSO: 21000 PH 2008-03-29 1649 HA8LMZ        59  094    AM7W          59  384    0
QSO:  3500 PH 2008-03-29 1820 HA8LMZ        59  095    OK5R          59  1295   0
QSO:  3500 PH 2008-03-29 1835 HA8LMZ        59  096    OM7AB         59  315    0
QSO:  3500 PH 2008-03-29 1835 HA8LMZ        59  097    IR2C          59  673    0
QSO:  3500 PH 2008-03-29 1835 HA8LMZ        59  098    RV1ZA         59  616    0
QSO:  3500 PH 2008-03-29 1835 HA8LMZ        59  099    LY7A          59  396    0
QSO:  3500 PH 2008-03-29 1838 HA8LMZ        59  100    9A3B          59  469    0
QSO:  3500 PH 2008-03-29 1840 HA8LMZ        59  101    SP7HKK        59  415    0
QSO:  3500 PH 2008-03-29 1848 HA8LMZ        59  102    DR1A          59  812    0
QSO:  3500 PH 2008-03-29 1851 HA8LMZ        59  103    S52AW         59  624    0
QSO:  3500 PH 2008-03-29 1855 HA8LMZ        59  104    LZ9W          59  509    0
QSO:  7000 PH 2008-03-29 1955 HA8LMZ        59  105    OK5R          59  1478   0
QSO:  7000 PH 2008-03-29 2001 HA8LMZ        59  106    P33W          59  642    0
QSO:  3500 PH 2008-03-29 2117 HA8LMZ        59  107    YT3M          59  960    0
QSO:  3500 PH 2008-03-29 2119 HA8LMZ        59  108    IT9RBW        59  428    0
QSO:  3500 PH 2008-03-29 2122 HA8LMZ        59  109    LZ130LO       59  1075   0
QSO:  3500 PH 2008-03-29 2129 HA8LMZ        59  110    YT0A          59  414    0
QSO:  3500 PH 2008-03-29 2217 HA8LMZ        59  111    OM3RKP        59  262    0
QSO:  3500 PH 2008-03-29 2219 HA8LMZ        59  112    S51A          59  158    0
QSO:  3500 PH 2008-03-29 2227 HA8LMZ        59  113    HA6NL         59  623    0
QSO:  3500 PH 2008-03-29 2231 HA8LMZ        59  114    Z33AA         59  480    0
QSO:  3500 PH 2008-03-29 2233 HA8LMZ        59  115    YR9P          59  1366   0
QSO:  3500 PH 2008-03-29 2243 HA8LMZ        59  116    OK2BYW        59  841    0
QSO:  7000 PH 2008-03-29 2249 HA8LMZ        59  117    CQ95F         59  819    0
QSO:  7000 PH 2008-03-29 2250 HA8LMZ        59  118    EF5K          59  1157   0
QSO:  7000 PH 2008-03-29 2252 HA8LMZ        59  119    C4I           59  726    0
QSO:  7000 PH 2008-03-29 2255 HA8LMZ        59  120    RT9W          59  577    0
QSO:  7000 PH 2008-03-29 2300 HA8LMZ        59  121    AO8A          59  869    0
QSO:  7000 PH 2008-03-29 2305 HA8LMZ        59  122    TM6M          59  260    0
QSO:  7000 PH 2008-03-29 2311 HA8LMZ        59  123    EA5JK         59  261    0
QSO:  7000 PH 2008-03-29 2323 HA8LMZ        59  124    EF5J          59  107    0
QSO:  7000 PH 2008-03-29 2326 HA8LMZ        59  125    OP4K          59  097    0
QSO:  7000 PH 2008-03-29 2329 HA8LMZ        59  126    UU7J          59  1004   0
QSO:  7000 PH 2008-03-29 2333 HA8LMZ        59  127    EE2W          59  118    0
QSO:  7000 PH 2008-03-29 2340 HA8LMZ        59  128    DL3TD         59  1599   0
QSO:  7000 PH 2008-03-29 2344 HA8LMZ        59  129    EB1WW         59  751    0
QSO:  3500 PH 2008-03-30 0011 HA8LMZ        59  130    UU2JM         59  296    0
QSO:  3500 PH 2008-03-30 0015 HA8LMZ        59  131    RV3LO         59  376    0
QSO:  3500 PH 2008-03-30 0023 HA8LMZ        59  132    J43P          59  1554   0
QSO:  3500 PH 2008-03-30 0031 HA8LMZ        59  133    9A5D          59  619    0
QSO:  3500 PH 2008-03-30 0034 HA8LMZ        59  134    YU0U          59  398    0
QSO:  7000 PH 2008-03-30 0051 HA8LMZ        59  135    UA9UZZ        59  543    0
QSO:  7000 PH 2008-03-30 0051 HA8LMZ        59  136    RZ4HZW        59  831    0
QSO:  3500 PH 2008-03-30 0055 HA8LMZ        59  137    9A6CM         59  172    0
QSO:  3500 PH 2008-03-30 0059 HA8LMZ        59  138    S57O          59  453    0
QSO:  3500 PH 2008-03-30 0104 HA8LMZ        59  139    S56A          59  689    0
QSO:  3500 PH 2008-03-30 0107 HA8LMZ        59  140    DH2WQ         59  1139   0
QSO: 14000 PH 2008-03-30 0733 HA8LMZ        59  141    RK3DZB        59  897    0
QSO: 14000 PH 2008-03-30 0735 HA8LMZ        59  142    RZ9HG         59  1312   0
QSO:  7000 PH 2008-03-30 0800 HA8LMZ        59  143    OK7M          59  904    0
QSO:  7000 PH 2008-03-30 0802 HA8LMZ        59  144    SP4TKR        59  8837   0
QSO:  7000 PH 2008-03-30 0805 HA8LMZ        59  145    OL7R          59  895    0
QSO: 14000 PH 2008-03-30 0818 HA8LMZ        59  146    3V8BB         59  2537   0
QSO: 14000 PH 2008-03-30 0819 HA8LMZ        59  147    SV9GPV        59  2265   0
QSO: 21000 PH 2008-03-30 0959 HA8LMZ        59  148    UP0L          59  2146   0
QSO: 21000 PH 2008-03-30 1005 HA8LMZ        59  149    ZX5J          59  2578   0
QSO: 21000 PH 2008-03-30 1010 HA8LMZ        59  150    AO8A          59  1553   0
QSO: 21000 PH 2008-03-30 1025 HA8LMZ        59  151    EE3           59  1119   0
QSO: 21000 PH 2008-03-30 1042 HA8LMZ        59  152    AM3SSB        59  406    0
QSO: 21000 PH 2008-03-30 1043 HA8LMZ        59  153    EE2W          59  168    0
QSO: 21000 PH 2008-03-30 1058 HA8LMZ        59  154    EA5DFV        59  513    0
QSO: 21000 PH 2008-03-30 1119 HA8LMZ        59  155    P33W          59  1145   0
QSO: 21000 PH 2008-03-30 1123 HA8LMZ        59  156    PP5JD         59  2459   0
QSO: 21000 PH 2008-03-30 1129 HA8LMZ        59  157    CQ3T          59  1077   0
QSO: 21000 PH 2008-03-30 1153 HA8LMZ        59  158    5D5A          59  1773   0
QSO: 21000 PH 2008-03-30 1155 HA8LMZ        59  159    CN2BC         59  1497   0
QSO: 21000 PH 2008-03-30 1157 HA8LMZ        59  160    CT9L          59  3080   0
QSO: 14000 PH 2008-03-30 1210 HA8LMZ        59  161    EF5K          59  1415   0
QSO: 14000 PH 2008-03-30 1238 HA8LMZ        59  162    RZ4HZW        59  1258   0
QSO: 14000 PH 2008-03-30 1245 HA8LMZ        59  163    RY4I          59  925    0
QSO: 14000 PH 2008-03-30 1247 HA8LMZ        59  164    RK4FD         59  2251   0
QSO: 14000 PH 2008-03-30 1250 HA8LMZ        59  165    RW1ZA         59  1336   0
QSO: 14000 PH 2008-03-30 1254 HA8LMZ        59  166    RN4AT         59  300    0
QSO: 14000 PH 2008-03-30 1300 HA8LMZ        59  167    TC7KA         59  1891   0
QSO: 14000 PH 2008-03-30 1302 HA8LMZ        59  168    RW4HP         59  997    0
QSO: 14000 PH 2008-03-30 1304 HA8LMZ        59  169    UA9CDC        59  2337   0
QSO: 14000 PH 2008-03-30 1307 HA8LMZ        59  170    UA9PC         59  2510   0
QSO: 14000 PH 2008-03-30 1311 HA8LMZ        59  171    MW0CRI        59  364    0
QSO: 14000 PH 2008-03-30 1315 HA8LMZ        59  172    RK4HYT        59  621    0
QSO: 14000 PH 2008-03-30 1318 HA8LMZ        59  173    P33W          59  1895   0
QSO: 14000 PH 2008-03-30 1320 HA8LMZ        59  174    UA6UDV        59  1062   0
QSO: 14000 PH 2008-03-30 1324 HA8LMZ        59  175    K1LZ          59  1862   0
QSO: 14000 PH 2008-03-30 1327 HA8LMZ        59  176    AM5A          59  700    0
QSO: 14000 PH 2008-03-30 1402 HA8LMZ        59  177    R4WWF         59  526    0
QSO: 14000 PH 2008-03-30 1404 HA8LMZ        59  178    EK0B          59  2198   0
QSO: 14000 PH 2008-03-30 1420 HA8LMZ        59  179    5D5A          59  1674   0
QSO:  7000 PH 2008-03-30 1428 HA8LMZ        59  180    IZ8FWN        59  979    0
QSO:  7000 PH 2008-03-30 1429 HA8LMZ        59  181    S53S          59  1127   0
QSO:  7000 PH 2008-03-30 1433 HA8LMZ        59  182    IZ6NBQ        59  65     0
QSO:  7000 PH 2008-03-30 1439 HA8LMZ        59  183    EW4MM         59  448    0
QSO:  7000 PH 2008-03-30 1443 HA8LMZ        59  184    DA0BCC        59  868    0
QSO:  7000 PH 2008-03-30 1446 HA8LMZ        59  185    OG8X          59  2286   0
QSO:  7000 PH 2008-03-30 1447 HA8LMZ        59  186    EV1R          59  1165   0
QSO:  7000 PH 2008-03-30 1453 HA8LMZ        59  187    IZ5NFC        59  133    0
QSO:  7000 PH 2008-03-30 1527 HA8LMZ        59  188    YL1S          59  1224   0
QSO:  7000 PH 2008-03-30 1541 HA8LMZ        59  189    UZ7M          59  1000   0
QSO:  7000 PH 2008-03-30 1543 HA8LMZ        59  190    ES90C         59  1519   0
QSO:  7000 PH 2008-03-30 1551 HA8LMZ        59  191    J43P          59  2177   0
QSO:  7000 PH 2008-03-30 1558 HA8LMZ        59  192    LN9Z          59  1353   0
QSO:  7000 PH 2008-03-30 1600 HA8LMZ        59  193    OG6A          59  2076   0
QSO:  7000 PH 2008-03-30 1601 HA8LMZ        59  194    RS3A          59  1898   0
QSO:  7000 PH 2008-03-30 1610 HA8LMZ        59  195    DC7NF         59  564    0
QSO:  7000 PH 2008-03-30 1620 HA8LMZ        59  196    ZL3A          59  1742   0
QSO:  7000 PH 2008-03-30 1641 HA8LMZ        59  197    4L0A          59  2727   0
QSO:  7000 PH 2008-03-30 1652 HA8LMZ        59  198    IZ5DKJ        59  367    0
QSO:  7000 PH 2008-03-30 1658 HA8LMZ        59  199    RM3F          59  2135   0
QSO:  7000 PH 2008-03-30 1702 HA8LMZ        59  200    M4U           59  1385   0
QSO:  7000 PH 2008-03-30 1705 HA8LMZ        59  201    DL0TUM        59  091    0
QSO:  7000 PH 2008-03-30 1714 HA8LMZ        59  202    S566D         59  2051   0
QSO: 14000 PH 2008-03-30 1721 HA8LMZ        59  203    EE2W          59  1313   0
QSO: 14000 PH 2008-03-30 1733 HA8LMZ        59  204    EI9HX         59  1354   0
QSO: 14000 PH 2008-03-30 1739 HA8LMZ        59  205    EF1W          59  1090   0
QSO: 14000 PH 2008-03-30 1741 HA8LMZ        59  206    EH6R          59  515    0
QSO: 14000 PH 2008-03-30 1744 HA8LMZ        59  207    TM1W          59  2072   0
QSO: 14000 PH 2008-03-30 1800 HA8LMZ        59  208    AO8A          59  1919   0
QSO: 14000 PH 2008-03-30 1801 HA8LMZ        59  209    EA4RCT        59  726    0
QSO:  7000 PH 2008-03-30 1824 HA8LMZ        59  210    I2WIJ         59  1400   0
QSO:  7000 PH 2008-03-30 1843 HA8LMZ        59  211    TC3EC         59  1451   0
QSO:  7000 PH 2008-03-30 1845 HA8LMZ        59  212    UZ1G          59  1549   0
QSO:  7000 PH 2008-03-30 1902 HA8LMZ        59  213    RG9A          59  2162   0
QSO:  7000 PH 2008-03-30 1911 HA8LMZ        59  214    A62ER         59  168    0
QSO:  7000 PH 2008-03-30 1917 HA8LMZ        59  215    OG6N          59  1248   0
QSO:  7000 PH 2008-03-30 1921 HA8LMZ        59  216    UP0L          59  2606   0
QSO:  7000 PH 2008-03-30 1923 HA8LMZ        59  217    DL4SVA        59  544    0
QSO:  7000 PH 2008-03-30 1924 HA8LMZ        59  218    DL1ELY        59  1152   0
QSO:  7000 PH 2008-03-30 1929 HA8LMZ        59  219    OG5B          59  2095   0
QSO:  7000 PH 2008-03-30 1931 HA8LMZ        59  220    YL6W          59  2058   0
QSO:  7000 PH 2008-03-30 1933 HA8LMZ        59  221    RK4FD         59  2726   0
QSO:  3500 PH 2008-03-30 1942 HA8LMZ        59  222    YU3A          59  597    0
QSO:  3500 PH 2008-03-30 1944 HA8LMZ        59  223    3Z10UM        59  618    0
QSO:  3500 PH 2008-03-30 1951 HA8LMZ        59  224    9A8M          59  533    0
QSO:  3500 PH 2008-03-30 1956 HA8LMZ        59  225    E77EZ         59  438    0
QSO:  3500 PH 2008-03-30 1957 HA8LMZ        59  226    LY9Y          59  226    0
QSO:  3500 PH 2008-03-30 2001 HA8LMZ        59  227    OL5J          59  698    0
QSO:  3500 PH 2008-03-30 2002 HA8LMZ        59  228    UA6UDV        59  1303   0
QSO:  3500 PH 2008-03-30 2005 HA8LMZ        59  229    HA6IGM        59  158    0
QSO:  3500 PH 2008-03-30 2028 HA8LMZ        59  230    IK8UND        59  599    0
QSO:  3500 PH 2008-03-30 2030 HA8LMZ        59  231    SP9DTE        59  511    0
QSO:  3500 PH 2008-03-30 2031 HA8LMZ        59  232    HG80HQ        59  971    0
QSO:  3500 PH 2008-03-30 2033 HA8LMZ        59  233    SN7Q          59  1660   0
QSO:  3500 PH 2008-03-30 2042 HA8LMZ        59  234    DO2ML         59  551    0
QSO:  3500 PH 2008-03-30 2049 HA8LMZ        59  235    3V8BB         59  3781   0
QSO:  3500 PH 2008-03-30 2051 HA8LMZ        59  236    IZ2FOS        59  1832   0
QSO:  3500 PH 2008-03-30 2100 HA8LMZ        59  237    HG8R          59  2790   0
QSO:  3500 PH 2008-03-30 2214 HA8LMZ        59  238    EW2BX         59  459    0
QSO:  3500 PH 2008-03-30 2221 HA8LMZ        59  239    UT3L          59  597    0
END-OF-LOG:
